,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,"('得票数', '得票数_NHKから国民を守る党')","('得票数', '得票数_かがやけ十勝')","('得票数', '得票数_みんなの党')","('得票数', '得票数_保守党北海道')","('得票数', '得票数_公明党')","('得票数', '得票数_国民民主党')","('得票数', '得票数_地域政党かがやけ十勝')","('得票数', '得票数_大日本愛国党札幌支部')","('得票数', '得票数_市民ネットワーク北海道')","('得票数', '得票数_幸福実現党')","('得票数', '得票数_憲法の風')","('得票数', '得票数_改革札幌')","('得票数', '得票数_政治団体北守会')","('得票数', '得票数_新党大地')","('得票数', '得票数_新社会党')","('得票数', '得票数_新自由クラブ')","('得票数', '得票数_新進')","('得票数', '得票数_日本共産党')","('得票数', '得票数_日本社会党')","('得票数', '得票数_日本維新の会')","('得票数', '得票数_民主党')","('得票数', '得票数_民社')","('得票数', '得票数_無所属')","('得票数', '得票数_生長の家政治連合')","('得票数', '得票数_社会民主党')","('得票数', '得票数_立憲民主党')","('得票数', '得票数_維新の党')","('得票数', '得票数_自由党')","('得票数', '得票数_自由民主党')","('得票数', '得票数_道民党')","('得票数', '得票数_sum_v')","('得票率', '得票率_NHKから国民を守る党')","('得票率', '得票率_かがやけ十勝')","('得票率', '得票率_みんなの党')","('得票率', '得票率_保守党北海道')","('得票率', '得票率_公明党')","('得票率', '得票率_国民民主党')","('得票率', '得票率_地域政党かがやけ十勝')","('得票率', '得票率_大日本愛国党札幌支部')","('得票率', '得票率_市民ネットワーク北海道')","('得票率', '得票率_幸福実現党')","('得票率', '得票率_憲法の風')","('得票率', '得票率_改革札幌')","('得票率', '得票率_政治団体北守会')","('得票率', '得票率_新党大地')","('得票率', '得票率_新社会党')","('得票率', '得票率_新自由クラブ')","('得票率', '得票率_新進')","('得票率', '得票率_日本共産党')","('得票率', '得票率_日本社会党')","('得票率', '得票率_日本維新の会')","('得票率', '得票率_民主党')","('得票率', '得票率_民社')","('得票率', '得票率_無所属')","('得票率', '得票率_生長の家政治連合')","('得票率', '得票率_社会民主党')","('得票率', '得票率_立憲民主党')","('得票率', '得票率_維新の党')","('得票率', '得票率_自由党')","('得票率', '得票率_自由民主党')","('得票率', '得票率_道民党')","('得票率', '得票率_sum_v')","('一人あたり得票率', '一人あたり得票率_NHKから国民を守る党')","('一人あたり得票率', '一人あたり得票率_かがやけ十勝')","('一人あたり得票率', '一人あたり得票率_みんなの党')","('一人あたり得票率', '一人あたり得票率_保守党北海道')","('一人あたり得票率', '一人あたり得票率_公明党')","('一人あたり得票率', '一人あたり得票率_国民民主党')","('一人あたり得票率', '一人あたり得票率_地域政党かがやけ十勝')","('一人あたり得票率', '一人あたり得票率_大日本愛国党札幌支部')","('一人あたり得票率', '一人あたり得票率_市民ネットワーク北海道')","('一人あたり得票率', '一人あたり得票率_幸福実現党')","('一人あたり得票率', '一人あたり得票率_憲法の風')","('一人あたり得票率', '一人あたり得票率_改革札幌')","('一人あたり得票率', '一人あたり得票率_政治団体北守会')","('一人あたり得票率', '一人あたり得票率_新党大地')","('一人あたり得票率', '一人あたり得票率_新社会党')","('一人あたり得票率', '一人あたり得票率_新自由クラブ')","('一人あたり得票率', '一人あたり得票率_新進')","('一人あたり得票率', '一人あたり得票率_日本共産党')","('一人あたり得票率', '一人あたり得票率_日本社会党')","('一人あたり得票率', '一人あたり得票率_日本維新の会')","('一人あたり得票率', '一人あたり得票率_民主党')","('一人あたり得票率', '一人あたり得票率_民社')","('一人あたり得票率', '一人あたり得票率_無所属')","('一人あたり得票率', '一人あたり得票率_生長の家政治連合')","('一人あたり得票率', '一人あたり得票率_社会民主党')","('一人あたり得票率', '一人あたり得票率_立憲民主党')","('一人あたり得票率', '一人あたり得票率_維新の党')","('一人あたり得票率', '一人あたり得票率_自由党')","('一人あたり得票率', '一人あたり得票率_自由民主党')","('一人あたり得票率', '一人あたり得票率_道民党')","('立候補者数', '立候補者数_NHKから国民を守る党')","('立候補者数', '立候補者数_かがやけ十勝')","('立候補者数', '立候補者数_みんなの党')","('立候補者数', '立候補者数_保守党北海道')","('立候補者数', '立候補者数_公明党')","('立候補者数', '立候補者数_国民民主党')","('立候補者数', '立候補者数_地域政党かがやけ十勝')","('立候補者数', '立候補者数_大日本愛国党札幌支部')","('立候補者数', '立候補者数_市民ネットワーク北海道')","('立候補者数', '立候補者数_幸福実現党')","('立候補者数', '立候補者数_憲法の風')","('立候補者数', '立候補者数_改革札幌')","('立候補者数', '立候補者数_政治団体北守会')","('立候補者数', '立候補者数_新党大地')","('立候補者数', '立候補者数_新社会党')","('立候補者数', '立候補者数_新自由クラブ')","('立候補者数', '立候補者数_新進')","('立候補者数', '立候補者数_日本共産党')","('立候補者数', '立候補者数_日本社会党')","('立候補者数', '立候補者数_日本維新の会')","('立候補者数', '立候補者数_民主党')","('立候補者数', '立候補者数_民社')","('立候補者数', '立候補者数_無所属')","('立候補者数', '立候補者数_生長の家政治連合')","('立候補者数', '立候補者数_社会民主党')","('立候補者数', '立候補者数_立憲民主党')","('立候補者数', '立候補者数_維新の党')","('立候補者数', '立候補者数_自由党')","('立候補者数', '立候補者数_自由民主党')","('立候補者数', '立候補者数_道民党')","('当選者数', '当選者数_NHKから国民を守る党')","('当選者数', '当選者数_かがやけ十勝')","('当選者数', '当選者数_みんなの党')","('当選者数', '当選者数_保守党北海道')","('当選者数', '当選者数_公明党')","('当選者数', '当選者数_国民民主党')","('当選者数', '当選者数_地域政党かがやけ十勝')","('当選者数', '当選者数_大日本愛国党札幌支部')","('当選者数', '当選者数_市民ネットワーク北海道')","('当選者数', '当選者数_幸福実現党')","('当選者数', '当選者数_憲法の風')","('当選者数', '当選者数_改革札幌')","('当選者数', '当選者数_政治団体北守会')","('当選者数', '当選者数_新党大地')","('当選者数', '当選者数_新社会党')","('当選者数', '当選者数_新自由クラブ')","('当選者数', '当選者数_新進')","('当選者数', '当選者数_日本共産党')","('当選者数', '当選者数_日本社会党')","('当選者数', '当選者数_日本維新の会')","('当選者数', '当選者数_民主党')","('当選者数', '当選者数_民社')","('当選者数', '当選者数_無所属')","('当選者数', '当選者数_生長の家政治連合')","('当選者数', '当選者数_社会民主党')","('当選者数', '当選者数_立憲民主党')","('当選者数', '当選者数_維新の党')","('当選者数', '当選者数_自由党')","('当選者数', '当選者数_自由民主党')","('当選者数', '当選者数_道民党')"
秩父別町議会議員選挙（2019年02月28日投票）,秩父別町議会議員選挙,北海道,秩父別町,20190228.0,2019.0,2.0,28.0,20190223.0,無投票,9.0,9.0,1.0,,,,,任期満了,85.66,,,,秩父別町議会議員選挙（2019年02月28日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.1111111111111111,,,,,,,0.0,1.0,65.33333333333333,6.896053621859067,57.0,60.0,64.0,70.0,80.0,65.33333333333333,6.896053621859067,57.0,60.0,64.0,70.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
稚内市議会議員選挙（1999年04月25日投票）,稚内市議会議員選挙,北海道,稚内市,19990425.0,1999.0,4.0,25.0,19990418.0,80.86,24.0,27.0,1.125,34595.0,,,,任期満了,,,,,稚内市議会議員選挙（1999年04月25日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6457375909872344,0.3542624090127657,,0.03587431061040191,0.0393624898903073,,27339.0,6.0,53.592592592592595,9.346257952940745,32.0,46.0,55.0,59.0,75.0,53.416666666666664,9.869636377406325,32.0,46.0,54.0,61.0,75.0,,,,,3613.0,,,,,,,,,,,,,2000.0,,,2356.0,,16329.18,,,,,258.0,2782.82,,27339.0,,,,,0.13215552873184827,,,,,,,,,,,,,0.07315556530963092,,,0.08617725593474523,,0.5972851969713596,,,,,0.00943706792494239,0.10178938512747358,,1.0,,,,,0.04405184291061609,,,,,,,,,,,,,0.03657778265481546,,,0.02872575197824841,,0.039819013131423976,,,,,0.00943706792494239,0.0339297950424912,,,,,,3.0,,,,,,,,,,,,,2.0,,,3.0,,15.0,,,,,1.0,3.0,,,,,,3.0,,,,,,,,,,,,,2.0,,,2.0,,14.0,,,,,0.0,3.0,
稚内市議会議員選挙（2003年04月27日投票）,稚内市議会議員選挙,北海道,稚内市,20030427.0,2003.0,4.0,27.0,20030420.0,73.62,24.0,29.0,1.2083333333333333,34156.0,,,-439.0,任期満了,80.86,,,,稚内市議会議員選挙（2003年04月27日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.034482758620689655,0.041666666666666664,0.4482758620689655,0.4827586206896552,0.06896551724137931,0.5416666666666666,0.4166666666666667,0.041666666666666664,0.533719470209405,0.3912268621653368,0.07505366762525821,0.04105534386226192,0.02794477586895263,0.037526833812629105,24689.0,5.0,52.86206896551724,7.12317314961399,36.0,47.0,55.0,58.0,64.0,52.583333333333336,6.909634979907082,36.0,47.0,54.5,58.0,64.0,,,,,3707.0,,,,,,,,,,,,,1418.0,,,883.0,,17615.0,,,,,,1066.0,,24689.0,,,,,0.15014783911863583,,,,,,,,,,,,,0.05743448499331686,,,0.03576491554943497,,0.7134756369233262,,,,,,0.04317712341528616,,1.0,,,,,0.050049279706211945,,,,,,,,,,,,,0.02871724249665843,,,0.03576491554943497,,0.032430710769242095,,,,,,0.04317712341528616,,,,,,3.0,,,,,,,,,,,,,2.0,,,1.0,,22.0,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,2.0,,,1.0,,17.0,,,,,,1.0,
稚内市議会議員選挙（2007年04月22日投票）,稚内市議会議員選挙,北海道,稚内市,20070422.0,2007.0,4.0,22.0,20070415.0,78.28,22.0,26.0,1.181818181818182,33093.0,,,-1063.0,任期満了,73.62,,,,稚内市議会議員選挙（2007年04月22日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.045454545454545456,0.6538461538461539,0.2692307692307692,0.07692307692307693,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.6402274515976704,0.29757791594522276,0.06219463245710688,0.03766043832927473,0.042511130849317534,0.03109731622855344,25412.0,5.0,53.57692307692308,8.70973406342704,32.0,49.0,55.5,59.0,68.0,53.63636363636363,9.048080934377262,32.0,49.0,55.5,59.0,68.0,,,,,3915.0,,,,,,,,,,,,,941.0,,,979.51,,18013.489999999998,,,,,,1563.0,,25412.0,,,,,0.15406107350857862,,,,,,,,,,,,,0.03702974972453959,,,0.038545175507634186,,0.7088576263182748,,,,,,0.06150637494097277,,1.0,,,,,0.051353691169526205,,,,,,,,,,,,,0.03702974972453959,,,0.038545175507634186,,0.03730829612201446,,,,,,0.030753187470486384,,,,,,3.0,,,,,,,,,,,,,1.0,,,1.0,,19.0,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,1.0,,,1.0,,15.0,,,,,,2.0,
稚内市議会議員選挙（2011年04月24日投票）,稚内市議会議員選挙,北海道,稚内市,20110424.0,2011.0,4.0,24.0,20110417.0,75.79,20.0,22.0,1.1,31633.0,,,-1460.0,任期満了,78.28,,,,稚内市議会議員選挙（2011年04月24日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.75,0.15,0.1,0.762741427720582,0.15647068833489322,0.0807878839445248,0.04767133923253637,0.039117672083723305,0.0403939419722624,23506.0,5.0,,,,,,,,,,,,,,,,,,,3992.0,,,,,,,,,,,,,1257.0,,,1026.0,,15326.0,,,,,,1905.0,,23506.0,,,,,0.16982897983493575,,,,,,,,,,,,,0.05347570832978814,,,0.043648430188037095,,0.6520037437250064,,,,,,0.08104313792223262,,1.0,,,,,0.05660965994497858,,,,,,,,,,,,,0.05347570832978814,,,0.043648430188037095,,0.04346691624833376,,,,,,0.04052156896111631,,,,,,3.0,,,,,,,,,,,,,1.0,,,1.0,,15.0,,,,,,2.0,,,,,,3.0,,,,,,,,,,,,,1.0,,,1.0,,13.0,,,,,,2.0,
稚内市議会議員選挙（2015年04月26日投票）,稚内市議会議員選挙,北海道,稚内市,20150426.0,2015.0,4.0,26.0,20150419.0,59.09,18.0,19.0,1.0555555555555556,,,,,任期満了,75.79,,,,稚内市議会議員選挙（2015年04月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.6842105263157895,0.3157894736842105,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6911769347893336,0.3088230652106665,,0.053167456522256434,0.05147051086844442,,17423.989999999998,4.0,54.8421052631579,11.165092018357635,35.0,46.0,57.0,64.5,71.0,53.94444444444444,10.783074299939916,35.0,45.5,57.0,63.5,67.0,,,,,3730.0,,,,,,,,,,,,,1850.0,,,949.0,,10894.99,,,,,,,,17423.989999999998,,,,,0.2140726664788031,,,,,,,,,,,,,0.10617545120262352,,,0.05446513686015661,,0.6252867454584169,,,,,,,,1.0,,,,,0.07135755549293436,,,,,,,,,,,,,0.05308772560131176,,,0.05446513686015661,,0.04809898041987822,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,1.0,,13.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,1.0,,12.0,,,,,,,
稚内市議会議員選挙（2019年04月21日投票）,稚内市議会議員選挙,北海道,稚内市,20190421.0,2019.0,4.0,21.0,20190414.0,64.17,18.0,19.0,1.0555555555555556,28396.0,,,,任期満了,59.09,,,,稚内市議会議員選挙（2019年04月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.21052631578947367,0.2222222222222222,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7834036495850597,0.18261658550629029,0.03397976490865012,0.05595740354178998,0.04565414637657257,0.03397976490865012,17686.997,4.0,56.68421052631579,11.72964140690695,37.0,46.5,59.0,66.5,75.0,57.77777777777778,11.068250667540294,39.0,49.25,60.0,67.75,75.0,,,,,3591.999,937.414,,,,,,,,,,,,1718.0,,,,,11439.584,,,,,,,,17686.997,,,,,0.20308699096856295,0.05300017860578594,,,,,,,,,,,,0.0971335043478551,,,,,0.6467793260777961,,,,,,,,1.0,,,,,0.06769566365618765,0.05300017860578594,,,,,,,,,,,,0.04856675217392755,,,,,0.04975225585213816,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,2.0,,,,,13.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,2.0,,,,,12.0,,,,,,,
積丹町議会議員補欠選挙（2008年06月01日投票）,積丹町議会議員補欠選挙,北海道,積丹町,20080601.0,2008.0,6.0,1.0,20080527.0,68.97,1.0,2.0,2.0,2433.0,,,,その他,,,,,積丹町議会議員補欠選挙（2008年06月01日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5559701492537313,0.44402985074626866,,0.5559701492537313,0.44402985074626866,1608.0,1.0,67.0,6.0,61.0,64.0,67.0,70.0,73.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,1608.0,,,,,,,,1608.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
積丹町議会議員補欠選挙（2016年06月05日投票）,積丹町議会議員補欠選挙,北海道,積丹町,20160605.0,2016.0,6.0,5.0,20160531.0,60.82,1.0,2.0,2.0,1940.0,,,-493.0,その他/2013年の町議会議員選挙で、定数割れしたため,68.97,,,,積丹町議会議員補欠選挙（2016年06月05日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1121.0,0.0,54.0,16.0,38.0,46.0,54.0,62.0,70.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
積丹町議会議員選挙（2009年09月13日投票）,積丹町議会議員選挙,北海道,積丹町,20090913.0,2009.0,9.0,13.0,20090908.0,85.2,9.0,10.0,1.1111111111111112,2365.0,,,,任期満了,,,,,積丹町議会議員選挙（2009年09月13日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5715715715715716,0.3078078078078078,0.12062062062062062,0.09526192859526193,0.10260260260260261,0.12062062062062062,1998.0,1.0,64.1,7.712976079309464,56.0,58.0,61.0,71.5,77.0,62.666666666666664,6.749485577105529,56.0,58.0,60.0,64.0,75.0,,,,,,,,,,,,,,,,,,,,,,,1998.0,,,,,,,,1998.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,
積丹町議会議員選挙（2013年09月15日投票）,積丹町議会議員選挙,北海道,積丹町,20130915.0,2013.0,9.0,15.0,20130910.0,無投票,9.0,8.0,0.8888888888888888,,,,,任期満了,85.2,,,,積丹町議会議員選挙（2013年09月15日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,65.875,5.109733358992424,61.0,62.0,65.0,66.5,78.0,65.875,5.109733358992424,61.0,62.0,65.0,66.5,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,
積丹町議会議員選挙（2017年09月17日投票）,積丹町議会議員選挙,北海道,積丹町,20170917.0,2017.0,9.0,17.0,20170912.0,無投票,9.0,9.0,1.0,,,,,任期満了,,,,,積丹町議会議員選挙（2017年09月17日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,66.55555555555556,10.822929477231929,39.0,66.0,68.0,70.0,82.0,66.55555555555556,10.822929477231929,39.0,66.0,68.0,70.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紋別市議会議員補欠選挙（2009年06月14日投票）,紋別市議会議員補欠選挙,北海道,紋別市,20090614.0,2009.0,6.0,14.0,20090607.0,44.38,2.0,3.0,1.5,20783.0,,,,その他,,,,,紋別市議会議員補欠選挙（2009年06月14日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7491590042610451,0.2508409957389549,,0.37457950213052255,0.2508409957389549,8918.0,2.0,46.666666666666664,11.08552609887726,31.0,42.5,54.0,54.5,55.0,42.5,11.5,31.0,36.75,42.5,48.25,54.0,,,,,,,,,,,,,,,,,,2237.0,,,,,6681.0,,,,,,,,8918.0,,,,,,,,,,,,,,,,,,0.2508409957389549,,,,,0.7491590042610451,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.2508409957389549,,,,,0.37457950213052255,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,
紋別市議会議員補欠選挙（2021年06月20日投票）,紋別市議会議員補欠選挙,北海道,紋別市,20210620.0,2021.0,6.0,20.0,20210613.0,無投票,2.0,2.0,1.0,18380.0,8650.0,9730.0,-2403.0,その他,44.38,,,,紋別市議会議員補欠選挙（2021年06月20日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,
紋別市議会議員選挙（2006年07月23日投票）,紋別市議会議員選挙,北海道,紋別市,20060723.0,2006.0,7.0,23.0,20060716.0,80.01,21.0,24.0,1.1428571428571428,21781.0,,,,任期満了,,,,,紋別市議会議員選挙（2006年07月23日投票）,1.0,24.0,21.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.09523809523809523,0.75,0.25,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7314727830161394,0.2685272169838607,,0.040637376834229966,0.04475453616397678,,17287.0,5.0,56.25,5.952940449895329,39.0,53.75,56.5,58.75,68.0,56.333333333333336,6.281744778349201,39.0,54.0,56.0,61.0,68.0,,,,,1090.0,,,,,,,,,,,,,973.0,,,1165.0,,5185.03,,,,,,8873.970000000001,,17287.0,,,,,0.0630531613351073,,,,,,,,,,,,,0.05628506970555909,,,0.06739168161045872,,0.299938103777405,,,,,,0.5133319835714699,,1.0,,,,,0.0630531613351073,,,,,,,,,,,,,0.028142534852779545,,,0.03369584080522936,,0.03749226297217562,,,,,,0.04666654396104272,,,,,,1.0,,,,,,,,,,,,,2.0,,,2.0,,8.0,,,,,,11.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,,7.0,,,,,,10.0,
紋別市議会議員選挙（2010年08月01日投票）,紋別市議会議員選挙,北海道,紋別市,20100801.0,2010.0,8.0,1.0,20100725.0,71.23,18.0,19.0,1.0555555555555556,20838.0,,,-943.0,任期満了,80.01,,,,紋別市議会議員選挙（2010年08月01日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.05263157894736842,,,14669.0,0.0,57.1578947368421,8.196681985283254,32.0,55.0,58.0,61.0,72.0,57.27777777777778,8.40506167308694,32.0,55.25,58.0,61.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紋別市議会議員選挙（2014年07月13日投票）,紋別市議会議員選挙,北海道,紋別市,20140713.0,2014.0,7.0,13.0,20140706.0,69.56,16.0,18.0,1.125,19936.0,,,-902.0,任期満了,71.23,,,,紋別市議会議員選挙（2014年07月13日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8125,0.125,0.0625,0.8342218409730288,0.11334260035676627,0.05243555867020502,0.05561478939820192,0.056671300178383135,0.05243555867020502,13692.998,5.0,59.27777777777778,10.69686119878971,32.0,59.0,60.5,65.0,76.0,60.6875,9.635343468190431,32.0,59.0,61.5,65.0,76.0,,,,,927.0,,,,,,,,,,,,,1244.0,,,787.0,,5514.745,,,,,,5220.253,,13692.998,,,,,0.06769883410484687,,,,,,,,,,,,,0.0908493523478204,,,0.05747463046441693,,0.4027419707503061,,,,,,0.3812352123326097,,1.0,,,,,0.06769883410484687,,,,,,,,,,,,,0.0454246761739102,,,0.05747463046441693,,0.05034274634378826,,,,,,0.06353920205543495,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,8.0,,,,,,6.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,7.0,,,,,,6.0,
紋別市議会議員選挙（2018年07月22日投票）,紋別市議会議員選挙,北海道,紋別市,20180722.0,2018.0,7.0,22.0,20180715.0,70.42,16.0,18.0,1.125,,,,,任期満了,69.56,,,,紋別市議会議員選挙（2018年07月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.625,0.3125,0.0625,0.5867502333850169,0.36992600710161855,0.04332375951336455,0.0533409303077288,0.06165433451693642,0.04332375951336455,13225.999,5.0,57.111111111111114,10.26801337968704,37.0,50.25,59.5,64.75,74.0,57.5625,10.27112913705207,37.0,50.75,59.5,65.25,74.0,,,,,825.0,,,,,,,,,,,,,655.0,,,,,7472.999,,,652.0,,,3621.0,,13225.999,,,,,0.06237714066060341,,,,,,,,,,,,,0.0495236692517518,,,,,0.5650234057933923,,,0.04929684328571324,,,0.27377894100853933,,1.0,,,,,0.06237714066060341,,,,,,,,,,,,,0.0495236692517518,,,,,0.05650234057933923,,,0.04929684328571324,,,0.054755788201707865,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,10.0,,,1.0,,,5.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,8.0,,,1.0,,,5.0,
