,prefecture,municipality,keijyo_syusi_ratio,jissitsu_kousaihi_ratio,kisaiseigen_ratio,zaiseiryoku_index,laspeyres_index,year,syorai_hutan_ratio,muni_code,laspeyres_reference
12914,福島県,昭和村,77,8,,0.08,100.7,2012,-,074462,93
12915,福島県,会津美里町,82.2,11.6,,0.25,104.5,2012,48.6,074471,96.6
12916,福島県,西郷村,82.7,12.4,,0.88,108,2012,22.7,074616,99.8
12917,福島県,泉崎村,71.4,12.3,,0.57,97.6,2012,65.5,074641,90
12918,福島県,中島村,79.8,12.6,,0.26,102.8,2012,-,074659,94.9
12919,福島県,矢吹町,86.3,16.9,,0.5,107.8,2012,155,074667,99.6
12920,福島県,棚倉町,74.9,11.5,,0.53,107.5,2012,82.4,074811,99.3
12921,福島県,矢祭町,82.1,4.8,,0.29,107.1,2012,-,074829,98.9
12922,福島県,塙町,84.5,9.2,,0.26,106,2012,41.5,074837,98
12923,福島県,鮫川村,85.9,8.1,,0.16,109.2,2012,-,074845,100.9
12924,福島県,石川町,79.7,11.1,,0.39,108.5,2012,24.4,075019,100.2
12925,福島県,玉川村,80.3,13.7,,0.31,107.3,2012,56.9,075027,99.1
12926,福島県,平田村,80.1,12.3,,0.25,106.2,2012,75.8,075035,98.2
12927,福島県,浅川町,84.1,13.8,,0.34,105.3,2012,48.4,075043,97.3
12928,福島県,古殿町,81.1,8.7,,0.21,105.7,2012,-,075051,97.7
12929,福島県,三春町,83.3,11.8,,0.39,103.4,2012,75.4,075213,95.5
12930,福島県,小野町,79.5,9.5,,0.32,105,2012,-,075221,97
12931,福島県,広野町,91.8,15,,0.97,110.2,2012,58.7,075418,101.8
12932,福島県,楢葉町,119.9,7.4,,0.93,104.6,2012,-,075426,96.7
12933,福島県,富岡町,98.8,12,,0.85,107.6,2012,-,075434,99.4
12934,福島県,川内村,84,6.3,,0.27,110,2012,-,075442,101.6
12935,福島県,大熊町,78.6,-1.5,,1.27,99.1,2012,-,075451,91.6
12936,福島県,双葉町,85.4,18.9,,0.85,102.2,2012,-,075469,94.4
12937,福島県,浪江町,105.1,14.4,,0.42,107.2,2012,-,075477,99.1
12938,福島県,葛尾村,75.2,5.3,,0.12,102.8,2012,-,075485,94.8
12939,福島県,新地町,76,13.1,,0.74,107.8,2012,-,075612,99.6
12940,福島県,飯舘村,76,7.6,,0.2,107.3,2012,-,075647,99
12941,茨城県,水戸市,85.3,10.4,,0.82,108.3,2012,110.4,082015,100.1
12942,茨城県,日立市,89.4,3.8,,0.82,106,2012,-,082023,98
12943,茨城県,土浦市,88.2,8.5,,0.87,104,2012,23.2,082031,96
12944,茨城県,古河市,90.4,9.9,,0.76,106.1,2012,116.1,082040,98.1
12945,茨城県,石岡市,90.6,11.4,,0.6,104.8,2012,68.1,082058,96.9
12946,茨城県,結城市,91.1,12.8,,0.68,105.5,2012,75.3,082074,97.4
12947,茨城県,龍ケ崎市,93.5,10.3,,0.73,105.7,2012,34.1,082082,97.6
12948,茨城県,下妻市,88.7,14,,0.62,104.9,2012,98.8,082104,96.9
12949,茨城県,常総市,89.9,11.2,,0.74,103.1,2012,81.5,082112,95.3
12950,茨城県,常陸太田市,89.8,8.2,,0.41,104.6,2012,7.3,082121,96.6
12951,茨城県,高萩市,97.5,17.2,,0.58,102.7,2012,128.2,082147,94.9
12952,茨城県,北茨城市,92.9,12.8,,0.64,104.3,2012,79.5,082155,96.4
12953,茨城県,笠間市,86,10.3,,0.64,105.3,2012,58.9,082163,97.3
12954,茨城県,取手市,91.2,10.2,,0.8,107.6,2012,82.3,082171,99.4
12955,茨城県,牛久市,93.4,5.8,,0.88,104.1,2012,0.6,082198,96.2
12956,茨城県,つくば市,90.1,9,,0.98,106.6,2012,55.3,082201,98.5
12957,茨城県,ひたちなか市,84.7,11,,0.91,106.4,2012,46.4,082210,98.3
12958,茨城県,鹿嶋市,89.4,15.3,,1,106.6,2012,52.3,082228,98.5
12959,茨城県,潮来市,88.5,8.3,,0.5,106.9,2012,16.6,082236,98.7
12960,茨城県,守谷市,87.6,6,,0.97,107.2,2012,16.5,082244,99
12961,茨城県,常陸大宮市,87.4,12.4,,0.44,104.4,2012,63.5,082252,96.5
12962,茨城県,那珂市,91.1,10.6,,0.64,105.8,2012,38.4,082261,97.7
12963,茨城県,筑西市,89,12.7,,0.7,103.7,2012,54.8,082279,95.9
12964,茨城県,坂東市,90.3,8.4,,0.62,104.6,2012,51.9,082287,96.7
12965,茨城県,稲敷市,84.7,8.5,,0.54,103.6,2012,33.7,082295,95.7
12966,茨城県,かすみがうら市,84.9,11.9,,0.62,105.4,2012,110.2,082309,97.4
12967,茨城県,桜川市,89.3,11.2,,0.47,103.7,2012,102.9,082317,95.8
12968,茨城県,神栖市,77.2,6,,1.34,106.3,2012,11,082325,98.2
12969,茨城県,行方市,86.5,10.6,,0.43,104.1,2012,84.4,082333,96.2
12970,茨城県,鉾田市,81.9,10.6,,0.43,103.7,2012,48,082341,95.9
12971,茨城県,つくばみらい市,84.4,12,,0.74,106.4,2012,60.1,082350,98.3
12972,茨城県,小美玉市,80.1,8.1,,0.63,106,2012,104.4,082368,97.9
12973,茨城県,茨城町,81.6,10.7,,0.54,105.2,2012,93.9,083020,97.2
12974,茨城県,大洗町,94.7,7.1,,0.76,106.6,2012,41,083097,98.5
12975,茨城県,城里町,88.7,14.3,,0.38,104.3,2012,110.7,083101,96.3
12976,茨城県,東海村,86.2,1.8,,1.48,110.1,2012,-,083411,101.7
12977,茨城県,大子町,83.3,9.8,,0.31,108.1,2012,46.6,083640,100
12978,茨城県,美浦村,92.5,8.7,,0.83,106.6,2012,63.9,084425,98.4
12979,茨城県,阿見町,92.5,8.7,,0.86,107.7,2012,-,084433,99.5
12980,茨城県,河内町,93.1,11.6,,0.37,100,2012,77.2,084476,92.2
12981,茨城県,八千代町,87.2,14.5,,0.53,103.6,2012,79.7,085219,95.7
12982,茨城県,五霞町,91.1,14.9,,0.79,106.1,2012,72.2,085421,98
12983,茨城県,境町,91,16.2,,0.65,102.5,2012,194.5,085464,94.7
12984,茨城県,利根町,94.8,11.1,,0.45,102.1,2012,-,085642,94.1
12985,栃木県,宇都宮市,93.1,7.5,,0.94,110.5,2012,17.7,092011,102.2
12986,栃木県,足利市,93,7.2,,0.71,108.2,2012,22.6,092029,100
12987,栃木県,栃木市,91.8,9.6,,0.71,107.1,2012,66.4,092037,98.9
12988,栃木県,佐野市,87,7,,0.72,106.1,2012,24.5,092045,98.1
12989,栃木県,鹿沼市,93.5,4.6,,0.7,107.4,2012,35.5,092053,99.3
12990,栃木県,日光市,92.2,8.6,,0.65,105.4,2012,51.8,092061,97.4
12991,栃木県,小山市,83.3,5.9,,0.93,108.9,2012,63,092088,100.6
12992,栃木県,真岡市,85.2,7.8,,0.81,107.7,2012,12.4,092096,99.5
12993,栃木県,大田原市,94.8,11.9,,0.64,106.8,2012,71.4,092100,98.6
12994,栃木県,矢板市,94.5,12.3,,0.68,106.2,2012,69.9,092118,98.1
12995,栃木県,那須塩原市,91.2,10.1,,0.79,108.9,2012,-,092134,100.6
12996,栃木県,さくら市,85.9,10,,0.74,104.5,2012,16.4,092142,96.5
12997,栃木県,那須烏山市,90.1,9.4,,0.44,106.5,2012,55.7,092151,98.3
12998,栃木県,下野市,84.1,7.7,,0.8,108.5,2012,-,092169,100.2
12999,栃木県,上三川町,91.4,8.3,,0.93,107.1,2012,18.1,093017,98.9
13000,栃木県,益子町,83.1,11.9,,0.55,105.1,2012,66.1,093424,97.1
13001,栃木県,茂木町,93.9,13.2,,0.42,106.4,2012,97.2,093432,98.3
13002,栃木県,市貝町,85.7,13.6,,0.7,103.8,2012,68.7,093441,95.9
13003,栃木県,芳賀町,83.5,7.6,,1.05,107.7,2012,-,093459,99.4
13004,栃木県,壬生町,90.9,4.7,,0.66,108,2012,-,093611,99.8
13005,栃木県,野木町,83,4.4,,0.85,107.3,2012,-,093645,99.1
13006,栃木県,岩舟町,90,10.6,,0.54,106.9,2012,67.1,093670,98.8
13007,栃木県,塩谷町,77.8,9.7,,0.44,101.8,2012,15,093840,94.1
13008,栃木県,高根沢町,79.9,7.5,,0.76,103.5,2012,-,093866,95.6
13009,栃木県,那須町,89.7,10.2,,0.77,103.2,2012,76.7,094072,95.4
13010,栃木県,那珂川町,89.5,9.1,,0.4,104.1,2012,-,094111,96.2
13011,群馬県,前橋市,91.7,10.1,,0.76,107.2,2012,86.4,102016,99.1
13012,群馬県,高崎市,89.5,8.5,,0.82,107.7,2012,48.8,102024,99.6
13013,群馬県,桐生市,89.8,7.4,,0.56,107.7,2012,48.9,102032,99.6
13014,群馬県,伊勢崎市,92.8,7.7,,0.81,106.9,2012,40.9,102041,98.8
13015,群馬県,太田市,93.3,8.4,,0.92,108.7,2012,93.2,102059,100.4
13016,群馬県,沼田市,97.6,14.4,,0.51,107.4,2012,95.3,102067,99.3
13017,群馬県,館林市,95.6,5.5,,0.8,102.9,2012,80.7,102075,95
13018,群馬県,渋川市,90.3,9,,0.62,105.8,2012,28.9,102083,97.8
13019,群馬県,藤岡市,97.6,10.4,,0.63,105.7,2012,33.9,102091,97.6
13020,群馬県,富岡市,87.9,10.3,,0.63,106.5,2012,19.5,102105,98.4
13021,群馬県,安中市,86.6,8.7,,0.74,106.4,2012,9.7,102113,98.3
13022,群馬県,みどり市,89,5.7,,0.66,106.6,2012,-,102121,98.4
13023,群馬県,榛東村,87.6,6,,0.52,101.5,2012,-,103446,93.9
13024,群馬県,吉岡町,86.4,9,,0.63,104.4,2012,18.4,103454,96.5
13025,群馬県,上野村,68.1,7.7,,1.2,97.9,2012,-,103667,90.4
13026,群馬県,神流町,94.4,6.5,,0.14,96.9,2012,-,103675,89.6
13027,群馬県,下仁田町,87.4,10.2,,0.3,105.1,2012,86.9,103829,97.1
13028,群馬県,南牧村,90.1,8.6,,0.15,100.9,2012,38.2,103837,93.1
13029,群馬県,甘楽町,86.6,10.3,,0.44,106.2,2012,37.4,103845,98.1
13030,群馬県,中之条町,85.5,9,,0.38,106.2,2012,-,104213,98.1
13031,群馬県,長野原町,86.4,7.1,,0.43,105.2,2012,-,104248,97.2
13032,群馬県,嬬恋村,76.4,14.5,,0.43,105.7,2012,50.4,104256,97.5
13033,群馬県,草津町,95.6,9.2,,0.85,101.1,2012,63.9,104264,93.3
13034,群馬県,高山村,90,2.2,,0.32,104.7,2012,-,104281,96.7
13035,群馬県,東吾妻町,85.2,13.9,,0.41,108.2,2012,99.6,104299,99.9
13036,群馬県,片品村,86.1,7.6,,0.26,102.9,2012,-,104434,95
13037,群馬県,川場村,71.4,6.6,,0.23,104.3,2012,-,104442,96.2
13038,群馬県,昭和村,82.2,10.4,,0.43,105.5,2012,-,104485,97.4
13039,群馬県,みなかみ町,86.8,14.4,,0.46,106.7,2012,44.6,104493,98.5
13040,群馬県,玉村町,89.2,4.9,,0.75,107.8,2012,-,104647,99.6
13041,群馬県,板倉町,87.4,9.2,,0.54,104.5,2012,-,105210,96.5
13042,群馬県,明和町,84.7,9.1,,0.75,102.9,2012,-,105228,95
13043,群馬県,千代田町,88.4,5.9,,0.75,105.6,2012,-,105236,97.6
13044,群馬県,大泉町,101.8,2.2,,1,106.9,2012,15.8,105244,98.7
13045,群馬県,邑楽町,85.8,4.6,,0.76,105.5,2012,-,105252,97.5
13046,埼玉県,さいたま市,92.8,5.4,,0.97,110,2012,34.1,111007,101.7
13047,埼玉県,川越市,93.2,7.6,,0.95,109.2,2012,70,112011,100.9
13048,埼玉県,熊谷市,85.3,6.9,,0.86,112.1,2012,-,112020,103.5
13049,埼玉県,川口市,94.9,7.8,,0.94,111.4,2012,56.9,112038,103
13050,埼玉県,行田市,92.1,6,,0.71,106.9,2012,38.2,112062,98.8
13051,埼玉県,秩父市,81.7,5.7,,0.6,105.5,2012,49.1,112071,97.5
13052,埼玉県,所沢市,94.1,5.2,,0.96,110,2012,7.8,112089,101.7
13053,埼玉県,飯能市,92.7,4,,0.78,104.9,2012,27.6,112097,96.9
13054,埼玉県,加須市,83.7,8.8,,0.74,107.2,2012,24.5,112101,99.1
13055,埼玉県,本庄市,86.3,12,,0.73,108.7,2012,33.2,112119,100.4
13056,埼玉県,東松山市,87.9,4.7,,0.84,106.8,2012,12.3,112127,98.7
13057,埼玉県,春日部市,91.2,9.5,,0.77,107.3,2012,42,112143,99.1
13058,埼玉県,狭山市,89.7,3.7,,0.9,108.8,2012,6,112151,100.5
13059,埼玉県,羽生市,86.1,10.1,,0.76,105.6,2012,106.3,112160,97.5
13060,埼玉県,鴻巣市,88.3,4.7,,0.76,109,2012,18.8,112178,100.7
13061,埼玉県,深谷市,85.8,6.6,,0.73,106.3,2012,14.2,112186,98.3
13062,埼玉県,上尾市,93.3,6.1,,0.9,111.4,2012,57.2,112194,103
13063,埼玉県,草加市,90.4,6,,0.89,108.9,2012,51.3,112216,100.7
13064,埼玉県,越谷市,85.8,10.2,,0.9,110.3,2012,83.1,112224,102
13065,埼玉県,蕨市,86.8,4.4,,0.84,110.6,2012,27.6,112232,102.2
13066,埼玉県,戸田市,84.5,4.2,,1.24,111.9,2012,41.7,112241,103.4
13067,埼玉県,入間市,91.4,2.1,,0.92,110.4,2012,19.8,112259,102
13068,埼玉県,朝霞市,93.7,4.1,,0.98,109.2,2012,51.3,112275,100.9
13069,埼玉県,志木市,89,0.3,,0.84,103.7,2012,-,112283,95.8
13070,埼玉県,和光市,86.4,4.3,,1.01,110.2,2012,39.3,112291,101.9
13071,埼玉県,新座市,89.2,5,,0.87,109.7,2012,46.3,112305,101.4
13072,埼玉県,桶川市,90.9,6.7,,0.82,111.9,2012,24.1,112313,103.5
13073,埼玉県,久喜市,92.4,10,,0.86,105.3,2012,87.9,112321,97.3
13074,埼玉県,北本市,88.5,7.1,,0.79,110.3,2012,22.2,112330,101.9
13075,埼玉県,八潮市,88.4,11.5,,0.98,111.5,2012,129.4,112348,103
13076,埼玉県,富士見市,91.1,5.9,,0.75,108.9,2012,21.6,112356,100.6
13077,埼玉県,三郷市,91.5,9.3,,0.91,105.9,2012,74.1,112372,97.9
13078,埼玉県,蓮田市,84.4,8.8,,0.78,104.2,2012,28.1,112381,96.3
13079,埼玉県,坂戸市,88.8,5.8,,0.84,108.3,2012,62.7,112399,100
13080,埼玉県,幸手市,86.1,7,,0.73,107.8,2012,20.7,112402,99.6
13081,埼玉県,鶴ケ島市,90.5,7.9,,0.87,104.3,2012,23,112411,96.3
13082,埼玉県,日高市,89.6,5.5,,0.85,104,2012,0.5,112429,96.1
13083,埼玉県,吉川市,89.2,5.5,,0.84,108.3,2012,47.2,112437,100
13084,埼玉県,ふじみ野市,89.2,2.9,,0.83,105.1,2012,-,112453,97.1
13085,埼玉県,白岡市,85.6,10.9,,0.83,105.6,2012,25,112461,97.6
13086,埼玉県,伊奈町,89.4,11.5,,0.83,107.1,2012,92.1,113018,99
13087,埼玉県,三芳町,97.9,7.5,,1.03,106.3,2012,83.6,113247,98.2
13088,埼玉県,毛呂山町,86,6.7,,0.65,102.4,2012,58.9,113263,94.6
13089,埼玉県,越生町,90.8,4.8,,0.56,101.6,2012,23.9,113271,93.9
13090,埼玉県,滑川町,84.7,11,,0.88,111,2012,97.8,113417,102.5
13091,埼玉県,嵐山町,89.2,9.8,,0.78,107.9,2012,86.8,113425,99.6
13092,埼玉県,小川町,90.5,5.1,,0.69,109.7,2012,64.3,113433,101.4
13093,埼玉県,川島町,84,7.2,,0.71,105.5,2012,14.1,113468,97.5
13094,埼玉県,吉見町,85.2,10.2,,0.62,107.9,2012,83.3,113476,99.7
13095,埼玉県,鳩山町,92.9,6.2,,0.62,103.1,2012,29.3,113484,95.2
13096,埼玉県,ときがわ町,92.1,2.8,,0.52,108.4,2012,70.4,113492,100.2
13097,埼玉県,横瀬町,87.7,9.7,,0.55,101.5,2012,63.6,113611,93.7
13098,埼玉県,皆野町,80.5,4.7,,0.43,92.5,2012,29.7,113620,85.4
13099,埼玉県,長瀞町,91.5,11.8,,0.44,99.6,2012,127.6,113638,91.8
13100,埼玉県,小鹿野町,79.7,12.4,,0.35,98,2012,41,113654,90.5
13101,埼玉県,東秩父村,89.4,3.8,,0.21,99.1,2012,-,113697,91.6
13102,埼玉県,美里町,82.6,6,,0.81,104.9,2012,57,113816,97
13103,埼玉県,神川町,76.1,6.5,,0.57,105.7,2012,22.2,113832,97.7
13104,埼玉県,上里町,81.2,9.9,,0.78,106,2012,44.3,113859,97.9
13105,埼玉県,寄居町,85.7,9.6,,0.71,105.7,2012,79.1,114081,97.6
13106,埼玉県,宮代町,94,7.9,,0.63,103,2012,63.6,114421,95.2
13107,埼玉県,杉戸町,89.7,10.5,,0.73,104.8,2012,31.5,114642,96.8
13108,埼玉県,松伏町,86.3,9.3,,0.64,107.3,2012,81,114651,99.1
13109,千葉県,千葉市,97.5,19.5,,0.95,109.6,2012,261.1,121002,101.3
13110,千葉県,銚子市,95.4,14.6,,0.57,107.1,2012,197.9,122025,99
13111,千葉県,市川市,95.6,2.4,,1.03,112.4,2012,3,122033,103.9
13112,千葉県,船橋市,92.6,0.7,,0.94,110.6,2012,-,122041,102.2
13113,千葉県,館山市,92.7,7.4,,0.58,105.1,2012,70.7,122050,97.2
13114,千葉県,木更津市,92.2,8,,0.81,109.4,2012,57.7,122068,101.1
13115,千葉県,松戸市,90,2.8,,0.89,111,2012,4.2,122076,102.6
13116,千葉県,野田市,93.4,9.4,,0.87,109,2012,75.4,122084,100.7
13117,千葉県,茂原市,91.4,16.6,,0.84,109.7,2012,168.3,122106,101.3
13118,千葉県,成田市,83.6,6.5,,1.27,111.8,2012,55.2,122114,103.3
13119,千葉県,佐倉市,93,5.8,,0.91,111,2012,-,122122,102.5
13120,千葉県,東金市,92.2,8.3,,0.67,110.7,2012,6.5,122131,102.3
13121,千葉県,旭市,85.8,13.2,,0.49,104.8,2012,83.2,122157,96.8
13122,千葉県,習志野市,90.3,8.8,,0.88,109,2012,44.8,122165,100.7
13123,千葉県,柏市,91.5,8.9,,0.92,109.8,2012,52.4,122173,101.4
13124,千葉県,勝浦市,94.8,9.3,,0.46,108.1,2012,78,122181,99.9
13125,千葉県,市原市,89.9,9.5,,1.02,111.5,2012,79.5,122190,103
13126,千葉県,流山市,85.5,5.5,,0.89,108.8,2012,18.3,122203,100.5
13127,千葉県,八千代市,94.8,11.2,,0.92,111.1,2012,76.6,122211,102.6
13128,千葉県,我孫子市,92.5,2.4,,0.85,111.6,2012,-,122220,103.1
13129,千葉県,鴨川市,86.7,12.6,,0.53,109.1,2012,113,122238,100.9
13130,千葉県,鎌ケ谷市,89.9,4.1,,0.76,112,2012,0.7,122246,103.5
13131,千葉県,君津市,98.2,5.9,,0.99,113.7,2012,86.4,122254,105.1
13132,千葉県,富津市,92.7,10,,0.96,107.7,2012,151.7,122262,99.6
13133,千葉県,浦安市,83.8,7.2,,1.49,109.4,2012,-,122271,101.1
13134,千葉県,四街道市,93.5,4.7,,0.81,105.8,2012,-,122289,97.7
13135,千葉県,袖ケ浦市,91.2,2.4,,1.07,110.7,2012,-,122297,102.4
13136,千葉県,八街市,95.5,10.8,,0.63,107,2012,52.9,122301,98.9
13137,千葉県,印西市,89.9,9.9,,0.94,109.6,2012,36.4,122319,101.2
13138,千葉県,白井市,93.9,4.4,,0.88,108.8,2012,-,122327,100.5
13139,千葉県,富里市,92.5,4.4,,0.76,109.5,2012,27.5,122335,101.2
13140,千葉県,南房総市,81.3,8.1,,0.36,108.7,2012,-,122343,100.4
13141,千葉県,匝瑳市,87,8.5,,0.48,110.1,2012,51.7,122351,101.7
13142,千葉県,香取市,83.3,10.5,,0.55,109.4,2012,95.9,122360,101.1
13143,千葉県,山武市,89.8,13.8,,0.53,108.1,2012,23.8,122378,99.8
13144,千葉県,いすみ市,88.9,9.3,,0.49,104.1,2012,117.9,122386,96.1
13145,千葉県,大網白里市,93.5,11.1,,0.63,109.6,2012,55.4,122394,101.3
13146,千葉県,酒々井町,90.8,3.6,,0.69,107.8,2012,-,123226,99.6
13147,千葉県,栄町,98.6,13.5,,0.62,105.5,2012,59.4,123293,97.3
13148,千葉県,神崎町,89,9.4,,0.46,112.7,2012,0.4,123421,103.9
13149,千葉県,多古町,89.4,6.1,,0.53,109,2012,-,123471,100.8
13150,千葉県,東庄町,84.9,9.4,,0.43,106.8,2012,41.2,123498,98.6
13151,千葉県,九十九里町,90,12,,0.44,110.5,2012,88.5,124036,102.1
13152,千葉県,芝山町,88,5.5,,0.96,110.4,2012,-,124095,102
13153,千葉県,横芝光町,87.2,9.2,,0.49,108,2012,47.5,124109,99.8
13154,千葉県,一宮町,86.1,10,,0.52,101.7,2012,29.4,124214,93.8
13155,千葉県,睦沢町,89.5,9.5,,0.42,101.5,2012,39.2,124222,93.7
13156,千葉県,長生村,83.7,8.4,,0.51,103,2012,89.6,124231,95.2
13157,千葉県,白子町,87.7,5.4,,0.49,104.9,2012,13.4,124249,96.9
13158,千葉県,長柄町,92.5,9.3,,0.56,105.9,2012,53.1,124265,97.8
13159,千葉県,長南町,82.6,13.6,,0.51,103,2012,103.4,124273,95
13160,千葉県,大多喜町,87.6,8.3,,0.43,102.9,2012,80.6,124419,95.1
13161,千葉県,御宿町,88.6,8.7,,0.47,103.3,2012,57.5,124435,95.5
13162,千葉県,鋸南町,87.9,20.6,,0.29,104.3,2012,127.5,124630,96.3
13163,東京都,千代田区,76.3,2.7,,0.81,107.7,2012,-,131016,99.5
13164,東京都,中央区,81.5,1.9,,0.7,109.2,2012,-,131024,100.9
13165,東京都,港区,74.2,-0.5,,1.3,108.3,2012,-,131032,100.1
13166,東京都,新宿区,88.9,-0.8,,0.63,108.3,2012,-,131041,100.1
13167,東京都,文京区,85.7,-1.6,,0.64,109,2012,-,131059,100.7
13168,東京都,台東区,87.5,2.7,,0.43,108,2012,-,131067,99.8
13169,東京都,墨田区,92.7,0.7,,0.38,107.7,2012,-,131075,99.5
13170,東京都,江東区,83.9,-3.5,,0.47,108,2012,-,131083,99.8
13171,東京都,品川区,77.2,-2.1,,0.54,107.8,2012,-,131091,99.7
13172,東京都,目黒区,88.9,2.3,,0.73,108.5,2012,-,131105,100.3
13173,東京都,大田区,85.8,-0.1,,0.53,108.9,2012,-,131113,100.7
13174,東京都,世田谷区,86.8,-1.9,,0.73,108.7,2012,-,131121,100.5
13175,東京都,渋谷区,85.1,-1.1,,0.99,107.5,2012,-,131130,99.4
13176,東京都,中野区,93.5,4.7,,0.49,108.4,2012,-,131148,100.2
13177,東京都,杉並区,82.8,-5.2,,0.62,109,2012,-,131156,100.7
13178,東京都,豊島区,82.2,3.6,,0.51,107.5,2012,-,131164,99.4
13179,東京都,北区,89.4,-2,,0.37,107.7,2012,-,131172,99.6
13180,東京都,荒川区,88,0.8,,0.31,107.6,2012,-,131181,99.4
13181,東京都,板橋区,89.8,-1.4,,0.43,108.1,2012,-,131199,99.9
13182,東京都,練馬区,89.8,-0.4,,0.45,108.3,2012,-,131202,100.1
13183,東京都,足立区,87.1,0.3,,0.33,109.2,2012,-,131211,100.9
13184,東京都,葛飾区,84,1.3,,0.34,107.9,2012,-,131229,99.8
13185,東京都,江戸川区,84.5,-5.2,,0.4,108,2012,-,131237,99.8
13186,東京都,八王子市,85.9,0.5,,0.92,108.3,2012,12.9,132012,100.1
13187,東京都,立川市,92.4,2.8,,1.09,108.5,2012,-,132021,100.2
13188,東京都,武蔵野市,88.8,-1.9,,1.43,110.8,2012,-,132039,102.3
13189,東京都,三鷹市,93.4,3.9,,1.08,108.7,2012,41.5,132047,100.4
13190,東京都,青梅市,95.9,3.7,,0.86,109.8,2012,16.8,132055,101.4
13191,東京都,府中市,88.6,6.2,,1.13,109,2012,-,132063,100.7
13192,東京都,昭島市,96.4,1.3,,0.96,107.9,2012,8.9,132071,99.7
13193,東京都,調布市,95,2.1,,1.19,110.8,2012,8.4,132080,102.3
13194,東京都,町田市,90.5,-1.8,,0.98,110.4,2012,-,132098,102.1
13195,東京都,小金井市,99,5.1,,1,110.6,2012,53.5,132101,102.1
13196,東京都,小平市,91.2,3.2,,0.94,106.5,2012,-,132110,98.4
13197,東京都,日野市,92.6,1.1,,0.94,107.2,2012,35.2,132128,99.1
13198,東京都,東村山市,90.8,4.1,,0.8,108.6,2012,32.4,132136,100.4
13199,東京都,国分寺市,97.3,4.2,,0.99,109.2,2012,19.2,132144,100.9
13200,東京都,国立市,97.5,3.1,,0.97,110.4,2012,8.2,132152,102
13201,東京都,福生市,91.5,1.5,,0.73,109.6,2012,-,132187,101.3
13202,東京都,狛江市,93.8,5.5,,0.85,109.4,2012,54.6,132195,101
13203,東京都,東大和市,91.5,1.6,,0.85,108.8,2012,-,132209,100.5
13204,東京都,清瀬市,93.1,5.3,,0.66,107.4,2012,53,132217,99.2
13205,東京都,東久留米市,96.8,4.6,,0.81,107.6,2012,28.8,132225,99.4
13206,東京都,武蔵村山市,95.6,2,,0.8,106.7,2012,-,132233,98.6
13207,東京都,多摩市,92.2,0,,1.09,109.4,2012,-,132241,101.1
13208,東京都,稲城市,83,1.5,,0.9,110.3,2012,14.1,132250,101.9
13209,東京都,羽村市,95.7,4,,0.95,109.4,2012,-,132276,101.1
13210,東京都,あきる野市,94.8,7,,0.71,105.6,2012,64.7,132284,97.6
13211,東京都,西東京市,91.8,0.6,,0.87,106.1,2012,20.5,132292,98.1
13212,東京都,瑞穂町,89.2,0.3,,0.99,109.3,2012,-,133035,101
13213,東京都,日の出町,104.8,7,,0.72,103.5,2012,42.6,133051,95.5
13214,東京都,桧原村,75,4.8,,0.18,105.9,2012,-,133078,97.9
13215,東京都,奥多摩町,78,8.2,,0.36,104.4,2012,18.2,133086,96.4
13216,東京都,大島町,87.3,13.6,,0.35,97.7,2012,102.3,133612,90.3
13217,東京都,利島村,88.4,5.3,,0.14,100.1,2012,-,133621,92.5
13218,東京都,新島村,84.6,7,,0.24,99.3,2012,-,133639,91.8
13219,東京都,神津島村,80.9,1.6,,0.22,100.5,2012,-,133647,92.9
13220,東京都,三宅村,90.6,12.2,,0.25,95.5,2012,-,133817,88.2
13221,東京都,御蔵島村,75.1,3.2,,0.16,92.5,2012,-,133825,85.4
13222,東京都,八丈町,77.6,9.5,,0.3,97,2012,90.2,134015,89.6
13223,東京都,青ケ島村,77.1,3.1,,0.12,94.7,2012,-,134023,87.8
13224,東京都,小笠原村,84.8,15.1,,0.25,98.5,2012,-,134210,91
13225,神奈川県,横浜市,95.6,15.4,,0.96,112,2012,200.4,141003,103.5
13226,神奈川県,川崎市,99.4,10.1,,1,112.2,2012,106.3,141305,103.7
13227,神奈川県,相模原市,95.4,3.8,,0.96,109,2012,43.2,141500,100.7
13228,神奈川県,横須賀市,96,6.4,,0.81,109.9,2012,64.3,142018,101.6
13229,神奈川県,平塚市,92,2.7,,0.96,110.4,2012,-,142034,102
13230,神奈川県,鎌倉市,97.6,-0.1,,1.04,110.9,2012,35.1,142042,102.4
13231,神奈川県,藤沢市,89.6,3.4,,1,113.4,2012,23.8,142051,104.8
13232,神奈川県,小田原市,89.4,9.1,,0.96,109.3,2012,37.2,142069,101
13233,神奈川県,茅ヶ崎市,94.7,1.9,,0.93,110,2012,11.7,142077,101.6
13234,神奈川県,逗子市,97.1,5.2,,0.85,109.6,2012,71.8,142085,101.3
13235,神奈川県,三浦市,108.4,15.8,,0.69,105.7,2012,200.5,142107,97.7
13236,神奈川県,秦野市,89.2,4.7,,0.9,108.9,2012,54.8,142115,100.6
13237,神奈川県,厚木市,97.4,3.1,,1.09,109.3,2012,56.8,142123,101
13238,神奈川県,大和市,94.4,3.5,,0.96,109,2012,20.7,142131,100.7
13239,神奈川県,伊勢原市,92.8,5.6,,0.96,105.4,2012,128.5,142140,97.3
