,ele_ID,prefecture_x,municipality_x,ymd,year,month,day,kokuji_dt,time_pm,pres_pm,nendo,kokuji_f1
1307,茨城県美浦村議会議員選挙（2007年08月26日投票）,茨城県,美浦村,20070826.0,2007,8.0,26.0,2007-08-21,茨城県美浦村,茨城県美浦村,2007.0,2011-08-23
1308,山形県山辺町議会議員選挙（2007年08月26日投票）,山形県,山辺町,20070826.0,2007,8.0,26.0,2007-08-21,山形県山辺町,山形県山辺町,2007.0,2011-08-23
1309,岐阜県川辺町議会議員選挙（2007年08月26日投票）,岐阜県,川辺町,20070826.0,2007,8.0,26.0,2007-08-21,岐阜県川辺町,岐阜県川辺町,2007.0,2011-08-16
1310,東京都日の出町議会議員選挙（2007年08月26日投票）,東京都,日の出町,20070826.0,2007,8.0,26.0,2007-08-21,東京都日の出町,東京都日の出町,2007.0,2011-08-23
1311,岐阜県八百津町議会議員選挙（2007年08月26日投票）,岐阜県,八百津町,20070826.0,2007,8.0,26.0,2007-08-21,岐阜県八百津町,岐阜県八百津町,2007.0,2011-08-23
1312,新潟県聖籠町議会議員選挙（2007年08月26日投票）,新潟県,聖籠町,20070826.0,2007,8.0,26.0,2007-08-21,新潟県聖籠町,新潟県聖籠町,2007.0,2011-08-23
1313,愛媛県松前町議会議員選挙（2007年08月26日投票）,愛媛県,松前町,20070826.0,2007,8.0,26.0,2007-08-21,愛媛県松前町,愛媛県松前町,2007.0,2011-08-23
1314,神奈川県秦野市議会議員選挙（2007年08月26日投票）,神奈川県,秦野市,20070826.0,2007,8.0,26.0,2007-08-19,神奈川県秦野市,神奈川県秦野市,2007.0,2011-08-21
1315,徳島県石井町議会議員選挙（2007年08月26日投票）,徳島県,石井町,20070826.0,2007,8.0,26.0,2007-08-21,徳島県石井町,徳島県石井町,2007.0,2011-08-23
1316,埼玉県杉戸町議会議員選挙（2007年08月26日投票）,埼玉県,杉戸町,20070826.0,2007,8.0,26.0,2007-08-21,埼玉県杉戸町,埼玉県杉戸町,2007.0,2011-08-23
1317,群馬県下仁田町議会議員選挙（2007年09月02日投票）,群馬県,下仁田町,20070902.0,2007,9.0,2.0,2007-08-28,群馬県下仁田町,群馬県下仁田町,2007.0,2011-08-30
1318,千葉県九十九里町議会議員選挙（2007年09月02日投票）,千葉県,九十九里町,20070902.0,2007,9.0,2.0,2007-08-28,千葉県九十九里町,千葉県九十九里町,2007.0,2011-08-30
1319,北海道妹背牛町議会議員選挙（2007年09月02日投票）,北海道,妹背牛町,20070902.0,2007,9.0,2.0,2007-08-28,北海道妹背牛町,北海道妹背牛町,2007.0,2011-08-30
1320,滋賀県草津市議会議員選挙（2007年09月09日投票）,滋賀県,草津市,20070909.0,2007,9.0,9.0,2007-09-02,滋賀県草津市,滋賀県草津市,2007.0,2011-09-04
1321,大阪府交野市議会議員選挙（2007年09月09日投票）,大阪府,交野市,20070909.0,2007,9.0,9.0,2007-09-02,大阪府交野市,大阪府交野市,2007.0,2011-09-04
1322,島根県益田市議会議員選挙（2007年09月09日投票）,島根県,益田市,20070909.0,2007,9.0,9.0,2007-09-02,島根県益田市,島根県益田市,2007.0,2011-08-21
1323,栃木県鹿沼市議会議員選挙（2007年09月09日投票）,栃木県,鹿沼市,20070909.0,2007,9.0,9.0,2007-09-02,栃木県鹿沼市,栃木県鹿沼市,2007.0,2011-09-04
1324,和歌山県有田市議会議員選挙（2007年09月09日投票）,和歌山県,有田市,20070909.0,2007,9.0,9.0,2007-09-02,和歌山県有田市,和歌山県有田市,2007.0,2011-09-04
1325,山形県中山町議会議員選挙（2007年09月09日投票）,山形県,中山町,20070909.0,2007,9.0,9.0,2007-09-04,山形県中山町,山形県中山町,2007.0,2011-09-07
1326,山形県大江町議会議員選挙（2007年09月09日投票）,山形県,大江町,20070909.0,2007,9.0,9.0,2007-09-04,山形県大江町,山形県大江町,2007.0,2011-09-06
1327,福島県石川町議会議員選挙（2007年09月09日投票）,福島県,石川町,20070909.0,2007,9.0,9.0,2007-09-04,福島県石川町,福島県石川町,2007.0,2011-08-30
1328,宮城県角田市議会議員選挙（2007年09月09日投票）,宮城県,角田市,20070909.0,2007,9.0,9.0,2007-09-02,宮城県角田市,宮城県角田市,2007.0,2011-09-04
1329,和歌山県広川町議会議員選挙（2007年09月16日投票）,和歌山県,広川町,20070916.0,2007,9.0,16.0,2007-09-11,和歌山県広川町,和歌山県広川町,2007.0,2011-09-13
1330,青森県田舎館村議会議員選挙（2007年09月16日投票）,青森県,田舎館村,20070916.0,2007,9.0,16.0,2007-09-11,青森県田舎館村,青森県田舎館村,2007.0,2011-09-13
1331,千葉県御宿町議会議員選挙（2007年09月16日投票）,千葉県,御宿町,20070916.0,2007,9.0,16.0,2007-09-11,千葉県御宿町,千葉県御宿町,2007.0,2011-09-13
1332,福島県浅川町議会議員選挙（2007年09月16日投票）,福島県,浅川町,20070916.0,2007,9.0,16.0,2007-09-11,福島県浅川町,福島県浅川町,2007.0,2011-09-13
1333,福島県三春町議会議員選挙（2007年09月16日投票）,福島県,三春町,20070916.0,2007,9.0,16.0,2007-09-11,福島県三春町,福島県三春町,2007.0,2011-09-13
1334,滋賀県竜王町議会議員選挙（2007年09月16日投票）,滋賀県,竜王町,20070916.0,2007,9.0,16.0,2007-09-11,滋賀県竜王町,滋賀県竜王町,2007.0,2011-09-06
1335,福島県中島村議会議員選挙（2007年09月16日投票）,福島県,中島村,20070916.0,2007,9.0,16.0,2007-09-11,福島県中島村,福島県中島村,2007.0,2011-09-06
1336,福島県泉崎村議会議員選挙（2007年09月16日投票）,福島県,泉崎村,20070916.0,2007,9.0,16.0,2007-09-11,福島県泉崎村,福島県泉崎村,2007.0,2011-09-13
1337,徳島県上板町議会議員選挙（2007年09月16日投票）,徳島県,上板町,20070916.0,2007,9.0,16.0,2007-09-11,徳島県上板町,徳島県上板町,2007.0,2011-09-13
1338,青森県南部町議会議員選挙（2007年09月23日投票）,青森県,南部町,20070923.0,2007,9.0,23.0,2007-09-18,青森県南部町,青森県南部町,2007.0,2011-09-20
1339,福岡県大刀洗町議会議員選挙（2007年09月23日投票）,福岡県,大刀洗町,20070923.0,2007,9.0,23.0,2007-09-18,福岡県大刀洗町,福岡県大刀洗町,2007.0,2011-09-20
1340,大阪府東大阪市議会議員選挙（2007年09月23日投票）,大阪府,東大阪市,20070923.0,2007,9.0,23.0,2007-09-16,大阪府東大阪市,大阪府東大阪市,2007.0,2011-09-25
1341,長野県小川村議会議員選挙（2007年09月23日投票）,長野県,小川村,20070923.0,2007,9.0,23.0,2007-09-18,長野県小川村,長野県小川村,2007.0,2011-09-20
1342,神奈川県松田町議会議員選挙（2007年09月23日投票）,神奈川県,松田町,20070923.0,2007,9.0,23.0,2007-09-18,神奈川県松田町,神奈川県松田町,2007.0,2011-09-20
1343,群馬県南牧村議会議員選挙（2007年09月23日投票）,群馬県,南牧村,20070923.0,2007,9.0,23.0,2007-09-18,群馬県南牧村,群馬県南牧村,2007.0,2011-09-20
1345,兵庫県猪名川町議会議員選挙（2007年09月23日投票）,兵庫県,猪名川町,20070923.0,2007,9.0,23.0,2007-09-18,兵庫県猪名川町,兵庫県猪名川町,2007.0,2011-09-20
1346,兵庫県稲美町議会議員選挙（2007年09月23日投票）,兵庫県,稲美町,20070923.0,2007,9.0,23.0,2007-09-18,兵庫県稲美町,兵庫県稲美町,2007.0,2011-09-20
1347,岐阜県北方町議会議員選挙（2007年09月23日投票）,岐阜県,北方町,20070923.0,2007,9.0,23.0,2007-09-18,岐阜県北方町,岐阜県北方町,2007.0,2011-09-13
1348,千葉県君津市議会議員選挙（2007年09月23日投票）,千葉県,君津市,20070923.0,2007,9.0,23.0,2007-09-16,千葉県君津市,千葉県君津市,2007.0,2011-09-18
1349,岩手県住田町議会議員選挙（2007年09月23日投票）,岩手県,住田町,20070923.0,2007,9.0,23.0,2007-09-18,岩手県住田町,岩手県住田町,2007.0,2011-09-20
1350,愛知県稲沢市議会議員選挙（2007年09月23日投票）,愛知県,稲沢市,20070923.0,2007,9.0,23.0,2007-09-16,愛知県稲沢市,愛知県稲沢市,2007.0,2011-09-18
1351,静岡県伊東市議会議員選挙（2007年09月23日投票）,静岡県,伊東市,20070923.0,2007,9.0,23.0,2007-09-16,静岡県伊東市,静岡県伊東市,2007.0,2011-09-18
1352,長野県長野市議会議員選挙（2007年09月23日投票）,長野県,長野市,20070923.0,2007,9.0,23.0,2007-09-16,長野県長野市,長野県長野市,2007.0,2011-09-11
1353,山形県天童市議会議員選挙（2007年09月23日投票）,山形県,天童市,20070923.0,2007,9.0,23.0,2007-09-16,山形県天童市,山形県天童市,2007.0,2011-09-18
1354,三重県玉城町議会議員選挙（2007年09月23日投票）,三重県,玉城町,20070923.0,2007,9.0,23.0,2007-09-18,三重県玉城町,三重県玉城町,2007.0,2011-09-13
1355,福岡県苅田町議会議員選挙（2007年09月30日投票）,福岡県,苅田町,20070930.0,2007,9.0,30.0,2007-09-25,福岡県苅田町,福岡県苅田町,2007.0,2011-09-20
1356,埼玉県嵐山町議会議員選挙（2007年09月30日投票）,埼玉県,嵐山町,20070930.0,2007,9.0,30.0,2007-09-25,埼玉県嵐山町,埼玉県嵐山町,2007.0,2011-09-27
1357,神奈川県愛川町議会議員選挙（2007年09月30日投票）,神奈川県,愛川町,20070930.0,2007,9.0,30.0,2007-09-25,神奈川県愛川町,神奈川県愛川町,2007.0,2011-10-04
1358,福島県桑折町議会議員選挙（2007年09月30日投票）,福島県,桑折町,20070930.0,2007,9.0,30.0,2007-09-25,福島県桑折町,福島県桑折町,2007.0,2011-09-27
1359,山梨県韮崎市議会議員選挙（2007年09月30日投票）,山梨県,韮崎市,20070930.0,2007,9.0,30.0,2007-09-23,山梨県韮崎市,山梨県韮崎市,2007.0,2011-09-25
1360,青森県むつ市議会議員選挙（2007年09月30日投票）,青森県,むつ市,20070930.0,2007,9.0,30.0,2007-09-23,青森県むつ市,青森県むつ市,2007.0,2011-09-25
1361,愛知県小牧市議会議員選挙（2007年09月30日投票）,愛知県,小牧市,20070930.0,2007,9.0,30.0,2007-09-23,愛知県小牧市,愛知県小牧市,2007.0,2011-09-25
1362,北海道寿都町議会議員選挙（2007年10月02日投票）,北海道,寿都町,20071002.0,2007,10.0,2.0,2007-09-27,北海道寿都町,北海道寿都町,2007.0,2011-09-29
1363,滋賀県守山市議会議員選挙（2007年10月07日投票）,滋賀県,守山市,20071007.0,2007,10.0,7.0,2007-09-30,滋賀県守山市,滋賀県守山市,2007.0,2011-09-25
1364,徳島県板野町議会議員選挙（2007年10月07日投票）,徳島県,板野町,20071007.0,2007,10.0,7.0,2007-10-02,徳島県板野町,徳島県板野町,2007.0,2011-09-27
1365,高知県南国市議会議員選挙（2007年10月14日投票）,高知県,南国市,20071014.0,2007,10.0,14.0,2007-10-07,高知県南国市,高知県南国市,2007.0,2011-10-09
1366,茨城県大洗町議会議員選挙（2007年10月21日投票）,茨城県,大洗町,20071021.0,2007,10.0,21.0,2007-10-16,茨城県大洗町,茨城県大洗町,2007.0,2011-10-18
1367,北海道釧路町議会議員選挙（2007年10月21日投票）,北海道,釧路町,20071021.0,2007,10.0,21.0,2007-10-16,北海道釧路町,北海道釧路町,2007.0,2011-10-18
1368,福島県大熊町議会議員選挙（2007年10月21日投票）,福島県,大熊町,20071021.0,2007,10.0,21.0,2007-10-16,福島県大熊町,福島県大熊町,2007.0,2011-11-10
1369,岐阜県安八町議会議員選挙（2007年10月21日投票）,岐阜県,安八町,20071021.0,2007,10.0,21.0,2007-10-16,岐阜県安八町,岐阜県安八町,2007.0,2011-10-11
1370,新潟県五泉市議会議員選挙（2007年10月21日投票）,新潟県,五泉市,20071021.0,2007,10.0,21.0,2007-10-14,新潟県五泉市,新潟県五泉市,2007.0,2011-10-16
1372,茨城県ひたちなか市議会議員選挙（2007年10月21日投票）,茨城県,ひたちなか市,20071021.0,2007,10.0,21.0,2007-10-14,茨城県ひたちなか市,茨城県ひたちなか市,2007.0,2011-10-16
1373,山形県村山市議会議員選挙（2007年10月21日投票）,山形県,村山市,20071021.0,2007,10.0,21.0,2007-10-14,山形県村山市,山形県村山市,2007.0,2011-10-16
1374,北海道黒松内町議会議員選挙（2007年10月23日投票）,北海道,黒松内町,20071023.0,2007,10.0,23.0,2007-10-18,北海道黒松内町,北海道黒松内町,2007.0,2011-10-20
1375,鹿児島県奄美市議会議員選挙（2007年10月28日投票）,鹿児島県,奄美市,20071028.0,2007,10.0,28.0,2007-10-21,鹿児島県奄美市,鹿児島県奄美市,2007.0,2011-10-23
1376,茨城県高萩市議会議員選挙（2007年10月28日投票）,茨城県,高萩市,20071028.0,2007,10.0,28.0,2007-10-21,茨城県高萩市,茨城県高萩市,2007.0,2011-10-23
1377,滋賀県豊郷町議会議員選挙（2007年10月28日投票）,滋賀県,豊郷町,20071028.0,2007,10.0,28.0,2007-10-23,滋賀県豊郷町,滋賀県豊郷町,2007.0,2011-10-25
1378,北海道白老町議会議員選挙（2007年10月28日投票）,北海道,白老町,20071028.0,2007,10.0,28.0,2007-10-23,北海道白老町,北海道白老町,2007.0,2011-10-25
1379,新潟県津南町議会議員選挙（2007年10月28日投票）,新潟県,津南町,20071028.0,2007,10.0,28.0,2007-10-23,新潟県津南町,新潟県津南町,2007.0,2011-10-25
1380,香川県東かがわ市議会議員選挙（2007年11月11日投票）,香川県,東かがわ市,20071111.0,2007,11.0,11.0,2007-11-04,香川県東かがわ市,香川県東かがわ市,2007.0,2015-04-19
1381,山形県大石田町議会議員選挙（2007年11月11日投票）,山形県,大石田町,20071111.0,2007,11.0,11.0,2007-11-06,山形県大石田町,山形県大石田町,2007.0,2011-11-08
1382,宮城県丸森町議会議員選挙（2007年11月11日投票）,宮城県,丸森町,20071111.0,2007,11.0,11.0,2007-11-06,宮城県丸森町,宮城県丸森町,2007.0,2011-11-08
1383,山形県鮭川村議会議員選挙（2007年11月11日投票）,山形県,鮭川村,20071111.0,2007,11.0,11.0,2007-11-06,山形県鮭川村,山形県鮭川村,2007.0,2011-11-08
1384,北海道共和町議会議員選挙（2007年11月11日投票）,北海道,共和町,20071111.0,2007,11.0,11.0,2007-11-06,北海道共和町,北海道共和町,2007.0,2011-11-01
1385,神奈川県海老名市議会議員選挙（2007年11月11日投票）,神奈川県,海老名市,20071111.0,2007,11.0,11.0,2007-11-04,神奈川県海老名市,神奈川県海老名市,2007.0,2011-11-06
1386,千葉県大網白里町議会議員選挙（2007年11月11日投票）,千葉県,大網白里町,20071111.0,2007,11.0,11.0,2007-11-06,千葉県大網白里町,千葉県大網白里市,2007.0,2011-11-01
1387,千葉県東庄町議会議員選挙（2007年11月18日投票）,千葉県,東庄町,20071118.0,2007,11.0,18.0,2007-11-13,千葉県東庄町,千葉県東庄町,2007.0,2011-11-15
1388,茨城県八千代町議会議員選挙（2007年11月18日投票）,茨城県,八千代町,20071118.0,2007,11.0,18.0,2007-11-13,茨城県八千代町,茨城県八千代町,2007.0,2011-11-08
1389,東京都奥多摩町議会議員選挙（2007年11月18日投票）,東京都,奥多摩町,20071118.0,2007,11.0,18.0,2007-11-13,東京都奥多摩町,東京都奥多摩町,2007.0,2011-11-15
1390,茨城県小美玉市議会議員選挙（2007年11月18日投票）,茨城県,小美玉市,20071118.0,2007,11.0,18.0,2007-11-11,茨城県小美玉市,茨城県小美玉市,2007.0,2011-11-13
1391,埼玉県桶川市議会議員選挙（2007年11月18日投票）,埼玉県,桶川市,20071118.0,2007,11.0,18.0,2007-11-11,埼玉県桶川市,埼玉県桶川市,2007.0,2011-11-13
1392,沖縄県久米島町議会議員選挙（2007年11月18日投票）,沖縄県,久米島町,20071118.0,2007,11.0,18.0,2007-11-13,沖縄県久米島町,沖縄県久米島町,2007.0,2011-11-15
1393,千葉県我孫子市議会議員選挙（2007年11月18日投票）,千葉県,我孫子市,20071118.0,2007,11.0,18.0,2007-11-11,千葉県我孫子市,千葉県我孫子市,2007.0,2011-11-06
1394,栃木県大田原市議会議員選挙（2007年11月18日投票）,栃木県,大田原市,20071118.0,2007,11.0,18.0,2007-11-11,栃木県大田原市,栃木県大田原市,2007.0,2011-11-13
1395,福島県金山町議会議員選挙（2007年11月25日投票）,福島県,金山町,20071125.0,2007,11.0,25.0,2007-11-20,福島県金山町,福島県金山町,2007.0,2011-11-22
1396,千葉県白子町議会議員選挙（2007年11月25日投票）,千葉県,白子町,20071125.0,2007,11.0,25.0,2007-11-20,千葉県白子町,千葉県白子町,2007.0,2011-11-15
1397,福岡県広川町議会議員選挙（2007年12月02日投票）,福岡県,広川町,20071202.0,2007,12.0,2.0,2007-11-27,福岡県広川町,福岡県広川町,2007.0,2011-11-29
1398,茨城県茨城町議会議員選挙（2007年12月02日投票）,茨城県,茨城町,20071202.0,2007,12.0,2.0,2007-11-27,茨城県茨城町,茨城県茨城町,2007.0,2011-11-29
1399,茨城県下妻市議会議員選挙（2007年12月02日投票）,茨城県,下妻市,20071202.0,2007,12.0,2.0,2007-11-25,茨城県下妻市,茨城県下妻市,2007.0,2011-11-27
1400,埼玉県上尾市議会議員選挙（2007年12月02日投票）,埼玉県,上尾市,20071202.0,2007,12.0,2.0,2007-11-25,埼玉県上尾市,埼玉県上尾市,2007.0,2011-11-27
1401,埼玉県朝霞市議会議員選挙（2007年12月02日投票）,埼玉県,朝霞市,20071202.0,2007,12.0,2.0,2007-11-25,埼玉県朝霞市,埼玉県朝霞市,2007.0,2011-11-27
1402,福島県棚倉町議会議員選挙（2007年12月09日投票）,福島県,棚倉町,20071209.0,2007,12.0,9.0,2007-12-04,福島県棚倉町,福島県棚倉町,2007.0,2011-11-29
1403,徳島県上勝町議会議員選挙（2007年12月16日投票）,徳島県,上勝町,20071216.0,2007,12.0,16.0,2007-12-11,徳島県上勝町,徳島県上勝町,2007.0,2011-12-13
1404,宮城県岩沼市議会議員選挙（2007年12月16日投票）,宮城県,岩沼市,20071216.0,2007,12.0,16.0,2007-12-09,宮城県岩沼市,宮城県岩沼市,2007.0,2011-12-11
1405,宮城県涌谷町議会議員選挙（2007年12月16日投票）,宮城県,涌谷町,20071216.0,2007,12.0,16.0,2007-12-11,宮城県涌谷町,宮城県涌谷町,2007.0,2011-12-13
1406,徳島県神山町議会議員選挙（2007年12月16日投票）,徳島県,神山町,20071216.0,2007,12.0,16.0,2007-12-11,徳島県神山町,徳島県神山町,2007.0,2011-12-13
1407,岩手県葛巻町議会議員選挙（2007年12月23日投票）,岩手県,葛巻町,20071223.0,2007,12.0,23.0,2007-12-18,岩手県葛巻町,岩手県葛巻町,2007.0,2011-12-20
1408,千葉県睦沢町議会議員選挙（2007年12月23日投票）,千葉県,睦沢町,20071223.0,2007,12.0,23.0,2007-12-18,千葉県睦沢町,千葉県睦沢町,2007.0,2011-12-20
1409,鹿児島県南九州市議会議員選挙（2007年12月23日投票）,鹿児島県,南九州市,20071223.0,2007,12.0,23.0,2007-12-16,鹿児島県南九州市,鹿児島県南九州市,2007.0,2011-12-04
1410,栃木県上三川町議会議員選挙（2007年12月23日投票）,栃木県,上三川町,20071223.0,2007,12.0,23.0,2007-12-18,栃木県上三川町,栃木県上三川町,2007.0,2011-12-20
1411,宮城県色麻町議会議員選挙（2008年01月20日投票）,宮城県,色麻町,20080120.0,2008,1.0,20.0,2008-01-15,宮城県色麻町,宮城県色麻町,2007.0,2012-01-17
1412,茨城県東海村議会議員選挙（2008年01月20日投票）,茨城県,東海村,20080120.0,2008,1.0,20.0,2008-01-15,茨城県東海村,茨城県東海村,2007.0,2012-01-17
1413,秋田県井川町議会議員選挙（2008年01月20日投票）,秋田県,井川町,20080120.0,2008,1.0,20.0,2008-01-15,秋田県井川町,秋田県井川町,2007.0,2012-01-17
1414,埼玉県吉川市議会議員選挙（2008年01月27日投票）,埼玉県,吉川市,20080127.0,2008,1.0,27.0,2008-01-20,埼玉県吉川市,埼玉県吉川市,2007.0,2012-01-22
1415,宮城県名取市議会議員選挙（2008年01月27日投票）,宮城県,名取市,20080127.0,2008,1.0,27.0,2008-01-20,宮城県名取市,宮城県名取市,2007.0,2012-01-15
1416,静岡県御殿場市議会議員選挙（2008年01月27日投票）,静岡県,御殿場市,20080127.0,2008,1.0,27.0,2008-01-20,静岡県御殿場市,静岡県御殿場市,2007.0,2012-01-22
1417,茨城県取手市議会議員選挙（2008年01月27日投票）,茨城県,取手市,20080127.0,2008,1.0,27.0,2008-01-20,茨城県取手市,茨城県取手市,2007.0,2012-01-22
1418,茨城県潮来市議会議員選挙（2008年01月27日投票）,茨城県,潮来市,20080127.0,2008,1.0,27.0,2008-01-20,茨城県潮来市,茨城県潮来市,2007.0,2012-01-22
1419,福島県小野町議会議員選挙（2008年01月27日投票）,福島県,小野町,20080127.0,2008,1.0,27.0,2008-01-22,福島県小野町,福島県小野町,2007.0,2012-01-17
1420,滋賀県甲良町議会議員選挙（2008年01月27日投票）,滋賀県,甲良町,20080127.0,2008,1.0,27.0,2008-01-22,滋賀県甲良町,滋賀県甲良町,2007.0,2012-01-24
1421,茨城県守谷市議会議員選挙（2008年02月03日投票）,茨城県,守谷市,20080203.0,2008,2.0,3.0,2008-01-27,茨城県守谷市,茨城県守谷市,2007.0,2012-01-29
1422,三重県東員町議会議員選挙（2008年02月03日投票）,三重県,東員町,20080203.0,2008,2.0,3.0,2008-01-29,三重県東員町,三重県東員町,2007.0,2012-01-31
1423,茨城県河内町議会議員選挙（2008年02月03日投票）,茨城県,河内町,20080203.0,2008,2.0,3.0,2008-01-29,茨城県河内町,茨城県河内町,2007.0,2012-01-31
1424,茨城県つくばみらい市議会議員選挙（2008年02月03日投票）,茨城県,つくばみらい市,20080203.0,2008,2.0,3.0,2008-01-27,茨城県つくばみらい市,茨城県つくばみらい市,2007.0,2012-02-05
1425,東京都三宅村議会議員選挙（2008年02月10日投票）,東京都,三宅村,20080210.0,2008,2.0,10.0,2008-02-05,東京都三宅村,東京都三宅村,2007.0,2012-02-07
1426,茨城県神栖市議会議員選挙（2008年02月10日投票）,茨城県,神栖市,20080210.0,2008,2.0,10.0,2008-02-03,茨城県神栖市,茨城県神栖市,2007.0,2012-01-29
1427,青森県鶴田町議会議員選挙（2008年02月10日投票）,青森県,鶴田町,20080210.0,2008,2.0,10.0,2008-02-05,青森県鶴田町,青森県鶴田町,2007.0,2012-01-31
1428,青森県板柳町議会議員選挙（2008年02月17日投票）,青森県,板柳町,20080217.0,2008,2.0,17.0,2008-02-12,青森県板柳町,青森県板柳町,2007.0,2012-02-14
1429,徳島県藍住町議会議員選挙（2008年02月17日投票）,徳島県,藍住町,20080217.0,2008,2.0,17.0,2008-02-12,徳島県藍住町,徳島県藍住町,2007.0,2012-02-07
1430,岐阜県飛騨市議会議員選挙（2008年02月17日投票）,岐阜県,飛騨市,20080217.0,2008,2.0,17.0,2008-02-10,岐阜県飛騨市,岐阜県飛騨市,2007.0,2012-02-12
1431,埼玉県皆野町議会議員選挙（2008年02月17日投票）,埼玉県,皆野町,20080217.0,2008,2.0,17.0,2008-02-12,埼玉県皆野町,埼玉県皆野町,2007.0,2012-02-07
1432,岩手県金ケ崎町議会議員選挙（2008年02月17日投票）,岩手県,金ケ崎町,20080217.0,2008,2.0,17.0,2008-02-12,岩手県金ケ崎町,岩手県金ケ崎町,2007.0,2012-02-14
1433,愛知県弥富市議会議員選挙（2008年02月17日投票）,愛知県,弥富市,20080217.0,2008,2.0,17.0,2008-02-10,愛知県弥富市,愛知県弥富市,2007.0,2016-02-07
1434,青森県五戸町議会議員選挙（2008年02月17日投票）,青森県,五戸町,20080217.0,2008,2.0,17.0,2008-02-12,青森県五戸町,青森県五戸町,2007.0,2012-02-14
1435,埼玉県新座市議会議員選挙（2008年02月17日投票）,埼玉県,新座市,20080217.0,2008,2.0,17.0,2008-02-10,埼玉県新座市,埼玉県新座市,2007.0,2012-02-12
1436,埼玉県宮代町議会議員選挙（2008年02月17日投票）,埼玉県,宮代町,20080217.0,2008,2.0,17.0,2008-02-12,埼玉県宮代町,埼玉県宮代町,2007.0,2012-02-07
1437,千葉県芝山町議会議員選挙（2008年02月17日投票）,千葉県,芝山町,20080217.0,2008,2.0,17.0,2008-02-12,千葉県芝山町,千葉県芝山町,2007.0,2012-02-14
1438,茨城県那珂市議会議員選挙（2008年02月24日投票）,茨城県,那珂市,20080224.0,2008,2.0,24.0,2008-02-17,茨城県那珂市,茨城県那珂市,2007.0,2012-02-19
1439,宮城県蔵王町議会議員選挙（2008年02月24日投票）,宮城県,蔵王町,20080224.0,2008,2.0,24.0,2008-02-19,宮城県蔵王町,宮城県蔵王町,2007.0,2012-02-21
1440,千葉県四街道市議会議員選挙（2008年02月24日投票）,千葉県,四街道市,20080224.0,2008,2.0,24.0,2008-02-17,千葉県四街道市,千葉県四街道市,2007.0,2012-02-19
1441,福島県猪苗代町議会議員選挙（2008年02月24日投票）,福島県,猪苗代町,20080224.0,2008,2.0,24.0,2008-02-19,福島県猪苗代町,福島県猪苗代町,2007.0,2012-02-14
1442,青森県三戸町議会議員選挙（2008年03月02日投票）,青森県,三戸町,20080302.0,2008,3.0,2.0,2008-02-26,青森県三戸町,青森県三戸町,2007.0,2012-03-06
1443,青森県三沢市議会議員選挙（2008年03月09日投票）,青森県,三沢市,20080309.0,2008,3.0,9.0,2008-03-02,青森県三沢市,青森県三沢市,2007.0,2012-02-26
1444,滋賀県多賀町議会議員選挙（2008年03月09日投票）,滋賀県,多賀町,20080309.0,2008,3.0,9.0,2008-03-04,滋賀県多賀町,滋賀県多賀町,2007.0,2012-03-06
1445,青森県今別町議会議員選挙（2008年03月09日投票）,青森県,今別町,20080309.0,2008,3.0,9.0,2008-03-04,青森県今別町,青森県今別町,2007.0,2012-03-20
1446,青森県平内町議会議員選挙（2008年03月16日投票）,青森県,平内町,20080316.0,2008,3.0,16.0,2008-03-11,青森県平内町,青森県平内町,2007.0,2012-03-13
1447,千葉県栄町議会議員選挙（2008年03月16日投票）,千葉県,栄町,20080316.0,2008,3.0,16.0,2008-03-11,千葉県栄町,千葉県栄町,2007.0,2012-04-10
1448,群馬県千代田町議会議員選挙（2008年03月16日投票）,群馬県,千代田町,20080316.0,2008,3.0,16.0,2008-03-11,群馬県千代田町,群馬県千代田町,2007.0,2012-03-06
1449,岐阜県池田町議会議員選挙（2008年03月23日投票）,岐阜県,池田町,20080323.0,2008,3.0,23.0,2008-03-18,岐阜県池田町,岐阜県池田町,2007.0,2012-03-20
1450,茨城県阿見町議会議員選挙（2008年03月23日投票）,茨城県,阿見町,20080323.0,2008,3.0,23.0,2008-03-18,茨城県阿見町,茨城県阿見町,2007.0,2012-03-20
1451,岐阜県笠松町議会議員選挙（2008年03月23日投票）,岐阜県,笠松町,20080323.0,2008,3.0,23.0,2008-03-18,岐阜県笠松町,岐阜県笠松町,2007.0,2012-03-20
1452,福島県天栄村議会議員選挙（2008年03月23日投票）,福島県,天栄村,20080323.0,2008,3.0,23.0,2008-03-18,福島県天栄村,福島県天栄村,2007.0,2012-03-20
1453,宮城県大和町議会議員選挙（2008年03月23日投票）,宮城県,大和町,20080323.0,2008,3.0,23.0,2008-03-18,宮城県大和町,宮城県大和町,2007.0,2012-03-20
1454,神奈川県湯河原町議会議員選挙（2008年03月23日投票）,神奈川県,湯河原町,20080323.0,2008,3.0,23.0,2008-03-18,神奈川県湯河原町,神奈川県湯河原町,2007.0,2012-03-13
1455,山形県南陽市議会議員選挙（2008年03月23日投票）,山形県,南陽市,20080323.0,2008,3.0,23.0,2008-03-16,山形県南陽市,山形県南陽市,2007.0,2012-03-18
1456,岩手県北上市議会議員選挙（2008年03月23日投票）,岩手県,北上市,20080323.0,2008,3.0,23.0,2008-03-16,岩手県北上市,岩手県北上市,2007.0,2012-03-18
