,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本第一党,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_燃える市民党,得票数_社会民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本第一党,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_燃える市民党,得票率_社会民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_燃える市民党,一人あたり得票率_社会民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_燃える市民党,立候補者数_社会民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本第一党,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_燃える市民党,当選者数_社会民主党,当選者数_自由民主党
出雲市議会議員増員選挙（2011年10月30日投票）,出雲市議会議員増員選挙,島根県,出雲市,20111030.0,2011.0,10.0,30.0,20111023.0,66.13,6.0,12.0,2.0,22218.0,,,,増員,,,,,出雲市議会議員増員選挙（2011年10月30日投票）,1.0,12.0,6.0,2.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.08333333333333333,,14567.99,2.0,65.58333333333333,6.12995831053433,53.0,63.75,64.5,67.25,77.0,68.33333333333333,5.849976258261415,63.0,64.0,65.0,73.5,77.0,,,,1540.0,,,,13027.99,,,,14567.99,,,,0.10571122028502217,,,,0.8942887797149779,,,,1.0,,,,0.10571122028502217,,,,0.0812989799740889,,,,,,,1.0,,,,11.0,,,,,,,1.0,,,,5.0,,,
出雲市議会議員選挙（2005年04月17日投票）,出雲市議会議員選挙,島根県,出雲市,20050417.0,2005.0,4.0,17.0,20050410.0,78.03,34.0,45.0,1.3235294117647058,115824.0,,,,その他,,,,,出雲市議会議員選挙（2005年04月17日投票）,1.0,45.0,34.0,1.3235294117647058,0.0,0.0,0.0,0.08888888888888889,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.022222222222222223,,89659.0,5.0,54.51111111111111,9.478917477392125,25.0,51.0,56.0,60.0,72.0,53.44117647058823,10.256106291520958,25.0,50.25,56.0,58.75,72.0,5292.0,,,5350.0,,1841.0,,73227.0,,,3949.0,89659.0,0.059023633991010384,,,0.059670529450473464,,0.020533354152957317,,0.8167278243121159,,,0.044044658093442934,1.0,0.029511816995505192,,,0.019890176483491156,,0.020533354152957317,,0.022073724981408537,,,0.022022329046721467,2.0,,,3.0,,1.0,,37.0,,,2.0,2.0,,,2.0,,1.0,,27.0,,,2.0
出雲市議会議員選挙（2009年04月12日投票）,出雲市議会議員選挙,島根県,出雲市,20090412.0,2009.0,4.0,12.0,20090405.0,78.54,34.0,36.0,1.0588235294117647,115986.0,,,162.0,任期満了,78.03,,,,出雲市議会議員選挙（2009年04月12日投票）,1.0,36.0,34.0,1.0588235294117647,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.7777777777777778,0.2222222222222222,0.0,0.8235294117647058,0.17647058823529413,0.0,0.8111058023511633,0.18889419764883664,,0.028968064369684403,0.02361177470610458,,89998.0,4.0,57.30555555555556,10.429177671973004,29.0,53.5,60.0,64.25,76.0,56.88235294117647,10.462157875163436,29.0,52.5,60.0,63.75,76.0,6273.0,,,9370.34,,2764.0,,71590.66,,,,89998.0,0.0697015489233094,,,0.10411720260450233,,0.03071179359541323,,0.7954694548767751,,,,1.0,0.0348507744616547,,,0.034705734201500776,,0.03071179359541323,,0.026515648495892503,,,,2.0,,,3.0,,1.0,,30.0,,,,2.0,,,3.0,,1.0,,28.0,,,
出雲市議会議員選挙（2013年04月14日投票）,出雲市議会議員選挙,島根県,出雲市,20130414.0,2013.0,4.0,14.0,20130407.0,68.16,32.0,36.0,1.125,138102.0,,,22116.0,任期満了,78.54,,,,出雲市議会議員選挙（2013年04月14日投票）,1.0,36.0,32.0,1.125,0.0,0.0,0.0,0.027777777777777776,0.03125,0.8333333333333334,0.16666666666666666,0.0,0.8125,0.1875,0.0,0.8131861056562469,0.186813894343753,,0.027106203521874896,0.03113564905729217,,93189.0,3.0,58.583333333333336,10.09228253006557,33.0,51.0,60.5,65.25,80.0,57.40625,10.083586214115492,33.0,50.25,58.5,64.0,80.0,7555.0,,,6972.0,,,,78662.0,,,,93189.0,0.08107180031978023,,,0.0748156971316357,,,,0.844112502548584,,,,1.0,0.027023933439926744,,,0.024938565710545233,,,,0.028137083418286135,,,,3.0,,,3.0,,,,30.0,,,,3.0,,,3.0,,,,26.0,,,
出雲市議会議員選挙（2017年04月09日投票）,出雲市議会議員選挙,島根県,出雲市,20170409.0,2017.0,4.0,9.0,20170402.0,63.47,32.0,35.0,1.09375,141004.0,,,2902.0,任期満了,68.16,,,,出雲市議会議員選挙（2017年04月09日投票）,1.0,35.0,32.0,1.09375,0.0,0.0,0.0,0.05714285714285714,0.0625,0.6857142857142857,0.2857142857142857,0.02857142857142857,0.71875,0.25,0.03125,0.7205873957958914,0.24699444204716992,0.03241816215693885,0.03002447482482881,0.02469944420471699,0.03241816215693885,88252.99799999999,0.0,57.4,10.826422704265182,29.0,51.5,60.0,67.5,73.0,58.53125,9.260076859157271,40.0,52.0,60.0,67.25,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
出雲市議会議員選挙（2021年04月11日投票）,出雲市議会議員選挙,島根県,出雲市,20210411.0,2021.0,4.0,11.0,20210404.0,63.11,30.0,33.0,1.1,140061.0,67033.0,73028.0,-943.0,任期満了,63.47,,,,出雲市議会議員選挙（2021年04月11日投票）,1.0,33.0,30.0,1.1,0.0,0.0,0.0,0.06060606060606061,0.06666666666666667,0.6363636363636364,0.3333333333333333,0.030303030303030304,0.7,0.26666666666666666,0.03333333333333333,0.7207923580727906,0.2706569937161482,0.008550648211061116,0.03432344562251384,0.024605181246922566,0.008550648211061116,86893.997,3.0,59.878787878787875,11.197287484726408,33.0,55.0,60.0,67.0,78.0,60.86666666666667,11.18550649526232,33.0,56.0,62.5,68.5,78.0,7183.431,,,5227.0,,,,74483.56599999999,,,,86893.99699999999,0.08266889828994747,,,0.06015375262344073,,,,0.8571773490866118,,,,1.0,0.02755629942998249,,,0.030076876311720364,,,,0.03061347675309328,,,,3.0,,,2.0,,,,28.0,,,,3.0,,,2.0,,,,25.0,,,
吉賀町議会議員選挙（2005年10月30日投票）,吉賀町議会議員選挙,島根県,吉賀町,20051030.0,2005.0,10.0,30.0,20051025.0,89.96,18.0,19.0,1.0555555555555556,6143.0,,,,その他,,,,,吉賀町議会議員選挙（2005年10月30日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05263157894736842,,5472.0,3.0,57.68421052631579,4.8780133097825304,48.0,55.0,57.0,61.0,66.0,58.111111111111114,4.653420353638206,48.0,55.0,57.5,61.5,66.0,291.0,,,668.9300000000001,,,,4512.07,,,,5472.0,0.05317982456140351,,,0.12224597953216375,,,,0.8245741959064327,,,,1.0,0.05317982456140351,,,0.061122989766081874,,,,0.05153588724415204,,,,1.0,,,2.0,,,,16.0,,,,1.0,,,2.0,,,,15.0,,,
吉賀町議会議員選挙（2009年10月18日投票）,吉賀町議会議員選挙,島根県,吉賀町,20091018.0,2009.0,10.0,18.0,20091013.0,84.77,14.0,15.0,1.0714285714285714,5824.0,,,-319.0,任期満了,89.96,,,,吉賀町議会議員選挙（2009年10月18日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8666666666666667,0.13333333333333333,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8619631901840491,0.13803680981595093,,0.06630486078338839,0.06901840490797546,,4889.999999999999,2.0,62.2,5.443038367186719,52.0,59.0,62.0,67.5,70.0,61.714285714285715,5.310751512983173,52.0,59.0,61.5,66.25,70.0,,,,596.14,,,,4293.86,,,,4890.0,,,,0.12191002044989775,,,,0.8780899795501022,,,,1.0,,,,0.060955010224948876,,,,0.06754538304231555,,,,,,,2.0,,,,13.0,,,,,,,2.0,,,,12.0,,,
吉賀町議会議員選挙（2013年10月20日投票）,吉賀町議会議員選挙,島根県,吉賀町,20131020.0,2013.0,10.0,20.0,20131015.0,,12.0,16.0,1.3333333333333333,,,,,任期満了,84.77,,,,吉賀町議会議員選挙（2013年10月20日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0625,0.08333333333333333,0.625,0.375,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5787874920229739,0.42121250797702614,,0.05787874920229739,0.07020208466283769,,4701.0,2.0,62.5,5.545268253204709,52.0,58.0,62.5,66.25,73.0,61.833333333333336,4.487637339278753,52.0,60.25,62.5,65.25,68.0,,,,360.0,,,,4341.0,,,,4701.0,,,,0.07657945118059988,,,,0.9234205488194002,,,,1.0,,,,0.07657945118059988,,,,0.061561369921293345,,,,,,,1.0,,,,15.0,,,,,,,1.0,,,,11.0,,,
吉賀町議会議員選挙（2017年10月22日投票）,吉賀町議会議員選挙,島根県,吉賀町,20171022.0,2017.0,10.0,22.0,20171017.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,吉賀町議会議員選挙（2017年10月22日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.07692307692307693,0.15384615384615385,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8539114043355325,0.05796418473138549,0.088124410933082,0.08539114043355325,0.05796418473138549,0.044062205466541,4244.0,0.0,66.6923076923077,5.1498262164049375,56.0,65.0,67.0,70.0,77.0,66.5,5.315072906367325,56.0,64.25,66.5,70.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大田市議会議員選挙（2006年04月02日投票）,大田市議会議員選挙,島根県,大田市,20060402.0,2006.0,4.0,2.0,20060326.0,81.25,24.0,30.0,1.25,33950.0,,,,任期満了,,,,,大田市議会議員選挙（2006年04月02日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.03333333333333333,0.041666666666666664,0.8333333333333334,0.16666666666666666,0.0,0.7916666666666666,0.20833333333333334,0.0,0.7561732904734074,0.2438267095265926,,0.030246931618936296,0.04876534190531852,,27376.0,4.0,55.333333333333336,7.290785661062569,32.0,52.0,56.0,60.0,71.0,54.208333333333336,6.806731757769085,32.0,51.5,54.5,59.0,64.0,1568.0,,,1940.35,,,,22345.65,,1522.0,,27376.0,0.05727644652250146,,,0.07087777615429573,,,,0.8162496347165401,,0.05559614260666277,,1.0,0.05727644652250146,,,0.035438888077147866,,,,0.031394216719866926,,0.05559614260666277,,1.0,,,2.0,,,,26.0,,1.0,,1.0,,,2.0,,,,20.0,,1.0,
大田市議会議員選挙（2010年04月04日投票）,大田市議会議員選挙,島根県,大田市,20100404.0,2010.0,4.0,4.0,20100328.0,77.6,24.0,26.0,1.0833333333333333,32682.0,,,-1268.0,任期満了,81.25,,,,大田市議会議員選挙（2010年04月04日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.038461538461538464,0.041666666666666664,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8480563963676916,0.15194360363230844,,0.03854801801671325,0.03798590090807711,,25108.0,4.0,56.69230769230769,8.712366236780165,30.0,54.0,57.5,62.75,68.0,56.25,8.85178889641335,30.0,53.75,57.0,62.25,68.0,1638.0,,,1819.0,,,,20192.0,,1459.0,,25108.0,0.06523817110084436,,,0.07244702883543094,,,,0.8042058308108969,,0.05810896925282778,,1.0,0.06523817110084436,,,0.03622351441771547,,,,0.0365548104914044,,0.05810896925282778,,1.0,,,2.0,,,,22.0,,1.0,,1.0,,,2.0,,,,20.0,,1.0,
大田市議会議員選挙（2014年04月06日投票）,大田市議会議員選挙,島根県,大田市,20140406.0,2014.0,4.0,6.0,20140330.0,73.68,20.0,23.0,1.15,,,,,任期満了,77.6,,,,大田市議会議員選挙（2014年04月06日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.8695652173913043,0.13043478260869565,0.0,0.85,0.15,0.0,0.8194498233222208,0.18055017667777917,,0.04097249116611104,0.06018339222592639,,22812.999,4.0,57.78260869565217,9.306176171437839,34.0,56.5,59.0,63.5,72.0,57.55,9.671995657567262,34.0,56.75,59.0,63.25,72.0,1472.0,,,1662.0,,,,18328.999,,1350.0,,22812.999,0.06452461598757796,,,0.07285320093162674,,,,0.8034453953204487,,0.059176787760346634,,1.0,0.06452461598757796,,,0.03642660046581337,,,,0.042286599753707826,,0.059176787760346634,,1.0,,,2.0,,,,19.0,,1.0,,1.0,,,2.0,,,,16.0,,1.0,
大田市議会議員選挙（2018年04月08日投票）,大田市議会議員選挙,島根県,大田市,20180408.0,2018.0,4.0,8.0,20180401.0,無投票,20.0,20.0,1.0,,,,,任期満了,73.68,,,,大田市議会議員選挙（2018年04月08日投票）,1.0,20.0,20.0,1.0,1.0,1.0,0.0,0.05,0.05,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,4.0,58.9,11.242330719205873,32.0,56.75,62.0,65.0,76.0,58.9,11.242330719205873,32.0,56.75,62.0,65.0,76.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,16.0,,1.0,,1.0,,,2.0,,,,16.0,,1.0,
奥出雲町議会議員選挙（2005年05月01日投票）,奥出雲町議会議員選挙,島根県,奥出雲町,20050501.0,2005.0,5.0,1.0,20050427.0,89.94,0.0,27.0,,,,,,その他,,,,,奥出雲町議会議員選挙（2005年05月01日投票）,2.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.07407407407407407,0.09090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.037037037037037035,,11754.0,3.0,61.77777777777778,6.685159536218365,46.0,57.5,62.0,64.5,77.0,61.22727272727273,6.280791917221746,46.0,57.25,62.0,64.0,74.0,604.0,,,863.0,,,,10287.0,,,,11754.0,0.051386761953377574,,,0.07342181385060405,,,,0.8751914241960184,,,,1.0,0.051386761953377574,,,0.036710906925302024,,,,0.03646630934150077,,,,1.0,,,2.0,,,,24.0,,,,1.0,,,1.0,,,,20.0,,,
奥出雲町議会議員選挙（2009年04月19日投票）,奥出雲町議会議員選挙,島根県,奥出雲町,20090419.0,2009.0,4.0,19.0,20090414.0,87.13,16.0,20.0,1.25,12602.0,,,,任期満了,89.94,,,,奥出雲町議会議員選挙（2009年04月19日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.0625,0.75,0.25,0.0,0.8125,0.1875,0.0,0.7458679371726596,0.25413206282734035,,0.049724529144843974,0.05082641256546807,,10907.99,4.0,61.8,9.724196624914576,29.0,58.75,63.0,67.0,78.0,61.875,9.597362919052296,29.0,59.5,63.0,67.0,75.0,750.38,,,784.0,,499.0,,8874.61,,,,10907.990000000002,0.06879177557001794,,,0.07187391994308757,,0.04574628322908253,,0.8135880212578118,,,,1.0,0.06879177557001794,,,0.03593695997154379,,0.04574628322908253,,0.05084925132861324,,,,1.0,,,2.0,,1.0,,16.0,,,,1.0,,,0.0,,1.0,,14.0,,,
奥出雲町議会議員選挙（2013年04月21日投票）,奥出雲町議会議員選挙,島根県,奥出雲町,20130421.0,2013.0,4.0,21.0,20130416.0,80.2,14.0,15.0,1.0714285714285714,,,,,任期満了,87.13,,,,奥出雲町議会議員選挙（2013年04月21日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6666666666666666,0.3333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7271285034373347,0.27287149656266524,,0.07271285034373347,0.05457429931253305,,9455.0,3.0,61.86666666666667,9.394087975364554,33.0,62.0,64.0,67.0,71.0,61.57142857142857,9.656339780640678,33.0,62.0,64.0,67.0,71.0,782.0,,,551.0,,,,8122.0,,,,9455.0,0.08270756213643575,,,0.0582760444209413,,,,0.8590163934426229,,,,1.0,0.08270756213643575,,,0.0582760444209413,,,,0.066078184110971,,,,1.0,,,1.0,,,,13.0,,,,1.0,,,1.0,,,,12.0,,,
奥出雲町議会議員選挙（2017年04月23日投票）,奥出雲町議会議員選挙,島根県,奥出雲町,20170423.0,2017.0,4.0,23.0,20170418.0,76.01,,15.0,,11285.0,,,,任期満了,80.2,,,,奥出雲町議会議員選挙（2017年04月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6666666666666666,0.3333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6670966863442732,0.3329033136557268,,0.06670966863442732,0.06658066273114535,,8518.99,0.0,66.73333333333333,5.6741127549208565,51.0,65.5,68.0,70.5,74.0,66.5,5.803324170557029,51.0,65.25,67.5,70.5,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奥出雲町議会議員選挙（2021年04月18日投票）,奥出雲町議会議員選挙,島根県,奥出雲町,20210418.0,2021.0,4.0,18.0,20210413.0,77.48,14.0,17.0,1.2142857142857142,10481.0,5039.0,5442.0,-804.0,任期満了,76.01,,,,奥出雲町議会議員選挙（2021年04月18日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.14285714285714285,0.5294117647058824,0.47058823529411764,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5500741048380882,0.4499258951619118,,0.0611193449820098,0.05624073689523897,,8070.998,3.0,64.3529411764706,8.380237091062648,47.0,60.0,66.0,71.0,75.0,66.07142857142857,5.921682744846454,55.0,62.0,67.0,70.75,75.0,808.0,,,908.0,,,,6354.998,,,,8070.998,0.1001115351533974,,,0.11250157663277825,,,,0.7873868882138243,,,,1.0,0.1001115351533974,,,0.056250788316389126,,,,0.05624192058670174,,,,1.0,,,2.0,,,,14.0,,,,1.0,,,2.0,,,,11.0,,,
安来市議会議員補欠選挙（2008年10月19日投票）,安来市議会議員補欠選挙,島根県,安来市,20081019.0,2008.0,10.0,19.0,20081012.0,71.69,2.0,3.0,1.5,35737.0,,,,その他,,,,,安来市議会議員補欠選挙（2008年10月19日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.693201133144476,0.3067988668555241,,0.346600566572238,0.3067988668555241,24710.0,2.0,55.666666666666664,8.73053390247253,44.0,51.0,58.0,61.5,65.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,4654.0,,,,20056.0,,,,24710.0,,,,0.18834479967624443,,,,0.8116552003237556,,,,1.0,,,,0.18834479967624443,,,,0.4058276001618778,,,,,,,1.0,,,,2.0,,,,,,,0.0,,,,1.0,,,
安来市議会議員補欠選挙（2012年10月21日投票）,安来市議会議員補欠選挙,島根県,安来市,20121021.0,2012.0,10.0,21.0,20121014.0,無投票,4.0,4.0,1.0,,,,,その他,71.69,,,,安来市議会議員補欠選挙（2012年10月21日投票）,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.25,0.25,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,2.0,65.5,5.894913061275798,60.0,60.0,64.0,69.5,74.0,65.5,5.894913061275798,60.0,60.0,64.0,69.5,74.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,1.0,,,,3.0,,,
安来市議会議員補欠選挙（2016年10月16日投票）,安来市議会議員補欠選挙,島根県,安来市,20161016.0,2016.0,10.0,16.0,20161009.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,安来市議会議員補欠選挙（2016年10月16日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,54.5,5.5,49.0,51.75,54.5,57.25,60.0,54.5,5.5,49.0,51.75,54.5,57.25,60.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,1.0,,,
安来市議会議員補欠選挙（2020年10月18日投票）,安来市議会議員補欠選挙,島根県,安来市,20201018.0,2020.0,10.0,18.0,20201011.0,67.09,2.0,3.0,1.5,,,,,辞職/田中武夫氏、作野幸憲の市長選出馬に伴う辞職による。,,,,,安来市議会議員補欠選挙（2020年10月18日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,,0.52479759538469,0.47520240461531005,,0.52479759538469,0.23760120230765502,20627.0,2.0,62.333333333333336,9.463379711052259,49.0,58.5,68.0,69.0,70.0,59.5,10.5,49.0,54.25,59.5,64.75,70.0,,,,3606.0,,,,17021.0,,,,20627.0,,,,0.17481941145101082,,,,0.8251805885489892,,,,1.0,,,,0.17481941145101082,,,,0.4125902942744946,,,,,,,1.0,,,,2.0,,,,,,,0.0,,,,2.0,,,
安来市議会議員選挙（2001年10月28日投票）,安来市議会議員選挙,島根県,安来市,20011028.0,2001.0,10.0,28.0,20011021.0,84.69,22.0,24.0,1.0909090909090908,24378.0,,,,任期満了,,,,,安来市議会議員選挙（2001年10月28日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.045454545454545456,0.5833333333333334,0.4166666666666667,0.0,0.6363636363636364,0.36363636363636365,0.0,0.5484375,0.4515625,,0.03917410714285714,0.045156249999999995,,20480.0,3.0,54.791666666666664,5.922971992355039,42.0,51.75,54.5,58.0,71.0,54.18181818181818,5.059970927300271,42.0,51.25,54.5,57.75,62.0,1352.0,,,829.73,,,,18298.27,,,,20480.0,0.066015625,,,0.04051416015625,,,,0.89347021484375,,,,1.0,0.066015625,,,0.04051416015625,,,,0.04061228249289773,,,,1.0,,,1.0,,,,22.0,,,,1.0,,,1.0,,,,20.0,,,
安来市議会議員選挙（2005年10月23日投票）,安来市議会議員選挙,島根県,安来市,20051023.0,2005.0,10.0,23.0,20051016.0,82.74,26.0,36.0,1.3846153846153846,36399.0,,,12021.0,任期満了,84.69,,,,安来市議会議員選挙（2005年10月23日投票）,1.0,36.0,26.0,1.3846153846153846,0.0,0.0,0.0,0.05555555555555555,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.027777777777777776,,29970.0,3.0,56.666666666666664,6.819090848492928,34.0,53.75,58.0,61.0,68.0,56.80769230769231,6.032088748895877,41.0,53.25,58.0,61.0,67.0,1404.0,,,1509.0,,,,27057.0,,,,29970.0,0.04684684684684685,,,0.05035035035035035,,,,0.9028028028028028,,,,1.0,0.04684684684684685,,,0.025175175175175174,,,,0.027357660690994025,,,,1.0,,,2.0,,,,33.0,,,,1.0,,,1.0,,,,24.0,,,
安来市議会議員選挙（2009年10月25日投票）,安来市議会議員選挙,島根県,安来市,20091025.0,2009.0,10.0,25.0,20091018.0,79.97,24.0,29.0,1.2083333333333333,35376.0,,,-1023.0,任期満了,82.74,,,,安来市議会議員選挙（2009年10月25日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.06896551724137931,0.08333333333333333,0.8275862068965517,0.10344827586206896,0.06896551724137931,0.875,0.125,0.0,0.8575844792666028,0.10560352485520379,0.03681199587819351,0.03573268663610845,0.035201174951734596,0.018405997939096756,28143.0,3.0,58.172413793103445,6.933521598712284,38.0,56.0,60.0,63.0,66.0,57.583333333333336,7.3932213697563665,38.0,52.5,60.0,63.25,66.0,1445.0,,,1074.0,,,,25624.0,,,,28143.0,0.05134491703087802,,,0.03816224283125466,,,,0.9104928401378674,,,,1.0,0.05134491703087802,,,0.03816224283125466,,,,0.03372195704214324,,,,1.0,,,1.0,,,,27.0,,,,1.0,,,1.0,,,,22.0,,,
安来市議会議員選挙（2013年10月27日投票）,安来市議会議員選挙,島根県,安来市,20131027.0,2013.0,10.0,27.0,20131020.0,74.42,21.0,26.0,1.238095238095238,,,,,任期満了,79.97,,,,安来市議会議員選挙（2013年10月27日投票）,1.0,26.0,21.0,1.2380952380952381,0.0,0.0,0.0,0.11538461538461539,0.14285714285714285,0.8461538461538461,0.15384615384615385,0.0,0.9047619047619048,0.09523809523809523,0.0,0.8442899083574611,0.1557100916425389,,0.038376814016248234,0.038927522910634726,,25174.989999999998,3.0,61.19230769230769,7.696248990301059,42.0,57.0,62.5,66.75,75.0,60.95238095238095,7.087723729407002,42.0,56.0,63.0,66.0,70.0,1577.0,,,1550.0,,,,22047.989999999998,,,,25174.989999999998,0.06264153431639893,,,0.0615690413382488,,,,0.8757894243453522,,,,1.0,0.06264153431639893,,,0.0307845206691244,,,,0.03807780105849357,,,,1.0,,,2.0,,,,23.0,,,,1.0,,,1.0,,,,19.0,,,
安来市議会議員選挙（2017年10月29日投票）,安来市議会議員選挙,島根県,安来市,20171029.0,2017.0,10.0,29.0,20171022.0,70.55,21.0,23.0,1.0952380952380951,33403.0,,,,任期満了,74.42,,,,安来市議会議員選挙（2017年10月29日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.08695652173913043,0.09523809523809523,0.6086956521739131,0.391304347826087,0.0,0.6190476190476191,0.38095238095238093,0.0,0.5829598326717036,0.4170401673282964,,0.041639988047978825,0.04633779636981071,,23427.0,0.0,60.82608695652174,8.879150830496092,44.0,53.0,64.0,68.0,73.0,61.904761904761905,8.47351482648961,44.0,55.0,65.0,68.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
