,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_世直し連合,得票数_公明党,得票数_国民民主党,得票数_尊王義塾蒼龍社,得票数_市役所を改革する会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自動車販売・修理業,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_世直し連合,得票率_公明党,得票率_国民民主党,得票率_尊王義塾蒼龍社,得票率_市役所を改革する会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自動車販売・修理業,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_世直し連合,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_尊王義塾蒼龍社,一人あたり得票率_市役所を改革する会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自動車販売・修理業,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_世直し連合,立候補者数_公明党,立候補者数_国民民主党,立候補者数_尊王義塾蒼龍社,立候補者数_市役所を改革する会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自動車販売・修理業,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_世直し連合,当選者数_公明党,当選者数_国民民主党,当選者数_尊王義塾蒼龍社,当選者数_市役所を改革する会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自動車販売・修理業,当選者数_自由民主党
垂水市議会議員選挙（2007年04月22日投票）,垂水市議会議員選挙,鹿児島県,垂水市,20070422.0,2007.0,4.0,22.0,20070415.0,82.16,16.0,18.0,1.125,15671.0,,,-717.0,任期満了,86.25,,,,垂水市議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.875,0.125,0.0,0.8717807788944724,0.12821922110552764,,0.05811871859296482,0.042739740368509214,,12736.0,2.0,58.111111111111114,8.659541230399428,40.0,54.0,58.0,62.5,82.0,56.0,6.174544517614234,40.0,53.75,56.0,60.25,64.0,,,,,,,,1035.0,,,11701.0,,,,,12736.0,,,,,,,,0.08126570351758794,,,0.918734296482412,,,,,1.0,,,,,,,,0.08126570351758794,,,0.05404319391073012,,,,,,,,,,,,1.0,,,17.0,,,,,,,,,,,,1.0,,,15.0,,,,
垂水市議会議員選挙（2011年04月24日投票）,垂水市議会議員選挙,鹿児島県,垂水市,20110424.0,2011.0,4.0,24.0,20110417.0,77.85,16.0,17.0,1.0625,14860.0,,,-811.0,任期満了,82.16,,,,垂水市議会議員選挙（2011年04月24日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.75,0.125,0.125,0.7024814976055724,0.18754897692642578,0.10996952546800175,0.05854012480046437,0.06251632564214192,0.054984762734000873,11485.0,2.0,,,,,,,,,,,,,,,,,,,,,,864.0,,,10621.0,,,,,11485.0,,,,,,,,0.07522855898998694,,,0.9247714410100131,,,,,1.0,,,,,,,,0.07522855898998694,,,0.05779821506312582,,,,,,,,,,,,1.0,,,16.0,,,,,,,,,,,,1.0,,,15.0,,,,
垂水市議会議員選挙（2015年04月26日投票）,垂水市議会議員選挙,鹿児島県,垂水市,20150426.0,2015.0,4.0,26.0,20150419.0,76.07,14.0,16.0,1.1428571428571428,,,,,任期満了,77.85,,,,垂水市議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8094550356248796,0.19054496437512036,,0.057818216830348546,0.09527248218756018,,10386.0,3.0,63.375,5.085211401701998,54.0,60.5,63.0,67.25,72.0,63.5,5.421517974041693,54.0,59.5,64.0,67.75,72.0,,,,,,,,689.0,,,9061.0,,,,636.0,10386.0,,,,,,,,0.06633930290776045,,,0.872424417485076,,,,0.06123627960716349,1.0,,,,,,,,0.06633930290776045,,,0.06231602982036257,,,,0.06123627960716349,,,,,,,,1.0,,,14.0,,,,1.0,,,,,,,,1.0,,,12.0,,,,1.0
垂水市議会議員選挙（2019年04月21日投票）,垂水市議会議員選挙,鹿児島県,垂水市,20190421.0,2019.0,4.0,21.0,20190414.0,74.21,14.0,17.0,1.2142857142857142,12745.0,,,,任期満了,76.07,,,,垂水市議会議員選挙（2019年04月21日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6239896276086097,0.3201944312094622,0.05581594118192812,0.06239896276086097,0.05336573853491037,0.05581594118192812,9387.999,3.0,62.05882352941177,10.729127963222876,37.0,58.0,66.0,70.0,76.0,62.714285714285715,10.270822553153538,37.0,58.25,66.0,69.75,75.0,,,,,,,,678.0,,,8330.999,,,,379.0,9387.999,,,,,,,,0.0722198628269986,,,0.8874094468906526,,,,0.04037069028234878,1.0,,,,,,,,0.0722198628269986,,,0.059160629792710175,,,,0.04037069028234878,,,,,,,,1.0,,,15.0,,,,1.0,,,,,,,,1.0,,,12.0,,,,1.0
大和村議会議員補欠選挙（2009年08月23日投票）,大和村議会議員補欠選挙,鹿児島県,大和村,20090823.0,2009.0,8.0,23.0,20090818.0,92.37,1.0,3.0,3.0,1468.0,,,,その他,,,,,大和村議会議員補欠選挙（2009年08月23日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,,0.19879969992498125,0.8012003000750187,,0.19879969992498125,0.4006001500375094,1333.0,1.0,62.333333333333336,8.339997335464536,55.0,56.5,58.0,66.0,74.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,,,1333.0,,,,,1333.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,
大和村議会議員選挙（2000年05月21日投票）,大和村議会議員選挙,鹿児島県,大和村,20000521.0,2000.0,5.0,21.0,20000516.0,95.1,14.0,17.0,1.2142857142857142,1631.0,,,,任期満了,,,,,大和村議会議員選挙（2000年05月21日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.7857142857142857,0.21428571428571427,0.0,0.72568093385214,0.22697795071335927,0.04734111543450065,0.06597099398655819,0.04539559014267185,0.04734111543450065,1542.0,2.0,57.35294117647059,9.009414529979757,32.0,53.0,60.0,64.0,68.0,57.0,9.628825770273638,32.0,52.0,60.5,64.0,68.0,,,,,,,,62.0,,,1480.0,,,,,1542.0,,,,,,,,0.040207522697795074,,,0.959792477302205,,,,,1.0,,,,,,,,0.040207522697795074,,,0.05998702983138781,,,,,,,,,,,,1.0,,,16.0,,,,,,,,,,,,0.0,,,14.0,,,,
大和村議会議員選挙（2004年05月23日投票）,大和村議会議員選挙,鹿児島県,大和村,20040523.0,2004.0,5.0,23.0,20040518.0,94.93,10.0,12.0,1.2,1579.0,,,-52.0,任期満了,95.1,,,,大和村議会議員選挙（2004年05月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8,0.2,0.0,0.7602693602693603,0.23973063973063974,,0.08447437336326226,0.07991021324354658,,1485.0,1.0,54.666666666666664,12.605113600792693,29.0,47.75,57.0,67.25,69.0,54.4,12.705904139414875,29.0,50.0,57.0,65.0,69.0,,,,,,,,,,,1485.0,,,,,1485.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,10.0,,,,
大和村議会議員選挙（2008年05月18日投票）,大和村議会議員選挙,鹿児島県,大和村,20080518.0,2008.0,5.0,18.0,20080513.0,93.38,8.0,11.0,1.375,1496.0,,,-83.0,任期満了,94.93,,,,大和村議会議員選挙（2008年05月18日投票）,1.0,11.0,8.0,1.375,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.75,0.125,0.125,0.7564841498559077,0.12680115273775217,0.11671469740634005,0.09456051873198847,0.06340057636887608,0.11671469740634005,1388.0,1.0,55.54545454545455,12.837187714984621,33.0,45.5,57.0,67.0,72.0,54.875,13.504050318330423,33.0,43.0,58.0,65.0,72.0,,,,,,,,,,,1388.0,,,,,1388.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,8.0,,,,
大和村議会議員選挙（2012年05月20日投票）,大和村議会議員選挙,鹿児島県,大和村,20120520.0,2012.0,5.0,20.0,20120515.0,89.82,8.0,9.0,1.125,1425.0,,,-71.0,任期満了,93.38,,,,大和村議会議員選挙（2012年05月20日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.0,0.9749019607843137,0.025098039215686273,,0.12186274509803921,0.025098039215686273,,1275.0,1.0,58.77777777777778,12.769562576496572,37.0,48.0,62.0,67.0,76.0,58.375,13.490158449773672,37.0,47.0,60.0,69.0,76.0,,,,,,,,,,,1275.0,,,,,1275.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
大和村議会議員選挙（2016年05月15日投票）,大和村議会議員選挙,鹿児島県,大和村,20160515.0,2016.0,5.0,15.0,20160510.0,91.94,8.0,10.0,1.25,,,,,任期満了,89.82,,,,大和村議会議員選挙（2016年05月15日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.75,0.25,0.0,0.6707920792079208,0.3292079207920792,,0.1117986798679868,0.0823019801980198,,1212.0,2.0,59.3,11.739250401963492,41.0,49.75,58.5,68.5,80.0,58.5,12.589678312014172,41.0,48.5,56.5,68.0,80.0,,,,,,,,51.0,,,1161.0,,,,,1212.0,,,,,,,,0.04207920792079208,,,0.9579207920792079,,,,,1.0,,,,,,,,0.04207920792079208,,,0.10643564356435643,,,,,,,,,,,,1.0,,,9.0,,,,,,,,,,,,0.0,,,8.0,,,,
大和村議会議員選挙（2020年05月24日投票）,大和村議会議員選挙,鹿児島県,大和村,20200524.0,2020.0,5.0,24.0,20200519.0,90.14,8.0,10.0,1.25,1247.0,,,,任期満了,91.94,,,,大和村議会議員選挙（2020年05月24日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.3,0.1,0.75,0.125,0.125,0.675603217158177,0.20822162645218945,0.1161751563896336,0.1126005361930295,0.06940720881739648,0.1161751563896336,1119.0,1.0,62.7,10.742904635153382,45.0,53.75,63.5,70.5,80.0,59.75,9.65336728815391,45.0,52.5,59.0,66.5,75.0,,,,,,,,,,,1119.0,,,,,1119.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,8.0,,,,
大崎町議会議員補欠選挙（2005年12月04日投票）,大崎町議会議員補欠選挙,鹿児島県,大崎町,20051204.0,2005.0,12.0,4.0,20051129.0,無投票,1.0,1.0,1.0,13020.0,,,,その他,,,,,大崎町議会議員補欠選挙（2005年12月04日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
大崎町議会議員選挙（2003年04月27日投票）,大崎町議会議員選挙,鹿児島県,大崎町,20030427.0,2003.0,4.0,27.0,20030422.0,81.73,20.0,22.0,1.1,12919.0,,,,任期満了,,,,,大崎町議会議員選挙（2003年04月27日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.6,0.35,0.05,0.6076761102603369,0.3363323124042879,0.055991577335375194,0.04340543644716692,0.048047473200612555,0.055991577335375194,10448.0,1.0,58.45454545454545,8.122512333728416,43.0,51.25,56.0,66.25,73.0,58.5,8.303613671167511,43.0,51.0,56.0,67.0,73.0,,,,,,,,,,,10448.0,,,,,10448.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.045454545454545456,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,20.0,,,,
大崎町議会議員選挙（2007年04月22日投票）,大崎町議会議員選挙,鹿児島県,大崎町,20070422.0,2007.0,4.0,22.0,20070417.0,76.35,16.0,18.0,1.125,12740.0,,,-179.0,任期満了,81.73,,,,大崎町議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6875,0.25,0.0625,0.7214219090061146,0.23629391646802778,0.0422841745258576,0.05549399300047035,0.059073479117006944,0.0422841745258576,9649.0,1.0,58.166666666666664,6.87386354243376,41.0,54.25,58.5,61.75,71.0,58.625,7.157819151110204,41.0,54.75,59.0,62.5,71.0,,,,,,,,,,,9649.0,,,,,9649.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,16.0,,,,
大崎町議会議員選挙（2011年04月24日投票）,大崎町議会議員選挙,鹿児島県,大崎町,20110424.0,2011.0,4.0,24.0,20110419.0,71.17,12.0,15.0,1.25,12194.0,,,-546.0,任期満了,76.35,,,,大崎町議会議員選挙（2011年04月24日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8342804128493564,0.16571958715064364,,0.06952336773744637,0.05523986238354788,,8623.0,2.0,,,,,,,,,,,,,,,,,,,,,,389.0,,,8234.0,,,,,8623.0,,,,,,,,0.045111910008117824,,,0.9548880899918821,,,,,1.0,,,,,,,,0.045111910008117824,,,0.06820629214227729,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,0.0,,,12.0,,,,
大崎町議会議員選挙（2015年04月26日投票）,大崎町議会議員選挙,鹿児島県,大崎町,20150426.0,2015.0,4.0,26.0,20150421.0,66.51,12.0,14.0,1.1666666666666667,,,,,任期満了,71.17,,,,大崎町議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7887084097458738,0.21129159025412628,,0.07170076452235216,0.07043053008470876,,7634.0,2.0,61.92857142857143,6.029265362905047,49.0,58.5,61.5,65.75,74.0,62.333333333333336,6.394442031083626,49.0,59.25,62.5,66.25,74.0,,,,,,,,746.0,,,6888.0,,,,,7634.0,,,,,,,,0.09772072308095363,,,0.9022792769190464,,,,,1.0,,,,,,,,0.09772072308095363,,,0.06940609822454204,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,1.0,,,11.0,,,,
大崎町議会議員選挙（2019年04月21日投票）,大崎町議会議員選挙,鹿児島県,大崎町,20190421.0,2019.0,4.0,21.0,20190416.0,61.35,12.0,13.0,1.0833333333333333,10912.0,,,,任期満了,66.51,,,,大崎町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8615407718876709,0.1384592281123292,,0.08615407718876708,0.046153076037443064,,6659.0,2.0,64.61538461538461,6.956330393560868,47.0,64.0,67.0,69.0,73.0,64.41666666666667,7.20484019407941,47.0,63.25,66.5,69.0,73.0,,,,,,,,512.0,,,6147.0,,,,,6659.0,,,,,,,,0.07688842168493767,,,0.9231115783150623,,,,,1.0,,,,,,,,0.07688842168493767,,,0.07692596485958852,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,1.0,,,11.0,,,,
天城町議会議員選挙（2006年12月03日投票）,天城町議会議員選挙,鹿児島県,天城町,20061203.0,2006.0,12.0,3.0,20061128.0,95.5,14.0,18.0,1.2857142857142858,5595.0,,,,任期満了,,,,,天城町議会議員選挙（2006年12月03日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.6612903225806451,0.15426944971537002,0.18444022770398483,0.05510752688172043,0.05142314990512334,0.06148007590132828,5270.0,1.0,54.55555555555556,6.985876404274733,42.0,47.25,57.0,60.75,63.0,52.857142857142854,6.947323666164473,42.0,46.25,54.0,58.5,63.0,,,,,,,,,,,5270.0,,,,,5270.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,14.0,,,,
天城町議会議員選挙（2010年12月05日投票）,天城町議会議員選挙,鹿児島県,天城町,20101205.0,2010.0,12.0,5.0,20101130.0,,14.0,17.0,1.2142857142857142,5365.0,,,-230.0,任期満了,95.5,,,,天城町議会議員選挙（2010年12月05日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.35294117647058826,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7085012087026591,0.29149879129734085,,0.06440920079115083,0.048583131882890145,,4964.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4964.0,,,,,4964.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,14.0,,,,
天城町議会議員選挙（2014年12月07日投票）,天城町議会議員選挙,鹿児島県,天城町,20141207.0,2014.0,12.0,7.0,20141202.0,92.13,14.0,16.0,1.1428571428571428,5108.0,,,-257.0,任期満了,,,,,天城町議会議員選挙（2014年12月07日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.625,0.3125,0.0625,0.6428571428571429,0.35714285714285715,0.0,0.6365397030342156,0.3339789111254573,0.02948138584032709,0.06365397030342156,0.06679578222509146,0.02948138584032709,4647.0,1.0,55.8125,8.110323282705814,41.0,50.0,55.5,62.0,69.0,54.0,6.98978847012861,41.0,50.0,54.5,58.25,65.0,,,,,,,,,,,4647.0,,,,,4647.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,14.0,,,,
天城町議会議員選挙（2018年12月02日投票）,天城町議会議員選挙,鹿児島県,天城町,20181202.0,2018.0,12.0,2.0,20181127.0,92.01,14.0,17.0,1.2142857142857142,,,,,任期満了,92.13,,,,天城町議会議員選挙（2018年12月02日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.681705948372615,0.24354657687991021,0.07474747474747474,0.06197326803387409,0.04870931537598204,0.07474747474747474,4455.0,1.0,60.294117647058826,7.489323427247876,45.0,57.0,61.0,65.0,73.0,60.357142857142854,7.593297259116499,45.0,57.25,61.0,64.5,73.0,,,,,,,,,,,4455.0,,,,,4455.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.058823529411764705,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,14.0,,,,
奄美市議会議員選挙（2007年10月28日投票）,奄美市議会議員選挙,鹿児島県,奄美市,20071028.0,2007.0,10.0,28.0,20071021.0,76.65,26.0,28.0,1.0769230769230769,38680.0,,,,任期満了,,,,,奄美市議会議員選挙（2007年10月28日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.03571428571428571,0.038461538461538464,0.5714285714285714,0.25,0.17857142857142858,0.5769230769230769,0.23076923076923078,0.19230769230769232,0.5575633826782372,0.24842606772162668,0.1940105496001361,0.03484771141738983,0.03548943824594667,0.03880210992002722,29385.0,6.0,53.82142857142857,9.677121662636539,25.0,50.75,56.5,59.25,66.0,53.30769230769231,9.777404212575783,25.0,50.25,56.5,59.0,66.0,,,3963.0,,,,,2175.0,,1091.0,18472.0,1356.0,,,2328.0,29385.0,,,0.13486472690148035,,,,,0.07401735579377233,,0.037127786285519826,0.6286200442402586,0.04614599285349668,,,0.07922409392547218,1.0,,,0.04495490896716012,,,,,0.037008677896886166,,0.037127786285519826,0.0330852654863294,0.04614599285349668,,,0.03961204696273609,,,3.0,,,,,2.0,,1.0,19.0,1.0,,,2.0,,,3.0,,,,,2.0,,1.0,17.0,1.0,,,2.0
奄美市議会議員選挙（2011年10月30日投票）,奄美市議会議員選挙,鹿児島県,奄美市,20111030.0,2011.0,10.0,30.0,20111023.0,77.81,24.0,30.0,1.25,37082.0,,,-1598.0,任期満了,76.65,,,,奄美市議会議員選挙（2011年10月30日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.75,0.25,0.0,0.6728017075474999,0.30480422687987685,0.022394065572623256,0.03364008537737499,0.038100528359984606,0.011197032786311628,28579.0,6.0,56.53333333333333,11.44765866406266,29.0,50.25,60.5,64.75,71.0,56.125,9.963736330647588,32.0,50.75,60.0,63.25,69.0,,,4412.0,,,,,1621.0,,681.0,15312.0,743.0,,,5810.0,28579.0,,,0.15437908954127155,,,,,0.05671996920815984,,0.023828685398369433,0.5357780188250114,0.02599811050071731,,,0.20329612652647047,1.0,,,0.03859477238531789,,,,,0.02835998460407992,,0.023828685398369433,0.03348612617656321,0.02599811050071731,,,0.03388268775441174,,,4.0,,,,,2.0,,1.0,16.0,1.0,,,6.0,,,4.0,,,,,1.0,,1.0,11.0,1.0,,,6.0
奄美市議会議員選挙（2015年10月25日投票）,奄美市議会議員選挙,鹿児島県,奄美市,20151025.0,2015.0,10.0,25.0,20151018.0,,24.0,26.0,1.0833333333333333,,,,,任期満了/2015年11月、渡京一郎氏の死去により、林山かつみ氏が繰り上げ当選しました,77.81,,,,奄美市議会議員選挙（2015年10月25日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.11538461538461539,0.125,0.7307692307692307,0.19230769230769232,0.07692307692307693,0.7916666666666666,0.125,0.08333333333333333,0.748591885350431,0.16401598409224663,0.08739213055732244,0.03939957291318058,0.03280319681844933,0.04369606527866122,25151.006,5.0,57.65384615384615,10.129706152972165,36.0,49.5,60.0,65.0,73.0,57.833333333333336,10.354816378006046,36.0,50.25,60.0,65.5,73.0,,,4191.1669999999995,,,,,1948.0,,,10173.998,992.0,,,7845.841,25151.006,,,0.16664013359942736,,,,,0.07745217030284991,,,0.4045165429963318,0.039441762289746975,,,0.31194939081164386,1.0,,,0.04166003339985684,,,,,0.038726085151424956,,,0.040451654299633176,0.039441762289746975,,,0.03466104342351598,,,4.0,,,,,2.0,,,10.0,1.0,,,9.0,,,4.0,,,,,2.0,,,8.0,1.0,,,9.0
奄美市議会議員選挙（2019年10月27日投票）,奄美市議会議員選挙,鹿児島県,奄美市,20191027.0,2019.0,10.0,27.0,20191020.0,66.57,22.0,24.0,1.0909090909090908,,,,,任期満了,,,,,奄美市議会議員選挙（2019年10月27日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7083333333333334,0.2916666666666667,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7662021905911172,0.2337978094088829,,0.04507071709359513,0.03339968705841184,,23508.997,5.0,57.208333333333336,10.862700579915149,33.0,49.5,58.0,67.25,77.0,57.40909090909091,10.994457657090399,33.0,50.5,58.0,67.75,77.0,,,4252.532,,,,,1535.0,,,8208.351999999999,786.0,,,8727.113,23508.996999999996,,,0.18088955475216578,,,,,0.06529415100099763,,,0.3491578989950103,0.033434008265005956,,,0.3712243869868204,1.0,,,0.045222388688041446,,,,,0.032647075500498814,,,0.049879699856430045,0.033434008265005956,,,0.03712243869868204,,,4.0,,,,,2.0,,,7.0,1.0,,,10.0,,,4.0,,,,,2.0,,,5.0,1.0,,,10.0
姶良市議会議員補欠選挙（2012年01月15日投票）,姶良市議会議員補欠選挙,鹿児島県,姶良市,20120115.0,2012.0,1.0,15.0,20120108.0,無投票,1.0,1.0,1.0,5941.0,,,,その他,,,,,姶良市議会議員補欠選挙（2012年01月15日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,
姶良市議会議員補欠選挙（2012年10月21日投票）,姶良市議会議員補欠選挙,鹿児島県,姶良市,20121021.0,2012.0,10.0,21.0,20121014.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,姶良市議会議員補欠選挙（2012年10月21日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,
