,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_西予維新の会,得票数_財政再建の会,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_西予維新の会,得票率_財政再建の会,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_西予維新の会,一人あたり得票率_財政再建の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_西予維新の会,立候補者数_財政再建の会,当選者数_みんなの党,当選者数_公明党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_西予維新の会,当選者数_財政再建の会
八幡浜市議会議員選挙（2003年04月27日投票）,八幡浜市議会議員選挙,愛媛県,八幡浜市,20030427.0,2003.0,4.0,27.0,20030420.0,,19.0,20.0,1.0526315789473684,26284.0,,,,その他,,,,,八幡浜市議会議員選挙（2003年04月27日投票）,1.0,20.0,19.0,1.0526315789473684,0.0,0.0,0.0,0.1,0.10526315789473684,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.05,,,21334.05,5.0,,,,,,,,,,,,,,,,1794.05,,,1054.0,,,,16547.0,1036.0,,903.0,,,21334.05,,0.08409326874175321,,,0.049404590314544125,,,,0.775614569198066,0.04856086865831851,,0.04232670308731816,,,1.0,,0.08409326874175321,,,0.049404590314544125,,,,0.04847591057487913,0.04856086865831851,,0.04232670308731816,,,,1.0,,,1.0,,,,16.0,1.0,,1.0,,,,1.0,,,1.0,,,,15.0,1.0,,1.0,,
八幡浜市議会議員選挙（2005年08月28日投票）,八幡浜市議会議員選挙,愛媛県,八幡浜市,20050828.0,2005.0,8.0,28.0,20050821.0,,23.0,29.0,1.2608695652173914,34602.0,,,8318.0,その他,,,,,八幡浜市議会議員選挙（2005年08月28日投票）,1.0,29.0,23.0,1.2608695652173914,0.0,0.0,0.0,0.06896551724137931,0.08695652173913043,0.0,0.1724137931034483,0.034482758620689655,0.0,0.17391304347826086,0.0,,0.19235224074474996,0.021288879266796564,,0.038470448148949996,0.021288879266796564,27714.0,5.0,,,,,,,,58.04347826086956,6.868189185244537,40.0,54.5,58.0,62.5,69.0,,1700.0,,,968.0,,785.0,,23524.0,737.0,,,,,27714.0,,0.061340838565346036,,,0.03492819513603233,,0.028325034278703903,,0.8488128743595295,0.02659305766038825,,,,,1.0,,0.061340838565346036,,,0.03492819513603233,,0.028325034278703903,,0.033952514974381176,0.02659305766038825,,,,,,1.0,,,1.0,,1.0,,25.0,1.0,,,,,,1.0,,,1.0,,1.0,,19.0,1.0,,,,
八幡浜市議会議員選挙（2009年08月09日投票）,八幡浜市議会議員選挙,愛媛県,八幡浜市,20090809.0,2009.0,8.0,9.0,20090802.0,71.14,19.0,20.0,1.0526315789473684,33180.0,,,-1422.0,任期満了,,,,,八幡浜市議会議員選挙（2009年08月09日投票）,1.0,20.0,19.0,1.0526315789473684,0.0,0.0,0.0,0.15,0.15789473684210525,0.85,0.1,0.05,0.8421052631578947,0.10526315789473684,0.05263157894736842,0.832250341997264,0.10495041039671682,0.06279924760601915,0.0489559024704273,0.05247520519835841,0.06279924760601915,23392.0,4.0,60.3,6.914477565225012,47.0,57.0,61.0,64.25,71.0,59.78947368421053,6.716663859923482,47.0,57.0,61.0,64.0,71.0,,1706.0,,,1212.0,,,,19354.0,1120.0,,,,,23392.0,,0.07293091655266758,,,0.051812585499316006,,,,0.8273768809849521,0.047879616963064295,,,,,1.0,,0.07293091655266758,,,0.051812585499316006,,,,0.048669228293232475,0.047879616963064295,,,,,,1.0,,,1.0,,,,17.0,1.0,,,,,,1.0,,,1.0,,,,16.0,1.0,,,,
八幡浜市議会議員選挙（2013年08月25日投票）,八幡浜市議会議員選挙,愛媛県,八幡浜市,20130825.0,2013.0,8.0,25.0,20130818.0,64.08,16.0,17.0,1.0625,,,,,任期満了,71.14,,,,八幡浜市議会議員選挙（2013年08月25日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.23529411764705882,0.1875,0.5294117647058824,0.4117647058823529,0.058823529411764705,0.5625,0.375,0.0625,0.5273513191235654,0.40845630247925674,0.06419237839717792,0.058594591013729484,0.05835090035417954,0.06419237839717792,20127.0,5.0,,,,,,,,60.875,7.490619133289317,48.0,53.0,61.0,67.25,73.0,,1337.0,,,1091.0,1141.0,,,15532.0,1026.0,,,,,20127.0,,0.0664281810503304,,,0.054205793213096834,0.05669001838326626,,,0.77169970686143,0.05097630049187658,,,,,1.0,,0.0664281810503304,,,0.054205793213096834,0.05669001838326626,,,0.05936151591241769,0.05097630049187658,,,,,,1.0,,,1.0,1.0,,,13.0,1.0,,,,,,1.0,,,1.0,1.0,,,12.0,1.0,,,,
八幡浜市議会議員選挙（2017年08月06日投票）,八幡浜市議会議員選挙,愛媛県,八幡浜市,20170806.0,2017.0,8.0,6.0,20170730.0,64.17,16.0,20.0,1.25,30180.0,,,,任期満了,64.08,,,,八幡浜市議会議員選挙（2017年08月06日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.1875,0.7,0.3,0.0,0.8125,0.1875,0.0,0.7802002920926351,0.21979970790736492,,0.055728592292331076,0.036633284651227484,,19172.0,0.0,61.95,9.046960815655167,44.0,56.5,60.5,69.5,77.0,60.6875,8.424063375236443,44.0,56.5,60.5,66.75,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八幡浜市議会議員選挙（2021年08月01日投票）,八幡浜市議会議員選挙,愛媛県,八幡浜市,20210801.0,2021.0,8.0,1.0,20210725.0,無投票,16.0,16.0,1.0,28421.0,13243.0,15178.0,-1759.0,任期満了/有権者数については選挙人名簿登録者数が表示されています,64.17,,,,八幡浜市議会議員選挙（2021年08月01日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.25,0.25,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,3.0,61.75,6.015604707757983,51.0,57.5,61.0,66.0,73.0,61.75,6.015604707757983,51.0,57.5,61.0,66.0,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,14.0,,,,,,,1.0,,,1.0,,,,14.0,,,,,
内子町議会議員選挙（2005年04月24日投票）,内子町議会議員選挙,愛媛県,内子町,20050424.0,2005.0,4.0,24.0,20050419.0,,22.0,26.0,1.181818181818182,16735.0,,,,任期満了,,,,,内子町議会議員選挙（2005年04月24日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.045454545454545456,0.8076923076923077,0.19230769230769232,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8291156840934372,0.17088431590656286,,0.039481699242544625,0.03417686318131257,,14384.0,3.0,57.23076923076923,7.860845972812596,40.0,52.0,58.0,62.0,70.0,57.36363636363637,8.031446459474466,40.0,52.0,59.0,62.0,70.0,,731.0,,,759.0,,,,12894.0,,,,,,14384.0,,0.05082035595105673,,,0.05276696329254728,,,,0.896412680756396,,,,,,1.0,,0.05082035595105673,,,0.02638348164627364,,,,0.03897446438071287,,,,,,,1.0,,,2.0,,,,23.0,,,,,,,1.0,,,1.0,,,,20.0,,,,,
内子町議会議員選挙（2009年04月19日投票）,内子町議会議員選挙,愛媛県,内子町,20090419.0,2009.0,4.0,19.0,20090414.0,77.93,18.0,19.0,1.0555555555555556,15933.0,,,-802.0,任期満了,,,,,内子町議会議員選挙（2009年04月19日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7566141860087648,0.20021100470702807,0.04317480928420711,0.05404387042919749,0.05005275117675702,0.04317480928420711,12322.0,4.0,58.73684210526316,7.158668688808128,44.0,53.0,60.0,64.0,70.0,58.111111111111114,6.8303968396905255,44.0,52.5,59.5,64.0,68.0,,963.0,,,677.0,,349.0,,10333.0,,,,,,12322.0,,0.0781528972569388,,,0.05494237948385002,,0.028323324135692256,,0.8385813991235189,,,,,,1.0,,0.0781528972569388,,,0.05494237948385002,,0.028323324135692256,,0.05241133744521993,,,,,,,1.0,,,1.0,,1.0,,16.0,,,,,,,1.0,,,1.0,,1.0,,15.0,,,,,
内子町議会議員選挙（2013年04月21日投票）,内子町議会議員選挙,愛媛県,内子町,20130421.0,2013.0,4.0,21.0,20130416.0,73.69,15.0,17.0,1.1333333333333333,15111.0,,,-822.0,任期満了,77.93,,,,内子町議会議員選挙（2013年04月21日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.7058823529411765,0.29411764705882354,0.0,0.8,0.2,0.0,0.7656631407648494,0.23433685923515052,,0.06380526173040411,0.046867371847030104,,11061.0,3.0,61.11764705882353,5.497404231744037,48.0,58.0,62.0,65.0,70.0,60.6,5.65449673563734,48.0,57.0,61.0,64.5,70.0,,749.0,,,585.0,,,,9727.0,,,,,,11061.0,,0.06771539643793509,,,0.05288852725793328,,,,0.8793960763041316,,,,,,1.0,,0.06771539643793509,,,0.05288852725793328,,,,0.058626405086942106,,,,,,,1.0,,,1.0,,,,15.0,,,,,,,1.0,,,1.0,,,,13.0,,,,,
内子町議会議員選挙（2017年04月23日投票）,内子町議会議員選挙,愛媛県,内子町,20170423.0,2017.0,4.0,23.0,20170418.0,68.32,15.0,16.0,1.0666666666666669,14590.0,,,-521.0,任期満了,73.69,,,,内子町議会議員選挙（2017年04月23日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8,0.2,0.0,0.7482828282828283,0.25171717171717173,,0.06235690235690236,0.06292929292929293,,9900.0,3.0,62.5625,7.541292578199045,44.0,59.75,64.5,68.25,72.0,62.13333333333333,7.597075460699042,44.0,59.5,64.0,67.5,72.0,,837.0,,,474.0,,,,8589.0,,,,,,9900.0,,0.08454545454545455,,,0.04787878787878788,,,,0.8675757575757576,,,,,,1.0,,0.08454545454545455,,,0.04787878787878788,,,,0.061969696969696966,,,,,,,1.0,,,1.0,,,,14.0,,,,,,,1.0,,,1.0,,,,13.0,,,,,
内子町議会議員選挙（2021年04月18日投票）,内子町議会議員選挙,愛媛県,内子町,20210418.0,2021.0,4.0,18.0,20210413.0,63.13,15.0,16.0,1.0666666666666669,13729.0,6510.0,7219.0,-861.0,任期満了,68.32,,,,内子町議会議員選挙（2021年04月18日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0625,0.06666666666666667,0.8125,0.125,0.0625,0.8666666666666667,0.13333333333333333,0.0,0.870510287109148,0.12251540160409159,0.006974311286760433,0.06696232977762677,0.061257700802045796,0.006974311286760433,8603.0,3.0,63.6875,9.712870005822172,37.0,60.75,65.5,70.25,76.0,63.93333333333333,9.983096825245271,37.0,62.0,67.0,70.5,76.0,,813.0,,,332.0,,,,7458.0,,,,,,8603.0,,0.09450191793560386,,,0.03859118912007439,,,,0.8669068929443218,,,,,,1.0,,0.09450191793560386,,,0.03859118912007439,,,,0.06192192092459441,,,,,,,1.0,,,1.0,,,,14.0,,,,,,,1.0,,,1.0,,,,13.0,,,,,
四国中央市議会議員補欠選挙（2008年04月20日投票）,四国中央市議会議員補欠選挙,愛媛県,四国中央市,20080420.0,2008.0,4.0,20.0,20080413.0,20.37,1.0,2.0,2.0,74448.0,,,,その他,,,,,四国中央市議会議員補欠選挙（2008年04月20日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.39299557032115173,0.6070044296788483,,0.39299557032115173,0.6070044296788483,14448.0,1.0,62.0,4.0,58.0,60.0,62.0,64.0,66.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,14448.0,,,,,,14448.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,
四国中央市議会議員補欠選挙（2012年04月22日投票）,四国中央市議会議員補欠選挙,愛媛県,四国中央市,20120422.0,2012.0,4.0,22.0,20120415.0,24.38,1.0,3.0,3.0,74931.0,,,483.0,その他,20.37,,,,四国中央市議会議員補欠選挙（2012年04月22日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,17831.0,1.0,58.333333333333336,1.699673171197595,56.0,57.5,59.0,59.5,60.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,17831.0,,,,,,17831.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,
四国中央市議会議員選挙（2008年11月09日投票）,四国中央市議会議員選挙,愛媛県,四国中央市,20081109.0,2008.0,11.0,9.0,20081102.0,63.2,28.0,30.0,1.0714285714285714,76207.0,,,,任期満了,,,,,四国中央市議会議員選挙（2008年11月09日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.8333333333333334,0.16666666666666666,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8588825369816568,0.1411174630183432,,0.03435530147926627,0.02822349260366864,,47626.98999999999,4.0,59.13333333333333,7.826166934642328,39.0,55.25,59.5,65.75,71.0,58.964285714285715,8.064393267661876,39.0,55.0,59.0,66.0,71.0,,4774.16,,,5181.26,,1121.0,,36550.57,,,,,,47626.99,,0.10024064086351038,,,0.10878831519690832,,0.023537074251385612,,0.7674339696881958,,,,,,1.0,,0.03341354695450346,,,0.03626277173230277,,0.023537074251385612,,0.03336669433426938,,,,,,,3.0,,,3.0,,1.0,,23.0,,,,,,,3.0,,,3.0,,1.0,,21.0,,,,,
四国中央市議会議員選挙（2012年11月11日投票）,四国中央市議会議員選挙,愛媛県,四国中央市,20121111.0,2012.0,11.0,11.0,20121104.0,無投票,26.0,26.0,1.0,75713.0,,,-494.0,任期満了,63.2,,,,四国中央市議会議員選挙（2012年11月11日投票）,1.0,26.0,26.0,1.0,1.0,1.0,0.0,0.07692307692307693,0.07692307692307693,0.7307692307692307,0.2692307692307692,0.0,0.7307692307692307,0.2692307692307692,0.0,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,19.0,,,2.0,,,,2.0,,,3.0,,,,19.0,,,2.0,,
四国中央市議会議員選挙（2016年11月13日投票）,四国中央市議会議員選挙,愛媛県,四国中央市,20161113.0,2016.0,11.0,13.0,20161106.0,55.22,22.0,28.0,1.2727272727272727,75153.0,,,-560.0,任期満了,,,,,四国中央市議会議員選挙（2016年11月13日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.03571428571428571,0.045454545454545456,0.75,0.14285714285714285,0.10714285714285714,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.8209991786400818,0.12574322158817233,0.053257599771745934,0.03909519898286103,0.03143580539704308,0.017752533257248643,41048.996,4.0,61.17857142857143,9.169255973198744,35.0,58.0,63.0,66.0,79.0,61.54545454545455,9.675307243076773,35.0,58.0,64.0,66.75,79.0,,3839.0,,,4679.0,,,,28713.81,,,3817.186,,,41048.996,,0.09352238481058099,,,0.11398573548546717,,,,0.6995009086214923,,,0.09299097108245961,,,1.0,,0.046761192405290496,,,0.03799524516182239,,,,0.03330956707721392,,,0.04649548554122981,,,,2.0,,,3.0,,,,21.0,,,2.0,,,,2.0,,,3.0,,,,15.0,,,2.0,,
四国中央市議会議員選挙（2020年11月15日投票）,四国中央市議会議員選挙,愛媛県,四国中央市,20201115.0,2020.0,11.0,15.0,20201108.0,54.01,22.0,26.0,1.181818181818182,,,,,任期満了,55.22,,,,四国中央市議会議員選挙（2020年11月15日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.045454545454545456,0.6923076923076923,0.3076923076923077,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7324992268328148,0.2675007731671851,,0.040694401490711934,0.03343759664589814,,38545.997,5.0,62.34615384615385,10.73076923076923,38.0,56.5,64.5,69.75,83.0,60.68181818181818,10.239790319392482,38.0,55.25,62.0,68.0,74.0,,3481.0,532.696,,3457.0,,,,27309.46,,,3765.841,,,38545.997,,0.09030769135378701,0.013819748909335513,,0.08968505860673417,,,,0.7084901708470531,,,0.09769733028309009,,,1.0,,0.045153845676893505,0.013819748909335513,,0.02989501953557806,,,,0.03936056504705851,,,0.048848665141545046,,,,2.0,1.0,,3.0,,,,18.0,,,2.0,,,,2.0,0.0,,2.0,,,,17.0,,,1.0,,
大洲市議会議員補欠選挙（2018年05月20日投票）,大洲市議会議員補欠選挙,愛媛県,大洲市,20180520.0,2018.0,5.0,20.0,20180513.0,無投票,1.0,1.0,1.0,,,,,辞職,,,,,大洲市議会議員補欠選挙（2018年05月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
大洲市議会議員選挙（2009年09月13日投票）,大洲市議会議員選挙,愛媛県,大洲市,20090913.0,2009.0,9.0,13.0,20090906.0,無投票,25.0,25.0,1.0,40539.0,,,,任期満了,,,,,大洲市議会議員選挙（2009年09月13日投票）,1.0,25.0,25.0,1.0,1.0,1.0,0.0,0.08,0.08,0.88,0.04,0.08,0.88,0.04,0.08,,,,,,,0.0,5.0,59.04,8.022368727501872,36.0,54.0,60.0,64.0,76.0,59.04,8.022368727501872,36.0,54.0,60.0,64.0,76.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,8.0,,,14.0,,,,1.0,,,1.0,,1.0,,8.0,,,14.0,,
大洲市議会議員選挙（2013年09月08日投票）,大洲市議会議員選挙,愛媛県,大洲市,20130908.0,2013.0,9.0,8.0,20130901.0,69.31,22.0,24.0,1.0909090909090908,,,,,任期満了,,,,,大洲市議会議員選挙（2013年09月08日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7916666666666666,0.20833333333333334,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7780374712557018,0.22196252874429825,,0.040949340592405355,0.044392505748859654,,26527.0,5.0,58.833333333333336,6.938219432166215,40.0,54.75,61.0,64.0,71.0,58.36363636363637,7.055271752677725,40.0,54.25,59.0,63.75,71.0,,1299.0,,,1059.21,,851.0,,11352.0,,,11965.79,,,26527.0,,0.048968975006597054,,,0.039929505786557094,,0.032080521732574356,,0.42794134278282503,,,0.4510796546914465,,,1.0,,0.048968975006597054,,,0.039929505786557094,,0.032080521732574356,,0.038903758434802274,,,0.045107965469144654,,,,1.0,,,1.0,,1.0,,11.0,,,10.0,,,,1.0,,,1.0,,1.0,,10.0,,,9.0,,
大洲市議会議員選挙（2017年09月03日投票）,大洲市議会議員選挙,愛媛県,大洲市,20170903.0,2017.0,9.0,3.0,20170827.0,64.92,21.0,22.0,1.0476190476190477,,,,,任期満了,69.31,,,,大洲市議会議員選挙（2017年09月03日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.13636363636363635,0.09523809523809523,0.9090909090909091,0.09090909090909091,0.0,0.9523809523809523,0.047619047619047616,0.0,0.9217858295931499,0.07821417040685011,,0.0460892914796575,0.039107085203425054,,24189.989999999998,0.0,60.0,7.920055096227092,40.0,55.0,60.0,66.0,72.0,60.38095238095238,7.9070564655953595,40.0,58.0,60.0,66.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宇和島市議会議員選挙（2005年09月11日投票）,宇和島市議会議員選挙,愛媛県,宇和島市,20050911.0,2005.0,9.0,11.0,20050904.0,100.0,30.0,44.0,1.4666666666666666,75721.0,,,,その他,,,,,宇和島市議会議員選挙（2005年09月11日投票）,1.0,44.0,30.0,1.4666666666666666,0.0,0.0,0.0,0.022727272727272728,0.03333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.022727272727272728,,60911.0,5.0,57.31818181818182,7.818313952371781,38.0,53.0,58.0,62.25,74.0,55.8,7.20370275159472,38.0,53.0,57.0,60.0,66.0,,7273.0,,,1740.0,,,,39950.0,2139.0,,9809.0,,,60911.0,,0.11940372018190475,,,0.02856626881844002,,,,0.6558749651130338,0.035116809771634026,,0.16103823611498744,,,1.0,,0.029850930045476187,,,0.01428313440922001,,,,0.021157256939130124,0.035116809771634026,,0.026839706019164574,,,,4.0,,,2.0,,,,31.0,1.0,,6.0,,,,4.0,,,1.0,,,,19.0,1.0,,5.0,,
宇和島市議会議員選挙（2009年08月30日投票）,宇和島市議会議員選挙,愛媛県,宇和島市,20090830.0,2009.0,8.0,30.0,20090823.0,81.03,28.0,31.0,1.1071428571428572,72722.0,,,-2999.0,任期満了,100.0,,,,宇和島市議会議員選挙（2009年08月30日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.03225806451612903,0.03571428571428571,0.7419354838709677,0.25806451612903225,0.0,0.8214285714285714,0.17857142857142858,0.0,0.7694159094476516,0.2305840905523484,,0.033452865628158766,0.02882301131904355,,57337.0,5.0,57.193548387096776,7.275319990030412,42.0,50.0,59.0,62.0,70.0,57.67857142857143,6.824606589543518,42.0,53.75,59.5,62.0,70.0,,6959.0,,,1933.0,,,,17187.0,1884.0,,29374.0,,,57337.0,,0.12137014493259152,,,0.0337129602176605,,,,0.2997540854945323,0.032858363709297664,,0.512304445645918,,,1.0,,0.040456714977530506,,,0.0337129602176605,,,,0.02997540854945323,0.032858363709297664,,0.03201902785286988,,,,3.0,,,1.0,,,,10.0,1.0,,16.0,,,,3.0,,,1.0,,,,7.0,1.0,,16.0,,
宇和島市議会議員選挙（2013年09月01日投票）,宇和島市議会議員選挙,愛媛県,宇和島市,20130901.0,2013.0,9.0,1.0,20130825.0,68.37,26.0,28.0,1.0769230769230769,69390.0,,,-3332.0,任期満了,81.03,,,,宇和島市議会議員選挙（2013年09月01日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.03571428571428571,0.038461538461538464,0.7857142857142857,0.21428571428571427,0.0,0.8461538461538461,0.15384615384615385,0.0,0.805223044737689,0.1947769552623109,,0.03660104748807677,0.032462825877051814,,46605.0,5.0,,,,,,,,,,,,,,,,5741.0,,,1423.0,,,,10450.58,1263.0,,27727.42,,,46605.0,,0.12318420770303616,,,0.030533204591781996,,,,0.22423731359296212,0.0271000965561635,,0.5949451775560561,,,1.0,,0.04106140256767872,,,0.030533204591781996,,,,0.03203390194185173,0.0271000965561635,,0.03718407359725351,,,,3.0,,,1.0,,,,7.0,1.0,,16.0,,,,3.0,,,1.0,,,,5.0,1.0,,16.0,,
宇和島市議会議員選挙（2017年08月27日投票）,宇和島市議会議員選挙,愛媛県,宇和島市,20170827.0,2017.0,8.0,27.0,20170820.0,70.02,24.0,33.0,1.375,66755.0,,,-2635.0,任期満了,68.37,,,,宇和島市議会議員選挙（2017年08月27日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.15151515151515152,0.08333333333333333,0.5151515151515151,0.48484848484848486,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6129411636427076,0.38705883635729244,,0.03605536256721809,0.024191177272330777,,45856.0,0.0,57.515151515151516,8.24298126460071,37.0,54.0,58.0,64.0,70.0,58.416666666666664,7.809805090753261,37.0,55.0,58.0,64.25,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宇和島市議会議員選挙（2021年08月29日投票）,宇和島市議会議員選挙,愛媛県,宇和島市,20210829.0,2021.0,8.0,29.0,20210822.0,,24.0,27.0,1.125,,,,,任期満了,70.02,,,,宇和島市議会議員選挙（2021年08月29日投票）,1.0,27.0,0.0,inf,0.0,0.0,0.0,0.18518518518518517,0.0,0.8148148148148148,0.14814814814814814,0.037037037037037035,0.0,0.0,0.0,,,,,,,0.0,4.0,60.44444444444444,7.922463764433728,41.0,54.0,60.0,67.5,74.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,11.0,,,12.0,,,,0.0,,,0.0,,,,0.0,,,0.0,,
愛南町議会議員選挙（2005年04月24日投票）,愛南町議会議員選挙,愛媛県,愛南町,20050424.0,2005.0,4.0,24.0,20050419.0,87.22,24.0,32.0,1.3333333333333333,23090.0,,,,その他,,,,,愛南町議会議員選挙（2005年04月24日投票）,1.0,32.0,24.0,1.3333333333333333,0.0,0.0,0.0,0.03125,0.0,0.0,0.03125,0.25,0.0,0.041666666666666664,0.125,,0.03034846884899683,0.19686227183587268,,0.03034846884899683,0.024607783979484085,19887.0,3.0,,,,,,,,,,,,,,,,1141.0,,,465.0,,,,18281.0,,,,,,19887.0,,0.05737416402675114,,,0.02338210891537185,,,,0.919243727057877,,,,,,1.0,,0.05737416402675114,,,0.02338210891537185,,,,0.0306414575685959,,,,,,,1.0,,,1.0,,,,30.0,,,,,,,1.0,,,1.0,,,,22.0,,,,,
