,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_ひろかわまちをマトモにする会,得票数_ふくおかネットワーク,得票数_ふくおか市民政治,得票数_ふくおか市民政治ネットワーク,得票数_ふくおか市民政治ネットワーク・北九州,得票数_ふくおか平成会,得票数_みどり福岡,得票数_みらい福岡,得票数_みんなの党,得票数_みんなの改革福岡,得票数_サラリーマン新党,得票数_サラリーマン新党福岡県本部,得票数_久留米党,得票数_公明党,得票数_国民民主党,得票数_子供達にツケをまわすな会,得票数_平成会,得票数_幸福実現党,得票数_愛と平和の党,得票数_日本共産,得票数_日本共産党,得票数_日本創新党,得票数_日本新進党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_福政会,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_ひろかわまちをマトモにする会,得票率_ふくおかネットワーク,得票率_ふくおか市民政治,得票率_ふくおか市民政治ネットワーク,得票率_ふくおか市民政治ネットワーク・北九州,得票率_ふくおか平成会,得票率_みどり福岡,得票率_みらい福岡,得票率_みんなの党,得票率_みんなの改革福岡,得票率_サラリーマン新党,得票率_サラリーマン新党福岡県本部,得票率_久留米党,得票率_公明党,得票率_国民民主党,得票率_子供達にツケをまわすな会,得票率_平成会,得票率_幸福実現党,得票率_愛と平和の党,得票率_日本共産,得票率_日本共産党,得票率_日本創新党,得票率_日本新進党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_福政会,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_ひろかわまちをマトモにする会,一人あたり得票率_ふくおかネットワーク,一人あたり得票率_ふくおか市民政治,一人あたり得票率_ふくおか市民政治ネットワーク,一人あたり得票率_ふくおか市民政治ネットワーク・北九州,一人あたり得票率_ふくおか平成会,一人あたり得票率_みどり福岡,一人あたり得票率_みらい福岡,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革福岡,一人あたり得票率_サラリーマン新党,一人あたり得票率_サラリーマン新党福岡県本部,一人あたり得票率_久留米党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_子供達にツケをまわすな会,一人あたり得票率_平成会,一人あたり得票率_幸福実現党,一人あたり得票率_愛と平和の党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本新進党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_福政会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_ひろかわまちをマトモにする会,立候補者数_ふくおかネットワーク,立候補者数_ふくおか市民政治,立候補者数_ふくおか市民政治ネットワーク,立候補者数_ふくおか市民政治ネットワーク・北九州,立候補者数_ふくおか平成会,立候補者数_みどり福岡,立候補者数_みらい福岡,立候補者数_みんなの党,立候補者数_みんなの改革福岡,立候補者数_サラリーマン新党,立候補者数_サラリーマン新党福岡県本部,立候補者数_久留米党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_子供達にツケをまわすな会,立候補者数_平成会,立候補者数_幸福実現党,立候補者数_愛と平和の党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本新進党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_福政会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_ひろかわまちをマトモにする会,当選者数_ふくおかネットワーク,当選者数_ふくおか市民政治,当選者数_ふくおか市民政治ネットワーク,当選者数_ふくおか市民政治ネットワーク・北九州,当選者数_ふくおか平成会,当選者数_みどり福岡,当選者数_みらい福岡,当選者数_みんなの党,当選者数_みんなの改革福岡,当選者数_サラリーマン新党,当選者数_サラリーマン新党福岡県本部,当選者数_久留米党,当選者数_公明党,当選者数_国民民主党,当選者数_子供達にツケをまわすな会,当選者数_平成会,当選者数_幸福実現党,当選者数_愛と平和の党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本新進党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_福政会,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党
田川市議会議員選挙（2015年04月26日投票）,田川市議会議員選挙,福岡県,田川市,20150426.0,2015.0,4.0,26.0,20150419.0,73.17,20.0,23.0,1.15,39962.0,,,-1216.0,任期満了,72.09,,,,田川市議会議員選挙（2015年04月26日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.05,0.6086956521739131,0.2608695652173913,0.13043478260869565,0.7,0.2,0.1,0.674999128403584,0.23717881672070565,0.08782205487571035,0.048214223457398855,0.03952980278678427,0.029274018291903448,28683.0,5.0,59.65217391304348,10.642853064900342,37.0,52.0,64.0,68.0,76.0,59.75,11.058367872339932,37.0,51.25,64.5,68.0,76.0,,,,,,,,,,,,,,,2644.0,,,,,,,2932.0,,,,,1274.0,,18712.0,3121.0,,,,,,,28683.0,,,,,,,,,,,,,,,0.09218003695568804,,,,,,,0.10222082766795663,,,,,0.04441655335913259,,0.6523724854443399,0.10881009657288289,,,,,,,1.0,,,,,,,,,,,,,,,0.04609001847784402,,,,,,,0.05111041383397832,,,,,0.04441655335913259,,0.040773280340271244,0.054405048286441444,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,16.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,13.0,2.0,,,,,,
田川市議会議員選挙（2019年04月21日投票）,田川市議会議員選挙,福岡県,田川市,20190421.0,2019.0,4.0,21.0,20190414.0,67.14,20.0,22.0,1.1,39209.0,,,-753.0,任期満了,73.17,,,,田川市議会議員選挙（2019年04月21日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,,,,,,,,,,,,,25817.0,5.0,61.81818181818182,10.205329996162718,41.0,53.75,62.0,69.75,80.0,60.6,9.728309205612248,41.0,52.5,59.5,69.25,74.0,,,,,,,,,,,,,,,2594.0,946.0,,,,,,2946.0,,,,,,,16378.0,2953.0,,,,,,,25817.0,,,,,,,,,,,,,,,0.10047643025913158,0.036642522368981675,,,,,,0.11411085718712476,,,,,,,0.6343881938257737,0.11438199635898827,,,,,,,1.0,,,,,,,,,,,,,,,0.05023821512956579,0.036642522368981675,,,,,,0.05705542859356238,,,,,,,0.042292546255051584,0.057190998179494135,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,15.0,2.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,,,,,13.0,2.0,,,,,,
直方市議会議員選挙（1999年04月25日投票）,直方市議会議員選挙,福岡県,直方市,19990425.0,1999.0,4.0,25.0,19990418.0,70.31,25.0,26.0,1.04,48168.0,,,,任期満了,,,,,直方市議会議員選挙（1999年04月25日投票）,1.0,26.0,25.0,1.04,0.0,0.0,0.0,0.038461538461538464,0.04,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.038461538461538464,,,33415.0,4.0,55.11538461538461,8.139773778168735,37.0,51.0,55.0,61.75,70.0,55.24,8.276617666655866,37.0,51.0,55.0,62.0,70.0,,,,,,,,,,,,,,,3242.0,,,,,,,3312.0,,,,,,,25675.0,1186.0,,,,,,,33415.0,,,,,,,,,,,,,,,0.09702229537632799,,,,,,,0.09911716295077061,,,,,,,0.7683674996259166,0.035493042046984884,,,,,,,1.0,,,,,,,,,,,,,,,0.048511147688163996,,,,,,,0.033039054316923534,,,,,,,0.03841837498129583,0.035493042046984884,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,20.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,19.0,1.0,,,,,,
直方市議会議員選挙（2003年04月27日投票）,直方市議会議員選挙,福岡県,直方市,20030427.0,2003.0,4.0,27.0,20030420.0,71.26,25.0,28.0,1.12,48042.0,,,-126.0,任期満了,70.31,,,,直方市議会議員選挙（2003年04月27日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.03571428571428571,0.04,0.7142857142857143,0.2857142857142857,0.0,0.72,0.28,0.0,0.7078869340001787,0.2921130659998214,,0.03539434670000893,0.036514133249977675,,33591.0,6.0,56.785714285714285,9.65977352166167,35.0,51.0,58.0,63.0,74.0,56.32,9.098219606054803,35.0,51.0,58.0,63.0,74.0,,,,,,,,,,,,,,,3471.0,,,,,,,2745.0,,,,,986.0,,22618.0,1202.0,,,,,,2569.0,33591.0,,,,,,,,,,,,,,,0.10333124944181477,,,,,,,0.08171831740644815,,,,,0.02935310053288083,,0.6733351195260635,0.035783394361584946,,,,,,0.07647881873120776,1.0,,,,,,,,,,,,,,,0.05166562472090738,,,,,,,0.027239439135482716,,,,,0.02935310053288083,,0.03366675597630318,0.035783394361584946,,,,,,0.07647881873120776,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,1.0,,20.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,18.0,1.0,,,,,,1.0
直方市議会議員選挙（2007年04月22日投票）,直方市議会議員選挙,福岡県,直方市,20070422.0,2007.0,4.0,22.0,20070415.0,71.32,21.0,23.0,1.0952380952380951,48099.0,,,57.0,任期満了,71.26,,,,直方市議会議員選挙（2007年04月22日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.043478260869565216,0.047619047619047616,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.8079511423969457,0.13883642546083638,0.05321243214221798,0.04252374433668135,0.04627880848694546,0.05321243214221798,33526.0,5.0,57.30434782608695,7.881926395564982,39.0,51.0,58.0,63.0,71.0,57.19047619047619,7.81097547483544,39.0,52.0,58.0,63.0,71.0,,,,,,,,,,,,,,,4046.0,,,,,,,3542.0,,,,,1472.0,,23141.000000000004,1325.0,,,,,,,33526.0,,,,,,,,,,,,,,,0.12068245540774325,,,,,,,0.10564934677563682,,,,,0.043906222036628285,,0.6902404104277279,0.039521565352263914,,,,,,,1.0,,,,,,,,,,,,,,,0.060341227703871625,,,,,,,0.05282467338781841,,,,,0.043906222036628285,,0.040602377083983995,0.039521565352263914,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,17.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,15.0,1.0,,,,,,
直方市議会議員選挙（2011年04月24日投票）,直方市議会議員選挙,福岡県,直方市,20110424.0,2011.0,4.0,24.0,20110417.0,65.18,19.0,24.0,1.263157894736842,47731.0,,,-368.0,任期満了,71.32,,,,直方市議会議員選挙（2011年04月24日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.041666666666666664,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6842105263157895,0.3157894736842105,0.0,0.7136132458194532,0.28638675418054677,,0.044600827863715824,0.035798344272568346,,30319.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3891.0,,,,,,,2929.04,,,,,1212.0,,21297.96,989.0,,,,,,,30319.0,,,,,,,,,,,,,,,0.12833536726145323,,,,,,,0.09660740789603879,,,,,0.039974933210198224,,0.7024624822718427,0.03261980936046703,,,,,,,1.0,,,,,,,,,,,,,,,0.06416768363072661,,,,,,,0.048303703948019396,,,,,0.039974933210198224,,0.03902569345954682,0.03261980936046703,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,18.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,14.0,0.0,,,,,,
直方市議会議員選挙（2015年04月26日投票）,直方市議会議員選挙,福岡県,直方市,20150426.0,2015.0,4.0,26.0,20150419.0,53.49,19.0,22.0,1.1578947368421053,,,,,任期満了,65.18,,,,直方市議会議員選挙（2015年04月26日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.045454545454545456,0.05263157894736842,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.683127406931964,0.26700898587933247,0.04986360718870347,0.045541827128797605,0.044501497646555414,0.04986360718870347,24928.0,4.0,58.09090909090909,10.304055207490315,34.0,55.25,60.5,65.25,74.0,58.26315789473684,10.025452373377409,34.0,55.5,61.0,64.5,74.0,,,,,,,,,,,,,,,3154.0,,,,,,,3457.12,,,,,1174.0,,17142.88,,,,,,,,24928.0,,,,,,,,,,,,,,,0.12652439024390244,,,,,,,0.1386842105263158,,,,,0.04709563543003851,,0.6876957637997433,,,,,,,,1.0,,,,,,,,,,,,,,,0.06326219512195122,,,,,,,0.0462280701754386,,,,,0.04709563543003851,,0.042980985237483955,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,1.0,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,1.0,,13.0,,,,,,,
直方市議会議員選挙（2019年04月21日投票）,直方市議会議員選挙,福岡県,直方市,20190421.0,2019.0,4.0,21.0,20190414.0,55.84,19.0,23.0,1.2105263157894737,,,,,任期満了,53.49,,,,直方市議会議員選挙（2019年04月21日投票）,1.0,23.0,19.0,1.2105263157894737,0.0,0.0,0.0,0.13043478260869565,0.10526315789473684,0.6521739130434783,0.30434782608695654,0.043478260869565216,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.5957562253813327,0.3432302458596492,0.06101352875901825,0.039717081692088846,0.049032892265664166,0.06101352875901825,25731.998000000003,3.0,59.608695652173914,10.813595027978048,31.0,53.0,61.0,66.5,78.0,60.8421052631579,9.466078818573505,40.0,55.5,64.0,66.5,78.0,,,,,,,,,,,,,,,3235.0,,,,,,,2732.306,,,,,,,19764.692,,,,,,,,25731.998,,,,,,,,,,,,,,,0.12571895893976054,,,,,,,0.10618320427352747,,,,,,,0.768097836786712,,,,,,,,1.0,,,,,,,,,,,,,,,0.06285947946988027,,,,,,,0.035394401424509156,,,,,,,0.04267210204370622,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,15.0,,,,,,,
福岡市議会議員選挙（1999年04月11日投票）,福岡市議会議員選挙,福岡県,福岡市,19990411.0,1999.0,4.0,11.0,19990402.0,102.11,0.0,89.0,,979349.0,,,,任期満了,,,,,福岡市議会議員選挙（1999年04月11日投票）,7.0,89.0,63.0,1.4126984126984128,0.0,0.0,0.0,0.0898876404494382,0.06349206349206349,0.5730337078651685,0.42696629213483145,0.0,0.7619047619047619,0.23809523809523808,0.0,0.7084580736537983,0.29154192634620174,,0.013891334777525457,0.007672155956478993,,477993.0,9.0,51.48314606741573,10.014722151172302,27.0,47.0,52.0,57.0,81.0,52.714285714285715,10.360836779696427,27.0,47.0,54.0,59.0,81.0,,,13922.0,,,,,,,,,,,,78776.0,,,12830.0,,,,44552.0,,,,,22232.0,,71377.0,35402.0,72043.0,,,,,126859.0,477993.0,,,0.029125949543194148,,,,,,,,,,,,0.16480576075381856,,,0.026841397258955676,,,,0.09320638586757547,,,,,0.046511141376547355,,0.14932645457151048,0.07406384612326959,0.15071978041519438,,,,,0.26539928408993435,1.0,,,0.014562974771597074,,,,,,,,,,,,0.014982341886710777,,,0.013420698629477838,,,,0.011650798233446934,,,,,0.011627785344136839,,0.005973058182860419,0.012343974353878266,0.012559981701266197,,,,,0.013968383373154439,,,2.0,,,,,,,,,,,,11.0,,,2.0,,,,8.0,,,,,4.0,,25.0,6.0,12.0,,,,,19.0,,,2.0,,,,,,,,,,,,11.0,,,2.0,,,,7.0,,,,,2.0,,6.0,4.0,10.0,,,,,19.0
福岡市議会議員選挙（2003年04月13日投票）,福岡市議会議員選挙,福岡県,福岡市,20030413.0,2003.0,4.0,13.0,20030404.0,47.73,0.0,81.0,,1039339.0,,,59990.0,任期満了,102.11,,,,福岡市議会議員選挙（2003年04月13日投票）,7.0,81.0,63.0,1.2857142857142858,0.0,0.0,0.0,0.09876543209876543,0.09523809523809523,0.654320987654321,0.30864197530864196,0.037037037037037035,0.7777777777777778,0.1746031746031746,0.047619047619047616,0.7270705295952866,0.236701695964095,0.036227774440618365,0.01371831187915635,0.0094680678385638,0.012075924813539455,482695.95,10.0,52.71604938271605,10.029874595059656,31.0,46.0,54.0,60.0,76.0,53.46031746031746,9.228708480425592,31.0,47.0,54.0,60.0,70.0,,,15320.0,,,,13950.0,,,,,,,,91510.5,,6442.0,,,,,43867.45,,,,,36537.0,,56153.0,23334.0,78638.0,,,,,116944.0,482695.95,,,0.031738405926132175,,,,0.028900180330910172,,,,,,,,0.1895820754244986,,0.013345875390087693,,,,,0.09088008714388425,,,,,0.07569361209680753,,0.11633203054635118,0.04834098980942351,0.16291414916574296,,,,,0.24227259416616195,1.0,,,0.015869202963066088,,,,0.014450090165455086,,,,,,,,0.015798506285374884,,0.0033364688475219233,,,,,0.011360010892985531,,,,,0.015138722419361506,,0.008948617734334707,0.012085247452355877,0.012531857628134073,,,,,0.013459588564786774,,,2.0,,,,2.0,,,,,,,,12.0,,4.0,,,,,8.0,,,,,5.0,,13.0,4.0,13.0,,,,,18.0,,,2.0,,,,2.0,,,,,,,,12.0,,0.0,,,,,6.0,,,,,4.0,,7.0,3.0,10.0,,,,,17.0
福岡市議会議員選挙（2007年04月08日投票）,福岡市議会議員選挙,福岡県,福岡市,20070408.0,2007.0,4.0,8.0,20070330.0,49.94,0.0,101.0,,1087180.0,,,47841.0,任期満了,47.73,,,,福岡市議会議員選挙（2007年04月08日投票）,7.0,101.0,63.0,1.6031746031746033,0.0,0.0,0.0,0.1188118811881188,0.14285714285714285,0.5346534653465347,0.4158415841584158,0.04950495049504951,0.7142857142857143,0.25396825396825395,0.031746031746031744,0.6604415254495346,0.29363047094218886,0.04592800360827649,0.012230398619435826,0.006991201689099735,0.009185600721655297,530691.04,10.0,51.20792079207921,11.485088767342033,20.0,44.0,54.0,59.0,72.0,52.87301587301587,9.81494174107521,28.0,46.0,54.0,60.0,72.0,,,14252.0,,,,,11441.529999999999,46795.0,,,,,,88511.4,,,10736.0,,,,41158.64,,,,,77363.47,,93215.0,5897.0,,,,,,141321.0,530691.04,,,0.02685555045361233,,,,,0.02155968188194773,0.08817748270255325,,,,,,0.16678517881138522,,,0.020230226611702356,,,,0.07755668910483206,,,,,0.14577873785093487,,0.17564833956872533,0.011111926819039566,,,,,,0.2662961861952672,1.0,,,0.00895185015120411,,,,,0.003593280313657955,0.011022185337819157,,,,,,0.013898764900948768,,,0.010115113305851178,,,,0.009694586138104007,,,,,0.01822234223136686,,0.005666075469958881,0.011111926819039566,,,,,,0.012104372099784872,,,3.0,,,,,6.0,8.0,,,,,,12.0,,,2.0,,,,8.0,,,,,8.0,,31.0,1.0,,,,,,22.0,,,3.0,,,,,0.0,6.0,,,,,,12.0,,,1.0,,,,6.0,,,,,8.0,,7.0,1.0,,,,,,19.0
福岡市議会議員選挙（2011年04月10日投票）,福岡市議会議員選挙,福岡県,福岡市,20110410.0,2011.0,4.0,10.0,20110401.0,43.02,62.0,96.0,1.5483870967741935,1128737.0,,,41557.0,任期満了,49.94,,,,福岡市議会議員選挙（2011年04月10日投票）,7.0,96.0,62.0,1.5483870967741935,0.0,0.0,0.0,0.13541666666666666,0.08064516129032258,0.5208333333333334,0.4479166666666667,0.03125,0.7096774193548387,0.24193548387096775,0.04838709677419355,0.6353804011793951,0.32968780100021455,0.03493179782039041,0.012707608023587901,0.007667158162795687,0.011643932606796803,475498.0,11.0,,,,,,,,52.306451612903224,9.729550448251864,32.0,46.25,54.5,59.0,71.0,,,,,11475.89,,,,37559.0,25216.0,,,,,84894.26,,,6799.0,,,,34245.74,2279.0,,,,75444.0,,63512.0,3927.0,,,,,,130146.11,475498.0,,,,,0.024134465339496695,,,,0.07898876546273591,0.05303071726905265,,,,,0.1785375753420624,,,0.014298693159592679,,,,0.07202078662791431,0.004792869791250437,,,,0.15866312792062218,,0.13356943667481253,0.008258709815814157,,,,,,0.27370485259664606,1.0,,,,,0.008044821779832232,,,,0.011284109351819416,0.008838452878175442,,,,,0.0148781312785052,,,0.014298693159592679,,,,0.010288683803987758,0.004792869791250437,,,,0.009916445495038886,,0.005807366811948371,0.008258709815814157,,,,,,0.014405518557718214,,,,,3.0,,,,7.0,6.0,,,,,12.0,,,1.0,,,,7.0,1.0,,,,16.0,,23.0,1.0,,,,,,19.0,,,,,0.0,,,,7.0,3.0,,,,,12.0,,,1.0,,,,5.0,0.0,,,,8.0,,7.0,1.0,,,,,,18.0
福岡市議会議員選挙（2015年04月12日投票）,福岡市議会議員選挙,福岡県,福岡市,20150412.0,2015.0,4.0,12.0,20150403.0,40.81,62.0,80.0,1.2903225806451613,1171180.0,,,42443.0,任期満了,43.02,,,,福岡市議会議員選挙（2015年04月12日投票）,7.0,80.0,62.0,1.2903225806451613,0.0,0.0,0.0,0.1,0.0967741935483871,,,,0.7903225806451613,0.1774193548387097,0.03225806451612903,,,,,,,467247.725,12.0,,,,,,,,52.483870967741936,10.215014148197096,28.0,43.25,53.0,60.75,75.0,,,,,8065.876,,,,44839.0,,1537.0,,,,74265.0,,,,,,,43257.0,,,,2347.0,53346.725999999995,,63827.0,3690.0,,,20081.0,4998.0,,146994.123,467247.725,,,,,0.01726252599731759,,,,0.09596408414829628,,0.0032894756202397775,,,,0.15894138382375217,,,,,,,0.09257829987294214,,,,0.0050230314122984765,0.1141722541292202,,0.1366020562218896,0.007897309719378517,,,0.042977202296704604,0.010696681294702933,,0.3145956954632577,1.0,,,,,0.008631262998658795,,,,0.011995510518537035,,0.0032894756202397775,,,,0.014449216711250197,,,,,,,0.013225471410420306,,,,0.0050230314122984765,0.0126858060143578,,0.008035415071875858,0.007897309719378517,,,0.010744300574176151,0.010696681294702933,,0.017477538636847652,,,,,2.0,,,,8.0,,1.0,,,,11.0,,,,,,,7.0,,,,1.0,9.0,,17.0,1.0,,,4.0,1.0,,18.0,,,,,1.0,,,,7.0,,0.0,,,,11.0,,,,,,,7.0,,,,0.0,7.0,,8.0,0.0,,,3.0,1.0,,17.0
福岡市議会議員選挙（2019年04月07日投票）,福岡市議会議員選挙,福岡県,福岡市,20190407.0,2019.0,4.0,7.0,20190329.0,42.01,62.0,89.0,1.435483870967742,,,,,任期満了,40.81,,,,福岡市議会議員選挙（2019年04月07日投票）,7.0,89.0,62.0,1.435483870967742,0.0,0.0,0.0,0.21348314606741572,0.1774193548387097,,,,,,,,,,,,,502285.99899999995,8.0,,,,,,,,52.45161290322581,10.95692065782029,29.0,44.25,53.0,59.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
福智町議会議員補欠選挙（2010年03月14日投票）,福智町議会議員補欠選挙,福岡県,福智町,20100314.0,2010.0,3.0,14.0,20100309.0,70.51,2.0,6.0,3.0,20610.0,,,,その他,,,,,福智町議会議員補欠選挙（2010年03月14日投票）,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4135894811432171,0.586410518856783,,0.13786316038107235,0.195470172952261,12701.0,2.0,56.5,4.031128874149275,50.0,54.5,56.5,58.5,63.0,58.0,1.0,57.0,57.5,58.0,58.5,59.0,,,,,,,,,,,,,,,,,,,,,,2438.0,,,,,,,10263.0,,,,,,,,12701.0,,,,,,,,,,,,,,,,,,,,,,0.19195338949689,,,,,,,0.80804661050311,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.19195338949689,,,,,,,0.161609322100622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,
福智町議会議員補欠選挙（2014年03月09日投票）,福智町議会議員補欠選挙,福岡県,福智町,20140309.0,2014.0,3.0,9.0,20140304.0,,2.0,3.0,1.5,,,,,その他,70.51,,,,福智町議会議員補欠選挙（2014年03月09日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,11467.0,1.0,63.333333333333336,3.39934634239519,60.0,61.0,62.0,65.0,68.0,64.0,4.0,60.0,62.0,64.0,66.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11467.0,,,,,,,,11467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
福智町議会議員補欠選挙（2018年03月04日投票）,福智町議会議員補欠選挙,福岡県,福智町,20180304.0,2018.0,3.0,4.0,20180227.0,56.15,1.0,5.0,5.0,19362.0,,,,死亡/片岡文雄町議の死去による,,,,,福智町議会議員補欠選挙（2018年03月04日投票）,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.2,0.0,0.0,0.6,0.4,0.0,0.0,1.0,,0.6167949756888168,0.38320502431118314,,0.2055983252296056,0.19160251215559157,9872.0,0.0,59.0,11.171392035015153,37.0,62.0,64.0,64.0,68.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
