,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_ひろかわまちをマトモにする会,得票数_ふくおかネットワーク,得票数_ふくおか市民政治,得票数_ふくおか市民政治ネットワーク,得票数_ふくおか市民政治ネットワーク・北九州,得票数_ふくおか平成会,得票数_みどり福岡,得票数_みらい福岡,得票数_みんなの党,得票数_みんなの改革福岡,得票数_サラリーマン新党,得票数_サラリーマン新党福岡県本部,得票数_久留米党,得票数_公明党,得票数_国民民主党,得票数_子供達にツケをまわすな会,得票数_平成会,得票数_幸福実現党,得票数_愛と平和の党,得票数_日本共産,得票数_日本共産党,得票数_日本創新党,得票数_日本新進党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_福政会,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_ひろかわまちをマトモにする会,得票率_ふくおかネットワーク,得票率_ふくおか市民政治,得票率_ふくおか市民政治ネットワーク,得票率_ふくおか市民政治ネットワーク・北九州,得票率_ふくおか平成会,得票率_みどり福岡,得票率_みらい福岡,得票率_みんなの党,得票率_みんなの改革福岡,得票率_サラリーマン新党,得票率_サラリーマン新党福岡県本部,得票率_久留米党,得票率_公明党,得票率_国民民主党,得票率_子供達にツケをまわすな会,得票率_平成会,得票率_幸福実現党,得票率_愛と平和の党,得票率_日本共産,得票率_日本共産党,得票率_日本創新党,得票率_日本新進党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_福政会,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_ひろかわまちをマトモにする会,一人あたり得票率_ふくおかネットワーク,一人あたり得票率_ふくおか市民政治,一人あたり得票率_ふくおか市民政治ネットワーク,一人あたり得票率_ふくおか市民政治ネットワーク・北九州,一人あたり得票率_ふくおか平成会,一人あたり得票率_みどり福岡,一人あたり得票率_みらい福岡,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革福岡,一人あたり得票率_サラリーマン新党,一人あたり得票率_サラリーマン新党福岡県本部,一人あたり得票率_久留米党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_子供達にツケをまわすな会,一人あたり得票率_平成会,一人あたり得票率_幸福実現党,一人あたり得票率_愛と平和の党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本新進党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_福政会,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_ひろかわまちをマトモにする会,立候補者数_ふくおかネットワーク,立候補者数_ふくおか市民政治,立候補者数_ふくおか市民政治ネットワーク,立候補者数_ふくおか市民政治ネットワーク・北九州,立候補者数_ふくおか平成会,立候補者数_みどり福岡,立候補者数_みらい福岡,立候補者数_みんなの党,立候補者数_みんなの改革福岡,立候補者数_サラリーマン新党,立候補者数_サラリーマン新党福岡県本部,立候補者数_久留米党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_子供達にツケをまわすな会,立候補者数_平成会,立候補者数_幸福実現党,立候補者数_愛と平和の党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本新進党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_福政会,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_ひろかわまちをマトモにする会,当選者数_ふくおかネットワーク,当選者数_ふくおか市民政治,当選者数_ふくおか市民政治ネットワーク,当選者数_ふくおか市民政治ネットワーク・北九州,当選者数_ふくおか平成会,当選者数_みどり福岡,当選者数_みらい福岡,当選者数_みんなの党,当選者数_みんなの改革福岡,当選者数_サラリーマン新党,当選者数_サラリーマン新党福岡県本部,当選者数_久留米党,当選者数_公明党,当選者数_国民民主党,当選者数_子供達にツケをまわすな会,当選者数_平成会,当選者数_幸福実現党,当選者数_愛と平和の党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本新進党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_福政会,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党
柳川市議会議員選挙（2014年10月05日投票）,柳川市議会議員選挙,福岡県,柳川市,20141005.0,2014.0,10.0,5.0,20140928.0,66.47,22.0,26.0,1.181818181818182,,,,,任期満了,69.36,,,,柳川市議会議員選挙（2014年10月05日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.045454545454545456,0.8076923076923077,0.15384615384615385,0.038461538461538464,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.8156246654533775,0.12777004603361525,0.056605288513007175,0.03883926978349417,0.03194251150840381,0.056605288513007175,37364.0,3.0,58.84615384615385,10.234527938804874,28.0,55.0,61.0,66.75,73.0,57.81818181818182,10.36443378112407,28.0,55.0,59.5,65.75,73.0,,,,,,,,,,,,,,,4034.0,,,,,,,1124.0,,,,,,,32206.0,,,,,,,,37364.0,,,,,,,,,,,,,,,0.10796488598651108,,,,,,,0.03008243228776362,,,,,,,0.8619526817257253,,,,,,,,1.0,,,,,,,,,,,,,,,0.05398244299325554,,,,,,,0.03008243228776362,,,,,,,0.037476203553292405,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,19.0,,,,,,,
柳川市議会議員選挙（2018年09月30日投票）,柳川市議会議員選挙,福岡県,柳川市,20180930.0,2018.0,9.0,30.0,20180923.0,57.52,21.0,25.0,1.1904761904761905,,,,,任期満了,66.47,,,,柳川市議会議員選挙（2018年09月30日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.04,0.047619047619047616,0.76,0.24,0.0,0.8095238095238095,0.19047619047619047,0.0,0.7688540646425074,0.23114593535749264,,0.04046600340223723,0.03852432255958211,,31651.0,3.0,60.6,10.748023074035522,32.0,53.0,63.0,69.0,77.0,59.95238095238095,11.167453520860947,32.0,52.0,63.0,69.0,77.0,,,,,,,,,,,,,,,3344.0,,,,,,,696.0,,,,,,,27611.0,,,,,,,,31651.0,,,,,,,,,,,,,,,0.10565227007045591,,,,,,,0.021989826545764746,,,,,,,0.8723579033837794,,,,,,,,1.0,,,,,,,,,,,,,,,0.052826135035227956,,,,,,,0.021989826545764746,,,,,,,0.039652631971989975,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,19.0,,,,,,,
桂川町議会議員選挙（2006年11月19日投票）,桂川町議会議員選挙,福岡県,桂川町,20061119.0,2006.0,11.0,19.0,20061114.0,68.54,12.0,13.0,1.0833333333333333,11972.0,,,,解散,,,,,桂川町議会議員選挙（2006年11月19日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.0,0.07692307692307693,0.9230769230769231,0.0,0.08333333333333333,0.9166666666666666,,0.12840221774193547,0.8715977822580645,,0.12840221774193547,0.07263314852150538,7936.0,2.0,57.15384615384615,9.944818162441365,32.0,52.0,58.0,63.0,72.0,56.75,10.247967278115857,32.0,51.5,58.0,63.5,72.0,,,,,,,,,,,,,,,,,,,,,,476.0,,,,,,,7460.0,,,,,,,,7936.0,,,,,,,,,,,,,,,,,,,,,,0.05997983870967742,,,,,,,0.9400201612903226,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.05997983870967742,,,,,,,0.07833501344086022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,
桂川町議会議員選挙（2010年11月14日投票）,桂川町議会議員選挙,福岡県,桂川町,20101114.0,2010.0,11.0,14.0,20101109.0,68.74,12.0,15.0,1.25,11675.0,,,-297.0,任期満了,68.54,,,,桂川町議会議員選挙（2010年11月14日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.2,0.16666666666666666,0.7333333333333333,0.13333333333333333,0.13333333333333333,0.9166666666666666,0.0,0.08333333333333333,0.7518387014963226,0.10334770479330459,0.1448135937103728,0.06834897286330205,0.051673852396652294,0.0724067968551864,7886.0,3.0,,,,,,,,60.166666666666664,10.131085276952756,36.0,55.5,60.5,67.5,76.0,,,,,,,,,,,,,,,,,,,,,,419.0,,,,,480.0,,6987.0,,,,,,,,7886.0,,,,,,,,,,,,,,,,,,,,,,0.05313213289373574,,,,,0.06086735987826528,,0.886000507227999,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.05313213289373574,,,,,0.06086735987826528,,0.06815388517138453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,11.0,,,,,,,
桂川町議会議員選挙（2014年11月09日投票）,桂川町議会議員選挙,福岡県,桂川町,20141109.0,2014.0,11.0,9.0,20141104.0,63.27,10.0,13.0,1.3,,,,,任期満了,68.74,,,,桂川町議会議員選挙（2014年11月09日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.1,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.7,0.3,0.0,0.5737819349434594,0.3748429429010191,0.05137512215552143,0.07172274186793243,0.09371073572525478,0.05137512215552143,7163.0,3.0,61.53846153846154,9.228845953483898,40.0,59.0,63.0,67.0,74.0,59.8,9.368030742904295,40.0,57.5,61.5,66.0,73.0,,,,,,,,,,,,,,,1007.0,,,,,,,481.0,,,,,,,5675.0,,,,,,,,7163.0,,,,,,,,,,,,,,,0.14058355437665782,,,,,,,0.06715063520871144,,,,,,,0.7922658104146307,,,,,,,,1.0,,,,,,,,,,,,,,,0.14058355437665782,,,,,,,0.06715063520871144,,,,,,,0.07202416458314825,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,8.0,,,,,,,
桂川町議会議員選挙（2018年10月28日投票）,桂川町議会議員選挙,福岡県,桂川町,20181028.0,2018.0,10.0,28.0,20181023.0,59.36,10.0,12.0,1.2,,,,,任期満了,63.27,,,,桂川町議会議員選挙（2018年10月28日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.9,0.1,0.0,0.8607271634615384,0.0946514423076923,0.04462139423076923,0.08607271634615385,0.0946514423076923,0.04462139423076923,6656.0,4.0,65.16666666666667,9.405967373014976,44.0,62.5,66.5,70.25,78.0,63.4,9.178235124467012,44.0,61.5,65.0,69.25,77.0,,,,,,,,,,,,,,,934.0,,,,,,,501.0,,,,,,,4751.0,,,470.0,,,,,6656.0,,,,,,,,,,,,,,,0.14032451923076922,,,,,,,0.0752704326923077,,,,,,,0.7137920673076923,,,0.07061298076923077,,,,,1.0,,,,,,,,,,,,,,,0.14032451923076922,,,,,,,0.0752704326923077,,,,,,,0.0793102297008547,,,0.07061298076923077,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,7.0,,,1.0,,,,
水巻町議会議員補欠選挙（2009年10月18日投票）,水巻町議会議員補欠選挙,福岡県,水巻町,20091018.0,2009.0,10.0,18.0,20091013.0,49.07,1.0,4.0,4.0,24553.0,,,,その他,,,,,水巻町議会議員補欠選挙（2009年10月18日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.836923370186809,0.16307662981319102,,0.27897445672893634,0.16307662981319102,10492.0,1.0,55.0,6.442049363362563,45.0,51.75,56.5,59.75,62.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10492.0,,,,,,,,10492.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
水巻町議会議員補欠選挙（2013年10月20日投票）,水巻町議会議員補欠選挙,福岡県,水巻町,20131020.0,2013.0,10.0,20.0,20131015.0,,1.0,3.0,3.0,,,,,その他,49.07,,,,水巻町議会議員補欠選挙（2013年10月20日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.826495203102674,0.17350479689732598,,0.413247601551337,0.17350479689732598,9798.0,1.0,52.666666666666664,1.247219128924647,51.0,52.0,53.0,53.5,54.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9798.0,,,,,,,,9798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
水巻町議会議員選挙（2007年04月22日投票）,水巻町議会議員選挙,福岡県,水巻町,20070422.0,2007.0,4.0,22.0,20070417.0,58.88,18.0,23.0,1.2777777777777777,24781.0,,,,任期満了,,,,,水巻町議会議員選挙（2007年04月22日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.13043478260869565,0.16666666666666666,0.782608695652174,0.17391304347826086,0.043478260869565216,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.7764656849124757,0.15108363434287303,0.07245068074465129,0.04313698249513754,0.03777090858571826,0.07245068074465129,14396.0,3.0,59.69565217391305,9.479656857707802,43.0,52.5,60.0,64.0,82.0,60.27777777777778,7.7803567152980815,49.0,53.25,61.5,64.0,75.0,,,,,,,,,,,,,,,2563.0,,,,,,,2508.0,,,,,,,9325.0,,,,,,,,14396.0,,,,,,,,,,,,,,,0.178035565434843,,,,,,,0.17421505973881635,,,,,,,0.6477493748263407,,,,,,,,1.0,,,,,,,,,,,,,,,0.059345188478281,,,,,,,0.04355376493470409,,,,,,,0.04048433592664629,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.0,,,,,,,11.0,,,,,,,
水巻町議会議員選挙（2011年04月24日投票）,水巻町議会議員選挙,福岡県,水巻町,20110424.0,2011.0,4.0,24.0,20110419.0,54.57,16.0,22.0,1.375,24363.0,,,-418.0,任期満了,58.88,,,,水巻町議会議員選挙（2011年04月24日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.18181818181818182,0.25,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.8125,0.1875,0.0,0.7410325047801147,0.19120458891013384,0.06776290630975143,0.04631453154875717,0.04780114722753346,0.033881453154875715,13075.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2581.0,,,,,,,1984.0,,,,,,,8510.0,,,,,,,,13075.0,,,,,,,,,,,,,,,0.19739961759082217,,,,,,,0.15173996175908222,,,,,,,0.6508604206500956,,,,,,,,1.0,,,,,,,,,,,,,,,0.06579987253027406,,,,,,,0.050579987253027404,,,,,,,0.04067877629063098,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,10.0,,,,,,,
水巻町議会議員選挙（2015年04月26日投票）,水巻町議会議員選挙,福岡県,水巻町,20150426.0,2015.0,4.0,26.0,20150421.0,50.01,16.0,20.0,1.25,,,,,任期満了,54.57,,,,水巻町議会議員選挙（2015年04月26日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.2,0.1875,0.65,0.3,0.05,0.75,0.1875,0.0625,0.6628887942053685,0.25513421389007246,0.08197699190455901,0.05099144570810527,0.04252236898167874,0.08197699190455901,11735.0,3.0,61.95,8.29743936404479,40.0,57.0,62.0,66.25,78.0,62.3125,9.101639618771994,40.0,57.0,62.5,70.25,78.0,,,,,,,,,,,,,,,2515.0,,,,,,,1869.0,,,,,,,7351.0,,,,,,,,11735.0,,,,,,,,,,,,,,,0.21431614827439285,,,,,,,0.15926714955262036,,,,,,,0.6264167021729868,,,,,,,,1.0,,,,,,,,,,,,,,,0.07143871609146428,,,,,,,0.053089049850873454,,,,,,,0.04474405015521334,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,10.0,,,,,,,
水巻町議会議員選挙（2019年04月21日投票）,水巻町議会議員選挙,福岡県,水巻町,20190421.0,2019.0,4.0,21.0,20190416.0,47.42,14.0,19.0,1.3571428571428572,23530.0,,,,任期満了,50.01,,,,水巻町議会議員選挙（2019年04月21日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.21052631578947367,0.21428571428571427,,,,,,,,,,,,,10971.0,3.0,63.78947368421053,9.32782451857385,41.0,60.0,65.0,69.0,76.0,65.0,8.358058557891471,44.0,61.0,66.0,69.0,76.0,,,,,,,,,,,,,,,2322.0,,,,,,,1829.0,,,,,,,6820.0,,,,,,,,10971.0,,,,,,,,,,,,,,,0.21164889253486463,,,,,,,0.16671224136359494,,,,,,,0.6216388661015404,,,,,,,,1.0,,,,,,,,,,,,,,,0.07054963084495487,,,,,,,0.05557074712119831,,,,,,,0.04781837431550311,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,3.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,,,,9.0,,,,,,,
添田町議会議員選挙（2006年07月16日投票）,添田町議会議員選挙,福岡県,添田町,20060716.0,2006.0,7.0,16.0,20060711.0,84.36,13.0,16.0,1.2307692307692308,10280.0,,,,任期満了,,,,,添田町議会議員選挙（2006年07月16日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.125,0.15384615384615385,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0625,,,8595.0,4.0,54.3125,8.483209519397715,31.0,52.0,55.0,59.5,66.0,53.15384615384615,8.29129435795024,31.0,53.0,55.0,59.0,64.0,,,,,,,,,,,,,,,696.91,,,,,,,337.0,,,,,,,7184.09,377.0,,,,,,,8595.0,,,,,,,,,,,,,,,0.08108318789994182,,,,,,,0.03920884235020361,,,,,,,0.8358452588714369,0.043862710878417685,,,,,,,1.0,,,,,,,,,,,,,,,0.08108318789994182,,,,,,,0.03920884235020361,,,,,,,0.06429578914395669,0.043862710878417685,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,1.0,,,,,,
添田町議会議員選挙（2010年06月27日投票）,添田町議会議員選挙,福岡県,添田町,20100627.0,2010.0,6.0,27.0,20100622.0,83.64,13.0,16.0,1.2307692307692308,9709.0,,,-571.0,任期満了,84.36,,,,添田町議会議員選挙（2010年06月27日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.125,0.15384615384615385,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0625,,,8048.0,4.0,,,,,,,,55.69230769230769,8.964756767772643,35.0,49.0,59.0,63.0,68.0,,,,,,,,,,,,,,,653.69,,,,,,,336.0,,,,,,,6477.3099999999995,581.0,,,,,,,8048.0,,,,,,,,,,,,,,,0.08122390656063619,,,,,,,0.041749502982107355,,,,,,,0.8048347415506958,0.07219184890656064,,,,,,,1.0,,,,,,,,,,,,,,,0.08122390656063619,,,,,,,0.041749502982107355,,,,,,,0.061910364734668905,0.07219184890656064,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,11.0,1.0,,,,,,
添田町議会議員選挙（2014年07月13日投票）,添田町議会議員選挙,福岡県,添田町,20140713.0,2014.0,7.0,13.0,20140708.0,81.41,13.0,15.0,1.1538461538461535,,,,,任期満了,83.64,,,,添田町議会議員選挙（2014年07月13日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.2,0.15384615384615385,0.7333333333333333,0.26666666666666666,0.0,0.8461538461538461,0.15384615384615385,0.0,0.7944868995633187,0.20551310043668122,,0.07222608177848353,0.051378275109170306,,7328.0,3.0,55.2,11.708686234302007,30.0,51.0,56.0,63.0,72.0,56.69230769230769,10.223537062053015,37.0,51.0,56.0,63.0,72.0,,,,,,,,,,,,,,,624.0,,,,,,,299.0,,,,,,,6405.0,,,,,,,,7328.0,,,,,,,,,,,,,,,0.0851528384279476,,,,,,,0.04080240174672489,,,,,,,0.8740447598253275,,,,,,,,1.0,,,,,,,,,,,,,,,0.0851528384279476,,,,,,,0.04080240174672489,,,,,,,0.06723421229425595,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,12.0,,,,,,,
添田町議会議員選挙（2018年07月08日投票）,添田町議会議員選挙,福岡県,添田町,20180708.0,2018.0,7.0,8.0,20180703.0,74.3,13.0,13.0,1.0,,,,,任期満了,81.41,,,,添田町議会議員選挙（2018年07月08日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.23076923076923078,0.7142857142857143,0.2857142857142857,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6984750825341928,0.3015249174658073,,0.06984750825341927,0.07538122936645182,,6361.0,3.0,59.214285714285715,10.536864344010587,41.0,55.0,59.5,66.0,76.0,58.69230769230769,10.758786143889132,41.0,55.0,59.0,66.0,76.0,,,,,,,,,,,,,,,567.0,,,,,,,402.0,,,,,,,5392.0,,,,,,,,6361.0,,,,,,,,,,,,,,,0.08913692815595033,,,,,,,0.06319761043861029,,,,,,,0.8476654614054394,,,,,,,,1.0,,,,,,,,,,,,,,,0.08913692815595033,,,,,,,0.06319761043861029,,,,,,,0.07063878845045328,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,
田川市議会議員選挙（2007年04月22日投票）,田川市議会議員選挙,福岡県,田川市,20070422.0,2007.0,4.0,22.0,20070415.0,73.69,22.0,25.0,1.1363636363636365,42629.0,,,,任期満了,,,,,田川市議会議員選挙（2007年04月22日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.04,0.045454545454545456,0.72,0.28,0.0,0.7727272727272727,0.22727272727272727,0.0,0.7476415094339622,0.25235849056603776,,0.0415356394129979,0.036051212938005395,,30952.0,5.0,56.4,10.392304845413264,25.0,52.0,58.0,62.0,76.0,57.18181818181818,10.688295908211357,25.0,55.5,58.0,62.75,76.0,,,,,,,,,,,,,,,2738.0,,,,,,,2478.0,,,,,1131.0,,20247.0,4358.0,,,,,,,30952.0,,,,,,,,,,,,,,,0.08845955027138795,,,,,,,0.08005944688550012,,,,,0.03654044972861204,,0.6541418971310416,0.14079865598345825,,,,,,,1.0,,,,,,,,,,,,,,,0.044229775135693976,,,,,,,0.04002972344275006,,,,,0.03654044972861204,,0.03847893512535539,0.04693288532781942,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,17.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,14.0,3.0,,,,,,
田川市議会議員選挙（2011年04月24日投票）,田川市議会議員選挙,福岡県,田川市,20110424.0,2011.0,4.0,24.0,20110417.0,72.09,20.0,24.0,1.2,41178.0,,,-1451.0,任期満了,73.69,,,,田川市議会議員選挙（2011年04月24日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.05,0.875,0.08333333333333333,0.041666666666666664,0.85,0.1,0.05,0.8780064045785924,0.08608707501533011,0.03590652040607754,0.04180982878945678,0.043043537507665056,0.03590652040607754,29354.0,5.0,58.125,11.95237947021429,29.0,49.5,61.0,66.0,80.0,55.75,11.330820799924425,29.0,47.25,60.5,62.5,72.0,,,,,,,,,,,,,,,2636.0,,,,,,,2316.0,,,,,1060.0,,19411.0,3931.0,,,,,,,29354.0,,,,,,,,,,,,,,,0.08980036792259999,,,,,,,0.07889895755263338,,,,,0.03611092185051441,,0.6612727396606936,0.13391701301355863,,,,,,,1.0,,,,,,,,,,,,,,,0.044900183961299994,,,,,,,0.03944947877631669,,,,,0.03611092185051441,,0.04132954622879335,0.044639004337852874,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,16.0,3.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,1.0,,12.0,3.0,,,,,,
