,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_公共,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_松本市行革110番,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_公共,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_松本市行革110番,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_公共,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_松本市行革110番,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_公共,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_松本市行革110番,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_公共,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_松本市行革110番,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
栄村議会議員選挙（2013年04月21日投票）,栄村議会議員選挙,長野県,栄村,20130421.0,2013.0,4.0,21.0,20130416.0,83.96,12.0,13.0,1.0833333333333333,1908.0,,,-147.0,任期満了,89.2,,,,栄村議会議員選挙（2013年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.9166666666666666,0.0,0.08333333333333333,0.8759398496240601,0.05263157894736842,0.07142857142857142,0.07963089542036911,0.05263157894736842,0.07142857142857142,1596.0,2.0,62.69230769230769,7.053472853137015,50.0,61.0,62.0,66.0,77.0,62.833333333333336,7.323857514239943,50.0,60.25,63.0,66.0,77.0,,,,,188.0,,,,,,1408.0,,,,1596.0,,,,,0.11779448621553884,,,,,,0.8822055137844611,,,,1.0,,,,,0.05889724310776942,,,,,,0.08020050125313283,,,,,,,,2.0,,,,,,11.0,,,,,,,,2.0,,,,,,10.0,,,
栄村議会議員選挙（2017年04月23日投票）,栄村議会議員選挙,長野県,栄村,20170423.0,2017.0,4.0,23.0,20170418.0,84.86,10.0,12.0,1.2,1750.0,,,-158.0,任期満了,83.96,,,,栄村議会議員選挙（2017年04月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.4,0.4,0.2,0.45694915254237295,0.40135593220338983,0.14169491525423727,0.0761581920903955,0.10033898305084746,0.07084745762711864,1475.0,0.0,65.91666666666667,6.12995831053433,54.0,64.0,67.0,70.0,76.0,64.8,5.793099343184096,54.0,62.0,67.0,69.75,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栄村議会議員選挙（2021年04月25日投票）,栄村議会議員選挙,長野県,栄村,20210425.0,2021.0,4.0,25.0,20210420.0,84.05,10.0,11.0,1.1,1549.0,744.0,805.0,-201.0,任期満了,84.86,,,,栄村議会議員選挙（2021年04月25日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.6666666666666666,0.3333333333333333,,0.08333333333333333,0.1111111111111111,,1290.0,2.0,68.0909090909091,6.84177735353701,51.0,66.0,71.0,73.5,74.0,67.8,7.110555533852471,51.0,65.5,70.0,73.75,74.0,,,,,72.0,,,,,,1218.0,,,,1290.0,,,,,0.05581395348837209,,,,,,0.9441860465116279,,,,1.0,,,,,0.05581395348837209,,,,,,0.09441860465116278,,,,,,,,1.0,,,,,,10.0,,,,,,,,0.0,,,,,,10.0,,,
根羽村議会議員選挙（1999年04月25日投票）,根羽村議会議員選挙,長野県,根羽村,19990425.0,1999.0,4.0,25.0,19990420.0,無投票,10.0,10.0,1.0,1242.0,,,,任期満了,,,,,根羽村議会議員選挙（1999年04月25日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7,0.2,0.1,0.7,0.2,0.1,,,,,,,0.0,1.0,64.3,4.960846701924986,52.0,62.25,64.5,68.0,70.0,64.3,4.960846701924986,52.0,62.25,64.5,68.0,70.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,
根羽村議会議員選挙（2003年04月27日投票）,根羽村議会議員選挙,長野県,根羽村,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,10.0,10.0,1.0,1158.0,,,-84.0,任期満了,,,,,根羽村議会議員選挙（2003年04月27日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,1.0,61.2,6.209669878504009,54.0,55.25,59.5,66.0,72.0,61.2,6.209669878504009,54.0,55.25,59.5,66.0,72.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,10.0,,,
根羽村議会議員選挙（2007年04月22日投票）,根羽村議会議員選挙,長野県,根羽村,20070422.0,2007.0,4.0,22.0,20070417.0,92.3,10.0,11.0,1.1,1065.0,,,-93.0,任期満了,,,,,根羽村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.45454545454545453,0.5454545454545454,0.0,0.5,0.5,0.0,0.47438524590163933,0.5256147540983607,,0.09487704918032787,0.08760245901639345,,976.0,1.0,60.81818181818182,3.6386356538526363,57.0,58.0,59.0,62.5,70.0,60.7,3.7960505792204615,57.0,58.0,59.0,62.5,70.0,,,,,,,,,,,976.0,,,,976.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,10.0,,,
根羽村議会議員選挙（2011年04月24日投票）,根羽村議会議員選挙,長野県,根羽村,20110424.0,2011.0,4.0,24.0,20110419.0,92.28,8.0,9.0,1.125,985.0,,,-80.0,任期満了,92.3,,,,根羽村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.0,0.9200887902330743,0.07991120976692564,,0.11501109877913429,0.07991120976692564,,901.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,901.0,,,,901.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,8.0,,,
根羽村議会議員選挙（2015年04月26日投票）,根羽村議会議員選挙,長野県,根羽村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,,,,,任期満了,92.28,,,,根羽村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.375,0.625,0.0,0.375,0.625,0.0,,,,,,,0.0,1.0,58.0,11.357816691600547,35.0,54.75,61.5,66.5,69.0,58.0,11.357816691600547,35.0,54.75,61.5,66.5,69.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,8.0,,,
根羽村議会議員選挙（2019年04月21日投票）,根羽村議会議員選挙,長野県,根羽村,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,8.0,1.0,,,,,任期満了,,,,,根羽村議会議員選挙（2019年04月21日投票）,1.0,8.0,0.0,inf,0.0,0.0,0.0,0.125,0.0,0.75,0.25,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,63.875,7.183966522750506,49.0,61.75,62.5,69.75,73.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,0.0,,,
池田町議会議員選挙（2007年04月22日投票）,池田町議会議員選挙,長野県,池田町,20070422.0,2007.0,4.0,22.0,20070417.0,73.22,12.0,13.0,1.0833333333333333,8851.0,,,,任期満了,,,,,池田町議会議員選挙（2007年04月22日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.3076923076923077,0.3333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.5833333333333334,0.4166666666666667,0.0,0.61013588035124,0.38986411964876,,0.076266985043905,0.077972823929752,,6373.99,3.0,62.61538461538461,6.355354635610723,49.0,59.0,62.0,67.0,72.0,61.833333333333336,5.983774357005414,49.0,58.75,61.5,66.25,71.0,,,639.0,,1005.0,,,,,,4729.99,,,,6373.99,,,0.10025117704922662,,0.15767203902108412,,,,,,0.7420767839296892,,,,1.0,,,0.10025117704922662,,0.07883601951054206,,,,,,0.07420767839296892,,,,,,1.0,,2.0,,,,,,10.0,,,,,,1.0,,2.0,,,,,,9.0,,,
池田町議会議員選挙（2011年04月24日投票）,池田町議会議員選挙,長野県,池田町,20110424.0,2011.0,4.0,24.0,20110419.0,73.47,12.0,14.0,1.1666666666666667,8726.0,,,-125.0,任期満了,73.22,,,,池田町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.16666666666666666,0.5714285714285714,0.42857142857142855,0.0,0.5,0.5,0.0,0.5153004598065641,0.48469954019343586,,0.06441255747582052,0.08078325669890597,,6307.0,3.0,,,,,,,,,,,,,,,,,541.0,,773.0,,,,,,4993.0,,,,6307.0,,,0.08577770730933883,,0.12256223244014587,,,,,,0.7916600602505153,,,,1.0,,,0.08577770730933883,,0.061281116220072936,,,,,,0.07196909638641048,,,,,,1.0,,2.0,,,,,,11.0,,,,,,1.0,,2.0,,,,,,9.0,,,
池田町議会議員選挙（2015年04月26日投票）,池田町議会議員選挙,長野県,池田町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,,,,,任期満了,73.47,,,,池田町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,2.0,64.33333333333333,7.027722880769337,44.0,64.5,66.5,67.5,72.0,64.33333333333333,7.027722880769337,44.0,64.5,66.5,67.5,72.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,10.0,,,,,,,,2.0,,,,,,10.0,,,
池田町議会議員選挙（2019年04月21日投票）,池田町議会議員選挙,長野県,池田町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,池田町議会議員選挙（2019年04月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.25,0.25,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泰阜村議会議員補欠選挙（2018年08月05日投票）,泰阜村議会議員補欠選挙,長野県,泰阜村,20180805.0,2018.0,8.0,5.0,20180731.0,無投票,1.0,1.0,1.0,,,,,死亡/伊藤宣佳氏の死去による,,,,,泰阜村議会議員補欠選挙（2018年08月05日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
泰阜村議会議員選挙（2007年04月22日投票）,泰阜村議会議員選挙,長野県,泰阜村,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,9.0,9.0,1.0,1620.0,,,,任期満了,,,,,泰阜村議会議員選挙（2007年04月22日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,0.0,,,,,,,0.0,2.0,64.11111111111111,4.433319409613334,53.0,65.0,66.0,67.0,67.0,64.11111111111111,4.433319409613334,53.0,65.0,66.0,67.0,67.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,8.0,,,,,,,,1.0,,,,,,8.0,,,
泰阜村議会議員選挙（2011年04月24日投票）,泰阜村議会議員選挙,長野県,泰阜村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,9.0,9.0,1.0,1538.0,,,-82.0,任期満了,,,,,泰阜村議会議員選挙（2011年04月24日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5555555555555556,0.4444444444444444,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,8.0,,,,,,,,1.0,,,,,,8.0,,,
泰阜村議会議員選挙（2015年04月26日投票）,泰阜村議会議員選挙,長野県,泰阜村,20150426.0,2015.0,4.0,26.0,20150421.0,87.42,9.0,10.0,1.1111111111111112,,,,,任期満了,,,,,泰阜村議会議員選挙（2015年04月26日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6699652763855364,0.3300347236144636,,0.09570932519793376,0.11001157453815454,,1246.99,2.0,67.1,4.887739763939974,58.0,65.25,67.0,70.25,75.0,67.0,5.14241620684717,58.0,65.0,67.0,71.0,75.0,,,,,114.0,,,,,,1132.99,,,,1246.99,,,,,0.0914201396963889,,,,,,0.908579860303611,,,,1.0,,,,,0.0914201396963889,,,,,,0.10095331781151234,,,,,,,,1.0,,,,,,9.0,,,,,,,,1.0,,,,,,8.0,,,
泰阜村議会議員選挙（2019年04月21日投票）,泰阜村議会議員選挙,長野県,泰阜村,20190421.0,2019.0,4.0,21.0,20190416.0,,9.0,10.0,1.1111111111111112,,,,,任期満了,87.42,,,,泰阜村議会議員選挙（2019年04月21日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6265922594553265,0.3734077405446735,,0.10443204324255441,0.09335193513616838,,1129.998,1.0,63.0,11.036303729057115,40.0,62.0,69.5,70.75,71.0,65.55555555555556,8.368075726116768,44.0,62.0,70.0,71.0,71.0,,,,,,,,,,,1129.998,,,,1129.998,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,9.0,,,
王滝村議会議員再選挙（2006年02月12日投票）,王滝村議会議員再選挙,長野県,王滝村,20060212.0,2006.0,2.0,12.0,20060207.0,無投票,1.0,1.0,1.0,871.0,,,,その他,,,,,王滝村議会議員再選挙（2006年02月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
王滝村議会議員補欠選挙（2009年02月22日投票）,王滝村議会議員補欠選挙,長野県,王滝村,20090222.0,2009.0,2.0,22.0,20090217.0,無投票,2.0,2.0,1.0,829.0,,,,その他,,,,,王滝村議会議員補欠選挙（2009年02月22日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,50.5,9.5,41.0,45.75,50.5,55.25,60.0,50.5,9.5,41.0,45.75,50.5,55.25,60.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,
王滝村議会議員選挙（2009年10月11日投票）,王滝村議会議員選挙,長野県,王滝村,20091011.0,2009.0,10.0,11.0,20091006.0,83.77,6.0,8.0,1.3333333333333333,801.0,,,,任期満了,,,,,王滝村議会議員選挙（2009年10月11日投票）,1.0,8.0,6.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.125,,,664.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,664.0,,,,664.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.125,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,6.0,,,
王滝村議会議員選挙（2013年10月13日投票）,王滝村議会議員選挙,長野県,王滝村,20131013.0,2013.0,10.0,13.0,20131008.0,,6.0,7.0,1.1666666666666667,,,,,任期満了,83.77,,,,王滝村議会議員選挙（2013年10月13日投票）,1.0,7.0,6.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.8571428571428571,0.14285714285714285,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8357487922705314,0.1642512077294686,,0.1392914653784219,0.1642512077294686,,621.0,1.0,60.285714285714285,9.557559247815847,46.0,52.5,63.0,66.5,75.0,62.666666666666664,8.178562764256865,52.0,55.5,63.5,67.75,75.0,,,,,,,,,,,621.0,,,,621.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,6.0,,,
王滝村議会議員選挙（2017年10月15日投票）,王滝村議会議員選挙,長野県,王滝村,20171015.0,2017.0,10.0,15.0,20171010.0,無投票,6.0,6.0,1.0,,,,,任期満了,,,,,王滝村議会議員選挙（2017年10月15日投票）,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生坂村議会議員再選挙（2019年02月03日投票）,生坂村議会議員再選挙,長野県,生坂村,20190203.0,2019.0,2.0,3.0,20190129.0,無投票,1.0,1.0,1.0,,,,,その他/立候補者数が定数割れした村議選（定数8）の欠員1を補うための再選挙,,,,,生坂村議会議員再選挙（2019年02月03日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,77.0,0.0,77.0,77.0,77.0,77.0,77.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
生坂村議会議員補欠選挙（2007年02月11日投票）,生坂村議会議員補欠選挙,長野県,生坂村,20070211.0,2007.0,2.0,11.0,20070206.0,無投票,2.0,2.0,1.0,1870.0,,,,その他,,,,,生坂村議会議員補欠選挙（2007年02月11日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.5,1.5,56.0,56.75,57.5,58.25,59.0,57.5,1.5,56.0,56.75,57.5,58.25,59.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,
生坂村議会議員補欠選挙（2011年02月06日投票）,生坂村議会議員補欠選挙,長野県,生坂村,20110206.0,2011.0,2.0,6.0,20110201.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,生坂村議会議員補欠選挙（2011年02月06日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
生坂村議会議員選挙（2009年04月26日投票）,生坂村議会議員選挙,長野県,生坂村,20090426.0,2009.0,4.0,26.0,20090421.0,無投票,8.0,8.0,1.0,1780.0,,,,任期満了,,,,,生坂村議会議員選挙（2009年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,2.0,62.25,4.736823830374104,55.0,58.0,62.5,65.75,69.0,62.25,4.736823830374104,55.0,58.0,62.5,65.75,69.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,7.0,,,,,,,,1.0,,,,,,7.0,,,
生坂村議会議員選挙（2013年04月28日投票）,生坂村議会議員選挙,長野県,生坂村,20130428.0,2013.0,4.0,28.0,20130423.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,生坂村議会議員選挙（2013年04月28日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,2.0,66.0,4.242640687119285,61.0,62.0,65.5,68.25,73.0,66.0,4.242640687119285,61.0,62.0,65.5,68.25,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,7.0,,,,,,,,1.0,,,,,,7.0,,,
生坂村議会議員選挙（2017年04月30日投票）,生坂村議会議員選挙,長野県,生坂村,20170430.0,2017.0,4.0,30.0,20170425.0,無投票,8.0,7.0,0.875,,,,,任期満了,,,,,生坂村議会議員選挙（2017年04月30日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5714285714285714,0.42857142857142855,0.0,,,,,,,0.0,0.0,65.28571428571429,9.808367939298213,43.0,65.5,67.0,69.5,77.0,65.28571428571429,9.808367939298213,43.0,65.5,67.0,69.5,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生坂村議会議員選挙（2021年04月25日投票）,生坂村議会議員選挙,長野県,生坂村,20210425.0,2021.0,4.0,25.0,20210420.0,79.48,8.0,9.0,1.125,1486.0,746.0,740.0,,任期満了,,,,,生坂村議会議員選挙（2021年04月25日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.2222222222222222,0.25,0.6666666666666666,0.3333333333333333,0.0,0.625,0.375,0.0,0.5023663849926681,0.49763361500733194,,0.08372773083211134,0.16587787166911064,,1174.999,2.0,63.666666666666664,15.506271132817343,37.0,47.0,70.0,74.0,81.0,62.875,16.274500760392005,37.0,46.25,70.5,75.25,81.0,,,,,63.0,,,,,,1111.999,,,,1174.999,,,,,0.053617066908142046,,,,,,0.946382933091858,,,,1.0,,,,,0.053617066908142046,,,,,,0.11829786663648224,,,,,,,,1.0,,,,,,8.0,,,,,,,,0.0,,,,,,8.0,,,
白馬村議会議員補欠選挙（2018年08月05日投票）,白馬村議会議員補欠選挙,長野県,白馬村,20180805.0,2018.0,8.0,5.0,20180731.0,無投票,1.0,1.0,1.0,,,,,辞職,,,,,白馬村議会議員補欠選挙（2018年08月05日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
白馬村議会議員選挙（2009年04月26日投票）,白馬村議会議員選挙,長野県,白馬村,20090426.0,2009.0,4.0,26.0,20090421.0,75.89,12.0,16.0,1.3333333333333333,7324.0,,,,任期満了,,,,,白馬村議会議員選挙（2009年04月26日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.16666666666666666,0.3125,0.5625,0.125,0.4166666666666667,0.5833333333333334,0.0,0.32962827988338195,0.6381195335276968,0.03225218658892128,0.06592565597667639,0.07090217039196631,0.01612609329446064,5488.0,2.0,61.8125,7.2819876235819025,49.0,58.5,63.0,65.0,76.0,61.416666666666664,6.422075642310324,49.0,58.5,63.0,65.0,75.0,,,,,282.0,,,,,,5206.0,,,,5488.0,,,,,0.05138483965014577,,,,,,0.9486151603498543,,,,1.0,,,,,0.05138483965014577,,,,,,0.06324101068999029,,,,,,,,1.0,,,,,,15.0,,,,,,,,1.0,,,,,,11.0,,,
白馬村議会議員選挙（2013年04月21日投票）,白馬村議会議員選挙,長野県,白馬村,20130421.0,2013.0,4.0,21.0,20130416.0,無投票,12.0,12.0,1.0,,,,,任期満了,75.89,,,,白馬村議会議員選挙（2013年04月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.25,0.25,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,2.0,62.083333333333336,5.648869110027443,53.0,56.5,64.5,66.25,70.0,62.083333333333336,5.648869110027443,53.0,56.5,64.5,66.25,70.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,1.0,,,,,,11.0,,,
