,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_公共,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_松本市行革110番,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_公共,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_松本市行革110番,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_公共,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_松本市行革110番,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_公共,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_松本市行革110番,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_公共,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_松本市行革110番,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
木祖村議会議員選挙（2015年04月26日投票）,木祖村議会議員選挙,長野県,木祖村,20150426.0,2015.0,4.0,26.0,20150421.0,84.93,10.0,13.0,1.3,,,,,任期満了,,,,,木祖村議会議員選挙（2015年04月26日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.0,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6,0.3,0.1,0.5775158658204895,0.27334542157751585,0.14913871260199457,0.06416842953560994,0.09111514052583862,0.14913871260199457,2206.0,2.0,62.0,10.421870495039967,32.0,60.0,63.0,68.0,76.0,62.8,11.276524287208359,32.0,61.5,64.0,68.75,76.0,,,,,76.0,,,,,,2130.0,,,,2206.0,,,,,0.03445149592021759,,,,,,0.9655485040797824,,,,1.0,,,,,0.03445149592021759,,,,,,0.08046237533998186,,,,,,,,1.0,,,,,,12.0,,,,,,,,0.0,,,,,,10.0,,,
木祖村議会議員選挙（2019年04月21日投票）,木祖村議会議員選挙,長野県,木祖村,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,12.0,1.2,,,,,任期満了,84.93,,,,木祖村議会議員選挙（2019年04月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.2,0.5,0.4166666666666667,0.08333333333333333,0.5,0.5,0.0,0.48717948717948717,0.5034516765285996,0.009368836291913214,0.0811965811965812,0.10069033530571991,0.009368836291913214,2028.0,1.0,66.83333333333333,3.8042374035044424,62.0,63.75,66.0,69.25,75.0,66.6,3.7202150475476548,62.0,63.5,66.0,68.5,75.0,,,,,,,,,,,2028.0,,,,2028.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,10.0,,,
東御市議会議員補欠選挙（2008年04月13日投票）,東御市議会議員補欠選挙,長野県,東御市,20080413.0,2008.0,4.0,13.0,20080406.0,無投票,1.0,1.0,1.0,25173.0,,,,その他,,,,,東御市議会議員補欠選挙（2008年04月13日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
東御市議会議員補欠選挙（2012年04月15日投票）,東御市議会議員補欠選挙,長野県,東御市,20120415.0,2012.0,4.0,15.0,20120408.0,無投票,2.0,2.0,1.0,25060.0,,,-113.0,その他,,,,,東御市議会議員補欠選挙（2012年04月15日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,54.5,12.5,42.0,48.25,54.5,60.75,67.0,54.5,12.5,42.0,48.25,54.5,60.75,67.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,
東御市議会議員補欠選挙（2020年04月12日投票）,東御市議会議員補欠選挙,長野県,東御市,20200412.0,2020.0,4.0,12.0,20200405.0,無投票,1.0,1.0,1.0,,,,,辞職/若林幹雄氏の市長選出馬に伴う辞職による。,,,,,東御市議会議員補欠選挙（2020年04月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
東御市議会議員選挙（2008年11月09日投票）,東御市議会議員選挙,長野県,東御市,20081109.0,2008.0,11.0,9.0,20081102.0,75.2,19.0,24.0,1.263157894736842,24956.0,,,,任期満了,,,,,東御市議会議員選挙（2008年11月09日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.16666666666666666,0.15789473684210525,0.7083333333333334,0.25,0.041666666666666664,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.6977473175965665,0.2563535407725322,0.04589914163090129,0.04104395985862156,0.04272559012875537,0.04589914163090129,18640.0,3.0,59.916666666666664,9.560843175276029,36.0,57.0,60.5,67.0,75.0,58.8421052631579,9.280784664505456,36.0,57.0,59.0,66.5,72.0,,,1999.6100000000001,,1496.0,,,,,,15144.39,,,,18640.0,,,0.10727521459227468,,0.08025751072961373,,,,,,0.8124672746781115,,,,1.0,,,0.05363760729613734,,0.04012875536480687,,,,,,0.04062336373390558,,,,,,2.0,,2.0,,,,,,20.0,,,,,,2.0,,2.0,,,,,,15.0,,,
東御市議会議員選挙（2012年11月11日投票）,東御市議会議員選挙,長野県,東御市,20121111.0,2012.0,11.0,11.0,20121104.0,68.0,19.0,22.0,1.1578947368421053,24801.0,,,-155.0,任期満了,75.2,,,,東御市議会議員選挙（2012年11月11日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.18181818181818182,0.15789473684210525,0.7272727272727273,0.22727272727272727,0.045454545454545456,0.8421052631578947,0.15789473684210525,0.0,0.7866730584851389,0.20577660594439118,0.007550335570469799,0.04916706615532118,0.041155321188878234,0.007550335570469799,16688.0,3.0,60.68181818181818,9.711222952835003,37.0,57.25,63.0,66.0,74.0,60.421052631578945,9.980590582007208,37.0,57.5,63.0,66.0,74.0,,,2097.2799999999997,,1330.0,,,,,,13260.720000000001,,,,16688.0,,,0.12567593480345157,,0.0796979865771812,,,,,,0.7946260786193673,,,,1.0,,,0.06283796740172579,,0.0398489932885906,,,,,,0.04414589325663151,,,,,,2.0,,2.0,,,,,,18.0,,,,,,2.0,,2.0,,,,,,15.0,,,
東御市議会議員選挙（2016年11月06日投票）,東御市議会議員選挙,長野県,東御市,20161106.0,2016.0,11.0,6.0,20161030.0,60.21,17.0,18.0,1.0588235294117647,25079.0,,,278.0,任期満了,68.0,,,,東御市議会議員選挙（2016年11月06日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.2222222222222222,0.17647058823529413,0.6666666666666666,0.3333333333333333,0.0,0.7058823529411765,0.29411764705882354,0.0,0.7230995532052699,0.27690044679473014,,0.06025829610043915,0.04615007446578836,,14943.999,4.0,61.111111111111114,8.385761006272537,41.0,55.75,63.5,67.0,72.0,61.76470588235294,8.171178990204865,41.0,61.0,65.0,67.0,72.0,,,2080.632,183.0,1665.0,,,,,,11015.367,,,,14943.999,,,0.13922859604045745,0.012245718164194203,0.11141596034635709,,,,,,0.7371097254489913,,,,1.0,,,0.06961429802022873,0.012245718164194203,0.055707980173178545,,,,,,0.05670074811146087,,,,,,2.0,1.0,2.0,,,,,,13.0,,,,,,2.0,0.0,2.0,,,,,,13.0,,,
東御市議会議員選挙（2020年11月08日投票）,東御市議会議員選挙,長野県,東御市,20201108.0,2020.0,11.0,8.0,20201101.0,60.72,17.0,20.0,1.1764705882352942,,,,,任期満了,60.21,,,,東御市議会議員選挙（2020年11月08日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.25,0.29411764705882354,0.5,0.5,0.0,0.5294117647058824,0.47058823529411764,0.0,0.5005361818895446,0.4994638181104554,,0.050053618188954464,0.04994638181104554,,14896.997,3.0,56.25,9.543977158396808,35.0,48.75,58.0,65.0,71.0,57.05882352941177,8.003459459621151,43.0,51.0,58.0,65.0,70.0,,,1867.5,,1614.4989999999998,,,,,,11414.998000000001,,,,14896.997000000001,,,0.12536083614704358,,0.10837748037406462,,,,,,0.7662616834788918,,,,1.0,,,0.06268041807352179,,0.05418874018703231,,,,,,0.04789135521743074,,,,,,2.0,,2.0,,,,,,16.0,,,,,,2.0,,2.0,,,,,,13.0,,,
松川村議会議員補欠選挙（2020年02月23日投票）,松川村議会議員補欠選挙,長野県,松川村,20200223.0,2020.0,2.0,23.0,20200218.0,38.51,1.0,3.0,3.0,,,,,辞職/太田繁義議員の辞職による。,,,,,松川村議会議員補欠選挙（2020年02月23日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,3080.0,1.0,52.666666666666664,17.745108872274887,28.0,44.5,61.0,65.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,3080.0,,,,3080.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,
松川村議会議員選挙（2006年03月19日投票）,松川村議会議員選挙,長野県,松川村,20060319.0,2006.0,3.0,19.0,20060314.0,75.29,12.0,17.0,1.4166666666666667,7975.0,,,,任期満了,,,,,松川村議会議員選挙（2006年03月19日投票）,1.0,17.0,12.0,1.4166666666666667,0.0,0.0,0.0,0.23529411764705882,0.25,0.6470588235294118,0.35294117647058826,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6977605657518101,0.30223943424818994,,0.06343277870471001,0.05037323904136499,,5939.0,2.0,62.64705882352941,3.4460749449121906,55.0,62.0,64.0,65.0,68.0,62.583333333333336,4.030267429781249,55.0,61.5,64.0,65.0,68.0,,,,,667.0,,,,,,5272.0,,,,5939.0,,,,,0.11230846943929955,,,,,,0.8876915305607005,,,,1.0,,,,,0.056154234719649775,,,,,,0.059179435370713365,,,,,,,,2.0,,,,,,15.0,,,,,,,,1.0,,,,,,11.0,,,
松川村議会議員選挙（2010年03月21日投票）,松川村議会議員選挙,長野県,松川村,20100321.0,2010.0,3.0,21.0,20100316.0,無投票,12.0,12.0,1.0,8136.0,,,161.0,任期満了,75.29,,,,松川村議会議員選挙（2010年03月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,2.0,63.916666666666664,6.751028728193127,45.0,60.75,67.0,68.25,70.0,63.916666666666664,6.751028728193127,45.0,60.75,67.0,68.25,70.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,1.0,,,,,,11.0,,,
松川村議会議員選挙（2014年03月16日投票）,松川村議会議員選挙,長野県,松川村,20140316.0,2014.0,3.0,16.0,20140311.0,68.55,12.0,14.0,1.1666666666666667,8156.0,,,20.0,任期満了,,,,,松川村議会議員選挙（2014年03月16日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.21428571428571427,0.25,0.42857142857142855,0.5,0.07142857142857142,0.4166666666666667,0.5,0.08333333333333333,0.4257692999820047,0.5225841281266871,0.05164657189130826,0.07096154999700079,0.07465487544666959,0.05164657189130826,5557.0,2.0,66.78571428571429,6.710105081448549,49.0,64.0,70.0,71.0,73.0,65.91666666666667,6.861223570828229,49.0,62.5,68.5,71.0,72.0,,,,,423.0,,,,,,5134.0,,,,5557.0,,,,,0.07612020874572611,,,,,,0.9238797912542739,,,,1.0,,,,,0.07612020874572611,,,,,,0.07106767625032875,,,,,,,,1.0,,,,,,13.0,,,,,,,,1.0,,,,,,11.0,,,
松川村議会議員選挙（2018年03月18日投票）,松川村議会議員選挙,長野県,松川村,20180318.0,2018.0,3.0,18.0,20180313.0,無投票,12.0,12.0,1.0,,,,,任期満了,68.55,,,,松川村議会議員選挙（2018年03月18日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,0.0,67.91666666666667,6.034046919126683,53.0,65.75,68.5,72.25,75.0,67.91666666666667,6.034046919126683,53.0,65.75,68.5,72.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松川町議会議員補欠選挙（2011年04月24日投票）,松川町議会議員補欠選挙,長野県,松川町,20110424.0,2011.0,4.0,24.0,20110419.0,45.45,1.0,3.0,3.0,11154.0,,,,その他,,,,,松川町議会議員補欠選挙（2011年04月24日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,4980.0,2.0,,,,,,,,,,,,,,,,,,,1785.0,,,,,,3195.0,,,,4980.0,,,,,0.35843373493975905,,,,,,0.641566265060241,,,,1.0,,,,,0.35843373493975905,,,,,,0.3207831325301205,,,,,,,,1.0,,,,,,2.0,,,,,,,,0.0,,,,,,1.0,,,
松川町議会議員選挙（2008年11月16日投票）,松川町議会議員選挙,長野県,松川町,20081116.0,2008.0,11.0,16.0,20081111.0,80.37,14.0,17.0,1.2142857142857142,11242.0,,,,任期満了,,,,,松川町議会議員選挙（2008年11月16日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.17647058823529413,0.14285714285714285,0.47058823529411764,0.5294117647058824,0.0,0.42857142857142855,0.5714285714285714,0.0,0.41337657980091713,0.5866234201990829,,0.05167207247511464,0.06518038002212032,,8941.0,3.0,61.05882352941177,6.6196728925342105,49.0,58.0,60.0,66.0,71.0,61.214285714285715,6.292609854067723,49.0,58.25,62.5,66.0,70.0,,,614.0,,892.0,,,,,,7435.0,,,,8941.0,,,0.06867240800805278,,0.09976512694329494,,,,,,0.8315624650486523,,,,1.0,,,0.06867240800805278,,0.04988256347164747,,,,,,0.05939731893204659,,,,,,1.0,,2.0,,,,,,14.0,,,,,,1.0,,1.0,,,,,,12.0,,,
松川町議会議員選挙（2012年11月11日投票）,松川町議会議員選挙,長野県,松川町,20121111.0,2012.0,11.0,11.0,20121106.0,無投票,14.0,14.0,1.0,11199.0,,,-43.0,任期満了,80.37,,,,松川町議会議員選挙（2012年11月11日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,2.0,63.0,8.315218406202998,42.0,58.25,63.5,69.75,74.0,63.0,8.315218406202998,42.0,58.25,63.5,69.75,74.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,13.0,,,,,,,,1.0,,,,,,13.0,,,
松川町議会議員選挙（2016年11月13日投票）,松川町議会議員選挙,長野県,松川町,20161113.0,2016.0,11.0,13.0,20161108.0,66.08,14.0,16.0,1.1428571428571428,11307.0,,,108.0,任期満了,,,,,松川町議会議員選挙（2016年11月13日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.14285714285714285,0.625,0.375,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6453542880368515,0.3546457119631486,,0.06453542880368515,0.05910761866052477,,7381.0,0.0,64.375,6.9899481400079075,46.0,60.75,65.5,68.0,74.0,65.85714285714286,5.396521933578315,57.0,61.0,66.0,70.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松川町議会議員選挙（2020年11月15日投票）,松川町議会議員選挙,長野県,松川町,20201115.0,2020.0,11.0,15.0,20201110.0,無投票,14.0,14.0,1.0,,,,,任期満了,66.08,,,,松川町議会議員選挙（2020年11月15日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,,,0.0,3.0,66.57142857142857,9.045237781872418,46.0,64.0,69.5,71.0,78.0,66.57142857142857,9.045237781872418,46.0,64.0,69.5,71.0,78.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,12.0,,,,,,1.0,,1.0,,,,,,12.0,,,
松本市議会議員増員選挙（2005年04月24日投票）,松本市議会議員増員選挙,長野県,松本市,20050424.0,2005.0,4.0,24.0,20050417.0,,0.0,11.0,,16448.0,,,,その他,,,,,松本市議会議員増員選挙（2005年04月24日投票）,4.0,11.0,5.0,2.2,0.09090909090909091,0.25,0.25,0.18181818181818182,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.1,,10705.0,2.0,60.09090909090909,7.94817927068887,44.0,56.0,61.0,66.0,71.0,57.2,6.61513416341649,44.0,60.0,60.0,61.0,61.0,,,,,698.0,,,,,,,,,,698.0,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,10.0,,,,,,,,0.0,,,,,,5.0,,,
松本市議会議員増員選挙（2010年04月25日投票）,松本市議会議員増員選挙,長野県,松本市,20100425.0,2010.0,4.0,25.0,20100418.0,61.25,3.0,6.0,2.0,12092.0,,,-4356.0,任期満了,,,,,松本市議会議員増員選挙（2010年04月25日投票）,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.329797361621107,0.6702026383788929,,0.10993245387370233,0.22340087945963097,,7353.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松本市議会議員選挙（2007年04月22日投票）,松本市議会議員選挙,長野県,松本市,20070422.0,2007.0,4.0,22.0,20070415.0,54.46,0.0,45.0,,177097.0,,,,任期満了,,,,,松本市議会議員選挙（2007年04月22日投票）,5.0,45.0,39.0,1.1538461538461537,0.044444444444444446,0.4,0.4,0.17777777777777778,0.1794871794871795,0.6888888888888889,0.26666666666666666,0.044444444444444446,0.7692307692307693,0.20512820512820512,0.02564102564102564,0.7361693892995327,0.23429527312015014,0.02953533758031721,0.0253851513551563,0.019524606093345845,0.014767668790158605,95444.98999999999,5.0,55.53333333333333,9.054403471362551,33.0,52.0,55.0,62.0,74.0,56.38461538461539,8.690151763495495,34.0,52.0,56.0,62.0,74.0,,,9560.0,,11216.130000000001,,,2380.0,,,,3070.0,,,26226.13,,,0.36452194814865935,,0.42767003747788945,,,0.09074918792822273,,,,0.11705882644522847,,,1.0,,,0.09113048703716484,,0.07127833957964824,,,0.09074918792822273,,,,0.11705882644522847,,,,,4.0,,6.0,,,1.0,,,33.0,1.0,,,,,4.0,,5.0,,,1.0,,,28.0,1.0,,
松本市議会議員選挙（2011年04月24日投票）,松本市議会議員選挙,長野県,松本市,20110424.0,2011.0,4.0,24.0,20110417.0,49.83,31.0,39.0,1.2580645161290325,190182.0,,,13085.0,任期満了,54.46,,,,松本市議会議員選挙（2011年04月24日投票）,1.0,39.0,31.0,1.2580645161290323,0.0,0.0,0.0,0.20512820512820512,0.22580645161290322,0.717948717948718,0.28205128205128205,0.0,0.8387096774193549,0.16129032258064516,0.0,0.7542049322352118,0.24579506776478818,,0.026935890436971848,0.02234500616043529,,93645.98,5.0,,,,,,,,,,,,,,,,,8720.119999999999,,8867.16,,,,2013.27,2058.0,71987.43000000001,,,,93645.98000000001,,,0.0931179320244179,,0.09468810086668962,,,,0.02149873384847913,0.021976383823416656,0.7687188494369966,,,,1.0,,,0.031039310674805965,,0.018937620173337923,,,,0.02149873384847913,0.021976383823416656,0.02650754653231023,,,,,,3.0,,5.0,,,,1.0,1.0,29.0,,,,,,3.0,,2.0,,,,1.0,1.0,24.0,,,
松本市議会議員選挙（2015年04月26日投票）,松本市議会議員選挙,長野県,松本市,20150426.0,2015.0,4.0,26.0,20150419.0,47.49,31.0,42.0,1.3548387096774193,,,,,任期満了,49.83,,,,松本市議会議員選挙（2015年04月26日投票）,1.0,42.0,31.0,1.3548387096774193,0.0,0.0,0.0,0.21428571428571427,0.25806451612903225,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.7096774193548387,0.22580645161290322,0.06451612903225806,0.6759252963758788,0.2714970732892461,0.05257763033487503,0.02599712678368765,0.01939264809208901,0.026288815167437515,89275.98999999999,4.0,56.19047619047619,13.218382033470148,25.0,53.25,60.0,65.0,78.0,56.96774193548387,12.70885866038063,25.0,54.5,61.0,65.0,78.0,,,8494.47,,9045.92,,,777.0,,,70958.6,,,,89275.99,,,0.09514842680546022,,0.10132533954538056,,,0.008703347899026378,,,0.7948228857501328,,,,1.0,,,0.023787106701365055,,0.02533133488634514,,,0.008703347899026378,,,0.024085541992428267,,,,,,4.0,,4.0,,,1.0,,,33.0,,,,,,3.0,,4.0,,,0.0,,,24.0,,,
松本市議会議員選挙（2019年04月21日投票）,松本市議会議員選挙,長野県,松本市,20190421.0,2019.0,4.0,21.0,20190414.0,43.73,31.0,42.0,1.3548387096774193,,,,,任期満了,47.49,,,,松本市議会議員選挙（2019年04月21日投票）,1.0,42.0,31.0,1.3548387096774193,0.0,0.0,0.0,0.2857142857142857,0.3548387096774194,0.5476190476190477,0.40476190476190477,0.047619047619047616,0.7096774193548387,0.2903225806451613,0.0,0.6400403945226593,0.3410346106951638,0.0189249947821769,0.02782784324011562,0.020060859452656694,0.00946249739108845,83645.99399999999,7.0,55.785714285714285,13.168388761918978,25.0,45.25,59.5,66.0,79.0,57.806451612903224,11.391619315740648,29.0,54.5,60.0,66.0,72.0,,,8827.737000000001,299.0,7100.0,,1962.5610000000001,355.0,,,62646.695999999996,,2455.0,,83645.994,,,0.10553687723526844,0.0035745884016872343,0.08488153060862663,,0.023462701632788296,0.004244076530431332,,,0.748950344232863,,0.029349881358334984,,1.0,,,0.02638421930881711,0.0035745884016872343,0.021220382652156658,,0.011731350816394148,0.004244076530431332,,,0.025825873939064242,,0.029349881358334984,,,,4.0,1.0,4.0,,2.0,1.0,,,29.0,,1.0,,,,4.0,0.0,4.0,,0.0,0.0,,,22.0,,1.0,
栄村議会議員補欠選挙（2008年04月20日投票）,栄村議会議員補欠選挙,長野県,栄村,20080420.0,2008.0,4.0,20.0,20080415.0,無投票,1.0,1.0,1.0,2085.0,,,,その他,,,,,栄村議会議員補欠選挙（2008年04月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,
栄村議会議員補欠選挙（2016年04月24日投票）,栄村議会議員補欠選挙,長野県,栄村,20160424.0,2016.0,4.0,24.0,20160419.0,無投票,3.0,3.0,1.0,,,,,退職,,,,,栄村議会議員補欠選挙（2016年04月24日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,65.33333333333333,0.9428090415820634,64.0,65.0,66.0,66.0,66.0,65.33333333333333,0.9428090415820634,64.0,65.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栄村議会議員補欠選挙（2020年04月26日投票）,栄村議会議員補欠選挙,長野県,栄村,20200426.0,2020.0,4.0,26.0,20200421.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,栄村議会議員補欠選挙（2020年04月26日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,73.0,0.0,73.0,73.0,73.0,73.0,73.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
栄村議会議員選挙（2009年04月26日投票）,栄村議会議員選挙,長野県,栄村,20090426.0,2009.0,4.0,26.0,20090421.0,89.2,12.0,14.0,1.1666666666666667,2055.0,,,,任期満了,,,,,栄村議会議員選挙（2009年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.5,0.42857142857142855,0.07142857142857142,0.4166666666666667,0.5,0.08333333333333333,0.4383561643835616,0.4898630136986301,0.07178082191780821,0.06262230919765166,0.08164383561643836,0.07178082191780821,1825.0,2.0,59.57142857142857,7.9706092768933265,46.0,54.75,59.0,62.0,74.0,58.25,7.406359879634979,46.0,54.0,58.0,62.0,73.0,,,,,227.0,,,,,,1598.0,,,,1825.0,,,,,0.12438356164383561,,,,,,0.8756164383561644,,,,1.0,,,,,0.06219178082191781,,,,,,0.07296803652968037,,,,,,,,2.0,,,,,,12.0,,,,,,,,2.0,,,,,,10.0,,,
