,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
最上町議会議員選挙（2015年08月09日投票）,最上町議会議員選挙,山形県,最上町,20150809.0,2015.0,8.0,9.0,20150804.0,,12.0,16.0,1.3333333333333333,,,,,任期満了,,,,,最上町議会議員選挙（2015年08月09日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7541013325069724,0.24589866749302758,,0.06284177770891437,0.061474666873256895,,6454.0,1.0,59.875,9.803538901845599,31.0,58.5,63.5,67.0,68.0,61.166666666666664,9.813539400010352,31.0,62.25,64.5,67.0,68.0,,,,,,,,,6454.0,,,,6454.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.0625,,,,,,,,,,,,16.0,,,,,,,,,,,,12.0,,,
最上町議会議員選挙（2019年08月04日投票）,最上町議会議員選挙,山形県,最上町,20190804.0,2019.0,8.0,4.0,20190730.0,80.14,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,最上町議会議員選挙（2019年08月04日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.6666666666666666,0.25,0.08333333333333333,0.6358957620459004,0.2552579960522489,0.10884624190185074,0.07948697025573755,0.08508599868408297,0.05442312095092537,5817.995999999999,1.0,62.84615384615385,9.773166984115655,35.0,61.0,67.0,69.0,72.0,62.583333333333336,10.128000241355096,35.0,59.75,67.0,69.0,72.0,,,,,,,,,5817.995999999999,,,,5817.995999999999,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.07692307692307693,,,,,,,,,,,,13.0,,,,,,,,,,,,12.0,,,
朝日町議会議員補欠選挙（2008年11月23日投票）,朝日町議会議員補欠選挙,山形県,朝日町,20081123.0,2008.0,11.0,23.0,20081118.0,45.25,1.0,2.0,2.0,7035.0,,,,その他,,,,,朝日町議会議員補欠選挙（2008年11月23日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.32402912621359226,0.6759708737864077,,0.32402912621359226,0.6759708737864077,2472.0,1.0,60.5,1.5,59.0,59.75,60.5,61.25,62.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,,,2472.0,,,,2472.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
朝日町議会議員補欠選挙（2016年11月27日投票）,朝日町議会議員補欠選挙,山形県,朝日町,20161127.0,2016.0,11.0,27.0,20161122.0,無投票,1.0,1.0,1.0,,,,,死亡,45.25,,,,朝日町議会議員補欠選挙（2016年11月27日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,0.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
朝日町議会議員選挙（2007年04月22日投票）,朝日町議会議員選挙,山形県,朝日町,20070422.0,2007.0,4.0,22.0,20070417.0,86.2,12.0,14.0,1.1666666666666667,7129.0,,,,任期満了,,,,,朝日町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.07142857142857142,,,6107.000000000001,4.0,58.214285714285715,7.2425190115493,46.0,53.75,57.5,62.75,71.0,57.25,6.820618251546801,46.0,52.25,57.5,60.25,70.0,,,525.07,,,,468.0,,4713.13,,,400.8,6107.0,,,0.085978385459309,,,,0.07663337154085476,,0.7717586376289504,,,0.06562960537088587,1.0,,,0.085978385459309,,,,0.07663337154085476,,0.0701598761480864,,,0.06562960537088587,,,1.0,,,,1.0,,11.0,,,1.0,,,1.0,,,,1.0,,9.0,,,1.0
朝日町議会議員選挙（2011年04月24日投票）,朝日町議会議員選挙,山形県,朝日町,20110424.0,2011.0,4.0,24.0,20110419.0,81.49,12.0,14.0,1.1666666666666667,6769.0,,,-360.0,任期満了,86.2,,,,朝日町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.75,0.25,0.0,0.6630394688306896,0.33696053116931024,,0.07367105209229885,0.06739210623386205,,5422.0,3.0,,,,,,,,,,,,,,,,,564.18,,,,408.0,,4449.820000000001,,,,5422.000000000001,,,0.10405385466617481,,,,0.0752489856141645,,0.8206971597196606,,,,1.0,,,0.10405385466617481,,,,0.0752489856141645,,0.06839142997663838,,,,,,1.0,,,,1.0,,12.0,,,,,,1.0,,,,1.0,,10.0,,,
朝日町議会議員選挙（2015年04月26日投票）,朝日町議会議員選挙,山形県,朝日町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,,,,,任期満了,81.49,,,,朝日町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,3.0,63.5,5.766281297335398,54.0,60.0,64.5,67.0,74.0,63.5,5.766281297335398,54.0,60.0,64.5,67.0,74.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,10.0,,,,,,1.0,,,,1.0,,10.0,,,
朝日町議会議員選挙（2019年04月21日投票）,朝日町議会議員選挙,山形県,朝日町,20190421.0,2019.0,4.0,21.0,20190416.0,78.38,12.0,14.0,1.1666666666666667,,,,,任期満了,,,,,朝日町議会議員選挙（2019年04月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.75,0.16666666666666666,0.08333333333333333,0.7123986842873379,0.19769978148857303,0.08990153422408913,0.07915540936525976,0.04942494537214326,0.08990153422408913,4607.996999999999,3.0,61.07142857142857,11.5725308117004,36.0,59.5,62.5,67.25,78.0,63.166666666666664,9.973576200251454,36.0,60.5,64.5,68.25,78.0,,,411.57599999999996,,,,349.0,,3847.4209999999994,,,,4607.996999999999,,,0.08931776648292089,,,,0.07573789653074862,,0.8349443369863305,,,,1.0,,,0.08931776648292089,,,,0.03786894826537431,,0.07590403063512095,,,,,,1.0,,,,2.0,,11.0,,,,,,1.0,,,,1.0,,10.0,,,
村山市議会議員補欠選挙（2005年09月11日投票）,村山市議会議員補欠選挙,山形県,村山市,20050911.0,2005.0,9.0,11.0,20050904.0,81.16,2.0,3.0,1.5,23367.0,,,,その他,,,,,村山市議会議員補欠選挙（2005年09月11日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,17504.0,1.0,51.666666666666664,13.960261060914616,32.0,46.0,60.0,61.5,63.0,61.5,1.5,60.0,60.75,61.5,62.25,63.0,,,,,,,,,17504.0,,,,17504.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,
村山市議会議員補欠選挙（2015年04月26日投票）,村山市議会議員補欠選挙,山形県,村山市,20150426.0,2015.0,4.0,26.0,20150419.0,34.29,3.0,4.0,1.3333333333333333,,,,,その他,81.16,,,,村山市議会議員補欠選挙（2015年04月26日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,6992.0,2.0,,,,,,,,,,,,,,,,,,,,,,,3773.0,,,3219.0,6992.0,,,,,,,,,0.539616704805492,,,0.460383295194508,1.0,,,,,,,,,0.179872234935164,,,0.460383295194508,,,,,,,,,3.0,,,1.0,,,,,,,,,2.0,,,1.0
村山市議会議員補欠選挙（2017年09月03日投票）,村山市議会議員補欠選挙,山形県,村山市,20170903.0,2017.0,9.0,3.0,20170827.0,無投票,2.0,2.0,1.0,,,,,任期満了/矢口正議員の健康上の問題による辞職、長谷川元議員の買春容疑での逮捕による辞職,34.29,,,,村山市議会議員補欠選挙（2017年09月03日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,53.5,0.5,53.0,53.25,53.5,53.75,54.0,53.5,0.5,53.0,53.25,53.5,53.75,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
村山市議会議員選挙（1999年10月30日投票）,村山市議会議員選挙,山形県,村山市,19991030.0,1999.0,10.0,30.0,19991023.0,87.85,22.0,24.0,1.0909090909090908,23837.0,,,,任期満了,,,,,村山市議会議員選挙（1999年10月30日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.0,0.625,0.375,0.0,0.6818181818181818,0.3181818181818182,0.0,0.6070641651172547,0.39293583488274525,,0.04047094434115031,0.04365953720919392,,20808.97,5.0,53.458333333333336,8.755851218217195,32.0,48.0,51.5,59.25,70.0,53.63636363636363,9.113154600732916,32.0,48.0,51.5,59.75,70.0,,,934.0,,,,1783.0,,11476.82,2274.16,,4340.99,20808.97,,,0.044884489717655414,,,,0.08568420253381114,,0.551532343984349,0.10928748515664156,,0.20861147860754278,1.0,,,0.044884489717655414,,,,0.04284210126690557,,0.042425564921873,0.03642916171888052,,0.041722295721508554,,,1.0,,,,2.0,,13.0,3.0,,5.0,,,1.0,,,,2.0,,11.0,3.0,,5.0
村山市議会議員選挙（2003年10月26日投票）,村山市議会議員選挙,山形県,村山市,20031026.0,2003.0,10.0,26.0,20031019.0,83.65,21.0,22.0,1.0476190476190477,23581.0,,,-256.0,任期満了,87.85,,,,村山市議会議員選挙（2003年10月26日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.045454545454545456,0.047619047619047616,0.8181818181818182,0.18181818181818182,0.0,0.8095238095238095,0.19047619047619047,0.0,0.7941986754966888,0.20580132450331126,,0.04412214863870493,0.051450331125827815,,19630.0,5.0,53.90909090909091,6.388264033003951,36.0,50.5,53.5,57.75,65.0,53.857142857142854,6.53405521487387,36.0,50.0,53.0,58.0,65.0,,,828.0,,,,1820.0,,8142.1,2486.19,,6353.71,19630.0,,,0.04218033622007132,,,,0.09271523178807947,,0.4147784004075395,0.12665257259296994,,0.3236734589913398,1.0,,,0.04218033622007132,,,,0.046357615894039736,,0.05184730005094244,0.04221752419765665,,0.04045918237391748,,,1.0,,,,2.0,,8.0,3.0,,8.0,,,1.0,,,,2.0,,8.0,3.0,,7.0
村山市議会議員選挙（2007年10月21日投票）,村山市議会議員選挙,山形県,村山市,20071021.0,2007.0,10.0,21.0,20071014.0,81.45,17.0,20.0,1.1764705882352942,23138.0,,,-443.0,任期満了,83.65,,,,村山市議会議員選挙（2007年10月21日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.05,0.058823529411764705,0.8,0.15,0.05,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.7754470286994558,0.1627264483089726,0.061826522991571535,0.04846543929371599,0.054242149436324195,0.061826522991571535,18746.0,5.0,55.25,7.770939454145812,34.0,52.75,56.0,60.25,68.0,54.23529411764706,7.855529425860083,34.0,52.0,55.0,59.0,68.0,,,884.0,,,,1913.0,,13011.999999999998,859.0,,2078.0,18746.0,,,0.047156726768377254,,,,0.10204843699989331,,0.6941214125680144,0.04582310892990504,,0.11085031473380988,1.0,,,0.047156726768377254,,,,0.05102421849994666,,0.049580100897715314,0.04582310892990504,,0.05542515736690494,,,1.0,,,,2.0,,14.0,1.0,,2.0,,,1.0,,,,2.0,,11.0,1.0,,2.0
村山市議会議員選挙（2011年10月23日投票）,村山市議会議員選挙,山形県,村山市,20111023.0,2011.0,10.0,23.0,20111016.0,76.61,17.0,18.0,1.0588235294117647,22521.0,,,-617.0,任期満了,81.45,,,,村山市議会議員選挙（2011年10月23日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.9411764705882353,0.0,0.058823529411764705,0.9237956204379562,0.03591240875912409,0.040291970802919706,0.05773722627737226,0.03591240875912409,0.040291970802919706,17125.0,6.0,58.44444444444444,7.966751897885933,38.0,56.25,58.5,62.5,72.0,58.529411764705884,8.189790251273935,38.0,56.0,59.0,63.0,72.0,,690.0,1155.0,,,,1993.0,,8492.0,1024.0,,3771.0,17125.0,,0.040291970802919706,0.06744525547445256,,,,0.11637956204379563,,0.4958832116788321,0.05979562043795621,,0.2202043795620438,1.0,,0.040291970802919706,0.06744525547445256,,,,0.05818978102189781,,0.055098134630981344,0.05979562043795621,,0.05505109489051095,,1.0,1.0,,,,2.0,,9.0,1.0,,4.0,,1.0,1.0,,,,2.0,,8.0,1.0,,4.0
村山市議会議員選挙（2015年10月25日投票）,村山市議会議員選挙,山形県,村山市,20151025.0,2015.0,10.0,25.0,20151018.0,72.32,16.0,19.0,1.1875,,,,,任期満了,76.61,,,,村山市議会議員選挙（2015年10月25日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.631578947368421,0.3157894736842105,0.05263157894736842,0.625,0.3125,0.0625,0.5632674168997593,0.3656989527092955,0.07103363039094517,0.04693895140831328,0.06094982545154925,0.07103363039094517,15373.0,4.0,57.78947368421053,14.435260001189418,29.0,49.5,61.0,66.0,82.0,59.0,13.224031155438194,33.0,55.5,61.0,65.5,82.0,,,1232.0,,,,1601.0,,11817.999999999998,,,722.0,15372.999999999998,,,0.08014050608209199,,,,0.10414362843947181,,0.7687504065569505,,,0.04696545892148573,1.0,,,0.08014050608209199,,,,0.052071814219735904,,0.0512500271037967,,,0.04696545892148573,,,1.0,,,,2.0,,15.0,,,1.0,,,1.0,,,,2.0,,12.0,,,1.0
村山市議会議員選挙（2019年10月27日投票）,村山市議会議員選挙,山形県,村山市,20191027.0,2019.0,10.0,27.0,20191020.0,70.09,16.0,19.0,1.1875,,,,,任期満了,72.32,,,,村山市議会議員選挙（2019年10月27日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.5263157894736842,0.42105263157894735,0.05263157894736842,0.625,0.375,0.0,0.6068736854292698,0.3778569992195138,0.015269315351216317,0.06068736854292698,0.04723212490243923,0.015269315351216317,14276.999,3.0,57.36842105263158,15.314975561661653,27.0,51.5,58.0,68.5,82.0,57.4375,14.853319283917653,27.0,51.75,61.0,68.25,82.0,,,1233.0,,,,918.0,,12125.999,,,,14276.999,,,0.08636268728463174,,,,0.06429922702943384,,0.8493380856859344,,,,1.0,,,0.08636268728463174,,,,0.06429922702943384,,0.049961063863878497,,,,,,1.0,,,,1.0,,17.0,,,,,,1.0,,,,1.0,,14.0,,,
東根市議会議員補欠選挙（2006年08月24日投票）,東根市議会議員補欠選挙,山形県,東根市,20060824.0,2006.0,8.0,24.0,20060817.0,無投票,3.0,3.0,1.0,,,,,その他,,,,,東根市議会議員補欠選挙（2006年08月24日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,,,,,,,0.0,1.0,59.0,2.449489742783178,56.0,57.5,59.0,60.5,62.0,59.0,2.449489742783178,56.0,57.5,59.0,60.5,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,
東根市議会議員補欠選挙（2010年08月29日投票）,東根市議会議員補欠選挙,山形県,東根市,20100829.0,2010.0,8.0,29.0,20100822.0,,1.0,2.0,2.0,37251.0,,,,その他,,,,,東根市議会議員補欠選挙（2010年08月29日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.5,,,10148.0,2.0,65.0,2.0,63.0,64.0,65.0,66.0,67.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,4300.0,,5848.0,,,,10148.0,,,,,,,0.423728813559322,,0.576271186440678,,,,1.0,,,,,,,0.423728813559322,,0.576271186440678,,,,,,,,,,1.0,,1.0,,,,,,,,,,0.0,,1.0,,,
東根市議会議員補欠選挙（2014年08月31日投票）,東根市議会議員補欠選挙,山形県,東根市,20140831.0,2014.0,8.0,31.0,20140824.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,東根市議会議員補欠選挙（2014年08月31日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,51.0,0.0,51.0,51.0,51.0,51.0,51.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
東根市議会議員選挙（2007年07月29日投票）,東根市議会議員選挙,山形県,東根市,20070729.0,2007.0,7.0,29.0,20070722.0,76.41,18.0,22.0,1.2222222222222223,36822.0,,,,任期満了,,,,,東根市議会議員選挙（2007年07月29日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.8636363636363636,0.13636363636363635,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8323357029548747,0.16766429704512534,,0.04380714226078288,0.05588809901504178,,27566.99,4.0,61.18181818181818,4.3655298921974435,54.0,58.25,60.0,64.0,69.0,61.111111111111114,4.72450925010429,54.0,57.25,60.0,65.5,69.0,,,1673.0,,,,947.0,,23377.99,1569.0,,,27566.99,,,0.06068852638608713,,,,0.034352680506649434,,0.8480428947810407,0.05691589832622277,,,1.0,,,0.06068852638608713,,,,0.034352680506649434,,0.044633836567423195,0.05691589832622277,,,,,1.0,,,,1.0,,19.0,1.0,,,,,1.0,,,,0.0,,16.0,1.0,,
東根市議会議員選挙（2011年07月24日投票）,東根市議会議員選挙,山形県,東根市,20110724.0,2011.0,7.0,24.0,20110717.0,,18.0,19.0,1.0555555555555556,37428.0,,,606.0,任期満了,76.41,,,,東根市議会議員選挙（2011年07月24日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.7538769617659387,0.16471848367717598,0.08140455455688539,0.050258464117729246,0.05490616122572533,0.08140455455688539,21473.0,4.0,,,,,,,,,,,,,,,,,1620.0,,,,1748.0,,15826.0,,,2279.0,21473.0,,,0.07544358031015694,,,,0.08140455455688539,,0.7370185814744097,,,0.10613328365854795,1.0,,,0.07544358031015694,,,,0.08140455455688539,,0.04913457209829398,,,0.053066641829273974,,,1.0,,,,1.0,,15.0,,,2.0,,,1.0,,,,1.0,,14.0,,,2.0
東根市議会議員選挙（2015年07月26日投票）,東根市議会議員選挙,山形県,東根市,20150726.0,2015.0,7.0,26.0,20150719.0,40.52,18.0,19.0,1.0555555555555556,,,,,任期満了,,,,,東根市議会議員選挙（2015年07月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.8421052631578947,0.15789473684210525,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8227319352792055,0.17726806472079445,,0.051420745954950345,0.059089354906931485,,21466.98,4.0,65.10526315789474,8.09089635813711,49.0,61.5,66.0,72.0,76.0,64.72222222222223,8.143201360341136,49.0,61.25,65.0,71.75,76.0,,,1615.0,,,,1306.0,,16528.4,,,2017.58,21466.980000000003,,,0.07523182115043661,,,,0.060837621314223045,,0.7699452834073539,,,0.09398527412798631,1.0,,,0.07523182115043661,,,,0.060837621314223045,,0.05132968556049026,,,0.046992637063993155,,,1.0,,,,1.0,,15.0,,,2.0,,,1.0,,,,1.0,,14.0,,,2.0
東根市議会議員選挙（2019年07月21日投票）,東根市議会議員選挙,山形県,東根市,20190721.0,2019.0,7.0,21.0,20190714.0,67.34,18.0,20.0,1.1111111111111112,,,,,任期満了,40.52,,,,東根市議会議員選挙（2019年07月21日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.05555555555555555,0.65,0.35,0.0,0.6111111111111112,0.3888888888888889,0.0,0.6442256116338493,0.3557743883661508,,0.04955581627952687,0.05082491262373583,,25844.997,4.0,62.15,9.483011125164833,36.0,56.75,64.5,67.25,78.0,60.888888888888886,9.152345715649371,36.0,56.25,62.5,66.75,78.0,,,1516.0,,,,1088.0,,21438.938000000002,,,1802.059,25844.997000000003,,,0.05865738734657233,,,,0.042097122317328955,,0.8295198486577499,,,0.0697256416783488,1.0,,,0.05865738734657233,,,,0.042097122317328955,,0.04879528521516176,,,0.0697256416783488,,,1.0,,,,1.0,,17.0,,,1.0,,,1.0,,,,1.0,,15.0,,,1.0
河北町議会議員選挙（2003年04月27日投票）,河北町議会議員選挙,山形県,河北町,20030427.0,2003.0,4.0,27.0,20030422.0,80.15,20.0,22.0,1.1,17183.0,,,,任期満了,,,,,河北町議会議員選挙（2003年04月27日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.13636363636363635,0.13636363636363635,0.8,0.1,0.1,0.7780595482546201,0.10816955118803168,0.1137709005573482,0.048628721765913756,0.03605651706267723,0.03792363351911607,13635.999999999998,4.0,59.86363636363637,8.677533450057078,45.0,53.25,59.5,65.0,79.0,60.5,8.61103942622492,45.0,53.75,60.0,65.0,79.0,,,785.0,,,,961.88,,11172.119999999999,,,717.0,13636.0,,,0.057568201818715165,,,,0.07053974772660604,,0.8193106482839542,,,0.05258140217072455,1.0,,,0.057568201818715165,,,,0.03526987386330302,,0.04551725823799745,,,0.05258140217072455,,,1.0,,,,2.0,,18.0,,,1.0,,,1.0,,,,2.0,,16.0,,,1.0
河北町議会議員選挙（2007年04月22日投票）,河北町議会議員選挙,山形県,河北町,20070422.0,2007.0,4.0,22.0,20070417.0,76.86,16.0,18.0,1.125,16946.0,,,-237.0,任期満了,80.15,,,,河北町議会議員選挙（2007年04月22日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.05555555555555555,,,12910.0,3.0,60.22222222222222,6.536696035592322,46.0,57.0,58.5,64.75,70.0,60.1875,6.821095494860045,46.0,56.75,58.5,65.75,70.0,,,926.0,,,,1146.27,,10837.73,,,,12910.0,,,0.07172734314484895,,,,0.08878931061192874,,0.8394833462432223,,,,1.0,,,0.07172734314484895,,,,0.04439465530596437,,0.05596555641621482,,,,,,1.0,,,,2.0,,15.0,,,,,,1.0,,,,2.0,,13.0,,,
河北町議会議員選挙（2011年04月24日投票）,河北町議会議員選挙,山形県,河北町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,16.0,16.0,1.0,,,,,任期満了,76.86,,,,河北町議会議員選挙（2011年04月24日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.75,0.125,0.125,0.75,0.125,0.125,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,13.0,,,,,,1.0,,,,2.0,,13.0,,,
河北町議会議員選挙（2015年04月26日投票）,河北町議会議員選挙,山形県,河北町,20150426.0,2015.0,4.0,26.0,20150421.0,69.69,14.0,18.0,1.2857142857142858,,,,,任期満了,,,,,河北町議会議員選挙（2015年04月26日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6428571428571429,0.35714285714285715,0.0,0.6154034930586655,0.3626529332736229,0.0219435736677116,0.05594577209624232,0.060442155545603816,0.0219435736677116,11165.0,3.0,63.111111111111114,5.506449641495053,51.0,61.25,64.5,65.75,72.0,62.357142857142854,5.65189150205667,51.0,58.25,64.0,65.75,71.0,,,755.0,,,,1013.0,,9397.0,,,,11165.0,,,0.06762203313927452,,,,0.09072995969547694,,0.8416480071652486,,,,1.0,,,0.06762203313927452,,,,0.04536497984773847,,0.05610986714434991,,,,,,1.0,,,,2.0,,15.0,,,,,,1.0,,,,2.0,,11.0,,,
河北町議会議員選挙（2019年04月21日投票）,河北町議会議員選挙,山形県,河北町,20190421.0,2019.0,4.0,21.0,20190416.0,65.71,14.0,16.0,1.1428571428571428,,,,,任期満了,69.69,,,,河北町議会議員選挙（2019年04月21日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,,,,,,,,,,,,,10207.999,3.0,64.75,11.344051304538427,27.0,60.75,69.0,70.0,76.0,63.57142857142857,11.60488989123788,27.0,60.25,68.5,69.0,75.0,,,853.0,,,,882.0,,8472.999,,,,10207.999,,,0.08356192041163013,,,,0.08640282978084148,,0.8300352498075284,,,,1.0,,,0.08356192041163013,,,,0.04320141489042074,,0.06384886536980988,,,,,,1.0,,,,2.0,,13.0,,,,,,1.0,,,,2.0,,11.0,,,
