,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
西川町議会議員選挙（2015年04月26日投票）,西川町議会議員選挙,山形県,西川町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,10.0,10.0,1.0,5087.0,,,-371.0,任期満了,88.35,,,,西川町議会議員選挙（2015年04月26日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,2.0,66.2,3.789459064299283,60.0,63.75,67.0,69.0,71.0,66.2,3.789459064299283,60.0,63.75,67.0,69.0,71.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,
西川町議会議員選挙（2019年04月21日投票）,西川町議会議員選挙,山形県,西川町,20190421.0,2019.0,4.0,21.0,20190416.0,83.98,10.0,12.0,1.2,,,,,任期満了,,,,,西川町議会議員選挙（2019年04月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.5833333333333334,0.4166666666666667,0.0,0.6,0.4,0.0,0.563816439614768,0.43618356038523204,,0.08054520565925258,0.0872367120770464,,3902.999,2.0,65.5,7.065172798075547,48.0,61.0,66.5,70.75,74.0,66.5,4.759201613716317,60.0,61.75,66.5,69.75,74.0,,,,,,,245.535,,3657.464,,,,3902.999,,,,,,,0.06290931665624307,,0.937090683343757,,,,1.0,,,,,,,0.06290931665624307,,0.08519006212215972,,,,,,,,,,1.0,,11.0,,,,,,,,,,1.0,,9.0,,,
遊佐町議会議員補欠選挙（2009年03月08日投票）,遊佐町議会議員補欠選挙,山形県,遊佐町,20090308.0,2009.0,3.0,8.0,20090303.0,78.44,1.0,2.0,2.0,13843.0,,,,その他,,,,,遊佐町議会議員補欠選挙（2009年03月08日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,9944.0,1.0,59.5,4.5,55.0,57.25,59.5,61.75,64.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,9944.0,,,,9944.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
遊佐町議会議員選挙（2007年06月17日投票）,遊佐町議会議員選挙,山形県,遊佐町,20070617.0,2007.0,6.0,17.0,20070612.0,79.31,14.0,19.0,1.3571428571428572,14097.0,,,,任期満了,,,,,遊佐町議会議員選挙（2007年06月17日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.10526315789473684,0.07142857142857142,0.8421052631578947,0.15789473684210525,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8436812120521234,0.15631878794787651,,0.052730075753257714,0.05210626264929217,,11052.99,2.0,55.63157894736842,7.094924251780575,40.0,51.5,55.0,59.5,70.0,55.142857142857146,7.288514867899485,40.0,51.25,54.5,59.0,70.0,,,,,,,615.0,,10437.99,,,,11052.99,,,,,,,0.05564105278300261,,0.9443589472169974,,,,1.0,,,,,,,0.05564105278300261,,0.052464385956499854,,,,,,,,,,1.0,,18.0,,,,,,,,,,1.0,,13.0,,,
遊佐町議会議員選挙（2011年06月19日投票）,遊佐町議会議員選挙,山形県,遊佐町,20110619.0,2011.0,6.0,19.0,20110614.0,66.59,14.0,16.0,1.1428571428571428,13390.0,,,-707.0,任期満了,79.31,,,,遊佐町議会議員選挙（2011年06月19日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0625,,,8809.98,2.0,,,,,,,,,,,,,,,,,,,,,537.0,,8272.98,,,,8809.98,,,,,,,0.06095360034869546,,0.9390463996513045,,,,1.0,,,,,,,0.06095360034869546,,0.06260309331008697,,,,,,,,,,1.0,,15.0,,,,,,,,,,1.0,,13.0,,,
遊佐町議会議員選挙（2015年06月21日投票）,遊佐町議会議員選挙,山形県,遊佐町,20150621.0,2015.0,6.0,21.0,20150616.0,68.78,12.0,14.0,1.1666666666666667,,,,,任期満了,66.59,,,,遊佐町議会議員選挙（2015年06月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.6554038757360469,0.3445961242639532,,0.06554038757360468,0.0861490310659883,,8608.997000000001,1.0,59.214285714285715,8.037222080763366,41.0,56.75,61.5,63.75,70.0,58.833333333333336,8.56186635936088,41.0,54.0,61.5,64.0,70.0,,,,,,,,,8608.997000000001,,,,8608.997000000001,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,12.0,,,
遊佐町議会議員選挙（2019年06月16日投票）,遊佐町議会議員選挙,山形県,遊佐町,20190616.0,2019.0,6.0,16.0,20190611.0,63.63,12.0,13.0,1.0833333333333333,,,,,任期満了,68.78,,,,遊佐町議会議員選挙（2019年06月16日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.0,0.6408907505491249,0.3254803864755409,0.033628862975334156,0.08011134381864062,0.08137009661888522,0.033628862975334156,7597.996999999999,2.0,60.38461538461539,7.519599636830729,45.0,52.0,64.0,66.0,68.0,60.166666666666664,7.787097590815778,45.0,52.0,64.5,66.25,68.0,,,,,,,577.572,,7020.424999999999,,,,7597.996999999999,,,,,,,0.0760163500985852,,0.9239836499014148,,,,1.0,,,,,,,0.0760163500985852,,0.07699863749178457,,,,,,,,,,1.0,,12.0,,,,,,,,,,1.0,,11.0,,,
酒田市議会議員補欠選挙（2012年10月28日投票）,酒田市議会議員補欠選挙,山形県,酒田市,20121028.0,2012.0,10.0,28.0,20121021.0,59.27,1.0,2.0,2.0,91405.0,,,,その他,,,,,酒田市議会議員補欠選挙（2012年10月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,50059.0,1.0,38.5,13.5,25.0,31.75,38.5,45.25,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,50059.0,,,,50059.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,
酒田市議会議員補欠選挙（2019年09月01日投票）,酒田市議会議員補欠選挙,山形県,酒田市,20190901.0,2019.0,9.0,1.0,20190825.0,57.59,2.0,4.0,2.0,,,,,その他/阿部ひとみ氏、梶原宗明氏の県議選出馬による辞職のため,,,,,酒田市議会議員補欠選挙（2019年09月01日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.6939311654193434,0.30606883458065653,,0.23131038847311447,0.30606883458065653,45297.0,1.0,57.25,2.277608394786075,55.0,55.75,56.5,58.0,61.0,56.5,0.5,56.0,56.25,56.5,56.75,57.0,,,,,,,,,45297.0,,,,45297.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,4.0,,,,,,,,,,,,2.0,,,
酒田市議会議員選挙（2005年11月13日投票）,酒田市議会議員選挙,山形県,酒田市,20051113.0,2005.0,11.0,13.0,20051106.0,72.45,34.0,41.0,1.2058823529411764,95857.0,,,,その他,,,,,酒田市議会議員選挙（2005年11月13日投票）,1.0,41.0,34.0,1.2058823529411764,0.0,0.0,0.0,0.024390243902439025,0.029411764705882353,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.024390243902439025,,67944.98000000001,4.0,54.926829268292686,7.192103542156119,38.0,49.0,55.0,61.0,69.0,54.029411764705884,7.273987878322265,38.0,48.25,55.0,60.0,69.0,,,3519.22,,,,4362.17,,58956.479999999996,1107.11,,,67944.98,,,0.051795143658884,,,,0.06420150539451186,,0.8677091375992751,0.01629421334732897,,,1.0,,,0.051795143658884,,,,0.02140050179817062,,0.024103031599979865,0.01629421334732897,,,,,1.0,,,,3.0,,36.0,1.0,,,,,1.0,,,,2.0,,31.0,0.0,,
酒田市議会議員選挙（2009年11月08日投票）,酒田市議会議員選挙,山形県,酒田市,20091108.0,2009.0,11.0,8.0,20091101.0,72.14,30.0,34.0,1.1333333333333333,93286.0,,,-2571.0,任期満了,72.45,,,,酒田市議会議員選挙（2009年11月08日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.08823529411764706,0.1,0.7941176470588235,0.20588235294117646,0.0,0.8,0.2,0.0,0.771389120577486,0.22861087942251407,,0.02856996742879578,0.032658697060359156,,65941.0,5.0,56.26470588235294,6.486677856913904,42.0,52.0,54.5,60.75,68.0,55.733333333333334,6.526527066944221,42.0,52.0,54.0,59.75,68.0,,,3591.75,,,,3763.9,2773.0,54197.77,,,1614.58,65941.0,,,0.054469146661409444,,,,0.057079813772918216,0.042052744119743406,0.8219130738084044,,,0.02448522163752445,1.0,,,0.054469146661409444,,,,0.028539906886459108,0.042052744119743406,0.02834183013132429,,,0.02448522163752445,,,1.0,,,,2.0,1.0,29.0,,,1.0,,,1.0,,,,2.0,1.0,25.0,,,1.0
酒田市議会議員選挙（2013年11月10日投票）,酒田市議会議員選挙,山形県,酒田市,20131110.0,2013.0,11.0,10.0,20131103.0,,28.0,29.0,1.0357142857142858,,,,,任期満了,72.14,,,,酒田市議会議員選挙（2013年11月10日投票）,1.0,29.0,28.0,1.0357142857142858,0.0,0.0,0.0,0.13793103448275862,0.14285714285714285,0.7241379310344828,0.27586206896551724,0.0,0.75,0.25,0.0,0.7713291864143474,0.22867081358565264,,0.03672996125782607,0.02858385169820658,,48779.990000000005,3.0,55.44827586206897,8.818421967272016,26.0,53.0,56.0,59.0,72.0,56.32142857142857,7.644108709273023,26.0,53.75,56.0,59.0,72.0,,,3399.7,,,,3015.6099999999997,,42364.68000000001,,,,48779.990000000005,,,0.06969456123299737,,,,0.061820635879589136,,0.8684848028874135,,,,1.0,,,0.06969456123299737,,,,0.030910317939794568,,0.0334032616495159,,,,,,1.0,,,,2.0,,26.0,,,,,,1.0,,,,2.0,,25.0,,,
酒田市議会議員選挙（2017年10月29日投票）,酒田市議会議員選挙,山形県,酒田市,20171029.0,2017.0,10.0,29.0,20171022.0,,28.0,35.0,1.25,89267.0,,,,任期満了,,,,,酒田市議会議員選挙（2017年10月29日投票）,1.0,35.0,28.0,1.25,0.0,0.0,0.0,0.11428571428571428,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7701503086154334,0.22984969138456662,,0.03080601234461734,0.022984969138456664,,51048.97,0.0,56.65714285714286,9.42926404382459,27.0,55.5,59.0,62.0,73.0,59.17857142857143,5.794415855117823,42.0,56.75,60.0,62.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金山町議会議員選挙（2003年04月27日投票）,金山町議会議員選挙,山形県,金山町,20030427.0,2003.0,4.0,27.0,20030422.0,92.62,16.0,17.0,1.0625,5707.0,,,,任期満了,,,,,金山町議会議員選挙（2003年04月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.75,0.125,0.125,0.7198012232415902,0.13799694189602446,0.14220183486238533,0.05536932486473771,0.06899847094801223,0.07110091743119266,5232.0,2.0,61.705882352941174,7.536301994404487,47.0,56.0,65.0,68.0,71.0,61.5,7.721722605740251,47.0,55.75,65.5,68.25,71.0,,,304.0,,,,,,4928.0,,,,5232.0,,,0.0581039755351682,,,,,,0.9418960244648318,,,,1.0,,,0.0581039755351682,,,,,,0.058868501529051986,,,,,,1.0,,,,,,16.0,,,,,,1.0,,,,,,15.0,,,
金山町議会議員選挙（2007年04月22日投票）,金山町議会議員選挙,山形県,金山町,20070422.0,2007.0,4.0,22.0,20070417.0,89.67,10.0,11.0,1.1,5467.0,,,-240.0,任期満了,92.62,,,,金山町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.09090909090909091,,,4867.0,1.0,62.54545454545455,8.128106526275314,51.0,57.5,60.0,71.0,75.0,61.3,7.457211275000863,51.0,57.25,59.5,67.75,73.0,,,,,,,,,4867.0,,,,4867.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
金山町議会議員選挙（2011年04月24日投票）,金山町議会議員選挙,山形県,金山町,20110424.0,2011.0,4.0,24.0,20110419.0,88.68,10.0,11.0,1.1,5247.0,,,-220.0,任期満了,89.67,,,,金山町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.8,0.1,0.1,0.8427209705372617,0.08773830155979202,0.06954072790294627,0.09363566339302908,0.08773830155979202,0.06954072790294627,4616.0,1.0,,,,,,,,,,,,,,,,,,,,,,,4616.0,,,,4616.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,
金山町議会議員選挙（2015年04月26日投票）,金山町議会議員選挙,山形県,金山町,20150426.0,2015.0,4.0,26.0,20150421.0,87.11,10.0,12.0,1.2,,,,,任期満了,88.68,,,,金山町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,0.7628697880270208,0.23713021197297926,,0.0953587235033776,0.059282552993244815,,4293.0,1.0,62.0,9.00925450115972,48.0,58.5,61.0,66.25,83.0,60.4,6.945502141674136,48.0,59.25,61.0,65.75,69.0,,,,,,,,,4293.0,,,,4293.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,
金山町議会議員選挙（2019年04月21日投票）,金山町議会議員選挙,山形県,金山町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,87.11,,,,金山町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,,,,,,,,,,,,,0.0,1.0,62.7,8.764131445842194,46.0,55.5,65.0,69.75,73.0,62.7,8.764131445842194,46.0,55.5,65.0,69.75,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,
長井市議会議員選挙（2003年04月27日投票）,長井市議会議員選挙,山形県,長井市,20030427.0,2003.0,4.0,27.0,20030420.0,81.84,21.0,22.0,1.0476190476190477,25063.0,,,,任期満了,,,,,長井市議会議員選挙（2003年04月27日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.0,0.0,0.7727272727272727,0.09090909090909091,0.13636363636363635,0.8095238095238095,0.047619047619047616,0.14285714285714285,0.7372329711861514,0.0722228043996873,0.19054422441416138,0.04336664536389126,0.03611140219984365,0.06351474147138712,20325.99,4.0,57.22727272727273,8.638875232879347,31.0,53.25,57.0,62.25,72.0,56.95238095238095,8.74765922690827,31.0,53.0,57.0,60.0,72.0,,,1144.0,,,,977.0,,17631.989999999998,,,573.0,20325.989999999998,,,0.05628262141229038,,,,0.04806653944039135,,0.8674603303455329,,,0.028190508801785304,1.0,,,0.05628262141229038,,,,0.04806653944039135,,0.045655806860291206,,,0.028190508801785304,,,1.0,,,,1.0,,19.0,,,1.0,,,1.0,,,,1.0,,18.0,,,1.0
長井市議会議員選挙（2007年04月22日投票）,長井市議会議員選挙,山形県,長井市,20070422.0,2007.0,4.0,22.0,20070415.0,78.43,18.0,21.0,1.1666666666666667,24600.0,,,-463.0,任期満了,81.84,,,,長井市議会議員選挙（2007年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.047619047619047616,,,19132.0,3.0,59.095238095238095,7.987518608099715,35.0,56.0,60.0,62.0,73.0,59.0,8.621678104251709,35.0,56.0,60.0,62.75,73.0,,,1245.0,,,,796.0,,17091.000000000004,,,,19132.000000000004,,,0.06507422120008362,,,,0.04160568680744302,,0.8933200919924733,,,,1.0,,,0.06507422120008362,,,,0.04160568680744302,,0.04701684694697228,,,,,,1.0,,,,1.0,,19.0,,,,,,1.0,,,,1.0,,16.0,,,
長井市議会議員選挙（2011年04月24日投票）,長井市議会議員選挙,山形県,長井市,20110424.0,2011.0,4.0,24.0,20110417.0,71.47,16.0,18.0,1.125,23940.0,,,-660.0,任期満了,78.43,,,,長井市議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.6666666666666666,0.3333333333333333,0.0,0.6875,0.3125,0.0,0.6943607062448157,0.3056392937551843,,0.05786339218706798,0.050939882292530714,,16878.0,3.0,58.666666666666664,8.393118874676116,39.0,54.5,60.5,65.0,69.0,58.6875,8.091034776219912,39.0,55.5,60.5,65.0,68.0,,,1341.0,,,,586.0,,14951.0,,,,16878.0,,,0.07945254177035194,,,,0.034719753525299206,,0.8858277047043489,,,,1.0,,,0.07945254177035194,,,,0.034719753525299206,,0.05536423154402181,,,,,,1.0,,,,1.0,,16.0,,,,,,1.0,,,,1.0,,14.0,,,
長井市議会議員選挙（2015年04月26日投票）,長井市議会議員選挙,山形県,長井市,20150426.0,2015.0,4.0,26.0,20150419.0,72.66,16.0,20.0,1.25,22954.0,,,-986.0,任期満了,71.47,,,,長井市議会議員選挙（2015年04月26日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.55,0.35,0.1,0.5,0.4375,0.0625,0.4833242539797833,0.43189092669935236,0.08478481932086436,0.04393856854361666,0.06169870381419319,0.04239240966043218,16521.0,3.0,60.0,7.563068160475615,40.0,57.75,60.0,65.5,72.0,59.8125,7.795982539103073,40.0,59.5,60.0,62.75,72.0,,,1162.0,,,,710.0,,14649.0,,,,16521.0,,,0.07033472550087767,,,,0.04297560680346226,,0.88668966769566,,,,1.0,,,0.07033472550087767,,,,0.04297560680346226,,0.04926053709420333,,,,,,1.0,,,,1.0,,18.0,,,,,,1.0,,,,1.0,,14.0,,,
長井市議会議員選挙（2019年04月21日投票）,長井市議会議員選挙,山形県,長井市,20190421.0,2019.0,4.0,21.0,20190414.0,67.45,16.0,17.0,1.0625,22521.0,,,-433.0,任期満了,72.66,,,,長井市議会議員選挙（2019年04月21日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,,,,,,,,,,,,,,,15032.997,3.0,,,,,,,,,,,,,,,,,1056.0,,,,609.0,,13367.997,,,,15032.997,,,0.07024547400628099,,,,0.040510884157031364,,0.8892436418366877,,,,1.0,,,0.07024547400628099,,,,0.040510884157031364,,0.05928290945577918,,,,,,1.0,,,,1.0,,15.0,,,,,,1.0,,,,1.0,,14.0,,,
飯豊町議会議員選挙（2007年07月29日投票）,飯豊町議会議員選挙,山形県,飯豊町,20070729.0,2007.0,7.0,29.0,20070724.0,85.71,12.0,14.0,1.1666666666666667,7139.0,,,,任期満了,,,,,飯豊町議会議員選挙（2007年07月29日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.8571428571428571,0.14285714285714285,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8285572304124565,0.17144276958754348,,0.06904643586770472,0.08572138479377174,,6037.0,1.0,59.42857142857143,5.205962045225315,50.0,56.25,58.5,64.0,67.0,58.333333333333336,4.801620096962644,50.0,55.75,58.0,61.0,67.0,,,,,,,,,6037.0,,,,6037.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,12.0,,,
飯豊町議会議員選挙（2011年07月26日投票）,飯豊町議会議員選挙,山形県,飯豊町,20110726.0,2011.0,7.0,26.0,20110721.0,81.91,10.0,12.0,1.2,6756.0,,,-383.0,任期満了,85.71,,,,飯豊町議会議員選挙（2011年07月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.9,0.1,0.0,0.8702928870292888,0.06840094597052938,0.06130616700018192,0.08702928870292888,0.06840094597052938,0.06130616700018192,5497.0,1.0,62.0,5.400617248673217,54.0,58.5,61.5,65.0,74.0,60.8,4.377213725647858,54.0,57.5,60.5,64.25,69.0,,,,,,,,,5497.0,,,,5497.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.08333333333333333,,,,,,,,,,,,12.0,,,,,,,,,,,,10.0,,,
飯豊町議会議員選挙（2015年07月22日投票）,飯豊町議会議員選挙,山形県,飯豊町,20150722.0,2015.0,7.0,22.0,20150717.0,無投票,10.0,10.0,1.0,,,,,任期満了,81.91,,,,飯豊町議会議員選挙（2015年07月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.6,0.3,0.1,0.6,0.3,0.1,,,,,,,0.0,1.0,65.7,4.539823785126467,59.0,62.25,65.5,68.25,73.0,65.7,4.539823785126467,59.0,62.25,65.5,68.25,73.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,
飯豊町議会議員選挙（2019年07月21日投票）,飯豊町議会議員選挙,山形県,飯豊町,20190721.0,2019.0,7.0,21.0,20190716.0,78.79,10.0,14.0,1.4,6039.0,,,,任期満了,,,,,飯豊町議会議員選挙（2019年07月21日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5,0.5,0.0,0.5274847120632011,0.472515287936799,,0.06593558900790014,0.0787525479894665,,4705.9980000000005,1.0,64.78571428571429,7.645526903533403,46.0,62.25,64.5,69.25,77.0,62.4,6.343500610861483,46.0,62.25,64.0,65.75,70.0,,,,,,,,,4705.9980000000005,,,,4705.9980000000005,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,10.0,,,
高畠町議会議員補欠選挙（2007年01月28日投票）,高畠町議会議員補欠選挙,山形県,高畠町,20070128.0,2007.0,1.0,28.0,20070123.0,無投票,4.0,4.0,1.0,21212.0,,,,その他,,,,,高畠町議会議員補欠選挙（2007年01月28日投票）,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,64.5,7.762087348130012,56.0,59.75,62.5,67.25,77.0,64.5,7.762087348130012,56.0,59.75,62.5,67.25,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,
高畠町議会議員補欠選挙（2018年04月15日投票）,高畠町議会議員補欠選挙,山形県,高畠町,20180415.0,2018.0,4.0,15.0,20180410.0,無投票,1.0,15.0,15.0,,,,,その他,,,,,高畠町議会議員補欠選挙（2018年04月15日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高畠町議会議員選挙（2007年08月05日投票）,高畠町議会議員選挙,山形県,高畠町,20070805.0,2007.0,8.0,5.0,20070731.0,71.38,19.0,21.0,1.1052631578947372,21062.0,,,,任期満了,,,,,高畠町議会議員選挙（2007年08月05日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.14285714285714285,0.09523809523809523,0.7894736842105263,0.10526315789473684,0.10526315789473684,0.7622282617829133,0.14124034770122865,0.0965313905158581,0.04763926636143208,0.04708011590040955,0.04826569525792905,14875.990000000002,3.0,59.857142857142854,7.317856271351827,48.0,56.0,59.0,62.0,83.0,60.73684210526316,7.054987823206754,48.0,56.5,61.0,62.5,83.0,,,913.0,,,,565.0,,13397.99,,,,14875.99,,,0.0613740665327148,,,,0.03798066548848177,,0.9006452679788034,,,,1.0,,,0.0613740665327148,,,,0.03798066548848177,,0.04740238252520018,,,,,,1.0,,,,1.0,,19.0,,,,,,1.0,,,,1.0,,17.0,,,
