,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_プロジェク：くまもと再生,得票数_公明党,得票数_国の冨源党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共和党,得票数_日本共産党,得票数_日本森海党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_プロジェク：くまもと再生,得票率_公明党,得票率_国の冨源党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共和党,得票率_日本共産党,得票率_日本森海党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_プロジェク：くまもと再生,一人あたり得票率_公明党,一人あたり得票率_国の冨源党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共和党,一人あたり得票率_日本共産党,一人あたり得票率_日本森海党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_プロジェク：くまもと再生,立候補者数_公明党,立候補者数_国の冨源党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共和党,立候補者数_日本共産党,立候補者数_日本森海党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_プロジェク：くまもと再生,当選者数_公明党,当選者数_国の冨源党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共和党,当選者数_日本共産党,当選者数_日本森海党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
人吉市議会議員選挙（2011年04月24日投票）,人吉市議会議員選挙,熊本県,人吉市,20110424.0,2011.0,4.0,24.0,20110417.0,79.52,18.0,25.0,1.3888888888888888,28584.0,,,-768.0,任期満了,79.86,,,,人吉市議会議員選挙（2011年04月24日投票）,1.0,25.0,18.0,1.3888888888888888,0.0,0.0,0.0,0.08,0.05555555555555555,0.6,0.32,0.08,0.6666666666666666,0.3333333333333333,0.0,0.6346025384101537,0.3273658427967045,0.03803161879314184,0.04230683589401025,0.04092073034958806,0.01901580939657092,22455.0,3.0,,,,,,,,,,,,,,,,1440.0,,,,,,,1373.0,,,,,,19642.0,,,,,22455.0,,0.06412825651302605,,,,,,,0.061144511244711645,,,,,,0.8747272322422623,,,,,1.0,,0.06412825651302605,,,,,,,0.030572255622355823,,,,,,0.03976032873828465,,,,,,1.0,,,,,,,2.0,,,,,,22.0,,,,,,1.0,,,,,,,0.0,,,,,,17.0,,,,
人吉市議会議員選挙（2015年04月26日投票）,人吉市議会議員選挙,熊本県,人吉市,20150426.0,2015.0,4.0,26.0,20150419.0,74.9,18.0,22.0,1.2222222222222223,,,,,任期満了,79.52,,,,人吉市議会議員選挙（2015年04月26日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.6818181818181818,0.18181818181818182,0.13636363636363635,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7122465052175625,0.16105532585154558,0.12669816893089192,0.0474831003478375,0.040263831462886396,0.042232722976963975,20316.0,3.0,57.5,9.054130147467108,35.0,54.5,58.5,62.75,76.0,57.72222222222222,9.503248307555777,35.0,54.5,58.5,62.75,76.0,,1360.0,,,,,,,2160.0,,,,,,16796.0,,,,,20316.0,,0.06694231147863752,,,,,,,0.10632014176018902,,,,,,0.8267375467611735,,,,,1.0,,0.06694231147863752,,,,,,,0.05316007088009451,,,,,,0.0435125024611144,,,,,,1.0,,,,,,,2.0,,,,,,19.0,,,,,,1.0,,,,,,,2.0,,,,,,15.0,,,,
人吉市議会議員選挙（2019年04月21日投票）,人吉市議会議員選挙,熊本県,人吉市,20190421.0,2019.0,4.0,21.0,20190414.0,72.64,18.0,20.0,1.1111111111111112,26798.0,,,,任期満了,74.9,,,,人吉市議会議員選挙（2019年04月21日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,,,,,,,,,,,,,,,19151.999,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八代市議会議員選挙（2005年09月04日投票）,八代市議会議員選挙,熊本県,八代市,20050904.0,2005.0,9.0,4.0,20050828.0,79.89,34.0,45.0,1.3235294117647058,112144.0,,,,その他,,,,,八代市議会議員選挙（2005年09月04日投票）,1.0,45.0,34.0,1.3235294117647058,0.0,0.0,0.0,0.08888888888888889,0.08823529411764706,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.022222222222222223,,88169.0,4.0,55.333333333333336,8.715248450592533,34.0,50.0,57.0,61.0,71.0,55.3235294117647,9.093373761524488,34.0,50.5,56.5,62.5,71.0,,5867.0,,,,,,,3189.0,,,,,,57883.0,,,,21230.0,88169.0,,0.06654266238700678,,,,,,,0.03616917510689698,,,,,,0.6565005841055246,,,,0.24078757840057163,1.0,,0.03327133119350339,,,,,,,0.012056391702298995,,,,,,0.021883352803517487,,,,0.024078757840057162,,2.0,,,,,,,3.0,,,,,,30.0,,,,10.0,,2.0,,,,,,,1.0,,,,,,22.0,,,,9.0
八代市議会議員選挙（2009年08月23日投票）,八代市議会議員選挙,熊本県,八代市,20090823.0,2009.0,8.0,23.0,20090816.0,77.27,34.0,40.0,1.1764705882352942,110139.0,,,-2005.0,任期満了,79.89,,,,八代市議会議員選挙（2009年08月23日投票）,1.0,40.0,34.0,1.1764705882352942,0.0,0.0,0.0,0.1,0.11764705882352941,0.725,0.275,0.0,0.7941176470588235,0.20588235294117646,0.0,0.7630445154826089,0.23695548451739107,,0.026311879844227892,0.021541407683399186,,83836.0,4.0,57.675,9.368531101512124,34.0,50.75,59.5,65.0,73.0,57.294117647058826,9.388758646771983,34.0,51.0,59.5,63.5,73.0,,5466.0,,,,,,,2118.0,,,,,,48563.17,,,,27688.83,83836.0,,0.06519872131303975,,,,,,,0.025263609905052723,,,,,,0.5792639200343528,,,,0.3302737487475548,1.0,,0.032599360656519874,,,,,,,0.025263609905052723,,,,,,0.02317055680137411,,,,0.027522812395629564,,2.0,,,,,,,1.0,,,,,,25.0,,,,12.0,,2.0,,,,,,,1.0,,,,,,19.0,,,,12.0
八代市議会議員選挙（2013年09月01日投票）,八代市議会議員選挙,熊本県,八代市,20130901.0,2013.0,9.0,1.0,20130825.0,67.02,32.0,35.0,1.09375,,,,,任期満了,77.27,,,,八代市議会議員選挙（2013年09月01日投票）,1.0,35.0,32.0,1.09375,0.0,0.0,0.0,0.08571428571428572,0.09375,0.7714285714285715,0.22857142857142856,0.0,0.84375,0.15625,0.0,0.8071802864363944,0.19281971356360572,,0.029895566164310904,0.024102464195450715,,71220.0,4.0,,,,,,,,57.90625,9.268088310838433,38.0,51.75,60.5,65.0,71.0,,6245.75,,,,,,,1930.0,,,,,,33559.869999999995,,,,29484.38,71220.0,,0.08769657399606852,,,,,,,0.027099129458017412,,,,,,0.47121412524571743,,,,0.4139901713001966,1.0,,0.04384828699803426,,,,,,,0.027099129458017412,,,,,,0.02480074343398513,,,,0.031845397792322816,,2.0,,,,,,,1.0,,,,,,19.0,,,,13.0,,2.0,,,,,,,1.0,,,,,,16.0,,,,13.0
八代市議会議員選挙（2017年08月27日投票）,八代市議会議員選挙,熊本県,八代市,20170827.0,2017.0,8.0,27.0,20170820.0,63.3,28.0,38.0,1.3571428571428572,107240.0,,,,任期満了,67.02,,,,八代市議会議員選挙（2017年08月27日投票）,1.0,38.0,28.0,1.3571428571428572,0.0,0.0,0.0,0.02631578947368421,0.03571428571428571,0.7105263157894737,0.2894736842105263,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7652774682349152,0.2347225317650848,,0.028343609934626486,0.021338411978644074,,66809.99,0.0,57.3421052631579,11.31667683179278,27.0,49.0,58.0,65.75,74.0,59.142857142857146,9.826037879438653,37.0,52.0,61.5,66.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八代市議会議員選挙（2021年08月29日投票）,八代市議会議員選挙,熊本県,八代市,20210829.0,2021.0,8.0,29.0,20210822.0,,28.0,32.0,1.1428571428571428,,,,,任期満了,63.3,,,,八代市議会議員選挙（2021年08月29日投票）,1.0,32.0,0.0,inf,0.0,0.0,0.0,0.03125,0.0,0.6875,0.25,0.0625,0.0,0.0,0.0,,,,,,,0.0,5.0,58.375,11.271507219533685,31.0,50.75,61.0,66.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,15.0,,1.0,,13.0,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,,0.0
南小国町議会議員選挙（2007年04月22日投票）,南小国町議会議員選挙,熊本県,南小国町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,10.0,10.0,1.0,4005.0,,,,任期満了,,,,,南小国町議会議員選挙（2007年04月22日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,59.1,8.734414691323053,41.0,56.25,60.0,65.5,70.0,59.1,8.734414691323053,41.0,56.25,60.0,65.5,70.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,9.0,,,,,,,,,,,,,1.0,,,,,,9.0,,,,
南小国町議会議員選挙（2011年04月24日投票）,南小国町議会議員選挙,熊本県,南小国町,20110424.0,2011.0,4.0,24.0,20110419.0,88.52,10.0,14.0,1.4,3782.0,,,-223.0,任期満了,,,,,南小国町議会議員選挙（2011年04月24日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.3,0.7,0.0,0.34425736620565245,0.6557426337943476,,0.05737622770094208,0.08196782922429345,,3326.0,2.0,,,,,,,,,,,,,,,,,,,,,,,92.0,,,,,,3234.0,,,,,3326.0,,,,,,,,,0.027660853878532773,,,,,,0.9723391461214672,,,,,1.0,,,,,,,,,0.027660853878532773,,,,,,0.07479531893242056,,,,,,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,0.0,,,,,,10.0,,,,
南小国町議会議員選挙（2015年04月26日投票）,南小国町議会議員選挙,熊本県,南小国町,20150426.0,2015.0,4.0,26.0,20150421.0,85.12,10.0,12.0,1.2,3528.0,,,-254.0,任期満了,88.52,,,,南小国町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.08333333333333333,0.5,0.4,0.1,0.5547487352445194,0.35959527824620574,0.08565598650927488,0.11094974704890388,0.05993254637436762,0.08565598650927488,2965.0,2.0,61.0,5.597618541248888,49.0,57.5,62.0,66.0,68.0,60.0,5.621387729022079,49.0,56.5,60.5,63.75,68.0,,,,,,,,,253.97,,,,,,2711.0299999999997,,,,,2964.9999999999995,,,,,,,,,0.08565598650927489,,,,,,0.9143440134907251,,,,,1.0,,,,,,,,,0.08565598650927489,,,,,,0.08312218304461137,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,1.0,,,,,,9.0,,,,
南小国町議会議員選挙（2019年04月21日投票）,南小国町議会議員選挙,熊本県,南小国町,20190421.0,2019.0,4.0,21.0,20190416.0,80.77,10.0,12.0,1.2,3349.0,,,-179.0,任期満了,85.12,,,,南小国町議会議員選挙（2019年04月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.6666666666666666,0.25,0.08333333333333333,0.6,0.3,0.1,0.5979073243647235,0.3030642750373692,0.09902840059790732,0.07473841554559044,0.10102142501245641,0.09902840059790732,2676.0,2.0,59.833333333333336,9.676718911329855,35.0,57.0,61.0,65.75,72.0,59.0,10.246950765959598,35.0,55.0,60.0,64.75,72.0,,,,,,,,,117.0,,,,,,2559.0,,,,,2676.0,,,,,,,,,0.043721973094170405,,,,,,0.9562780269058296,,,,,1.0,,,,,,,,,0.043721973094170405,,,,,,0.08693436608234816,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,0.0,,,,,,10.0,,,,
南関町議会議員選挙（2006年02月26日投票）,南関町議会議員選挙,熊本県,南関町,20060226.0,2006.0,2.0,26.0,20060221.0,82.52,12.0,13.0,1.0833333333333333,9419.0,,,,任期満了,,,,,南関町議会議員選挙（2006年02月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.38461538461538464,0.46153846153846156,0.15384615384615385,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.35050993022007515,0.5343531937734837,0.11513687600644122,0.07010198604401503,0.08905886562891395,0.05756843800322061,7452.0,1.0,57.92307692307692,9.651317474525582,30.0,56.0,61.0,64.0,68.0,57.166666666666664,9.668103341515451,30.0,55.25,59.5,63.25,68.0,,,,,,,,,,,,,,,7452.0,,,,,7452.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,12.0,,,,
南関町議会議員選挙（2010年02月21日投票）,南関町議会議員選挙,熊本県,南関町,20100221.0,2010.0,2.0,21.0,20100216.0,82.31,12.0,18.0,1.5,9210.0,,,-209.0,任期満了,82.52,,,,南関町議会議員選挙（2010年02月21日投票）,1.0,18.0,12.0,1.5,0.0,0.0,0.0,0.05555555555555555,0.08333333333333333,0.5555555555555556,0.4444444444444444,0.0,0.5833333333333334,0.4166666666666667,0.0,0.5593674618064862,0.4406325381935138,,0.055936746180648624,0.05507906727418922,,7462.0,1.0,58.77777777777778,8.17554317295429,34.0,56.0,60.0,65.0,69.0,57.833333333333336,8.97063109386526,34.0,55.25,60.0,62.0,69.0,,,,,,,,,,,,,,,7462.0,,,,,7462.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,12.0,,,,
南関町議会議員選挙（2014年02月23日投票）,南関町議会議員選挙,熊本県,南関町,20140223.0,2014.0,2.0,23.0,20140218.0,76.78,12.0,15.0,1.25,,,,,任期満了,82.31,,,,南関町議会議員選挙（2014年02月23日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.6,0.3333333333333333,0.06666666666666667,0.75,0.16666666666666666,0.08333333333333333,0.7364096696265833,0.2057603800514903,0.0578299503219265,0.08182329662517591,0.041152076010298064,0.0578299503219265,6676.99,1.0,58.333333333333336,9.97106926173027,29.0,55.5,60.0,64.5,72.0,61.5,5.5901699437494745,54.0,56.75,62.0,65.0,72.0,,,,,,,,,,,,,,,6676.99,,,,,6676.99,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,12.0,,,,
南関町議会議員選挙（2018年02月25日投票）,南関町議会議員選挙,熊本県,南関町,20180225.0,2018.0,2.0,25.0,20180220.0,,12.0,16.0,1.3333333333333333,8484.0,,,,任期満了,76.78,,,,南関町議会議員選挙（2018年02月25日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0625,0.0,0.625,0.375,0.0,0.75,0.25,0.0,0.6893203883495146,0.3106796116504854,,0.06893203883495146,0.0517799352750809,,5768.0,0.0,61.625,9.752403549894764,33.0,59.5,64.0,68.0,76.0,63.0,7.199537022151725,47.0,59.5,62.5,68.25,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南阿蘇村議会議員選挙（2005年03月06日投票）,南阿蘇村議会議員選挙,熊本県,南阿蘇村,20050306.0,2005.0,3.0,6.0,20050301.0,86.1,22.0,27.0,1.2272727272727273,10136.0,,,,その他,,,,,南阿蘇村議会議員選挙（2005年03月06日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.037037037037037035,,8567.0,2.0,58.629629629629626,7.548108166942417,37.0,56.0,57.0,63.0,72.0,57.90909090909091,5.550668189990454,49.0,56.0,56.5,59.75,72.0,,,,,,,,,147.0,,,,,,8420.0,,,,,8567.0,,,,,,,,,0.017158865413797127,,,,,,0.9828411345862029,,,,,1.0,,,,,,,,,0.017158865413797127,,,,,,0.03780158209946934,,,,,,,,,,,,,1.0,,,,,,26.0,,,,,,,,,,,,,0.0,,,,,,22.0,,,,
南阿蘇村議会議員選挙（2009年02月22日投票）,南阿蘇村議会議員選挙,熊本県,南阿蘇村,20090222.0,2009.0,2.0,22.0,20090217.0,85.94,18.0,23.0,1.2777777777777777,10064.0,,,-72.0,任期満了,86.1,,,,南阿蘇村議会議員選挙（2009年02月22日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.043478260869565216,0.0,0.6086956521739131,0.391304347826087,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6569442357987175,0.3430557642012825,,0.04692458827133696,0.03811730713347583,,8453.99,2.0,59.26086956521739,6.751601364342149,41.0,57.0,60.0,61.5,74.0,58.55555555555556,4.57313680605704,45.0,57.0,60.0,60.0,66.0,,,,,,,,,314.0,,,,,,8139.990000000001,,,,,8453.990000000002,,,,,,,,,0.037142225150491065,,,,,,0.9628577748495089,,,,,1.0,,,,,,,,,0.037142225150491065,,,,,,0.04376626249315949,,,,,,,,,,,,,1.0,,,,,,22.0,,,,,,,,,,,,,0.0,,,,,,18.0,,,,
南阿蘇村議会議員選挙（2013年02月24日投票）,南阿蘇村議会議員選挙,熊本県,南阿蘇村,20130224.0,2013.0,2.0,24.0,20130219.0,84.79,14.0,20.0,1.4285714285714286,9985.0,,,-79.0,任期満了,85.94,,,,南阿蘇村議会議員選挙（2013年02月24日投票）,1.0,20.0,14.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.45,0.55,0.0,0.35714285714285715,0.6428571428571429,0.0,0.42190533542093217,0.5780946645790678,,0.046878370602325796,0.052554060416278886,,8303.0,2.0,59.4,8.315046602394961,34.0,57.0,62.0,64.0,78.0,57.92857142857143,7.78702479141044,34.0,57.0,60.0,63.5,65.0,,,,,,,,,265.0,,,,,,8038.0,,,,,8303.0,,,,,,,,,0.03191617487655064,,,,,,0.9680838251234494,,,,,1.0,,,,,,,,,0.03191617487655064,,,,,,0.05095178026965523,,,,,,,,,,,,,1.0,,,,,,19.0,,,,,,,,,,,,,0.0,,,,,,14.0,,,,
南阿蘇村議会議員選挙（2017年02月26日投票）,南阿蘇村議会議員選挙,熊本県,南阿蘇村,20170226.0,2017.0,2.0,26.0,20170221.0,82.6,14.0,19.0,1.3571428571428572,9519.0,,,-466.0,任期満了,84.79,,,,南阿蘇村議会議員選挙（2017年02月26日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.7164000815254011,0.17746010756508826,0.10613981090951068,0.05510769857887701,0.044365026891272065,0.05306990545475534,7761.998,2.0,61.94736842105263,9.372264143741116,38.0,59.5,62.0,68.0,82.0,60.357142857142854,10.32754391253342,38.0,55.75,61.0,66.0,82.0,,,,,,,,,351.0,,,,,,7410.998,,,,,7761.998,,,,,,,,,0.04522031569706666,,,,,,0.9547796843029334,,,,,1.0,,,,,,,,,0.04522031569706666,,,,,,0.05304331579460741,,,,,,,,,,,,,1.0,,,,,,18.0,,,,,,,,,,,,,1.0,,,,,,13.0,,,,
南阿蘇村議会議員選挙（2021年02月28日投票）,南阿蘇村議会議員選挙,熊本県,南阿蘇村,20210228.0,2021.0,2.0,28.0,20210223.0,81.33,14.0,18.0,1.2857142857142858,8914.0,4239.0,4675.0,-605.0,任期満了,82.6,,,,南阿蘇村議会議員選挙（2021年02月28日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.07142857142857142,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.6428571428571429,0.35714285714285715,0.0,0.6149409116488463,0.3556555993247046,0.02940348902644907,0.061494091164884634,0.05080794276067208,0.02940348902644907,7108.0,1.0,61.166666666666664,8.193832368854569,46.0,57.5,62.0,65.75,74.0,60.714285714285715,8.145363022941961,46.0,57.5,62.0,65.0,73.0,,,,,,,,,,,,,,,7108.0,,,,,7108.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.05555555555555555,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,14.0,,,,
合志市議会議員補欠選挙（2010年03月21日投票）,合志市議会議員補欠選挙,熊本県,合志市,20100321.0,2010.0,3.0,21.0,20100314.0,62.15,1.0,2.0,2.0,42288.0,,,,その他,,,,,合志市議会議員補欠選挙（2010年03月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6235198909617514,0.3764801090382486,,0.6235198909617514,0.3764801090382486,23478.0,1.0,57.0,3.0,54.0,55.5,57.0,58.5,60.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,23478.0,,,,,23478.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,
合志市議会議員選挙（2007年04月22日投票）,合志市議会議員選挙,熊本県,合志市,20070422.0,2007.0,4.0,22.0,20070415.0,68.34,24.0,27.0,1.125,40916.0,,,,任期満了,,,,,合志市議会議員選挙（2007年04月22日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.18518518518518517,0.16666666666666666,0.6296296296296297,0.3333333333333333,0.037037037037037035,0.625,0.3333333333333333,0.041666666666666664,0.5835224037080602,0.3483434756148996,0.06813412067704028,0.034324847276944716,0.03870483062387773,0.06813412067704028,27621.99,3.0,55.96296296296296,9.307430251552635,27.0,53.0,57.0,61.5,69.0,55.458333333333336,9.639239106669965,27.0,52.0,57.5,61.25,69.0,,2237.0,,,,,,,1311.0,,,,,,24073.99,,,,,27621.99,,0.08098619976330453,,,,,,,0.04746218501997865,,,,,,0.8715516152167169,,,,,1.0,,0.08098619976330453,,,,,,,0.023731092509989324,,,,,,0.03631465063402987,,,,,,1.0,,,,,,,2.0,,,,,,24.0,,,,,,1.0,,,,,,,2.0,,,,,,21.0,,,,
合志市議会議員選挙（2011年04月24日投票）,合志市議会議員選挙,熊本県,合志市,20110424.0,2011.0,4.0,24.0,20110417.0,無投票,21.0,21.0,1.0,43432.0,,,2516.0,任期満了,68.34,,,,合志市議会議員選挙（2011年04月24日投票）,1.0,21.0,21.0,1.0,1.0,1.0,0.0,0.19047619047619047,0.19047619047619047,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,3.0,56.23809523809524,10.519391444940249,31.0,55.0,58.0,63.0,73.0,56.23809523809524,10.519391444940249,31.0,55.0,58.0,63.0,73.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,18.0,,,,,,1.0,,,,,,,2.0,,,,,,18.0,,,,
合志市議会議員選挙（2015年04月26日投票）,合志市議会議員選挙,熊本県,合志市,20150426.0,2015.0,4.0,26.0,20150419.0,57.68,19.0,27.0,1.4210526315789471,,,,,任期満了,,,,,合志市議会議員選挙（2015年04月26日投票）,1.0,27.0,19.0,1.4210526315789473,0.0,0.0,0.0,0.14814814814814814,0.15789473684210525,0.5925925925925926,0.4074074074074074,0.0,0.7368421052631579,0.2631578947368421,0.0,0.6672566441264349,0.332743355873565,,0.04170354025790218,0.03024939598850591,,25436.0,3.0,56.666666666666664,11.211766306149254,30.0,52.0,60.0,63.5,75.0,57.21052631578947,10.029319898065298,35.0,52.0,60.0,63.0,75.0,,1985.0,,,,,,,1308.0,,,,,,22143.0,,,,,25436.0,,0.07803899984274257,,,,,,,0.051423179745242964,,,,,,0.8705378204120144,,,,,1.0,,0.07803899984274257,,,,,,,0.051423179745242964,,,,,,0.034821512816480577,,,,,,1.0,,,,,,,1.0,,,,,,25.0,,,,,,1.0,,,,,,,1.0,,,,,,17.0,,,,
合志市議会議員選挙（2019年04月21日投票）,合志市議会議員選挙,熊本県,合志市,20190421.0,2019.0,4.0,21.0,20190414.0,50.65,19.0,21.0,1.1052631578947372,47638.0,,,,任期満了,57.68,,,,合志市議会議員選挙（2019年04月21日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.19047619047619047,0.15789473684210525,0.6666666666666666,0.3333333333333333,0.0,0.7368421052631579,0.2631578947368421,0.0,0.713714237740132,0.286285762259868,,0.05097958841000943,0.040897966037124,,23869.996,3.0,57.42857142857143,9.945429333409914,38.0,49.0,61.0,64.0,68.0,57.05263157894737,10.38457197866409,38.0,47.5,63.0,64.5,68.0,,2065.0,,,,,,,1119.0,,,,,,20685.996,,,,,23869.996,,0.08651027842652341,,,,,,,0.04687893537979646,,,,,,0.8666107861936801,,,,,1.0,,0.08651027842652341,,,,,,,0.04687893537979646,,,,,,0.04561109401019369,,,,,,1.0,,,,,,,1.0,,,,,,19.0,,,,,,1.0,,,,,,,1.0,,,,,,17.0,,,,
