,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_プロジェク：くまもと再生,得票数_公明党,得票数_国の冨源党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共和党,得票数_日本共産党,得票数_日本森海党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_プロジェク：くまもと再生,得票率_公明党,得票率_国の冨源党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共和党,得票率_日本共産党,得票率_日本森海党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_プロジェク：くまもと再生,一人あたり得票率_公明党,一人あたり得票率_国の冨源党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共和党,一人あたり得票率_日本共産党,一人あたり得票率_日本森海党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_プロジェク：くまもと再生,立候補者数_公明党,立候補者数_国の冨源党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共和党,立候補者数_日本共産党,立候補者数_日本森海党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_プロジェク：くまもと再生,当選者数_公明党,当選者数_国の冨源党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共和党,当選者数_日本共産党,当選者数_日本森海党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
水俣市議会議員選挙（2003年04月27日投票）,水俣市議会議員選挙,熊本県,水俣市,20030427.0,2003.0,4.0,27.0,20030420.0,81.58,22.0,26.0,1.181818181818182,24182.0,,,-214.0,任期満了,84.17,,,,水俣市議会議員選挙（2003年04月27日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.038461538461538464,0.045454545454545456,0.7692307692307693,0.23076923076923078,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7359887525562372,0.26401124744376275,,0.03679943762781186,0.04400187457396046,,19560.0,5.0,54.96153846153846,7.2932042616648864,35.0,50.25,55.5,60.75,67.0,54.95454545454545,7.8304607592707685,35.0,50.0,55.5,61.75,67.0,,963.0,,,,,,,2125.0,,,,,,11278.06,688.0,,,4505.9400000000005,19560.0,,0.04923312883435583,,,,,,,0.108640081799591,,,,,,0.5765879345603272,0.03517382413087935,,,0.23036503067484665,1.0,,0.04923312883435583,,,,,,,0.036213360599863666,,,,,,0.03843919563735514,0.03517382413087935,,,0.03839417177914111,,1.0,,,,,,,3.0,,,,,,15.0,1.0,,,6.0,,1.0,,,,,,,3.0,,,,,,12.0,1.0,,,5.0
水俣市議会議員選挙（2007年04月22日投票）,水俣市議会議員選挙,熊本県,水俣市,20070422.0,2007.0,4.0,22.0,20070415.0,77.17,18.0,19.0,1.0555555555555556,23501.0,,,-681.0,任期満了,81.58,,,,水俣市議会議員選挙（2007年04月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6653514865240344,0.25807168657960544,0.0765768268963601,0.04752510618028817,0.06451792164490136,0.0765768268963601,17995.0,4.0,54.26315789473684,6.28985905007466,36.0,52.0,55.0,58.0,65.0,54.333333333333336,6.454972243679028,36.0,51.5,55.0,58.0,65.0,,1022.0,,,,,,,2100.0,,,,,,11719.0,,,,3154.0,17995.0,,0.0567935537649347,,,,,,,0.11669908307863296,,,,,,0.6512364545707141,,,,0.17527090858571825,1.0,,0.0567935537649347,,,,,,,0.05834954153931648,,,,,,0.05426970454755951,,,,0.043817727146429564,,1.0,,,,,,,2.0,,,,,,12.0,,,,4.0,,1.0,,,,,,,2.0,,,,,,11.0,,,,4.0
水俣市議会議員選挙（2011年04月24日投票）,水俣市議会議員選挙,熊本県,水俣市,20110424.0,2011.0,4.0,24.0,20110417.0,78.57,16.0,22.0,1.375,22532.0,,,-969.0,任期満了,77.17,,,,水俣市議会議員選挙（2011年04月24日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.0625,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.8125,0.1875,0.0,0.7321224730533916,0.22948596831189189,0.03839155863471655,0.04306602782667009,0.05737149207797297,0.03839155863471655,17581.989999999998,5.0,,,,,,,,,,,,,,,,935.0,,,,,,,1705.0,,,791.0,,,11976.99,,,,2174.0,17581.989999999998,,0.053179418256977744,,,,,,,0.09697423329213588,,,0.044989219081571545,,,0.6812078723739463,,,,0.12364925699536856,1.0,,0.053179418256977744,,,,,,,0.04848711664606794,,,0.044989219081571545,,,0.045413858158263085,,,,0.04121641899845619,,1.0,,,,,,,2.0,,,1.0,,,15.0,,,,3.0,,1.0,,,,,,,2.0,,,1.0,,,10.0,,,,2.0
水俣市議会議員選挙（2015年04月26日投票）,水俣市議会議員選挙,熊本県,水俣市,20150426.0,2015.0,4.0,26.0,20150419.0,74.49,16.0,20.0,1.25,,,,,任期満了,78.57,,,,水俣市議会議員選挙（2015年04月26日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.55,0.35,0.1,0.5625,0.3125,0.125,0.5546661385970382,0.32970410401305844,0.11562975738990341,0.050424194417912564,0.04710058628757978,0.05781487869495171,16007.99,4.0,58.1,8.490583018850943,43.0,51.5,61.0,63.0,75.0,57.25,8.150920193450553,43.0,50.75,61.0,63.0,68.0,,1075.0,,,,,,,1778.9,,,,,,12556.09,,,,598.0,16007.99,,0.06715396498873376,,,,,,,0.11112575657531021,,,,,,0.7843639332608279,,,,0.03735634517512817,1.0,,0.06715396498873376,,,,,,,0.055562878287655104,,,,,,0.04902274582880174,,,,0.03735634517512817,,1.0,,,,,,,2.0,,,,,,16.0,,,,1.0,,1.0,,,,,,,2.0,,,,,,13.0,,,,0.0
水俣市議会議員選挙（2019年04月21日投票）,水俣市議会議員選挙,熊本県,水俣市,20190421.0,2019.0,4.0,21.0,20190414.0,69.91,16.0,19.0,1.1875,,,,,任期満了,74.49,,,,水俣市議会議員選挙（2019年04月21日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.2631578947368421,0.25,,,,,,,,,,,,,14433.999,5.0,56.526315789473685,10.122244503815043,35.0,50.5,56.0,65.0,72.0,56.0625,10.92856778127857,35.0,49.25,55.0,65.0,72.0,,980.0,,,,228.0,,,1508.9989999999998,,,,,,10968.0,,,,749.0,14433.999,,0.06789525203652848,,,,0.015796038228906625,,,0.10454476268149941,,,,,,0.7598725758537187,,,,0.05189137119934677,1.0,,0.06789525203652848,,,,0.015796038228906625,,,0.052272381340749706,,,,,,0.05427661256097991,,,,0.05189137119934677,,1.0,,,,1.0,,,2.0,,,,,,14.0,,,,1.0,,1.0,,,,0.0,,,2.0,,,,,,12.0,,,,1.0
氷川町議会議員選挙（2005年11月06日投票）,氷川町議会議員選挙,熊本県,氷川町,20051106.0,2005.0,11.0,6.0,20051101.0,85.07,14.0,18.0,1.2857142857142858,11095.0,,,,その他,,,,,氷川町議会議員選挙（2005年11月06日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05555555555555555,,9278.0,2.0,59.72222222222222,5.495508828484458,45.0,58.0,59.0,62.75,69.0,59.07142857142857,5.624744892174294,45.0,57.25,59.0,62.5,69.0,,,,,,,,,486.0,,,,,,8792.0,,,,,9278.0,,,,,,,,,0.05238197887475749,,,,,,0.9476180211252425,,,,,1.0,,,,,,,,,0.05238197887475749,,,,,,0.05574223653677897,,,,,,,,,,,,,1.0,,,,,,17.0,,,,,,,,,,,,,1.0,,,,,,13.0,,,,
氷川町議会議員選挙（2009年10月18日投票）,氷川町議会議員選挙,熊本県,氷川町,20091018.0,2009.0,10.0,18.0,20091013.0,81.01,14.0,16.0,1.1428571428571428,10891.0,,,-204.0,任期満了,85.07,,,,氷川町議会議員選挙（2009年10月18日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6211864213052921,0.37881357869470794,,0.06902071347836579,0.05411622552781542,,8749.0,3.0,61.0625,5.213788809493534,49.0,58.5,61.5,63.0,73.0,61.785714285714285,5.171053656496647,49.0,61.0,62.0,63.0,73.0,,,,,,,,,618.0,,,287.0,,,7844.0,,,,,8749.0,,,,,,,,,0.07063664418790719,,,0.0328037489998857,,,0.8965596068122071,,,,,1.0,,,,,,,,,0.07063664418790719,,,0.0328037489998857,,,0.06403997191515766,,,,,,,,,,,,,1.0,,,1.0,,,14.0,,,,,,,,,,,,,1.0,,,1.0,,,12.0,,,,
氷川町議会議員選挙（2013年10月20日投票）,氷川町議会議員選挙,熊本県,氷川町,20131020.0,2013.0,10.0,20.0,20131015.0,,12.0,15.0,1.25,,,,,任期満了,81.01,,,,氷川町議会議員選挙（2013年10月20日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.25,0.08333333333333333,0.6332737030411449,0.2811142346026067,0.08561206235624841,0.07036374478234944,0.05622284692052134,0.08561206235624841,7826.0,2.0,64.0,4.242640687119285,53.0,62.5,65.0,66.5,71.0,64.0,4.618802153517006,53.0,63.0,65.0,67.0,71.0,,,,,,,,,,,,252.0,,,7574.0,,,,,7826.0,,,,,,,,,,,,0.03220035778175313,,,0.9677996422182469,,,,,1.0,,,,,,,,,,,,0.03220035778175313,,,0.06912854587273191,,,,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,,,,0.0,,,12.0,,,,
氷川町議会議員選挙（2017年10月22日投票）,氷川町議会議員選挙,熊本県,氷川町,20171022.0,2017.0,10.0,22.0,20171017.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,氷川町議会議員選挙（2017年10月22日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,,,,,,,0.0,0.0,66.66666666666667,4.109609335312651,57.0,63.75,68.5,69.25,71.0,66.66666666666667,4.109609335312651,57.0,63.75,68.5,69.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
津奈木町議会議員補欠選挙（2021年07月11日投票）,津奈木町議会議員補欠選挙,熊本県,津奈木町,20210711.0,2021.0,7.0,11.0,20210706.0,無投票,2.0,2.0,1.0,3878.0,1810.0,2068.0,,その他/前回選挙の定員割れ、及び橋口ちえ子氏の町長選出馬による辞職のため,,,,,津奈木町議会議員補欠選挙（2021年07月11日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,51.5,9.5,42.0,46.75,51.5,56.25,61.0,51.5,9.5,42.0,46.75,51.5,56.25,61.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,
津奈木町議会議員選挙（2003年04月27日投票）,津奈木町議会議員選挙,熊本県,津奈木町,20030427.0,2003.0,4.0,27.0,20030422.0,91.21,14.0,17.0,1.2142857142857142,4662.0,,,,任期満了,,,,,津奈木町議会議員選挙（2003年04月27日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.9285714285714286,0.07142857142857142,0.0,0.8833752670306195,0.1166247329693805,,0.06309823335932997,0.0388749109897935,,4213.0,2.0,,,,,,,,,,,,,,,,,,,,,,,170.34,,,,,,4042.66,,,,,4213.0,,,,,,,,,0.04043199620223119,,,,,,0.9595680037977687,,,,,1.0,,,,,,,,,0.020215998101115594,,,,,,0.06397120025318458,,,,,,,,,,,,,2.0,,,,,,15.0,,,,,,,,,,,,,0.0,,,,,,14.0,,,,
津奈木町議会議員選挙（2007年04月22日投票）,津奈木町議会議員選挙,熊本県,津奈木町,20070422.0,2007.0,4.0,22.0,20070417.0,88.09,12.0,14.0,1.1666666666666667,4466.0,,,-196.0,任期満了,91.21,,,,津奈木町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.8333333333333334,0.16666666666666666,0.0,0.7780045930084205,0.1699413115590712,0.052054095432508295,0.07072769027349278,0.0849706557795356,0.052054095432508295,3919.0,2.0,59.214285714285715,7.920845656769695,45.0,54.0,57.5,64.75,74.0,58.5,7.388053419767167,45.0,53.75,57.5,62.25,74.0,,,,,,,,,278.0,,,,,,3641.0,,,,,3919.0,,,,,,,,,0.0709364633835162,,,,,,0.9290635366164838,,,,,1.0,,,,,,,,,0.0709364633835162,,,,,,0.07146642589357567,,,,,,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,1.0,,,,,,11.0,,,,
津奈木町議会議員選挙（2011年04月24日投票）,津奈木町議会議員選挙,熊本県,津奈木町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,12.0,12.0,1.0,4407.0,,,-59.0,任期満了,88.09,,,,津奈木町議会議員選挙（2011年04月24日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,11.0,,,,,,,,,,,,,1.0,,,,,,11.0,,,,
津奈木町議会議員選挙（2015年04月26日投票）,津奈木町議会議員選挙,熊本県,津奈木町,20150426.0,2015.0,4.0,26.0,20150421.0,85.26,10.0,11.0,1.1,,,,,任期満了,,,,,津奈木町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.6363636363636364,0.36363636363636365,0.0,0.7,0.3,0.0,0.6666666666666666,0.3333333333333333,,0.09523809523809523,0.08333333333333333,,3504.0,3.0,57.27272727272727,6.26811424579571,48.0,51.5,60.0,62.5,65.0,57.3,6.573431371817918,48.0,49.75,60.5,62.75,65.0,,,,,,212.0,,,292.0,,,,,,3000.0,,,,,3504.0,,,,,,0.06050228310502283,,,0.08333333333333333,,,,,,0.8561643835616438,,,,,1.0,,,,,,0.06050228310502283,,,0.08333333333333333,,,,,,0.09512937595129375,,,,,,,,,,1.0,,,1.0,,,,,,9.0,,,,,,,,,,0.0,,,1.0,,,,,,9.0,,,,
津奈木町議会議員選挙（2019年04月21日投票）,津奈木町議会議員選挙,熊本県,津奈木町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,9.0,0.9,,,,,任期満了/定数10名のところ、9名の立候補者のみ,85.26,,,,津奈木町議会議員選挙（2019年04月21日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.1111111111111111,,,,,,,0.0,1.0,60.22222222222222,6.459751934999392,52.0,52.0,61.0,66.0,69.0,60.22222222222222,6.459751934999392,52.0,52.0,61.0,66.0,69.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,9.0,,,,
湯前町議会議員補欠選挙（2003年04月27日投票）,湯前町議会議員補欠選挙,熊本県,湯前町,20030427.0,2003.0,4.0,27.0,20030422.0,90.71,1.0,3.0,3.0,3984.0,,,,その他,,,,,湯前町議会議員補欠選挙（2003年04月27日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.42724952137843014,0.5727504786215699,,0.21362476068921507,0.5727504786215699,3134.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.0,,,,,3134.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,
湯前町議会議員選挙（2004年11月21日投票）,湯前町議会議員選挙,熊本県,湯前町,20041121.0,2004.0,11.0,21.0,20041116.0,89.05,11.0,13.0,1.181818181818182,3971.0,,,,任期満了,,,,,湯前町議会議員選挙（2004年11月21日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.0,0.6923076923076923,0.3076923076923077,0.0,0.7272727272727273,0.2727272727272727,0.0,0.747698504027618,0.25230149597238205,,0.08307761155862421,0.06307537399309551,,3476.0,2.0,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,3266.0,,,,,3476.0,,,,,,,,,0.06041426927502877,,,,,,0.9395857307249712,,,,,1.0,,,,,,,,,0.06041426927502877,,,,,,0.0782988108937476,,,,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,1.0,,,,,,10.0,,,,
湯前町議会議員選挙（2008年11月16日投票）,湯前町議会議員選挙,熊本県,湯前町,20081116.0,2008.0,11.0,16.0,20081111.0,88.52,11.0,16.0,1.4545454545454546,3806.0,,,-165.0,任期満了,89.05,,,,湯前町議会議員選挙（2008年11月16日投票）,1.0,16.0,11.0,1.4545454545454546,0.0,0.0,0.0,0.0625,0.0,0.5625,0.3125,0.125,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6144578313253012,0.19066265060240964,0.19487951807228915,0.06827309236947791,0.03813253012048193,0.09743975903614457,3320.0,2.0,58.625,7.936269589674988,42.0,55.0,60.5,64.25,72.0,60.09090909090909,7.561319575246655,44.0,56.0,61.0,65.0,72.0,,,,,,,,,254.0,,,,,,3066.0,,,,,3320.0,,,,,,,,,0.07650602409638554,,,,,,0.9234939759036145,,,,,1.0,,,,,,,,,0.07650602409638554,,,,,,0.06156626506024097,,,,,,,,,,,,,1.0,,,,,,15.0,,,,,,,,,,,,,1.0,,,,,,10.0,,,,
湯前町議会議員選挙（2012年11月18日投票）,湯前町議会議員選挙,熊本県,湯前町,20121118.0,2012.0,11.0,18.0,20121113.0,,10.0,13.0,1.3,3669.0,,,-137.0,任期満了,88.52,,,,湯前町議会議員選挙（2012年11月18日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.0,0.46153846153846156,0.38461538461538464,0.15384615384615385,0.5,0.4,0.1,0.44621260343730107,0.4064290260980267,0.14735837046467218,0.07436876723955017,0.08128580521960535,0.07367918523233609,3142.0,2.0,59.0,7.745966692414834,43.0,55.0,60.0,64.0,71.0,59.9,8.619164692706596,43.0,55.5,61.5,67.0,71.0,,,,,,,,,164.0,,,,,,2978.0,,,,,3142.0,,,,,,,,,0.052196053469127944,,,,,,0.9478039465308721,,,,,1.0,,,,,,,,,0.052196053469127944,,,,,,0.07898366221090601,,,,,,,,,,,,,1.0,,,,,,12.0,,,,,,,,,,,,,0.0,,,,,,10.0,,,,
湯前町議会議員選挙（2016年11月20日投票）,湯前町議会議員選挙,熊本県,湯前町,20161120.0,2016.0,11.0,20.0,20161115.0,82.25,10.0,12.0,1.2,3448.0,,,-221.0,任期満了,,,,,湯前町議会議員選挙（2016年11月20日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.16666666666666666,0.08333333333333333,0.8,0.1,0.1,0.8110795454545454,0.07670454545454546,0.11221590909090909,0.09011994949494949,0.03835227272727273,0.11221590909090909,2816.0,0.0,62.083333333333336,7.642625348806667,47.0,58.75,62.0,67.25,75.0,61.3,7.694803441284254,47.0,58.25,61.5,66.25,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湯前町議会議員選挙（2020年11月15日投票）,湯前町議会議員選挙,熊本県,湯前町,20201115.0,2020.0,11.0,15.0,20201110.0,80.98,10.0,11.0,1.1,3244.0,,,-204.0,任期満了,82.25,,,,湯前町議会議員選挙（2020年11月15日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.8050555342780544,0.19494446572194563,,0.08945061491978383,0.09747223286097281,,2611.0,2.0,63.36363636363637,5.8971908146279475,51.0,61.0,63.0,68.0,72.0,63.4,6.1838499334961226,51.0,60.5,63.5,68.0,72.0,,,,,,,,,113.0,,,,,,2498.0,,,,,2611.0,,,,,,,,,0.043278437380314054,,,,,,0.956721562619686,,,,,1.0,,,,,,,,,0.043278437380314054,,,,,,0.0956721562619686,,,,,,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,,,,0.0,,,,,,10.0,,,,
熊本市議会議員増員選挙（2008年11月16日投票）,熊本市議会議員増員選挙,熊本県,熊本市,20081116.0,2008.0,11.0,16.0,20081109.0,73.88,1.0,2.0,2.0,6661.0,,,,その他,,,,,熊本市議会議員増員選挙（2008年11月16日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4840.0,1.0,62.0,1.0,61.0,61.5,62.0,62.5,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,,4840.0,,,,,4840.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,
熊本市議会議員選挙（2003年04月27日投票）,熊本市議会議員選挙,熊本県,熊本市,20030427.0,2003.0,4.0,27.0,20030420.0,5.34,52.0,63.0,1.2115384615384617,507391.0,,,,任期満了,,,,,熊本市議会議員選挙（2003年04月27日投票）,1.0,63.0,52.0,1.2115384615384615,0.0,0.0,0.0,0.15873015873015872,0.15384615384615385,0.6507936507936508,0.3333333333333333,0.015873015873015872,0.75,0.23076923076923078,0.019230769230769232,0.7172268694688646,0.2651239366389419,0.01764919389219346,0.017493338279728404,0.012624949363759139,0.01764919389219346,267052.99,7.0,54.73015873015873,10.97212391241586,25.0,50.0,55.0,59.0,89.0,54.15384615384615,8.685497672700466,32.0,50.5,54.5,59.0,75.0,14397.41,33072.5,,,,,,,11548.0,,,15097.01,,,113067.84000000001,4713.27,,,75156.95999999999,267052.99,0.05391218424478228,0.12384246287600076,,,,,,,0.04324235426085288,,,0.0565318890456909,,,0.42339102812516727,0.01764919389219346,,,0.2814308875553125,1.0,0.010782436848956457,0.01769178041085725,,,,,,,0.014414118086950959,,,0.018843963015230298,,,0.014599690625005768,0.01764919389219346,,,0.018762059170354166,5.0,7.0,,,,,,,3.0,,,3.0,,,29.0,1.0,,,15.0,3.0,7.0,,,,,,,3.0,,,3.0,,,21.0,1.0,,,14.0
熊本市議会議員選挙（2007年04月22日投票）,熊本市議会議員選挙,熊本県,熊本市,20070422.0,2007.0,4.0,22.0,20070415.0,47.1,48.0,62.0,1.2916666666666667,518153.0,,,10762.0,任期満了,5.34,,,,熊本市議会議員選挙（2007年04月22日投票）,1.0,62.0,48.0,1.2916666666666667,0.0,0.0,0.0,0.1935483870967742,0.14583333333333334,0.6774193548387096,0.3064516129032258,0.016129032258064516,0.8541666666666666,0.125,0.020833333333333332,0.7819972380824884,0.20471315348600563,0.013289608431505891,0.01861898185910687,0.010774376499263454,0.013289608431505891,241201.99,8.0,52.0,11.489125293076057,25.0,45.25,55.0,60.75,71.0,54.104166666666664,9.745168852935398,29.0,47.75,56.0,61.0,71.0,,33556.44,,825.0,,,,180.18,12184.0,,,18373.84,,,97339.63999999998,4080.14,,,74662.75,241201.99,,0.1391217377601238,,0.0034203697904814138,,,,0.0007470087622411407,0.05051367942694005,,,0.07617615426804729,,,0.40356068372404386,0.016915863753860404,,,0.309544502514262,1.0,,0.01987453396573197,,0.0034203697904814138,,,,0.0007470087622411407,0.01683789314231335,,,0.02539205142268243,,,0.013452022790801462,0.016915863753860404,,,0.019346531407141376,,7.0,,1.0,,,,1.0,3.0,,,3.0,,,30.0,1.0,,,16.0,,7.0,,0.0,,,,0.0,3.0,,,3.0,,,18.0,1.0,,,16.0
熊本市議会議員選挙（2011年04月24日投票）,熊本市議会議員選挙,熊本県,熊本市,20110424.0,2011.0,4.0,24.0,20110417.0,44.03,49.0,68.0,1.3877551020408163,571279.0,,,53126.0,任期満了,47.1,,,,熊本市議会議員選挙（2011年04月24日投票）,2.0,68.0,49.0,1.3877551020408163,0.0,0.0,0.0,0.1323529411764706,0.12244897959183673,0.6029411764705882,0.3235294117647059,0.07352941176470588,0.7755102040816326,0.16326530612244897,0.061224489795918366,0.7038546384707127,0.23372022352465913,0.062425138004628164,0.017167186304163726,0.010623646523848142,0.012485027600925633,249074.98,6.0,,,,,,,,,,,,,,,,34043.84,,,,,,,10731.0,,,19260.06,,,117870.0,3396.0,,,63774.079999999994,249074.97999999998,,0.13668109097108028,,,,,,,0.04308341207133692,,,0.07732635369477898,,,0.47323099253084355,0.013634448550392336,,,0.25604370218156797,1.0,,0.019525870138725754,,,,,,,0.014361137357112306,,,0.012887725615796498,,,0.013145305348078987,0.013634448550392336,,,0.017069580145437864,,7.0,,,,,,,3.0,,,6.0,,,36.0,1.0,,,15.0,,7.0,,,,,,,3.0,,,3.0,,,21.0,1.0,,,14.0
