,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
善通寺市議会議員選挙（2003年04月27日投票）,善通寺市議会議員選挙,香川県,善通寺市,20030427.0,2003.0,4.0,27.0,20030420.0,67.51,18.0,19.0,1.0555555555555556,27503.0,,,,任期満了,,,,,善通寺市議会議員選挙（2003年04月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.21052631578947367,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8238542241855329,0.17614577581446714,,0.05492361494570219,0.044036443953616784,,18110.0,4.0,59.8421052631579,8.677030524653107,39.0,54.0,61.0,66.0,74.0,59.55555555555556,8.826866955319627,39.0,53.5,60.5,66.5,74.0,,,1307.0,,,,1054.0,,,6949.0,,,8800.0,18110.0,,,0.07217007178354501,,,,0.05819988956377692,,,0.3837106570955273,,,0.48591938155715075,1.0,,,0.07217007178354501,,,,0.05819988956377692,,,0.047963832136940915,,,0.05399104239523897,,,1.0,,,,1.0,,,8.0,,,9.0,,,1.0,,,,1.0,,,7.0,,,9.0
善通寺市議会議員選挙（2007年04月22日投票）,善通寺市議会議員選挙,香川県,善通寺市,20070422.0,2007.0,4.0,22.0,20070415.0,63.56,18.0,19.0,1.0555555555555556,27724.0,,,221.0,任期満了,67.51,,,,善通寺市議会議員選挙（2007年04月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9337928637627433,0.06620713623725671,,0.05492899198604372,0.03310356811862836,,17264.0,5.0,63.0,8.013147091860318,43.0,58.0,64.0,69.0,75.0,62.666666666666664,8.103497187428811,43.0,57.5,63.0,68.25,75.0,,,1475.0,,,,1099.0,,,5484.0,953.0,,8253.0,17264.0,,,0.08543790546802595,,,,0.06365848007414272,,,0.31765523632993514,0.05520157553290084,,0.4780468025949954,1.0,,,0.08543790546802595,,,,0.06365848007414272,,,0.04537931947570502,0.05520157553290084,,0.05311631139944393,,,1.0,,,,1.0,,,7.0,1.0,,9.0,,,1.0,,,,1.0,,,6.0,1.0,,9.0
善通寺市議会議員選挙（2011年04月24日投票）,善通寺市議会議員選挙,香川県,善通寺市,20110424.0,2011.0,4.0,24.0,20110417.0,63.75,16.0,18.0,1.125,26976.0,,,-748.0,任期満了,63.56,,,,善通寺市議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7222222222222222,0.2777777777777778,0.0,0.6875,0.3125,0.0,0.6863975375873091,0.3136024624126909,,0.05279981058363917,0.06272049248253818,,16894.0,5.0,,,,,,,,,,,,,,,,,1447.0,,,,1058.0,,,5613.0,1621.0,,7155.0,16894.0,,,0.08565171066650883,,,,0.0626257843021191,,,0.332248135432698,0.09595122528708418,,0.42352314431158994,1.0,,,0.08565171066650883,,,,0.0626257843021191,,,0.055374689238783,0.04797561264354209,,0.05294039303894874,,,1.0,,,,1.0,,,6.0,2.0,,8.0,,,1.0,,,,1.0,,,6.0,2.0,,6.0
善通寺市議会議員選挙（2015年04月26日投票）,善通寺市議会議員選挙,香川県,善通寺市,20150426.0,2015.0,4.0,26.0,20150419.0,61.93,16.0,18.0,1.125,26357.0,,,-619.0,任期満了,63.75,,,,善通寺市議会議員選挙（2015年04月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.3333333333333333,0.0,0.6875,0.3125,0.0,0.6922262364519746,0.30777376354802544,,0.057685519704331216,0.05129562725800424,,16054.0,4.0,58.666666666666664,9.786612170602131,39.0,51.25,62.0,65.75,73.0,59.0,9.82980162566875,39.0,51.75,62.0,66.0,73.0,,,1210.65,,,,916.02,,,9031.35,,,4895.98,16054.0,,,0.07541111249532827,,,,0.057058676965242305,,,0.562560732527719,,,0.3049694780117104,1.0,,,0.07541111249532827,,,,0.057058676965242305,,,0.05114188477524718,,,0.060993895602342085,,,1.0,,,,1.0,,,11.0,,,5.0,,,1.0,,,,1.0,,,9.0,,,5.0
善通寺市議会議員選挙（2019年04月21日投票）,善通寺市議会議員選挙,香川県,善通寺市,20190421.0,2019.0,4.0,21.0,20190414.0,57.79,16.0,19.0,1.1875,26449.0,,,92.0,任期満了,61.93,,,,善通寺市議会議員選挙（2019年04月21日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,,,,,,,,,,,,,,,15053.999,4.0,,,,,,,,,,,,,,,,,1248.0,,,,749.834,,,6715.0,,,6341.165,15053.999,,,0.08290155991109073,,,,0.0498096220147218,,,0.446060877245973,,,0.42122794082821446,1.0,,,0.08290155991109073,,,,0.0498096220147218,,,0.049562319693997,,,0.05265349260352681,,,1.0,,,,1.0,,,9.0,,,8.0,,,1.0,,,,1.0,,,6.0,,,8.0
土庄町議会議員選挙（2003年04月27日投票）,土庄町議会議員選挙,香川県,土庄町,20030427.0,2003.0,4.0,27.0,20030422.0,85.67,18.0,19.0,1.0555555555555556,14191.0,,,,任期満了,,,,,土庄町議会議員選挙（2003年04月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7221920441250209,0.2778079558749791,,0.05158514600893006,0.05556159117499582,,11966.000000000002,3.0,59.05263157894737,7.830263047342774,45.0,52.0,60.0,64.5,72.0,59.0,8.04155872120988,45.0,52.0,59.5,64.75,72.0,,,584.0,,,,,,,10342.0,1040.0,,,11966.0,,,0.04880494735082734,,,,,,,0.8642821327093432,0.08691291993982951,,,1.0,,,0.04880494735082734,,,,,,,0.05084012545349077,0.08691291993982951,,,,,1.0,,,,,,,17.0,1.0,,,,,1.0,,,,,,,16.0,1.0,,
土庄町議会議員選挙（2007年04月22日投票）,土庄町議会議員選挙,香川県,土庄町,20070422.0,2007.0,4.0,22.0,20070417.0,83.01,14.0,17.0,1.2142857142857142,13674.0,,,-517.0,任期満了,85.67,,,,土庄町議会議員選挙（2007年04月22日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8177729463373381,0.18222705366266198,,0.06290561125671831,0.045556763415665495,,11185.99,2.0,59.529411764705884,8.885663582481506,35.0,55.0,61.0,65.0,73.0,58.5,9.325464369900606,35.0,54.25,60.5,64.5,73.0,,,,,,,,436.0,,10749.99,,,,11185.99,,,,,,,,0.03897732788961907,,0.961022672110381,,,,1.0,,,,,,,,0.03897732788961907,,0.06006391700689881,,,,,,,,,,,1.0,,16.0,,,,,,,,,,,1.0,,13.0,,,
土庄町議会議員選挙（2011年04月24日投票）,土庄町議会議員選挙,香川県,土庄町,20110424.0,2011.0,4.0,24.0,20110419.0,83.01,14.0,16.0,1.1428571428571428,13674.0,,,0.0,任期満了,83.01,,,,土庄町議会議員選挙（2011年04月24日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.5625,0.4375,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6198275026649869,0.38017249733501307,,0.06886972251833187,0.054310356762144726,,10319.0,3.0,,,,,,,,,,,,,,,,,,,,,476.0,437.0,,9406.0,,,,10319.0,,,,,,,0.04612850082372323,0.042349064831863556,,0.9115224343444133,,,,1.0,,,,,,,0.04612850082372323,0.042349064831863556,,0.06510874531031523,,,,,,,,,,1.0,1.0,,14.0,,,,,,,,,,1.0,1.0,,12.0,,,
土庄町議会議員選挙（2015年04月26日投票）,土庄町議会議員選挙,香川県,土庄町,20150426.0,2015.0,4.0,26.0,20150421.0,78.07,12.0,17.0,1.4166666666666667,,,,,任期満了,83.01,,,,土庄町議会議員選挙（2015年04月26日投票）,1.0,17.0,12.0,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0,0.5,0.5,0.0,0.4667005592272496,0.5332994407727504,,0.0583375699034062,0.059255493419194484,,9835.0,2.0,,,,,,,,,,,,,,,,,,,,,668.0,,,9167.0,,,,9835.0,,,,,,,0.0679206914082359,,,0.9320793085917641,,,,1.0,,,,,,,0.0679206914082359,,,0.05825495678698526,,,,,,,,,,1.0,,,16.0,,,,,,,,,,1.0,,,11.0,,,
土庄町議会議員選挙（2019年04月21日投票）,土庄町議会議員選挙,香川県,土庄町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,78.07,,,,土庄町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6302404929933082,0.36975950700669186,,0.07878006162416352,0.07395190140133837,,8742.999,3.0,57.38461538461539,12.597548366728784,32.0,47.0,58.0,69.0,75.0,56.083333333333336,12.243762584361974,32.0,47.0,57.5,63.75,75.0,,,,,,,577.192,,,7544.807,,621.0,,8742.999,,,,,,,0.06601762164218479,,,0.8629541190614342,,0.07102825929638103,,1.0,,,,,,,0.06601762164218479,,,0.07845037446013038,,0.07102825929638103,,,,,,,,1.0,,,11.0,,1.0,,,,,,,,1.0,,,10.0,,1.0,
坂出市議会議員再選挙（2021年05月16日投票）,坂出市議会議員再選挙,香川県,坂出市,20210516.0,2021.0,5.0,16.0,20210509.0,55.98,1.0,3.0,3.0,43267.0,20522.0,22745.0,,その他,,,,,坂出市議会議員再選挙（2021年05月16日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,22306.0,2.0,62.333333333333336,6.342099196813483,56.0,58.0,60.0,65.5,71.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,10038.0,,,,,,12268.0,,,,22306.0,,,,0.4500134492961535,,,,,,0.5499865507038465,,,,1.0,,,,0.4500134492961535,,,,,,0.27499327535192325,,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,0.0,,,
坂出市議会議員選挙（2007年04月22日投票）,坂出市議会議員選挙,香川県,坂出市,20070422.0,2007.0,4.0,22.0,20070415.0,67.04,24.0,28.0,1.1666666666666667,47581.0,,,,任期満了,,,,,坂出市議会議員選挙（2007年04月22日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.03571428571428571,,,31487.000000000004,5.0,59.392857142857146,10.4790242379523,36.0,52.25,60.0,66.25,83.0,59.583333333333336,11.090223422255999,36.0,52.25,58.5,67.25,83.0,,,2772.0,,,,2558.0,,,8990.0,2318.0,,14849.0,31487.0,,,0.08803633245466383,,,,0.08123987677454188,,,0.28551465684250643,0.07361768348842379,,0.47159145043986406,1.0,,,0.044018166227331915,,,,0.04061993838727094,,,0.028551465684250644,0.036808841744211895,,0.03929928753665534,,,2.0,,,,2.0,,,10.0,2.0,,12.0,,,2.0,,,,2.0,,,7.0,2.0,,11.0
坂出市議会議員選挙（2011年04月24日投票）,坂出市議会議員選挙,香川県,坂出市,20110424.0,2011.0,4.0,24.0,20110417.0,63.93,22.0,25.0,1.1363636363636365,46809.0,,,-772.0,任期満了,67.04,,,,坂出市議会議員選挙（2011年04月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.72,0.28,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6761244504565438,0.3238755495434562,,0.037562469469807985,0.04626793564906517,,29570.0,5.0,,,,,,,,,,,,,,,,,2420.0,,,,1535.0,,,9971.0,780.0,,14864.0,29570.0,,,0.08183970240108218,,,,0.05191072032465337,,,0.33719986472776464,0.026378085897869462,,0.5026716266486304,1.0,,,0.04091985120054109,,,,0.025955360162326684,,,0.04817140924682352,0.026378085897869462,,0.0386670482037408,,,2.0,,,,2.0,,,7.0,1.0,,13.0,,,2.0,,,,1.0,,,7.0,1.0,,11.0
坂出市議会議員選挙（2015年04月26日投票）,坂出市議会議員選挙,香川県,坂出市,20150426.0,2015.0,4.0,26.0,20150419.0,59.26,20.0,22.0,1.1,45139.0,,,-1670.0,任期満了,63.93,,,,坂出市議会議員選挙（2015年04月26日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8636363636363636,0.13636363636363635,0.0,0.85,0.15,0.0,0.8802059669847039,0.11979403301529608,,0.046326629841300204,0.039931344338432026,,26412.0,6.0,59.95454545454545,9.574954415876647,42.0,54.75,60.5,66.25,76.0,58.95,9.281567755503378,42.0,53.75,59.0,64.0,75.0,,,2293.0,,,,1223.0,1095.0,,3921.0,888.0,,16992.0,26412.0,,,0.08681659851582614,,,,0.04630470998031198,0.04145842798727851,,0.1484552476147206,0.033621081326669695,,0.6433439345751931,1.0,,,0.04340829925791307,,,,0.04630470998031198,0.04145842798727851,,0.049485082538240195,0.033621081326669695,,0.045953138183942366,,,2.0,,,,1.0,1.0,,3.0,1.0,,14.0,,,2.0,,,,1.0,1.0,,3.0,0.0,,13.0
坂出市議会議員選挙（2019年04月21日投票）,坂出市議会議員選挙,香川県,坂出市,20190421.0,2019.0,4.0,21.0,20190414.0,52.31,20.0,21.0,1.05,44198.0,,,-941.0,"任期満了/定数20名のところ、240票を獲得した、たたらまさし氏は法定得票数に満たず、落選となった。",59.26,,,,坂出市議会議員選挙（2019年04月21日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,,,,,,,,,,,,,,,22825.0,5.0,,,,,,,,,,,,,,,,,2611.0,885.0,,,1279.0,,,1443.0,,,16607.0,22825.0,,,0.1143921139101862,0.038773274917853234,,,0.056035049288061335,,,0.06322015334063527,,,0.727579408543264,1.0,,,0.0571960569550931,0.038773274917853234,,,0.056035049288061335,,,0.021073384446878424,,,0.05196995775309028,,,2.0,1.0,,,1.0,,,3.0,,,14.0,,,2.0,1.0,,,1.0,,,1.0,,,14.0
多度津町議会議員選挙（1999年02月07日投票）,多度津町議会議員選挙,香川県,多度津町,19990207.0,1999.0,2.0,7.0,19990202.0,78.31,20.0,21.0,1.05,18959.0,,,,任期満了,,,,,多度津町議会議員選挙（1999年02月07日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.19047619047619047,0.047619047619047616,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.705212705736201,0.20807651106939137,0.08671078319440761,0.04407579410851256,0.05201912776734784,0.08671078319440761,13619.99,2.0,58.714285714285715,7.68513008932158,47.0,53.0,56.0,63.0,77.0,59.78947368421053,7.273448088177487,49.0,54.0,60.0,64.5,77.0,,,801.0,,,,,,,12818.990000000002,,,,13619.990000000002,,,0.05881061586682515,,,,,,,0.9411893841331749,,,,1.0,,,0.05881061586682515,,,,,,,0.047059469206658745,,,,,,1.0,,,,,,,20.0,,,,,,1.0,,,,,,,18.0,,,
多度津町議会議員選挙（2003年02月02日投票）,多度津町議会議員選挙,香川県,多度津町,20030202.0,2003.0,2.0,2.0,20030128.0,72.93,18.0,21.0,1.1666666666666667,19360.0,,,401.0,任期満了,78.31,,,,多度津町議会議員選挙（2003年02月02日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7500993353819767,0.2499006646180233,,0.05000662235879845,0.04165011076967055,,13993.0,3.0,59.523809523809526,8.449395851150134,34.0,57.0,59.0,65.0,72.0,61.94444444444444,5.65166860534934,52.0,58.0,62.0,65.75,72.0,,,813.0,,,,644.0,,,12536.0,,,,13993.0,,,0.05810047881083399,,,,0.04602301150575288,,,0.8958765096834131,,,,1.0,,,0.05810047881083399,,,,0.04602301150575288,,,0.04715139524649543,,,,,,1.0,,,,1.0,,,19.0,,,,,,1.0,,,,1.0,,,16.0,,,
多度津町議会議員選挙（2007年02月04日投票）,多度津町議会議員選挙,香川県,多度津町,20070204.0,2007.0,2.0,4.0,20070130.0,69.77,16.0,18.0,1.125,19519.0,,,159.0,任期満了,72.93,,,,多度津町議会議員選挙（2007年02月04日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6111111111111112,0.3888888888888889,0.0,0.6875,0.3125,0.0,0.6999556957272659,0.3000443042727341,,0.063632335975206,0.042863472038962014,,13317.0,3.0,59.5,5.669117117231649,48.0,56.0,59.5,62.75,70.0,60.5625,4.987092715199909,53.0,56.75,61.0,63.0,70.0,,,1145.0,,,,820.0,,,11352.0,,,,13317.0,,,0.08598032589922655,,,,0.061575429901629494,,,0.852444244199144,,,,1.0,,,0.08598032589922655,,,,0.061575429901629494,,,0.0532777652624465,,,,,,1.0,,,,1.0,,,16.0,,,,,,1.0,,,,1.0,,,14.0,,,
多度津町議会議員選挙（2011年02月06日投票）,多度津町議会議員選挙,香川県,多度津町,20110206.0,2011.0,2.0,6.0,20110201.0,64.53,14.0,15.0,1.0714285714285714,19234.0,,,-285.0,任期満了,69.77,,,,多度津町議会議員選挙（2011年02月06日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.7333333333333333,0.26666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.741302417365565,0.2586975826344351,,0.067391128851415,0.06467439565860877,,12162.0,3.0,60.6,7.804272334219679,37.0,58.5,61.0,66.5,72.0,60.642857142857146,8.076483878318255,37.0,57.75,61.5,66.75,72.0,,,988.0,,,,665.0,,,10509.0,,,,12162.0,,,0.08123663871073837,,,,0.05467850682453544,,,0.8640848544647262,,,,1.0,,,0.08123663871073837,,,,0.05467850682453544,,,0.06646806572805586,,,,,,1.0,,,,1.0,,,13.0,,,,,,1.0,,,,1.0,,,12.0,,,
多度津町議会議員選挙（2015年02月08日投票）,多度津町議会議員選挙,香川県,多度津町,20150208.0,2015.0,2.0,8.0,20150203.0,55.64,14.0,16.0,1.1428571428571428,19004.0,,,-230.0,任期満了,64.53,,,,多度津町議会議員選挙（2015年02月08日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.875,0.0625,0.0625,1.0,0.0,0.0,0.9459980713596914,0.003857280617164899,0.05014464802314368,0.06757129081140653,0.003857280617164899,0.05014464802314368,10370.0,3.0,64.0625,7.837958519282939,41.0,61.0,64.5,70.25,76.0,64.64285714285714,8.076483878318255,41.0,61.75,65.5,70.75,76.0,,,757.0,,,,550.0,,,9063.0,,,,10370.0,,,0.07299903567984571,,,,0.05303760848601736,,,0.873963355834137,,,,1.0,,,0.07299903567984571,,,,0.05303760848601736,,,0.06242595398815264,,,,,,1.0,,,,1.0,,,14.0,,,,,,1.0,,,,1.0,,,12.0,,,
多度津町議会議員選挙（2019年02月03日投票）,多度津町議会議員選挙,香川県,多度津町,20190203.0,2019.0,2.0,3.0,20190129.0,51.87,14.0,17.0,1.2142857142857142,,,,,任期満了,55.64,,,,多度津町議会議員選挙（2019年02月03日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.23529411764705882,0.21428571428571427,0.5294117647058824,0.4117647058823529,0.058823529411764705,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6368887597368228,0.31153293908943047,0.05157830117374677,0.07076541774853587,0.04450470558420435,0.05157830117374677,9693.999,3.0,64.29411764705883,6.976976472085995,48.0,62.0,66.0,68.0,74.0,64.42857142857143,7.528178357860227,48.0,62.0,66.5,68.75,74.0,,,778.0,,,,660.0,,,8255.999,,,,9693.999,,,0.08025583662634997,,,,0.06808335754934573,,,0.8516608058243043,,,,1.0,,,0.08025583662634997,,,,0.06808335754934573,,,0.05677738705495362,,,,,,1.0,,,,1.0,,,15.0,,,,,,1.0,,,,1.0,,,12.0,,,
宇多津町議会議員補欠選挙（2014年10月05日投票）,宇多津町議会議員補欠選挙,香川県,宇多津町,20141005.0,2014.0,10.0,5.0,20140930.0,,1.0,2.0,2.0,,,,,その他,,,,,宇多津町議会議員補欠選挙（2014年10月05日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5998.0,1.0,49.5,7.5,42.0,45.75,49.5,53.25,57.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,5998.0,,,,5998.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,
宇多津町議会議員補欠選挙（2018年09月30日投票）,宇多津町議会議員補欠選挙,香川県,宇多津町,20180930.0,2018.0,9.0,30.0,20180925.0,44.07,1.0,2.0,2.0,,,,,辞職/大松喜次郎氏の町長選出馬のための辞職,,,,,宇多津町議会議員補欠選挙（2018年09月30日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5001.0,1.0,62.5,2.5,60.0,61.25,62.5,63.75,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,5001.0,,,,5001.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,
宇多津町議会議員選挙（2007年04月22日投票）,宇多津町議会議員選挙,香川県,宇多津町,20070422.0,2007.0,4.0,22.0,20070417.0,58.86,10.0,11.0,1.1,12875.0,,,,任期満了,,,,,宇多津町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.7345038574088854,0.26549614259111465,,0.09181298217611067,0.08849871419703821,,7518.0,2.0,59.09090909090909,12.880249471430318,34.0,50.5,61.0,67.0,78.0,57.2,11.964948808916818,34.0,50.25,58.0,62.75,78.0,,,994.0,,,,,,,6524.0,,,,7518.0,,,0.13221601489757914,,,,,,,0.8677839851024208,,,,1.0,,,0.13221601489757914,,,,,,,0.08677839851024208,,,,,,1.0,,,,,,,10.0,,,,,,1.0,,,,,,,9.0,,,
宇多津町議会議員選挙（2011年04月24日投票）,宇多津町議会議員選挙,香川県,宇多津町,20110424.0,2011.0,4.0,24.0,20110419.0,,10.0,13.0,1.3,13242.0,,,367.0,任期満了,58.86,,,,宇多津町議会議員選挙（2011年04月24日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.7,0.3,0.0,0.6238960515713134,0.3233951114692452,0.05270883695944131,0.07798700644641418,0.0808487778673113,0.05270883695944131,7446.0,2.0,,,,,,,,,,,,,,,,,871.0,,,,,,,6575.0,,,,7446.0,,,0.11697555734622617,,,,,,,0.8830244426537739,,,,1.0,,,0.11697555734622617,,,,,,,0.07358537022114782,,,,,,1.0,,,,,,,12.0,,,,,,1.0,,,,,,,9.0,,,
宇多津町議会議員選挙（2015年04月26日投票）,宇多津町議会議員選挙,香川県,宇多津町,20150426.0,2015.0,4.0,26.0,20150421.0,49.72,10.0,12.0,1.2,,,,,任期満了,,,,,宇多津町議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.75,0.25,0.0,0.8,0.2,0.0,0.8381598793363499,0.16184012066365008,,0.09312887548181666,0.05394670688788336,,6630.0,2.0,60.25,14.030472788422585,30.0,54.5,61.0,70.0,86.0,57.0,12.441864811996632,30.0,53.5,58.0,68.25,71.0,,,905.0,,,,,,,5725.0,,,,6630.0,,,0.13650075414781296,,,,,,,0.8634992458521871,,,,1.0,,,0.13650075414781296,,,,,,,0.07849993144110791,,,,,,1.0,,,,,,,11.0,,,,,,1.0,,,,,,,9.0,,,
宇多津町議会議員選挙（2019年04月21日投票）,宇多津町議会議員選挙,香川県,宇多津町,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,14.0,1.4,,,,,任期満了,49.72,,,,宇多津町議会議員選挙（2019年04月21日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.14285714285714285,0.2,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.7,0.2,0.1,0.536087295401403,0.24193296960249416,0.22197973499610288,0.06701091192517537,0.048386593920498835,0.22197973499610288,6415.0,3.0,58.285714285714285,12.741543814448475,29.0,57.5,61.5,65.75,75.0,55.3,13.820636743652587,29.0,48.75,60.0,62.75,75.0,,,925.0,,,,452.0,,,5038.0,,,,6415.0,,,0.1441932969602494,,,,0.07045985970381917,,,0.7853468433359314,,,,1.0,,,0.1441932969602494,,,,0.07045985970381917,,,0.06544557027799429,,,,,,1.0,,,,1.0,,,12.0,,,,,,1.0,,,,1.0,,,8.0,,,
