,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_かりゆしクラブ,得票数_公務員を変える,得票数_公明党,得票数_命どぅ宝！琉球の自己決定権の会,得票数_幸福実現党,得票数_政党そうぞう,得票数_新しい風・にぬふぁぶし,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_沖縄社会大衆党,得票数_無所属,得票数_社会民主党,得票数_社会民主党（沖縄県連合）,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_かりゆしクラブ,得票率_公務員を変える,得票率_公明党,得票率_命どぅ宝！琉球の自己決定権の会,得票率_幸福実現党,得票率_政党そうぞう,得票率_新しい風・にぬふぁぶし,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_沖縄社会大衆党,得票率_無所属,得票率_社会民主党,得票率_社会民主党（沖縄県連合）,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_かりゆしクラブ,一人あたり得票率_公務員を変える,一人あたり得票率_公明党,一人あたり得票率_命どぅ宝！琉球の自己決定権の会,一人あたり得票率_幸福実現党,一人あたり得票率_政党そうぞう,一人あたり得票率_新しい風・にぬふぁぶし,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_沖縄社会大衆党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社会民主党（沖縄県連合）,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_かりゆしクラブ,立候補者数_公務員を変える,立候補者数_公明党,立候補者数_命どぅ宝！琉球の自己決定権の会,立候補者数_幸福実現党,立候補者数_政党そうぞう,立候補者数_新しい風・にぬふぁぶし,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_沖縄社会大衆党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社会民主党（沖縄県連合）,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_　,当選者数_かりゆしクラブ,当選者数_公務員を変える,当選者数_公明党,当選者数_命どぅ宝！琉球の自己決定権の会,当選者数_幸福実現党,当選者数_政党そうぞう,当選者数_新しい風・にぬふぁぶし,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_沖縄社会大衆党,当選者数_無所属,当選者数_社会民主党,当選者数_社会民主党（沖縄県連合）,当選者数_立憲民主党,当選者数_自由民主党
北中城村議会議員選挙（2010年09月12日投票）,北中城村議会議員選挙,沖縄県,北中城村,20100912.0,2010.0,9.0,12.0,20100907.0,65.41,14.0,16.0,1.1428571428571428,12064.0,,,226.0,任期満了,67.93,,,,北中城村議会議員選挙（2010年09月12日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7618044535449193,0.23819554645508062,,0.06348370446207661,0.059548886613770155,,7814.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7814.0,,,,,7814.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,
北中城村議会議員選挙（2014年09月07日投票）,北中城村議会議員選挙,沖縄県,北中城村,20140907.0,2014.0,9.0,7.0,20140902.0,63.5,14.0,16.0,1.1428571428571428,,,,,任期満了,65.41,,,,北中城村議会議員選挙（2014年09月07日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.6875,0.3125,0.0,0.7142857142857143,0.2857142857142857,0.0,0.689304381245196,0.310695618754804,,0.06266403465865418,0.0621391237509608,,7806.0,1.0,58.4375,9.280145136257298,32.0,56.25,62.0,65.0,68.0,57.714285714285715,9.661621953663381,32.0,52.75,61.0,64.75,68.0,,,,,,,,,,,,,,7806.0,,,,,7806.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,
北中城村議会議員選挙（2018年09月09日投票）,北中城村議会議員選挙,沖縄県,北中城村,20180909.0,2018.0,9.0,9.0,20180904.0,57.62,14.0,16.0,1.1428571428571428,13279.0,,,,任期満了,63.5,,,,北中城村議会議員選挙（2018年09月09日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.625,0.375,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6954791311729277,0.3045208688270723,,0.06954791311729278,0.050753478137845386,,7542.997,1.0,58.625,11.140438725651697,34.0,53.25,62.5,67.25,72.0,60.92857142857143,9.437495776455332,36.0,55.75,63.5,67.75,72.0,,,,,,,,,,,,,,7542.997,,,,,7542.997,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,
北大東村議会議員選挙（2006年09月10日投票）,北大東村議会議員選挙,沖縄県,北大東村,20060910.0,2006.0,9.0,10.0,20060905.0,96.73,5.0,6.0,1.2,397.0,,,,任期満了,,,,,北大東村議会議員選挙（2006年09月10日投票）,1.0,6.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.8421052631578947,0.15789473684210525,,0.16842105263157894,0.15789473684210525,,380.0,1.0,52.333333333333336,5.343739847293799,45.0,47.25,54.5,56.5,58.0,53.8,4.621688003316537,45.0,54.0,55.0,57.0,58.0,,,,,,,,,,,,,,380.0,,,,,380.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,5.0,,,,
北大東村議会議員選挙（2010年09月12日投票）,北大東村議会議員選挙,沖縄県,北大東村,20100912.0,2010.0,9.0,12.0,20100907.0,無投票,5.0,5.0,1.0,,,,,任期満了,96.73,,,,北大東村議会議員選挙（2010年09月12日投票）,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,
北大東村議会議員選挙（2014年09月07日投票）,北大東村議会議員選挙,沖縄県,北大東村,20140907.0,2014.0,9.0,7.0,20140902.0,95.41,5.0,6.0,1.2,,,,,任期満了,,,,,北大東村議会議員選挙（2014年09月07日投票）,1.0,6.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8,0.2,0.0,0.8140096618357487,0.1859903381642512,,0.16280193236714974,0.1859903381642512,,414.0,1.0,56.333333333333336,8.478731561317936,40.0,53.5,58.5,62.75,65.0,54.6,8.260750571225353,40.0,53.0,55.0,62.0,63.0,,,,,,,,,,,,,,414.0,,,,,414.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,5.0,,,,
北大東村議会議員選挙（2018年09月09日投票）,北大東村議会議員選挙,沖縄県,北大東村,20180909.0,2018.0,9.0,9.0,20180904.0,無投票,5.0,5.0,1.0,,,,,任期満了,95.41,,,,北大東村議会議員選挙（2018年09月09日投票）,1.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,1.0,57.0,7.402702209328699,44.0,57.0,58.0,59.0,67.0,57.0,7.402702209328699,44.0,57.0,58.0,59.0,67.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,
北谷町議会議員補欠選挙（2009年11月15日投票）,北谷町議会議員補欠選挙,沖縄県,北谷町,20091115.0,2009.0,11.0,15.0,20091110.0,23.03,2.0,3.0,1.5,20003.0,,,,その他,,,,,北谷町議会議員補欠選挙（2009年11月15日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,,0.11190518984497864,0.8880948101550213,,0.11190518984497864,0.44404740507751067,4451.0,1.0,59.333333333333336,0.9428090415820634,58.0,59.0,60.0,60.0,60.0,59.0,1.0,58.0,58.5,59.0,59.5,60.0,,,,,,,,,,,,,,4451.0,,,,,4451.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,
北谷町議会議員補欠選挙（2013年11月17日投票）,北谷町議会議員補欠選挙,沖縄県,北谷町,20131117.0,2013.0,11.0,17.0,20131112.0,,1.0,3.0,3.0,,,,,その他,23.03,,,,北谷町議会議員補欠選挙（2013年11月17日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.6521856206803698,0.3478143793196302,,0.3260928103401849,0.3478143793196302,11141.0,2.0,,,,,,,,,,,,,,,,,,,,,,,4765.0,,,,,6376.0,,,,,11141.0,,,,,,,,,0.42769948837626787,,,,,0.5723005116237322,,,,,1.0,,,,,,,,,0.42769948837626787,,,,,0.2861502558118661,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,0.0,,,,
北谷町議会議員選挙（2006年09月10日投票）,北谷町議会議員選挙,沖縄県,北谷町,20060910.0,2006.0,9.0,10.0,20060905.0,65.42,19.0,23.0,1.2105263157894737,19562.0,,,,任期満了,,,,,北谷町議会議員選挙（2006年09月10日投票）,1.0,23.0,19.0,1.2105263157894737,0.0,0.0,0.0,0.13043478260869565,0.10526315789473684,0.782608695652174,0.17391304347826086,0.043478260869565216,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.7871603696307399,0.15338366967544176,0.059455960693818435,0.043731131646152215,0.03834591741886044,0.059455960693818435,12684.01,3.0,54.69565217391305,8.814192027429872,27.0,51.0,56.0,59.5,70.0,53.89473684210526,9.29003278472548,27.0,50.0,53.0,59.5,70.0,,,,903.0,,,,,773.81,,,,,11007.2,,,,,12684.01,,,,0.07119199685273032,,,,,0.061006732098129846,,,,,0.8678012710491398,,,,,1.0,,,,0.07119199685273032,,,,,0.030503366049064923,,,,,0.04339006355245699,,,,,,,,1.0,,,,,2.0,,,,,20.0,,,,,,,,1.0,,,,,1.0,,,,,17.0,,,,
北谷町議会議員選挙（2010年09月12日投票）,北谷町議会議員選挙,沖縄県,北谷町,20100912.0,2010.0,9.0,12.0,20100907.0,48.74,19.0,21.0,1.1052631578947372,20092.0,,,530.0,任期満了,65.42,,,,北谷町議会議員選挙（2010年09月12日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.14285714285714285,0.15789473684210525,0.7619047619047619,0.19047619047619047,0.0,0.7894736842105263,0.15789473684210525,0.0,0.7915014652646095,0.16781589381141182,,0.049468841579038095,0.041953973452852955,,11602.0,4.0,,,,,,,,,,,,,,,,,,849.0,,,448.0,,519.0,,,,,9786.0,,,,,11602.0,,,,0.073177038441648,,,0.03861403206343734,,0.04473366660920531,,,,,0.8434752628857094,,,,,1.0,,,,0.073177038441648,,,0.03861403206343734,,0.04473366660920531,,,,,0.046859736826983855,,,,,,,,1.0,,,1.0,,1.0,,,,,18.0,,,,,,,,1.0,,,1.0,,1.0,,,,,16.0,,,,
北谷町議会議員選挙（2014年09月07日投票）,北谷町議会議員選挙,沖縄県,北谷町,20140907.0,2014.0,9.0,7.0,20140902.0,59.54,19.0,25.0,1.3157894736842106,,,,,任期満了,48.74,,,,北谷町議会議員選挙（2014年09月07日投票）,1.0,25.0,19.0,1.3157894736842106,0.0,0.0,0.0,0.16,0.21052631578947367,0.6,0.28,0.12,0.5789473684210527,0.2631578947368421,0.15789473684210525,0.5729944569773089,0.2731739740234053,0.15383156899928582,0.03819963046515393,0.039024853431915044,0.05127718966642861,12214.996,4.0,56.76,10.277275903662414,31.0,56.0,60.0,63.0,69.0,55.10526315789474,11.191607461054327,31.0,51.0,59.0,61.5,69.0,,,,713.0,,,,,1025.492,,,,,9926.503999999999,550.0,,,,12214.996,,,,0.05837087462001625,,,,,0.08395352728727869,,,,,0.8126489767168159,0.045026621375889114,,,,1.0,,,,0.05837087462001625,,,,,0.041976763643639343,,,,,0.03869757031984838,0.045026621375889114,,,,,,,1.0,,,,,2.0,,,,,21.0,1.0,,,,,,,1.0,,,,,2.0,,,,,15.0,1.0,,,
北谷町議会議員選挙（2018年09月02日投票）,北谷町議会議員選挙,沖縄県,北谷町,20180902.0,2018.0,9.0,2.0,20180828.0,53.66,19.0,22.0,1.1578947368421053,,,,,任期満了,59.54,,,,北谷町議会議員選挙（2018年09月02日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.2727272727272727,0.2631578947368421,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.8421052631578947,0.15789473684210525,0.0,0.8093689940401816,0.15735723037410468,0.03327377558571376,0.04760994082589304,0.03933930759352617,0.03327377558571376,11540.619999999999,4.0,55.90909090909091,12.313736198796597,31.0,44.5,60.5,65.0,73.0,55.36842105263158,12.427518388495704,31.0,44.0,60.0,64.5,73.0,,,,723.0,,,,,980.23,,,,,9320.39,517.0,,,,11540.619999999999,,,,0.06264828059497671,,,,,0.08493737771454221,,,,,0.8076160552899238,0.04479828640055734,,,,1.0,,,,0.06264828059497671,,,,,0.042468688857271106,,,,,0.04486755862721799,0.04479828640055734,,,,,,,1.0,,,,,2.0,,,,,18.0,1.0,,,,,,,1.0,,,,,2.0,,,,,15.0,1.0,,,
南城市議会議員補欠選挙（2018年01月21日投票）,南城市議会議員補欠選挙,沖縄県,南城市,20180121.0,2018.0,1.0,21.0,20180114.0,,1.0,2.0,2.0,34328.0,,,,その他/大城ノリユキ議員の沖縄県議会議員への出馬による辞職のため,,,,,南城市議会議員補欠選挙（2018年01月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.3063847647027963,0.6936152352972037,,0.3063847647027963,0.6936152352972037,19061.0,0.0,52.0,11.0,41.0,46.5,52.0,57.5,63.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南城市議会議員選挙（2006年09月03日投票）,南城市議会議員選挙,沖縄県,南城市,20060903.0,2006.0,9.0,3.0,20060827.0,66.67,22.0,34.0,1.5454545454545454,30799.0,,,,任期満了,,,,,南城市議会議員選挙（2006年09月03日投票）,1.0,34.0,22.0,1.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.7941176470588235,0.20588235294117646,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8107246439450994,0.18927535605490067,,0.03002683866463331,0.027039336579271524,,24525.010000000002,3.0,57.029411764705884,6.204767114734999,37.0,54.0,57.5,63.0,67.0,56.72727272727273,7.00118053799642,37.0,53.25,58.0,63.0,67.0,,,,1300.0,,,,,1102.08,,,,,22122.93,,,,,24525.010000000002,,,,0.05300711396244079,,,,,0.044936984735174414,,,,,0.9020559013023848,,,,,1.0,,,,0.05300711396244079,,,,,0.022468492367587207,,,,,0.02909857746136725,,,,,,,,1.0,,,,,2.0,,,,,31.0,,,,,,,,1.0,,,,,1.0,,,,,20.0,,,,
南城市議会議員選挙（2010年09月12日投票）,南城市議会議員選挙,沖縄県,南城市,20100912.0,2010.0,9.0,12.0,20100905.0,72.54,20.0,22.0,1.1,31252.0,,,453.0,任期満了,66.67,,,,南城市議会議員選挙（2010年09月12日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.4090909090909091,0.5454545454545454,0.0,0.45,0.5,0.0,0.4185741699393074,0.5372451802927526,,0.04650824110436749,0.04477043169106271,,22408.0,5.0,,,,,,,,,,,,,,,,,,1240.0,,,1214.85,,1127.0,,,854.41,,17971.739999999998,,,,,22407.999999999996,,,,0.055337379507318825,,,0.05421501249553731,,0.050294537665119605,,,0.038129685826490546,,0.8020233845055338,,,,,1.0,,,,0.055337379507318825,,,0.05421501249553731,,0.050294537665119605,,,0.038129685826490546,,0.044556854694751874,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,18.0,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,16.0,,,,
南城市議会議員選挙（2014年09月07日投票）,南城市議会議員選挙,沖縄県,南城市,20140907.0,2014.0,9.0,7.0,20140831.0,68.02,20.0,22.0,1.1,,,,,任期満了,72.54,,,,南城市議会議員選挙（2014年09月07日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.36363636363636365,0.0,0.65,0.35,0.0,0.6395693625644805,0.3604306374355195,,0.04568352589746289,0.04505382967943994,,21712.0,4.0,52.5,9.321285514153272,37.0,45.0,53.5,60.5,66.0,52.65,8.855930216527227,37.0,45.0,53.5,59.5,66.0,,,,1398.33,,,1123.26,,1137.0,,,,,18053.41,,,,,21712.0,,,,0.06440355563743552,,,0.051734524686809134,,0.05236735445836404,,,,,0.8314945652173913,,,,,1.0,,,,0.06440355563743552,,,0.051734524686809134,,0.05236735445836404,,,,,0.04376287185354691,,,,,,,,1.0,,,1.0,,1.0,,,,,19.0,,,,,,,,1.0,,,1.0,,1.0,,,,,17.0,,,,
南城市議会議員選挙（2018年09月09日投票）,南城市議会議員選挙,沖縄県,南城市,20180909.0,2018.0,9.0,9.0,20180902.0,65.97,20.0,20.0,1.0,,,,,任期満了,68.02,,,,南城市議会議員選挙（2018年09月09日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.5769230769230769,0.4230769230769231,0.0,0.7,0.3,0.0,0.640599813209269,0.35940018679073094,,0.04270665421395126,0.03267274425370281,,22468.995,5.0,54.96153846153846,10.573845706163462,32.0,45.0,58.0,62.75,71.0,53.8,10.313098467482991,32.0,44.5,57.5,62.25,70.0,3774.271,,,1323.0,,,,,1356.0,,,,,15177.089,,,838.635,,22468.995,0.16797684987690817,,,0.05888113820845125,,,,,0.060349828730657515,,,,,0.6754680839085149,,,0.037324099275468266,,1.0,0.033595369975381636,,,0.05888113820845125,,,,,0.060349828730657515,,,,,0.03752600466158416,,,0.037324099275468266,,5.0,,,1.0,,,,,1.0,,,,,18.0,,,1.0,,3.0,,,1.0,,,,,1.0,,,,,14.0,,,1.0,
南大東村議会議員選挙（2006年06月18日投票）,南大東村議会議員選挙,沖縄県,南大東村,20060618.0,2006.0,6.0,18.0,20060613.0,91.46,8.0,11.0,1.375,1042.0,,,,任期満了,,,,,南大東村議会議員選挙（2006年06月18日投票）,1.0,11.0,8.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.75,0.25,0.0,0.6469344608879493,0.30021141649048627,0.052854122621564484,0.09241920869827847,0.10007047216349542,0.052854122621564484,946.0,1.0,54.09090909090909,6.999409656334603,46.0,48.0,51.0,60.5,65.0,55.0,7.433034373659253,46.0,48.5,53.0,63.25,65.0,,,,,,,,,,,,,,946.0,,,,,946.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,8.0,,,,
南大東村議会議員選挙（2010年06月20日投票）,南大東村議会議員選挙,沖縄県,南大東村,20100620.0,2010.0,6.0,20.0,20100615.0,無投票,8.0,8.0,1.0,1034.0,,,-8.0,任期満了,91.46,,,,南大東村議会議員選挙（2010年06月20日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,
南大東村議会議員選挙（2014年06月29日投票）,南大東村議会議員選挙,沖縄県,南大東村,20140629.0,2014.0,6.0,29.0,20140624.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,南大東村議会議員選挙（2014年06月29日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,1.0,57.125,5.9041828393097715,52.0,52.75,55.5,59.0,71.0,57.125,5.9041828393097715,52.0,52.75,55.5,59.0,71.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,
南大東村議会議員選挙（2018年06月24日投票）,南大東村議会議員選挙,沖縄県,南大東村,20180624.0,2018.0,6.0,24.0,20180619.0,88.17,8.0,10.0,1.25,947.0,,,,任期満了,,,,,南大東村議会議員選挙（2018年06月24日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.625,0.375,0.0,0.5760479041916168,0.4239520958083832,,0.09600798403193612,0.1059880239520958,,835.0,2.0,61.0,5.366563145999495,56.0,56.5,61.0,62.5,75.0,61.375,5.893587617063142,56.0,56.0,61.0,63.0,75.0,92.0,,,,,,,,,,,,,743.0,,,,,835.0,0.11017964071856287,,,,,,,,,,,,,0.8898203592814371,,,,,1.0,0.11017964071856287,,,,,,,,,,,,,0.09886892880904857,,,,,1.0,,,,,,,,,,,,,9.0,,,,,1.0,,,,,,,,,,,,,7.0,,,,
南風原町議会議員補欠選挙（2006年04月16日投票）,南風原町議会議員補欠選挙,沖縄県,南風原町,20060416.0,2006.0,4.0,16.0,20060411.0,無投票,2.0,2.0,1.0,11458.0,,,,その他,,,,,南風原町議会議員補欠選挙（2006年04月16日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,58.0,6.0,52.0,55.0,58.0,61.0,64.0,58.0,6.0,52.0,55.0,58.0,61.0,64.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,
南風原町議会議員補欠選挙（2010年04月18日投票）,南風原町議会議員補欠選挙,沖縄県,南風原町,20100418.0,2010.0,4.0,18.0,20100413.0,61.74,3.0,4.0,1.3333333333333333,25213.0,,,13755.0,その他,,,,,南風原町議会議員補欠選挙（2010年04月18日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.25,,,14029.0,0.0,,,,,,,,48.0,6.48074069840786,42.0,43.5,45.0,51.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南風原町議会議員選挙（2006年09月10日投票）,南風原町議会議員選挙,沖縄県,南風原町,20060910.0,2006.0,9.0,10.0,20060905.0,61.27,16.0,17.0,1.0625,24085.0,,,,任期満了,,,,,南風原町議会議員選挙（2006年09月10日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.875,0.0625,0.0625,0.8380807454737769,0.08325903168304735,0.07866022284317581,0.05587204969825179,0.08325903168304735,0.07866022284317581,14568.99,3.0,56.76470588235294,5.714063268038067,49.0,54.0,56.0,59.0,72.0,56.3125,5.587024588275946,49.0,53.25,55.5,58.25,72.0,,,,1503.0,,,,,1722.51,,,,,11343.48,,,,,14568.99,,,,0.10316432367652116,,,,,0.11823125693682267,,,,,0.7786044193866561,,,,,1.0,,,,0.10316432367652116,,,,,0.059115628468411334,,,,,0.05561460138476115,,,,,,,,1.0,,,,,2.0,,,,,14.0,,,,,,,,1.0,,,,,2.0,,,,,13.0,,,,
南風原町議会議員選挙（2010年09月12日投票）,南風原町議会議員選挙,沖縄県,南風原町,20100912.0,2010.0,9.0,12.0,20100907.0,53.58,16.0,18.0,1.125,25500.0,,,1415.0,任期満了,61.27,,,,南風原町議会議員選挙（2010年09月12日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.6111111111111112,0.2777777777777778,0.0,0.625,0.25,0.0,0.6262837872362168,0.25453440057346016,,0.056934889748746983,0.050906880114692035,,13503.99,5.0,,,,,,,,,,,,,,,,,,1166.0,,,,,1802.6799999999998,,,888.3,,8935.52,,,,711.49,13503.99,,,,0.08634485067006122,,,,,0.13349239743216634,,,0.06578055819057922,,0.661694802795322,,,,0.05268739091187123,1.0,,,,0.08634485067006122,,,,,0.06674619871608317,,,0.06578055819057922,,0.05089960021502477,,,,0.05268739091187123,,,,1.0,,,,,2.0,,,1.0,,13.0,,,,1.0,,,,1.0,,,,,2.0,,,1.0,,11.0,,,,1.0
南風原町議会議員選挙（2014年09月07日投票）,南風原町議会議員選挙,沖縄県,南風原町,20140907.0,2014.0,9.0,7.0,20140902.0,48.85,16.0,17.0,1.0625,,,,,任期満了,53.58,,,,南風原町議会議員選挙（2014年09月07日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.23529411764705882,0.1875,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.8125,0.125,0.0625,0.8520101953597252,0.11595604598692469,0.032033758653350064,0.06553924579690194,0.038652015328974894,0.032033758653350064,12986.300000000001,3.0,,,,,,,,,,,,,,,,,,1338.0,,,,,2290.24,,,,,9358.060000000001,,,,,12986.300000000001,,,,0.10303165643793843,,,,,0.17635816206309723,,,,,0.7206101814989644,,,,,1.0,,,,0.10303165643793843,,,,,0.08817908103154862,,,,,0.0514721558213546,,,,,,,,1.0,,,,,2.0,,,,,14.0,,,,,,,,1.0,,,,,2.0,,,,,13.0,,,,
