,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_かりゆしクラブ,得票数_公務員を変える,得票数_公明党,得票数_命どぅ宝！琉球の自己決定権の会,得票数_幸福実現党,得票数_政党そうぞう,得票数_新しい風・にぬふぁぶし,得票数_日本共産党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_沖縄社会大衆党,得票数_無所属,得票数_社会民主党,得票数_社会民主党（沖縄県連合）,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_かりゆしクラブ,得票率_公務員を変える,得票率_公明党,得票率_命どぅ宝！琉球の自己決定権の会,得票率_幸福実現党,得票率_政党そうぞう,得票率_新しい風・にぬふぁぶし,得票率_日本共産党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_沖縄社会大衆党,得票率_無所属,得票率_社会民主党,得票率_社会民主党（沖縄県連合）,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_かりゆしクラブ,一人あたり得票率_公務員を変える,一人あたり得票率_公明党,一人あたり得票率_命どぅ宝！琉球の自己決定権の会,一人あたり得票率_幸福実現党,一人あたり得票率_政党そうぞう,一人あたり得票率_新しい風・にぬふぁぶし,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_沖縄社会大衆党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社会民主党（沖縄県連合）,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_かりゆしクラブ,立候補者数_公務員を変える,立候補者数_公明党,立候補者数_命どぅ宝！琉球の自己決定権の会,立候補者数_幸福実現党,立候補者数_政党そうぞう,立候補者数_新しい風・にぬふぁぶし,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_沖縄社会大衆党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社会民主党（沖縄県連合）,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_　,当選者数_かりゆしクラブ,当選者数_公務員を変える,当選者数_公明党,当選者数_命どぅ宝！琉球の自己決定権の会,当選者数_幸福実現党,当選者数_政党そうぞう,当選者数_新しい風・にぬふぁぶし,当選者数_日本共産党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_沖縄社会大衆党,当選者数_無所属,当選者数_社会民主党,当選者数_社会民主党（沖縄県連合）,当選者数_立憲民主党,当選者数_自由民主党
久米島町議会議員選挙（2007年11月18日投票）,久米島町議会議員選挙,沖縄県,久米島町,20071118.0,2007.0,11.0,18.0,20071113.0,81.78,14.0,16.0,1.1428571428571428,7013.0,,,-140.0,任期満了,86.8,,,,久米島町議会議員選挙（2007年11月18日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.125,0.42857142857142855,0.5,0.07142857142857142,0.39342244108336266,0.4945480126626803,0.11202954625395709,0.05620320586905181,0.07064971609466861,0.05601477312697854,5686.0,1.0,58.3125,7.294850495383713,43.0,55.0,59.5,65.0,69.0,57.785714285714285,7.5704177222789975,43.0,53.0,59.5,63.75,69.0,,,,,,,,,,,,,,5686.0,,,,,5686.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,
久米島町議会議員選挙（2011年11月20日投票）,久米島町議会議員選挙,沖縄県,久米島町,20111120.0,2011.0,11.0,20.0,20111115.0,79.16,14.0,16.0,1.1428571428571428,6727.0,,,-286.0,任期満了,81.78,,,,久米島町議会議員選挙（2011年11月20日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.5625,0.375,0.0625,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6279908849221421,0.32738321306494494,0.04462590201291303,0.06977676499134912,0.05456386884415749,0.04462590201291303,5266.0,1.0,58.0,6.59545297913646,47.0,52.75,58.5,63.0,71.0,58.92857142857143,6.40830137638768,47.0,53.75,61.0,63.0,71.0,,,,,,,,,,,,,,5266.0,,,,,5266.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,14.0,,,,
久米島町議会議員選挙（2015年11月15日投票）,久米島町議会議員選挙,沖縄県,久米島町,20151115.0,2015.0,11.0,15.0,20151110.0,78.58,14.0,20.0,1.4285714285714286,,,,,任期満了,79.16,,,,久米島町議会議員選挙（2015年11月15日投票）,1.0,20.0,14.0,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6520618556701031,0.3479381443298969,,0.05433848797250859,0.04349226804123711,,5044.0,1.0,57.85,9.334211268232576,34.0,54.0,60.5,64.5,68.0,58.5,8.068899730269479,35.0,56.25,60.5,62.75,68.0,,,,,,,,,,,,,,5044.0,,,,,5044.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,14.0,,,,
久米島町議会議員選挙（2019年11月10日投票）,久米島町議会議員選挙,沖縄県,久米島町,20191110.0,2019.0,11.0,10.0,20191105.0,71.09,14.0,15.0,1.0714285714285714,,,,,任期満了,78.58,,,,久米島町議会議員選挙（2019年11月10日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6143047268949926,0.3279858128310635,0.05770946027394391,0.06143047268949926,0.08199645320776587,0.05770946027394391,4487.999,1.0,61.2,8.719327191169434,39.0,58.0,61.0,66.5,72.0,61.214285714285715,9.025191501162347,39.0,58.0,62.5,66.75,72.0,,,,,,,,,,,,,,4487.999,,,,,4487.999,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,14.0,,,,
今帰仁村議会議員補欠選挙（2012年08月05日投票）,今帰仁村議会議員補欠選挙,沖縄県,今帰仁村,20120805.0,2012.0,8.0,5.0,20120731.0,無投票,1.0,1.0,1.0,7563.0,,,,その他,,,,,今帰仁村議会議員補欠選挙（2012年08月05日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
今帰仁村議会議員補欠選挙（2016年08月07日投票）,今帰仁村議会議員補欠選挙,沖縄県,今帰仁村,20160807.0,2016.0,8.0,7.0,20160802.0,77.03,1.0,2.0,2.0,7757.0,,,194.0,任期満了/辞職,,,,,今帰仁村議会議員補欠選挙（2016年08月07日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5639.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
今帰仁村議会議員選挙（2006年09月10日投票）,今帰仁村議会議員選挙,沖縄県,今帰仁村,20060910.0,2006.0,9.0,10.0,20060905.0,79.87,13.0,15.0,1.1538461538461535,7418.0,,,,任期満了,,,,,今帰仁村議会議員選挙（2006年09月10日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.06666666666666667,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.0,0.7692307692307693,0.23076923076923078,0.0,0.7250459965928451,0.27495400340715503,,0.0725045996592845,0.05499080068143101,,5870.0,2.0,52.8,8.431686268673268,34.0,49.0,55.0,57.5,68.0,54.84615384615385,6.780584883396619,39.0,54.0,56.0,58.0,68.0,,,,,,,,,323.0,,,,,5547.0,,,,,5870.0,,,,,,,,,0.05502555366269165,,,,,0.9449744463373083,,,,,1.0,,,,,,,,,0.05502555366269165,,,,,0.06749817473837917,,,,,,,,,,,,,1.0,,,,,14.0,,,,,,,,,,,,,1.0,,,,,12.0,,,,
今帰仁村議会議員選挙（2010年09月12日投票）,今帰仁村議会議員選挙,沖縄県,今帰仁村,20100912.0,2010.0,9.0,12.0,20100907.0,79.13,11.0,14.0,1.2727272727272727,7532.0,,,114.0,任期満了,79.87,,,,今帰仁村議会議員選挙（2010年09月12日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6028537455410226,0.3971462544589774,,0.06698374950455806,0.07942925089179548,,5887.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5887.0,,,,,5887.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,11.0,,,,
今帰仁村議会議員選挙（2014年09月07日投票）,今帰仁村議会議員選挙,沖縄県,今帰仁村,20140907.0,2014.0,9.0,7.0,20140902.0,71.76,11.0,12.0,1.0909090909090908,,,,,任期満了,79.13,,,,今帰仁村議会議員選挙（2014年09月07日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.5833333333333334,0.4166666666666667,0.0,0.5454545454545454,0.45454545454545453,0.0,0.5566791663590863,0.4433208336409137,,0.07952559519415518,0.08866416672818274,,5377.999000000001,1.0,50.833333333333336,10.605292179955356,34.0,41.25,51.5,62.25,64.0,50.63636363636363,11.055831264933346,34.0,40.5,50.0,62.5,64.0,,,,,,,,,,,,,,5377.999000000001,,,,,5377.999000000001,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,11.0,,,,
今帰仁村議会議員選挙（2018年09月02日投票）,今帰仁村議会議員選挙,沖縄県,今帰仁村,20180902.0,2018.0,9.0,2.0,20180828.0,73.72,11.0,13.0,1.181818181818182,,,,,任期満了,71.76,,,,今帰仁村議会議員選挙（2018年09月02日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.07692307692307693,0.09090909090909091,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.7590662683209022,0.1546485001433196,0.0862852315357783,0.07590662683209022,0.0773242500716598,0.0862852315357783,5560.9980000000005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560.9980000000005,,,,,5560.9980000000005,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,11.0,,,,
伊平屋村議会議員補欠選挙（2021年08月29日投票）,伊平屋村議会議員補欠選挙,沖縄県,伊平屋村,20210829.0,2021.0,8.0,29.0,20210824.0,無投票,1.0,1.0,1.0,971.0,536.0,435.0,-5.0,辞職/名嘉律夫議員の村長線出馬に伴う　有権者数については選挙人名簿登録者数が表示されています,89.45,,,,伊平屋村議会議員補欠選挙（2021年08月29日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,37.0,37.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
伊平屋村議会議員選挙（2006年09月10日投票）,伊平屋村議会議員選挙,沖縄県,伊平屋村,20060910.0,2006.0,9.0,10.0,20060905.0,93.68,8.0,10.0,1.25,1139.0,,,,任期満了,,,,,伊平屋村議会議員選挙（2006年09月10日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.1,0.375,0.5,0.125,0.3753527751646284,0.4816556914393227,0.14299153339604892,0.0938381937911571,0.09633113828786453,0.14299153339604892,1063.0,2.0,51.9,5.539855593785816,44.0,48.25,51.5,57.0,60.0,51.0,5.408326913195984,44.0,47.0,50.5,55.0,59.0,,,,,,,,,152.0,,,,,911.0,,,,,1063.0,,,,,,,,,0.14299153339604892,,,,,0.8570084666039511,,,,,1.0,,,,,,,,,0.14299153339604892,,,,,0.09522316295599458,,,,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,1.0,,,,,7.0,,,,
伊平屋村議会議員選挙（2010年09月12日投票）,伊平屋村議会議員選挙,沖縄県,伊平屋村,20100912.0,2010.0,9.0,12.0,20100907.0,94.4,8.0,9.0,1.125,,,,,任期満了,93.68,,,,伊平屋村議会議員選挙（2010年09月12日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.875,0.125,0.0,0.8134020618556701,0.1865979381443299,,0.11620029455081002,0.09329896907216495,,970.0,2.0,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,849.0,,,,,970.0,,,,,,,,,0.12474226804123711,,,,,0.8752577319587629,,,,,1.0,,,,,,,,,0.12474226804123711,,,,,0.10940721649484536,,,,,,,,,,,,,1.0,,,,,8.0,,,,,,,,,,,,,1.0,,,,,7.0,,,,
伊平屋村議会議員選挙（2014年09月14日投票）,伊平屋村議会議員選挙,沖縄県,伊平屋村,20140914.0,2014.0,9.0,14.0,20140909.0,無投票,8.0,8.0,1.0,,,,,任期満了,94.4,,,,伊平屋村議会議員選挙（2014年09月14日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,1.0,57.125,6.603739470936145,46.0,53.5,55.5,62.75,67.0,57.125,6.603739470936145,46.0,53.5,55.5,62.75,67.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,8.0,,,,
伊平屋村議会議員選挙（2018年09月09日投票）,伊平屋村議会議員選挙,沖縄県,伊平屋村,20180909.0,2018.0,9.0,9.0,20180904.0,89.45,8.0,10.0,1.25,976.0,,,,任期満了,,,,,伊平屋村議会議員選挙（2018年09月09日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.0,0.6,0.4,0.0,0.75,0.25,0.0,0.698961937716263,0.30103806228373703,,0.11649365628604384,0.07525951557093426,,867.0,1.0,61.6,8.101851640211638,43.0,58.0,62.5,68.5,71.0,61.125,8.56500875656295,43.0,57.5,62.5,67.5,71.0,,,,,,,,,,,,,,867.0,,,,,867.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,8.0,,,,
伊是名村議会議員選挙（1998年09月13日投票）,伊是名村議会議員選挙,沖縄県,伊是名村,19980913.0,1998.0,9.0,13.0,19980908.0,94.13,12.0,13.0,1.0833333333333333,1431.0,,,,その他,,,,,伊是名村議会議員選挙（1998年09月13日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6706472789191854,0.32935272108081465,,0.07451636432435393,0.08233818027020366,,1338.99,1.0,54.46153846153846,9.556434679679564,38.0,49.0,54.0,63.0,70.0,54.0,9.806460455570434,38.0,47.75,53.5,63.0,70.0,,,,,,,,,,,,,,1338.99,,,,,1338.99,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,12.0,,,,
伊是名村議会議員選挙（2002年09月08日投票）,伊是名村議会議員選挙,沖縄県,伊是名村,20020908.0,2002.0,9.0,8.0,20020903.0,93.86,10.0,13.0,1.3,1531.0,,,100.0,その他,94.13,,,,伊是名村議会議員選挙（2002年09月08日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.0,0.4,0.6,0.0,0.42182833217027216,0.5781716678297278,,0.07030472202837869,0.08259595254710397,,1433.0000000000002,1.0,52.38461538461539,7.956984948298923,38.0,48.0,53.0,58.0,67.0,53.6,8.475848040166836,38.0,51.0,56.5,58.0,67.0,,,,,,,,,,,,,,1433.0000000000002,,,,,1433.0000000000002,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,,,,
伊是名村議会議員選挙（2006年09月10日投票）,伊是名村議会議員選挙,沖縄県,伊是名村,20060910.0,2006.0,9.0,10.0,20060905.0,90.98,10.0,12.0,1.2,1408.0,,,-123.0,任期満了,93.86,,,,伊是名村議会議員選挙（2006年09月10日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,0.0,0.898519332474288,0.1014806675257121,,0.0898519332474288,0.05074033376285605,,1264.9699999999998,1.0,57.583333333333336,8.479960036593463,42.0,53.5,60.5,62.5,71.0,57.6,8.475848040166836,42.0,55.0,60.5,62.0,71.0,,,,,,,,,,,,,,1264.9699999999998,,,,,1264.9699999999998,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,10.0,,,,
伊是名村議会議員選挙（2010年09月12日投票）,伊是名村議会議員選挙,沖縄県,伊是名村,20100912.0,2010.0,9.0,12.0,20100907.0,,10.0,11.0,1.1,1283.0,,,-125.0,任期満了,90.98,,,,伊是名村議会議員選挙（2010年09月12日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.591715976331361,0.40828402366863903,,0.08453085376162299,0.10207100591715976,,1183.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.0,,,,,1183.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,10.0,,,,
伊是名村議会議員選挙（2014年09月07日投票）,伊是名村議会議員選挙,沖縄県,伊是名村,20140907.0,2014.0,9.0,7.0,20140902.0,91.25,10.0,13.0,1.3,,,,,任期満了,,,,,伊是名村議会議員選挙（2014年09月07日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.9,0.1,0.0,0.818847209515096,0.1344922232387923,0.04666056724611162,0.0818847209515096,0.06724611161939616,0.04666056724611162,1093.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.0,,,,,1093.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,,,,
伊是名村議会議員選挙（2018年09月09日投票）,伊是名村議会議員選挙,沖縄県,伊是名村,20180909.0,2018.0,9.0,9.0,20180904.0,,10.0,13.0,1.3,,,,,任期満了,91.25,,,,伊是名村議会議員選挙（2018年09月09日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.1,0.46153846153846156,0.5384615384615384,0.0,0.4,0.6,0.0,0.4629277566539924,0.5370722433460076,,0.07715462610899873,0.0767246061922868,,1052.0,2.0,56.23076923076923,5.040663053971039,44.0,53.0,57.0,60.0,65.0,57.3,4.1000000000000005,52.0,53.25,57.5,60.0,65.0,,,,,,,,,,,,,,1003.0,,,,49.0,1052.0,,,,,,,,,,,,,,0.9534220532319392,,,,0.04657794676806084,1.0,,,,,,,,,,,,,,0.07945183776932827,,,,0.04657794676806084,,,,,,,,,,,,,,12.0,,,,1.0,,,,,,,,,,,,,,10.0,,,,0.0
伊江村議会議員補欠選挙（2017年04月16日投票）,伊江村議会議員補欠選挙,沖縄県,伊江村,20170416.0,2017.0,4.0,16.0,20170411.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,伊江村議会議員補欠選挙（2017年04月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伊江村議会議員選挙（2006年09月10日投票）,伊江村議会議員選挙,沖縄県,伊江村,20060910.0,2006.0,9.0,10.0,20060905.0,87.91,10.0,12.0,1.2,4002.0,,,,任期満了,,,,,伊江村議会議員選挙（2006年09月10日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.9,0.1,0.0,0.8052616528452959,0.19473834715470403,,0.08947351698281066,0.06491278238490135,,3497.0,3.0,55.166666666666664,4.792934614849469,48.0,51.5,55.0,57.25,64.0,55.1,5.127377497317708,48.0,50.5,55.0,57.0,64.0,,,,,,,,,276.0,,,,,3127.0,94.0,,,,3497.0,,,,,,,,,0.07892479267943953,,,,,0.8941950243065485,0.02688018301401201,,,,1.0,,,,,,,,,0.07892479267943953,,,,,0.08941950243065486,0.02688018301401201,,,,,,,,,,,,1.0,,,,,10.0,1.0,,,,,,,,,,,,1.0,,,,,9.0,0.0,,,
伊江村議会議員選挙（2010年09月12日投票）,伊江村議会議員選挙,沖縄県,伊江村,20100912.0,2010.0,9.0,12.0,20100907.0,,10.0,11.0,1.1,,,,,任期満了,87.91,,,,伊江村議会議員選挙（2010年09月12日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.7854889589905363,0.21451104100946372,,0.08727655099894847,0.10725552050473186,,3487.0,2.0,,,,,,,,,,,,,,,,,,,,,,,308.0,,,,,3179.0,,,,,3487.0,,,,,,,,,0.08832807570977919,,,,,0.9116719242902208,,,,,1.0,,,,,,,,,0.08832807570977919,,,,,0.09116719242902208,,,,,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,,,,1.0,,,,,9.0,,,,
伊江村議会議員選挙（2014年09月07日投票）,伊江村議会議員選挙,沖縄県,伊江村,20140907.0,2014.0,9.0,7.0,20140902.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,伊江村議会議員選挙（2014年09月07日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,59.5,5.80086200490927,50.0,58.0,60.0,61.5,71.0,59.5,5.80086200490927,50.0,58.0,60.0,61.5,71.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,9.0,,,,,,,,,,,,,1.0,,,,,9.0,,,,
伊江村議会議員選挙（2018年09月09日投票）,伊江村議会議員選挙,沖縄県,伊江村,20180909.0,2018.0,9.0,9.0,20180904.0,75.49,10.0,11.0,1.1,3807.0,,,,任期満了,,,,,伊江村議会議員選挙（2018年09月09日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.8338579923050018,0.16614200769499826,,0.09265088803388909,0.08307100384749913,,2859.0,2.0,63.63636363636363,5.661235446160096,54.0,61.5,64.0,66.5,75.0,63.9,5.8728187440104085,54.0,62.25,64.0,66.75,75.0,,,,,,,,,239.0,,,,,2620.0,,,,,2859.0,,,,,,,,,0.08359566281916754,,,,,0.9164043371808325,,,,,1.0,,,,,,,,,0.08359566281916754,,,,,0.09164043371808325,,,,,,,,,,,,,1.0,,,,,10.0,,,,,,,,,,,,,1.0,,,,,9.0,,,,
八重瀬町議会議員補欠選挙（2010年01月24日投票）,八重瀬町議会議員補欠選挙,沖縄県,八重瀬町,20100124.0,2010.0,1.0,24.0,20100119.0,無投票,1.0,1.0,1.0,20729.0,,,,その他,,,,,八重瀬町議会議員補欠選挙（2010年01月24日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
八重瀬町議会議員補欠選挙（2014年01月26日投票）,八重瀬町議会議員補欠選挙,沖縄県,八重瀬町,20140126.0,2014.0,1.0,26.0,20140121.0,19.88,1.0,2.0,2.0,,,,,その他,,,,,八重瀬町議会議員補欠選挙（2014年01月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4253.0,1.0,63.0,2.0,61.0,62.0,63.0,64.0,65.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,4253.0,,,,,4253.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,
