,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_上野原市民オンブズマン,得票数_全国市民連合会,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_甲斐市の明日を考える会,得票数_社会民主党,得票数_自由民主党,得票数_通信・放送と医療を考える市民の会,得票数_sum_v,得票率_みんなの党,得票率_上野原市民オンブズマン,得票率_全国市民連合会,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_甲斐市の明日を考える会,得票率_社会民主党,得票率_自由民主党,得票率_通信・放送と医療を考える市民の会,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_上野原市民オンブズマン,一人あたり得票率_全国市民連合会,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_甲斐市の明日を考える会,一人あたり得票率_社会民主党,一人あたり得票率_自由民主党,一人あたり得票率_通信・放送と医療を考える市民の会,立候補者数_みんなの党,立候補者数_上野原市民オンブズマン,立候補者数_全国市民連合会,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_甲斐市の明日を考える会,立候補者数_社会民主党,立候補者数_自由民主党,立候補者数_通信・放送と医療を考える市民の会,当選者数_みんなの党,当選者数_上野原市民オンブズマン,当選者数_全国市民連合会,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_甲斐市の明日を考える会,当選者数_社会民主党,当選者数_自由民主党,当選者数_通信・放送と医療を考える市民の会
南アルプス市議会議員選挙（2020年11月15日投票）,南アルプス市議会議員選挙,山梨県,南アルプス市,20201115.0,2020.0,11.0,15.0,20201108.0,55.38,22.0,26.0,1.181818181818182,,,,,任期満了,58.19,,,,南アルプス市議会議員選挙（2020年11月15日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.19230769230769232,0.18181818181818182,0.7307692307692307,0.2692307692307692,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7526601148898037,0.24733988511019642,,0.039613690257358086,0.03533426930145663,,32076.998,3.0,63.34615384615385,10.06495178517363,39.0,59.5,67.0,70.75,76.0,65.22727272727273,9.14992209694516,39.0,62.25,68.0,71.0,76.0,,,,5092.498,,3059.0,,23925.5,,,,,32076.998,,,,0.15875855963828037,,0.09536428564792752,,0.7458771547137921,,,,,1.0,,,,0.05291951987942679,,0.04768214282396376,,0.03551795974827582,,,,,,,,3.0,,2.0,,21.0,,,,,,,,3.0,,2.0,,17.0,,,,
南部町議会議員補欠選挙（2007年04月22日投票）,南部町議会議員補欠選挙,山梨県,南部町,20070422.0,2007.0,4.0,22.0,20070417.0,87.34,3.0,4.0,1.3333333333333333,8261.0,,,,任期満了,,,,,南部町議会議員補欠選挙（2007年04月22日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,7016.0,1.0,60.0,7.176350047203662,49.0,57.25,61.0,63.75,69.0,63.666666666666664,3.8586123009300755,60.0,61.0,62.0,65.5,69.0,,,,,,,,7016.0,,,,,7016.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.25,,,,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,
南部町議会議員補欠選挙（2019年04月21日投票）,南部町議会議員補欠選挙,山梨県,南部町,20190421.0,2019.0,4.0,21.0,20190416.0,59.55,2.0,3.0,1.5,6794.0,,,-1467.0,辞職,87.34,,,,南部町議会議員補欠選挙（2019年04月21日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,3975.0,1.0,70.66666666666667,4.0276819911981905,65.0,69.0,73.0,73.5,74.0,69.5,4.5,65.0,67.25,69.5,71.75,74.0,,,,,,,,3975.0,,,,,3975.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,
南部町議会議員選挙（2008年10月26日投票）,南部町議会議員選挙,山梨県,南部町,20081026.0,2008.0,10.0,26.0,20081021.0,無投票,14.0,14.0,1.0,8229.0,,,,任期満了,,,,,南部町議会議員選挙（2008年10月26日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7857142857142857,0.21428571428571427,0.0,,,,,,,0.0,1.0,65.57142857142857,6.275966467568228,50.0,64.0,64.5,69.5,76.0,65.57142857142857,6.275966467568228,50.0,64.0,64.5,69.5,76.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,14.0,,,,
南部町議会議員選挙（2012年10月28日投票）,南部町議会議員選挙,山梨県,南部町,20121028.0,2012.0,10.0,28.0,20121023.0,84.05,12.0,14.0,1.1666666666666667,7642.0,,,-587.0,任期満了,,,,,南部町議会議員選挙（2012年10月28日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6666666666666666,0.3333333333333333,0.0,0.577537617554859,0.42246238244514106,,0.06417084639498433,0.08449247648902822,,6380.000000000001,1.0,64.14285714285714,8.990925130034036,37.0,63.25,66.5,68.0,76.0,67.25,3.832427429188973,62.0,64.0,68.0,68.25,76.0,,,,,,,,6380.000000000001,,,,,6380.000000000001,,,,,,,,1.0,,,,,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,12.0,,,,
南部町議会議員選挙（2016年10月23日投票）,南部町議会議員選挙,山梨県,南部町,20161023.0,2016.0,10.0,23.0,20161018.0,80.69,12.0,14.0,1.1666666666666667,7245.0,,,-397.0,任期満了,84.05,,,,南部町議会議員選挙（2016年10月23日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.5,0.42857142857142855,0.07142857142857142,0.5,0.4166666666666667,0.08333333333333333,0.5600439704867891,0.40709858437740304,0.032857445135807906,0.08000628149811273,0.06784976406290051,0.032857445135807906,5812.99,0.0,66.42857142857143,5.525451315946776,56.0,63.5,67.0,70.25,76.0,65.58333333333333,5.529592108726365,56.0,62.25,66.5,68.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南部町議会議員選挙（2020年10月25日投票）,南部町議会議員選挙,山梨県,南部町,20201025.0,2020.0,10.0,25.0,20201020.0,80.91,12.0,14.0,1.1666666666666667,6658.0,,,-587.0,任期満了,80.69,,,,南部町議会議員選挙（2020年10月25日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6003213177922428,0.3996786822077572,,0.06670236864358253,0.07993573644155144,,5342.996999999999,1.0,67.07142857142857,4.463571371419427,60.0,64.5,67.0,70.75,75.0,67.0,4.600724580614087,60.0,64.75,67.0,70.25,75.0,,,,,,,,5342.996999999999,,,,,5342.996999999999,,,,,,,,1.0,,,,,1.0,,,,,,,,0.07142857142857142,,,,,,,,,,,,14.0,,,,,,,,,,,,12.0,,,,
大月市議会議員選挙（2007年07月01日投票）,大月市議会議員選挙,山梨県,大月市,20070701.0,2007.0,7.0,1.0,20070624.0,86.69,18.0,20.0,1.1111111111111112,24945.0,,,,任期満了,,,,,大月市議会議員選挙（2007年07月01日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.75,0.2,0.05,0.7777777777777778,0.2222222222222222,0.0,0.7492921891879198,0.2153961767883143,0.035311634023765914,0.04995281261252799,0.053849044197078574,0.035311634023765914,21291.0,3.0,57.25,8.779948747003026,32.0,55.25,59.0,62.25,74.0,57.388888888888886,9.24445112179246,32.0,54.25,59.0,62.75,74.0,,,,1228.0,,922.0,,19141.0,,,,,21291.0,,,,0.057676952703020055,,0.04330468272979193,,0.899018364567188,,,,,1.0,,,,0.057676952703020055,,0.04330468272979193,,0.04994546469817711,,,,,,,,1.0,,1.0,,18.0,,,,,,,,1.0,,1.0,,16.0,,,,
大月市議会議員選挙（2011年07月03日投票）,大月市議会議員選挙,山梨県,大月市,20110703.0,2011.0,7.0,3.0,20110626.0,79.76,15.0,16.0,1.0666666666666669,23726.0,,,-1219.0,任期満了,86.69,,,,大月市議会議員選挙（2011年07月03日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.6875,0.3125,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6708750133304895,0.3291249866695105,,0.06098863757549904,0.0658249973339021,,18754.0,3.0,,,,,,,,,,,,,,,,,,1108.91,,1141.0,,16504.09,,,,,18754.0,,,,0.059129252426149095,,0.060840354057801,,0.88003039351605,,,,,1.0,,,,0.059129252426149095,,0.060840354057801,,0.062859313822575,,,,,,,,1.0,,1.0,,14.0,,,,,,,,1.0,,1.0,,13.0,,,,
大月市議会議員選挙（2015年07月05日投票）,大月市議会議員選挙,山梨県,大月市,20150705.0,2015.0,7.0,5.0,20150628.0,82.06,14.0,15.0,1.0714285714285714,,,,,任期満了,79.76,,,,大月市議会議員選挙（2015年07月05日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.8,0.13333333333333333,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.8010969330646966,0.12676292813969106,0.07214013879561226,0.06675807775539139,0.06338146406984553,0.07214013879561226,17868.0,3.0,58.8,8.818163074019441,41.0,52.0,61.0,67.0,69.0,58.214285714285715,8.841287652086589,41.0,51.0,59.5,66.75,69.0,,,,1294.0,,1324.0,,15250.0,,,,,17868.0,,,,0.0724199686590553,,0.07409894783971345,,0.8534810835012312,,,,,1.0,,,,0.0724199686590553,,0.07409894783971345,,0.06565239103855625,,,,,,,,1.0,,1.0,,13.0,,,,,,,,1.0,,1.0,,12.0,,,,
大月市議会議員選挙（2019年06月30日投票）,大月市議会議員選挙,山梨県,大月市,20190630.0,2019.0,6.0,30.0,20190623.0,79.31,14.0,15.0,1.0714285714285714,,,,,任期満了,82.06,,,,大月市議会議員選挙（2019年06月30日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6469981379015329,0.35300186209846723,,0.0646998137901533,0.07060037241969344,,16489.998,3.0,61.06666666666667,10.440093656455176,35.0,56.0,66.0,68.5,71.0,60.714285714285715,10.719998477002633,35.0,55.0,66.0,68.75,71.0,,,,1141.0,,1248.0,,14100.998000000001,,,,,16489.998,,,,0.06919345896827883,,0.0756822408347169,,0.8551243001970044,,,,,1.0,,,,0.06919345896827883,,0.0756822408347169,,0.06577879232284649,,,,,,,,1.0,,1.0,,13.0,,,,,,,,1.0,,1.0,,12.0,,,,
富士吉田市議会議員選挙（2003年04月27日投票）,富士吉田市議会議員選挙,山梨県,富士吉田市,20030427.0,2003.0,4.0,27.0,20030420.0,85.64,20.0,25.0,1.25,41824.0,,,,任期満了,,,,,富士吉田市議会議員選挙（2003年04月27日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.04,0.05,0.8,0.12,0.08,0.9,0.0,0.1,0.8387726244343892,0.06433823529411764,0.09688914027149322,0.04193863122171946,0.021446078431372546,0.04844457013574661,35360.0,3.0,55.4,8.606973916540005,41.0,49.0,55.0,61.0,73.0,56.15,8.41590755652651,41.0,51.0,56.0,61.25,73.0,,,129.0,2329.0,,,,32902.0,,,,,35360.0,,,0.003648190045248869,0.06586538461538462,,,,0.9304864253393665,,,,,1.0,,,0.003648190045248869,0.06586538461538462,,,,0.0404559315364942,,,,,,,1.0,1.0,,,,23.0,,,,,,,0.0,1.0,,,,19.0,,,,
富士吉田市議会議員選挙（2007年04月22日投票）,富士吉田市議会議員選挙,山梨県,富士吉田市,20070422.0,2007.0,4.0,22.0,20070415.0,81.07,20.0,22.0,1.1,42025.0,,,201.0,任期満了,85.64,,,,富士吉田市議会議員選挙（2007年04月22日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.2727272727272727,0.0,0.75,0.25,0.0,0.7455745647923196,0.25442543520768046,,0.04659841029951998,0.04240423920128008,,33533.99,4.0,57.09090909090909,7.85614461835211,43.0,51.5,56.5,61.5,76.0,57.5,8.10246875958186,43.0,52.5,57.0,62.25,76.0,,,243.0,2762.0,,1538.0,,28990.989999999998,,,,,33533.99,,,0.007246378972499246,0.08236419227178156,,0.04586391300289647,,0.8645255157528228,,,,,1.0,,,0.007246378972499246,0.08236419227178156,,0.04586391300289647,,0.04550134293435909,,,,,,,1.0,1.0,,1.0,,19.0,,,,,,,0.0,1.0,,1.0,,18.0,,,,
富士吉田市議会議員選挙（2011年04月24日投票）,富士吉田市議会議員選挙,山梨県,富士吉田市,20110424.0,2011.0,4.0,24.0,20110417.0,80.37,20.0,27.0,1.35,41253.0,,,-772.0,任期満了,81.07,,,,富士吉田市議会議員選挙（2011年04月24日投票）,1.0,27.0,20.0,1.35,0.0,0.0,0.0,0.037037037037037035,0.05,0.5555555555555556,0.37037037037037035,0.07407407407407407,0.65,0.35,0.0,0.5851992526112659,0.3777682482310779,0.03703249915765614,0.03901328350741773,0.03777682482310779,0.01851624957882807,32647.0,3.0,57.77777777777778,7.355186294860162,40.0,54.0,59.0,63.0,69.0,58.7,7.057619995437555,43.0,54.75,60.0,63.75,69.0,,,,1985.0,,765.0,,29897.0,,,,,32647.0,,,,0.060801911354795235,,0.023432474653107483,,0.9157656139920973,,,,,1.0,,,,0.060801911354795235,,0.023432474653107483,,0.03663062455968389,,,,,,,,1.0,,1.0,,25.0,,,,,,,,1.0,,0.0,,19.0,,,,
富士吉田市議会議員選挙（2015年04月26日投票）,富士吉田市議会議員選挙,山梨県,富士吉田市,20150426.0,2015.0,4.0,26.0,20150419.0,74.73,20.0,23.0,1.15,40657.0,,,-596.0,任期満了,80.37,,,,富士吉田市議会議員選挙（2015年04月26日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.75,0.2,0.05,0.7110490317697483,0.25659840786792965,0.03235256036232205,0.04182641363351461,0.05131968157358593,0.03235256036232205,30043.989999999998,3.0,58.608695652173914,9.613121152813832,28.0,54.5,61.0,64.5,72.0,58.15,9.799362224144998,28.0,54.5,61.0,64.25,71.0,,,,1869.0,,972.0,,27202.989999999998,,,,,30043.989999999998,,,,0.06220878119051431,,0.03235256036232205,,0.9054386584471636,,,,,1.0,,,,0.06220878119051431,,0.03235256036232205,,0.04311612659272208,,,,,,,,1.0,,1.0,,21.0,,,,,,,,1.0,,1.0,,18.0,,,,
富士吉田市議会議員選挙（2019年04月21日投票）,富士吉田市議会議員選挙,山梨県,富士吉田市,20190421.0,2019.0,4.0,21.0,20190414.0,73.12,20.0,23.0,1.15,40736.0,,,79.0,任期満了,74.73,,,,富士吉田市議会議員選挙（2019年04月21日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.043478260869565216,0.05,0.782608695652174,0.13043478260869565,0.08695652173913043,0.85,0.15,0.0,0.8264557694466697,0.12125594176592112,0.05228828878740927,0.04591420941370387,0.04041864725530704,0.026144144393704636,29384.993,3.0,61.43478260869565,9.595406903742706,32.0,57.5,63.0,67.5,75.0,60.5,9.749358953285082,32.0,56.5,62.5,67.25,75.0,,,,2144.0,,902.0,,26338.993,,,,,29384.993,,,,0.07296241316103087,,0.030695940611590415,,0.8963416462273787,,,,,1.0,,,,0.07296241316103087,,0.030695940611590415,,0.042682935534637076,,,,,,,,1.0,,1.0,,21.0,,,,,,,,1.0,,0.0,,19.0,,,,
富士川町議会議員選挙（2010年04月25日投票）,富士川町議会議員選挙,山梨県,富士川町,20100425.0,2010.0,4.0,25.0,20100420.0,,16.0,18.0,1.125,,,,,その他,,,,,富士川町議会議員選挙（2010年04月25日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.05555555555555555,,,10767.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
富士川町議会議員選挙（2014年04月20日投票）,富士川町議会議員選挙,山梨県,富士川町,20140420.0,2014.0,4.0,20.0,20140415.0,無投票,16.0,16.0,1.0,,,,,任期満了,,,,,富士川町議会議員選挙（2014年04月20日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.1875,0.1875,0.5625,0.4375,0.0,0.5625,0.4375,0.0,,,,,,,0.0,2.0,61.5,11.319231422671772,35.0,55.25,63.0,70.0,80.0,61.5,11.319231422671772,35.0,55.25,63.0,70.0,80.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,15.0,,,,,,,,1.0,,,,15.0,,,,
富士川町議会議員選挙（2018年04月15日投票）,富士川町議会議員選挙,山梨県,富士川町,20180415.0,2018.0,4.0,15.0,20180410.0,71.52,14.0,15.0,1.0714285714285714,,,,,任期満了,,,,,富士川町議会議員選挙（2018年04月15日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,,,,,,,,,,,,,9126.997999999998,2.0,63.53333333333333,9.999111071601426,39.0,59.0,65.0,71.0,78.0,62.5,9.54500617376138,39.0,58.0,65.0,68.75,74.0,,,,878.0,,,,8248.998,,,,,9126.998,,,,0.09619811464843096,,,,0.903801885351569,,,,,1.0,,,,0.09619811464843096,,,,0.06455727752511208,,,,,,,,1.0,,,,14.0,,,,,,,,1.0,,,,13.0,,,,
富士河口湖町議会議員増員選挙（2006年04月09日投票）,富士河口湖町議会議員増員選挙,山梨県,富士河口湖町,20060409.0,2006.0,4.0,9.0,20060404.0,86.73,2.0,3.0,1.5,980.0,,,,その他,,,,,富士河口湖町議会議員増員選挙（2006年04月09日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,832.0,2.0,72.33333333333333,5.2493385826745405,65.0,70.0,75.0,76.0,77.0,70.0,5.0,65.0,67.5,70.0,72.5,75.0,,,,,,173.0,,659.0,,,,,832.0,,,,,,0.20793269230769232,,0.7920673076923077,,,,,1.0,,,,,,0.20793269230769232,,0.39603365384615385,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.0,,2.0,,,,
富士河口湖町議会議員補欠選挙（2007年11月18日投票）,富士河口湖町議会議員補欠選挙,山梨県,富士河口湖町,20071118.0,2007.0,11.0,18.0,20071113.0,無投票,2.0,2.0,1.0,19280.0,,,,その他,,,,,富士河口湖町議会議員補欠選挙（2007年11月18日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,59.0,1.0,58.0,58.5,59.0,59.5,60.0,59.0,1.0,58.0,58.5,59.0,59.5,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
富士河口湖町議会議員補欠選挙（2015年11月22日投票）,富士河口湖町議会議員補欠選挙,山梨県,富士河口湖町,20151122.0,2015.0,11.0,22.0,20151117.0,無投票,2.0,2.0,1.0,,,,,その他,,,,,富士河口湖町議会議員補欠選挙（2015年11月22日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,53.0,5.0,48.0,50.5,53.0,55.5,58.0,53.0,5.0,48.0,50.5,53.0,55.5,58.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
富士河口湖町議会議員選挙（2009年10月04日投票）,富士河口湖町議会議員選挙,山梨県,富士河口湖町,20091004.0,2009.0,10.0,4.0,20090929.0,78.12,18.0,20.0,1.1111111111111112,20307.0,,,,任期満了,,,,,富士河口湖町議会議員選挙（2009年10月04日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.5,0.5,0.0,0.5,0.5,0.0,0.48618339871799027,0.5138166012820097,,0.048618339871799025,0.051381660128200966,,15729.99,3.0,59.65,8.592293058316855,31.0,58.75,60.0,65.25,71.0,58.72222222222222,8.562226836230264,31.0,58.25,60.0,63.5,71.0,,,,952.0,,626.0,,14151.99,,,,,15729.99,,,,0.06052133536003519,,0.03979659236909877,,0.899682072270866,,,,,1.0,,,,0.06052133536003519,,0.03979659236909877,,0.04998233734838145,,,,,,,,1.0,,1.0,,18.0,,,,,,,,1.0,,1.0,,16.0,,,,
富士河口湖町議会議員選挙（2013年10月06日投票）,富士河口湖町議会議員選挙,山梨県,富士河口湖町,20131006.0,2013.0,10.0,6.0,20131001.0,68.58,18.0,19.0,1.0555555555555556,,,,,任期満了,78.12,,,,富士河口湖町議会議員選挙（2013年10月06日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.6842105263157895,0.3157894736842105,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7121018276206286,0.2878981723793715,,0.05477706366312528,0.047983028729895245,,14084.98,3.0,62.578947368421055,8.67734976199339,35.0,58.5,64.0,68.5,75.0,62.111111111111114,8.67876648230156,35.0,58.25,64.0,67.5,75.0,,,,984.0,,666.0,,12434.98,,,,,14084.98,,,,0.06986165404565715,,0.04728441218943868,,0.8828539337649042,,,,,1.0,,,,0.06986165404565715,,0.04728441218943868,,0.05193258433911201,,,,,,,,1.0,,1.0,,17.0,,,,,,,,1.0,,1.0,,16.0,,,,
富士河口湖町議会議員選挙（2017年10月01日投票）,富士河口湖町議会議員選挙,山梨県,富士河口湖町,20171001.0,2017.0,10.0,1.0,20170926.0,69.03,16.0,19.0,1.1875,21640.0,,,,任期満了,68.58,,,,富士河口湖町議会議員選挙（2017年10月01日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.6875,0.25,0.0625,0.7222409719878501,0.23131960850489372,0.04643941950725616,0.05158864085627501,0.05782990212622343,0.04643941950725616,14814.999999999998,0.0,63.0,8.194992052274493,39.0,60.0,63.0,68.0,74.0,62.5625,8.710401468933565,39.0,59.5,63.0,68.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小菅村議会議員補欠選挙（2020年05月31日投票）,小菅村議会議員補欠選挙,山梨県,小菅村,20200531.0,2020.0,5.0,31.0,20200526.0,94.39,2.0,3.0,1.5,606.0,,,,その他/2020年4月21日古家清光議員の逝去、5月加藤和秀幸村議の首長選挙出馬のための辞職による。,,,,,小菅村議会議員補欠選挙（2020年05月31日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,567.0,1.0,61.666666666666664,5.557777333511022,54.0,59.0,64.0,65.5,67.0,59.0,5.0,54.0,56.5,59.0,61.5,64.0,,,,,,,,567.0,,,,,567.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,
小菅村議会議員選挙（2007年04月22日投票）,小菅村議会議員選挙,山梨県,小菅村,20070422.0,2007.0,4.0,22.0,20070417.0,96.62,10.0,11.0,1.1,769.0,,,,任期満了,,,,,小菅村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.09090909090909091,,739.0,1.0,56.0,2.8284271247461903,52.0,53.5,56.0,58.0,60.0,55.6,2.6532998322843198,52.0,53.25,56.0,57.0,60.0,,,,,,,,739.0,,,,,739.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
小菅村議会議員選挙（2011年04月24日投票）,小菅村議会議員選挙,山梨県,小菅村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,8.0,8.0,1.0,,,,,任期満了,96.62,,,,小菅村議会議員選挙（2011年04月24日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.125,0.125,0.5,0.375,0.125,0.5,0.375,0.125,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,
小菅村議会議員選挙（2015年04月26日投票）,小菅村議会議員選挙,山梨県,小菅村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,小菅村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.625,0.125,0.25,0.625,0.125,,,,,,,0.0,1.0,61.25,5.5170191226784775,53.0,57.25,61.0,65.5,70.0,61.25,5.5170191226784775,53.0,57.25,61.0,65.5,70.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,
小菅村議会議員選挙（2019年04月21日投票）,小菅村議会議員選挙,山梨県,小菅村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,8.0,8.0,1.0,,,,,任期満了,,,,,小菅村議会議員選挙（2019年04月21日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,1.0,64.875,7.944140922717824,52.0,59.75,67.5,71.25,74.0,64.875,7.944140922717824,52.0,59.75,67.5,71.25,74.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,,,
