,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_公明政治連,得票数_国民民主党,得票数_希望の風那須,得票数_幸福実現党,得票数_政治結社憂思会総本部,得票数_日本共産党,得票数_日本民主,得票数_日本社会党,得票数_民主党,得票数_民主社会,得票数_民社,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_諸,得票数_足利市政刷新連盟,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_公明政治連,得票率_国民民主党,得票率_希望の風那須,得票率_幸福実現党,得票率_政治結社憂思会総本部,得票率_日本共産党,得票率_日本民主,得票率_日本社会党,得票率_民主党,得票率_民主社会,得票率_民社,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_諸,得票率_足利市政刷新連盟,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連,一人あたり得票率_国民民主党,一人あたり得票率_希望の風那須,一人あたり得票率_幸福実現党,一人あたり得票率_政治結社憂思会総本部,一人あたり得票率_日本共産党,一人あたり得票率_日本民主,一人あたり得票率_日本社会党,一人あたり得票率_民主党,一人あたり得票率_民主社会,一人あたり得票率_民社,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_諸,一人あたり得票率_足利市政刷新連盟,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連,立候補者数_国民民主党,立候補者数_希望の風那須,立候補者数_幸福実現党,立候補者数_政治結社憂思会総本部,立候補者数_日本共産党,立候補者数_日本民主,立候補者数_日本社会党,立候補者数_民主党,立候補者数_民主社会,立候補者数_民社,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,立候補者数_諸,立候補者数_足利市政刷新連盟,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連,当選者数_国民民主党,当選者数_希望の風那須,当選者数_幸福実現党,当選者数_政治結社憂思会総本部,当選者数_日本共産党,当選者数_日本民主,当選者数_日本社会党,当選者数_民主党,当選者数_民主社会,当選者数_民社,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党,当選者数_諸,当選者数_足利市政刷新連盟
小山市議会議員補欠選挙（2016年07月24日投票）,小山市議会議員補欠選挙,栃木県,小山市,20160724.0,2016.0,7.0,24.0,20160717.0,34.85,1.0,2.0,2.0,132858.0,,,4823.0,退職,51.42,,,,小山市議会議員補欠選挙（2016年07月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.40418983320095314,0.5958101667990469,,0.40418983320095314,0.5958101667990469,40288.0,0.0,71.5,4.5,67.0,69.25,71.5,73.75,76.0,76.0,0.0,76.0,76.0,76.0,76.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小山市議会議員選挙（2007年04月22日投票）,小山市議会議員選挙,栃木県,小山市,20070422.0,2007.0,4.0,22.0,20070415.0,59.07,30.0,37.0,1.2333333333333334,123294.0,,,,任期満了,,,,,小山市議会議員選挙（2007年04月22日投票）,1.0,37.0,30.0,1.2333333333333334,0.0,0.0,0.0,0.10810810810810811,0.13333333333333333,0.7297297297297297,0.24324324324324326,0.02702702702702703,0.8333333333333334,0.13333333333333333,0.03333333333333333,0.7470129219812778,0.23128816435536145,0.02169891366336083,0.027667145258565843,0.025698684928373496,0.02169891366336083,71893.0,4.0,57.810810810810814,11.079169248390322,31.0,54.0,59.0,63.0,79.0,57.833333333333336,11.090786967368706,31.0,54.5,60.0,62.75,79.0,,,8775.0,,,,,,1520.0,,,,,,55530.0,,,,6068.0,,,71893.0,,,0.12205638935640466,,,,,,0.02114253126173619,,,,,,0.7723978690554018,,,,0.08440321032645737,,,1.0,,,0.04068546311880155,,,,,,0.02114253126173619,,,,,,0.02574659563518006,,,,0.028134403442152456,,,,,3.0,,,,,,1.0,,,,,,30.0,,,,3.0,,,,,3.0,,,,,,1.0,,,,,,23.0,,,,3.0,,
小山市議会議員選挙（2011年04月24日投票）,小山市議会議員選挙,栃木県,小山市,20110424.0,2011.0,4.0,24.0,20110417.0,50.88,30.0,39.0,1.3,126956.0,,,3662.0,任期満了,59.07,,,,小山市議会議員選挙（2011年04月24日投票）,1.0,39.0,30.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.13333333333333333,0.5384615384615384,0.4358974358974359,0.02564102564102564,0.6,0.4,0.0,0.5907386381187691,0.3932360198883588,0.016025341992872016,0.028130411338989008,0.023131530581668166,0.016025341992872016,63773.990000000005,6.0,,,,,,,,,,,,,,,,7244.0,7173.0,,,,,,1363.0,,,3747.0,,,42032.990000000005,,,,2214.0,,,63773.990000000005,,0.11358862758939811,0.11247532105173284,,,,,,0.021372349448419332,,,0.05875436051594074,,,0.6590929938678762,,,,0.03471634752663272,,,1.0,,0.0378628758631327,0.03749177368391095,,,,,,0.021372349448419332,,,0.02937718025797037,,,0.02272734461613366,,,,0.03471634752663272,,,,3.0,3.0,,,,,,1.0,,,2.0,,,29.0,,,,1.0,,,,3.0,3.0,,,,,,1.0,,,2.0,,,20.0,,,,1.0,,
小山市議会議員選挙（2015年04月26日投票）,小山市議会議員選挙,栃木県,小山市,20150426.0,2015.0,4.0,26.0,20150419.0,46.81,30.0,32.0,1.0666666666666669,,,,,任期満了,50.88,,,,小山市議会議員選挙（2015年04月26日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.1875,0.2,0.78125,0.1875,0.03125,0.8,0.2,0.0,0.8120752304690129,0.16921808761187,0.018706681919117153,0.03248300921876052,0.02820301460197833,0.018706681919117153,59444.0,5.0,55.75,10.338036564067666,33.0,49.0,54.5,64.0,70.0,55.7,10.49809506529637,33.0,49.75,54.5,64.0,70.0,,,6893.0,,,,,,2091.0,,,2279.0,,,45867.0,,,,2314.0,,,59444.0,,,0.11595787632057063,,,,,,0.035175963932440615,,,0.03833860440078057,,,0.7716001614965345,,,,0.03892739384967364,,,1.0,,,0.03865262544019021,,,,,,0.035175963932440615,,,0.03833860440078057,,,0.02967692928832825,,,,0.03892739384967364,,,,,3.0,,,,,,1.0,,,1.0,,,26.0,,,,1.0,,,,,3.0,,,,,,1.0,,,1.0,,,24.0,,,,1.0,,
小山市議会議員選挙（2019年04月21日投票）,小山市議会議員選挙,栃木県,小山市,20190421.0,2019.0,4.0,21.0,20190414.0,41.68,30.0,33.0,1.1,132849.0,,,,任期満了,46.81,,,,小山市議会議員選挙（2019年04月21日投票）,1.0,33.0,30.0,1.1,0.0,0.0,0.0,0.21212121212121213,0.23333333333333334,0.8181818181818182,0.18181818181818182,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8519604733730674,0.1480395266269326,,0.0315540916064099,0.0246732544378221,,54552.998,5.0,56.57575757575758,11.3538948143966,28.0,48.0,58.0,66.0,73.0,56.86666666666667,10.36897080502957,37.0,48.75,57.0,66.0,73.0,,,5477.0,,,,,,1562.0,,,,,,43038.998,,2180.0,,2295.0,,,54552.998,,,0.10039778198807699,,,,,,0.028632706858750457,,,,,,0.7889391890066243,,0.039961140174184374,,0.042069181972363826,,,1.0,,,0.033465927329359,,,,,,0.028632706858750457,,,,,,0.029219969963208307,,0.039961140174184374,,0.042069181972363826,,,,,3.0,,,,,,1.0,,,,,,27.0,,1.0,,1.0,,,,,3.0,,,,,,1.0,,,,,,24.0,,1.0,,1.0,,
岩舟町議会議員補欠選挙（2011年12月25日投票）,岩舟町議会議員補欠選挙,栃木県,岩舟町,20111225.0,2011.0,12.0,25.0,20111220.0,無投票,1.0,1.0,1.0,15315.0,,,,その他,,,,,岩舟町議会議員補欠選挙（2011年12月25日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
岩舟町議会議員選挙（2009年09月27日投票）,岩舟町議会議員選挙,栃木県,岩舟町,20090927.0,2009.0,9.0,27.0,20090922.0,74.65,14.0,16.0,1.1428571428571428,15196.0,,,,任期満了,,,,,岩舟町議会議員選挙（2009年09月27日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.6875,0.3125,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6957533142242924,0.3042466857757076,,0.0632503012931175,0.06084933715514153,,11164.0,3.0,61.375,7.904705876881189,46.0,55.5,61.0,65.25,77.0,62.214285714285715,7.272046002413935,52.0,56.75,61.0,65.75,77.0,,,1057.0,,,,,,695.0,,,,,,9412.0,,,,,,,11164.0,,,0.09467932640630598,,,,,,0.06225367251881046,,,,,,0.8430670010748835,,,,,,,1.0,,,0.09467932640630598,,,,,,0.06225367251881046,,,,,,0.060219071505348824,,,,,,,,,1.0,,,,,,1.0,,,,,,14.0,,,,,,,,,1.0,,,,,,1.0,,,,,,12.0,,,,,,
岩舟町議会議員選挙（2013年09月08日投票）,岩舟町議会議員選挙,栃木県,岩舟町,20130908.0,2013.0,9.0,8.0,20130903.0,無投票,14.0,14.0,1.0,,,,,任期満了,74.65,,,,岩舟町議会議員選挙（2013年09月08日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,12.0,,,,,,,,,1.0,,,,,,1.0,,,,,,12.0,,,,,,
市貝町議会議員補欠選挙（2009年11月08日投票）,市貝町議会議員補欠選挙,栃木県,市貝町,20091108.0,2009.0,11.0,8.0,20091103.0,68.14,1.0,2.0,2.0,10092.0,,,,その他,,,,,市貝町議会議員補欠選挙（2009年11月08日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6471.0,1.0,64.0,4.0,60.0,62.0,64.0,66.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,6471.0,,,,,,,6471.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
市貝町議会議員補欠選挙（2013年11月10日投票）,市貝町議会議員補欠選挙,栃木県,市貝町,20131110.0,2013.0,11.0,10.0,20131105.0,,1.0,2.0,2.0,,,,,その他,68.14,,,,市貝町議会議員補欠選挙（2013年11月10日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6456.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6456.0,,,,,,,6456.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
市貝町議会議員選挙（2003年04月27日投票）,市貝町議会議員選挙,栃木県,市貝町,20030427.0,2003.0,4.0,27.0,20030422.0,76.84,18.0,19.0,1.0555555555555556,9655.0,,,,任期満了,,,,,市貝町議会議員選挙（2003年04月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.7306181075561607,0.21279782164737918,0.056584070796460176,0.05620139288893544,0.04255956432947584,0.056584070796460176,7345.0,3.0,61.94736842105263,7.3875691052820995,42.0,56.5,64.0,66.5,75.0,61.833333333333336,7.573711845001176,42.0,55.75,64.0,66.75,75.0,,,385.0,,,,,,329.0,,,,,,6631.0,,,,,,,7345.0,,,0.05241660993873383,,,,,,0.04479237576582709,,,,,,0.9027910142954391,,,,,,,1.0,,,0.05241660993873383,,,,,,0.04479237576582709,,,,,,0.05310535378208465,,,,,,,,,1.0,,,,,,1.0,,,,,,17.0,,,,,,,,,1.0,,,,,,1.0,,,,,,16.0,,,,,,
市貝町議会議員選挙（2007年04月22日投票）,市貝町議会議員選挙,栃木県,市貝町,20070422.0,2007.0,4.0,22.0,20070417.0,72.39,12.0,14.0,1.1666666666666667,9977.0,,,322.0,任期満了,76.84,,,,市貝町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,0.0,0.7017371812832727,0.2982628187167274,,0.07017371812832726,0.07456570467918185,,7138.0,2.0,62.07142857142857,6.818716738447468,46.0,58.0,60.5,68.5,71.0,61.0,6.7700320038633,46.0,58.0,59.0,65.25,71.0,,,624.0,,,,,,,,,,,,6514.0,,,,,,,7138.0,,,0.08741944522275147,,,,,,,,,,,,0.9125805547772485,,,,,,,1.0,,,0.08741944522275147,,,,,,,,,,,,0.07019850421363451,,,,,,,,,1.0,,,,,,,,,,,,13.0,,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,,,
市貝町議会議員選挙（2011年04月24日投票）,市貝町議会議員選挙,栃木県,市貝町,20110424.0,2011.0,4.0,24.0,20110419.0,62.59,12.0,14.0,1.1666666666666667,10006.0,,,29.0,任期満了,72.39,,,,市貝町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.5,0.42857142857142855,0.07142857142857142,0.5,0.4166666666666667,0.08333333333333333,0.5191620656057161,0.41458265670672295,0.0662552776875609,0.07416600937224516,0.06909710945112049,0.0662552776875609,6158.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6158.0,,,,,,,6158.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,
市貝町議会議員選挙（2015年04月26日投票）,市貝町議会議員選挙,栃木県,市貝町,20150426.0,2015.0,4.0,26.0,20150421.0,62.44,12.0,13.0,1.0833333333333333,,,,,任期満了,62.59,,,,市貝町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8564102564102564,0.14358974358974358,,0.07785547785547785,0.07179487179487179,,6045.0,1.0,64.07692307692308,4.5312850692378905,54.0,65.0,66.0,67.0,70.0,63.916666666666664,4.680782223327873,54.0,63.5,65.5,67.0,70.0,,,,,,,,,,,,,,,6045.0,,,,,,,6045.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,
市貝町議会議員選挙（2019年04月21日投票）,市貝町議会議員選挙,栃木県,市貝町,20190421.0,2019.0,4.0,21.0,20190416.0,60.03,12.0,14.0,1.1666666666666667,9857.0,,,,任期満了,62.44,,,,市貝町議会議員選挙（2019年04月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7740335271980842,0.22596647280191584,,0.07740335271980842,0.05649161820047896,,5846.0,2.0,66.28571428571429,4.696937777935314,58.0,63.0,68.0,69.75,74.0,67.0,4.69041575982343,58.0,63.0,69.0,70.25,74.0,,,,,,,,,247.0,,,,,,5599.0,,,,,,,5846.0,,,,,,,,,0.04225111187136504,,,,,,0.957748888128635,,,,,,,1.0,,,,,,,,,0.04225111187136504,,,,,,0.07367299139451039,,,,,,,,,,,,,,,1.0,,,,,,13.0,,,,,,,,,,,,,,,0.0,,,,,,12.0,,,,,,
日光市議会議員選挙（2006年04月23日投票）,日光市議会議員選挙,栃木県,日光市,20060423.0,2006.0,4.0,23.0,20060416.0,72.89,0.0,50.0,,77729.0,,,,その他,,,,,日光市議会議員選挙（2006年04月23日投票）,5.0,50.0,30.0,1.6666666666666667,0.0,0.0,0.0,0.14,0.2,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02,,55556.990000000005,3.0,57.9,7.003570517957251,42.0,52.25,58.0,63.0,72.0,56.13333333333333,6.85921926234239,42.0,51.25,55.5,60.75,70.0,,,2855.0,,,,,,2415.0,,,,,,50286.99,,,,,,,55556.99,,,0.05138867314445941,,,,,,0.043468877633579504,,,,,,0.9051424492219611,,,,,,,1.0,,,0.05138867314445941,,,,,,0.014489625877859834,,,,,,0.019677009765694805,,,,,,,,,1.0,,,,,,3.0,,,,,,46.0,,,,,,,,,1.0,,,,,,2.0,,,,,,27.0,,,,,,
日光市議会議員選挙（2010年04月11日投票）,日光市議会議員選挙,栃木県,日光市,20100411.0,2010.0,4.0,11.0,20100404.0,70.79,30.0,39.0,1.3,75941.0,,,-1788.0,任期満了,72.89,,,,日光市議会議員選挙（2010年04月11日投票）,1.0,39.0,30.0,1.3,0.0,0.0,0.0,0.10256410256410256,0.13333333333333333,0.6153846153846154,0.38461538461538464,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6885312535580098,0.31146874644199024,,0.02868880223158374,0.02076458309613268,,52698.00000000001,3.0,,,,,,,,55.833333333333336,7.155805723715224,35.0,53.5,56.0,60.75,67.0,,,3690.0,,,,,,2436.0,,,,,,46572.0,,,,,,,52698.0,,,0.0700216326995332,,,,,,0.04622566321302516,,,,,,0.8837527040874417,,,,,,,1.0,,,0.0350108163497666,,,,,,0.02311283160651258,,,,,,0.02525007725964119,,,,,,,,,2.0,,,,,,2.0,,,,,,35.0,,,,,,,,,2.0,,,,,,1.0,,,,,,27.0,,,,,,
日光市議会議員選挙（2014年04月13日投票）,日光市議会議員選挙,栃木県,日光市,20140413.0,2014.0,4.0,13.0,20140406.0,62.51,28.0,30.0,1.0714285714285714,,,,,任期満了,70.79,,,,日光市議会議員選挙（2014年04月13日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.1,0.10714285714285714,0.7666666666666667,0.23333333333333334,0.0,0.8214285714285714,0.17857142857142858,0.0,0.8085478545580738,0.19145214544192612,,0.035154254546003204,0.02735030649170373,,44554.992999999995,3.0,58.333333333333336,8.66153694341958,32.0,53.5,60.0,64.0,71.0,57.964285714285715,8.849867403595631,32.0,52.25,59.5,64.25,71.0,,,4242.0,,,,,,2766.999,,,,,,37545.99399999999,,,,,,,44554.99299999999,,,0.09520818463600704,,,,,,0.06210300605366498,,,,,,0.8426888093103281,,,,,,,1.0,,,0.04760409231800352,,,,,,0.03105150302683249,,,,,,0.032411108050397236,,,,,,,,,2.0,,,,,,2.0,,,,,,26.0,,,,,,,,,2.0,,,,,,2.0,,,,,,24.0,,,,,,
日光市議会議員選挙（2018年04月15日投票）,日光市議会議員選挙,栃木県,日光市,20180415.0,2018.0,4.0,15.0,20180408.0,59.82,24.0,27.0,1.125,,,,,任期満了,62.51,,,,日光市議会議員選挙（2018年04月15日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,,,,,,,,,,,,,41475.994000000006,4.0,,,,,,,,,,,,,,,,,4114.0,,,,,,3317.999,,,,,,33114.138000000006,929.857,,,,,,41475.994000000006,,,0.09918990729914753,,,,,,0.07999805863603894,,,,,,0.7983928727542974,0.022419161310516147,,,,,,1.0,,,0.04959495364957377,,,,,,0.03999902931801947,,,,,,0.036290585125195333,0.022419161310516147,,,,,,,,2.0,,,,,,2.0,,,,,,22.0,1.0,,,,,,,,2.0,,,,,,2.0,,,,,,19.0,1.0,,,,,
栃木市議会議員増員選挙（2011年10月30日投票）,栃木市議会議員増員選挙,栃木県,栃木市,20111030.0,2011.0,10.0,30.0,20111023.0,,3.0,5.0,1.6666666666666667,5500.0,,,,増員,,,,,栃木市議会議員増員選挙（2011年10月30日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,3828.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3828.0,,,,,,,3828.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,
栃木市議会議員選挙（1999年04月25日投票）,栃木市議会議員選挙,栃木県,栃木市,19990425.0,1999.0,4.0,25.0,19990418.0,69.24,28.0,31.0,1.1071428571428572,66222.0,,,,任期満了,,,,,栃木市議会議員選挙（1999年04月25日投票）,1.0,31.0,28.0,1.1071428571428572,0.0,0.0,0.0,0.0967741935483871,0.07142857142857142,0.8387096774193549,0.16129032258064516,0.0,0.8214285714285714,0.17857142857142858,0.0,0.8182097883656023,0.18179021163439774,,0.03146960724483086,0.036358042326879544,,45503.0,4.0,56.70967741935484,11.20251569784474,35.0,47.5,59.0,65.5,73.0,56.642857142857146,11.361634331991041,35.0,49.0,59.0,65.25,73.0,,,3854.0,,,,,,2490.0,,,,,,37703.0,,,,1456.0,,,45503.0,,,0.08469771223875348,,,,,,0.054721666703294286,,,,,,0.8285827308089576,,,,0.03199789024899457,,,1.0,,,0.02823257074625116,,,,,,0.027360833351647143,,,,,,0.0331433092323583,,,,0.03199789024899457,,,,,3.0,,,,,,2.0,,,,,,25.0,,,,1.0,,,,,3.0,,,,,,1.0,,,,,,23.0,,,,1.0,,
栃木市議会議員選挙（2003年04月27日投票）,栃木市議会議員選挙,栃木県,栃木市,20030427.0,2003.0,4.0,27.0,20030420.0,無投票,25.0,25.0,1.0,66803.0,,,581.0,任期満了,69.24,,,,栃木市議会議員選挙（2003年04月27日投票）,1.0,25.0,25.0,1.0,1.0,1.0,0.0,0.28,0.28,0.48,0.52,0.0,0.48,0.52,0.0,,,,,,,0.0,4.0,54.84,11.508883525346844,27.0,47.0,56.0,65.0,71.0,54.84,11.508883525346844,27.0,47.0,56.0,65.0,71.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,21.0,,,,1.0,,,,,1.0,,,,,,2.0,,,,,,21.0,,,,1.0,,
栃木市議会議員選挙（2007年04月22日投票）,栃木市議会議員選挙,栃木県,栃木市,20070422.0,2007.0,4.0,22.0,20070415.0,66.52,20.0,28.0,1.4,66070.0,,,-733.0,任期満了,,,,,栃木市議会議員選挙（2007年04月22日投票）,1.0,28.0,20.0,1.4,0.0,0.0,0.0,0.21428571428571427,0.2,0.75,0.21428571428571427,0.03571428571428571,0.9,0.05,0.05,0.8584916865020521,0.11217486347906758,0.029333450018880373,0.04088055650009772,0.018695810579844596,0.029333450018880373,43193.01,4.0,55.892857142857146,10.624564817018175,31.0,51.0,58.0,61.5,75.0,54.6,11.231206524679349,31.0,50.0,57.5,61.5,75.0,,,4301.0,,,,,,3018.49,,,,,,18944.95,,,,16928.57,,,43193.01,,,0.09957629718327109,,,,,,0.06988376128452264,,,,,,0.4386114790332973,,,,0.39192846249890895,,,1.0,,,0.04978814859163554,,,,,,0.03494188064226132,,,,,,0.02741321743958108,,,,0.04899105781236362,,,,,2.0,,,,,,2.0,,,,,,16.0,,,,8.0,,,,,2.0,,,,,,2.0,,,,,,9.0,,,,7.0,,
栃木市議会議員選挙（2010年04月25日投票）,栃木市議会議員選挙,栃木県,栃木市,20100425.0,2010.0,4.0,25.0,20100418.0,,0.0,48.0,,91504.0,,,25434.0,任期満了,66.52,,,,栃木市議会議員選挙（2010年04月25日投票）,4.0,48.0,31.0,1.5483870967741935,0.0,0.0,0.0,0.125,0.12903225806451613,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.020833333333333332,,79907.0,5.0,56.854166666666664,10.307743010582975,31.0,51.0,59.5,63.25,78.0,55.61290322580645,10.612461996907033,31.0,51.0,56.0,62.0,78.0,,,5460.43,,,,,,5677.0,,,2545.0,,,54562.16,,,,11662.41,,,79907.0,,,0.06833481422153254,,,,,,0.07104508991702854,,,0.03184952507289724,,,0.6828207791557687,,,,0.1459497916327731,,,1.0,,,0.03416740711076627,,,,,,0.017761272479257136,,,0.03184952507289724,,,0.01845461565285861,,,,0.03648744790819328,,,,,2.0,,,,,,4.0,,,1.0,,,37.0,,,,4.0,,,,,2.0,,,,,,1.0,,,1.0,,,23.0,,,,4.0,,
栃木市議会議員選挙（2014年04月20日投票）,栃木市議会議員選挙,栃木県,栃木市,20140420.0,2014.0,4.0,20.0,20140413.0,,34.0,42.0,1.2352941176470589,133413.0,,,41909.0,任期満了,,,,,栃木市議会議員選挙（2014年04月20日投票）,2.0,42.0,34.0,1.2352941176470589,0.0,0.0,0.0,0.16666666666666666,0.20588235294117646,0.6904761904761905,0.30952380952380953,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7477271887022375,0.25227281129776236,,0.02578369616214612,0.019405600869058643,,84146.999,5.0,58.0,9.071147352221454,35.0,54.25,58.5,64.75,74.0,58.1764705882353,8.889751496014929,35.0,54.25,58.5,64.75,74.0,,,6941.0,,,,,,3848.0,,,1984.0,,,52087.998999999996,,,,19286.0,,,84146.999,,,0.08248660180976865,,,,,,0.045729497732890034,,,0.02357778677288301,,,0.6190119626250723,,,,0.22919415105938598,,,1.0,,,0.027495533936589548,,,,,,0.022864748866445017,,,0.02357778677288301,,,0.022107570093752582,,,,0.028649268882423248,,,,,3.0,,,,,,2.0,,,1.0,,,28.0,,,,8.0,,,,,3.0,,,,,,1.0,,,1.0,,,21.0,,,,8.0,,
