,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_ざおう民衆党,得票数_みんなの党,得票数_仙台市を福祉のまちにする会,得票数_公明党,得票数_国民民主党,得票数_地域政党富谷町民党 ,得票数_地域政党輝くまち ,得票数_幸福実現党,得票数_日本共産党,得票数_杜の市民・県民会議,得票数_民主党,得票数_清き碧の女川をつくる会,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_ざおう民衆党,得票率_みんなの党,得票率_仙台市を福祉のまちにする会,得票率_公明党,得票率_国民民主党,得票率_地域政党富谷町民党 ,得票率_地域政党輝くまち ,得票率_幸福実現党,得票率_日本共産党,得票率_杜の市民・県民会議,得票率_民主党,得票率_清き碧の女川をつくる会,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_ざおう民衆党,一人あたり得票率_みんなの党,一人あたり得票率_仙台市を福祉のまちにする会,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党富谷町民党 ,一人あたり得票率_地域政党輝くまち ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_杜の市民・県民会議,一人あたり得票率_民主党,一人あたり得票率_清き碧の女川をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_ざおう民衆党,立候補者数_みんなの党,立候補者数_仙台市を福祉のまちにする会,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党富谷町民党 ,立候補者数_地域政党輝くまち ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_杜の市民・県民会議,立候補者数_民主党,立候補者数_清き碧の女川をつくる会,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_ざおう民衆党,当選者数_みんなの党,当選者数_仙台市を福祉のまちにする会,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党富谷町民党 ,当選者数_地域政党輝くまち ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_杜の市民・県民会議,当選者数_民主党,当選者数_清き碧の女川をつくる会,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
名取市議会議員選挙（2020年01月26日投票）,名取市議会議員選挙,宮城県,名取市,20200126.0,2020.0,1.0,26.0,20200119.0,39.29,21.0,22.0,1.0476190476190477,,,,,任期満了,42.45,,,,名取市議会議員選挙（2020年01月26日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.22727272727272727,0.23809523809523808,0.6363636363636364,0.22727272727272727,0.13636363636363635,0.6666666666666666,0.19047619047619047,0.14285714285714285,0.6256096585879504,0.2241959028026493,0.1501944386094004,0.0446864041848536,0.044839180560529865,0.050064812869800135,24687.998,4.0,57.72727272727273,8.812087866220098,38.0,54.25,59.0,65.5,70.0,58.23809523809524,8.695399779438725,38.0,55.0,59.0,66.0,70.0,,,,3413.999,,,,,2782.0,,,,15866.999,,2625.0,,,,24687.998,,,,0.13828577756689708,,,,,0.11268633446908088,,,,0.6427009188837426,,0.10632696908027942,,,,1.0,,,,0.0460952591889657,,,,,0.03756211148969363,,,,0.04284672792558284,,0.10632696908027942,,,,,,,3.0,,,,,3.0,,,,15.0,,1.0,,,,,,,3.0,,,,,3.0,,,,14.0,,1.0,,,
塩竈市議会議員選挙（1999年04月25日投票）,塩竈市議会議員選挙,宮城県,塩竈市,19990425.0,1999.0,4.0,25.0,19990418.0,66.86,26.0,29.0,1.1153846153846154,48951.0,,,,任期満了,,,,,塩竈市議会議員選挙（1999年04月25日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,0.2413793103448276,0.0,0.8076923076923077,0.19230769230769232,0.0,0.8166348337325412,0.18336516626745888,,0.037119765169660965,0.026195023752494127,,32147.0,5.0,57.241379310344826,7.872497620651158,36.0,51.0,57.0,63.0,72.0,56.80769230769231,8.071884875528577,36.0,51.0,56.5,62.5,72.0,,,,4402.0,,,,,5927.0,,,,17196.0,2566.0,,,,2056.0,32147.0,,,,0.1369334619093539,,,,,0.1843717920801319,,,,0.5349177217158677,0.07982082309391234,,,,0.06395620120073413,1.0,,,,0.045644487303117966,,,,,0.03072863201335532,,,,0.03343235760724173,0.03991041154695617,,,,0.031978100600367064,,,,3.0,,,,,6.0,,,,16.0,2.0,,,,2.0,,,,3.0,,,,,6.0,,,,13.0,2.0,,,,2.0
塩竈市議会議員選挙（2003年04月27日投票）,塩竈市議会議員選挙,宮城県,塩竈市,20030427.0,2003.0,4.0,27.0,20030420.0,66.12,23.0,30.0,1.3043478260869563,48648.0,,,-303.0,任期満了,66.86,,,,塩竈市議会議員選挙（2003年04月27日投票）,1.0,30.0,23.0,1.3043478260869565,0.0,0.0,0.0,0.03333333333333333,0.0,0.7333333333333333,0.26666666666666666,0.0,0.8695652173913043,0.13043478260869565,0.0,0.7781182162638115,0.22188178373618847,,0.03536900983017325,0.02773522296702356,,31651.989999999998,5.0,57.4,6.258860386151247,40.0,52.75,57.0,61.75,69.0,57.391304347826086,6.774242331673849,40.0,52.0,57.0,62.0,69.0,,,,4368.0,,,,,5872.0,,,,17326.989999999998,1922.0,,,,2163.0,31651.989999999998,,,,0.13800080184531843,,,,,0.18551756145506176,,,,0.5474218208712943,0.06072288029915339,,,,0.06833693552917211,1.0,,,,0.04600026728177281,,,,,0.03091959357584363,,,,0.032201283580664375,0.030361440149576695,,,,0.034168467764586055,,,,3.0,,,,,6.0,,,,17.0,2.0,,,,2.0,,,,3.0,,,,,5.0,,,,11.0,2.0,,,,2.0
塩竈市議会議員選挙（2007年04月22日投票）,塩竈市議会議員選挙,宮城県,塩竈市,20070422.0,2007.0,4.0,22.0,20070415.0,57.32,21.0,24.0,1.1428571428571428,48210.0,,,-438.0,任期満了,66.12,,,,塩竈市議会議員選挙（2007年04月22日投票）,1.0,24.0,21.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.819294753881245,0.14602347141490693,0.03468177470384814,0.043120776520065525,0.03650586785372673,0.03468177470384814,27182.0,5.0,58.916666666666664,6.806349160077588,42.0,55.75,59.0,63.0,72.0,59.285714285714285,7.132373258552844,42.0,56.0,59.0,63.0,72.0,,,,4357.49,,,,,5275.79,,,,12050.44,1269.0,,,,4229.28,27182.0,,,,0.16030792436170996,,,,,0.1940913104260172,,,,0.4433242587006107,0.04668530645279965,,,,0.15559120005886248,1.0,,,,0.053435974787236655,,,,,0.03881826208520344,,,,0.04030220533641916,0.04668530645279965,,,,0.03889780001471562,,,,3.0,,,,,5.0,,,,11.0,1.0,,,,4.0,,,,3.0,,,,,5.0,,,,8.0,1.0,,,,4.0
塩竈市議会議員選挙（2011年09月11日投票）,塩竈市議会議員選挙,宮城県,塩竈市,20110911.0,2011.0,9.0,11.0,20110904.0,56.82,18.0,19.0,1.0555555555555556,47300.0,,,-910.0,任期満了,57.32,,,,塩竈市議会議員選挙（2011年09月11日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.15789473684210525,0.10526315789473684,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.7355778396309147,0.18095855416174172,0.08346360620734358,0.05254127425935105,0.06031951805391391,0.04173180310367179,26227.0,4.0,62.21052631578947,6.057435164789077,47.0,59.0,61.0,66.0,77.0,62.0,6.1553951042064625,47.0,59.0,61.0,65.75,77.0,,,,4523.28,,,,,6527.72,,,,12342.0,,,,,2834.0,26227.0,,,,0.17246654211308957,,,,,0.24889312540511688,,,,0.47058374957105276,,,,,0.10805658291074084,1.0,,,,0.057488847371029855,,,,,0.049778625081023375,,,,0.052287083285672525,,,,,0.05402829145537042,,,,3.0,,,,,5.0,,,,9.0,,,,,2.0,,,,3.0,,,,,4.0,,,,9.0,,,,,2.0
塩竈市議会議員選挙（2015年08月30日投票）,塩竈市議会議員選挙,宮城県,塩竈市,20150830.0,2015.0,8.0,30.0,20150823.0,52.37,18.0,24.0,1.3333333333333333,,,,,任期満了,56.82,,,,塩竈市議会議員選挙（2015年08月30日投票）,1.0,24.0,18.0,1.3333333333333333,0.0,0.0,0.0,0.041666666666666664,0.05555555555555555,0.5416666666666666,0.375,0.08333333333333333,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.5588154571476679,0.3533751473312005,0.0878093955211315,0.04298580439597445,0.03926390525902228,0.04390469776056575,23756.0,4.0,56.583333333333336,13.416149058338444,29.0,50.5,63.0,66.0,71.0,58.05555555555556,12.795277871248796,29.0,53.25,63.5,65.75,71.0,,,,3763.0,,,,,4423.37,,,,14348.039999999999,,,,,1221.59,23756.0,,,,0.1584020878935848,,,,,0.18620011786496043,,,,0.6039754167368243,,,,,0.051422377504630405,1.0,,,,0.052800695964528264,,,,,0.03724002357299209,,,,0.04026502778245496,,,,,0.051422377504630405,,,,3.0,,,,,5.0,,,,15.0,,,,,1.0,,,,3.0,,,,,3.0,,,,11.0,,,,,1.0
塩竈市議会議員選挙（2019年09月01日投票）,塩竈市議会議員選挙,宮城県,塩竈市,20190901.0,2019.0,9.0,1.0,20190825.0,,18.0,20.0,1.1111111111111112,,,,,任期満了,52.37,,,,塩竈市議会議員選挙（2019年09月01日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.85,0.1,0.05,0.9444444444444444,0.05555555555555555,0.0,0.9012595682637399,0.08011016159734316,0.018630270138917014,0.05301526872139646,0.04005508079867158,0.018630270138917014,24691.0,4.0,62.1,12.206145992900462,33.0,59.75,66.5,70.25,75.0,61.611111111111114,12.68480669886831,33.0,57.25,66.5,69.75,75.0,,,,3844.0,,,,,5061.0,,,,10772.85,,,,,5013.15,24691.0,,,,0.1556842574217326,,,,,0.20497347211534567,,,,0.436306751447896,,,,,0.2030355190150257,1.0,,,,0.05189475247391087,,,,,0.05124336802883642,,,,0.04847852793865511,,,,,0.050758879753756425,,,,3.0,,,,,4.0,,,,9.0,,,,,4.0,,,,3.0,,,,,4.0,,,,7.0,,,,,4.0
多賀城市議会議員補欠選挙（1998年08月09日投票）,多賀城市議会議員補欠選挙,宮城県,多賀城市,19980809.0,1998.0,8.0,9.0,19980802.0,47.13,2.0,3.0,1.5,44947.0,,,,任期満了,,,,,多賀城市議会議員補欠選挙（1998年08月09日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.3333333333333333,,,20201.0,2.0,48.0,7.874007874011811,37.0,44.5,52.0,53.5,55.0,46.0,9.0,37.0,41.5,46.0,50.5,55.0,,,,,,,,,6342.0,,,,13859.0,,,,,,20201.0,,,,,,,,,0.31394485421513785,,,,0.6860551457848622,,,,,,1.0,,,,,,,,,0.31394485421513785,,,,0.3430275728924311,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
多賀城市議会議員補欠選挙（2002年08月11日投票）,多賀城市議会議員補欠選挙,宮城県,多賀城市,20020811.0,2002.0,8.0,11.0,20020804.0,無投票,1.0,1.0,1.0,46789.0,,,1842.0,任期満了,47.13,,,,多賀城市議会議員補欠選挙（2002年08月11日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
多賀城市議会議員補欠選挙（2006年08月06日投票）,多賀城市議会議員補欠選挙,宮城県,多賀城市,20060806.0,2006.0,8.0,6.0,20060730.0,48.21,1.0,2.0,2.0,48586.0,,,1797.0,その他,,,,,多賀城市議会議員補欠選挙（2006年08月06日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,21387.0,2.0,54.5,5.5,49.0,51.75,54.5,57.25,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,8303.0,,,,13084.0,,,,,,21387.0,,,,,,,,,0.38822649272922805,,,,0.611773507270772,,,,,,1.0,,,,,,,,,0.38822649272922805,,,,0.611773507270772,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,
多賀城市議会議員補欠選挙（2018年08月05日投票）,多賀城市議会議員補欠選挙,宮城県,多賀城市,20180805.0,2018.0,8.0,5.0,20180729.0,37.79,1.0,2.0,2.0,50859.0,,,2273.0,死亡/金野次男氏の死去による,48.21,,,,多賀城市議会議員補欠選挙（2018年08月05日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,18418.0,2.0,59.5,4.5,55.0,57.25,59.5,61.75,64.0,55.0,0.0,55.0,55.0,55.0,55.0,55.0,,,,,,,,,5227.0,,,,13191.0,,,,,,18418.0,,,,,,,,,0.2837984580301879,,,,0.7162015419698121,,,,,,1.0,,,,,,,,,0.2837984580301879,,,,0.7162015419698121,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,0.0,,,,1.0,,,,,
多賀城市議会議員選挙（1999年04月25日投票）,多賀城市議会議員選挙,宮城県,多賀城市,19990425.0,1999.0,4.0,25.0,19990418.0,59.42,25.0,28.0,1.12,44427.0,,,,任期満了,,,,,多賀城市議会議員選挙（1999年04月25日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.03571428571428571,0.0,0.75,0.17857142857142858,0.07142857142857142,0.76,0.16,0.08,0.7245759987754476,0.19657890708709627,0.078845094137456,0.03450361898930703,0.03931578141741925,0.039422547068728,26132.0,5.0,56.964285714285715,9.447154306445718,38.0,49.75,56.5,64.5,73.0,56.68,9.379637519648615,38.0,49.0,57.0,64.0,72.0,,,,3677.0,,,,,3444.38,,1166.0,,17038.62,806.0,,,,,26132.0,,,,0.14070870962804224,,,,,0.13180697994795654,,0.04461962345017603,,0.6520212765957446,0.030843410378080513,,,,,1.0,,,,0.04690290320934742,,,,,0.032951744986989134,,0.04461962345017603,,0.03431690929451287,0.030843410378080513,,,,,,,,3.0,,,,,4.0,,1.0,,19.0,1.0,,,,,,,,3.0,,,,,4.0,,1.0,,16.0,1.0,,,,
多賀城市議会議員選挙（2003年04月27日投票）,多賀城市議会議員選挙,宮城県,多賀城市,20030427.0,2003.0,4.0,27.0,20030420.0,54.75,22.0,24.0,1.0909090909090908,46445.0,,,2018.0,任期満了,59.42,,,,多賀城市議会議員選挙（2003年04月27日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8789816506473906,0.1210183493526094,,0.041856269078447174,0.04033944978420313,,25178.0,5.0,56.833333333333336,7.44796765716811,42.0,52.75,55.5,64.0,73.0,56.63636363636363,7.72566828262922,42.0,52.25,54.5,64.0,73.0,,,,3916.0,,,,,3659.81,,1294.0,,15431.19,877.0,,,,,25178.0,,,,0.1555326078322345,,,,,0.14535745492096275,,0.05139407419175471,,0.6128838668679005,0.03483199618714751,,,,,1.0,,,,0.05184420261074483,,,,,0.03633936373024069,,0.05139407419175471,,0.04085892445786003,0.03483199618714751,,,,,,,,3.0,,,,,4.0,,1.0,,15.0,1.0,,,,,,,,3.0,,,,,4.0,,1.0,,13.0,1.0,,,,
多賀城市議会議員選挙（2007年04月22日投票）,多賀城市議会議員選挙,宮城県,多賀城市,20070422.0,2007.0,4.0,22.0,20070415.0,49.87,22.0,24.0,1.0909090909090908,48219.0,,,1774.0,任期満了,54.75,,,,多賀城市議会議員選挙（2007年04月22日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.041666666666666664,,,23762.0,4.0,56.458333333333336,11.346729215456271,26.0,50.0,57.0,64.25,77.0,57.18181818181818,10.952942168602934,26.0,50.5,57.0,64.75,77.0,,,,3706.0,,,,,3947.0,,1313.0,,14796.0,,,,,,23762.0,,,,0.1559633027522936,,,,,0.16610554667115562,,0.055256291557949665,,0.6226748590186011,,,,,,1.0,,,,0.051987767584097865,,,,,0.041526386667788906,,0.055256291557949665,,0.03891717868866257,,,,,,,,,3.0,,,,,4.0,,1.0,,16.0,,,,,,,,,3.0,,,,,4.0,,1.0,,14.0,,,,,
多賀城市議会議員選挙（2011年09月11日投票）,多賀城市議会議員選挙,宮城県,多賀城市,20110911.0,2011.0,9.0,11.0,20110904.0,47.76,18.0,21.0,1.1666666666666667,47975.0,,,-244.0,任期満了,49.87,,,,多賀城市議会議員選挙（2011年09月11日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8888888888888888,0.1111111111111111,0.0,0.8415995040297582,0.13116641572934196,0.027234080240899832,0.04950585317822107,0.04372213857644732,0.027234080240899832,22582.0,4.0,,,,,,,,,,,,,,,,,,4093.0,,,,,4378.0,,1141.0,,12970.0,,,,,,22582.0,,,,0.18125055353821629,,,,,0.19387122486936498,,0.05052696838189709,,0.5743512532105216,,,,,,1.0,,,,0.06041685117940543,,,,,0.048467806217341244,,0.05052696838189709,,0.04418086563157859,,,,,,,,,3.0,,,,,4.0,,1.0,,13.0,,,,,,,,,3.0,,,,,4.0,,1.0,,10.0,,,,,
多賀城市議会議員選挙（2015年08月30日投票）,多賀城市議会議員選挙,宮城県,多賀城市,20150830.0,2015.0,8.0,30.0,20150823.0,43.91,18.0,21.0,1.1666666666666667,,,,,任期満了,47.76,,,,多賀城市議会議員選挙（2015年08月30日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.7619047619047619,0.19047619047619047,0.047619047619047616,0.8333333333333334,0.16666666666666666,0.0,0.7712313975869678,0.19595324163184827,0.03281536078118398,0.04820196234918549,0.04898831040796207,0.03281536078118398,21301.0,4.0,63.19047619047619,8.098318741560455,50.0,58.0,63.0,67.0,81.0,62.94444444444444,7.3217501112342,50.0,59.25,63.0,66.75,77.0,,,,4169.0,,,,,4551.0,,1164.0,,11417.0,,,,,,21301.0,,,,0.19571851086803435,,,,,0.21365194122341674,,0.05464532181587719,,0.5359842260926717,,,,,,1.0,,,,0.06523950362267812,,,,,0.04273038824468335,,0.05464532181587719,,0.04466535217438931,,,,,,,,,3.0,,,,,5.0,,1.0,,12.0,,,,,,,,,3.0,,,,,4.0,,1.0,,10.0,,,,,
多賀城市議会議員選挙（2019年09月01日投票）,多賀城市議会議員選挙,宮城県,多賀城市,20190901.0,2019.0,9.0,1.0,20190825.0,無投票,18.0,18.0,1.0,,,,,任期満了,43.91,,,,多賀城市議会議員選挙（2019年09月01日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.9444444444444444,0.05555555555555555,0.0,0.9444444444444444,0.05555555555555555,0.0,,,,,,,0.0,4.0,66.38888888888889,7.5582103179176325,54.0,63.25,66.5,70.75,81.0,66.38888888888889,7.5582103179176325,54.0,63.25,66.5,70.75,81.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,4.0,,,,10.0,,,,,,,,,3.0,1.0,,,,4.0,,,,10.0,,,,,
大和町議会議員選挙（2008年03月23日投票）,大和町議会議員選挙,宮城県,大和町,20080323.0,2008.0,3.0,23.0,20080318.0,65.24,18.0,20.0,1.1111111111111112,18958.0,,,,任期満了,,,,,大和町議会議員選挙（2008年03月23日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.8,0.2,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8361158249333972,0.16388417506660288,,0.052257239058337325,0.04097104376665072,,12262.989999999998,3.0,60.45,5.625611077918558,49.0,58.0,59.5,63.25,70.0,60.611111111111114,5.898576936562175,49.0,58.0,59.5,63.75,70.0,,,,804.0,,,,,418.71,,,,11040.28,,,,,,12262.990000000002,,,,0.06556312938361687,,,,,0.034144201373400775,,,,0.9002926692429822,,,,,,1.0,,,,0.06556312938361687,,,,,0.034144201373400775,,,,0.0500162594023879,,,,,,,,,1.0,,,,,1.0,,,,18.0,,,,,,,,,1.0,,,,,1.0,,,,16.0,,,,,
大和町議会議員選挙（2012年03月25日投票）,大和町議会議員選挙,宮城県,大和町,20120325.0,2012.0,3.0,25.0,20120320.0,59.08,18.0,20.0,1.1111111111111112,20583.0,,,1625.0,任期満了,65.24,,,,大和町議会議員選挙（2012年03月25日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.05,,,12011.0,3.0,59.35,6.821106948289258,42.0,55.75,61.5,63.0,74.0,59.27777777777778,7.155460661896662,42.0,55.25,61.5,63.0,74.0,,,,765.0,,,,,259.0,,,,10987.0,,,,,,12011.0,,,,0.06369161601864957,,,,,0.021563566730497044,,,,0.9147448172508534,,,,,,1.0,,,,0.06369161601864957,,,,,0.021563566730497044,,,,0.0508191565139363,,,,,,,,,1.0,,,,,1.0,,,,18.0,,,,,,,,,1.0,,,,,1.0,,,,16.0,,,,,
大和町議会議員選挙（2016年03月27日投票）,大和町議会議員選挙,宮城県,大和町,20160327.0,2016.0,3.0,27.0,20160322.0,53.53,18.0,19.0,1.0555555555555556,22140.0,,,1557.0,任期満了,59.08,,,,大和町議会議員選挙（2016年03月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.6842105263157895,0.2631578947368421,0.05263157894736842,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6364496064828459,0.281626383802453,0.08192400971470112,0.04895766203714199,0.056325276760490595,0.08192400971470112,11705.97,0.0,58.526315789473685,8.229398015028238,41.0,54.0,60.0,66.0,67.0,59.22222222222222,7.8920181587021165,41.0,56.0,61.5,66.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大和町議会議員選挙（2020年03月29日投票）,大和町議会議員選挙,宮城県,大和町,20200329.0,2020.0,3.0,29.0,20200324.0,46.65,18.0,19.0,1.0555555555555556,,,,,任期満了,53.53,,,,大和町議会議員選挙（2020年03月29日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.7368421052631579,0.2631578947368421,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7810830800199504,0.21891691998004958,,0.055791648572853604,0.043783383996009916,,10487.997,3.0,62.473684210526315,8.286758118275404,45.0,58.0,64.0,70.0,72.0,61.94444444444444,8.195338934230454,45.0,57.0,63.5,69.75,71.0,,,,1072.0,,,,,248.0,,,,9167.997,,,,,,10487.997,,,,0.10221208110566775,,,,,0.023646078464744032,,,,0.8741418404295882,,,,,,1.0,,,,0.10221208110566775,,,,,0.023646078464744032,,,,0.051420108260564014,,,,,,,,,1.0,,,,,1.0,,,,17.0,,,,,,,,,1.0,,,,,1.0,,,,16.0,,,,,
大崎市議会議員選挙（2006年04月30日投票）,大崎市議会議員選挙,宮城県,大崎市,20060430.0,2006.0,4.0,30.0,20060423.0,,0.0,80.0,,110558.0,,,,その他,,,,,大崎市議会議員選挙（2006年04月30日投票）,7.0,80.0,53.0,1.509433962264151,0.0,0.0,0.0,0.0375,0.05660377358490566,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.0125,,80029.83,6.0,56.825,6.726393907585253,32.0,54.0,57.0,61.0,75.0,55.9811320754717,6.211646292393132,32.0,54.0,56.0,59.0,71.0,,,,2488.0,,,,,6907.0,,919.0,,64845.009999999995,4442.82,,,,428.0,80029.82999999999,,,,0.0310884079099006,,,,,0.0863053189042136,,0.011483218195015535,,0.8102604991163921,0.05551455001216422,,,,0.00534800586231409,1.0,,,,0.0310884079099006,,,,,0.014384219817368933,,0.011483218195015535,,0.012093440285319284,0.013878637503041054,,,,0.00534800586231409,,,,1.0,,,,,6.0,,1.0,,67.0,4.0,,,,1.0,,,,1.0,,,,,5.0,,1.0,,43.0,3.0,,,,0.0
大崎市議会議員選挙（2010年04月18日投票）,大崎市議会議員選挙,宮城県,大崎市,20100418.0,2010.0,4.0,18.0,20100411.0,69.3,34.0,41.0,1.2058823529411764,109747.0,,,-811.0,任期満了,,,,,大崎市議会議員選挙（2010年04月18日投票）,1.0,41.0,34.0,1.2058823529411764,0.0,0.0,0.0,0.07317073170731707,0.08823529411764706,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.024390243902439025,,,74681.0,5.0,,,,,,,,,,,,,,,,,,5346.0,,,,,7668.0,,1402.0,,56494.399999999994,3770.6000000000004,,,,,74681.0,,,,0.07158447262355887,,,,,0.10267671830853899,,0.018773181933825205,,0.7564762121557022,0.05048941497837469,,,,,1.0,,,,0.035792236311779434,,,,,0.025669179577134747,,0.018773181933825205,,0.023639881629865692,0.025244707489187345,,,,,,,,2.0,,,,,4.0,,1.0,,32.0,2.0,,,,,,,,2.0,,,,,4.0,,0.0,,26.0,2.0,,,,
