,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_ざおう民衆党,得票数_みんなの党,得票数_仙台市を福祉のまちにする会,得票数_公明党,得票数_国民民主党,得票数_地域政党富谷町民党 ,得票数_地域政党輝くまち ,得票数_幸福実現党,得票数_日本共産党,得票数_杜の市民・県民会議,得票数_民主党,得票数_清き碧の女川をつくる会,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_ざおう民衆党,得票率_みんなの党,得票率_仙台市を福祉のまちにする会,得票率_公明党,得票率_国民民主党,得票率_地域政党富谷町民党 ,得票率_地域政党輝くまち ,得票率_幸福実現党,得票率_日本共産党,得票率_杜の市民・県民会議,得票率_民主党,得票率_清き碧の女川をつくる会,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_ざおう民衆党,一人あたり得票率_みんなの党,一人あたり得票率_仙台市を福祉のまちにする会,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党富谷町民党 ,一人あたり得票率_地域政党輝くまち ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_杜の市民・県民会議,一人あたり得票率_民主党,一人あたり得票率_清き碧の女川をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_ざおう民衆党,立候補者数_みんなの党,立候補者数_仙台市を福祉のまちにする会,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党富谷町民党 ,立候補者数_地域政党輝くまち ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_杜の市民・県民会議,立候補者数_民主党,立候補者数_清き碧の女川をつくる会,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_ざおう民衆党,当選者数_みんなの党,当選者数_仙台市を福祉のまちにする会,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党富谷町民党 ,当選者数_地域政党輝くまち ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_杜の市民・県民会議,当選者数_民主党,当選者数_清き碧の女川をつくる会,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
登米市議会議員選挙（2005年04月29日投票）,登米市議会議員選挙,宮城県,登米市,20050429.0,2005.0,4.0,29.0,20050422.0,82.51,0.0,92.0,,73550.0,,,,その他,,,,,登米市議会議員選挙（2005年04月29日投票）,9.0,92.0,48.0,1.9166666666666667,0.0,0.0,0.0,0.043478260869565216,0.020833333333333332,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.010869565217391304,,59978.0,5.0,57.01086956521739,7.073364867459063,36.0,53.0,57.0,62.0,70.0,56.708333333333336,7.271400407685503,36.0,53.75,57.0,62.0,68.0,,,,982.0,,,,,2394.0,,2275.0,,52923.0,1404.0,,,,,59978.0,,,,0.016372669978992296,,,,,0.03991463536630098,,0.037930574543999465,,0.8823735369635533,0.023408583147153956,,,,,1.0,,,,0.016372669978992296,,,,,0.01330487845543366,,0.009482643635999866,,0.01076065288979943,0.011704291573576978,,,,,,,,1.0,,,,,3.0,,4.0,,82.0,2.0,,,,,,,,1.0,,,,,2.0,,1.0,,43.0,1.0,,,,
登米市議会議員選挙（2009年04月19日投票）,登米市議会議員選挙,宮城県,登米市,20090419.0,2009.0,4.0,19.0,20090412.0,77.37,30.0,48.0,1.6,71826.0,,,-1724.0,任期満了,82.51,,,,登米市議会議員選挙（2009年04月19日投票）,1.0,48.0,30.0,1.6,0.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.7708333333333334,0.22916666666666666,0.0,0.8666666666666667,0.13333333333333333,0.0,0.818915975550419,0.181084024449581,,0.022132864204065378,0.016462184040871,,55038.98,5.0,59.291666666666664,7.094476529119131,40.0,57.0,59.0,62.0,72.0,58.86666666666667,6.946142014736591,40.0,57.0,59.5,61.75,72.0,,,,1910.24,,,,,3607.09,,872.0,,46489.41,2160.24,,,,,55038.98,,,,0.03470703853886827,,,,,0.06553700668144649,,0.015843316863793623,,0.844663364037633,0.03924927387825864,,,,,1.0,,,,0.03470703853886827,,,,,0.021845668893815496,,0.015843316863793623,,0.020601545464332512,0.01962463693912932,,,,,,,,1.0,,,,,3.0,,1.0,,41.0,2.0,,,,,,,,1.0,,,,,3.0,,0.0,,25.0,1.0,,,,
登米市議会議員選挙（2013年04月21日投票）,登米市議会議員選挙,宮城県,登米市,20130421.0,2013.0,4.0,21.0,20130414.0,69.61,26.0,31.0,1.1923076923076923,69589.0,,,-2237.0,任期満了,77.37,,,,登米市議会議員選挙（2013年04月21日投票）,1.0,31.0,26.0,1.1923076923076923,0.0,0.0,0.0,0.0967741935483871,0.07692307692307693,0.7741935483870968,0.1935483870967742,0.03225806451612903,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.799083811278101,0.144379160212668,0.05653702850923096,0.03329515880325421,0.024063193368778,0.05653702850923096,47774.0,4.0,60.516129032258064,7.111421833886647,44.0,56.0,62.0,64.0,76.0,60.46153846153846,7.4277585874297305,44.0,55.5,62.0,64.0,76.0,,,,1717.21,,,,,4034.2799999999997,,,,39674.509999999995,2348.0,,,,,47773.99999999999,,,,0.03594444677020974,,,,,0.08444509565872652,,,,0.8304623853979152,0.04914807217314858,,,,,1.0,,,,0.03594444677020974,,,,,0.028148365219575505,,,,0.03194086097684289,0.04914807217314858,,,,,,,,1.0,,,,,3.0,,,,26.0,1.0,,,,,,,,1.0,,,,,3.0,,,,21.0,1.0,,,,
登米市議会議員選挙（2017年04月23日投票）,登米市議会議員選挙,宮城県,登米市,20170423.0,2017.0,4.0,23.0,20170416.0,66.17,26.0,28.0,1.0769230769230769,68870.0,,,-719.0,任期満了,69.61,,,,登米市議会議員選挙（2017年04月23日投票）,1.0,28.0,26.0,1.0769230769230769,0.0,0.0,0.0,0.10714285714285714,0.11538461538461539,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.7291760964882329,0.22924820781680563,0.04157569569496148,0.038377689288854364,0.028656025977100704,0.04157569569496148,44881.991,5.0,60.714285714285715,8.855414577925687,33.0,55.75,63.5,67.0,78.0,60.34615384615385,9.084823810544652,33.0,55.25,62.0,67.0,78.0,,,,1920.723,,,,,2963.823,,,,36404.445,1727.0,,,,1866.0,44881.991,,,,0.04279495978687754,,,,,0.06603590736427,,,,0.8111147520171286,0.038478685136762315,,,,0.04157569569496148,1.0,,,,0.04279495978687754,,,,,0.033017953682135,,,,0.035265858783353414,0.038478685136762315,,,,0.04157569569496148,,,,1.0,,,,,2.0,,,,23.0,1.0,,,,1.0,,,,1.0,,,,,2.0,,,,21.0,1.0,,,,1.0
登米市議会議員選挙（2021年04月25日投票）,登米市議会議員選挙,宮城県,登米市,20210425.0,2021.0,4.0,25.0,20210418.0,59.84,26.0,30.0,1.1538461538461535,65553.0,31902.0,33651.0,-3317.0,任期満了,66.17,,,,登米市議会議員選挙（2021年04月25日投票）,1.0,30.0,26.0,1.1538461538461537,0.0,0.0,0.0,0.16666666666666666,0.19230769230769232,0.6666666666666666,0.3,0.03333333333333333,0.7307692307692307,0.2692307692307692,0.0,0.6453212663776318,0.33056218681948607,0.024116546802882003,0.032266063318881585,0.03672913186883178,0.024116546802882003,38852.992,5.0,60.766666666666666,11.839716588199604,36.0,53.0,62.0,69.75,84.0,61.42307692307692,9.624380407322441,43.0,56.25,62.0,69.75,82.0,,,,1836.28,,,,,2053.4269999999997,,,,32837.285,,1028.0,,,1098.0,38852.992000000006,,,,0.047262254603197607,,,,,0.052851193545145746,,,,0.8451674712722252,,0.026458708765595192,,,0.02826037181383611,1.0,,,,0.047262254603197607,,,,,0.026425596772572873,,,,0.03380669885088901,,0.026458708765595192,,,0.02826037181383611,,,,1.0,,,,,2.0,,,,25.0,,1.0,,,1.0,,,,1.0,,,,,2.0,,,,21.0,,1.0,,,1.0
白石市議会議員補欠選挙（2012年10月28日投票）,白石市議会議員補欠選挙,宮城県,白石市,20121028.0,2012.0,10.0,28.0,20121021.0,58.9,1.0,2.0,2.0,30826.0,,,,その他,,,,,白石市議会議員補欠選挙（2012年10月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.3399407747627969,0.6600592252372032,,0.3399407747627969,0.6600592252372032,16547.0,1.0,64.0,1.0,63.0,63.5,64.0,64.5,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,,,,,,,,,,,,,16547.0,,,,,,16547.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,
白石市議会議員補欠選挙（2016年10月23日投票）,白石市議会議員補欠選挙,宮城県,白石市,20161023.0,2016.0,10.0,23.0,20161016.0,59.03,1.0,2.0,2.0,30158.0,,,-668.0,その他,58.9,,,,白石市議会議員補欠選挙（2016年10月23日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,16129.0,0.0,54.0,13.0,41.0,47.5,54.0,60.5,67.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白石市議会議員選挙（1999年04月25日投票）,白石市議会議員選挙,宮城県,白石市,19990425.0,1999.0,4.0,25.0,19990418.0,72.06,21.0,27.0,1.2857142857142858,32258.0,,,,任期満了,,,,,白石市議会議員選挙（1999年04月25日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.75,0.25,0.0,0.7024725865405289,0.2750806278219738,0.022446785637497312,0.03697224139686994,0.03929723254599626,0.022446785637497312,23255.0,4.0,58.592592592592595,7.00930206944214,47.0,51.5,59.0,63.5,73.0,58.708333333333336,7.144223579617002,47.0,51.5,59.5,63.25,73.0,,,,1374.0,,,,,1404.0,,,,19515.0,962.0,,,,,23255.0,,,,0.059084067942377985,,,,,0.060374113093958286,,,,0.8391743711029886,0.04136744786067512,,,,,1.0,,,,0.059084067942377985,,,,,0.060374113093958286,,,,0.03496559879595786,0.04136744786067512,,,,,,,,1.0,,,,,1.0,,,,24.0,1.0,,,,,,,,1.0,,,,,1.0,,,,21.0,1.0,,,,
白石市議会議員選挙（2003年04月27日投票）,白石市議会議員選挙,宮城県,白石市,20030427.0,2003.0,4.0,27.0,20030420.0,72.5,21.0,28.0,1.3333333333333333,32274.0,,,16.0,任期満了,72.06,,,,白石市議会議員選挙（2003年04月27日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.6785714285714286,0.21428571428571427,0.10714285714285714,0.7916666666666666,0.125,0.08333333333333333,0.6958390646492435,0.21075481430536452,0.09340612104539202,0.03662310866574966,0.03512580238422742,0.031135373681797338,23264.0,4.0,60.32142857142857,7.334135314836135,45.0,55.0,58.5,66.25,78.0,59.916666666666664,6.921684926535029,45.0,54.75,58.5,66.25,73.0,,,,1481.0,,,,,1839.0,,,,18913.0,1031.0,,,,,23264.0,,,,0.06366059147180192,,,,,0.07904917469050894,,,,0.812972833562586,0.04431740027510316,,,,,1.0,,,,0.06366059147180192,,,,,0.03952458734525447,,,,0.03387386806510775,0.04431740027510316,,,,,,,,1.0,,,,,2.0,,,,24.0,1.0,,,,,,,,1.0,,,,,2.0,,,,20.0,1.0,,,,
白石市議会議員選挙（2007年04月22日投票）,白石市議会議員選挙,宮城県,白石市,20070422.0,2007.0,4.0,22.0,20070415.0,71.55,21.0,25.0,1.1904761904761905,32072.0,,,-202.0,任期満了,72.5,,,,白石市議会議員選挙（2007年04月22日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.12,0.14285714285714285,0.52,0.48,0.0,0.5238095238095238,0.47619047619047616,0.0,0.4675956355987906,0.5324043644012094,,0.035968895046060816,0.04436703036676745,,22821.0,5.0,55.76,8.391805526821983,31.0,55.0,58.0,59.0,73.0,55.285714285714285,8.095518202436851,31.0,55.0,58.0,59.0,68.0,,,,1387.0,,,,,784.0,,1084.0,,18753.0,813.0,,,,,22821.0,,,,0.06077735419131502,,,,,0.034354322772884624,,0.047500109548223125,,0.8217431313264099,0.035625082161167346,,,,,1.0,,,,0.06077735419131502,,,,,0.034354322772884624,,0.047500109548223125,,0.03913062530125761,0.035625082161167346,,,,,,,,1.0,,,,,1.0,,1.0,,21.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,17.0,1.0,,,,
白石市議会議員選挙（2011年07月31日投票）,白石市議会議員選挙,宮城県,白石市,20110731.0,2011.0,7.0,31.0,20110724.0,63.65,18.0,22.0,1.2222222222222223,31109.0,,,-963.0,任期満了,71.55,,,,白石市議会議員選挙（2011年07月31日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.9444444444444444,0.05555555555555555,0.0,0.9198183024549584,0.05767365895983259,0.022508038585209004,0.04841148960289255,0.028836829479916296,0.022508038585209004,19593.0,5.0,58.59090909090909,7.377232117739569,35.0,59.0,61.5,62.75,64.0,58.611111111111114,7.689378597121912,35.0,59.25,61.5,62.75,64.0,,,,1637.0,,,,,757.0,,1058.7,,14725.3,,,,,1415.0,19593.0,,,,0.0835502475373858,,,,,0.03863624763946307,,0.0540346041953759,,0.7515592303373654,,,,,0.07221967029040983,1.0,,,,0.0835502475373858,,,,,0.03863624763946307,,0.0540346041953759,,0.04175329057429808,,,,,0.07221967029040983,,,,1.0,,,,,1.0,,1.0,,18.0,,,,,1.0,,,,1.0,,,,,1.0,,1.0,,14.0,,,,,1.0
白石市議会議員選挙（2015年07月26日投票）,白石市議会議員選挙,宮城県,白石市,20150726.0,2015.0,7.0,26.0,20150719.0,61.69,18.0,21.0,1.1666666666666667,,,,,任期満了,63.65,,,,白石市議会議員選挙（2015年07月26日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.7222222222222222,0.2777777777777778,0.0,0.6551520065433082,0.3226208927082518,0.022227100748440136,0.05039630819563909,0.04608869895832168,0.022227100748440136,18265.99,4.0,60.523809523809526,9.343289150732467,35.0,62.0,64.0,66.0,68.0,59.833333333333336,9.912113800799505,35.0,58.25,64.0,66.0,68.0,,,,1459.0,,,,,907.91,,,,14514.08,,,,,1385.0,18265.989999999998,,,,0.07987522165510877,,,,,0.0497049434495475,,,,0.7945958582042365,,,,,0.07582397669110737,1.0,,,,0.07987522165510877,,,,,0.0497049434495475,,,,0.04414421434467981,,,,,0.07582397669110737,,,,1.0,,,,,1.0,,,,18.0,,,,,1.0,,,,1.0,,,,,1.0,,,,15.0,,,,,1.0
白石市議会議員選挙（2019年07月21日投票）,白石市議会議員選挙,宮城県,白石市,20190721.0,2019.0,7.0,21.0,20190714.0,63.78,18.0,20.0,1.1111111111111112,,,,,任期満了,61.69,,,,白石市議会議員選挙（2019年07月21日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.05,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.693755319399042,0.26805483091112925,0.038189849689828886,0.049553951385645854,0.05361096618222585,0.038189849689828886,18119.998,4.0,61.7,10.208329931972223,39.0,56.75,67.0,70.0,72.0,62.0,9.944289260117532,39.0,59.25,67.0,69.5,72.0,,,,1228.0,,,,,914.1569999999999,,,,14865.841,,,,,1112.0,18119.998,,,,0.06777042690622814,,,,,0.05045017113136546,,,,0.8204107417671901,,,,,0.061368660195216355,1.0,,,,0.06777042690622814,,,,,0.05045017113136546,,,,0.04825945539807001,,,,,0.061368660195216355,,,,1.0,,,,,1.0,,,,17.0,,,,,1.0,,,,1.0,,,,,1.0,,,,15.0,,,,,1.0
石巻市議会議員補欠選挙（2013年04月21日投票）,石巻市議会議員補欠選挙,宮城県,石巻市,20130421.0,2013.0,4.0,21.0,20130414.0,44.12,3.0,7.0,2.333333333333333,,,,,その他,,,,,石巻市議会議員補欠選挙（2013年04月21日投票）,1.0,7.0,5.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.14285714285714285,,,49918.0,2.0,58.142857142857146,11.255837487766977,34.0,55.5,60.0,66.0,70.0,55.4,11.876026271442818,34.0,54.0,57.0,63.0,69.0,,,,,,,,,6122.0,,,,43796.0,,,,,,49918.0,,,,,,,,,0.12264113145558717,,,,0.8773588685444128,,,,,,1.0,,,,,,,,,0.12264113145558717,,,,0.14622647809073547,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,,,,,0.0,,,,5.0,,,,,
石巻市議会議員補欠選挙（2017年04月23日投票）,石巻市議会議員補欠選挙,宮城県,石巻市,20170423.0,2017.0,4.0,23.0,20170416.0,44.28,1.0,5.0,5.0,123918.0,,,,その他,44.12,,,,石巻市議会議員補欠選挙（2017年04月23日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,48492.998999999996,1.0,46.8,5.81033561853358,37.0,45.0,47.0,51.0,54.0,45.5,8.5,37.0,41.25,45.5,49.75,54.0,,,,,,,,,,,,,48492.998999999996,,,,,,48492.998999999996,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,2.0,,,,,
石巻市議会議員選挙（2005年04月29日投票）,石巻市議会議員選挙,宮城県,石巻市,20050429.0,2005.0,4.0,29.0,20050422.0,71.87,34.0,61.0,1.7941176470588236,137317.0,,,,その他,,,,,石巻市議会議員選挙（2005年04月29日投票）,1.0,61.0,34.0,1.7941176470588236,0.0,0.0,0.0,0.04918032786885246,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.01639344262295082,,96969.97,6.0,55.721311475409834,5.967483330217662,39.0,53.0,56.0,61.0,67.0,54.970588235294116,5.260760927502045,43.0,53.25,55.5,57.0,63.0,,,,7093.07,,,,,6558.01,,1983.88,,78224.82,1873.78,,,,1236.41,96969.97000000002,,,,0.0731470784202573,,,,,0.06762928770628679,,0.020458704895959023,,0.8066911849101325,0.019323301842828246,,,,0.012750442224536111,1.0,,,,0.024382359473419102,,,,,0.016907321926571697,,0.010229352447979512,,0.01613382369820265,0.019323301842828246,,,,0.012750442224536111,,,,3.0,,,,,4.0,,2.0,,50.0,1.0,,,,1.0,,,,3.0,,,,,3.0,,0.0,,27.0,1.0,,,,0.0
石巻市議会議員選挙（2006年05月28日投票）,石巻市議会議員選挙,宮城県,石巻市,20060528.0,2006.0,5.0,28.0,20060521.0,63.39,34.0,48.0,1.4117647058823528,136505.0,,,-812.0,その他,71.87,,,,石巻市議会議員選挙（2006年05月28日投票）,1.0,48.0,34.0,1.411764705882353,0.0,0.0,0.0,0.041666666666666664,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.020833333333333332,,85765.98000000001,6.0,55.770833333333336,5.401541382379252,40.0,53.75,56.0,59.0,64.0,55.705882352941174,5.102072311180244,44.0,54.25,56.5,58.75,63.0,,,,6941.0,,,,,5342.0,,2325.0,,68634.65,1491.51,,,,1031.82,85765.98,,,,0.08092952473696448,,,,,0.06228576878617839,,0.027108650772718974,,0.8002549495732457,0.017390461812480894,,,,0.012030644318411566,1.0,,,,0.026976508245654826,,,,,0.02076192292872613,,0.027108650772718974,,0.020519357681365275,0.017390461812480894,,,,0.012030644318411566,,,,3.0,,,,,3.0,,1.0,,39.0,1.0,,,,1.0,,,,3.0,,,,,2.0,,1.0,,28.0,0.0,,,,0.0
石巻市議会議員選挙（2010年05月23日投票）,石巻市議会議員選挙,宮城県,石巻市,20100523.0,2010.0,5.0,23.0,20100516.0,61.54,34.0,39.0,1.1470588235294117,133658.0,,,-2847.0,任期満了,63.39,,,,石巻市議会議員選挙（2010年05月23日投票）,1.0,39.0,34.0,1.1470588235294117,0.0,0.0,0.0,0.05128205128205128,0.058823529411764705,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02564102564102564,,,81572.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
石巻市議会議員選挙（2014年05月25日投票）,石巻市議会議員選挙,宮城県,石巻市,20140525.0,2014.0,5.0,25.0,20140518.0,52.82,30.0,35.0,1.1666666666666667,,,,,任期満了,61.54,,,,石巻市議会議員選挙（2014年05月25日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.05714285714285714,0.06666666666666667,0.7428571428571429,0.22857142857142856,0.02857142857142857,0.8333333333333334,0.13333333333333333,0.03333333333333333,0.8004440504657102,0.1633916881928275,0.036164261341462334,0.030786309633296545,0.02042396102410344,0.036164261341462334,64289.99,4.0,58.285714285714285,9.388660116092723,34.0,53.5,61.0,65.0,71.0,58.833333333333336,8.262700661540524,35.0,55.75,61.0,64.75,67.0,,,,8329.2,,,,,5436.3099999999995,,,,48552.48,1972.0,,,,,64289.990000000005,,,,0.1295567163721755,,,,,0.08455919809600218,,,,0.7552105701058593,0.03067351542596289,,,,,1.0,,,,0.0431855721240585,,,,,0.02818639936533406,,,,0.026971806075209263,0.03067351542596289,,,,,,,,3.0,,,,,3.0,,,,28.0,1.0,,,,,,,,3.0,,,,,3.0,,,,23.0,1.0,,,,
石巻市議会議員選挙（2018年05月20日投票）,石巻市議会議員選挙,宮城県,石巻市,20180520.0,2018.0,5.0,20.0,20180513.0,51.77,30.0,38.0,1.2666666666666666,,,,,任期満了,52.82,,,,石巻市議会議員選挙（2018年05月20日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.10526315789473684,0.13333333333333333,0.6578947368421053,0.2894736842105263,0.05263157894736842,0.7666666666666667,0.16666666666666666,0.06666666666666667,0.7069767297637182,0.21890154218714733,0.07412172804913449,0.028279069190548727,0.019900140198831576,0.03706086402456724,62886.985,0.0,57.86842105263158,10.986046299574696,29.0,49.75,63.0,65.75,71.0,60.733333333333334,8.899188477358795,38.0,56.25,63.0,67.75,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美里町議会議員選挙（2006年02月05日投票）,美里町議会議員選挙,宮城県,美里町,20060205.0,2006.0,2.0,5.0,20060131.0,74.28,18.0,26.0,1.4444444444444444,22003.0,,,,その他,,,,,美里町議会議員選挙（2006年02月05日投票）,2.0,26.0,18.0,1.4444444444444444,0.0,0.0,0.0,0.038461538461538464,0.05555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.038461538461538464,,16157.0,3.0,57.23076923076923,5.444176085913998,47.0,54.25,56.5,58.0,74.0,57.72222222222222,5.961036035563277,50.0,54.0,55.5,61.75,74.0,,,,,,,,,1467.0,,,,13795.0,895.0,,,,,16157.0,,,,,,,,,0.09079655876709786,,,,0.85380949433682,0.055393946896082194,,,,,1.0,,,,,,,,,0.04539827938354893,,,,0.03712215192768782,0.055393946896082194,,,,,,,,,,,,,2.0,,,,23.0,1.0,,,,,,,,,,,,,2.0,,,,15.0,1.0,,,,
美里町議会議員選挙（2010年01月24日投票）,美里町議会議員選挙,宮城県,美里町,20100124.0,2010.0,1.0,24.0,20100119.0,69.56,16.0,18.0,1.125,21426.0,,,-577.0,任期満了,74.28,,,,美里町議会議員選挙（2010年01月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7659964678712131,0.23400353212878686,,0.054714033419372365,0.058500883032196714,,14722.0,3.0,61.72222222222222,6.547311200074217,54.0,58.0,59.5,64.25,82.0,61.4375,6.661163092884005,54.0,57.75,59.5,62.75,82.0,,,,,,,,,1573.0,,,,12181.0,968.0,,,,,14722.0,,,,,,,,,0.10684689580220079,,,,0.8274011683195218,0.0657519358782774,,,,,1.0,,,,,,,,,0.053423447901100395,,,,0.055160077887968124,0.0657519358782774,,,,,,,,,,,,,2.0,,,,15.0,1.0,,,,,,,,,,,,,2.0,,,,13.0,1.0,,,,
美里町議会議員選挙（2014年01月19日投票）,美里町議会議員選挙,宮城県,美里町,20140119.0,2014.0,1.0,19.0,20140114.0,57.52,16.0,17.0,1.0625,,,,,任期満了,69.56,,,,美里町議会議員選挙（2014年01月19日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.6470588235294118,0.35294117647058826,0.0,0.6875,0.3125,0.0,0.6485290925786793,0.3514709074213207,,0.05895719023442539,0.058578484570220114,,11979.0,3.0,63.0,8.831760866327848,46.0,58.0,63.0,66.0,86.0,62.5,8.8670739254841,46.0,57.5,63.0,65.25,86.0,,,,,,,,,785.0,,,,10414.0,780.0,,,,,11979.0,,,,,,,,,0.06553134652308205,,,,0.8693547040654479,0.06511394941147007,,,,,1.0,,,,,,,,,0.06553134652308205,,,,0.05795698027102986,0.06511394941147007,,,,,,,,,,,,,1.0,,,,15.0,1.0,,,,,,,,,,,,,1.0,,,,14.0,1.0,,,,
美里町議会議員選挙（2018年01月21日投票）,美里町議会議員選挙,宮城県,美里町,20180121.0,2018.0,1.0,21.0,20180116.0,,16.0,17.0,1.0625,21075.0,,,,任期満了,57.52,,,,美里町議会議員選挙（2018年01月21日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.875,0.0625,0.0625,0.8243820026466697,0.12912483458314955,0.046493162770180854,0.05888442876047641,0.06456241729157478,0.046493162770180854,11334.999999999998,0.0,63.705882352941174,7.266075126976396,49.0,60.0,64.0,68.0,77.0,63.75,7.487489565935968,49.0,59.5,65.0,68.25,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
