,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_みんなの党,得票数_公明党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_たちあがれ日本,得票率_みんなの党,得票率_公明党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_公明党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
阿南市議会議員選挙（2009年11月15日投票）,阿南市議会議員選挙,徳島県,阿南市,20091115.0,2009.0,11.0,15.0,20091108.0,69.02,28.0,34.0,1.2142857142857142,63507.0,,,17956.0,任期満了,100.0,,,,阿南市議会議員選挙（2009年11月15日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.14705882352941177,0.14285714285714285,0.9117647058823529,0.08823529411764706,0.0,0.9285714285714286,0.07142857142857142,0.0,0.9308049946589746,0.06919500534102545,,0.030025967569644343,0.023065001780341817,,43427.99,3.0,58.588235294117645,8.08454461251192,31.0,57.25,60.0,62.0,74.0,59.142857142857146,7.332482943890764,31.0,57.75,60.0,62.0,74.0,,,3532.0,,2890.0,,,37005.990000000005,,,,43427.990000000005,,,0.08133003622778764,,0.06654694357256691,,,0.8521230201996455,,,,1.0,,,0.04066501811389382,,0.022182314524188968,,,0.02938355242067743,,,,,,2.0,,3.0,,,29.0,,,,,,2.0,,2.0,,,24.0,,,
阿南市議会議員選挙（2013年11月10日投票）,阿南市議会議員選挙,徳島県,阿南市,20131110.0,2013.0,11.0,10.0,20131103.0,61.95,28.0,30.0,1.0714285714285714,62352.0,,,-1155.0,任期満了,69.02,,,,阿南市議会議員選挙（2013年11月10日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.7666666666666667,0.2,0.03333333333333333,0.75,0.21428571428571427,0.03571428571428571,0.7502212921789171,0.2239089720115093,0.02586973580957363,0.03261831705125726,0.03731816200191822,0.02586973580957363,38230.0,3.0,59.666666666666664,9.981093237828322,26.0,57.25,62.0,65.0,78.0,59.535714285714285,10.27647154167902,26.0,56.75,62.0,65.0,78.0,,,3241.0,,2046.0,,,32943.0,,,,38230.0,,,0.08477635364896678,,0.053518179440230185,,,0.8617054669108031,,,,1.0,,,0.04238817682448339,,0.026759089720115092,,,0.03314251795810781,,,,,,2.0,,2.0,,,26.0,,,,,,2.0,,2.0,,,24.0,,,
阿南市議会議員選挙（2017年11月12日投票）,阿南市議会議員選挙,徳島県,阿南市,20171112.0,2017.0,11.0,12.0,20171105.0,58.75,28.0,29.0,1.0357142857142858,62315.0,,,-37.0,任期満了,61.95,,,,阿南市議会議員選挙（2017年11月12日投票）,1.0,29.0,28.0,1.0357142857142858,0.0,0.0,0.0,0.13793103448275862,0.14285714285714285,0.7586206896551724,0.20689655172413793,0.034482758620689655,0.7857142857142857,0.17857142857142858,0.03571428571428571,0.7371351431386189,0.22867492794610345,0.03418992891527763,0.03350614286993722,0.03811248799101724,0.03418992891527763,36267.99,0.0,61.827586206896555,10.59300017909433,30.0,59.0,62.0,69.0,82.0,62.285714285714285,10.494410562829362,30.0,59.0,64.0,69.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
阿波市議会議員補欠選挙（2009年04月19日投票）,阿波市議会議員補欠選挙,徳島県,阿波市,20090419.0,2009.0,4.0,19.0,20090412.0,77.38,2.0,3.0,1.5,34476.0,,,,その他,,,,,阿波市議会議員補欠選挙（2009年04月19日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,,0.38186497723223123,0.6181350227677688,,0.38186497723223123,0.3090675113838844,25255.0,2.0,59.333333333333336,3.091206165165235,55.0,58.0,61.0,61.5,62.0,58.5,3.5,55.0,56.75,58.5,60.25,62.0,,,,,8090.0,,,17165.0,,,,25255.0,,,,,0.32033260740447433,,,0.6796673925955257,,,,1.0,,,,,0.32033260740447433,,,0.33983369629776283,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,1.0,,,
阿波市議会議員補欠選挙（2013年04月14日投票）,阿波市議会議員補欠選挙,徳島県,阿波市,20130414.0,2013.0,4.0,14.0,20130407.0,19.31,1.0,2.0,2.0,33414.0,,,-1062.0,その他,77.38,,,,阿波市議会議員補欠選挙（2013年04月14日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5089675230247213,0.49103247697527874,,0.5089675230247213,0.49103247697527874,6189.0,1.0,,,,,,,,,,,,,,,,,,,,,,6189.0,,,,6189.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
阿波市議会議員補欠選挙（2021年04月11日投票）,阿波市議会議員補欠選挙,徳島県,阿波市,20210411.0,2021.0,4.0,11.0,20210404.0,18.78,1.0,3.0,3.0,31099.0,14880.0,16219.0,-2315.0,その他,19.31,,,,阿波市議会議員補欠選挙（2021年04月11日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.3333333333333333,5600.0,1.0,75.0,1.632993161855452,73.0,74.0,75.0,76.0,77.0,75.0,0.0,75.0,75.0,75.0,75.0,75.0,,,,,,,,5600.0,,,,5600.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,
阿波市議会議員選挙（2006年03月19日投票）,阿波市議会議員選挙,徳島県,阿波市,20060319.0,2006.0,3.0,19.0,20060312.0,100.0,22.0,34.0,1.5454545454545454,35290.0,,,,任期満了,,,,,阿波市議会議員選挙（2006年03月19日投票）,1.0,34.0,22.0,1.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.8529411764705882,0.14705882352941177,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8401696828709247,0.1598303171290753,,0.028971368374859474,0.03196606342581506,,29231.0,3.0,59.470588235294116,6.527026591378917,48.0,55.0,58.5,63.75,72.0,58.45454545454545,6.4365947570214255,48.0,54.25,58.0,62.75,72.0,,,1070.0,,1147.0,,,27014.0,,,,29231.0,,,0.03660497417125654,,0.03923916390133762,,,0.9241558619274058,,,,1.0,,,0.03660497417125654,,0.01961958195066881,,,0.029811479417013093,,,,,,1.0,,2.0,,,31.0,,,,,,1.0,,0.0,,,21.0,,,
阿波市議会議員選挙（2010年03月28日投票）,阿波市議会議員選挙,徳島県,阿波市,20100328.0,2010.0,3.0,28.0,20100321.0,77.47,20.0,23.0,1.15,34390.0,,,-900.0,任期満了,100.0,,,,阿波市議会議員選挙（2010年03月28日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.0,0.0,0.8260869565217391,0.08695652173913043,0.08695652173913043,0.9,0.1,0.0,0.8264776130719945,0.1368923683512151,0.03663001857679039,0.04349882174063129,0.06844618417560755,0.018315009288395193,26377.0,3.0,62.47826086956522,4.9858021483390065,52.0,59.0,62.0,66.0,72.0,62.6,5.141984052872976,52.0,59.0,62.5,66.0,72.0,,,1236.0,,1143.0,,,23998.0,,,,26377.0,,,0.04685900595215529,,0.04333320696060962,,,0.9098077870872351,,,,1.0,,,0.04685900595215529,,0.04333320696060962,,,0.04332418033748738,,,,,,1.0,,1.0,,,21.0,,,,,,1.0,,1.0,,,18.0,,,
阿波市議会議員選挙（2014年03月30日投票）,阿波市議会議員選挙,徳島県,阿波市,20140330.0,2014.0,3.0,30.0,20140323.0,68.7,20.0,22.0,1.1,,,,,任期満了,77.47,,,,阿波市議会議員選挙（2014年03月30日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.05,0.7272727272727273,0.13636363636363635,0.13636363636363635,0.75,0.15,0.1,0.7581024912296283,0.13517474132954393,0.10672276744082776,0.047381405701851766,0.04505824710984798,0.035574255813609255,22519.0,2.0,64.22727272727273,6.119505462652846,46.0,60.25,65.5,68.75,74.0,63.95,6.3440917395636705,46.0,60.0,64.5,69.0,74.0,,,1244.0,,,,,21275.0,,,,22519.0,,,0.05524223988631822,,,,,0.9447577601136817,,,,1.0,,,0.05524223988631822,,,,,0.04498846476731818,,,,,,1.0,,,,,21.0,,,,,,1.0,,,,,19.0,,,
阿波市議会議員選挙（2018年03月25日投票）,阿波市議会議員選挙,徳島県,阿波市,20180325.0,2018.0,3.0,25.0,20180318.0,65.74,20.0,22.0,1.1,32450.0,,,,任期満了,68.7,,,,阿波市議会議員選挙（2018年03月25日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.65,0.35,0.0,0.6121318306657827,0.3648546263850743,0.02301354294914291,0.04372370219041305,0.052122089483582046,0.02301354294914291,21118.0,3.0,64.04545454545455,8.546542483937705,40.0,61.25,65.0,69.75,76.0,63.3,8.614522621712709,40.0,61.0,64.0,68.25,76.0,,,1253.0,,993.0,,,18872.0,,,,21118.0,,,0.059333270196041295,,0.04702149824794014,,,0.8936452315560186,,,,1.0,,,0.059333270196041295,,0.04702149824794014,,,0.04468226157780093,,,,,,1.0,,1.0,,,20.0,,,,,,1.0,,1.0,,,18.0,,,
鳴門市議会議員選挙（2005年12月18日投票）,鳴門市議会議員選挙,徳島県,鳴門市,20051218.0,2005.0,12.0,18.0,20051211.0,,22.0,29.0,1.318181818181818,52590.0,,,,解散,,,,,鳴門市議会議員選挙（2005年12月18日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.034482758620689655,0.045454545454545456,0.0,0.3793103448275862,0.034482758620689655,0.0,0.2727272727272727,0.045454545454545456,,0.30534471853257433,0.0372865275142315,,0.027758610775688575,0.0372865275142315,31620.0,3.0,,,,,,,,55.18181818181818,9.446675045828961,25.0,53.25,56.5,60.0,71.0,,,2848.0,,1786.0,,,26986.0,,,,31620.0,,,0.09006957621758381,,0.05648323845667299,,,0.8534471853257432,,,,1.0,,,0.045034788108791905,,0.028241619228336495,,,0.03413788741302973,,,,,,2.0,,2.0,,,25.0,,,,,,2.0,,1.0,,,19.0,,,
鳴門市議会議員選挙（2009年12月06日投票）,鳴門市議会議員選挙,徳島県,鳴門市,20091206.0,2009.0,12.0,6.0,20091129.0,59.28,22.0,24.0,1.0909090909090908,51854.0,,,-736.0,任期満了,,,,,鳴門市議会議員選挙（2009年12月06日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7083333333333334,0.2916666666666667,0.0,0.7272727272727273,0.2727272727272727,0.0,0.6817673745808402,0.3182326254191597,,0.04010396321063766,0.04546180363130853,,30418.0,3.0,58.75,5.994789404140899,43.0,56.5,60.0,62.25,70.0,58.63636363636363,6.2489668567579635,43.0,55.5,60.0,62.75,70.0,,,2410.0,,1047.0,,,26961.0,,,,30418.0,,,0.07922940364258005,,0.03442040896837399,,,0.8863501873890459,,,,1.0,,,0.039614701821290024,,0.03442040896837399,,,0.04220715178043076,,,,,,2.0,,1.0,,,21.0,,,,,,2.0,,1.0,,,19.0,,,
鳴門市議会議員選挙（2013年11月17日投票）,鳴門市議会議員選挙,徳島県,鳴門市,20131117.0,2013.0,11.0,17.0,20131110.0,,22.0,25.0,1.1363636363636365,,,,,任期満了,59.28,,,,鳴門市議会議員選挙（2013年11月17日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.09090909090909091,0.72,0.2,0.08,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.8401684479955727,0.11929334855245408,0.040538203451973294,0.04667602488864293,0.023858669710490815,0.020269101725986647,28911.0,3.0,61.68,8.278743866070505,33.0,58.0,64.0,66.0,74.0,61.13636363636363,8.12009546823331,33.0,58.25,63.5,66.0,74.0,,,2657.0,,1198.0,,,25056.0,,,,28911.0,,,0.0919027359828439,,0.04143751513264847,,,0.8666597488845076,,,,1.0,,,0.04595136799142195,,0.04143751513264847,,,0.0393936249492958,,,,,,2.0,,1.0,,,22.0,,,,,,2.0,,1.0,,,19.0,,,
鳴門市議会議員選挙（2017年11月26日投票）,鳴門市議会議員選挙,徳島県,鳴門市,20171126.0,2017.0,11.0,26.0,20171119.0,50.34,22.0,26.0,1.181818181818182,,,,,任期満了,,,,,鳴門市議会議員選挙（2017年11月26日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.11538461538461539,0.09090909090909091,0.7692307692307693,0.23076923076923078,0.0,0.8636363636363636,0.13636363636363635,0.0,0.7871301005085493,0.21286989949145077,,0.039356505025427466,0.03547831658190846,,24973.0,0.0,61.34615384615385,10.957759132555369,37.0,57.25,63.5,69.0,78.0,63.45454545454545,9.773467202432553,37.0,61.25,66.0,69.75,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
政党名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,たちあがれ日本,みんなの党,公明党,幸福実現党,日本共産党,日本維新の会,民主党,無所属,立憲民主党,維新の党,自由民主党,sum_v,たちあがれ日本,みんなの党,公明党,幸福実現党,日本共産党,日本維新の会,民主党,無所属,立憲民主党,維新の党,自由民主党,sum_v,たちあがれ日本,みんなの党,公明党,幸福実現党,日本共産党,日本維新の会,民主党,無所属,立憲民主党,維新の党,自由民主党,たちあがれ日本,みんなの党,公明党,幸福実現党,日本共産党,日本維新の会,民主党,無所属,立憲民主党,維新の党,自由民主党,たちあがれ日本,みんなの党,公明党,幸福実現党,日本共産党,日本維新の会,民主党,無所属,立憲民主党,維新の党,自由民主党
