,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_あたらしい党,得票数_みんなの党,得票数_みんなの改革,得票数_オリーブの木,得票数_ネットワーク横浜,得票数_ヨコハマから日本を変える会,得票数_ヨコハマ維新の会,得票数_公明党,得票数_厚木市民グループ,得票数_国民新党,得票数_国民民主党,得票数_地域政党いざ鎌倉,得票数_市民の,得票数_市民のための教育委員会,得票数_市民の党,得票数_市民連合・かわさき,得票数_希望の党,得票数_平和市民,得票数_幸福実現党,得票数_新しい川崎の会,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本列島に本当の民主主義を根付かせる会,得票数_日本創新党,得票数_日本第一党,得票数_日本維新の会,得票数_栄区の環境を守る会,得票数_横浜自由クラブ,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無党派知事をつくろう会,得票数_無所属,得票数_無私の会,得票数_社会民主党,得票数_社民主,得票数_神奈川ネット,得票数_神奈川ネットワーク,得票数_神奈川ネットワーク運動,得票数_立憲民主党,得票数_維新の党,得票数_維新政・新風,得票数_自由党,得票数_自由民主党,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_あたらしい党,得票率_みんなの党,得票率_みんなの改革,得票率_オリーブの木,得票率_ネットワーク横浜,得票率_ヨコハマから日本を変える会,得票率_ヨコハマ維新の会,得票率_公明党,得票率_厚木市民グループ,得票率_国民新党,得票率_国民民主党,得票率_地域政党いざ鎌倉,得票率_市民の,得票率_市民のための教育委員会,得票率_市民の党,得票率_市民連合・かわさき,得票率_希望の党,得票率_平和市民,得票率_幸福実現党,得票率_新しい川崎の会,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本列島に本当の民主主義を根付かせる会,得票率_日本創新党,得票率_日本第一党,得票率_日本維新の会,得票率_栄区の環境を守る会,得票率_横浜自由クラブ,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無党派知事をつくろう会,得票率_無所属,得票率_無私の会,得票率_社会民主党,得票率_社民主,得票率_神奈川ネット,得票率_神奈川ネットワーク,得票率_神奈川ネットワーク運動,得票率_立憲民主党,得票率_維新の党,得票率_維新政・新風,得票率_自由党,得票率_自由民主党,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_あたらしい党,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革,一人あたり得票率_オリーブの木,一人あたり得票率_ネットワーク横浜,一人あたり得票率_ヨコハマから日本を変える会,一人あたり得票率_ヨコハマ維新の会,一人あたり得票率_公明党,一人あたり得票率_厚木市民グループ,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いざ鎌倉,一人あたり得票率_市民の,一人あたり得票率_市民のための教育委員会,一人あたり得票率_市民の党,一人あたり得票率_市民連合・かわさき,一人あたり得票率_希望の党,一人あたり得票率_平和市民,一人あたり得票率_幸福実現党,一人あたり得票率_新しい川崎の会,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本列島に本当の民主主義を根付かせる会,一人あたり得票率_日本創新党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_栄区の環境を守る会,一人あたり得票率_横浜自由クラブ,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無党派知事をつくろう会,一人あたり得票率_無所属,一人あたり得票率_無私の会,一人あたり得票率_社会民主党,一人あたり得票率_社民主,一人あたり得票率_神奈川ネット,一人あたり得票率_神奈川ネットワーク,一人あたり得票率_神奈川ネットワーク運動,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政・新風,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_あたらしい党,立候補者数_みんなの党,立候補者数_みんなの改革,立候補者数_オリーブの木,立候補者数_ネットワーク横浜,立候補者数_ヨコハマから日本を変える会,立候補者数_ヨコハマ維新の会,立候補者数_公明党,立候補者数_厚木市民グループ,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党いざ鎌倉,立候補者数_市民の,立候補者数_市民のための教育委員会,立候補者数_市民の党,立候補者数_市民連合・かわさき,立候補者数_希望の党,立候補者数_平和市民,立候補者数_幸福実現党,立候補者数_新しい川崎の会,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本列島に本当の民主主義を根付かせる会,立候補者数_日本創新党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_栄区の環境を守る会,立候補者数_横浜自由クラブ,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無党派知事をつくろう会,立候補者数_無所属,立候補者数_無私の会,立候補者数_社会民主党,立候補者数_社民主,立候補者数_神奈川ネット,立候補者数_神奈川ネットワーク,立候補者数_神奈川ネットワーク運動,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政・新風,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_　,当選者数_あたらしい党,当選者数_みんなの党,当選者数_みんなの改革,当選者数_オリーブの木,当選者数_ネットワーク横浜,当選者数_ヨコハマから日本を変える会,当選者数_ヨコハマ維新の会,当選者数_公明党,当選者数_厚木市民グループ,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党いざ鎌倉,当選者数_市民の,当選者数_市民のための教育委員会,当選者数_市民の党,当選者数_市民連合・かわさき,当選者数_希望の党,当選者数_平和市民,当選者数_幸福実現党,当選者数_新しい川崎の会,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本列島に本当の民主主義を根付かせる会,当選者数_日本創新党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_栄区の環境を守る会,当選者数_横浜自由クラブ,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無党派知事をつくろう会,当選者数_無所属,当選者数_無私の会,当選者数_社会民主党,当選者数_社民主,当選者数_神奈川ネット,当選者数_神奈川ネットワーク,当選者数_神奈川ネットワーク運動,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政・新風,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由党
横浜市議会議員補欠選挙（2017年07月30日投票）,横浜市議会議員補欠選挙,神奈川県,横浜市,20170730.0,2017.0,7.0,30.0,20170721.0,38.35,1.0,2.0,2.0,146482.0,,,-40882.0,その他/伊藤大貴議員が横浜市長選挙出馬による辞職のため,19.13,,,,横浜市議会議員補欠選挙（2017年07月30日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,53887.0,0.0,40.0,9.0,31.0,35.5,40.0,44.5,49.0,31.0,0.0,31.0,31.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
横浜市議会議員選挙（1999年04月11日投票）,横浜市議会議員選挙,神奈川県,横浜市,19990411.0,1999.0,4.0,11.0,19990402.0,47.03,0.0,137.0,,2654456.0,,,,任期満了,,,,,横浜市議会議員選挙（1999年04月11日投票）,18.0,137.0,92.0,1.4891304347826086,0.0,0.0,0.0,0.18248175182481752,0.15217391304347827,0.635036496350365,0.35036496350364965,0.014598540145985401,0.8260869565217391,0.16304347826086957,0.010869565217391304,0.7368535754026546,0.2507526539989314,0.012393770598414055,0.008469581326467295,0.005224013624977737,0.006196885299207027,1224002.0,10.0,50.693430656934304,9.249629737151029,25.0,45.0,51.0,56.0,74.0,51.29347826086956,8.489812364749758,30.0,45.75,52.0,57.0,74.0,,,,,,,,,,180780.6,,,,,,,,,,,,,,,158047.0,,,,,7182.0,11550.0,,244628.84999999998,,,115543.0,,8895.0,,,,124975.0,,,,8779.0,363621.55,,1224002.0,,,,,,,,,,0.14769632729358287,,,,,,,,,,,,,,,0.12912315502752447,,,,,0.0058676374711806025,0.009436259091079917,,0.19985984500025325,,,0.09439772157235037,,0.007267144988325183,,,,0.10210359133400108,,,,0.007172373901349834,0.2970759443203524,,1.0,,,,,,,,,,0.00923102045584893,,,,,,,,,,,,,,,0.007173508612640249,,,,,0.0058676374711806025,0.009436259091079917,,0.008327493541677219,,,0.004495129598683351,,0.007267144988325183,,,,0.0068069060889334055,,,,0.003586186950674917,0.007817788008430327,,,,,,,,,,,16.0,,,,,,,,,,,,,,,18.0,,,,,1.0,1.0,,24.0,,,21.0,,1.0,,,,15.0,,,,2.0,38.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,10.0,,,,,0.0,1.0,,19.0,,,5.0,,0.0,,,,9.0,,,,0.0,32.0,
横浜市議会議員選挙（2003年04月13日投票）,横浜市議会議員選挙,神奈川県,横浜市,20030413.0,2003.0,4.0,13.0,20030404.0,49.5,0.0,147.0,,2777717.0,,,123261.0,任期満了,47.03,,,,横浜市議会議員選挙（2003年04月13日投票）,18.0,147.0,92.0,1.5978260869565217,0.0,0.0,0.0,0.2585034013605442,0.1956521739130435,0.5034013605442177,0.4421768707482993,0.05442176870748299,0.7065217391304348,0.25,0.043478260869565216,0.6221423292129508,0.3288492494491461,0.049008421337903146,0.008407328773147984,0.005059219222294555,0.006126052667237893,1341953.04,10.0,49.63265306122449,10.597831656447887,25.0,41.0,51.0,57.0,78.0,50.858695652173914,10.429454028958324,27.0,43.0,53.5,58.0,69.0,,,,,,,,94444.0,,204327.3,,,,,,,,,,,,,,,117814.0,,,,,,,,262192.49,,21626.0,71990.25,,7431.0,,,,128592.0,,,,32424.0,401112.0,,1341953.04,,,,,,,,0.07037802157369083,,0.15226114022589046,,,,,,,,,,,,,,,0.08779293797046728,,,,,,,,0.19538127056964674,,0.016115318014406823,0.05364587869632159,,0.005537451593686169,,,,0.09582451558811625,,,,0.02416179928322976,0.298901666484544,,1.0,,,,,,,,0.007819780174854537,,0.009516321264118154,,,,,,,,,,,,,,,0.005164290468851016,,,,,,,,0.00781525082278587,,0.005371772671468941,0.003155639923313035,,0.0018458171978953898,,,,0.005989032224257266,,,,0.00604044982080744,0.00807842341850119,,,,,,,,,9.0,,16.0,,,,,,,,,,,,,,,17.0,,,,,,,,25.0,,3.0,17.0,,3.0,,,,16.0,,,,4.0,37.0,,,,,,,,,8.0,,16.0,,,,,,,,,,,,,,,6.0,,,,,,,,19.0,,1.0,2.0,,0.0,,,,7.0,,,,2.0,31.0,
横浜市議会議員選挙（2007年04月08日投票）,横浜市議会議員選挙,神奈川県,横浜市,20070408.0,2007.0,4.0,8.0,20070330.0,48.2,0.0,142.0,,2874080.0,,,96363.0,任期満了,49.5,,,,横浜市議会議員選挙（2007年04月08日投票）,18.0,142.0,92.0,1.5434782608695652,0.0,0.0,0.0,0.20422535211267606,0.16304347826086957,0.5422535211267606,0.4084507042253521,0.04929577464788732,0.7717391304347826,0.20652173913043478,0.021739130434782608,0.6827811606929026,0.27552629979973586,0.04169253950736149,0.008867287801206528,0.0047504534448230325,0.0059560770724802125,1359259.97,11.0,49.943661971830984,10.503369444542733,26.0,41.25,50.0,59.75,79.0,51.03260869565217,10.361352823118308,29.0,42.0,51.5,60.0,79.0,,,,,,,87018.0,48787.0,,198435.2,,,,,,2831.0,,,,,,,,,115833.0,,,,,,,,374685.77,,,116250.0,755.0,7683.0,,,,16134.0,,,,,390848.0,,1359259.97,,,,,,,0.06401865862348613,0.035892324556574706,,0.1459876729835574,,,,,,0.002082750954550659,,,,,,,,,0.08521769386028487,,,,,,,,0.2756542370625393,,,0.08552447844101523,0.0005554493008427225,0.005652340368708129,,,,0.011869694065955609,,,,,0.2875446997824853,,1.0,,,,,,,0.0058198780566805575,0.007178464911314941,,0.009124229561472337,,,,,,0.002082750954550659,,,,,,,,,0.005326105866267804,,,,,,,,0.008353158698864827,,,0.004276223922050761,0.0005554493008427225,0.0018841134562360428,,,,0.0059348470329778046,,,,,0.008457197052426039,,,,,,,,11.0,5.0,,16.0,,,,,,1.0,,,,,,,,,16.0,,,,,,,,33.0,,,20.0,1.0,3.0,,,,2.0,,,,,34.0,,,,,,,,4.0,4.0,,16.0,,,,,,0.0,,,,,,,,,5.0,,,,,,,,28.0,,,4.0,0.0,0.0,,,,1.0,,,,,30.0,
横浜市議会議員選挙（2011年04月10日投票）,横浜市議会議員選挙,神奈川県,横浜市,20110410.0,2011.0,4.0,10.0,20110401.0,46.73,86.0,142.0,1.6511627906976745,2955105.0,,,81025.0,任期満了,48.2,,,,横浜市議会議員選挙（2011年04月10日投票）,18.0,142.0,86.0,1.6511627906976745,0.0,0.0,0.0,0.1619718309859155,0.11627906976744186,0.528169014084507,0.44366197183098594,0.028169014084507043,0.686046511627907,0.27906976744186046,0.03488372093023256,0.6186884197296085,0.3547946435877073,0.026516936682684105,0.008249178929728113,0.005631661009328688,0.006629234170671026,1345705.97,12.0,,,,,,,,,,,,,,,,,,181803.0,,,41778.0,32728.77,6723.0,185480.7,,,,,,,,,,,,,,,97147.0,,3713.0,,,,,,289397.0,,,82552.27,,4057.0,,,,21170.0,,,,,399156.23,,1345705.97,,,,0.13509860552970573,,,0.031045414772143724,0.024320892326872862,0.004995890744246308,0.1378315205066676,,,,,,,,,,,,,,,0.07219036116782629,,0.002759146561562776,,,,,,0.215052178151517,,,0.06134495338532236,,0.0030147744681551796,,,,0.015731519716747633,,,,,0.29661474266923255,,1.0,,,,0.009649900394978981,,,0.005174235795357287,0.006080223081718216,0.004995890744246308,0.008614470031666726,,,,,,,,,,,,,,,0.004812690744521753,,0.002759146561562776,,,,,,0.006720380567234906,,,0.0034080529658512423,,0.0030147744681551796,,,,0.005243839905582544,,,,,0.009568217505459114,,,,,14.0,,,6.0,4.0,1.0,16.0,,,,,,,,,,,,,,,15.0,,1.0,,,,,,32.0,,,18.0,,1.0,,,,3.0,,,,,31.0,,,,,13.0,,,0.0,2.0,0.0,15.0,,,,,,,,,,,,,,,5.0,,0.0,,,,,,17.0,,,3.0,,0.0,,,,1.0,,,,,30.0,
横浜市議会議員選挙（2015年04月12日投票）,横浜市議会議員選挙,神奈川県,横浜市,20150412.0,2015.0,4.0,12.0,20150403.0,42.0,86.0,128.0,1.4883720930232558,2966971.0,,,11866.0,任期満了,46.73,,,,横浜市議会議員選挙（2015年04月12日投票）,18.0,128.0,86.0,1.4883720930232558,0.0,0.0,0.0,0.1796875,0.16279069767441862,0.625,0.328125,0.046875,0.813953488372093,0.16279069767441862,0.023255813953488372,0.7321361367962299,0.2322574074934366,0.03560645571033335,0.009151701709952874,0.005529938273653253,0.005934409285055558,1223485.9980000001,9.0,50.9140625,10.4799118434314,32.0,43.75,49.0,59.0,74.0,50.81395348837209,10.176936565504462,33.0,44.0,50.0,58.0,74.0,,,,,14873.0,,,,,181927.0,,,,,,,,,,,,,,,157187.0,,,,,,,2609.0,190690.0,,,103842.0,,,,,,18026.0,,130364.686,,,423967.31200000003,,1223485.9980000001,,,,,0.012156248640615827,,,,,0.1486956126162385,,,,,,,,,,,,,,,0.12847470282205875,,,,,,,0.00213243143302405,0.15585793406031279,,,0.08487387691379202,,,,,,0.014733311234837685,,0.10655184138854361,,,0.34652404089057665,,1.0,,,,,0.004052082880205276,,,,,0.009293475788514907,,,,,,,,,,,,,,,0.007557335460121103,,,,,,,0.00213243143302405,0.007084451548196036,,,0.005658258460919468,,,,,,0.004911103744945895,,0.0066594900867839755,,,0.009900686882587904,,,,,,3.0,,,,,16.0,,,,,,,,,,,,,,,17.0,,,,,,,1.0,22.0,,,15.0,,,,,,3.0,,16.0,,,35.0,,,,,,1.0,,,,,16.0,,,,,,,,,,,,,,,9.0,,,,,,,0.0,13.0,,,5.0,,,,,,1.0,,9.0,,,32.0,
横浜市議会議員選挙（2019年04月07日投票）,横浜市議会議員選挙,神奈川県,横浜市,20190407.0,2019.0,4.0,7.0,20190329.0,42.48,86.0,132.0,1.5348837209302326,,,,,"任期満了/R38.8磯子区の太田正孝辞職https://www.city.yokohama.lg.jp/city-info/koho-kocho/press/shikai/2021/0810ketsuinn.files/20210810.pdf",42.0,,,,横浜市議会議員選挙（2019年04月07日投票）,18.0,132.0,86.0,1.5348837209302326,0.03787878787878788,0.05555555555555555,0.0,0.23484848484848486,0.18604651162790697,,,,,,,,,,,,,1195060.9980000001,11.0,52.28030303030303,10.88250917614034,25.0,44.75,51.0,60.0,78.0,52.93023255813954,10.169254503414644,34.0,45.0,51.5,59.75,78.0,,,1643.0,,,,,,,,,,48609.444,,,,,,,,3650.0,,,,,,,,39858.0,,,,,,,141250.0,,5958.0,,,,8089.0,,,,,,,249057.44400000002,,,0.006596871683947739,,,,,,,,,,0.19517362428243662,,,,,,,,0.014655253588806604,,,,,,,,0.1600353691897681,,,,,,,0.5671382381969678,,0.02392219202249582,,,,0.03247845103557716,,,,,,,1.0,,,0.006596871683947739,,,,,,,,,,0.024396703035304577,,,,,,,,0.003663813397201651,,,,,,,,0.020004421148721013,,,,,,,0.025779010827134904,,0.02392219202249582,,,,0.03247845103557716,,,,,,,,,1.0,,,,,,,16.0,,,8.0,,,,,,,,4.0,,,,17.0,,,,8.0,,,,,,,22.0,,1.0,,,,1.0,19.0,,,,35.0,,,,0.0,,,,,,,16.0,,,2.0,,,,,,,,0.0,,,,9.0,,,,0.0,,,,,,,9.0,,0.0,,,,1.0,16.0,,,,33.0,
横須賀市議会議員補欠選挙（2017年06月25日投票）,横須賀市議会議員補欠選挙,神奈川県,横須賀市,20170625.0,2017.0,6.0,25.0,20170618.0,46.05,2.0,4.0,2.0,,,,,その他/辞職　死去,,,,,横須賀市議会議員補欠選挙（2017年06月25日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,137077.0,0.0,44.75,11.321991874224253,29.0,37.25,45.5,53.0,59.0,34.5,5.5,29.0,31.75,34.5,37.25,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
横須賀市議会議員選挙（1999年04月25日投票）,横須賀市議会議員選挙,神奈川県,横須賀市,19990425.0,1999.0,4.0,25.0,19990418.0,52.58,45.0,53.0,1.1777777777777778,345919.0,,,,任期満了,,,,,横須賀市議会議員選挙（1999年04月25日投票）,1.0,53.0,46.0,1.1521739130434783,0.0,0.0,0.0,0.1320754716981132,0.10869565217391304,0.7358490566037735,0.22641509433962265,0.03773584905660377,0.782608695652174,0.1956521739130435,0.021739130434782608,0.7583794075059005,0.20913786311775617,0.03248272937634327,0.01944562583348463,0.017428155259813016,0.016241364688171635,179910.99,6.0,53.83018867924528,10.844937692274023,25.0,48.0,55.0,62.0,78.0,55.23913043478261,9.700257241341808,27.0,49.0,55.5,62.0,78.0,,,,,,,,,,26424.0,,,,,,,,,,,,,,,13550.0,,,,,,,,3719.0,,,81354.79999999999,,,,,,7215.0,,,,,47648.19,,179910.99,,,,,,,,,,0.14687262851480057,,,,,,,,,,,,,,,0.07531502105568982,,,,,,,,0.020671333085321805,,,0.45219472140084377,,,,,,0.04010316434810347,,,,,0.26484313159524053,,1.0,,,,,,,,,,0.02098180407354294,,,,,,,,,,,,,,,0.018828755263922456,,,,,,,,0.020671333085321805,,,0.019660640060906252,,,,,,0.013367721449367825,,,,,0.017656208773016036,,,,,,,,,,,7.0,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,23.0,,,,,,3.0,,,,,15.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,21.0,,,,,,1.0,,,,,13.0,
横須賀市議会議員選挙（2003年04月27日投票）,横須賀市議会議員選挙,神奈川県,横須賀市,20030427.0,2003.0,4.0,27.0,20030420.0,53.1,45.0,56.0,1.2444444444444445,351144.0,,,5225.0,任期満了,52.58,,,,横須賀市議会議員選挙（2003年04月27日投票）,1.0,56.0,45.0,1.2444444444444445,0.0,0.0,0.0,0.16071428571428573,0.15555555555555556,0.6428571428571429,0.35714285714285715,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6526638739299983,0.3473361260700018,,0.018129552053611064,0.01736680630350009,,184098.99,6.0,52.55357142857143,10.897115678106791,27.0,47.75,54.5,60.25,68.0,53.06666666666667,10.567034693906432,27.0,48.0,54.0,60.0,68.0,,,,,,,,,,27582.42,,,,,,,,,,,,,1329.0,,10455.48,,,,,,,,,,,111395.32,,,,,,4320.0,,,,,29016.77,,184098.99,,,,,,,,,,0.14982385291738973,,,,,,,,,,,,,0.007218942374425846,,0.0567927070105056,,,,,,,,,,,0.6050838193082972,,,,,,0.02346563661212916,,,,,0.15761504177725255,,1.0,,,,,,,,,,0.021403407559627104,,,,,,,,,,,,,0.007218942374425846,,0.0141981767526264,,,,,,,,,,,0.018335873312372644,,,,,,0.01173281830606458,,,,,0.017512782419694728,,,,,,,,,,,7.0,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,33.0,,,,,,2.0,,,,,9.0,,,,,,,,,,,7.0,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,27.0,,,,,,1.0,,,,,8.0,
横須賀市議会議員選挙（2007年04月22日投票）,横須賀市議会議員選挙,神奈川県,横須賀市,20070422.0,2007.0,4.0,22.0,20070415.0,52.59,43.0,63.0,1.4651162790697674,349183.0,,,-1961.0,任期満了,53.1,,,,横須賀市議会議員選挙（2007年04月22日投票）,1.0,63.0,43.0,1.4651162790697674,0.0,0.0,0.0,0.15873015873015872,0.18604651162790697,0.5396825396825397,0.4444444444444444,0.015873015873015872,0.7906976744186046,0.20930232558139536,0.0,0.7321203095439026,0.265381055604278,0.0024986348518193703,0.02153295028070302,0.009477894843009928,0.0024986348518193703,181299.0,6.0,51.26984126984127,10.619249292222133,28.0,44.0,52.0,59.5,71.0,53.06976744186046,9.703500564318562,31.0,47.5,53.0,60.0,71.0,,,,,,,,,,26579.27,,,,,,,,,,,,,,,10178.0,,,,,,,,8416.0,,,105366.53,,,,,,2201.0,,,,,28558.2,,181299.0,,,,,,,,,,0.14660461447663803,,,,,,,,,,,,,,,0.05613930578767671,,,,,,,,0.04642055389163757,,,0.5811754615304,,,,,,0.012140166244711774,,,,,0.15751989806893585,,1.0,,,,,,,,,,0.02094351635380543,,,,,,,,,,,,,,,0.01871310192922557,,,,,,,,0.023210276945818786,,,0.014175011256839025,,,,,,0.012140166244711774,,,,,0.017502210896548426,,,,,,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,41.0,,,,,,1.0,,,,,9.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,22.0,,,,,,1.0,,,,,8.0,
横須賀市議会議員選挙（2011年04月24日投票）,横須賀市議会議員選挙,神奈川県,横須賀市,20110424.0,2011.0,4.0,24.0,20110417.0,47.98,41.0,61.0,1.4878048780487805,347581.0,,,-1602.0,任期満了,52.59,,,,横須賀市議会議員選挙（2011年04月24日投票）,1.0,61.0,41.0,1.4878048780487805,0.0,0.0,0.0,0.14754098360655737,0.14634146341463414,0.5573770491803278,0.4426229508196721,0.0,0.7560975609756098,0.24390243902439024,0.0,0.6660343208479677,0.3339656791520324,,0.019589244730822578,0.012369099227853052,,164777.98,7.0,50.98360655737705,11.697683395818572,26.0,43.0,52.0,59.0,75.0,52.926829268292686,10.725829876136682,26.0,46.0,55.0,60.0,75.0,,,,3860.0,,,,,,24764.69,,,,,,,,,,,,,,,8285.7,,,,,,,,3101.3,,,93533.75,,,,,,1930.0,,,,,29302.54,,164777.98,,,,0.02342546012519391,,,,,,0.15029125857714726,,,,,,,,,,,,,,,0.0502840246008599,,,,,,,,0.018821082768462144,,,0.5676350080271647,,,,,,0.011712730062596955,,,,,0.17783043583857502,,1.0,,,,0.011712730062596955,,,,,,0.021470179796735323,,,,,,,,,,,,,,,0.016761341533619967,,,,,,,,0.009410541384231072,,,0.015341486703436885,,,,,,0.011712730062596955,,,,,0.019758937315397226,,,,,2.0,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,37.0,,,,,,1.0,,,,,9.0,,,,,0.0,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,0.0,,,23.0,,,,,,0.0,,,,,8.0,
横須賀市議会議員選挙（2015年04月26日投票）,横須賀市議会議員選挙,神奈川県,横須賀市,20150426.0,2015.0,4.0,26.0,20150419.0,46.59,41.0,54.0,1.3170731707317074,,,,,任期満了,47.98,,,,横須賀市議会議員選挙（2015年04月26日投票）,1.0,54.0,41.0,1.3170731707317074,0.0,0.0,0.0,0.12962962962962962,0.14634146341463414,0.5740740740740741,0.4074074074074074,0.018518518518518517,0.7560975609756098,0.24390243902439024,0.0,0.6791069445603405,0.31030194298772074,0.010591112451938816,0.021906675630978725,0.014104633772169124,0.010591112451938816,155791.0,7.0,52.388888888888886,10.583734317279768,29.0,46.25,54.0,60.0,71.0,52.5609756097561,10.734146064364525,29.0,46.0,54.0,61.0,71.0,,,,,,,,,,22576.8,,,,,,,,,,,,,,,10941.0,,,,,,,2366.0,,,,83255.38,,,,,,1921.0,,1238.0,,,33492.82,,155791.0,,,,,,,,,,0.1449172288514741,,,,,,,,,,,,,,,0.07022870384040156,,,,,,,0.015187013370477113,,,,0.5344042980659988,,,,,,0.012330622436469372,,0.00794654376696985,,,0.21498558966820933,,1.0,,,,,,,,,,0.020702461264496298,,,,,,,,,,,,,,,0.02340956794680052,,,,,,,0.007593506685238557,,,,0.018427734416068924,,,,,,0.012330622436469372,,0.00794654376696985,,,0.019544144515291757,,,,,,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,2.0,,,,29.0,,,,,,1.0,,1.0,,,11.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,0.0,,,,20.0,,,,,,1.0,,0.0,,,10.0,
