,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_あたらしい党,得票数_みんなの党,得票数_みんなの改革,得票数_オリーブの木,得票数_ネットワーク横浜,得票数_ヨコハマから日本を変える会,得票数_ヨコハマ維新の会,得票数_公明党,得票数_厚木市民グループ,得票数_国民新党,得票数_国民民主党,得票数_地域政党いざ鎌倉,得票数_市民の,得票数_市民のための教育委員会,得票数_市民の党,得票数_市民連合・かわさき,得票数_希望の党,得票数_平和市民,得票数_幸福実現党,得票数_新しい川崎の会,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本列島に本当の民主主義を根付かせる会,得票数_日本創新党,得票数_日本第一党,得票数_日本維新の会,得票数_栄区の環境を守る会,得票数_横浜自由クラブ,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無党派知事をつくろう会,得票数_無所属,得票数_無私の会,得票数_社会民主党,得票数_社民主,得票数_神奈川ネット,得票数_神奈川ネットワーク,得票数_神奈川ネットワーク運動,得票数_立憲民主党,得票数_維新の党,得票数_維新政・新風,得票数_自由党,得票数_自由民主党,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_あたらしい党,得票率_みんなの党,得票率_みんなの改革,得票率_オリーブの木,得票率_ネットワーク横浜,得票率_ヨコハマから日本を変える会,得票率_ヨコハマ維新の会,得票率_公明党,得票率_厚木市民グループ,得票率_国民新党,得票率_国民民主党,得票率_地域政党いざ鎌倉,得票率_市民の,得票率_市民のための教育委員会,得票率_市民の党,得票率_市民連合・かわさき,得票率_希望の党,得票率_平和市民,得票率_幸福実現党,得票率_新しい川崎の会,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本列島に本当の民主主義を根付かせる会,得票率_日本創新党,得票率_日本第一党,得票率_日本維新の会,得票率_栄区の環境を守る会,得票率_横浜自由クラブ,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無党派知事をつくろう会,得票率_無所属,得票率_無私の会,得票率_社会民主党,得票率_社民主,得票率_神奈川ネット,得票率_神奈川ネットワーク,得票率_神奈川ネットワーク運動,得票率_立憲民主党,得票率_維新の党,得票率_維新政・新風,得票率_自由党,得票率_自由民主党,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_あたらしい党,一人あたり得票率_みんなの党,一人あたり得票率_みんなの改革,一人あたり得票率_オリーブの木,一人あたり得票率_ネットワーク横浜,一人あたり得票率_ヨコハマから日本を変える会,一人あたり得票率_ヨコハマ維新の会,一人あたり得票率_公明党,一人あたり得票率_厚木市民グループ,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いざ鎌倉,一人あたり得票率_市民の,一人あたり得票率_市民のための教育委員会,一人あたり得票率_市民の党,一人あたり得票率_市民連合・かわさき,一人あたり得票率_希望の党,一人あたり得票率_平和市民,一人あたり得票率_幸福実現党,一人あたり得票率_新しい川崎の会,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本列島に本当の民主主義を根付かせる会,一人あたり得票率_日本創新党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_栄区の環境を守る会,一人あたり得票率_横浜自由クラブ,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無党派知事をつくろう会,一人あたり得票率_無所属,一人あたり得票率_無私の会,一人あたり得票率_社会民主党,一人あたり得票率_社民主,一人あたり得票率_神奈川ネット,一人あたり得票率_神奈川ネットワーク,一人あたり得票率_神奈川ネットワーク運動,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政・新風,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_あたらしい党,立候補者数_みんなの党,立候補者数_みんなの改革,立候補者数_オリーブの木,立候補者数_ネットワーク横浜,立候補者数_ヨコハマから日本を変える会,立候補者数_ヨコハマ維新の会,立候補者数_公明党,立候補者数_厚木市民グループ,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党いざ鎌倉,立候補者数_市民の,立候補者数_市民のための教育委員会,立候補者数_市民の党,立候補者数_市民連合・かわさき,立候補者数_希望の党,立候補者数_平和市民,立候補者数_幸福実現党,立候補者数_新しい川崎の会,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本列島に本当の民主主義を根付かせる会,立候補者数_日本創新党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_栄区の環境を守る会,立候補者数_横浜自由クラブ,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無党派知事をつくろう会,立候補者数_無所属,立候補者数_無私の会,立候補者数_社会民主党,立候補者数_社民主,立候補者数_神奈川ネット,立候補者数_神奈川ネットワーク,立候補者数_神奈川ネットワーク運動,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政・新風,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_　,当選者数_あたらしい党,当選者数_みんなの党,当選者数_みんなの改革,当選者数_オリーブの木,当選者数_ネットワーク横浜,当選者数_ヨコハマから日本を変える会,当選者数_ヨコハマ維新の会,当選者数_公明党,当選者数_厚木市民グループ,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党いざ鎌倉,当選者数_市民の,当選者数_市民のための教育委員会,当選者数_市民の党,当選者数_市民連合・かわさき,当選者数_希望の党,当選者数_平和市民,当選者数_幸福実現党,当選者数_新しい川崎の会,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本列島に本当の民主主義を根付かせる会,当選者数_日本創新党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_栄区の環境を守る会,当選者数_横浜自由クラブ,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無党派知事をつくろう会,当選者数_無所属,当選者数_無私の会,当選者数_社会民主党,当選者数_社民主,当選者数_神奈川ネット,当選者数_神奈川ネットワーク,当選者数_神奈川ネットワーク運動,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政・新風,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由党
横須賀市議会議員選挙（2019年04月21日投票）,横須賀市議会議員選挙,神奈川県,横須賀市,20190421.0,2019.0,4.0,21.0,20190414.0,42.79,40.0,50.0,1.25,,,,,任期満了,46.59,,,,横須賀市議会議員選挙（2019年04月21日投票）,1.0,50.0,40.0,1.25,0.0,0.0,0.0,0.08,0.1,,,,,,,,,,,,,143283.995,8.0,51.22,11.317755961320247,25.0,43.0,54.0,59.0,72.0,50.5,11.027239001672177,25.0,42.0,53.0,58.25,71.0,1656.0,,,482.0,,,,,,21902.0,,,,,,,,,,,,,,,9355.618,,,,,,,,,,,59999.319,,,,,,2366.0,3655.826,,,,43867.232,,143283.995,0.011557466694029574,,,0.00336394863920426,,,,,,0.15285726783371723,,,,,,,,,,,,,,,0.06529422912866158,,,,,,,,,,,0.4187440404631376,,,,,,0.01651266074762921,0.025514545431260485,,,,0.30615584106236016,,1.0,0.011557466694029574,,,0.00336394863920426,,,,,,0.02183675254767389,,,,,,,,,,,,,,,0.021764743042887193,,,,,,,,,,,0.01820626262883207,,,,,,0.01651266074762921,0.012757272715630243,,,,0.02551298675519668,,1.0,,,1.0,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,23.0,,,,,,1.0,2.0,,,,12.0,,0.0,,,0.0,,,,,,7.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,17.0,,,,,,1.0,1.0,,,,11.0,
海老名市議会議員選挙（2003年11月09日投票）,海老名市議会議員選挙,神奈川県,海老名市,20031109.0,2003.0,11.0,9.0,20031102.0,66.05,24.0,29.0,1.2083333333333333,94873.0,,,,任期満了,,,,,海老名市議会議員選挙（2003年11月09日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.1724137931034483,0.16666666666666666,0.6551724137931034,0.3448275862068966,0.0,0.7916666666666666,0.20833333333333334,0.0,0.7165287375415282,0.28347126245847176,,0.03771203881797517,0.028347126245847176,,60200.0,6.0,52.758620689655174,11.115863694905126,25.0,47.0,56.0,61.0,69.0,53.375,10.343325142332132,29.0,47.0,56.5,61.25,69.0,,,,,,,,,,7171.0,,,,,2995.0,,,,,,,,,,5799.0,,,,,,,,,,,38266.0,,1880.0,,,,4089.0,,,,,,,60200.0,,,,,,,,,,0.11911960132890366,,,,,0.049750830564784056,,,,,,,,,,0.09632890365448504,,,,,,,,,,,0.6356478405315614,,0.03122923588039867,,,,0.06792358803986712,,,,,,,1.0,,,,,,,,,,0.03970653377630122,,,,,0.049750830564784056,,,,,,,,,,0.032109634551495014,,,,,,,,,,,0.033455149501661126,,0.03122923588039867,,,,0.03396179401993356,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,19.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,14.0,,1.0,,,,2.0,,,,,,
海老名市議会議員選挙（2007年11月11日投票）,海老名市議会議員選挙,神奈川県,海老名市,20071111.0,2007.0,11.0,11.0,20071104.0,52.2,24.0,29.0,1.2083333333333333,99965.0,,,5092.0,任期満了,66.05,,,,海老名市議会議員選挙（2007年11月11日投票）,1.0,29.0,24.0,1.2083333333333333,0.0,0.0,0.0,0.10344827586206896,0.125,0.6206896551724138,0.3448275862068966,0.034482758620689655,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.7039264903157825,0.24737902859523903,0.04869448108897853,0.039107027239765696,0.024737902859523903,0.04869448108897853,51189.990000000005,7.0,56.03448275862069,11.595132030357691,33.0,51.0,60.0,65.0,73.0,55.708333333333336,11.211895344776556,33.0,50.75,59.0,64.25,73.0,,,,,,,,,,6749.8,,,,,,,2354.0,,,,,,,,4758.0,,,,,,,,3488.0,,,30237.19,,1091.0,,,,2512.0,,,,,,,51189.99,,,,,,,,,,0.1318578104820884,,,,,,,0.04598555303488045,,,,,,,,0.0929478595326938,,,,,,,,0.0681383215741984,,,0.5906856008371949,,0.021312760561195656,,,,0.049072093977748386,,,,,,,1.0,,,,,,,,,,0.04395260349402946,,,,,,,0.04598555303488045,,,,,,,,0.030982619844231268,,,,,,,,0.0340691607870992,,,0.032815866713177495,,0.021312760561195656,,,,0.049072093977748386,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,3.0,,,,,,,,2.0,,,18.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,3.0,,,,,,,,2.0,,,14.0,,0.0,,,,1.0,,,,,,
海老名市議会議員選挙（2011年11月13日投票）,海老名市議会議員選挙,神奈川県,海老名市,20111113.0,2011.0,11.0,13.0,20111106.0,52.43,22.0,29.0,1.318181818181818,103247.0,,,3282.0,任期満了,52.2,,,,海老名市議会議員選挙（2011年11月13日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.10344827586206896,0.13636363636363635,0.5862068965517241,0.41379310344827586,0.0,0.5909090909090909,0.4090909090909091,0.0,0.5847747594472485,0.41522524055275145,,0.034398515261602855,0.034602103379395954,,52899.0,6.0,,,,,,,,,,,,,,,,,,2999.0,,,,,,6167.0,,,,,,,,,,,,,,,3239.0,,,,,,,,3919.0,,,33253.0,,,,,,3322.0,,,,,,,52899.0,,,,0.05669294315582525,,,,,,0.11658065369855763,,,,,,,,,,,,,,,0.06122989092421407,,,,,,,,0.07408457626798239,,,0.6286130172593055,,,,,,0.0627989186941152,,,,,,,1.0,,,,0.05669294315582525,,,,,,0.03886021789951921,,,,,,,,,,,,,,,0.030614945462107034,,,,,,,,0.02469485875599413,,,0.03492294540329475,,,,,,0.0313994593470576,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,3.0,,,18.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,14.0,,,,,,1.0,,,,,,
海老名市議会議員選挙（2015年11月15日投票）,海老名市議会議員選挙,神奈川県,海老名市,20151115.0,2015.0,11.0,15.0,20151108.0,50.46,22.0,25.0,1.1363636363636365,,,,,任期満了,52.43,,,,海老名市議会議員選挙（2015年11月15日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.24,0.2727272727272727,0.72,0.28,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7915418006869239,0.20845819931307608,,0.04397454448260688,0.02977974275901087,,50977.99,6.0,53.92,11.966352827825192,31.0,43.0,57.0,63.0,74.0,53.5,12.235380887187185,31.0,42.25,55.5,62.75,74.0,,,,,,,,,,6151.9400000000005,,,,,,,,,,,,,,,3961.0,,,,,,,,2326.0,,,30239.050000000003,,,,,,2617.0,,,,,5683.0,,50977.990000000005,,,,,,,,,,0.12067835550205099,,,,,,,,,,,,,,,0.07770019963517588,,,,,,,,0.04562753454971449,,,0.5931785462706552,,,,,,0.051335880445658996,,,,,0.1114794835967444,,1.0,,,,,,,,,,0.04022611850068366,,,,,,,,,,,,,,,0.03885009981758794,,,,,,,,0.04562753454971449,,,0.03489285566297972,,,,,,0.051335880445658996,,,,,0.1114794835967444,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,17.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,14.0,,,,,,1.0,,,,,1.0,
海老名市議会議員選挙（2019年11月10日投票）,海老名市議会議員選挙,神奈川県,海老名市,20191110.0,2019.0,11.0,10.0,20191103.0,51.03,22.0,26.0,1.181818181818182,,,,,任期満了,50.46,,,,海老名市議会議員選挙（2019年11月10日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.3076923076923077,0.36363636363636365,0.6153846153846154,0.34615384615384615,0.038461538461538464,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6859564993375533,0.23594840276755485,0.0780950978948918,0.04287228120859708,0.026216489196394983,0.0780950978948918,54344.0,8.0,55.46153846153846,11.603151989639478,35.0,46.0,55.5,63.0,78.0,56.04545454545455,12.18224219072123,35.0,46.0,58.0,63.75,78.0,1403.0,,,,,,,,,6056.07,,,1716.0,,,,,,,,,,,,3607.0,,,,,,,,,,,28714.93,,,,,,1505.0,4873.0,,,,6469.0,,54344.0,0.02581701751803327,,,,,,,,,0.11143953334314735,,,0.0315766229942588,,,,,,,,,,,,0.06637347269247755,,,,,,,,,,,0.5283919107905196,,,,,,0.027693949654055645,0.08966951273369646,,,,0.11903798027381128,,1.0,0.02581701751803327,,,,,,,,,0.03714651111438245,,,0.0315766229942588,,,,,,,,,,,,0.033186736346238775,,,,,,,,,,,0.03522612738603464,,,,,,0.027693949654055645,0.04483475636684823,,,,0.11903798027381128,,1.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,15.0,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,11.0,,,,,,1.0,2.0,,,,1.0,
清川村議会議員選挙（2009年04月19日投票）,清川村議会議員選挙,神奈川県,清川村,20090419.0,2009.0,4.0,19.0,20090414.0,76.49,10.0,14.0,1.4,2769.0,,,,任期満了,,,,,清川村議会議員選挙（2009年04月19日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.8,0.2,0.0,0.7592768791627021,0.2407231208372978,,0.07592768791627022,0.06018078020932445,,2102.0,2.0,58.857142857142854,7.548482750641661,46.0,53.0,60.5,63.0,73.0,59.1,8.514105942493316,46.0,51.5,61.5,63.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,1932.0,,,,,,,,,,,,,2102.0,,,,,,,,,,,,,,,,,,,,,,,,,0.08087535680304472,,,,,,,,,,,0.9191246431969553,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.08087535680304472,,,,,,,,,,,0.07070189563053503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,,
清川村議会議員選挙（2013年04月21日投票）,清川村議会議員選挙,神奈川県,清川村,20130421.0,2013.0,4.0,21.0,20130416.0,無投票,10.0,10.0,1.0,,,,,任期満了,76.49,,,,清川村議会議員選挙（2013年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,2.0,61.7,7.156116265125938,50.0,55.5,63.5,67.0,73.0,61.7,7.156116265125938,50.0,55.5,63.5,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,,
清川村議会議員選挙（2017年04月23日投票）,清川村議会議員選挙,神奈川県,清川村,20170423.0,2017.0,4.0,23.0,20170418.0,69.38,10.0,11.0,1.1,2590.0,,,,任期満了,,,,,清川村議会議員選挙（2017年04月23日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.46472564389697646,0.5352743561030235,,0.06638937769956807,0.13381858902575589,,1786.0,0.0,62.36363636363637,10.61108106284718,42.0,55.0,64.0,69.5,77.0,60.9,10.014489502715552,42.0,54.5,64.0,67.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清川村議会議員選挙（2021年04月18日投票）,清川村議会議員選挙,神奈川県,清川村,20210418.0,2021.0,4.0,18.0,20210413.0,70.36,8.0,10.0,1.25,2456.0,1262.0,1194.0,-134.0,任期満了,69.38,,,,清川村議会議員選挙（2021年04月18日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.1,0.125,0.7,0.3,0.0,0.75,0.25,0.0,0.669789033834329,0.330210966165671,,0.09568414769061842,0.11007032205522367,,1707.999,2.0,58.7,11.375851616472502,36.0,52.75,59.0,67.5,75.0,56.625,11.831499271013797,36.0,50.5,56.5,62.75,75.0,,,,,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,1540.999,,,,,,,,,,,,,1707.999,,,,,,,,,,,,,,,,,,,,,,,,,0.09777523288948062,,,,,,,,,,,0.9022247671105194,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.09777523288948062,,,,,,,,,,,0.10024719634561326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,
湯河原町議会議員補欠選挙（2007年04月22日投票）,湯河原町議会議員補欠選挙,神奈川県,湯河原町,20070422.0,2007.0,4.0,22.0,20070417.0,66.91,4.0,6.0,1.5,22972.0,,,,その他,,,,,湯河原町議会議員補欠選挙（2007年04月22日投票）,1.0,6.0,4.0,1.5,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.5,0.5,0.0,0.5,0.5,,0.5106337271750806,0.48936627282491946,,0.17021124239169352,0.16312209094163982,13965.0,1.0,56.0,13.686976778431873,26.0,58.0,61.5,64.25,65.0,52.25,15.417117110536587,26.0,49.25,59.0,62.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13965.0,,,,,,,,,,,,,13965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,
湯河原町議会議員補欠選挙（2015年04月26日投票）,湯河原町議会議員補欠選挙,神奈川県,湯河原町,20150426.0,2015.0,4.0,26.0,20150419.0,30.04,1.0,3.0,3.0,,,,,その他,66.91,,,,湯河原町議会議員補欠選挙（2015年04月26日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.5943787927179814,0.4056212072820185,,0.2971893963589907,0.4056212072820185,6262.0,1.0,60.666666666666664,5.90668171555645,56.0,56.5,57.0,63.0,69.0,56.0,0.0,56.0,56.0,56.0,56.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6262.0,,,,,,,,,,,,,6262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
湯河原町議会議員選挙（2008年03月23日投票）,湯河原町議会議員選挙,神奈川県,湯河原町,20080323.0,2008.0,3.0,23.0,20080318.0,62.98,16.0,17.0,1.0625,23085.0,,,,任期満了,,,,,湯河原町議会議員選挙（2008年03月23日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.7647058823529411,0.23529411764705882,0.0,0.8125,0.1875,0.0,0.7953263362758046,0.20467366372419543,,0.06117894894429266,0.05116841593104886,,14387.0,3.0,55.588235294117645,11.9413213552497,27.0,53.0,59.0,62.0,71.0,56.0,12.19118534023661,27.0,56.0,59.0,62.5,71.0,,,,,,,,,,1912.0,,,,,,,,,,,,,,,761.0,,,,,,,,,,,11714.0,,,,,,,,,,,,,14387.0,,,,,,,,,,0.13289775491763398,,,,,,,,,,,,,,,0.05289497462987419,,,,,,,,,,,0.8142072704524919,,,,,,,,,,,,,1.0,,,,,,,,,,0.06644887745881699,,,,,,,,,,,,,,,0.05289497462987419,,,,,,,,,,,0.05815766217517799,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,,,,
湯河原町議会議員選挙（2012年03月18日投票）,湯河原町議会議員選挙,神奈川県,湯河原町,20120318.0,2012.0,3.0,18.0,20120313.0,60.7,14.0,18.0,1.2857142857142858,22739.0,,,-346.0,任期満了,62.98,,,,湯河原町議会議員選挙（2012年03月18日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.1111111111111111,0.07142857142857142,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7524478248089359,0.20206422692533804,0.045487948265726046,0.06270398540074466,0.040412845385067606,0.045487948265726046,13608.0,4.0,57.27777777777778,13.891666388944431,25.0,56.0,62.0,64.0,75.0,55.42857142857143,15.008161045217488,25.0,51.5,61.5,63.75,75.0,,,,897.0,,,,,,1631.0,,,,,,,,,,,,,,,593.0,,,,,,,,,,,10487.0,,,,,,,,,,,,,13608.0,,,,0.06591710758377425,,,,,,0.1198559670781893,,,,,,,,,,,,,,,0.043577307466196355,,,,,,,,,,,0.77064961787184,,,,,,,,,,,,,1.0,,,,0.06591710758377425,,,,,,0.05992798353909465,,,,,,,,,,,,,,,0.043577307466196355,,,,,,,,,,,0.055046401276560006,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,,,,
湯河原町議会議員選挙（2016年03月13日投票）,湯河原町議会議員選挙,神奈川県,湯河原町,20160313.0,2016.0,3.0,13.0,20160308.0,56.97,14.0,17.0,1.2142857142857142,21994.0,,,-745.0,任期満了,60.7,,,,湯河原町議会議員選挙（2016年03月13日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.17647058823529413,0.14285714285714285,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.7857142857142857,0.21428571428571427,0.0,0.6449910699788927,0.3235103101152785,0.03149861990582887,0.05863555181626297,0.0647020620230557,0.03149861990582887,12318.0,0.0,56.76470588235294,14.84638760485172,27.0,57.0,61.0,66.0,79.0,55.5,15.895866488762776,27.0,41.25,62.0,65.75,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
