,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_はなまる組,得票数_みんなの党,得票数_公明党,得票数_公明政治連盟,得票数_国民民主党,得票数_地域産業を発展させる会・イノベーション静岡,得票数_幸福実現党,得票数_新社会党,得票数_新自由クラブ,得票数_日本共産党,得票数_日本民主党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_民社党,得票数_浜松ハッピーネットワーク,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 Greens Japan,得票数_緑の党 グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_たちあがれ日本,得票率_はなまる組,得票率_みんなの党,得票率_公明党,得票率_公明政治連盟,得票率_国民民主党,得票率_地域産業を発展させる会・イノベーション静岡,得票率_幸福実現党,得票率_新社会党,得票率_新自由クラブ,得票率_日本共産党,得票率_日本民主党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_民社党,得票率_浜松ハッピーネットワーク,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 Greens Japan,得票率_緑の党 グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_はなまる組,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連盟,一人あたり得票率_国民民主党,一人あたり得票率_地域産業を発展させる会・イノベーション静岡,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新自由クラブ,一人あたり得票率_日本共産党,一人あたり得票率_日本民主党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民社党,一人あたり得票率_浜松ハッピーネットワーク,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 Greens Japan,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_たちあがれ日本,立候補者数_はなまる組,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連盟,立候補者数_国民民主党,立候補者数_地域産業を発展させる会・イノベーション静岡,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新自由クラブ,立候補者数_日本共産党,立候補者数_日本民主党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民社党,立候補者数_浜松ハッピーネットワーク,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 Greens Japan,立候補者数_緑の党 グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_たちあがれ日本,当選者数_はなまる組,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連盟,当選者数_国民民主党,当選者数_地域産業を発展させる会・イノベーション静岡,当選者数_幸福実現党,当選者数_新社会党,当選者数_新自由クラブ,当選者数_日本共産党,当選者数_日本民主党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_民社党,当選者数_浜松ハッピーネットワーク,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 Greens Japan,当選者数_緑の党 グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由
御前崎市議会議員選挙（2004年04月18日投票）,御前崎市議会議員選挙,静岡県,御前崎市,20040418.0,2004.0,4.0,18.0,20040411.0,84.06,1.0,22.0,22.0,27420.0,,,,その他,,,,,御前崎市議会議員選挙（2004年04月18日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.045454545454545456,0.05555555555555555,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.045454545454545456,,22833.0,3.0,58.18181818181818,6.242350690946507,48.0,54.25,57.0,63.25,73.0,57.111111111111114,4.9316313380382555,48.0,54.25,56.5,58.5,68.0,,,,1368.0,,,,,,,833.37,,,,,,,20631.63,,,,,,,,,22833.0,,,,0.059913283405597165,,,,,,,0.03649848902903692,,,,,,,0.9035882275653659,,,,,,,,,1.0,,,,0.059913283405597165,,,,,,,0.03649848902903692,,,,,,,0.045179411378268294,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,16.0,,,,,,,,
御前崎市議会議員選挙（2008年04月13日投票）,御前崎市議会議員選挙,静岡県,御前崎市,20080413.0,2008.0,4.0,13.0,20080406.0,76.23,16.0,19.0,1.1875,27587.0,,,167.0,任期満了,84.06,,,,御前崎市議会議員選挙（2008年04月13日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.7368421052631579,0.2631578947368421,0.0,0.8125,0.1875,0.0,0.7857236968647816,0.2142763031352183,,0.05612312120462726,0.04285526062704366,,20796.0,3.0,58.78947368421053,4.111331547249959,46.0,58.0,60.0,61.0,65.0,58.8125,4.245861956069698,46.0,58.0,60.0,61.0,65.0,,,,1229.0,,,,,,,1183.46,,,,,,,18383.539999999997,,,,,,,,,20795.999999999996,,,,0.059097903442969814,,,,,,,0.05690805924216197,,,,,,,0.8839940373148683,,,,,,,,,1.0,,,,0.059097903442969814,,,,,,,0.05690805924216197,,,,,,,0.05199964925381578,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,17.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,
御前崎市議会議員選挙（2012年04月15日投票）,御前崎市議会議員選挙,静岡県,御前崎市,20120415.0,2012.0,4.0,15.0,20120408.0,76.69,16.0,18.0,1.125,27460.0,,,-127.0,任期満了,76.23,,,,御前崎市議会議員選挙（2012年04月15日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.0625,0.7777777777777778,0.2222222222222222,0.0,0.8125,0.1875,0.0,0.8097115384615384,0.19028846153846155,,0.05783653846153846,0.047572115384615386,,20800.0,3.0,61.611111111111114,4.584259165750277,50.0,61.25,63.0,64.0,69.0,61.5,4.8218253804964775,50.0,60.75,63.0,64.25,69.0,,,,1512.0,,,,,,,1003.0,,,,,,,18285.0,,,,,,,,,20800.0,,,,0.0726923076923077,,,,,,,0.048221153846153844,,,,,,,0.8790865384615385,,,,,,,,,1.0,,,,0.0726923076923077,,,,,,,0.048221153846153844,,,,,,,0.054942908653846156,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,
御前崎市議会議員選挙（2016年04月10日投票）,御前崎市議会議員選挙,静岡県,御前崎市,20160410.0,2016.0,4.0,10.0,20160403.0,72.89,15.0,16.0,1.0666666666666669,26557.0,,,-903.0,任期満了,76.69,,,,御前崎市議会議員選挙（2016年04月10日投票）,1.0,16.0,15.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.0,0.625,0.3125,0.0625,0.6666666666666666,0.26666666666666666,0.06666666666666667,0.6190926275992439,0.3269271161520689,0.05398025624868725,0.06190926275992439,0.06538542323041377,0.05398025624868725,19044.0,0.0,63.4375,4.344087217126286,55.0,60.75,64.5,67.0,69.0,63.333333333333336,4.4671641514002545,55.0,60.5,64.0,67.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
御前崎市議会議員選挙（2020年04月12日投票）,御前崎市議会議員選挙,静岡県,御前崎市,20200412.0,2020.0,4.0,12.0,20200405.0,66.68,15.0,20.0,1.3333333333333333,,,,,任期満了,72.89,,,,御前崎市議会議員選挙（2020年04月12日投票）,1.0,20.0,15.0,1.3333333333333333,0.0,0.0,0.0,0.05,0.06666666666666667,0.55,0.4,0.05,0.5333333333333333,0.4,0.06666666666666667,0.5331139979349286,0.3854311841578397,0.08145481790723168,0.048464908903175334,0.048178898019729965,0.08145481790723168,17211.996,3.0,65.25,5.699780697535651,51.0,61.0,65.5,70.0,74.0,64.93333333333334,5.87045332340035,51.0,61.0,66.0,69.0,74.0,,,,1019.0,,,,,,,1044.869,,,,,,,15148.127,,,,,,,,,17211.996,,,,0.05920289546895084,,,,,,,0.060705858867269084,,,,,,,0.8800912456637802,,,,,,,,,1.0,,,,0.05920289546895084,,,,,,,0.030352929433634542,,,,,,,0.05177007327434001,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,17.0,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,14.0,,,,,,,,
御殿場市議会議員選挙（2008年01月27日投票）,御殿場市議会議員選挙,静岡県,御殿場市,20080127.0,2008.0,1.0,27.0,20080120.0,61.98,23.0,25.0,1.0869565217391304,68126.0,,,,任期満了,,,,,御殿場市議会議員選挙（2008年01月27日投票）,1.0,25.0,23.0,1.0869565217391304,0.0,0.0,0.0,0.2,0.17391304347826086,0.56,0.36,0.08,0.5652173913043478,0.391304347826087,0.043478260869565216,0.5457510667881287,0.4060876444359208,0.04816128877595052,0.038982219056294905,0.04512084938176898,0.02408064438797526,41714.0,3.0,58.64,7.964320435542508,41.0,53.0,59.0,64.0,74.0,58.69565217391305,8.253772695265114,41.0,52.5,59.0,65.0,74.0,,,,3543.31,,,,,,,2551.0,,,,,,,35619.69,,,,,,,,,41714.0,,,,0.08494294481469052,,,,,,,0.06115452845567435,,,,,,,0.8539025267296352,,,,,,,,,1.0,,,,0.04247147240734526,,,,,,,0.030577264227837176,,,,,,,0.04066202508236358,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,21.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,19.0,,,,,,,,
御殿場市議会議員選挙（2012年01月29日投票）,御殿場市議会議員選挙,静岡県,御殿場市,20120129.0,2012.0,1.0,29.0,20120122.0,61.08,23.0,27.0,1.173913043478261,69486.0,,,1360.0,任期満了,61.98,,,,御殿場市議会議員選挙（2012年01月29日投票）,1.0,27.0,23.0,1.173913043478261,0.0,0.0,0.0,0.14814814814814814,0.13043478260869565,0.48148148148148145,0.5185185185185185,0.0,0.5217391304347826,0.4782608695652174,0.0,0.4522923135718721,0.5477076864281278,,0.03479171642860555,0.03912197760200913,,41866.0,5.0,,,,,,,,,,,,,,,,,1475.21,3033.9700000000003,,,,,,,1898.0,,,,,,,32951.82,,,,,,,2507.0,,41866.0,,,0.03523646873357856,0.07246859026417618,,,,,,,0.04533511680122295,,,,,,,0.7870782974251183,,,,,,,0.059881526775904075,,1.0,,,0.01761823436678928,0.03623429513208809,,,,,,,0.022667558400611475,,,,,,,0.03935391487125591,,,,,,,0.059881526775904075,,,,2.0,2.0,,,,,,,2.0,,,,,,,20.0,,,,,,,1.0,,,,0.0,2.0,,,,,,,1.0,,,,,,,19.0,,,,,,,1.0,
御殿場市議会議員選挙（2016年01月31日投票）,御殿場市議会議員選挙,静岡県,御殿場市,20160131.0,2016.0,1.0,31.0,20160124.0,無投票,21.0,21.0,1.0,70215.0,,,729.0,任期満了,61.08,,,,御殿場市議会議員選挙（2016年01月31日投票）,1.0,21.0,21.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,4.0,61.38095238095238,7.383870390934106,42.0,58.0,60.0,67.0,72.0,61.38095238095238,7.383870390934106,42.0,58.0,60.0,67.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,17.0,,,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,17.0,,,,,,,1.0,
御殿場市議会議員選挙（2020年02月02日投票）,御殿場市議会議員選挙,静岡県,御殿場市,20200202.0,2020.0,2.0,2.0,20200126.0,51.43,21.0,25.0,1.1904761904761905,,,,,任期満了,,,,,御殿場市議会議員選挙（2020年02月02日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.12,0.14285714285714285,0.64,0.36,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6488816581709282,0.3511183418290717,,0.040555103635683015,0.03901314909211908,,35969.994999999995,5.0,59.52,11.771558945186486,28.0,55.0,62.0,68.0,76.0,61.904761904761905,8.57962571003322,41.0,58.0,63.0,68.0,76.0,,,,2926.727,,,,,,,1294.0,,,,,,,28876.681,,621.0,,,,,2251.587,,35969.995,,,,0.08136578834664836,,,,,,,0.03597442813100196,,,,,,,0.8027991385597912,,0.01726438938898935,,,,,0.06259625557356902,,1.0,,,,0.04068289417332418,,,,,,,0.03597442813100196,,,,,,,0.040139956927989565,,0.01726438938898935,,,,,0.06259625557356902,,,,,2.0,,,,,,,1.0,,,,,,,20.0,,1.0,,,,,1.0,,,,,2.0,,,,,,,1.0,,,,,,,17.0,,0.0,,,,,1.0,
掛川市議会議員選挙（2005年04月24日投票）,掛川市議会議員選挙,静岡県,掛川市,20050424.0,2005.0,4.0,24.0,20050417.0,76.21,30.0,41.0,1.3666666666666667,90012.0,,,,その他,,,,,掛川市議会議員選挙（2005年04月24日投票）,1.0,41.0,30.0,1.3666666666666667,0.0,0.0,0.0,0.07317073170731707,0.06666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.024390243902439025,,67599.0,3.0,60.926829268292686,5.769517221644345,46.0,57.0,62.0,65.0,73.0,60.9,5.436604332362864,46.0,58.0,61.0,64.75,73.0,,,,3021.0,,,,,,,5796.0,,,,,,,58782.0,,,,,,,,,67599.0,,,,0.044690010207251586,,,,,,,0.08574091332712022,,,,,,,0.8695690764656282,,,,,,,,,1.0,,,,0.044690010207251586,,,,,,,0.028580304442373406,,,,,,,0.023501866931503464,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,37.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,27.0,,,,,,,,
掛川市議会議員選挙（2009年04月19日投票）,掛川市議会議員選挙,静岡県,掛川市,20090419.0,2009.0,4.0,19.0,20090412.0,73.69,24.0,28.0,1.1666666666666667,92087.0,,,2075.0,任期満了,76.21,,,,掛川市議会議員選挙（2009年04月19日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.03571428571428571,0.0,0.6071428571428571,0.39285714285714285,0.0,0.625,0.375,0.0,0.5874560432988457,0.41254395670115424,,0.03455623784110857,0.037503996063741295,,66884.0,4.0,62.92857142857143,7.166033827461781,32.0,61.0,64.0,66.25,73.0,62.875,7.270445309607934,32.0,61.75,64.5,66.25,70.0,,,,3357.0,,,,,,,5769.0,,,,5449.0,,,52309.0,,,,,,,,,66884.0,,,,0.050191376113868785,,,,,,,0.08625381257101848,,,,0.08146940972429878,,,0.782085401590814,,,,,,,,,1.0,,,,0.050191376113868785,,,,,,,0.02875127085700616,,,,0.08146940972429878,,,0.034003713112644086,,,,,,,,,,,,1.0,,,,,,,3.0,,,,1.0,,,23.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,20.0,,,,,,,,
掛川市議会議員選挙（2013年04月21日投票）,掛川市議会議員選挙,静岡県,掛川市,20130421.0,2013.0,4.0,21.0,20130414.0,66.09,24.0,26.0,1.0833333333333333,92047.0,,,-40.0,任期満了,73.69,,,,掛川市議会議員選挙（2013年04月21日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.038461538461538464,0.041666666666666664,0.5,0.46153846153846156,0.038461538461538464,0.5416666666666666,0.4166666666666667,0.041666666666666664,0.529056628958521,0.4327513598291454,0.038192011212333565,0.04069666376604008,0.03606261331909545,0.038192011212333565,59934.0,4.0,60.46153846153846,10.92713900634129,30.0,60.0,64.0,67.0,73.0,60.083333333333336,11.276511970561742,30.0,59.75,64.0,67.0,73.0,,,,3119.41,,,,,,,3898.0,,,,4388.0,,,48528.59,,,,,,,,,59934.0,,,,0.052047418827376776,,,,,,,0.06503820869623252,,,,0.073213868588781,,,0.8097005038876096,,,,,,,,,1.0,,,,0.052047418827376776,,,,,,,0.03251910434811626,,,,0.073213868588781,,,0.03680456835852771,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,22.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,1.0,,,20.0,,,,,,,,
掛川市議会議員選挙（2017年04月16日投票）,掛川市議会議員選挙,静岡県,掛川市,20170416.0,2017.0,4.0,16.0,20170409.0,64.53,,25.0,,93662.0,,,1615.0,任期満了,66.09,,,,掛川市議会議員選挙（2017年04月16日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.16,0.19047619047619047,0.56,0.44,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5846174483140227,0.4153825516859773,,0.04175838916528734,0.037762050153270665,,59639.0,0.0,55.48,10.781910776852124,34.0,49.0,56.0,65.0,69.0,54.76190476190476,11.09227428225765,34.0,45.0,56.0,64.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
掛川市議会議員選挙（2021年04月18日投票）,掛川市議会議員選挙,静岡県,掛川市,20210418.0,2021.0,4.0,18.0,20210411.0,65.18,21.0,23.0,1.0952380952380951,92873.0,46492.0,46381.0,-789.0,任期満了,64.53,,,,掛川市議会議員選挙（2021年04月18日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.2608695652173913,0.2857142857142857,0.6086956521739131,0.391304347826087,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6871706816154066,0.3128293183845934,,0.04908362011538619,0.03475881315384371,,59403.0,3.0,57.34782608695652,9.888986828360801,38.0,50.0,60.0,65.5,72.0,57.142857142857146,9.804205678156281,38.0,51.0,60.0,65.0,72.0,,,,3217.0,,,,,,,3815.0,,,,,,,52371.0,,,,,,,,,59403.0,,,,0.054155514031277885,,,,,,,0.06422234567277747,,,,,,,0.8816221402959447,,,,,,,,,1.0,,,,0.054155514031277885,,,,,,,0.032111172836388736,,,,,,,0.044081107014797234,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,20.0,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,18.0,,,,,,,,
東伊豆町議会議員補欠選挙（2002年05月19日投票）,東伊豆町議会議員補欠選挙,静岡県,東伊豆町,20020519.0,2002.0,5.0,19.0,20020514.0,無投票,2.0,2.0,1.0,12683.0,,,,その他,,,,,東伊豆町議会議員補欠選挙（2002年05月19日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,67.0,2.0,65.0,66.0,67.0,68.0,69.0,67.0,2.0,65.0,66.0,67.0,68.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
東伊豆町議会議員補欠選挙（2018年03月18日投票）,東伊豆町議会議員補欠選挙,静岡県,東伊豆町,20180318.0,2018.0,3.0,18.0,20180313.0,無投票,1.0,1.0,1.0,,,,,任期満了/町議の村木脩氏が2月23日、「一身上の都合」を理由に議員の辞職願を提出,,,,,東伊豆町議会議員補欠選挙（2018年03月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東伊豆町議会議員選挙（1999年04月25日投票）,東伊豆町議会議員選挙,静岡県,東伊豆町,19990425.0,1999.0,4.0,25.0,19990420.0,80.9,16.0,18.0,1.125,12746.0,,,,任期満了,,,,,東伊豆町議会議員選挙（1999年04月25日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.625,0.3125,0.0625,0.596059925824712,0.3376703103650205,0.06626976381026742,0.05418726598406473,0.056278385060836746,0.06626976381026742,10246.0,3.0,57.94444444444444,8.229163736520809,40.0,51.25,59.5,64.0,74.0,57.3125,8.453688174400568,40.0,50.75,57.5,64.0,74.0,,,,868.0,,,,,,,683.08,,,,,,,8694.92,,,,,,,,,10246.0,,,,0.08471598672652743,,,,,,,0.06666796798750732,,,,,,,0.8486160452859652,,,,,,,,,1.0,,,,0.08471598672652743,,,,,,,0.06666796798750732,,,,,,,0.05303850283037283,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,
東伊豆町議会議員選挙（2003年04月27日投票）,東伊豆町議会議員選挙,静岡県,東伊豆町,20030427.0,2003.0,4.0,27.0,20030422.0,76.66,12.0,15.0,1.25,12584.0,,,-162.0,任期満了,80.9,,,,東伊豆町議会議員選挙（2003年04月27日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.5333333333333333,0.4,0.06666666666666667,0.6666666666666666,0.25,0.08333333333333333,0.6110415362137341,0.32832394072218746,0.06063452306407848,0.07638019202671677,0.054720656787031245,0.06063452306407848,9582.0,3.0,57.8,6.4,44.0,54.0,58.0,62.0,70.0,57.666666666666664,6.612278141625791,44.0,54.0,57.0,61.0,70.0,,,,1121.0,,,,,,,819.0,,,,,,,7642.0,,,,,,,,,9582.0,,,,0.11699018993946984,,,,,,,0.08547276142767689,,,,,,,0.7975370486328532,,,,,,,,,1.0,,,,0.11699018993946984,,,,,,,0.08547276142767689,,,,,,,0.061349003740988714,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,
東伊豆町議会議員選挙（2007年04月22日投票）,東伊豆町議会議員選挙,静岡県,東伊豆町,20070422.0,2007.0,4.0,22.0,20070417.0,71.3,12.0,14.0,1.1666666666666667,12234.0,,,-350.0,任期満了,76.66,,,,東伊豆町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.07142857142857142,,,8628.0,3.0,61.642857142857146,6.101605676929204,48.0,58.25,60.0,64.0,74.0,60.916666666666664,6.251111012363233,48.0,58.0,59.5,63.25,74.0,,,,1049.0,,,,,,,815.0,,,,,,,6764.0,,,,,,,,,8628.0,,,,0.12158089939731108,,,,,,,0.09445989800649049,,,,,,,0.7839592025961984,,,,,,,,,1.0,,,,0.12158089939731108,,,,,,,0.09445989800649049,,,,,,,0.06532993354968321,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,
東伊豆町議会議員選挙（2011年04月24日投票）,東伊豆町議会議員選挙,静岡県,東伊豆町,20110424.0,2011.0,4.0,24.0,20110419.0,61.99,12.0,13.0,1.0833333333333333,11909.0,,,-325.0,任期満了,71.3,,,,東伊豆町議会議員選挙（2011年04月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8224900698534447,0.11327215449938365,0.06423777564717162,0.08224900698534447,0.05663607724969182,0.06423777564717162,7301.0,3.0,,,,,,,,,,,,,,,,,,974.0,,,,,,,887.0,,,,,,,5440.0,,,,,,,,,7301.0,,,,0.13340638268730312,,,,,,,0.12149020682098342,,,,,,,0.7451034104917135,,,,,,,,,1.0,,,,0.13340638268730312,,,,,,,0.12149020682098342,,,,,,,0.06773667368106485,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,
東伊豆町議会議員選挙（2015年04月26日投票）,東伊豆町議会議員選挙,静岡県,東伊豆町,20150426.0,2015.0,4.0,26.0,20150421.0,64.83,12.0,13.0,1.0833333333333333,,,,,任期満了,61.99,,,,東伊豆町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.525027808676307,0.474972191323693,,0.06562847608453838,0.0949944382647386,,7192.0,3.0,61.15384615384615,11.230769230769232,37.0,54.0,66.0,68.0,78.0,61.75,11.490031911763054,37.0,55.25,66.5,68.75,78.0,,,,923.0,,,,,,,672.0,,,,,,,5597.0,,,,,,,,,7192.0,,,,0.12833704115684094,,,,,,,0.09343715239154617,,,,,,,0.7782258064516129,,,,,,,,,1.0,,,,0.12833704115684094,,,,,,,0.09343715239154617,,,,,,,0.07074780058651026,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,
東伊豆町議会議員選挙（2019年04月21日投票）,東伊豆町議会議員選挙,静岡県,東伊豆町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,12.0,12.0,1.0,,,,,任期満了,64.83,,,,東伊豆町議会議員選挙（2019年04月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,0.0,3.0,63.333333333333336,10.718623460542352,41.0,56.25,67.0,72.0,76.0,63.333333333333336,10.718623460542352,41.0,56.25,67.0,72.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,,
