,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_たちあがれ日本,得票数_はなまる組,得票数_みんなの党,得票数_公明党,得票数_公明政治連盟,得票数_国民民主党,得票数_地域産業を発展させる会・イノベーション静岡,得票数_幸福実現党,得票数_新社会党,得票数_新自由クラブ,得票数_日本共産党,得票数_日本民主党,得票数_日本社会党,得票数_日本維新の会,得票数_民主党,得票数_民社党,得票数_浜松ハッピーネットワーク,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 Greens Japan,得票数_緑の党 グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_たちあがれ日本,得票率_はなまる組,得票率_みんなの党,得票率_公明党,得票率_公明政治連盟,得票率_国民民主党,得票率_地域産業を発展させる会・イノベーション静岡,得票率_幸福実現党,得票率_新社会党,得票率_新自由クラブ,得票率_日本共産党,得票率_日本民主党,得票率_日本社会党,得票率_日本維新の会,得票率_民主党,得票率_民社党,得票率_浜松ハッピーネットワーク,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 Greens Japan,得票率_緑の党 グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_たちあがれ日本,一人あたり得票率_はなまる組,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公明政治連盟,一人あたり得票率_国民民主党,一人あたり得票率_地域産業を発展させる会・イノベーション静岡,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_新自由クラブ,一人あたり得票率_日本共産党,一人あたり得票率_日本民主党,一人あたり得票率_日本社会党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民社党,一人あたり得票率_浜松ハッピーネットワーク,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 Greens Japan,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_たちあがれ日本,立候補者数_はなまる組,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公明政治連盟,立候補者数_国民民主党,立候補者数_地域産業を発展させる会・イノベーション静岡,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_新自由クラブ,立候補者数_日本共産党,立候補者数_日本民主党,立候補者数_日本社会党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民社党,立候補者数_浜松ハッピーネットワーク,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 Greens Japan,立候補者数_緑の党 グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_たちあがれ日本,当選者数_はなまる組,当選者数_みんなの党,当選者数_公明党,当選者数_公明政治連盟,当選者数_国民民主党,当選者数_地域産業を発展させる会・イノベーション静岡,当選者数_幸福実現党,当選者数_新社会党,当選者数_新自由クラブ,当選者数_日本共産党,当選者数_日本民主党,当選者数_日本社会党,当選者数_日本維新の会,当選者数_民主党,当選者数_民社党,当選者数_浜松ハッピーネットワーク,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 Greens Japan,当選者数_緑の党 グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_青年自由
富士市議会議員選挙（2003年04月27日投票）,富士市議会議員選挙,静岡県,富士市,20030427.0,2003.0,4.0,27.0,20030420.0,55.94,36.0,38.0,1.0555555555555556,184112.0,,,,任期満了,,,,,富士市議会議員選挙（2003年04月27日投票）,1.0,38.0,36.0,1.0555555555555556,0.0,0.0,0.0,0.07894736842105263,0.08333333333333333,0.868421052631579,0.13157894736842105,0.0,0.8611111111111112,0.1388888888888889,0.0,0.8641671147940183,0.13583288520598172,,0.026186882266485405,0.027166577041196342,,101793.98000000001,5.0,55.526315789473685,8.619857252772333,32.0,51.0,56.5,61.0,68.0,56.19444444444444,8.058189224648855,32.0,51.0,57.5,61.5,68.0,,,,11027.67,,,,,2301.0,,6813.0,,,,,,,78824.31000000001,,,,,,,2828.0,,101793.98000000001,,,,0.10833322363463929,,,,,0.02260448014705781,,0.06692930171312685,,,,,,,0.7743513909172233,,,,,,,0.02778160358795284,,1.0,,,,0.036111074544879766,,,,,0.02260448014705781,,0.022309767237708947,,,,,,,0.02581171303057411,,,,,,,0.02778160358795284,,,,,3.0,,,,,1.0,,3.0,,,,,,,30.0,,,,,,,1.0,,,,,3.0,,,,,1.0,,3.0,,,,,,,28.0,,,,,,,1.0,
富士市議会議員選挙（2007年04月22日投票）,富士市議会議員選挙,静岡県,富士市,20070422.0,2007.0,4.0,22.0,20070415.0,55.01,36.0,39.0,1.0833333333333333,187715.0,,,3603.0,任期満了,55.94,,,,富士市議会議員選挙（2007年04月22日投票）,1.0,39.0,36.0,1.0833333333333333,0.0,0.0,0.0,0.10256410256410256,0.1111111111111111,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02564102564102564,,,102139.0,4.0,56.92307692307692,7.563016001924422,41.0,51.5,58.0,62.5,72.0,56.638888888888886,7.760844662570127,41.0,51.0,57.0,62.25,72.0,,,,10128.84,,,,,1907.0,,6872.0,,,,,,,83231.16,,,,,,,,,102139.0,,,,0.09916721330735566,,,,,0.01867063511489245,,0.06728086235424274,,,,,,,0.8148812892235092,,,,,,,,,1.0,,,,0.033055737769118555,,,,,0.01867063511489245,,0.022426954118080916,,,,,,,0.025465040288234663,,,,,,,,,,,,3.0,,,,,1.0,,3.0,,,,,,,32.0,,,,,,,,,,,,3.0,,,,,1.0,,3.0,,,,,,,29.0,,,,,,,,
富士市議会議員選挙（2011年04月24日投票）,富士市議会議員選挙,静岡県,富士市,20110424.0,2011.0,4.0,24.0,20110417.0,50.79,36.0,44.0,1.2222222222222223,204046.0,,,16331.0,任期満了,55.01,,,,富士市議会議員選挙（2011年04月24日投票）,1.0,44.0,36.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.1388888888888889,0.6818181818181818,0.29545454545454547,0.022727272727272728,0.75,0.2222222222222222,0.027777777777777776,0.7066792582702411,0.2735512215485038,0.019769520181255083,0.023555975275674705,0.021042401657577217,0.019769520181255083,102480.98999999999,5.0,,,,,,,,,,,,,,,,,,8777.47,,,661.0,,,,4644.0,,,,5144.8,,,83253.72,,,,,,,,,102480.99,,,,0.08564973855151085,,,0.006449976722512145,,,,0.04531572148161332,,,,0.05020248145534113,,,0.8123820817890225,,,,,,,,,1.0,,,,0.02854991285050362,,,0.006449976722512145,,,,0.015105240493871108,,,,0.025101240727670567,,,0.0232109166225435,,,,,,,,,,,,3.0,,,1.0,,,,3.0,,,,2.0,,,35.0,,,,,,,,,,,,3.0,,,0.0,,,,1.0,,,,2.0,,,30.0,,,,,,,,
富士市議会議員選挙（2015年04月26日投票）,富士市議会議員選挙,静岡県,富士市,20150426.0,2015.0,4.0,26.0,20150419.0,48.37,32.0,39.0,1.21875,,,,,任期満了,50.79,,,,富士市議会議員選挙（2015年04月26日投票）,1.0,39.0,32.0,1.21875,0.0,0.0,0.0,0.15384615384615385,0.15625,0.6666666666666666,0.28205128205128205,0.05128205128205128,0.78125,0.15625,0.0625,0.7379151035620863,0.20898721503776357,0.05309768140015009,0.02838135013700332,0.018998837730705778,0.026548840700075044,97372.98999999999,6.0,58.666666666666664,8.60927744469059,35.0,54.5,60.0,65.0,73.0,57.625,9.002603790015419,35.0,53.0,58.0,63.5,73.0,,,,8721.0,,,,1044.0,,,4225.72,,,,6176.54,,,71057.73,,,,,,,6148.0,,97372.98999999999,,,,0.08956282435200974,,,,0.010721659055555345,,,0.043397250099848024,,,,0.06343175864272013,,,0.7297478489671521,,,,,,,0.06313865888271482,,1.0,,,,0.029854274784003248,,,,0.010721659055555345,,,0.021698625049924012,,,,0.031715879321360066,,,0.025163718929901796,,,,,,,0.03156932944135741,,,,,3.0,,,,1.0,,,2.0,,,,2.0,,,29.0,,,,,,,2.0,,,,,3.0,,,,0.0,,,1.0,,,,2.0,,,24.0,,,,,,,2.0,
富士市議会議員選挙（2019年04月21日投票）,富士市議会議員選挙,静岡県,富士市,20190421.0,2019.0,4.0,21.0,20190414.0,42.56,32.0,33.0,1.03125,206855.0,,,,任期満了,48.37,,,,富士市議会議員選挙（2019年04月21日投票）,1.0,33.0,32.0,1.03125,0.0,0.0,0.0,0.21212121212121213,0.21875,,,,,,,,,,,,,86897.99799999999,4.0,60.0,9.04198959065845,39.0,57.0,61.0,66.0,75.0,59.625,8.925910317721101,39.0,56.5,61.0,65.25,75.0,,,,8766.206,,,,,,,4727.0,,,,,,,65287.792,,,,,,,8117.0,,86897.998,,,,0.1008792630642653,,,,,,,0.05439711050650441,,,,,,,0.7513152604505342,,,,,,,0.09340836597869608,,1.0,,,,0.033626421021421764,,,,,,,0.027198555253252207,,,,,,,0.030052610418021368,,,,,,,0.031136121992898693,,,,,3.0,,,,,,,2.0,,,,,,,25.0,,,,,,,3.0,,,,,3.0,,,,,,,2.0,,,,,,,24.0,,,,,,,3.0,
小山町議会議員選挙（2003年04月27日投票）,小山町議会議員選挙,静岡県,小山町,20030427.0,2003.0,4.0,27.0,20030422.0,76.26,18.0,19.0,1.0555555555555556,16678.0,,,,任期満了,,,,,小山町議会議員選挙（2003年04月27日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.05555555555555555,0.5789473684210527,0.42105263157894735,0.0,0.6111111111111112,0.3888888888888889,0.0,0.5404516323613059,0.45954836763869417,,0.04913196657830054,0.05744354595483677,,12499.99,3.0,63.10526315789474,8.860882318204194,48.0,56.0,66.0,70.5,77.0,62.72222222222222,8.949274058427282,48.0,56.0,65.5,70.25,77.0,,,,1320.32,,,,,,,412.0,,,,,,,10767.67,,,,,,,,,12499.99,,,,0.1056256845005476,,,,,,,0.032960026368021096,,,,,,,0.8614142891314314,,,,,,,,,1.0,,,,0.1056256845005476,,,,,,,0.032960026368021096,,,,,,,0.05067142877243714,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,17.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,16.0,,,,,,,,
小山町議会議員選挙（2007年04月22日投票）,小山町議会議員選挙,静岡県,小山町,20070422.0,2007.0,4.0,22.0,20070417.0,72.4,15.0,17.0,1.1333333333333333,16374.0,,,-304.0,任期満了,76.26,,,,小山町議会議員選挙（2007年04月22日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.7647058823529411,0.23529411764705882,0.0,0.7333333333333333,0.26666666666666666,0.0,0.7682076612384554,0.23179233876154462,,0.05909289701834272,0.057948084690386155,,11661.3,2.0,63.23529411764706,7.863014028944447,52.0,56.0,62.0,70.0,80.0,64.53333333333333,7.446401069569708,53.0,60.0,62.0,70.0,80.0,,,,1492.0,,,,,,,,,,,,,,10169.3,,,,,,,,,11661.3,,,,0.12794456878735647,,,,,,,,,,,,,,0.8720554312126435,,,,,,,,,1.0,,,,0.12794456878735647,,,,,,,,,,,,,,0.05450346445079022,,,,,,,,,,,,1.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,14.0,,,,,,,,
小山町議会議員選挙（2011年04月24日投票）,小山町議会議員選挙,静岡県,小山町,20110424.0,2011.0,4.0,24.0,20110419.0,72.13,13.0,16.0,1.2307692307692308,16221.0,,,-153.0,任期満了,72.4,,,,小山町議会議員選挙（2011年04月24日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.0625,0.07692307692307693,0.6875,0.3125,0.0,0.6153846153846154,0.38461538461538464,0.0,0.6484698313336811,0.3515301686663189,,0.05895180284851646,0.07030603373326379,,11502.0,3.0,,,,,,,,,,,,,,,,,,1267.06,,,,,,,1107.0,,,,,,,9127.939999999999,,,,,,,,,11501.999999999998,,,,0.11015997217875154,,,,,,,0.09624413145539908,,,,,,,0.7935958963658494,,,,,,,,,1.0,,,,0.11015997217875154,,,,,,,0.09624413145539908,,,,,,,0.05668542116898924,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,,
小山町議会議員選挙（2015年04月26日投票）,小山町議会議員選挙,静岡県,小山町,20150426.0,2015.0,4.0,26.0,20150421.0,,13.0,15.0,1.1538461538461535,15558.0,,,-663.0,任期満了,72.13,,,,小山町議会議員選挙（2015年04月26日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.06666666666666667,0.07692307692307693,0.6666666666666666,0.2,0.13333333333333333,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.6930299010103071,0.22818654964792326,0.07878354934176957,0.06930299010103072,0.07606218321597442,0.03939177467088478,9799.0,4.0,68.66666666666667,7.336363010526553,63.0,64.0,66.0,68.5,88.0,67.38461538461539,5.582093094315919,63.0,64.0,66.0,68.0,84.0,,,,1104.0,,,,,,,1069.0,,,,,,,5968.0,,,,,,,1658.0,,9799.0,,,,0.11266455760791917,,,,,,,0.10909276456781304,,,,,,,0.6090417389529544,,,,,,,0.1692009388713134,,1.0,,,,0.11266455760791917,,,,,,,0.10909276456781304,,,,,,,0.055367430813904946,,,,,,,0.0846004694356567,,,,,1.0,,,,,,,1.0,,,,,,,11.0,,,,,,,2.0,,,,,1.0,,,,,,,1.0,,,,,,,9.0,,,,,,,2.0,
小山町議会議員選挙（2019年04月21日投票）,小山町議会議員選挙,静岡県,小山町,20190421.0,2019.0,4.0,21.0,20190416.0,,13.0,15.0,1.1538461538461535,,,,,任期満了,,,,,小山町議会議員選挙（2019年04月21日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.15384615384615385,,,,,,,,,,,,,10032.997,4.0,64.26666666666667,8.433794453796516,39.0,62.0,67.0,68.5,73.0,64.6923076923077,8.488767377990348,39.0,65.0,67.0,68.0,73.0,,,,1087.77,,,,,,,960.0,,,,,,,7002.227,,,,,,,983.0,,10032.997,,,,0.1084192490040613,,,,,,,0.09568427061226073,,,,,,,0.6979197741213319,,,,,,,0.09797670626234614,,1.0,,,,0.1084192490040613,,,,,,,0.09568427061226073,,,,,,,0.058159981176777654,,,,,,,0.09797670626234614,,,,,1.0,,,,,,,1.0,,,,,,,12.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,10.0,,,,,,,1.0,
島田市議会議員増員選挙（2008年04月27日投票）,島田市議会議員増員選挙,静岡県,島田市,20080427.0,2008.0,4.0,27.0,20080420.0,86.33,2.0,4.0,2.0,5041.0,,,,その他,,,,,島田市議会議員増員選挙（2008年04月27日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,4335.0,2.0,53.25,2.165063509461097,50.0,52.25,53.5,54.5,56.0,51.5,1.5,50.0,50.75,51.5,52.25,53.0,,,,,,,,,,,345.0,,,,,,,3990.0,,,,,,,,,4335.0,,,,,,,,,,,0.07958477508650519,,,,,,,0.9204152249134948,,,,,,,,,1.0,,,,,,,,,,,0.07958477508650519,,,,,,,0.30680507497116494,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,
島田市議会議員選挙（2005年05月29日投票）,島田市議会議員選挙,静岡県,島田市,20050529.0,2005.0,5.0,29.0,20050522.0,74.39,27.0,31.0,1.148148148148148,77374.0,,,,その他,,,,,島田市議会議員選挙（2005年05月29日投票）,1.0,31.0,27.0,1.1481481481481481,0.0,0.0,0.0,0.16129032258064516,0.14814814814814814,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.03225806451612903,,56730.0,3.0,58.516129032258064,7.728752216371046,41.0,54.0,57.0,64.5,79.0,57.888888888888886,7.3853374923928286,41.0,54.0,57.0,63.0,79.0,,,,5194.5,,,,,,,4085.75,,,,,,,47449.75,,,,,,,,,56730.0,,,,0.09156530936012691,,,,,,,0.07202097655561432,,,,,,,0.8364137140842588,,,,,,,,,1.0,,,,0.045782654680063456,,,,,,,0.024006992185204773,,,,,,,0.03216975823400996,,,,,,,,,,,,2.0,,,,,,,3.0,,,,,,,26.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,23.0,,,,,,,,
島田市議会議員選挙（2009年05月24日投票）,島田市議会議員選挙,静岡県,島田市,20090524.0,2009.0,5.0,24.0,20090517.0,72.64,23.0,26.0,1.1304347826086956,82720.0,,,5346.0,任期満了,74.39,,,,島田市議会議員選挙（2009年05月24日投票）,1.0,26.0,23.0,1.1304347826086956,0.0,0.0,0.0,0.11538461538461539,0.13043478260869565,0.7307692307692307,0.2692307692307692,0.0,0.8260869565217391,0.17391304347826086,0.0,0.7517361699244555,0.24826383007554456,,0.03956506157497134,0.03546626143936351,,59038.0,4.0,57.46153846153846,6.669279566851912,44.0,53.25,59.5,61.0,69.0,57.65217391304348,6.3424634882819015,45.0,53.5,59.0,61.0,69.0,,,,5750.65,,,,,,,4237.0,,,,2731.0,,,46319.35,,,,,,,,,59038.0,,,,0.09740590805921609,,,,,,,0.07176733629187981,,,,0.04625834208475897,,,0.7845684135641451,,,,,,,,,1.0,,,,0.048702954029608045,,,,,,,0.035883668145939907,,,,0.04625834208475897,,,0.03736040064591167,,,,,,,,,,,,2.0,,,,,,,2.0,,,,1.0,,,21.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,1.0,,,18.0,,,,,,,,
島田市議会議員選挙（2013年05月19日投票）,島田市議会議員選挙,静岡県,島田市,20130519.0,2013.0,5.0,19.0,20130512.0,70.8,20.0,25.0,1.25,,,,,任期満了,72.64,,,,島田市議会議員選挙（2013年05月19日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.12,0.15,0.68,0.32,0.0,0.7,0.3,0.0,0.6883450252298821,0.311654974770118,,0.040490883837051884,0.03895687184626475,,56877.0,6.0,55.6,10.146920715172659,29.0,50.0,58.0,64.0,67.0,55.0,10.825894882179487,29.0,49.75,58.5,64.25,66.0,,,,3579.0,,,,,,,3800.0,,,3350.0,2229.0,,,41371.0,,,,,,,2548.0,,56877.0,,,,0.06292525977108497,,,,,,,0.06681083742110168,,,0.05889902772649753,0.03918983068727253,,,0.7273766197232625,,,,,,,0.04479842467078081,,1.0,,,,0.06292525977108497,,,,,,,0.03340541871055084,,,0.05889902772649753,0.03918983068727253,,,0.03828297998543487,,,,,,,0.04479842467078081,,,,,1.0,,,,,,,2.0,,,1.0,1.0,,,19.0,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,15.0,,,,,,,1.0,
島田市議会議員選挙（2017年05月21日投票）,島田市議会議員選挙,静岡県,島田市,20170521.0,2017.0,5.0,21.0,20170514.0,64.07,20.0,22.0,1.1,82387.0,,,,任期満了,70.8,,,,島田市議会議員選挙（2017年05月21日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.22727272727272727,0.2,0.6818181818181818,0.3181818181818182,0.0,0.75,0.25,0.0,0.7216011820285009,0.2783988179714991,,0.048106745468566726,0.03977125971021416,,51437.0,0.0,59.0,9.723448696087955,33.0,57.25,62.0,64.0,70.0,58.85,10.12558640277194,33.0,57.0,62.0,64.75,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
島田市議会議員選挙（2021年05月23日投票）,島田市議会議員選挙,静岡県,島田市,20210523.0,2021.0,5.0,23.0,20210516.0,62.28,20.0,24.0,1.2,80582.0,39281.0,41301.0,-1805.0,任期満了,64.07,,,,島田市議会議員選挙（2021年05月23日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.25,0.25,0.5833333333333334,0.2916666666666667,0.125,0.55,0.3,0.15,0.5523826957105376,0.2561067382594016,0.1915105660300608,0.03945590683646697,0.03658667689420023,0.06383685534335361,49167.0,4.0,60.25,10.560342481820054,37.0,52.25,65.5,67.25,74.0,59.65,11.154707526421298,37.0,49.0,64.5,67.25,74.0,,,,3699.0,,,,,,,3486.0,,,,,,,39835.0,,,,,,,2147.0,,49167.0,,,,0.07523338824821527,,,,,,,0.07090121422905607,,,,,,,0.8101978969634104,,,,,,,0.04366750055931824,,1.0,,,,0.07523338824821527,,,,,,,0.035450607114528035,,,,,,,0.04050989484817052,,,,,,,0.04366750055931824,,,,,1.0,,,,,,,2.0,,,,,,,20.0,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,16.0,,,,,,,1.0,
川根本町議会議員補欠選挙（2012年04月15日投票）,川根本町議会議員補欠選挙,静岡県,川根本町,20120415.0,2012.0,4.0,15.0,20120410.0,59.69,5.0,7.0,1.4,7090.0,,,,その他,,,,,川根本町議会議員補欠選挙（2012年04月15日投票）,1.0,7.0,5.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8,0.2,,0.80153452685422,0.19846547314578006,,0.13358908780903667,0.19846547314578006,3910.0,1.0,64.14285714285714,4.733726150223111,60.0,61.0,62.0,65.5,74.0,63.6,5.276362383309167,60.0,60.0,62.0,62.0,74.0,,,,,,,,,,,,,,,,,,3910.0,,,,,,,,,3910.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,
川根本町議会議員選挙（2005年10月16日投票）,川根本町議会議員選挙,静岡県,川根本町,20051016.0,2005.0,10.0,16.0,20051011.0,91.11,14.0,16.0,1.1428571428571428,7915.0,,,,その他,,,,,川根本町議会議員選挙（2005年10月16日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.0625,,7143.0,2.0,59.125,4.621620386834038,53.0,55.75,57.5,61.0,69.0,58.142857142857146,4.068294533113755,53.0,55.25,57.0,59.75,69.0,,,,,,,,,,,355.0,,,,,,,6788.0,,,,,,,,,7143.0,,,,,,,,,,,0.0496990060198796,,,,,,,0.9503009939801204,,,,,,,,,1.0,,,,,,,,,,,0.0496990060198796,,,,,,,0.06335339959867468,,,,,,,,,,,,,,,,,,,1.0,,,,,,,15.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,
川根本町議会議員選挙（2009年10月04日投票）,川根本町議会議員選挙,静岡県,川根本町,20091004.0,2009.0,10.0,4.0,20090929.0,88.55,12.0,14.0,1.1666666666666667,7473.0,,,-442.0,任期満了,91.11,,,,川根本町議会議員選挙（2009年10月04日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.6905487804878049,0.3094512195121951,,0.0690548780487805,0.07736280487804878,,6560.0,2.0,62.642857142857146,3.5977600741322937,57.0,61.0,62.0,64.0,71.0,63.166666666666664,3.4840908267278117,58.0,61.0,62.5,64.25,71.0,,,,,,,,,,,525.0,,,,,,,6035.0,,,,,,,,,6560.0,,,,,,,,,,,0.08003048780487805,,,,,,,0.9199695121951219,,,,,,,,,1.0,,,,,,,,,,,0.08003048780487805,,,,,,,0.07076688555347091,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,
川根本町議会議員選挙（2013年10月06日投票）,川根本町議会議員選挙,静岡県,川根本町,20131006.0,2013.0,10.0,6.0,20131001.0,85.44,12.0,14.0,1.1666666666666667,6935.0,,,-538.0,任期満了,88.55,,,,川根本町議会議員選挙（2013年10月06日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.5,0.2857142857142857,0.21428571428571427,0.4166666666666667,0.3333333333333333,0.25,0.41345826235093697,0.40272572402044293,0.1838160136286201,0.05906546605013385,0.10068143100511073,0.06127200454287337,5870.0,2.0,63.142857142857146,3.943478211954931,54.0,61.0,63.5,65.75,69.0,63.333333333333336,4.20977698010503,54.0,60.75,64.5,66.25,69.0,,,,,,,,,,,355.0,,,,,,,5515.0,,,,,,,,,5870.0,,,,,,,,,,,0.06047700170357751,,,,,,,0.9395229982964225,,,,,,,,,1.0,,,,,,,,,,,0.06047700170357751,,,,,,,0.07227099986895558,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,
川根本町議会議員選挙（2017年10月01日投票）,川根本町議会議員選挙,静岡県,川根本町,20171001.0,2017.0,10.0,1.0,20170926.0,,12.0,14.0,1.1666666666666667,6395.0,,,-540.0,任期満了,85.44,,,,川根本町議会議員選挙（2017年10月01日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.5,0.42857142857142855,0.07142857142857142,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5359669811320755,0.40273977987421383,0.0612932389937107,0.0765667115902965,0.06712329664570231,0.0612932389937107,5088.0,0.0,65.14285714285714,4.137928102274354,58.0,62.25,65.0,68.25,73.0,65.08333333333333,4.462031176742519,58.0,62.0,64.5,69.25,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
