,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_宮崎ネットワーク運動かどかわ,得票数_市民第一の会,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_門川ネットワーク２１,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_宮崎ネットワーク運動かどかわ,得票率_市民第一の会,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_門川ネットワーク２１,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_宮崎ネットワーク運動かどかわ,一人あたり得票率_市民第一の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_門川ネットワーク２１,立候補者数_公明党,立候補者数_国民民主党,立候補者数_宮崎ネットワーク運動かどかわ,立候補者数_市民第一の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_門川ネットワーク２１,当選者数_公明党,当選者数_国民民主党,当選者数_宮崎ネットワーク運動かどかわ,当選者数_市民第一の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_門川ネットワーク２１
都城市議会議員補欠選挙（2016年11月13日投票）,都城市議会議員補欠選挙,宮崎県,都城市,20161113.0,2016.0,11.0,13.0,20161106.0,17.41,1.0,4.0,4.0,137332.0,,,131442.0,退職/楡田美浩議員の辞職に伴う,,,,,都城市議会議員補欠選挙（2016年11月13日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,23030.0,0.0,60.75,16.63392617513977,34.0,53.5,66.0,73.25,77.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都城市議会議員選挙（2006年02月05日投票）,都城市議会議員選挙,宮崎県,都城市,20060205.0,2006.0,2.0,5.0,20060129.0,70.44,0.0,57.0,,138281.0,,,,その他,,,,,都城市議会議員選挙（2006年02月05日投票）,5.0,57.0,42.0,1.3571428571428572,0.0,0.0,0.0,0.017543859649122806,0.023809523809523808,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.017543859649122806,,95192.0,6.0,56.92982456140351,7.1103079340201365,31.0,53.0,57.0,60.0,70.0,56.642857142857146,6.383839076961779,43.0,52.0,57.5,60.0,68.0,8711.0,,,,,7158.0,2360.0,61422.0,3545.0,,11996.0,,95192.0,0.09150979073871754,,,,,0.07519539457097235,0.024791999327674594,0.645243297756114,0.037240524413816284,,0.12601899319270526,,1.0,0.030503263579572514,,,,,0.018798848642743088,0.024791999327674594,0.015362935660859858,0.037240524413816284,,0.021003165532117545,,3.0,,,,,4.0,1.0,42.0,1.0,,6.0,,3.0,,,,,3.0,1.0,29.0,1.0,,5.0,
都城市議会議員選挙（2010年01月24日投票）,都城市議会議員選挙,宮崎県,都城市,20100124.0,2010.0,1.0,24.0,20100117.0,65.56,34.0,47.0,1.3823529411764706,137832.0,,,-449.0,任期満了,70.44,,,,都城市議会議員選挙（2010年01月24日投票）,1.0,47.0,34.0,1.3823529411764706,0.0,0.0,0.0,0.02127659574468085,0.029411764705882353,0.7021276595744681,0.2978723404255319,0.0,0.7352941176470589,0.2647058823529412,0.0,0.7216015346152106,0.27839846538478935,,0.021866713170157898,0.019885604670342096,,88631.98999999999,6.0,58.829787234042556,5.292785732088016,47.0,55.0,60.0,62.5,71.0,58.205882352941174,5.1265136173146075,47.0,55.0,60.0,61.75,69.0,8097.0,,,,,7733.0,3262.48,60086.0,4301.0,,5152.51,,88631.99,0.09135527702807981,,,,,0.08724840771373857,0.036809282968824235,0.6779267846744724,0.04852649703566398,,0.058133750579220884,,1.0,0.03045175900935994,,,,,0.021812101928434642,0.018404641484412117,0.020543235899226436,0.02426324851783199,,0.019377916859740295,,3.0,,,,,4.0,2.0,33.0,2.0,,3.0,,3.0,,,,,3.0,2.0,22.0,2.0,,2.0,
都城市議会議員選挙（2014年01月26日投票）,都城市議会議員選挙,宮崎県,都城市,20140126.0,2014.0,1.0,26.0,20140119.0,51.88,34.0,38.0,1.1176470588235294,136537.0,,,-1295.0,任期満了,65.56,,,,都城市議会議員選挙（2014年01月26日投票）,1.0,38.0,34.0,1.1176470588235294,0.0,0.0,0.0,0.07894736842105263,0.08823529411764706,0.7105263157894737,0.23684210526315788,0.05263157894736842,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.7119766815466977,0.21429920461928537,0.07372411383401684,0.026369506723951767,0.023811022735476153,0.03686205691700842,70261.94999999998,6.0,60.26315789473684,8.613588440201594,32.0,56.0,63.5,65.75,74.0,59.73529411764706,8.353614305934785,32.0,56.0,62.5,65.0,73.0,7050.21,,,,,5816.0,1239.43,45426.71,3682.0,,7047.6,,70261.95,0.1003417923926108,,,,,0.08277595483757567,0.017640130967045465,0.6465335789854965,0.05240389713066603,,0.10030464568660563,,1.0,0.03344726413087027,,,,,0.027591984945858558,0.017640130967045465,0.025861343159419858,0.026201948565333016,,0.025076161421651408,,3.0,,,,,3.0,1.0,25.0,2.0,,4.0,,3.0,,,,,3.0,1.0,21.0,2.0,,4.0,
都城市議会議員選挙（2018年01月28日投票）,都城市議会議員選挙,宮崎県,都城市,20180128.0,2018.0,1.0,28.0,20180121.0,43.46,29.0,35.0,1.206896551724138,136425.0,,,-112.0,任期満了,51.88,,,,都城市議会議員選挙（2018年01月28日投票）,1.0,35.0,29.0,1.206896551724138,0.0,0.0,0.0,0.11428571428571428,0.13793103448275862,0.6857142857142857,0.3142857142857143,0.0,0.8275862068965517,0.1724137931034483,0.0,0.7770561663683627,0.22294383363163725,,0.03237734026534845,0.02026762123923975,,58665.0,0.0,58.714285714285715,12.34173275301887,31.0,55.0,61.0,68.0,77.0,60.03448275862069,10.551949513031458,35.0,56.0,61.0,68.0,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都農町議会議員選挙（2007年04月22日投票）,都農町議会議員選挙,宮崎県,都農町,20070422.0,2007.0,4.0,22.0,20070417.0,68.98,10.0,11.0,1.1,9764.0,,,,任期満了,,,,,都農町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.8,0.2,0.0,0.7758041641520821,0.22419583584791788,,0.09697552051901026,0.0747319452826393,,6628.0,1.0,56.27272727272727,7.110695006191334,45.0,50.5,56.0,60.5,69.0,56.2,7.4538580614336905,45.0,50.25,56.0,60.75,69.0,,,,,,,,6628.0,,,,,6628.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
都農町議会議員選挙（2011年04月24日投票）,都農町議会議員選挙,宮崎県,都農町,20110424.0,2011.0,4.0,24.0,20110419.0,75.03,10.0,17.0,1.7,9388.0,,,-376.0,任期満了,68.98,,,,都農町議会議員選挙（2011年04月24日投票）,1.0,17.0,10.0,1.7,0.0,0.0,0.0,0.0,0.0,0.29411764705882354,0.6470588235294118,0.058823529411764705,0.2,0.7,0.1,0.24087068595159675,0.673349563224975,0.08577975082342833,0.04817413719031935,0.06121359665681591,0.08577975082342833,6983.0,1.0,,,,,,,,,,,,,,,,,,,,,,6983.0,,,,,6983.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.058823529411764705,,,,,,,,,,,,17.0,,,,,,,,,,,,10.0,,,,
都農町議会議員選挙（2015年04月26日投票）,都農町議会議員選挙,宮崎県,都農町,20150426.0,2015.0,4.0,26.0,20150421.0,66.98,10.0,11.0,1.1,8986.0,,,-402.0,任期満了,75.03,,,,都農町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6,0.2,0.2,0.648639432815665,0.1786782579338285,0.17268230925050643,0.09266277611652358,0.08933912896691425,0.08634115462525321,5924.0,1.0,56.27272727272727,7.447890599368743,40.0,53.0,55.0,61.5,68.0,56.4,7.800000000000001,40.0,53.0,55.5,63.25,68.0,,,,,,,,5924.0,,,,,5924.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.09090909090909091,,,,,,,,,,,,11.0,,,,,,,,,,,,10.0,,,,
都農町議会議員選挙（2019年04月21日投票）,都農町議会議員選挙,宮崎県,都農町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,66.98,,,,都農町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,1.0,59.9,7.38173421358423,44.0,57.0,59.5,63.5,72.0,59.9,7.38173421358423,44.0,57.0,59.5,63.5,72.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,,,,
門川町議会議員再選挙（2003年03月09日投票）,門川町議会議員再選挙,宮崎県,門川町,20030309.0,2003.0,3.0,9.0,20030304.0,74.08,16.0,20.0,1.25,15315.0,,,,その他,,,,,門川町議会議員再選挙（2003年03月09日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.8,0.15,0.05,0.8125,0.125,0.0625,0.8315636472455419,0.10439990096170461,0.06403645179275347,0.05197272795284637,0.03479996698723487,0.06403645179275347,11227.98,5.0,58.8,11.093241185514719,37.0,52.75,60.0,65.25,79.0,59.375,11.746675061480163,37.0,52.75,61.5,67.25,79.0,1077.8,,,,,507.0,631.0,8420.18,,,,592.0,11227.98,0.09599233343842793,,,,,0.04515505015149653,0.05619888884732606,0.7499283041116924,,,,0.052725423451057095,1.0,0.09599233343842793,,,,,0.04515505015149653,0.05619888884732606,0.046870519006980776,,,,0.052725423451057095,1.0,,,,,1.0,1.0,16.0,,,,1.0,1.0,,,,,1.0,1.0,12.0,,,,1.0
門川町議会議員補欠選挙（2006年04月16日投票）,門川町議会議員補欠選挙,宮崎県,門川町,20060416.0,2006.0,4.0,16.0,20060411.0,70.9,1.0,2.0,2.0,15356.0,,,,その他,,,,,門川町議会議員補欠選挙（2006年04月16日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10076.0,2.0,61.0,3.0,58.0,59.5,61.0,62.5,64.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,5146.0,,4930.0,,,,,10076.0,,,,,,0.5107185391028186,,0.48928146089718144,,,,,1.0,,,,,,0.5107185391028186,,0.48928146089718144,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,0.0,,,,
門川町議会議員補欠選挙（2010年04月18日投票）,門川町議会議員補欠選挙,宮崎県,門川町,20100418.0,2010.0,4.0,18.0,20100413.0,無投票,2.0,2.0,1.0,15313.0,,,-43.0,その他,70.9,,,,門川町議会議員補欠選挙（2010年04月18日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,59.5,1.5,58.0,58.75,59.5,60.25,61.0,59.5,1.5,58.0,58.75,59.5,60.25,61.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,
門川町議会議員補欠選挙（2014年04月13日投票）,門川町議会議員補欠選挙,宮崎県,門川町,20140413.0,2014.0,4.0,13.0,20140408.0,,1.0,2.0,2.0,,,,,その他,,,,,門川町議会議員補欠選挙（2014年04月13日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.44021101992966,0.55978898007034,,0.44021101992966,0.55978898007034,6824.0,1.0,57.5,2.5,55.0,56.25,57.5,58.75,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,6824.0,,,,,6824.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
門川町議会議員補欠選挙（2018年04月08日投票）,門川町議会議員補欠選挙,宮崎県,門川町,20180408.0,2018.0,4.0,8.0,20180403.0,無投票,1.0,1.0,1.0,,,,,辞職,,,,,門川町議会議員補欠選挙（2018年04月08日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
門川町議会議員選挙（1998年04月12日投票）,門川町議会議員選挙,宮崎県,門川町,19980412.0,1998.0,4.0,12.0,19980407.0,78.26,18.0,21.0,1.1666666666666667,14603.0,,,,任期満了,,,,,門川町議会議員選挙（1998年04月12日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.6967603576569388,0.1359690164964359,0.1672706258466253,0.046450690510462585,0.045323005498811963,0.055756875282208435,11316.990000000002,3.0,62.23809523809524,9.075895663027854,42.0,56.0,61.0,68.0,77.0,61.72222222222222,8.767398927311183,42.0,56.5,61.0,67.0,77.0,915.0,,,,,582.0,,9819.99,,,,,11316.99,0.08085188729512,,,,,0.05142710208279763,,0.8677210106220824,,,,,1.0,0.08085188729512,,,,,0.05142710208279763,,0.04566952687484644,,,,,1.0,,,,,1.0,,19.0,,,,,1.0,,,,,1.0,,16.0,,,,
門川町議会議員選挙（2002年04月14日投票）,門川町議会議員選挙,宮崎県,門川町,20020414.0,2002.0,4.0,14.0,20020409.0,79.19,16.0,17.0,1.0625,15121.0,,,518.0,任期満了,78.26,,,,門川町議会議員選挙（2002年04月14日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.4117647058823529,0.0,0.5625,0.4375,0.0,0.4948862758561497,0.5051137241438504,,0.04948862758561497,0.07215910344912148,,11651.0,5.0,59.76470588235294,10.389640834898994,37.0,54.0,62.0,65.0,78.0,59.0625,10.31060588665865,37.0,53.75,60.5,64.25,78.0,1230.0,,,,,639.0,736.0,8580.36,,,,465.64,11651.0,0.10557033731010214,,,,,0.05484507767573599,0.0631705433010042,0.7364483735301691,,,,0.039965668182988585,1.0,0.10557033731010214,,,,,0.05484507767573599,0.0631705433010042,0.05664987488693608,,,,0.039965668182988585,1.0,,,,,1.0,1.0,13.0,,,,1.0,1.0,,,,,1.0,1.0,12.0,,,,1.0
門川町議会議員選挙（2007年02月18日投票）,門川町議会議員選挙,宮崎県,門川町,20070218.0,2007.0,2.0,18.0,20070213.0,67.74,14.0,16.0,1.1428571428571428,15418.0,,,297.0,任期満了,79.19,,,,門川町議会議員選挙（2007年02月18日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.6875,0.25,0.0625,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.7041397075579735,0.22009113452775525,0.07576915791427123,0.0640127006870885,0.05502278363193881,0.07576915791427123,10400.01,5.0,57.375,10.717246614686069,37.0,51.0,58.5,65.5,76.0,58.57142857142857,10.520145882436948,37.0,51.5,59.0,66.5,76.0,1237.66,,788.0,,,584.0,,7467.35,,,,323.0,10400.01,0.119005654802255,,0.07576915791427123,,,0.05615379215981523,,0.7180137326791032,,,,0.03105766244455534,1.0,0.119005654802255,,0.07576915791427123,,,0.05615379215981523,,0.059834477723258596,,,,0.03105766244455534,1.0,,1.0,,,1.0,,12.0,,,,1.0,1.0,,1.0,,,1.0,,11.0,,,,0.0
門川町議会議員選挙（2011年02月20日投票）,門川町議会議員選挙,宮崎県,門川町,20110220.0,2011.0,2.0,20.0,20110215.0,61.94,14.0,16.0,1.1428571428571428,15275.0,,,-143.0,任期満了,67.74,,,,門川町議会議員選挙（2011年02月20日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.8125,0.125,0.0625,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7616976127320955,0.17687002652519893,0.06143236074270557,0.05859212405631504,0.08843501326259946,0.06143236074270557,9425.0,4.0,,,,,,,,,,,,,,,1099.0,,,,,536.0,568.0,7222.0,,,,,9425.0,0.11660477453580902,,,,,0.05687002652519894,0.06026525198938992,0.7662599469496021,,,,,1.0,0.11660477453580902,,,,,0.05687002652519894,0.06026525198938992,0.05894307284227708,,,,,1.0,,,,,1.0,1.0,13.0,,,,,1.0,,,,,1.0,1.0,11.0,,,,
門川町議会議員選挙（2015年02月22日投票）,門川町議会議員選挙,宮崎県,門川町,20150222.0,2015.0,2.0,22.0,20150217.0,無投票,14.0,14.0,1.0,,,,,任期満了,61.94,,,,門川町議会議員選挙（2015年02月22日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.07142857142857142,0.07142857142857142,,,,,,,0.0,3.0,63.142857142857146,6.423807758833461,50.0,59.25,63.0,66.0,77.0,63.142857142857146,6.423807758833461,50.0,59.25,63.0,66.0,77.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,12.0,,,,,1.0,,,,,1.0,,12.0,,,,
門川町議会議員選挙（2019年02月24日投票）,門川町議会議員選挙,宮崎県,門川町,20190224.0,2019.0,2.0,24.0,20190219.0,54.49,14.0,17.0,1.2142857142857142,14945.0,,,,任期満了,,,,,門川町議会議員選挙（2019年02月24日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.5882352941176471,0.35294117647058826,0.058823529411764705,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6162776336914907,0.29702358898357417,0.08669877732493517,0.06162776336914907,0.049503931497262364,0.08669877732493517,8097.0,4.0,60.1764705882353,11.413280675535265,33.0,57.0,63.0,69.0,74.0,61.07142857142857,12.273457341028273,33.0,60.75,65.5,69.75,74.0,928.0,366.0,,,,465.0,,6338.0,,,,,8097.0,0.114610349512165,0.04520192663949611,,,,0.0574286772878844,,0.7827590465604545,,,,,1.0,0.114610349512165,0.04520192663949611,,,,0.0574286772878844,,0.05591136046860389,,,,,1.0,1.0,,,,1.0,,14.0,,,,,1.0,1.0,,,,1.0,,11.0,,,,
高千穂町議会議員補欠選挙（2018年12月23日投票）,高千穂町議会議員補欠選挙,宮崎県,高千穂町,20181223.0,2018.0,12.0,23.0,20181218.0,80.04,1.0,2.0,2.0,10588.0,,,,辞職/戸高清次氏の県議選出馬による辞職のため,,,,,高千穂町議会議員補欠選挙（2018年12月23日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,8017.0,1.0,65.5,11.5,54.0,59.75,65.5,71.25,77.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,8017.0,,,,,8017.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
高千穂町議会議員選挙（2001年09月21日投票）,高千穂町議会議員選挙,宮崎県,高千穂町,20010921.0,2001.0,9.0,21.0,20010916.0,89.19,18.0,21.0,1.1666666666666667,12728.0,,,,任期満了,,,,,高千穂町議会議員選挙（2001年09月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.6190476190476191,0.38095238095238093,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5809388297872341,0.41906117021276595,,0.0446876022913257,0.052382646276595744,,11280.0,3.0,57.142857142857146,7.905909268423477,47.0,51.0,53.0,67.0,71.0,56.888888888888886,7.852026552913224,47.0,51.0,53.0,65.25,71.0,604.0,,,,,433.0,,10243.0,,,,,11280.0,0.05354609929078014,,,,,0.038386524822695035,,0.9080673758865249,,,,,1.0,0.05354609929078014,,,,,0.038386524822695035,,0.04779301978350131,,,,,1.0,,,,,1.0,,19.0,,,,,1.0,,,,,1.0,,16.0,,,,
高千穂町議会議員選挙（2005年09月11日投票）,高千穂町議会議員選挙,宮崎県,高千穂町,20050911.0,2005.0,9.0,11.0,20050906.0,88.34,16.0,20.0,1.25,12480.0,,,-248.0,任期満了,89.19,,,,高千穂町議会議員選挙（2005年09月11日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.125,0.7,0.25,0.05,0.8125,0.1875,0.0,0.7083180652253572,0.25567973616709416,0.03600219860754855,0.05059414751609694,0.051135947233418834,0.03600219860754855,10916.0,3.0,56.8,7.011419257183243,44.0,54.25,57.0,58.5,75.0,56.4375,7.753779320434648,44.0,51.75,56.0,57.75,75.0,509.0,,,,,440.0,,9967.0,,,,,10916.0,0.04662880175888604,,,,,0.04030780505679736,,0.9130633931843166,,,,,1.0,0.04662880175888604,,,,,0.04030780505679736,,0.050725744065795365,,,,,1.0,,,,,1.0,,18.0,,,,,1.0,,,,,1.0,,14.0,,,,
高千穂町議会議員選挙（2009年08月30日投票）,高千穂町議会議員選挙,宮崎県,高千穂町,20090830.0,2009.0,8.0,30.0,20090825.0,87.12,14.0,16.0,1.1428571428571428,11889.0,,,-591.0,任期満了,88.34,,,,高千穂町議会議員選挙（2009年08月30日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.8125,0.1875,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8366902840436624,0.16330971595633764,,0.06436079108028173,0.05443657198544588,,10233.99,3.0,58.5,6.334429729659964,48.0,54.75,59.0,61.25,75.0,57.642857142857146,4.922356329720015,48.0,55.0,59.0,61.0,65.0,523.0,,,,,495.0,,9215.99,,,,,10233.99,0.051104212530987424,,,,,0.04836823174538963,,0.900527555723623,,,,,1.0,0.051104212530987424,,,,,0.04836823174538963,,0.06432339683740164,,,,,1.0,,,,,1.0,,14.0,,,,,1.0,,,,,0.0,,13.0,,,,
高千穂町議会議員選挙（2013年09月11日投票）,高千穂町議会議員選挙,宮崎県,高千穂町,20130911.0,2013.0,9.0,11.0,20130906.0,無投票,14.0,14.0,1.0,,,,,任期満了,87.12,,,,高千穂町議会議員選挙（2013年09月11日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,2.0,59.07142857142857,8.387612342992881,34.0,57.25,61.5,64.5,69.0,59.07142857142857,8.387612342992881,34.0,57.25,61.5,64.5,69.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,1.0,,,,,,,13.0,,,,
高千穂町議会議員選挙（2017年09月13日投票）,高千穂町議会議員選挙,宮崎県,高千穂町,20170913.0,2017.0,9.0,13.0,20170908.0,81.16,13.0,17.0,1.3076923076923077,10720.0,,,,任期満了,,,,,高千穂町議会議員選挙（2017年09月13日投票）,1.0,17.0,13.0,1.3076923076923077,0.0,0.0,0.0,0.11764705882352941,0.15384615384615385,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.7692307692307693,0.23076923076923078,0.0,0.8007172789229012,0.1790304120245481,0.020252309052550693,0.06159363684022317,0.059676804008182704,0.020252309052550693,8640.99,0.0,61.294117647058826,9.802548923515959,38.0,57.0,63.0,67.0,76.0,58.92307692307692,9.785873165408768,38.0,56.0,61.0,67.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高原町議会議員選挙（2007年04月22日投票）,高原町議会議員選挙,宮崎県,高原町,20070422.0,2007.0,4.0,22.0,20070417.0,78.28,10.0,14.0,1.4,9078.0,,,,任期満了,,,,,高原町議会議員選挙（2007年04月22日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.7,0.1,0.2,0.6843595187544232,0.13262561924982308,0.1830148619957537,0.06843595187544232,0.06631280962491154,0.09150743099787685,7065.0,2.0,63.857142857142854,6.7491496062958385,54.0,58.75,63.5,69.5,77.0,61.9,6.905794668247818,54.0,55.75,61.5,64.25,77.0,,,,,,499.0,,6566.0,,,,,7065.0,,,,,,0.07062986553432413,,0.9293701344656758,,,,,1.0,,,,,,0.07062986553432413,,0.07149001034351353,,,,,,,,,,1.0,,13.0,,,,,,,,,,1.0,,9.0,,,,
高原町議会議員選挙（2011年04月24日投票）,高原町議会議員選挙,宮崎県,高原町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,8887.0,,,-191.0,任期満了,78.28,,,,高原町議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.3,0.1,0.6,0.3,0.1,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,,1.0,,9.0,,,,
高原町議会議員選挙（2015年04月26日投票）,高原町議会議員選挙,宮崎県,高原町,20150426.0,2015.0,4.0,26.0,20150421.0,73.58,10.0,15.0,1.5,8347.0,,,-540.0,任期満了,,,,,高原町議会議員選挙（2015年04月26日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.7,0.3,0.0,0.634933639193839,0.3650663608061609,,0.07054818213264878,0.060844393467693485,,6103.0,2.0,63.86666666666667,7.144850515503377,40.0,62.5,64.0,67.5,73.0,63.3,8.210359310042405,40.0,62.25,66.0,67.75,70.0,,,,,,374.0,,5729.0,,,,,6103.0,,,,,,0.06128133704735376,,0.9387186629526463,,,,,1.0,,,,,,0.06128133704735376,,0.06705133306804616,,,,,,,,,,1.0,,14.0,,,,,,,,,,1.0,,9.0,,,,
