,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_宮崎ネットワーク運動かどかわ,得票数_市民第一の会,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_門川ネットワーク２１,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_宮崎ネットワーク運動かどかわ,得票率_市民第一の会,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_門川ネットワーク２１,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_宮崎ネットワーク運動かどかわ,一人あたり得票率_市民第一の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_門川ネットワーク２１,立候補者数_公明党,立候補者数_国民民主党,立候補者数_宮崎ネットワーク運動かどかわ,立候補者数_市民第一の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_門川ネットワーク２１,当選者数_公明党,当選者数_国民民主党,当選者数_宮崎ネットワーク運動かどかわ,当選者数_市民第一の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_門川ネットワーク２１
国富町議会議員選挙（2017年04月23日投票）,国富町議会議員選挙,宮崎県,国富町,20170423.0,2017.0,4.0,23.0,20170418.0,55.61,13.0,14.0,1.0769230769230769,17021.0,,,,任期満了,,,,,国富町議会議員選挙（2017年04月23日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.6428571428571429,0.35714285714285715,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6690193562185862,0.33098064378141373,,0.07433548402428736,0.06619612875628275,,9351.0,0.0,63.285714285714285,6.040678431961706,50.0,61.0,62.0,66.75,78.0,63.46153846153846,6.234092181339941,50.0,61.0,63.0,67.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国富町議会議員選挙（2021年04月25日投票）,国富町議会議員選挙,宮崎県,国富町,20210425.0,2021.0,4.0,25.0,20210420.0,57.8,13.0,17.0,1.3076923076923077,16190.0,7584.0,8606.0,-831.0,任期満了,55.61,,,,国富町議会議員選挙（2021年04月25日投票）,1.0,17.0,13.0,1.3076923076923077,0.0,0.0,0.0,0.11764705882352941,0.07692307692307693,0.5882352941176471,0.4117647058823529,0.0,0.6153846153846154,0.38461538461538464,0.0,0.602627611458109,0.397372388541891,,0.060262761145810896,0.056767484077413,,9286.0,4.0,62.35294117647059,8.533264849782865,38.0,63.0,65.0,67.0,73.0,64.3076923076923,6.181667877804442,47.0,63.0,65.0,67.0,73.0,838.0,,,,354.0,463.0,,7631.0,,,,,9286.0,0.09024337712685764,,,,0.038121903941417186,0.04986000430755977,,0.8217747146241654,,,,,1.0,0.09024337712685764,,,,0.038121903941417186,0.04986000430755977,,0.0586981939017261,,,,,1.0,,,,1.0,1.0,,14.0,,,,,1.0,,,,0.0,1.0,,11.0,,,,
宮崎市議会議員補欠選挙（2010年01月24日投票）,宮崎市議会議員補欠選挙,宮崎県,宮崎市,20100124.0,2010.0,1.0,24.0,20100117.0,48.07,1.0,3.0,3.0,296604.0,,,,その他,,,,,宮崎市議会議員補欠選挙（2010年01月24日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,0.3851792286518418,0.6148207713481583,,0.3851792286518418,0.30741038567407913,,129332.0,2.0,49.0,13.880441875771343,32.0,40.5,49.0,57.5,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,79516.0,,,49816.0,,129332.0,,,,,,,,0.6148207713481583,,,0.3851792286518418,,1.0,,,,,,,,0.30741038567407913,,,0.3851792286518418,,,,,,,,,2.0,,,1.0,,,,,,,,,0.0,,,1.0,
宮崎市議会議員補欠選挙（2014年01月26日投票）,宮崎市議会議員補欠選挙,宮崎県,宮崎市,20140126.0,2014.0,1.0,26.0,20140119.0,31.54,1.0,5.0,5.0,,,,,その他,48.07,,,,宮崎市議会議員補欠選挙（2014年01月26日投票）,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.2,1.0,0.0,0.4,0.6,0.0,0.0,1.0,,0.33323155105290136,0.6667684489470986,,0.16661577552645068,0.22225614964903287,91699.0,0.0,54.8,10.186265262597475,37.0,51.0,58.0,62.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮崎市議会議員補欠選挙（2018年01月28日投票）,宮崎市議会議員補欠選挙,宮崎県,宮崎市,20180128.0,2018.0,1.0,28.0,20180121.0,42.18,1.0,6.0,6.0,330928.0,,,,その他/内村健久議員の辞職による,31.54,,,,宮崎市議会議員補欠選挙（2018年01月28日投票）,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,,0.3163917678656758,0.6836082321343242,,0.1581958839328379,0.17090205803358105,121378.0,0.0,54.833333333333336,15.582219211510136,30.0,43.25,59.5,66.0,74.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮崎市議会議員選挙（2007年04月22日投票）,宮崎市議会議員選挙,宮崎県,宮崎市,20070422.0,2007.0,4.0,22.0,20070415.0,42.45,46.0,66.0,1.4347826086956519,290049.0,,,,任期満了,,,,,宮崎市議会議員選挙（2007年04月22日投票）,1.0,66.0,46.0,1.434782608695652,0.0,0.0,0.0,0.15151515151515152,0.15217391304347827,0.8939393939393939,0.10606060606060606,0.0,0.9130434782608695,0.08695652173913043,0.0,0.8825344627670058,0.1174655372329942,,0.014958211233339081,0.016780791033284885,,139937.97999999998,0.0,57.0,7.8450911113545745,30.0,53.25,58.0,62.0,72.0,56.43478260869565,7.85092676310877,30.0,52.25,58.0,61.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮崎市議会議員選挙（2011年04月24日投票）,宮崎市議会議員選挙,宮崎県,宮崎市,20110424.0,2011.0,4.0,24.0,20110417.0,45.57,46.0,73.0,1.5869565217391304,316748.0,,,26699.0,任期満了,42.45,,,,宮崎市議会議員選挙（2011年04月24日投票）,1.0,73.0,46.0,1.5869565217391304,0.0,0.0,0.0,0.1232876712328767,0.13043478260869565,0.5616438356164384,0.3698630136986301,0.0684931506849315,0.5434782608695652,0.391304347826087,0.06521739130434782,0.551865124727367,0.3670568268684559,0.08107804840417698,0.013460124993350416,0.013594697291424294,0.016215609680835397,142591.0,6.0,,,,,,,,,,,,,,,16509.0,,,,,6228.0,8013.0,94986.0,9767.0,,7088.0,,142591.0,0.11577869571010793,,,,,0.043677370942065065,0.05619569257526772,0.6661430244545589,0.06849660918290776,,0.049708607135092675,,1.0,0.01929644928501799,,,,,0.010919342735516266,0.01404892314381693,0.012810442777972286,0.01712415229572694,,0.01656953571169756,,6.0,,,,,4.0,4.0,52.0,4.0,,3.0,,6.0,,,,,1.0,4.0,28.0,4.0,,3.0,
宮崎市議会議員選挙（2015年04月26日投票）,宮崎市議会議員選挙,宮崎県,宮崎市,20150426.0,2015.0,4.0,26.0,20150419.0,41.79,40.0,66.0,1.65,320001.0,,,3253.0,任期満了,45.57,,,,宮崎市議会議員選挙（2015年04月26日投票）,1.0,66.0,40.0,1.65,0.0,0.0,0.0,0.12121212121212122,0.15,0.6060606060606061,0.2878787878787879,0.10606060606060606,0.8,0.15,0.05,0.6843588957291422,0.2211510891735815,0.0944900150972762,0.017108972393228554,0.011639531009135869,0.013498573585325172,132460.97999999998,7.0,56.43939393939394,10.634604447458432,28.0,49.25,58.5,64.0,75.0,57.05,8.814618539676008,28.0,52.75,58.0,63.25,69.0,15048.32,,,,635.0,6230.0,7300.38,85198.65,9228.9,,8819.73,,132460.98,0.11360568221675545,,,,0.0047938645780817865,0.04703271861645595,0.05511343793470348,0.6431980950163587,0.06967259339316377,,0.06658360824448074,,1.0,0.018934280369459242,,,,0.0047938645780817865,0.015677572872151983,0.01377835948367587,0.014618138523099062,0.017418148348290943,,0.016645902061120186,,6.0,,,,1.0,3.0,4.0,44.0,4.0,,4.0,,6.0,,,,0.0,2.0,2.0,24.0,4.0,,2.0,
宮崎市議会議員選挙（2019年04月21日投票）,宮崎市議会議員選挙,宮崎県,宮崎市,20190421.0,2019.0,4.0,21.0,20190414.0,36.55,40.0,56.0,1.4,326576.0,,,6575.0,任期満了,41.79,,,,宮崎市議会議員選挙（2019年04月21日投票）,1.0,56.0,40.0,1.4,0.0,0.0,0.0,,,,,,,,,,,,,,,118255.98999999999,7.0,,,,,,,,,,,,,,,14552.976,2213.365,,,,6214.0,,73486.58899999999,7299.0,4734.0,9756.06,,118255.98999999999,0.12306333066088239,0.018716726315512643,,,,0.052547021085358976,,0.6214195915149837,0.061722032008695714,0.040031798812051725,0.08249949960251485,,1.0,0.020510555110147065,0.018716726315512643,,,,0.01751567369511966,,0.016353147145131152,0.020574010669565237,0.020015899406025862,0.02749983320083828,,6.0,1.0,,,,3.0,,38.0,3.0,2.0,3.0,,6.0,1.0,,,,1.0,,24.0,3.0,2.0,3.0,
小林市議会議員補欠選挙（2014年04月20日投票）,小林市議会議員補欠選挙,宮崎県,小林市,20140420.0,2014.0,4.0,20.0,20140413.0,54.27,1.0,3.0,3.0,39050.0,,,,その他,,,,,小林市議会議員補欠選挙（2014年04月20日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7051602057969538,0.2948397942030462,,0.3525801028984769,0.2948397942030462,19631.0,2.0,43.666666666666664,11.897712198383164,30.0,36.0,42.0,50.5,59.0,36.0,6.0,30.0,33.0,36.0,39.0,42.0,,,,,,5788.0,,13843.0,,,,,19631.0,,,,,,0.2948397942030462,,0.7051602057969538,,,,,1.0,,,,,,0.2948397942030462,,0.3525801028984769,,,,,,,,,,1.0,,2.0,,,,,,,,,,0.0,,2.0,,,,
小林市議会議員選挙（1999年04月25日投票）,小林市議会議員選挙,宮崎県,小林市,19990425.0,1999.0,4.0,25.0,19990418.0,86.11,25.0,35.0,1.4,31247.0,,,,任期満了,,,,,小林市議会議員選挙（1999年04月25日投票）,1.0,35.0,25.0,1.4,0.0,0.0,0.0,0.02857142857142857,0.04,0.5142857142857142,0.4857142857142857,0.0,0.52,0.48,0.0,0.5250697428937646,0.4749302571062354,,0.02917054127187581,0.02793707394742561,,26526.0,4.0,55.714285714285715,10.033006752205239,35.0,48.0,57.0,64.0,71.0,55.16,9.41777043678598,36.0,48.0,55.0,63.0,70.0,1121.0,,,,,619.0,,23540.0,,,1246.0,,26526.0,0.042260423735203195,,,,,0.023335595265022997,,0.8874311995777727,,,0.04697278142200106,,1.0,0.042260423735203195,,,,,0.023335595265022997,,0.02862681288960557,,,0.02348639071100053,,1.0,,,,,1.0,,31.0,,,2.0,,1.0,,,,,1.0,,22.0,,,1.0,
小林市議会議員選挙（2003年04月27日投票）,小林市議会議員選挙,宮崎県,小林市,20030427.0,2003.0,4.0,27.0,20030420.0,77.95,23.0,30.0,1.3043478260869563,32127.0,,,880.0,任期満了,86.11,,,,小林市議会議員選挙（2003年04月27日投票）,1.0,30.0,23.0,1.3043478260869565,0.0,0.0,0.0,0.06666666666666667,0.08695652173913043,0.7666666666666667,0.23333333333333334,0.0,0.8260869565217391,0.17391304347826086,0.0,0.7777949921119696,0.22220500788803038,,0.03381717357008563,0.03174357255543291,,24721.0,4.0,59.56666666666667,8.546669266770275,47.0,52.0,61.0,65.75,74.0,59.56521739130435,8.234741288175107,48.0,52.5,61.0,65.5,74.0,1074.0,,,,,637.0,,20843.0,,,2167.0,,24721.0,0.0434448444642207,,,,,0.025767566036972615,,0.8431293232474415,,,0.08765826625136523,,1.0,0.0434448444642207,,,,,0.025767566036972615,,0.03372517292989766,,,0.029219422083788412,,1.0,,,,,1.0,,25.0,,,3.0,,1.0,,,,,0.0,,20.0,,,2.0,
小林市議会議員選挙（2007年04月22日投票）,小林市議会議員選挙,宮崎県,小林市,20070422.0,2007.0,4.0,22.0,20070415.0,70.13,24.0,28.0,1.1666666666666667,,,,,任期満了,77.95,,,,小林市議会議員選挙（2007年04月22日投票）,1.0,28.0,24.0,1.1666666666666667,0.0,0.0,0.0,0.10714285714285714,0.08333333333333333,0.75,0.14285714285714285,0.10714285714285714,0.7083333333333334,0.16666666666666666,0.125,0.7307361170899699,0.16823073611708997,0.10103314679294016,0.03479695795666523,0.04205768402927249,0.03367771559764672,23230.0,3.0,59.535714285714285,7.25791264196307,39.0,54.75,59.0,65.25,73.0,59.541666666666664,7.708108104817651,39.0,54.75,58.0,66.0,73.0,2448.0,,,,,879.0,,19903.0,,,,,23230.0,0.10538097287989669,,,,,0.03783900129143349,,0.8567800258286699,,,,,1.0,0.05269048643994834,,,,,0.03783900129143349,,0.03427120103314679,,,,,2.0,,,,,1.0,,25.0,,,,,2.0,,,,,1.0,,21.0,,,,
小林市議会議員選挙（2011年04月24日投票）,小林市議会議員選挙,宮崎県,小林市,20110424.0,2011.0,4.0,24.0,20110417.0,62.84,22.0,28.0,1.2727272727272727,39746.0,,,,任期満了,70.13,,,,小林市議会議員選挙（2011年04月24日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.07142857142857142,0.045454545454545456,0.7857142857142857,0.21428571428571427,0.0,0.8636363636363636,0.13636363636363635,0.0,0.8198895473051961,0.18011045269480389,,0.03726770669569073,0.030018408782467313,,24807.0,3.0,,,,,,,,,,,,,,,2233.0,,,,,1254.0,,21320.0,,,,,24807.0,0.09001491514491877,,,,,0.05055024791389527,,0.8594348369411859,,,,,1.0,0.045007457572459386,,,,,0.025275123956947636,,0.03580978487254941,,,,,2.0,,,,,2.0,,24.0,,,,,2.0,,,,,1.0,,19.0,,,,
小林市議会議員選挙（2015年04月26日投票）,小林市議会議員選挙,宮崎県,小林市,20150426.0,2015.0,4.0,26.0,20150419.0,55.52,20.0,23.0,1.15,,,,,任期満了,62.84,,,,小林市議会議員選挙（2015年04月26日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.17391304347826086,0.15,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.85,0.1,0.05,0.8407046476761619,0.11755059970014993,0.04174475262368815,0.04424761303558747,0.03918353323338331,0.04174475262368815,21344.0,3.0,61.04347826086956,10.20433948981709,31.0,59.0,60.0,66.0,77.0,61.75,10.624852940158748,31.0,59.75,61.5,67.5,77.0,1445.0,,,,,1841.0,,18058.0,,,,,21344.0,0.06770052473763119,,,,,0.08625374812593703,,0.8460457271364318,,,,,1.0,0.06770052473763119,,,,,0.043126874062968515,,0.04230228635682159,,,,,1.0,,,,,2.0,,20.0,,,,,1.0,,,,,2.0,,17.0,,,,
小林市議会議員選挙（2019年04月21日投票）,小林市議会議員選挙,宮崎県,小林市,20190421.0,2019.0,4.0,21.0,20190414.0,無投票,19.0,19.0,1.0,,,,,任期満了,55.52,,,,小林市議会議員選挙（2019年04月21日投票）,1.0,19.0,19.0,1.0,1.0,1.0,0.0,0.10526315789473684,0.10526315789473684,0.5789473684210527,0.3684210526315789,0.05263157894736842,0.5789473684210527,0.3684210526315789,0.05263157894736842,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,16.0,,,,,1.0,,,,,2.0,,16.0,,,,
川南町議会議員選挙（2007年04月22日投票）,川南町議会議員選挙,宮崎県,川南町,20070422.0,2007.0,4.0,22.0,20070417.0,74.2,15.0,21.0,1.4,13825.0,,,,任期満了,,,,,川南町議会議員選挙（2007年04月22日投票）,1.0,21.0,15.0,1.4,0.0,0.0,0.0,0.14285714285714285,0.2,0.5238095238095238,0.42857142857142855,0.047619047619047616,0.6,0.3333333333333333,0.06666666666666667,0.573250713091374,0.3734395593587096,0.0533097275499164,0.05211370119012491,0.041493284373189956,0.0533097275499164,10167.0,3.0,61.142857142857146,4.672979209656035,50.0,59.0,60.0,64.0,70.0,61.06666666666667,5.026153819992205,50.0,59.0,60.0,65.0,70.0,775.0,,,,,582.0,,8810.0,,,,,10167.0,0.07622700895052621,,,,,0.057244024786072586,,0.8665289662634011,,,,,1.0,0.07622700895052621,,,,,0.057244024786072586,,0.04560678769807375,,,,,1.0,,,,,1.0,,19.0,,,,,1.0,,,,,1.0,,13.0,,,,
川南町議会議員選挙（2011年04月24日投票）,川南町議会議員選挙,宮崎県,川南町,20110424.0,2011.0,4.0,24.0,20110419.0,73.74,13.0,14.0,1.0769230769230769,13596.0,,,-229.0,任期満了,74.2,,,,川南町議会議員選挙（2011年04月24日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.23076923076923078,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.5994949494949495,0.3411111111111111,0.059393939393939395,0.07493686868686869,0.06822222222222221,0.059393939393939395,9900.0,3.0,,,,,,,,63.53846153846154,5.153272069059762,54.0,60.0,63.0,68.0,72.0,997.0,,,,,691.0,,8212.0,,,,,9900.0,0.1007070707070707,,,,,0.0697979797979798,,0.8294949494949495,,,,,1.0,0.1007070707070707,,,,,0.0697979797979798,,0.06912457912457913,,,,,1.0,,,,,1.0,,12.0,,,,,1.0,,,,,1.0,,11.0,,,,
川南町議会議員選挙（2015年04月26日投票）,川南町議会議員選挙,宮崎県,川南町,20150426.0,2015.0,4.0,26.0,20150421.0,61.0,13.0,14.0,1.0769230769230769,13180.0,,,-416.0,任期満了,73.74,,,,川南町議会議員選挙（2015年04月26日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.21428571428571427,0.23076923076923078,0.5714285714285714,0.42857142857142855,0.0,0.5384615384615384,0.46153846153846156,0.0,0.4607953832643332,0.5392046167356668,,0.05759942290804165,0.08986743612261112,,7971.0,3.0,62.92857142857143,8.039760885874706,41.0,60.25,65.5,67.75,76.0,62.84615384615385,8.337553172208755,41.0,60.0,66.0,68.0,76.0,802.0,,,,,618.0,,6551.0,,,,,7971.0,0.10061472839041526,,,,,0.07753105005645465,,0.8218542215531301,,,,,1.0,0.10061472839041526,,,,,0.07753105005645465,,0.06848785179609418,,,,,1.0,,,,,1.0,,12.0,,,,,1.0,,,,,1.0,,11.0,,,,
川南町議会議員選挙（2019年04月21日投票）,川南町議会議員選挙,宮崎県,川南町,20190421.0,2019.0,4.0,21.0,20190416.0,62.71,13.0,14.0,1.0769230769230769,12921.0,,,-259.0,任期満了,61.0,,,,川南町議会議員選挙（2019年04月21日投票）,1.0,14.0,13.0,1.0769230769230769,0.0,0.0,0.0,0.14285714285714285,0.15384615384615385,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6923076923076923,0.23076923076923078,0.07692307692307693,0.7169804352754676,0.20840763750721553,0.07461192721731688,0.07169804352754676,0.06946921250240518,0.07461192721731688,7987.999,3.0,67.0,6.824326235712107,45.0,65.5,69.5,71.0,72.0,66.76923076923077,7.029102647114255,45.0,65.0,69.0,71.0,72.0,750.0,,,,,540.0,,6697.999,,,,,7987.999,0.09389084800836855,,,,,0.06760141056602537,,0.8385077414256061,,,,,1.0,0.09389084800836855,,,,,0.06760141056602537,,0.06987564511880051,,,,,1.0,,,,,1.0,,12.0,,,,,1.0,,,,,1.0,,11.0,,,,
延岡市議会議員補欠選挙（2002年01月27日投票）,延岡市議会議員補欠選挙,宮崎県,延岡市,20020127.0,2002.0,1.0,27.0,20020120.0,46.43,1.0,2.0,2.0,98935.0,,,,その他,,,,,延岡市議会議員補欠選挙（2002年01月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4538536896543868,0.5461463103456132,,0.4538536896543868,0.5461463103456132,43893.0,2.0,53.5,12.5,41.0,47.25,53.5,59.75,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,19921.0,,,23972.0,,43893.0,,,,,,,,0.4538536896543868,,,0.5461463103456132,,1.0,,,,,,,,0.4538536896543868,,,0.5461463103456132,,,,,,,,,1.0,,,1.0,,,,,,,,,0.0,,,1.0,
延岡市議会議員補欠選挙（2006年01月29日投票）,延岡市議会議員補欠選挙,宮崎県,延岡市,20060129.0,2006.0,1.0,29.0,20060122.0,60.25,2.0,6.0,3.0,98635.0,,,-300.0,その他,46.43,,,,延岡市議会議員補欠選挙（2006年01月29日投票）,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,,0.8557186620154764,0.14428133798452358,,0.17114373240309527,0.14428133798452358,56473.0,3.0,53.833333333333336,7.4703116103383245,41.0,50.25,54.5,58.75,64.0,50.0,9.0,41.0,45.5,50.0,54.5,59.0,,,,,,8148.0,,35869.0,12456.0,,,,56473.0,,,,,,0.14428133798452358,,0.6351530820037894,0.220565580011687,,,,1.0,,,,,,0.14428133798452358,,0.15878827050094735,0.220565580011687,,,,,,,,,1.0,,4.0,1.0,,,,,,,,,0.0,,1.0,1.0,,,
延岡市議会議員補欠選挙（2010年01月24日投票）,延岡市議会議員補欠選挙,宮崎県,延岡市,20100124.0,2010.0,1.0,24.0,20100117.0,601.82,1.0,3.0,3.0,108161.0,,,9526.0,その他,60.25,,,,延岡市議会議員補欠選挙（2010年01月24日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.3333333333333333,61010.0,2.0,56.333333333333336,8.806563209081938,44.0,52.5,61.0,62.5,64.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,43540.0,,,17470.0,,61010.0,,,,,,,,0.7136534994263235,,,0.28634650057367644,,1.0,,,,,,,,0.35682674971316175,,,0.28634650057367644,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,0.0,
延岡市議会議員選挙（1999年04月25日投票）,延岡市議会議員選挙,宮崎県,延岡市,19990425.0,1999.0,4.0,25.0,19990418.0,67.37,30.0,38.0,1.2666666666666666,97343.0,,,,任期満了,,,,,延岡市議会議員選挙（1999年04月25日投票）,1.0,38.0,30.0,1.2666666666666666,0.0,0.0,0.0,0.02631578947368421,0.03333333333333333,0.7631578947368421,0.21052631578947367,0.02631578947368421,0.8666666666666667,0.1,0.03333333333333333,0.8377350139159863,0.13260331471478096,0.02966167136923275,0.028887414272965043,0.01657541433934762,0.02966167136923275,65201.990000000005,6.0,55.94736842105263,8.255611706817346,33.0,50.25,55.0,63.0,69.0,56.03333333333333,8.627411096164492,33.0,50.25,55.5,63.75,69.0,6287.0,,,,,4090.0,17961.440000000002,15042.95,7659.79,,14160.81,,65201.99,0.09642343738281609,,,,,0.06272814679429263,0.27547380072295347,0.23071305032254386,0.11747785612064908,,0.217183708656745,,1.0,0.032141145794272026,,,,,0.02090938226476421,0.030608200080328163,0.020973913665685805,0.02936946403016227,,0.027147963582093124,,3.0,,,,,3.0,9.0,11.0,4.0,,8.0,,3.0,,,,,2.0,9.0,6.0,4.0,,6.0,
延岡市議会議員選挙（2003年04月27日投票）,延岡市議会議員選挙,宮崎県,延岡市,20030427.0,2003.0,4.0,27.0,20030420.0,64.51,30.0,35.0,1.1666666666666667,97873.0,,,530.0,任期満了,67.37,,,,延岡市議会議員選挙（2003年04月27日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.05714285714285714,0.03333333333333333,0.6571428571428571,0.34285714285714286,0.0,0.7666666666666667,0.23333333333333334,0.0,0.7191470412401317,0.2808529587598682,,0.031267262662614426,0.023404413229989016,,62743.009999999995,6.0,54.77142857142857,9.867944392355088,35.0,50.0,54.0,60.5,73.0,56.46666666666667,9.243856818930553,35.0,50.25,57.5,64.0,73.0,6497.0,,,,,3044.0,16921.98,19489.08,7606.95,,9184.0,,62743.009999999995,0.10354938342932545,,,,,0.04851536450036427,0.26970303146119384,0.31061754926963187,0.12123980025822798,,0.1463748710812567,,1.0,0.03451646114310848,,,,,0.024257682250182135,0.03371287893264923,0.022186967804973704,0.040413266752742656,,0.029274974216251342,,3.0,,,,,2.0,8.0,14.0,3.0,,5.0,,3.0,,,,,2.0,8.0,9.0,3.0,,5.0,
延岡市議会議員選挙（2007年04月22日投票）,延岡市議会議員選挙,宮崎県,延岡市,20070422.0,2007.0,4.0,22.0,20070415.0,64.93,33.0,50.0,1.5151515151515151,108478.0,,,10605.0,任期満了,64.51,,,,延岡市議会議員選挙（2007年04月22日投票）,1.0,50.0,33.0,1.5151515151515151,0.0,0.0,0.0,0.06,0.06060606060606061,0.62,0.24,0.14,0.6363636363636364,0.24242424242424243,0.12121212121212122,0.6345208950736589,0.22933771421208607,0.13614139071425505,0.02046841597011803,0.019111476184340507,0.019448770102036435,69849.0,6.0,56.78,8.424464374665014,33.0,52.0,58.0,61.75,73.0,55.18181818181818,8.600403603829319,33.0,51.0,55.0,61.0,71.0,6111.0,,,,,2588.0,16308.43,31594.909999999996,6153.55,,7093.110000000001,,69849.0,0.08748872567968045,,,,,0.03705135363426821,0.2334812237827313,0.4523316010250683,0.08809789689186674,,0.10154919898638493,,1.0,0.029162908559893484,,,,,0.018525676817134105,0.02594235819808126,0.016753022260187714,0.029365965630622246,,0.016924866497730822,,3.0,,,,,2.0,9.0,27.0,3.0,,6.0,,3.0,,,,,2.0,9.0,13.0,3.0,,3.0,
