,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_庶民党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_老人福祉人権党,得票数_老人福祉党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_庶民党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_老人福祉人権党,得票率_老人福祉党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_庶民党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_老人福祉人権党,一人あたり得票率_老人福祉党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_庶民党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_老人福祉人権党,立候補者数_老人福祉党,立候補者数_自由党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_庶民党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_老人福祉人権党,当選者数_老人福祉党,当選者数_自由党,当選者数_自由民主党
国東市議会議員選挙（2018年04月15日投票）,国東市議会議員選挙,大分県,国東市,20180415.0,2018.0,4.0,15.0,20180408.0,70.71,18.0,21.0,1.1666666666666667,,,,,任期満了,74.18,,,,国東市議会議員選挙（2018年04月15日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8216835559649931,0.1271879318286504,0.051128512206356516,0.04833432682147018,0.0423959772762168,0.051128512206356516,17368.0,2.0,60.714285714285715,7.911070345636263,39.0,57.0,62.0,67.0,70.0,60.111111111111114,8.312566717452484,39.0,57.0,61.0,67.0,70.0,,,,,,888.0,,,,16480.0,,,,,,,17368.0,,,,,,0.051128512206356516,,,,0.9488714877936435,,,,,,,1.0,,,,,,0.051128512206356516,,,,0.04744357438968218,,,,,,,,,,,,1.0,,,,20.0,,,,,,,,,,,,1.0,,,,17.0,,,,,,
大分市議会議員補欠選挙（2003年04月27日投票）,大分市議会議員補欠選挙,大分県,大分市,20030427.0,2003.0,4.0,27.0,20030420.0,無投票,2.0,2.0,1.0,337302.0,,,,その他,,,,,大分市議会議員補欠選挙（2003年04月27日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,48.5,0.5,48.0,48.25,48.5,48.75,49.0,48.5,0.5,48.0,48.25,48.5,48.75,49.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,
大分市議会議員補欠選挙（2007年04月22日投票）,大分市議会議員補欠選挙,大分県,大分市,20070422.0,2007.0,4.0,22.0,20070415.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,大分市議会議員補欠選挙（2007年04月22日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,
大分市議会議員補欠選挙（2011年04月24日投票）,大分市議会議員補欠選挙,大分県,大分市,20110424.0,2011.0,4.0,24.0,20110417.0,37.44,2.0,3.0,1.5,374052.0,,,,その他,,,,,大分市議会議員補欠選挙（2011年04月24日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.5349567406975226,0.4650432593024773,,0.2674783703487613,0.4650432593024773,130261.0,3.0,,,,,,,,44.0,3.0,41.0,42.5,44.0,45.5,47.0,,,,,,,,49723.0,,19961.0,,,,,,60577.0,130261.0,,,,,,,,0.381718242605231,,0.15323849809229162,,,,,,0.4650432593024773,1.0,,,,,,,,0.381718242605231,,0.15323849809229162,,,,,,0.4650432593024773,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,0.0,,,,,,1.0
大分市議会議員選挙（2001年02月25日投票）,大分市議会議員選挙,大分県,大分市,20010225.0,2001.0,2.0,25.0,20010218.0,63.85,48.0,55.0,1.1458333333333333,334835.0,,,,任期満了,,,,,大分市議会議員選挙（2001年02月25日投票）,1.0,55.0,48.0,1.1458333333333333,0.0,0.0,0.0,0.05454545454545454,0.0625,0.7636363636363637,0.23636363636363636,0.0,0.8541666666666666,0.14583333333333334,0.0,0.8404589000591366,0.1595410999408634,,0.020010926191884205,0.012272392303143339,,211375.0,6.0,51.63636363636363,7.532628748834541,35.0,48.0,51.0,56.5,66.0,51.3125,7.323353768367787,35.0,47.0,51.0,56.0,66.0,,27571.0,,,,13638.0,,4446.0,,73670.0,40685.0,,,,,51365.0,211375.0,,0.13043642814902426,,,,0.0645204021289178,,0.02103370786516854,,0.3485274985215849,0.19247782377291545,,,,,0.24300413956238912,1.0,,0.021739404691504042,,,,0.01613010053222945,,0.02103370786516854,,0.0165965475486469,0.021386424863657272,,,,,0.01735743854017065,,6.0,,,,4.0,,1.0,,21.0,9.0,,,,,14.0,,6.0,,,,4.0,,1.0,,14.0,9.0,,,,,14.0
大分市議会議員選挙（2005年02月20日投票）,大分市議会議員選挙,大分県,大分市,20050220.0,2005.0,2.0,20.0,20050213.0,59.15,0.0,64.0,,364727.0,,,29892.0,任期満了,63.85,,,,大分市議会議員選挙（2005年02月20日投票）,3.0,64.0,48.0,1.3333333333333333,0.0,0.0,0.0,0.078125,0.041666666666666664,0.59375,0.390625,0.015625,0.75,0.22916666666666666,0.020833333333333332,0.6940831594005769,0.2912314439154804,0.014685396683942684,0.01826534630001518,0.011649257756619215,0.014685396683942684,213205.0,6.0,52.40625,7.574048516975581,31.0,48.0,53.0,57.0,71.0,52.875,6.414907767588453,39.0,49.0,53.5,57.0,66.0,,25935.0,,,,13256.0,,12585.0,,81389.0,29056.0,,,,,50984.0,213205.0,,0.12164348866114773,,,,0.062174902089538235,,0.05902769634858469,,0.3817405783166436,0.136281982129875,,,,,0.23913135245421074,1.0,,0.020273914776857953,,,,0.010362483681589705,,0.019675898782861564,,0.013633592082737272,0.019468854589982144,,,,,0.017080810889586483,,6.0,,,,6.0,,3.0,,28.0,7.0,,,,,14.0,,6.0,,,,4.0,,3.0,,16.0,5.0,,,,,14.0
大分市議会議員選挙（2009年02月22日投票）,大分市議会議員選挙,大分県,大分市,20090222.0,2009.0,2.0,22.0,20090215.0,無投票,46.0,15.0,0.32608695652173914,372943.0,,,8216.0,任期満了,59.15,,,,大分市議会議員選挙（2009年02月22日投票）,1.0,15.0,8.0,1.875,1.0,1.0,0.0,0.13333333333333333,0.25,0.6,0.4,0.0,0.875,0.125,0.0,,,,,,,45986.36,5.0,57.06666666666667,6.677990383008615,42.0,54.0,58.0,59.5,70.0,58.25,4.9180788932265,54.0,54.75,57.0,59.25,70.0,,9530.0,,,,7281.0,,7816.26,,16135.1,,,,,,5224.0,45986.36,,0.20723536283367502,,,,0.15832955685120545,,0.16996909518387626,,0.35086708319597376,,,,,,0.1135989019352695,1.0,,0.10361768141683751,,,,0.07916477842560272,,0.08498454759193813,,0.05012386902799625,,,,,,0.05679945096763475,,2.0,,,,2.0,,2.0,,7.0,,,,,,2.0,,2.0,,,,2.0,,2.0,,1.0,,,,,,1.0
大分市議会議員選挙（2013年02月24日投票）,大分市議会議員選挙,大分県,大分市,20130224.0,2013.0,2.0,24.0,20130217.0,51.68,44.0,55.0,1.25,379787.0,,,6844.0,任期満了,57.56,,,,大分市議会議員選挙（2013年02月24日投票）,1.0,55.0,44.0,1.25,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.7272727272727273,0.2545454545454545,0.01818181818181818,0.8181818181818182,0.18181818181818182,0.0,0.7780624342769954,0.2112930163508526,0.010644549372152003,0.019451560856924885,0.015092358310775185,0.010644549372152003,193996.0,7.0,52.61818181818182,9.876493505639647,25.0,48.0,53.0,59.5,71.0,54.86363636363637,8.9457732759182,25.0,49.0,56.5,61.0,71.0,2664.0,24372.0,,,,11152.0,,11271.0,,70279.0,24273.0,,,,,49985.0,193996.0,0.013732241901894884,0.125631456318687,,,,0.05748572135507948,,0.058099136064661126,,0.3622703560898163,0.12512113651827872,,,,,0.2576599517515825,1.0,0.013732241901894884,0.0209385760531145,,,,0.01437143033876987,,0.019366378688220377,,0.01646683436771892,0.025024227303655742,,,,,0.01840428226797018,1.0,6.0,,,,4.0,,3.0,,22.0,5.0,,,,,14.0,1.0,6.0,,,,3.0,,3.0,,13.0,5.0,,,,,13.0
大分市議会議員選挙（2017年02月19日投票）,大分市議会議員選挙,大分県,大分市,20170219.0,2017.0,2.0,19.0,20170212.0,48.18,44.0,49.0,1.1136363636363635,393305.0,,,13518.0,任期満了,51.68,,,,大分市議会議員選挙（2017年02月19日投票）,1.0,49.0,44.0,1.1136363636363635,0.0,0.0,0.0,0.04081632653061224,0.045454545454545456,0.7755102040816326,0.20408163265306123,0.02040816326530612,0.8409090909090909,0.13636363636363635,0.022727272727272728,0.7683127016089463,0.2175866985074336,0.014100599883620129,0.020218755305498586,0.02175866985074336,0.014100599883620129,187296.996,8.0,56.04081632653061,10.72087261083223,29.0,52.0,57.0,64.0,75.0,55.54545454545455,10.731124116018249,29.0,52.0,56.5,63.25,75.0,,24926.785,,,,11325.404,3132.0,,6410.0,68258.931,20363.068,,,,2471.0,50409.808,187296.99599999998,,0.13308694497161078,,,,0.06046762223564975,0.016722104822225768,,0.03422372027792694,0.3644422092066015,0.10872073997385415,,,,0.0131929505158748,0.26914370799625636,1.0,,0.02218115749526846,,,,0.015116905558912437,0.008361052411112884,,0.01711186013896347,0.022777638075412592,0.027180184993463537,,,,0.0131929505158748,0.01922455057116117,,6.0,,,,4.0,2.0,,2.0,16.0,4.0,,,,1.0,14.0,,6.0,,,,3.0,0.0,,2.0,14.0,4.0,,,,1.0,14.0
大分市議会議員選挙（2021年02月21日投票）,大分市議会議員選挙,大分県,大分市,20210221.0,2021.0,2.0,21.0,20210214.0,46.18,44.0,58.0,1.318181818181818,394530.0,186795.0,207735.0,1225.0,任期満了,48.18,,,,大分市議会議員選挙（2021年02月21日投票）,1.0,58.0,44.0,1.3181818181818181,0.0,0.0,0.0,0.10344827586206896,0.09090909090909091,0.7413793103448276,0.25862068965517243,0.0,0.8409090909090909,0.1590909090909091,0.0,0.8005450831501587,0.19945491684984124,,0.01861732751511997,0.013296994456656082,,180156.0,7.0,57.06896551724138,10.768507835295052,32.0,50.25,57.0,66.5,79.0,59.52272727272727,10.384622889733814,32.0,55.0,59.5,67.25,79.0,,23311.0,,,,8611.0,3079.0,,,75557.0,17572.0,8653.0,,,,43373.0,180156.0,,0.12939341459623882,,,,0.04779746441972513,0.01709074357778814,,,0.4193976331623704,0.09753768955793868,0.048030595705943736,,,,0.24075245897999512,1.0,,0.021565569099373138,,,,0.015932488139908375,0.01709074357778814,,,0.016130678198552708,0.02438442238948467,0.016010198568647913,,,,0.016050163931999675,,6.0,,,,3.0,1.0,,,26.0,4.0,3.0,,,,15.0,,6.0,,,,2.0,1.0,,,16.0,4.0,3.0,,,,12.0
姫島村議会議員選挙（1999年04月25日投票）,姫島村議会議員選挙,大分県,姫島村,19990425.0,1999.0,4.0,25.0,19990420.0,無投票,12.0,12.0,1.0,2371.0,,,,任期満了,,,,,姫島村議会議員選挙（1999年04月25日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9166666666666666,0.08333333333333333,0.0,,,,,,,0.0,1.0,64.41666666666667,6.473771869800651,52.0,59.75,66.0,70.25,73.0,64.41666666666667,6.473771869800651,52.0,59.75,66.0,70.25,73.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,12.0,,,,,,
姫島村議会議員選挙（2003年04月27日投票）,姫島村議会議員選挙,大分県,姫島村,20030427.0,2003.0,4.0,27.0,20030422.0,91.11,10.0,11.0,1.1,2294.0,,,-77.0,任期満了,,,,,姫島村議会議員選挙（2003年04月27日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.9,0.1,0.0,0.8849301877708233,0.1150698122291767,,0.09832557641898038,0.05753490611458835,,2077.0,1.0,66.27272727272727,5.1889902519383035,56.0,63.5,65.0,70.5,74.0,65.8,5.2115256883181535,56.0,63.25,65.0,70.0,74.0,,,,,,,,,,2077.0,,,,,,,2077.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,10.0,,,,,,
姫島村議会議員選挙（2007年04月22日投票）,姫島村議会議員選挙,大分県,姫島村,20070422.0,2007.0,4.0,22.0,20070417.0,93.24,8.0,10.0,1.25,2176.0,,,-118.0,任期満了,91.11,,,,姫島村議会議員選挙（2007年04月22日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5611083621969322,0.4388916378030678,,0.11222167243938644,0.08777832756061356,,2021.0,1.0,60.9,7.8670197660867744,45.0,58.0,59.5,67.0,74.0,59.625,7.296189073756244,45.0,57.0,59.5,65.0,69.0,,,,,,,,,,2021.0,,,,,,,2021.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.1,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,8.0,,,,,,
姫島村議会議員選挙（2011年04月24日投票）,姫島村議会議員選挙,大分県,姫島村,20110424.0,2011.0,4.0,24.0,20110419.0,92.3,8.0,9.0,1.125,2064.0,,,-112.0,任期満了,93.24,,,,姫島村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,1.0,0.0,0.0,0.9104320337197049,0.08956796628029505,,0.11380400421496312,0.08956796628029505,,1898.0,1.0,,,,,,,,64.25,7.327175444876422,49.0,62.0,64.5,69.25,73.0,,,,,,,,,,1898.0,,,,,,,1898.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,8.0,,,,,,
