,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_幸福実現党,得票数_新社会党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_諸,得票数_sum_v,得票率_公明党,得票率_幸福実現党,得票率_新社会党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_諸,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_諸,立候補者数_公明党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_諸,当選者数_公明党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_諸
岩美町議会議員選挙（2006年07月09日投票）,岩美町議会議員選挙,鳥取県,岩美町,20060709.0,2006.0,7.0,9.0,20060704.0,77.17,12.0,14.0,1.1666666666666667,11113.0,,,,任期満了,,,,,岩美町議会議員選挙（2006年07月09日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.7301456766917294,0.2698543233082707,,0.07301456766917294,0.06746358082706767,,8512.0,3.0,56.42857142857143,11.536985776897124,25.0,54.0,59.5,64.0,68.0,54.833333333333336,11.6963907063485,25.0,52.75,58.0,63.25,66.0,910.0,,,692.0,,6910.0,,,,,8512.0,0.1069078947368421,,,0.081296992481203,,0.8117951127819549,,,,,1.0,0.1069078947368421,,,0.081296992481203,,0.06764959273182958,,,,,1.0,,,1.0,,12.0,,,,,1.0,,,1.0,,10.0,,,,
岩美町議会議員選挙（2010年07月13日投票）,岩美町議会議員選挙,鳥取県,岩美町,20100713.0,2010.0,7.0,13.0,,,12.0,12.0,1.0,10821.0,,,-292.0,任期満了,77.17,,,,岩美町議会議員選挙（2010年07月13日投票）,1.0,12.0,12.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.75,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,,,,,,,0.0,3.0,59.166666666666664,11.852097798374018,29.0,58.25,62.0,67.25,72.0,59.166666666666664,11.852097798374018,29.0,58.25,62.0,67.25,72.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,10.0,,,,,1.0,,,1.0,,10.0,,,,
岩美町議会議員選挙（2014年07月13日投票）,岩美町議会議員選挙,鳥取県,岩美町,20140713.0,2014.0,7.0,13.0,20140708.0,70.63,12.0,14.0,1.1666666666666667,10282.0,,,-539.0,任期満了,,,,,岩美町議会議員選挙（2014年07月13日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.2857142857142857,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6360477537587206,0.36395224624127936,,0.06360477537587206,0.09098806156031984,,7195.999,3.0,56.714285714285715,11.112596272625375,33.0,52.75,61.0,64.75,71.0,58.333333333333336,9.646530752325187,36.0,54.25,62.0,65.25,71.0,528.0,,,543.08,,6124.919,,,,,7195.999,0.07337410691691314,,,0.07546971587961589,,0.851156177203471,,,,,1.0,0.07337410691691314,,,0.07546971587961589,,0.07092968143362259,,,,,1.0,,,1.0,,12.0,,,,,1.0,,,1.0,,10.0,,,,
岩美町議会議員選挙（2018年07月08日投票）,岩美町議会議員選挙,鳥取県,岩美町,20180708.0,2018.0,7.0,8.0,20180703.0,62.16,12.0,13.0,1.0833333333333333,,,,,任期満了,70.63,,,,岩美町議会議員選挙（2018年07月08日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.584546083585467,0.283268147956319,0.13218576845821403,0.08350658336935243,0.07081703698907975,0.06609288422910702,6131.999,4.0,59.30769230769231,8.146586027614601,40.0,55.0,60.0,65.0,70.0,58.916666666666664,8.361203395577828,40.0,54.75,59.5,65.5,70.0,647.0,350.0,,495.436,,4639.563,,,,,6131.999,0.10551208504763292,0.05707763487893589,,0.08079518603965852,,0.7566150940337727,,,,,1.0,0.10551208504763292,0.05707763487893589,,0.08079518603965852,,0.07566150940337726,,,,,1.0,1.0,,1.0,,10.0,,,,,1.0,1.0,,1.0,,9.0,,,,
日南町議会議員補欠選挙（2006年02月19日投票）,日南町議会議員補欠選挙,鳥取県,日南町,20060219.0,2006.0,2.0,19.0,20060214.0,無投票,1.0,1.0,1.0,5549.0,,,,その他,,,,,日南町議会議員補欠選挙（2006年02月19日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,
日南町議会議員補欠選挙（2014年02月23日投票）,日南町議会議員補欠選挙,鳥取県,日南町,20140223.0,2014.0,2.0,23.0,20140218.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,日南町議会議員補欠選挙（2014年02月23日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,
日南町議会議員補欠選挙（2018年02月25日投票）,日南町議会議員補欠選挙,鳥取県,日南町,20180225.0,2018.0,2.0,25.0,20180220.0,,1.0,1.0,1.0,,,,,その他/藤原泰則議員の辞職による,,,,,日南町議会議員補欠選挙（2018年02月25日投票）,1.0,1.0,0.0,inf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,
日南町議会議員選挙（2007年04月22日投票）,日南町議会議員選挙,鳥取県,日南町,20070422.0,2007.0,4.0,22.0,20070417.0,89.16,12.0,14.0,1.1666666666666667,5350.0,,,,任期満了,,,,,日南町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.07142857142857142,,,4735.0,2.0,58.785714285714285,6.303950818206576,50.0,52.5,59.0,61.0,70.0,59.416666666666664,6.396070842495588,50.0,55.5,59.5,62.25,70.0,,,,388.0,,4347.0,,,,,4735.0,,,,0.0819429778247096,,0.9180570221752904,,,,,1.0,,,,0.0819429778247096,,0.0706197709365608,,,,,,,,1.0,,13.0,,,,,,,,1.0,,11.0,,,,
日南町議会議員選挙（2011年04月24日投票）,日南町議会議員選挙,鳥取県,日南町,20110424.0,2011.0,4.0,24.0,20110419.0,84.97,12.0,13.0,1.0833333333333333,5003.0,,,-347.0,任期満了,89.16,,,,日南町議会議員選挙（2011年04月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.5384615384615384,0.3076923076923077,0.15384615384615385,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.6191846522781774,0.3069544364508393,0.07386091127098321,0.08845495032545392,0.07673860911270983,0.036930455635491605,4170.0,2.0,58.46153846153846,5.183040162437852,51.0,55.0,57.0,62.0,70.0,58.75,5.2934708210524155,51.0,54.75,57.5,62.25,70.0,,,,420.0,,3750.0,,,,,4170.0,,,,0.10071942446043165,,0.8992805755395683,,,,,1.0,,,,0.10071942446043165,,0.07494004796163069,,,,,,,,1.0,,12.0,,,,,,,,1.0,,11.0,,,,
日南町議会議員選挙（2015年04月26日投票）,日南町議会議員選挙,鳥取県,日南町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,,,,,任期満了,84.97,,,,日南町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,2.0,60.75,5.133630943753813,53.0,58.0,60.0,62.25,74.0,60.75,5.133630943753813,53.0,58.0,60.0,62.25,74.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,11.0,,,,,,,,1.0,,11.0,,,,
日南町議会議員選挙（2019年04月21日投票）,日南町議会議員選挙,鳥取県,日南町,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,11.0,1.1,,,,,任期満了,,,,,日南町議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,3246.0,2.0,60.54545454545455,5.2805584478027665,49.0,59.0,62.0,64.5,67.0,60.7,5.514526271584894,49.0,59.25,62.0,65.25,67.0,,,,561.0,,2685.0,,,,,3246.0,,,,0.17282809611829944,,0.8271719038817006,,,,,1.0,,,,0.08641404805914972,,0.09190798932018895,,,,,,,,2.0,,9.0,,,,,,,,2.0,,8.0,,,,
日吉津村議会議員選挙（2007年04月22日投票）,日吉津村議会議員選挙,鳥取県,日吉津村,20070422.0,2007.0,4.0,22.0,20070417.0,79.62,10.0,11.0,1.1,2517.0,,,,任期満了,,,,,日吉津村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.8182735991923271,0.18172640080767288,,0.09091928879914746,0.09086320040383644,,1981.0,2.0,,,,,,,,63.5,8.357631243360764,48.0,57.5,63.5,70.75,74.0,,,,289.0,,1692.0,,,,,1981.0,,,,0.1458859162039374,,0.8541140837960626,,,,,1.0,,,,0.0729429581019687,,0.09490156486622918,,,,,,,,2.0,,9.0,,,,,,,,2.0,,8.0,,,,
日吉津村議会議員選挙（2011年04月24日投票）,日吉津村議会議員選挙,鳥取県,日吉津村,20110424.0,2011.0,4.0,24.0,20110419.0,78.12,10.0,11.0,1.1,2708.0,,,191.0,任期満了,79.62,,,,日吉津村議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.2727272727272727,0.3,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6,0.3,0.1,0.5764362220058422,0.37731256085686465,0.046251217137293084,0.08234803171512031,0.12577085361895488,0.046251217137293084,2054.0,2.0,,,,,,,,,,,,,,,,,,296.0,,1758.0,,,,,2054.0,,,,0.14410905550146055,,0.8558909444985394,,,,,1.0,,,,0.07205452775073028,,0.09509899383317105,,,,,,,,2.0,,9.0,,,,,,,,2.0,,8.0,,,,
日吉津村議会議員選挙（2015年04月26日投票）,日吉津村議会議員選挙,鳥取県,日吉津村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,10.0,10.0,1.0,,,,,任期満了,78.12,,,,日吉津村議会議員選挙（2015年04月26日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.4,0.4,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,2.0,64.3,6.957729514719582,48.0,64.25,66.0,67.0,74.0,64.3,6.957729514719582,48.0,64.25,66.0,67.0,74.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,8.0,,,,,,,,2.0,,8.0,,,,
日吉津村議会議員選挙（2019年04月21日投票）,日吉津村議会議員選挙,鳥取県,日吉津村,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,11.0,1.1,,,,,任期満了,,,,,日吉津村議会議員選挙（2019年04月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.36363636363636365,0.3,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.7811378780112763,0.21886212198872373,,0.08679309755680847,0.10943106099436187,,1951.0,2.0,66.54545454545455,7.278406873181126,52.0,60.5,69.0,71.0,78.0,66.3,7.59012516365837,52.0,60.25,68.5,71.0,78.0,,,,219.0,,1732.0,,,,,1951.0,,,,0.11225012813941568,,0.8877498718605843,,,,,1.0,,,,0.05612506406970784,,0.09863887465117603,,,,,,,,2.0,,9.0,,,,,,,,1.0,,9.0,,,,
日野町議会議員選挙（2007年04月22日投票）,日野町議会議員選挙,鳥取県,日野町,20070422.0,2007.0,4.0,22.0,20070417.0,85.92,10.0,12.0,1.2,3558.0,,,,任期満了,,,,,日野町議会議員選挙（2007年04月22日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.75,0.16666666666666666,0.08333333333333333,0.8,0.2,0.0,0.770221195113899,0.2139319907560251,0.015846814130075933,0.08558013279043322,0.10696599537801255,0.015846814130075933,3029.0,2.0,,,,,,,,,,,,,,,,,,323.0,,2706.0,,,,,3029.0,,,,0.1066358534169693,,0.8933641465830306,,,,,1.0,,,,0.1066358534169693,,0.08121492241663915,,,,,,,,1.0,,11.0,,,,,,,,1.0,,9.0,,,,
日野町議会議員選挙（2011年04月24日投票）,日野町議会議員選挙,鳥取県,日野町,20110424.0,2011.0,4.0,24.0,20110419.0,85.35,10.0,11.0,1.1,3263.0,,,-295.0,任期満了,85.92,,,,日野町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.7,0.2,0.1,0.6451029996385977,0.24756053487531623,0.10733646548608601,0.09215757137694254,0.08252017829177208,0.10733646548608601,2767.0,2.0,,,,,,,,,,,,,,,,,,183.0,,2584.0,,,,,2767.0,,,,0.06613661004698229,,0.9338633899530178,,,,,1.0,,,,0.06613661004698229,,0.09338633899530177,,,,,,,,1.0,,10.0,,,,,,,,1.0,,9.0,,,,
日野町議会議員選挙（2015年04月26日投票）,日野町議会議員選挙,鳥取県,日野町,20150426.0,2015.0,4.0,26.0,20150421.0,,10.0,13.0,1.3,,,,,任期満了,85.35,,,,日野町議会議員選挙（2015年04月26日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.0,0.6153846153846154,0.38461538461538464,0.0,0.7,0.3,0.0,0.7258592471358429,0.2741407528641571,,0.09073240589198037,0.05482815057283143,,2444.0,2.0,,,,,,,,,,,,,,,,,,225.0,,2219.0,,,,,2444.0,,,,0.09206219312602291,,0.9079378068739771,,,,,1.0,,,,0.09206219312602291,,0.07566148390616476,,,,,,,,1.0,,12.0,,,,,,,,1.0,,9.0,,,,
日野町議会議員選挙（2019年04月21日投票）,日野町議会議員選挙,鳥取県,日野町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,14.0,10.0,0.7142857142857143,,,,,任期満了,,,,,日野町議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,65.2,8.68101376568428,42.0,64.5,67.0,69.25,76.0,65.2,8.68101376568428,42.0,64.5,67.0,69.25,76.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,1.0,,9.0,,,,
智頭町議会議員補欠選挙（2008年06月08日投票）,智頭町議会議員補欠選挙,鳥取県,智頭町,20080608.0,2008.0,6.0,8.0,20080603.0,無投票,1.0,1.0,1.0,7213.0,,,,その他,,,,,智頭町議会議員補欠選挙（2008年06月08日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,
智頭町議会議員補欠選挙（2016年06月05日投票）,智頭町議会議員補欠選挙,鳥取県,智頭町,20160605.0,2016.0,6.0,5.0,20160531.0,72.83,1.0,2.0,2.0,6382.0,,,-831.0,死亡,,,,,智頭町議会議員補欠選挙（2016年06月05日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,4253.0,0.0,47.0,7.0,40.0,43.5,47.0,50.5,54.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智頭町議会議員補欠選挙（2020年06月07日投票）,智頭町議会議員補欠選挙,鳥取県,智頭町,20200607.0,2020.0,6.0,7.0,20200602.0,75.03,2.0,3.0,1.5,5944.0,,,-438.0,辞職/高橋達也氏の町長選出馬、及び都橋一仁氏の鳥取県議選出馬による辞職のため,72.83,,,,智頭町議会議員補欠選挙（2020年06月07日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,4326.0,1.0,51.333333333333336,18.372685039360892,26.0,42.5,59.0,64.0,69.0,42.5,16.5,26.0,34.25,42.5,50.75,59.0,,,,,,4326.0,,,,,4326.0,,,,,,1.0,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,
智頭町議会議員選挙（2009年07月12日投票）,智頭町議会議員選挙,鳥取県,智頭町,20090712.0,2009.0,7.0,12.0,20090707.0,83.06,12.0,16.0,1.3333333333333333,7085.0,,,,任期満了,,,,,智頭町議会議員選挙（2009年07月12日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.16666666666666666,0.75,0.25,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7685164075993092,0.23148359240069083,,0.0640430339666091,0.05787089810017271,,5790.0,1.0,60.5625,8.388748044255472,41.0,57.0,60.5,65.5,73.0,60.666666666666664,8.003471469028646,41.0,57.0,60.5,65.5,73.0,,,,,,5790.0,,,,,5790.0,,,,,,1.0,,,,,1.0,,,,,,0.0625,,,,,,,,,,16.0,,,,,,,,,,12.0,,,,
智頭町議会議員選挙（2013年06月30日投票）,智頭町議会議員選挙,鳥取県,智頭町,20130630.0,2013.0,6.0,30.0,20130625.0,78.5,12.0,14.0,1.1666666666666667,6688.0,,,-397.0,任期満了,83.06,,,,智頭町議会議員選挙（2013年06月30日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.5,0.42857142857142855,0.07142857142857142,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5498741042029828,0.39415068758473754,0.055975208212279685,0.07855344345756897,0.06569178126412292,0.055975208212279685,5163.0,1.0,59.642857142857146,10.230257243359334,37.0,55.0,62.0,65.75,76.0,60.166666666666664,7.536946036396676,45.0,57.0,62.0,65.25,71.0,,,,,,5163.0,,,,,5163.0,,,,,,1.0,,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,,14.0,,,,,,,,,,12.0,,,,
智頭町議会議員選挙（2017年07月09日投票）,智頭町議会議員選挙,鳥取県,智頭町,20170709.0,2017.0,7.0,9.0,20170704.0,無投票,12.0,12.0,1.0,,,,,任期満了,78.5,,,,智頭町議会議員選挙（2017年07月09日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,0.0,59.416666666666664,8.901856859979022,41.0,54.25,60.0,65.5,75.0,59.416666666666664,8.901856859979022,41.0,54.25,60.0,65.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
智頭町議会議員選挙（2021年07月18日投票）,智頭町議会議員選挙,鳥取県,智頭町,20210718.0,2021.0,7.0,18.0,20210713.0,74.54,12.0,14.0,1.1666666666666667,5828.0,2703.0,3125.0,,任期満了,,,,,智頭町議会議員選挙（2021年07月18日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.5714285714285714,0.42857142857142855,0.0,0.5,0.5,0.0,0.6189257426007307,0.38107425739926937,,0.07736571782509134,0.06351237623321156,,4300.999,1.0,60.5,10.880848181224529,27.0,59.0,61.5,68.5,71.0,58.916666666666664,10.973136389484193,27.0,58.25,60.5,66.25,70.0,,,,,,4300.999,,,,,4300.999,,,,,,1.0,,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,,14.0,,,,,,,,,,12.0,,,,
江府町議会議員補欠選挙（2012年07月22日投票）,江府町議会議員補欠選挙,鳥取県,江府町,20120722.0,2012.0,7.0,22.0,20120717.0,66.22,1.0,2.0,2.0,2922.0,,,,任期満了,,,,,江府町議会議員補欠選挙（2012年07月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,1792.0,1.0,49.5,16.5,33.0,41.25,49.5,57.75,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,1792.0,,,,,1792.0,,,,,,1.0,,,,,1.0,,,,,,0.5,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,
江府町議会議員選挙（2009年06月21日投票）,江府町議会議員選挙,鳥取県,江府町,20090621.0,2009.0,6.0,21.0,20090616.0,88.97,10.0,12.0,1.2,3019.0,,,,任期満了,,,,,江府町議会議員選挙（2009年06月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.75,0.25,0.0,0.9,0.1,0.0,0.8124065769805681,0.187593423019432,,0.09026739744228535,0.06253114100647733,,2676.0,1.0,65.33333333333333,6.724747000610671,56.0,60.25,64.5,72.0,78.0,64.9,7.006425622241343,56.0,58.75,64.0,70.75,78.0,,,,,,2676.0,,,,,2676.0,,,,,,1.0,,,,,1.0,,,,,,0.08333333333333333,,,,,,,,,,12.0,,,,,,,,,,10.0,,,,
江府町議会議員選挙（2013年06月23日投票）,江府町議会議員選挙,鳥取県,江府町,20130623.0,2013.0,6.0,23.0,20130618.0,84.91,10.0,12.0,1.2,,,,,任期満了,88.97,,,,江府町議会議員選挙（2013年06月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.6666666666666666,0.25,0.08333333333333333,0.8,0.2,0.0,0.7901030927835051,0.1670103092783505,0.04288659793814433,0.09876288659793814,0.0556701030927835,0.04288659793814433,2425.0,1.0,63.583333333333336,10.242544714191988,34.0,60.75,65.5,70.25,76.0,65.7,5.1778373863998475,59.0,61.25,65.5,69.25,76.0,,,,,,2425.0,,,,,2425.0,,,,,,1.0,,,,,1.0,,,,,,0.08333333333333333,,,,,,,,,,12.0,,,,,,,,,,10.0,,,,
江府町議会議員選挙（2017年06月25日投票）,江府町議会議員選挙,鳥取県,江府町,20170625.0,2017.0,6.0,25.0,20170620.0,84.06,10.0,12.0,1.2,2729.0,,,,任期満了,84.91,,,,江府町議会議員選挙（2017年06月25日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6,0.4,0.0,0.5545142857142857,0.4454857142857143,,0.07921632653061225,0.08909714285714286,,2275.0,0.0,64.66666666666667,9.383792173506164,38.0,63.0,65.5,69.25,80.0,65.8,3.1240998703626617,61.0,63.25,65.5,68.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江府町議会議員選挙（2021年06月20日投票）,江府町議会議員選挙,鳥取県,江府町,20210620.0,2021.0,6.0,20.0,20210615.0,無投票,10.0,9.0,0.9,2474.0,1157.0,1317.0,-255.0,任期満了/定員割れ,84.06,,,,江府町議会議員選挙（2021年06月20日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7777777777777778,0.2222222222222222,0.0,,,,,,,0.0,1.0,66.11111111111111,9.170537903094822,42.0,65.0,67.0,70.0,75.0,66.11111111111111,9.170537903094822,42.0,65.0,67.0,70.0,75.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,9.0,,,,
湯梨浜町議会議員補欠選挙（2006年10月01日投票）,湯梨浜町議会議員補欠選挙,鳥取県,湯梨浜町,20061001.0,2006.0,10.0,1.0,20060926.0,78.71,1.0,2.0,2.0,14337.0,,,,その他,,,,,湯梨浜町議会議員補欠選挙（2006年10月01日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.7133252404519563,0.2866747595480437,,0.7133252404519563,0.2866747595480437,10709.0,2.0,50.5,5.5,45.0,47.75,50.5,53.25,56.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,,,,3070.0,,7639.0,,,,,10709.0,,,,0.2866747595480437,,0.7133252404519563,,,,,1.0,,,,0.2866747595480437,,0.7133252404519563,,,,,,,,1.0,,1.0,,,,,,,,0.0,,1.0,,,,
湯梨浜町議会議員選挙（2009年04月19日投票）,湯梨浜町議会議員選挙,鳥取県,湯梨浜町,20090419.0,2009.0,4.0,19.0,20090414.0,無投票,17.0,17.0,1.0,14179.0,,,,任期満了,,,,,湯梨浜町議会議員選挙（2009年04月19日投票）,1.0,17.0,17.0,1.0,1.0,1.0,0.0,0.11764705882352941,0.11764705882352941,0.8823529411764706,0.0,0.11764705882352941,0.8823529411764706,0.0,0.11764705882352941,,,,,,,0.0,3.0,60.8235294117647,8.147430443849782,47.0,56.0,61.0,68.0,74.0,60.8235294117647,8.147430443849782,47.0,56.0,61.0,68.0,74.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,13.0,,,,,,,,3.0,1.0,13.0,,,,
