,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_「人に優しく、自分に厳しく。」の会,得票数_こうべ未来フォーラム,得票数_さわやか神戸・フレッシュ市民の会,得票数_たちあがれ日本,得票数_みんなの党,得票数_三木新党8人のサムライ,得票数_住民投票党,得票数_公明党,得票数_参政党,得票数_国民民主党,得票数_地域ファースト丹波ささやま,得票数_地域政党たからづか,得票数_地域政党三田前進の会,得票数_市民力,得票数_幸福実現党,得票数_改革推進の会,得票数_新世代こうべ,得票数_新生宝塚,得票数_新社会党,得票数_日本共産党,得票数_日本創新党,得票数_日本維新の会,得票数_日本維新の党,得票数_民主党,得票数_民進党,得票数_河西維新の会,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_神戸市民クラブ,得票数_神戸志民党,得票数_神戸改革フォーラム,得票数_立憲民主党,得票数_維新の党,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_蒼翠会,得票数_行革・市民の会,得票数_議員のたまご,得票数_sum_v,得票率_NHKから国民を守る党,得票率_「人に優しく、自分に厳しく。」の会,得票率_こうべ未来フォーラム,得票率_さわやか神戸・フレッシュ市民の会,得票率_たちあがれ日本,得票率_みんなの党,得票率_三木新党8人のサムライ,得票率_住民投票党,得票率_公明党,得票率_参政党,得票率_国民民主党,得票率_地域ファースト丹波ささやま,得票率_地域政党たからづか,得票率_地域政党三田前進の会,得票率_市民力,得票率_幸福実現党,得票率_改革推進の会,得票率_新世代こうべ,得票率_新生宝塚,得票率_新社会党,得票率_日本共産党,得票率_日本創新党,得票率_日本維新の会,得票率_日本維新の党,得票率_民主党,得票率_民進党,得票率_河西維新の会,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_神戸市民クラブ,得票率_神戸志民党,得票率_神戸改革フォーラム,得票率_立憲民主党,得票率_維新の党,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_蒼翠会,得票率_行革・市民の会,得票率_議員のたまご,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_「人に優しく、自分に厳しく。」の会,一人あたり得票率_こうべ未来フォーラム,一人あたり得票率_さわやか神戸・フレッシュ市民の会,一人あたり得票率_たちあがれ日本,一人あたり得票率_みんなの党,一人あたり得票率_三木新党8人のサムライ,一人あたり得票率_住民投票党,一人あたり得票率_公明党,一人あたり得票率_参政党,一人あたり得票率_国民民主党,一人あたり得票率_地域ファースト丹波ささやま,一人あたり得票率_地域政党たからづか,一人あたり得票率_地域政党三田前進の会,一人あたり得票率_市民力,一人あたり得票率_幸福実現党,一人あたり得票率_改革推進の会,一人あたり得票率_新世代こうべ,一人あたり得票率_新生宝塚,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本維新の会,一人あたり得票率_日本維新の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_河西維新の会,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_神戸市民クラブ,一人あたり得票率_神戸志民党,一人あたり得票率_神戸改革フォーラム,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_蒼翠会,一人あたり得票率_行革・市民の会,一人あたり得票率_議員のたまご,立候補者数_NHKから国民を守る党,立候補者数_「人に優しく、自分に厳しく。」の会,立候補者数_こうべ未来フォーラム,立候補者数_さわやか神戸・フレッシュ市民の会,立候補者数_たちあがれ日本,立候補者数_みんなの党,立候補者数_三木新党8人のサムライ,立候補者数_住民投票党,立候補者数_公明党,立候補者数_参政党,立候補者数_国民民主党,立候補者数_地域ファースト丹波ささやま,立候補者数_地域政党たからづか,立候補者数_地域政党三田前進の会,立候補者数_市民力,立候補者数_幸福実現党,立候補者数_改革推進の会,立候補者数_新世代こうべ,立候補者数_新生宝塚,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本維新の会,立候補者数_日本維新の党,立候補者数_民主党,立候補者数_民進党,立候補者数_河西維新の会,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_神戸市民クラブ,立候補者数_神戸志民党,立候補者数_神戸改革フォーラム,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_蒼翠会,立候補者数_行革・市民の会,立候補者数_議員のたまご,当選者数_NHKから国民を守る党,当選者数_「人に優しく、自分に厳しく。」の会,当選者数_こうべ未来フォーラム,当選者数_さわやか神戸・フレッシュ市民の会,当選者数_たちあがれ日本,当選者数_みんなの党,当選者数_三木新党8人のサムライ,当選者数_住民投票党,当選者数_公明党,当選者数_参政党,当選者数_国民民主党,当選者数_地域ファースト丹波ささやま,当選者数_地域政党たからづか,当選者数_地域政党三田前進の会,当選者数_市民力,当選者数_幸福実現党,当選者数_改革推進の会,当選者数_新世代こうべ,当選者数_新生宝塚,当選者数_新社会党,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本維新の会,当選者数_日本維新の党,当選者数_民主党,当選者数_民進党,当選者数_河西維新の会,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_神戸市民クラブ,当選者数_神戸志民党,当選者数_神戸改革フォーラム,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_蒼翠会,当選者数_行革・市民の会,当選者数_議員のたまご
市川町議会議員選挙（2019年08月04日投票）,市川町議会議員選挙,兵庫県,市川町,20190804.0,2019.0,8.0,4.0,20190730.0,69.67,12.0,14.0,1.1666666666666667,,,,,任期満了,,,,,市川町議会議員選挙（2019年08月04日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8439142167305781,0.15608578326942196,,0.08439142167305781,0.03902144581735549,,7041.0,2.0,67.07142857142857,8.379092055435923,43.0,67.0,69.5,73.25,75.0,67.91666666666667,8.420791068671768,43.0,67.0,70.0,74.0,75.0,,,,,,,,,1106.0,,,,,,,,,,,,,,,,,,,,5935.0,,,,,,,,,,,,,,7041.0,,,,,,,,,0.15707996023292145,,,,,,,,,,,,,,,,,,,,0.8429200397670785,,,,,,,,,,,,,,1.0,,,,,,,,,0.15707996023292145,,,,,,,,,,,,,,,,,,,,0.06484000305900604,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,
播磨町議会補欠選挙（2018年06月24日投票）,播磨町議会補欠選挙,兵庫県,播磨町,20180624.0,2018.0,6.0,24.0,20180619.0,,1.0,2.0,2.0,,,,,死亡,,,,,播磨町議会補欠選挙（2018年06月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3758.0,1.0,43.5,4.5,39.0,41.25,43.5,45.75,48.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758.0,,,,,,,,,,,,,,3758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
播磨町議会議員補欠選挙（2006年07月02日投票）,播磨町議会議員補欠選挙,兵庫県,播磨町,20060702.0,2006.0,7.0,2.0,20060627.0,49.96,2.0,4.0,2.0,26630.0,,,,その他,,,,,播磨町議会議員補欠選挙（2006年07月02日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,11938.0,1.0,53.0,7.176350047203662,44.0,47.75,52.5,57.75,63.0,46.5,2.5,44.0,45.25,46.5,47.75,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11938.0,,,,,,,,,,,,,,11938.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
播磨町議会議員補欠選挙（2014年06月29日投票）,播磨町議会議員補欠選挙,兵庫県,播磨町,20140629.0,2014.0,6.0,29.0,20140624.0,,1.0,2.0,2.0,,,,,その他,49.96,,,,播磨町議会議員補欠選挙（2014年06月29日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5777917189460476,0.4222082810539523,,0.5777917189460476,0.4222082810539523,11158.0,1.0,50.0,12.0,38.0,44.0,50.0,56.0,62.0,62.0,0.0,62.0,62.0,62.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11158.0,,,,,,,,,,,,,,11158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
播磨町議会議員選挙（2003年04月27日投票）,播磨町議会議員選挙,兵庫県,播磨町,20030427.0,2003.0,4.0,27.0,20030422.0,60.33,18.0,21.0,1.1666666666666667,26565.0,,,,任期満了,,,,,播磨町議会議員選挙（2003年04月27日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.2857142857142857,0.3333333333333333,0.8571428571428571,0.14285714285714285,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9388698847079691,0.06113011529203091,,0.05215943803933162,0.02037670509734364,,15786.0,3.0,59.0,5.5805785670356025,48.0,54.0,61.0,63.0,69.0,59.22222222222222,5.769224438109853,48.0,54.0,61.0,63.0,69.0,,,,,,,,,2413.0,,,,,,,,,,,,2087.0,,,,,,,,11286.0,,,,,,,,,,,,,,15786.0,,,,,,,,,0.15285696186494363,,,,,,,,,,,,0.13220575193209172,,,,,,,,0.7149372862029647,,,,,,,,,,,,,,1.0,,,,,,,,,0.07642848093247182,,,,,,,,,,,,0.04406858397736391,,,,,,,,0.044683580387685294,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,14.0,,,,,,,,,,,,,
播磨町議会議員選挙（2007年04月22日投票）,播磨町議会議員選挙,兵庫県,播磨町,20070422.0,2007.0,4.0,22.0,20070417.0,54.16,18.0,20.0,1.1111111111111112,26742.0,,,177.0,任期満了,60.33,,,,播磨町議会議員選挙（2007年04月22日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.45,0.4444444444444444,0.65,0.35,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7808535987104913,0.2191464012895087,,0.060065661439268565,0.0313066287556441,,14269.0,3.0,57.2,10.327632836231157,31.0,52.0,58.0,64.25,73.0,57.72222222222222,10.054327733510554,31.0,52.0,58.0,64.5,73.0,,,,,,,,,2734.0,,,,,,,,,,,,1849.0,,,,,,,,9686.0,,,,,,,,,,,,,,14269.0,,,,,,,,,0.19160417688695774,,,,,,,,,,,,0.12958161048426659,,,,,,,,0.6788142126287756,,,,,,,,,,,,,,1.0,,,,,,,,,0.09580208844347887,,,,,,,,,,,,0.06479080524213329,,,,,,,,0.042425888289298476,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,14.0,,,,,,,,,,,,,
播磨町議会議員選挙（2011年04月24日投票）,播磨町議会議員選挙,兵庫県,播磨町,20110424.0,2011.0,4.0,24.0,20110419.0,51.44,14.0,19.0,1.3571428571428572,26898.0,,,156.0,任期満了,54.16,,,,播磨町議会議員選挙（2011年04月24日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.3157894736842105,0.42857142857142855,0.5263157894736842,0.47368421052631576,0.0,0.5,0.5,0.0,0.492091388400703,0.507908611599297,,0.0492091388400703,0.056434290177699666,,13656.0,3.0,,,,,,,,,,,,,,,,,,,,,,,2253.0,,,,,,,,,,,,1448.0,,,,,,,,9955.0,,,,,,,,,,,,,,13656.0,,,,,,,,,0.1649824253075571,,,,,,,,,,,,0.1060339777387229,,,,,,,,0.72898359695372,,,,,,,,,,,,,,1.0,,,,,,,,,0.08249121265377855,,,,,,,,,,,,0.05301698886936145,,,,,,,,0.04859890646358133,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,10.0,,,,,,,,,,,,,
播磨町議会議員選挙（2015年04月26日投票）,播磨町議会議員選挙,兵庫県,播磨町,20150426.0,2015.0,4.0,26.0,20150421.0,44.2,14.0,15.0,1.0714285714285714,,,,,任期満了,51.44,,,,播磨町議会議員選挙（2015年04月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.3333333333333333,0.35714285714285715,0.8,0.06666666666666667,0.13333333333333333,0.8571428571428571,0.07142857142857142,0.07142857142857142,0.8735962171747024,0.08190492273917081,0.04449886008612683,0.07279968476455853,0.08190492273917081,0.022249430043063415,11843.0,3.0,59.666666666666664,10.84230397819373,39.0,59.5,63.0,66.0,77.0,58.42857142857143,10.146880489759864,39.0,59.25,61.5,65.25,71.0,,,,,,,,,2150.0,,,,,,,,,,,,1782.0,,,,,,,,7911.0,,,,,,,,,,,,,,11843.0,,,,,,,,,0.18154183906104873,,,,,,,,,,,,0.15046863125897156,,,,,,,,0.6679895296799797,,,,,,,,,,,,,,1.0,,,,,,,,,0.09077091953052437,,,,,,,,,,,,0.07523431562948578,,,,,,,,0.06072632087999816,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,10.0,,,,,,,,,,,,,
播磨町議会議員選挙（2019年04月21日投票）,播磨町議会議員選挙,兵庫県,播磨町,20190421.0,2019.0,4.0,21.0,20190416.0,,14.0,17.0,1.2142857142857142,,,,,任期満了,44.2,,,,播磨町議会議員選挙（2019年04月21日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.4117647058823529,0.42857142857142855,0.7647058823529411,0.23529411764705882,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,11060.0,4.0,59.294117647058826,10.659239051763018,40.0,49.0,64.0,67.0,71.0,60.714285714285715,10.305536455355105,40.0,54.75,65.0,67.0,71.0,,,,,,,,,2127.0,,,,,,,,,,,,1296.0,,,,,,,,7637.0,,,,,,,,,,,,,,11060.0,,,,,,,,,0.19231464737793852,,,,,,,,,,,,0.11717902350813743,,,,,,,,0.6905063291139241,,,,,,,,,,,,,,1.0,,,,,,,,,0.09615732368896926,,,,,,,,,,,,0.058589511754068714,,,,,,,,0.05754219409282701,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,12.0,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,10.0,,,,,,,,,,,,,
新温泉町議会議員選挙（2005年11月13日投票）,新温泉町議会議員選挙,兵庫県,新温泉町,20051113.0,2005.0,11.0,13.0,20051108.0,89.46,20.0,26.0,1.3,14625.0,,,,その他,,,,,新温泉町議会議員選挙（2005年11月13日投票）,1.0,26.0,19.0,1.368421052631579,0.0,0.0,0.0,0.038461538461538464,0.05263157894736842,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.038461538461538464,,12310.4,3.0,59.80769230769231,7.103732663289018,46.0,55.0,59.0,63.75,75.0,59.0,6.950956011491097,46.0,54.5,58.0,63.0,75.0,,,,,,,,,603.61,,,,,,,,,,,,898.3,,,,,,,,10808.49,,,,,,,,,,,,,,12310.4,,,,,,,,,0.04903252534442423,,,,,,,,,,,,0.07297082141928775,,,,,,,,0.8779966532362881,,,,,,,,,,,,,,1.0,,,,,,,,,0.04903252534442423,,,,,,,,,,,,0.036485410709643874,,,,,,,,0.03817376753201252,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,17.0,,,,,,,,,,,,,
新温泉町議会議員選挙（2009年11月08日投票）,新温泉町議会議員選挙,兵庫県,新温泉町,20091108.0,2009.0,11.0,8.0,20091103.0,87.18,16.0,20.0,1.25,14008.0,,,-617.0,任期満了,89.46,,,,新温泉町議会議員選挙（2009年11月08日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.65,0.35,0.0,0.6875,0.3125,0.0,0.6490609746008108,0.35093902539918925,,0.049927767276985446,0.05013414648559846,,12087.0,4.0,60.35,5.935275899231644,47.0,56.0,59.5,64.25,71.0,61.25,5.425633603552677,50.0,56.75,61.0,64.5,71.0,,,,,,,,,665.17,,,,,,,,,,,,1386.06,,,,427.0,,,,9608.77,,,,,,,,,,,,,,12087.0,,,,,,,,,0.05503185240340862,,,,,,,,,,,,0.11467361628195581,,,,0.03532721105319765,,,,0.7949673202614379,,,,,,,,,,,,,,1.0,,,,,,,,,0.05503185240340862,,,,,,,,,,,,0.057336808140977906,,,,0.03532721105319765,,,,0.04968545751633987,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,0.0,,,,13.0,,,,,,,,,,,,,
新温泉町議会議員選挙（2013年10月27日投票）,新温泉町議会議員選挙,兵庫県,新温泉町,20131027.0,2013.0,10.0,27.0,20131022.0,,16.0,17.0,1.0625,,,,,任期満了,87.18,,,,新温泉町議会議員選挙（2013年10月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.75,0.1875,0.0625,0.6829669797617895,0.26009489687227655,0.05693812336593396,0.05691391498014913,0.06502372421806914,0.05693812336593396,10327.0,3.0,61.294117647058826,9.522510209605528,38.0,60.0,63.0,68.0,75.0,60.4375,9.158116277379317,38.0,59.5,62.0,65.0,75.0,,,,,,,,,709.32,,,,,,,,,,,,938.85,,,,,,,,8678.83,,,,,,,,,,,,,,10327.0,,,,,,,,,0.06868596881959911,,,,,,,,,,,,0.09091217197637262,,,,,,,,0.8404018592040283,,,,,,,,,,,,,,1.0,,,,,,,,,0.06868596881959911,,,,,,,,,,,,0.04545608598818631,,,,,,,,0.06002870422885916,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,13.0,,,,,,,,,,,,,
新温泉町議会議員選挙（2017年10月29日投票）,新温泉町議会議員選挙,兵庫県,新温泉町,20171029.0,2017.0,10.0,29.0,20171024.0,,16.0,18.0,1.125,12787.0,,,,任期満了,,,,,新温泉町議会議員選挙（2017年10月29日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.5,0.5,0.0,0.5,0.5,0.0,0.46517609814008704,0.5348239018599129,,0.051686233126676334,0.05942487798443477,,10108.0,0.0,60.27777777777778,9.278443089917593,42.0,55.0,62.5,64.75,79.0,58.6875,8.342052729993979,42.0,53.75,62.0,64.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
明石市議会議員選挙（1999年04月25日投票）,明石市議会議員選挙,兵庫県,明石市,19990425.0,1999.0,4.0,25.0,19990418.0,50.93,33.0,40.0,1.2121212121212122,224078.0,,,,任期満了,,,,,明石市議会議員選挙（1999年04月25日投票）,1.0,40.0,33.0,1.2121212121212122,0.0,0.0,0.0,0.1,0.12121212121212122,0.725,0.275,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7058170810734037,0.2941829189265963,,0.02433852003701392,0.026743901720599664,,112651.0,7.0,55.95,8.79189968095633,31.0,50.75,56.0,63.0,73.0,55.0,8.46024571603908,31.0,51.0,54.0,60.0,72.0,,,,,,,,,20100.0,,,,,,,,,,,3012.0,13634.0,,,,8443.0,,,,58420.0,2061.0,,,,,,,,,6981.0,,,,112651.0,,,,,,,,,0.17842717774365074,,,,,,,,,,,0.02673744573949632,0.1210286637491012,,,,0.07494829162635042,,,,0.5185928220788097,0.018295443449237024,,,,,,,,,0.06197015561335452,,,,1.0,,,,,,,,,0.029737862957275124,,,,,,,,,,,0.02673744573949632,0.02420573274982024,,,,0.024982763875450138,,,,0.02469489628946713,0.018295443449237024,,,,,,,,,0.02065671853778484,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,5.0,,,,3.0,,,,21.0,1.0,,,,,,,,,3.0,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,5.0,,,,3.0,,,,16.0,0.0,,,,,,,,,2.0,,,
明石市議会議員選挙（2003年04月27日投票）,明石市議会議員選挙,兵庫県,明石市,20030427.0,2003.0,4.0,27.0,20030420.0,50.93,31.0,37.0,1.1935483870967742,227384.0,,,3306.0,任期満了,50.93,,,,明石市議会議員選挙（2003年04月27日投票）,1.0,37.0,31.0,1.1935483870967742,0.0,0.0,0.0,0.13513513513513514,0.12903225806451613,0.6486486486486487,0.32432432432432434,0.02702702702702703,0.7741935483870968,0.22580645161290322,0.0,0.704482381862879,0.2765821959450529,0.018935422192068094,0.02935343257761996,0.023048516328754407,0.018935422192068094,113491.0,6.0,54.351351351351354,9.047072742101532,30.0,50.0,55.0,60.0,73.0,54.41935483870968,9.530170067698203,30.0,50.0,55.0,60.0,73.0,,,,,,,,,20644.0,,,,,,,,,,,3611.0,12807.0,,,,11382.0,,,,55757.59,,,,,,,,,,9289.41,,,,113491.0,,,,,,,,,0.18189988633459922,,,,,,,,,,,0.031817500947211676,0.11284595254249236,,,,0.10028989082834762,,,,0.491295256892617,,,,,,,,,,0.08185151245473209,,,,1.0,,,,,,,,,0.030316647722433202,,,,,,,,,,,0.031817500947211676,0.022569190508498472,,,,0.033429963609449206,,,,0.025857645099611422,,,,,,,,,,0.027283837484910697,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,5.0,,,,3.0,,,,19.0,,,,,,,,,,3.0,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,5.0,,,,3.0,,,,14.0,,,,,,,,,,2.0,,,
明石市議会議員選挙（2007年04月22日投票）,明石市議会議員選挙,兵庫県,明石市,20070422.0,2007.0,4.0,22.0,20070415.0,51.43,31.0,37.0,1.1935483870967742,230671.0,,,3287.0,任期満了,50.93,,,,明石市議会議員選挙（2007年04月22日投票）,1.0,37.0,31.0,1.1935483870967742,0.0,0.0,0.0,0.16216216216216217,0.16129032258064516,0.6756756756756757,0.32432432432432434,0.0,0.7419354838709677,0.25806451612903225,0.0,0.7418399155009403,0.2581600844990597,,0.02967359662003761,0.02151334037492164,,116451.0,6.0,53.45945945945946,9.827140010648927,27.0,49.0,55.0,59.0,73.0,53.03225806451613,10.535604368866252,27.0,48.5,55.0,59.5,73.0,,,,,,,,,21201.54,,,,,,,,,,,4135.0,13070.0,,,,8310.0,,,,65292.46,,,,,,,,,,4442.0,,,,116451.0,,,,,,,,,0.18206404410438726,,,,,,,,,,,0.03550849713613451,0.11223604777975285,,,,0.07136048638483139,,,,0.5606861254948433,,,,,,,,,,0.03814479910005066,,,,1.0,,,,,,,,,0.03034400735073121,,,,,,,,,,,0.03550849713613451,0.02244720955595057,,,,0.035680243192415695,,,,0.025485732977038333,,,,,,,,,,0.03814479910005066,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,5.0,,,,2.0,,,,22.0,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,3.0,,,,2.0,,,,18.0,,,,,,,,,,1.0,,,
明石市議会議員選挙（2011年04月24日投票）,明石市議会議員選挙,兵庫県,明石市,20110424.0,2011.0,4.0,24.0,20110417.0,47.63,31.0,39.0,1.2580645161290325,234293.0,,,3622.0,任期満了/灰野修平氏は公選法の連座制の適用により、当選無効となりました。（2011年12月）,51.43,,,,明石市議会議員選挙（2011年04月24日投票）,1.0,39.0,31.0,1.2580645161290323,0.0,0.0,0.0,0.1282051282051282,0.16129032258064516,0.6153846153846154,0.358974358974359,0.02564102564102564,0.7741935483870968,0.1935483870967742,0.03225806451612903,0.7558267277398356,0.21988114503049083,0.024292127229673513,0.03149278032249315,0.015705796073606487,0.024292127229673513,109377.0,8.0,,,,,,,,,,,,,,,,,,,,,,,19468.96,,,,,,,,,,,3459.0,10467.0,3063.0,,,10157.0,,,585.0,56719.04,,,,,,,,,,5458.0,,,,109377.0,,,,,,,,,0.1779986651672655,,,,,,,,,,,0.03162456457939055,0.0956965358347733,0.028004059354343237,,,0.0928623019464787,,,0.0053484736279108035,0.5185645976759282,,,,,,,,,,0.04990080181390969,,,,1.0,,,,,,,,,0.029666444194544252,,,,,,,,,,,0.03162456457939055,0.023924133958693326,0.028004059354343237,,,0.023215575486619674,,,0.0053484736279108035,0.024693552270282297,,,,,,,,,,0.04990080181390969,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,4.0,1.0,,,4.0,,,1.0,21.0,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,1.0,3.0,1.0,,,3.0,,,0.0,16.0,,,,,,,,,,1.0,,,
