,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
多久市議会議員選挙（2007年04月22日投票）,多久市議会議員選挙,佐賀県,多久市,20070422.0,2007.0,4.0,22.0,20070415.0,76.6,16.0,19.0,1.1875,18210.0,,,,任期満了,,,,,多久市議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.0625,0.631578947368421,0.3157894736842105,0.05263157894736842,0.625,0.3125,0.0625,0.6267138115168134,0.313248665031029,0.0600375234521576,0.05222615095973445,0.05220811083850483,0.0600375234521576,13858.0,3.0,57.0,5.739979827582379,43.0,53.5,59.0,61.0,66.0,57.625,5.521265706339444,43.0,54.0,59.5,61.25,66.0,,1040.0,,,608.0,,,12210.0,,,,13858.0,,0.075046904315197,,,0.04387357483042286,,,0.8810795208543801,,,,1.0,,0.075046904315197,,,0.04387357483042286,,,0.05182820710908118,,,,,1.0,,,1.0,,,17.0,,,,,1.0,,,0.0,,,15.0,,,
多久市議会議員選挙（2011年04月24日投票）,多久市議会議員選挙,佐賀県,多久市,20110424.0,2011.0,4.0,24.0,20110417.0,75.11,16.0,21.0,1.3125,17610.0,,,-600.0,任期満了,76.6,,,,多久市議会議員選挙（2011年04月24日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.125,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.625,0.3125,0.0625,0.6624038973890538,0.2885742559183984,0.04902184669254776,0.05095414595300414,0.04122489370262834,0.04902184669254776,13137.0,4.0,,,,,,,,57.25,7.093130479555554,38.0,54.5,58.5,62.25,67.0,,1033.0,,,644.0,668.0,,10792.0,,,,13137.0,,0.0786328689959656,,,0.04902184669254776,0.0508487478115247,,0.8214965364999619,,,,1.0,,0.0786328689959656,,,0.04902184669254776,0.0508487478115247,,0.0456386964722201,,,,,1.0,,,1.0,1.0,,18.0,,,,,1.0,,,1.0,1.0,,13.0,,,
多久市議会議員選挙（2015年04月26日投票）,多久市議会議員選挙,佐賀県,多久市,20150426.0,2015.0,4.0,26.0,20150419.0,無投票,16.0,16.0,1.0,,,,,任期満了,75.11,,,,多久市議会議員選挙（2015年04月26日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.125,0.125,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,3.0,58.5625,10.954272853548975,29.0,55.5,61.5,66.25,71.0,58.5625,10.954272853548975,29.0,55.5,61.5,66.25,71.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,14.0,,,,,1.0,,,1.0,,,14.0,,,
多久市議会議員選挙（2019年04月21日投票）,多久市議会議員選挙,佐賀県,多久市,20190421.0,2019.0,4.0,21.0,20190414.0,無投票,15.0,15.0,1.0,,,,,任期満了,,,,,多久市議会議員選挙（2019年04月21日投票）,1.0,15.0,15.0,1.0,1.0,1.0,0.0,0.06666666666666667,0.06666666666666667,,,,,,,,,,,,,0.0,4.0,62.733333333333334,9.440809758113385,43.0,59.0,65.0,69.5,75.0,62.733333333333334,9.440809758113385,43.0,59.0,65.0,69.5,75.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,8.0,,,5.0,,1.0,1.0,,,,,8.0,,,5.0
大町町議会議員選挙（2007年04月22日投票）,大町町議会議員選挙,佐賀県,大町町,20070422.0,2007.0,4.0,22.0,20070417.0,82.41,10.0,11.0,1.1,6493.0,,,,任期満了,,,,,大町町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.2727272727272727,0.3,0.9090909090909091,0.0,0.09090909090909091,0.9,0.0,0.1,0.9113683810969824,,0.08863161890301766,0.09113683810969823,,0.08863161890301766,5269.0,3.0,62.18181818181818,7.9408973825172575,48.0,55.5,64.0,67.0,74.0,61.1,7.51598296964542,48.0,55.25,63.5,64.75,74.0,,618.0,,,621.0,,,4030.0,,,,5269.0,,0.11728980831277282,,,0.11785917631429113,,,0.7648510153729361,,,,1.0,,0.11728980831277282,,,0.11785917631429113,,,0.08498344615254845,,,,,1.0,,,1.0,,,9.0,,,,,1.0,,,1.0,,,8.0,,,
大町町議会議員選挙（2011年04月24日投票）,大町町議会議員選挙,佐賀県,大町町,20110424.0,2011.0,4.0,24.0,20110419.0,74.77,10.0,12.0,1.2,6156.0,,,-337.0,任期満了,82.41,,,,大町町議会議員選挙（2011年04月24日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.25,0.3,0.75,0.16666666666666666,0.08333333333333333,0.8,0.1,0.1,0.7583716349310571,0.14773473407747867,0.09389363099146422,0.08426351499233968,0.07386736703873933,0.09389363099146422,4569.0,3.0,,,,,,,,63.3,8.462269199216012,51.0,57.5,63.5,68.0,78.0,,577.0,,,440.0,,,3552.0,,,,4569.0,,0.12628583935215584,,,0.09630115999124535,,,0.7774130006565988,,,,1.0,,0.12628583935215584,,,0.09630115999124535,,,0.07774130006565988,,,,,1.0,,,1.0,,,10.0,,,,,1.0,,,1.0,,,8.0,,,
大町町議会議員選挙（2015年04月26日投票）,大町町議会議員選挙,佐賀県,大町町,20150426.0,2015.0,4.0,26.0,20150421.0,81.05,10.0,13.0,1.3,5846.0,,,-310.0,任期満了,74.77,,,,大町町議会議員選挙（2015年04月26日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.15384615384615385,0.2,0.5384615384615384,0.38461538461538464,0.07692307692307693,0.7,0.2,0.1,0.6066160226596001,0.34514481354282506,0.04823916379757481,0.0866594318085143,0.06902896270856501,0.04823916379757481,4684.99,3.0,63.84615384615385,8.847825928929606,47.0,57.0,64.0,72.0,77.0,66.1,7.968061244744547,51.0,63.0,67.5,72.0,77.0,,484.2,,,437.79,,,3763.0,,,,4684.99,,0.10335134119816691,,,0.09344523680947026,,,0.8032034219923628,,,,1.0,,0.10335134119816691,,,0.09344523680947026,,,0.07301849290839663,,,,,1.0,,,1.0,,,11.0,,,,,1.0,,,1.0,,,8.0,,,
大町町議会議員選挙（2019年04月21日投票）,大町町議会議員選挙,佐賀県,大町町,20190421.0,2019.0,4.0,21.0,20190416.0,71.3,8.0,12.0,1.5,5547.0,,,-299.0,任期満了,81.05,,,,大町町議会議員選挙（2019年04月21日投票）,1.0,12.0,8.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.375,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.375,0.5,0.125,0.3823979591836735,0.5451530612244898,0.07244897959183673,0.09559948979591837,0.07787900874635569,0.07244897959183673,3920.0,2.0,64.16666666666667,9.316949906249123,48.0,58.75,66.0,68.25,81.0,64.875,9.597362919052296,50.0,58.75,64.5,70.0,81.0,,,,,292.0,,,3628.0,,,,3920.0,,,,,0.07448979591836735,,,0.9255102040816326,,,,1.0,,,,,0.07448979591836735,,,0.08413729128014842,,,,,,,,1.0,,,11.0,,,,,,,,1.0,,,7.0,,,
太良町議会議員補欠選挙（2007年02月18日投票）,太良町議会議員補欠選挙,佐賀県,太良町,20070218.0,2007.0,2.0,18.0,20070213.0,83.5,1.0,2.0,2.0,8587.0,,,,その他,,,,,太良町議会議員補欠選挙（2007年02月18日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,6966.0,1.0,56.0,4.0,52.0,54.0,56.0,58.0,60.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,6966.0,,,,6966.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
太良町議会議員選挙（2007年07月29日投票）,太良町議会議員選挙,佐賀県,太良町,20070729.0,2007.0,7.0,29.0,20070724.0,87.41,12.0,13.0,1.0833333333333333,8555.0,,,,任期満了,,,,,太良町議会議員選挙（2007年07月29日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6733595125253893,0.32664048747461066,,0.07481772361393214,0.08166012186865267,,7385.0,1.0,59.0,5.173898991015458,52.0,56.0,59.0,60.0,72.0,59.083333333333336,5.376776192312845,52.0,55.75,59.0,60.25,72.0,,,,,,,,7385.0,,,,7385.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.07692307692307693,,,,,,,,,,,13.0,,,,,,,,,,,12.0,,,
太良町議会議員選挙（2011年07月24日投票）,太良町議会議員選挙,佐賀県,太良町,20110724.0,2011.0,7.0,24.0,20110719.0,無投票,12.0,12.0,1.0,8300.0,,,-255.0,任期満了,87.41,,,,太良町議会議員選挙（2011年07月24日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,1.0,60.833333333333336,5.520165053893065,47.0,59.0,62.5,63.25,70.0,60.833333333333336,5.520165053893065,47.0,59.0,62.5,63.25,70.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12.0,,,
太良町議会議員選挙（2015年08月02日投票）,太良町議会議員選挙,佐賀県,太良町,20150802.0,2015.0,8.0,2.0,20150728.0,,11.0,12.0,1.0909090909090908,,,,,任期満了,,,,,太良町議会議員選挙（2015年08月02日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.16666666666666666,0.18181818181818182,0.75,0.25,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7630968169761273,0.23690318302387267,,0.0847885352195697,0.07896772767462422,,6032.0,1.0,64.16666666666667,5.42883249163411,51.0,62.25,65.5,67.0,74.0,64.0,5.640760748177662,51.0,61.5,65.0,67.0,74.0,,,,,,,,6032.0,,,,6032.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.08333333333333333,,,,,,,,,,,12.0,,,,,,,,,,,11.0,,,
太良町議会議員選挙（2019年08月04日投票）,太良町議会議員選挙,佐賀県,太良町,20190804.0,2019.0,8.0,4.0,20190730.0,無投票,11.0,11.0,1.0,,,,,任期満了,,,,,太良町議会議員選挙（2019年08月04日投票）,1.0,11.0,11.0,1.0,1.0,1.0,0.0,0.09090909090909091,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.09090909090909091,,,,,,,0.0,1.0,63.72727272727273,10.10032320896811,35.0,63.5,68.0,69.5,71.0,63.72727272727273,10.10032320896811,35.0,63.5,68.0,69.5,71.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,11.0,,,
嬉野市議会議員選挙（2006年02月05日投票）,嬉野市議会議員選挙,佐賀県,嬉野市,20060205.0,2006.0,2.0,5.0,20060129.0,77.25,22.0,23.0,1.0454545454545454,23789.0,,,,その他,,,,,嬉野市議会議員選挙（2006年02月05日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.08695652173913043,0.09090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.043478260869565216,,18204.0,4.0,55.34782608695652,8.416385135695903,29.0,54.0,57.0,59.0,69.0,55.22727272727273,8.586097738796438,29.0,54.0,56.5,59.0,69.0,,998.0,,,476.0,,,15903.0,827.0,,,18204.0,,0.05482311579872556,,,0.026148099318831025,,,0.8735992089650626,0.045429575917380796,,,1.0,,0.05482311579872556,,,0.026148099318831025,,,0.04367996044825313,0.045429575917380796,,,,1.0,,,1.0,,,20.0,1.0,,,,1.0,,,0.0,,,20.0,1.0,,
嬉野市議会議員選挙（2010年01月31日投票）,嬉野市議会議員選挙,佐賀県,嬉野市,20100131.0,2010.0,1.0,31.0,20100124.0,76.35,18.0,22.0,1.2222222222222223,23243.0,,,-546.0,任期満了,77.25,,,,嬉野市議会議員選挙（2010年01月31日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7270029285788154,0.2729970714211847,,0.045437683036175965,0.04549951190353078,,17598.98,2.0,57.0,7.942978603201012,33.0,51.25,59.0,61.75,73.0,56.72222222222222,8.703802205904394,33.0,50.25,59.0,62.0,73.0,,1008.0,,,,,,16590.98,,,,17598.98,,0.05727604667997804,,,,,,0.9427239533200219,,,,1.0,,0.05727604667997804,,,,,,0.04489161682476295,,,,,1.0,,,,,,21.0,,,,,1.0,,,,,,17.0,,,
嬉野市議会議員選挙（2014年01月26日投票）,嬉野市議会議員選挙,佐賀県,嬉野市,20140126.0,2014.0,1.0,26.0,20140119.0,,18.0,19.0,1.0555555555555556,,,,,任期満了,76.35,,,,嬉野市議会議員選挙（2014年01月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.1111111111111111,0.631578947368421,0.2631578947368421,0.0,0.6666666666666666,0.2777777777777778,0.0,0.65219792705754,0.27343670181839125,,0.054349827254795,0.05468734036367825,,16149.99,2.0,57.526315789473685,8.518514949972712,36.0,54.0,60.0,64.5,67.0,57.27777777777778,8.684632375994555,36.0,54.0,58.0,64.75,67.0,,935.0,,,,,,15214.99,,,,16149.99,,0.05789477269026173,,,,,,0.9421052273097382,,,,1.0,,0.05789477269026173,,,,,,0.05233917929498546,,,,,1.0,,,,,,18.0,,,,,1.0,,,,,,17.0,,,
嬉野市議会議員選挙（2018年01月21日投票）,嬉野市議会議員選挙,佐賀県,嬉野市,20180121.0,2018.0,1.0,21.0,20180114.0,70.51,16.0,18.0,1.125,22453.0,,,,任期満了,,,,,嬉野市議会議員選挙（2018年01月21日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.125,0.6666666666666666,0.3333333333333333,0.0,0.6875,0.3125,0.0,0.5959438748084198,0.40405612519158024,,0.049661989567368316,0.06734268753193004,,15998.52,0.0,57.44444444444444,10.398836592097012,32.0,54.0,59.5,65.75,69.0,57.9375,9.832781587628192,32.0,56.0,59.5,65.25,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小城市議会議員選挙（2006年02月19日投票）,小城市議会議員選挙,佐賀県,小城市,20060219.0,2006.0,2.0,19.0,20060212.0,76.73,26.0,38.0,1.4615384615384617,36109.0,,,,任期満了,,,,,小城市議会議員選挙（2006年02月19日投票）,1.0,38.0,26.0,1.4615384615384615,0.0,0.0,0.0,0.07894736842105263,0.07692307692307693,0.7894736842105263,0.21052631578947367,0.0,0.8461538461538461,0.15384615384615385,0.0,0.7845202348406759,0.21547976515932415,,0.026150674494689198,0.02693497064491552,,27444.99,4.0,57.078947368421055,6.233954472535951,39.0,53.0,58.0,60.0,72.0,56.15384615384615,6.2799577882725615,39.0,51.25,58.0,60.0,66.0,,1153.0,,,1203.0,,,24580.989999999998,,,508.0,27444.989999999998,,0.04201131062536369,,,0.043833136758293596,,,0.8956457991057748,,,0.01850975351056787,1.0,,0.04201131062536369,,,0.043833136758293596,,,0.025589879974450707,,,0.01850975351056787,,1.0,,,1.0,,,35.0,,,1.0,,1.0,,,1.0,,,24.0,,,0.0
小城市議会議員選挙（2010年02月14日投票）,小城市議会議員選挙,佐賀県,小城市,20100214.0,2010.0,2.0,14.0,20100207.0,67.11,22.0,24.0,1.0909090909090908,36295.0,,,186.0,任期満了,76.73,,,,小城市議会議員選挙（2010年02月14日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.7916666666666666,0.20833333333333334,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8079062623200522,0.19209373767994772,,0.042521382227371174,0.03841874753598955,,24172.989999999998,4.0,58.208333333333336,5.431230421266335,43.0,55.0,58.5,62.25,66.0,58.22727272727273,5.664336743503307,43.0,55.0,59.5,62.75,66.0,,1515.0,,,1322.0,963.0,,20372.989999999998,,,,24172.989999999998,,0.06267325639070716,,,0.0546891385798778,0.039837852082013854,,0.8427997529474012,,,,1.0,,0.06267325639070716,,,0.0546891385798778,0.039837852082013854,,0.040133321568923866,,,,,1.0,,,1.0,1.0,,21.0,,,,,1.0,,,1.0,1.0,,19.0,,,
小城市議会議員選挙（2014年02月16日投票）,小城市議会議員選挙,佐賀県,小城市,20140216.0,2014.0,2.0,16.0,20140209.0,61.84,22.0,25.0,1.1363636363636365,36296.0,,,1.0,任期満了,67.11,,,,小城市議会議員選挙（2014年02月16日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.09090909090909091,0.84,0.16,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8557761408551923,0.14422385914480776,,0.040751244802628206,0.03605596478620194,,22264.0,4.0,,,,,,,,60.54545454545455,8.446232472245043,31.0,58.25,62.0,66.0,70.0,,1237.0,,,1328.0,895.0,,18804.0,,,,22264.0,,0.05556054617319439,,,0.05964786201940352,0.040199425080848006,,0.8445921667265541,,,,1.0,,0.05556054617319439,,,0.02982393100970176,0.040199425080848006,,0.040218674606026385,,,,,1.0,,,2.0,1.0,,21.0,,,,,1.0,,,1.0,1.0,,19.0,,,
小城市議会議員選挙（2018年02月11日投票）,小城市議会議員選挙,佐賀県,小城市,20180211.0,2018.0,2.0,11.0,20180204.0,56.63,20.0,25.0,1.25,37022.0,,,726.0,任期満了,61.84,,,,小城市議会議員選挙（2018年02月11日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.12,0.15,0.68,0.28,0.04,0.8,0.2,0.0,0.7843514089185821,0.19700337107504873,0.018645220006369246,0.0461383181716813,0.02814333872500696,0.018645220006369246,20755.989999999998,0.0,60.56,9.87959513340501,35.0,58.0,63.0,69.0,72.0,59.4,10.170545708072897,35.0,56.5,62.5,66.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有田町議会議員選挙（2006年04月16日投票）,有田町議会議員選挙,佐賀県,有田町,20060416.0,2006.0,4.0,16.0,20060411.0,82.27,22.0,25.0,1.1363636363636365,17522.0,,,,その他,,,,,有田町議会議員選挙（2006年04月16日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.12,0.09090909090909091,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.04,,14271.0,2.0,57.68,11.54025996240986,32.0,53.0,57.0,66.0,80.0,57.31818181818182,10.670206454662628,32.0,53.25,57.0,66.0,72.0,,647.0,,,,,,13624.0,,,,14271.0,,0.04533669679770163,,,,,,0.9546633032022984,,,,1.0,,0.04533669679770163,,,,,,0.0397776376334291,,,,,1.0,,,,,,24.0,,,,,1.0,,,,,,21.0,,,
有田町議会議員選挙（2010年04月11日投票）,有田町議会議員選挙,佐賀県,有田町,20100411.0,2010.0,4.0,11.0,20100406.0,82.27,16.0,24.0,1.5,17522.0,,,0.0,任期満了,82.27,,,,有田町議会議員選挙（2010年04月11日投票）,1.0,24.0,16.0,1.5,0.0,0.0,0.0,0.08333333333333333,0.0,0.625,0.375,0.0,0.6875,0.3125,0.0,0.6526588472332158,0.3473411527667842,,0.043510589815547715,0.03859346141853157,,13897.0,2.0,,,,,,,,,,,,,,,,701.0,,,,,,13196.0,,,,13897.0,,0.050442541555731454,,,,,,0.9495574584442685,,,,1.0,,0.050442541555731454,,,,,,0.04128510688888124,,,,,1.0,,,,,,23.0,,,,,1.0,,,,,,15.0,,,
有田町議会議員選挙（2014年04月13日投票）,有田町議会議員選挙,佐賀県,有田町,20140413.0,2014.0,4.0,13.0,20140408.0,75.94,16.0,19.0,1.1875,,,,,任期満了,82.27,,,,有田町議会議員選挙（2014年04月13日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.21052631578947367,0.10526315789473684,0.6875,0.1875,0.125,0.7319964609021711,0.17629977372850822,0.09170376536932062,0.056307420069397776,0.044074943432127055,0.04585188268466031,12583.998,2.0,61.0,8.879307701795106,40.0,56.0,63.0,66.5,78.0,61.4375,8.328931128902436,40.0,56.0,62.0,65.5,78.0,,650.0,,,,,,11933.998,,,,12583.998,,0.05165290077128112,,,,,,0.9483470992287188,,,,1.0,,0.05165290077128112,,,,,,0.05268594995715105,,,,,1.0,,,,,,18.0,,,,,1.0,,,,,,15.0,,,
有田町議会議員選挙（2018年04月08日投票）,有田町議会議員選挙,佐賀県,有田町,20180408.0,2018.0,4.0,8.0,20180403.0,72.84,16.0,18.0,1.125,,,,,任期満了/立部正則議員が2020年12月20日に死去したことに伴い、次点の候補者だった手塚英樹氏が繰り上げ当選しました（2021年1月4日）,75.94,,,,有田町議会議員選挙（2018年04月08日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7979772651287195,0.2020227348712805,,0.05699837608062282,0.050505683717820125,,11964.0,2.0,65.44444444444444,6.626732244999309,56.0,60.0,65.0,68.75,82.0,64.75,6.562202374203344,56.0,59.75,65.0,68.25,82.0,,642.0,,,,,,11322.0,,,,11964.0,,0.05366098294884654,,,,,,0.9463390170511534,,,,1.0,,0.05366098294884654,,,,,,0.055667001003009024,,,,,1.0,,,,,,17.0,,,,,1.0,,,,,,15.0,,,
武雄市議会議員選挙（2006年04月16日投票）,武雄市議会議員選挙,佐賀県,武雄市,20060416.0,2006.0,4.0,16.0,20060409.0,82.83,30.0,39.0,1.3,41014.0,,,,その他,,,,,武雄市議会議員選挙（2006年04月16日投票）,1.0,39.0,30.0,1.3,0.0,0.0,0.0,0.05128205128205128,0.06666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.02564102564102564,,33650.0,5.0,54.51282051282051,9.159195449136165,34.0,50.5,55.0,59.5,74.0,54.1,8.194917123843698,34.0,51.25,55.0,59.0,74.0,,1463.03,,,2596.63,,,11056.01,941.0,,17593.33,33650.0,,0.043477860326894505,,,0.07716582466567608,,,0.3285589895988113,0.027964338781575036,,0.5228329866270431,1.0,,0.043477860326894505,,,0.02572194155522536,,,0.02346849925705795,0.027964338781575036,,0.026141649331352157,,1.0,,,3.0,,,14.0,1.0,,20.0,,1.0,,,2.0,,,10.0,1.0,,16.0
武雄市議会議員選挙（2010年04月11日投票）,武雄市議会議員選挙,佐賀県,武雄市,20100411.0,2010.0,4.0,11.0,20100409.0,79.21,26.0,34.0,1.3076923076923077,40639.0,,,-375.0,任期満了,82.83,,,,武雄市議会議員選挙（2010年04月11日投票）,1.0,34.0,26.0,1.3076923076923077,0.0,0.0,0.0,0.058823529411764705,0.07692307692307693,0.7647058823529411,0.23529411764705882,0.0,0.8846153846153846,0.11538461538461539,0.0,,,,,,,31851.0,5.0,,,,,,,,,,,,,,,,1473.0,,,2146.0,,,,,,,3619.0,,0.40701851340149214,,,0.5929814865985079,,,,,,,1.0,,0.40701851340149214,,,0.29649074329925396,,,,,,,,1.0,,,2.0,,,18.0,1.0,,12.0,,1.0,,,2.0,,,15.0,0.0,,8.0
武雄市議会議員選挙（2014年04月06日投票）,武雄市議会議員選挙,佐賀県,武雄市,20140406.0,2014.0,4.0,6.0,20140330.0,67.79,24.0,25.0,1.0416666666666667,40141.0,,,-498.0,任期満了,79.21,,,,武雄市議会議員選挙（2014年04月06日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.08,0.08333333333333333,0.8,0.16,0.04,0.8333333333333334,0.125,0.041666666666666664,0.8012706049391147,0.1539976336749616,0.04473176138592371,0.040063530246955734,0.0384994084187404,0.04473176138592371,26915.998,4.0,57.68,9.527727955814019,41.0,49.0,61.0,63.0,82.0,57.291666666666664,9.528375021773417,41.0,49.0,60.0,62.25,82.0,,1432.6660000000002,,,1392.0,,,6853.0,,,17238.332000000002,26915.998000000003,,0.053227303702430055,,,0.05171645502425731,,,0.25460694416755414,,,0.6404492971057585,1.0,,0.053227303702430055,,,0.025858227512128656,,,0.03637242059536488,,,0.04269661980705056,,1.0,,,2.0,,,7.0,,,15.0,,1.0,,,1.0,,,7.0,,,15.0
武雄市議会議員選挙（2018年04月08日投票）,武雄市議会議員選挙,佐賀県,武雄市,20180408.0,2018.0,4.0,8.0,20180401.0,65.29,20.0,24.0,1.2,,,,,任期満了,67.79,,,,武雄市議会議員選挙（2018年04月08日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.05,0.7916666666666666,0.20833333333333334,0.0,0.85,0.15,0.0,0.8372707307325291,0.16272926926747094,,0.04406688056486995,0.03254585385349419,,26116.998,5.0,60.0,9.819198881103624,45.0,51.75,60.0,66.25,86.0,58.6,8.058535847162313,45.0,51.75,59.0,66.0,71.0,,1294.0610000000001,,,1004.0,,1109.0,9175.0,,,13534.937,26116.998,,0.04954861198059594,,,0.038442396786950786,,0.042462766968853004,0.35130377541859903,,,0.5182424488450013,1.0,,0.04954861198059594,,,0.038442396786950786,,0.042462766968853004,0.0351303775418599,,,0.04711294989500012,,1.0,,,1.0,,1.0,10.0,,,11.0,,1.0,,,1.0,,1.0,6.0,,,11.0
