,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_新党市民,得票数_新社会党,得票数_日本共産党,得票数_日本社会党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_新党市民,得票率_新社会党,得票率_日本共産党,得票率_日本社会党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新党市民,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本社会党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新党市民,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本社会党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新党市民,当選者数_新社会党,当選者数_日本共産党,当選者数_日本社会党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党
いの町議会議員補欠選挙（2016年10月16日投票）,いの町議会議員補欠選挙,高知県,いの町,20161016.0,2016.0,10.0,16.0,20161011.0,56.06,2.0,3.0,1.5,20785.0,,,,その他,,,,,いの町議会議員補欠選挙（2016年10月16日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.39681908548707756,0.6031809145129224,,0.19840954274353878,0.6031809145129224,10060.0,0.0,61.666666666666664,6.182412330330469,53.0,59.0,65.0,66.0,67.0,66.0,1.0,65.0,65.5,66.0,66.5,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いの町議会議員補欠選挙（2020年10月18日投票）,いの町議会議員補欠選挙,高知県,いの町,20201018.0,2020.0,10.0,18.0,20201013.0,32.36,1.0,3.0,3.0,19520.0,,,-1265.0,その他/岡田竜平氏の高知県議会議員選挙出馬による辞職のため,56.06,,,,いの町議会議員補欠選挙（2020年10月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,6164.0,1.0,56.0,7.483314773547883,46.0,52.0,58.0,61.0,64.0,46.0,0.0,46.0,46.0,46.0,46.0,46.0,,,,,,,,,,,6164.0,,,,,6164.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,
いの町議会議員選挙（2009年05月17日投票）,いの町議会議員選挙,高知県,いの町,20090517.0,2009.0,5.0,17.0,20090512.0,60.92,22.0,24.0,1.0909090909090908,22317.0,,,,任期満了,,,,,いの町議会議員選挙（2009年05月17日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.16666666666666666,0.13636363636363635,0.9166666666666666,0.08333333333333333,0.0,0.9090909090909091,0.09090909090909091,0.0,0.8938782143808641,0.10612178561913589,,0.040630827926402914,0.053060892809567946,,13474.989999999998,3.0,61.625,8.199657005021612,44.0,58.75,61.5,66.25,76.0,61.95454545454545,8.439502746700795,44.0,60.0,62.0,66.75,76.0,,,1541.0,,,,,678.0,,,11255.99,,,,,13474.99,,,0.11436001065677971,,,,,0.050315436226668814,,,0.8353245531165515,,,,,1.0,,,0.057180005328389856,,,,,0.050315436226668814,,,0.03977735967221674,,,,,,,2.0,,,,,1.0,,,21.0,,,,,,,2.0,,,,,1.0,,,19.0,,,,
いの町議会議員選挙（2013年05月19日投票）,いの町議会議員選挙,高知県,いの町,20130519.0,2013.0,5.0,19.0,20130514.0,60.5,20.0,26.0,1.3,,,,,任期満了,60.92,,,,いの町議会議員選挙（2013年05月19日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.19230769230769232,0.2,0.7307692307692307,0.2692307692307692,0.0,0.75,0.25,0.0,0.7250876322311268,0.27491236776887323,,0.038162506959532994,0.039273195395553316,,12774.98,3.0,61.65384615384615,10.36244071224501,36.0,56.5,64.0,69.75,80.0,60.85,10.427247959073382,36.0,54.75,64.0,69.25,78.0,,,1305.0,,,,,1035.0,,,10434.98,,,,,12774.98,,,0.10215280180477777,,,,,0.08101773936240997,,,0.8168294588328122,,,,,1.0,,,0.05107640090238889,,,,,0.040508869681204984,,,0.03712861176512783,,,,,,,2.0,,,,,2.0,,,22.0,,,,,,,2.0,,,,,2.0,,,16.0,,,,
いの町議会議員選挙（2017年05月21日投票）,いの町議会議員選挙,高知県,いの町,20170521.0,2017.0,5.0,21.0,20170516.0,57.07,18.0,22.0,1.2222222222222223,20477.0,,,,任期満了,60.5,,,,いの町議会議員選挙（2017年05月21日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.2222222222222222,0.8181818181818182,0.18181818181818182,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8173350582147477,0.18266494178525228,,0.04540750323415265,0.04566623544631307,,11595.0,0.0,63.04545454545455,9.929191456267052,40.0,56.0,62.5,68.0,82.0,64.16666666666667,10.161200716450788,40.0,59.25,64.0,71.75,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
いの町議会議員選挙（2021年05月23日投票）,いの町議会議員選挙,高知県,いの町,20210523.0,2021.0,5.0,23.0,20210518.0,51.64,18.0,20.0,1.1111111111111112,19261.0,9062.0,10199.0,-1216.0,任期満了,57.07,,,,いの町議会議員選挙（2021年05月23日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.75,0.25,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7751234469236185,0.22487655307638152,,0.05167489646157456,0.04497531061527631,,9834.996000000001,4.0,65.3,8.764131445842196,47.0,58.75,65.0,72.0,82.0,65.77777777777777,9.089405038318915,47.0,58.25,66.5,72.0,82.0,,,977.0,,,,,992.452,,,7433.544,432.0,,,,9834.996,,,0.09933913547092445,,,,,0.10091025964830083,,,0.7558258285005912,0.043924776380183585,,,,1.0,,,0.09933913547092445,,,,,0.050455129824150416,,,0.04723911428128695,0.043924776380183585,,,,,,1.0,,,,,2.0,,,16.0,1.0,,,,,,1.0,,,,,2.0,,,14.0,1.0,,,
三原村議会議員補欠選挙（2013年12月22日投票）,三原村議会議員補欠選挙,高知県,三原村,20131222.0,2013.0,12.0,22.0,20131217.0,,2.0,3.0,1.5,,,,,その他,,,,,三原村議会議員補欠選挙（2013年12月22日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8111111111111111,0.18888888888888888,,0.40555555555555556,0.18888888888888888,1260.0,1.0,63.333333333333336,10.780641085864152,49.0,57.5,66.0,70.5,75.0,57.5,8.5,49.0,53.25,57.5,61.75,66.0,,,,,,,,,,,1260.0,,,,,1260.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,2.0,,,,
三原村議会議員選挙（2007年04月22日投票）,三原村議会議員選挙,高知県,三原村,20070422.0,2007.0,4.0,22.0,20070417.0,92.11,10.0,13.0,1.3,1584.0,,,,任期満了,,,,,三原村議会議員選挙（2007年04月22日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.7,0.1,0.2,0.5854671280276816,0.22214532871972317,0.19238754325259516,0.0731833910034602,0.07404844290657439,0.09619377162629758,1445.0,2.0,59.76923076923077,7.7375592072181965,48.0,51.0,63.0,64.0,72.0,58.7,6.986415389883427,48.0,51.75,61.5,63.75,69.0,,,,,,,,115.0,,,1330.0,,,,,1445.0,,,,,,,,0.07958477508650519,,,0.9204152249134948,,,,,1.0,,,,,,,,0.07958477508650519,,,0.07670126874279123,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,1.0,,,9.0,,,,
三原村議会議員選挙（2011年04月24日投票）,三原村議会議員選挙,高知県,三原村,20110424.0,2011.0,4.0,24.0,20110419.0,91.77,10.0,13.0,1.3,1494.0,,,-90.0,任期満了,92.11,,,,三原村議会議員選挙（2011年04月24日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,0.0,0.7,0.3,0.0,0.5961395694135115,0.4038604305864885,,0.07451744617668894,0.0807720861172977,,1347.0,2.0,,,,,,,,,,,,,,,,,,,,,,86.0,,,1261.0,,,,,1347.0,,,,,,,,0.06384558277654045,,,0.9361544172234595,,,,,1.0,,,,,,,,0.06384558277654045,,,0.07801286810195496,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,1.0,,,9.0,,,,
三原村議会議員選挙（2015年04月26日投票）,三原村議会議員選挙,高知県,三原村,20150426.0,2015.0,4.0,26.0,20150421.0,87.79,8.0,9.0,1.125,,,,,任期満了,91.77,,,,三原村議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.625,0.25,0.125,0.578264395782644,0.3236009732360097,0.09813463098134631,0.09637739929710733,0.16180048661800486,0.09813463098134631,1233.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,,,,,1233.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
三原村議会議員選挙（2019年04月21日投票）,三原村議会議員選挙,高知県,三原村,20190421.0,2019.0,4.0,21.0,20190416.0,88.07,8.0,9.0,1.125,1350.0,,,,任期満了,87.79,,,,三原村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.7761702127659574,0.22382978723404257,,0.11088145896656534,0.11191489361702128,,1175.0,1.0,63.333333333333336,8.393118874676114,54.0,57.0,61.0,70.0,81.0,64.125,8.57959060794861,54.0,58.75,61.0,70.25,81.0,,,,,,,,,,,1175.0,,,,,1175.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
中土佐町議会議員選挙（2006年02月05日投票）,中土佐町議会議員選挙,高知県,中土佐町,20060205.0,2006.0,2.0,5.0,20060131.0,83.35,0.0,18.0,,7356.0,,,,その他,,,,,中土佐町議会議員選挙（2006年02月05日投票）,2.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.05555555555555555,,6068.0,2.0,58.5,8.112062349091971,40.0,56.0,58.0,63.75,73.0,59.5,7.158910531638177,47.0,56.0,58.0,64.25,73.0,,,,,,,,349.0,,,5719.0,,,,,6068.0,,,,,,,,0.05751483190507581,,,0.9424851680949242,,,,,1.0,,,,,,,,0.05751483190507581,,,0.05544030400558378,,,,,,,,,,,,1.0,,,17.0,,,,,,,,,,,,1.0,,,15.0,,,,
中土佐町議会議員選挙（2010年01月24日投票）,中土佐町議会議員選挙,高知県,中土佐町,20100124.0,2010.0,1.0,24.0,20100119.0,82.97,12.0,13.0,1.0833333333333333,7010.0,,,-346.0,任期満了,83.35,,,,中土佐町議会議員選挙（2010年01月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6274543874891398,0.3725456125108601,,0.06971715416545998,0.09313640312771503,,5754.999999999999,2.0,59.53846153846154,6.570509693557731,45.0,59.0,60.0,63.0,68.0,59.416666666666664,6.824689655133696,45.0,57.0,60.0,64.0,68.0,,,,,,,,319.0,,,5435.999999999999,,,,,5754.999999999999,,,,,,,,0.055430060816681156,,,0.9445699391833189,,,,,1.0,,,,,,,,0.055430060816681156,,,0.0787141615986099,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,1.0,,,11.0,,,,
中土佐町議会議員選挙（2014年01月26日投票）,中土佐町議会議員選挙,高知県,中土佐町,20140126.0,2014.0,1.0,26.0,20140121.0,無投票,12.0,12.0,1.0,,,,,任期満了,82.97,,,,中土佐町議会議員選挙（2014年01月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,,,,,,,,,,,,,0.0,2.0,61.5,5.484827557301444,49.0,59.0,62.0,64.5,71.0,61.5,5.484827557301444,49.0,59.0,62.0,64.5,71.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,1.0,,,11.0,,,,
中土佐町議会議員選挙（2018年01月21日投票）,中土佐町議会議員選挙,高知県,中土佐町,20180121.0,2018.0,1.0,21.0,20180116.0,65.43,12.0,14.0,1.1666666666666667,6233.0,,,,任期満了,,,,,中土佐町議会議員選挙（2018年01月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7142857142857143,0.2857142857142857,0.0,0.75,0.25,0.0,0.7883049592894152,0.21169504071058476,,0.07883049592894152,0.05292376017764619,,4053.0,0.0,65.07142857142857,4.742878657438294,53.0,63.0,66.0,68.0,71.0,65.5,4.9916597106239795,53.0,64.5,66.0,68.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁淀川町議会議員選挙（2006年01月22日投票）,仁淀川町議会議員選挙,高知県,仁淀川町,20060122.0,2006.0,1.0,22.0,20060117.0,85.72,0.0,25.0,,6756.0,,,,その他,,,,,仁淀川町議会議員選挙（2006年01月22日投票）,3.0,25.0,12.0,2.0833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.04,,5747.0,2.0,58.8,6.406246951218788,47.0,55.0,58.0,64.0,76.0,58.0,5.916079783099616,47.0,56.0,58.0,59.75,70.0,,,,,,,,303.0,,,5444.0,,,,,5747.0,,,,,,,,0.05272315990951801,,,0.947276840090482,,,,,1.0,,,,,,,,0.026361579954759004,,,0.04118594956915139,,,,,,,,,,,,2.0,,,23.0,,,,,,,,,,,,0.0,,,12.0,,,,
仁淀川町議会議員選挙（2010年01月24日投票）,仁淀川町議会議員選挙,高知県,仁淀川町,20100124.0,2010.0,1.0,24.0,20100119.0,80.3,12.0,14.0,1.1666666666666667,6164.0,,,-592.0,任期満了,85.72,,,,仁淀川町議会議員選挙（2010年01月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.8333333333333334,0.16666666666666666,0.0,0.7538210719380477,0.20501324638271856,0.04116568167923375,0.07538210719380477,0.06833774879423953,0.04116568167923375,4907.0,2.0,58.857142857142854,8.09635846588843,37.0,54.75,62.0,62.75,69.0,59.833333333333336,5.2094998693625945,51.0,58.25,62.0,62.25,69.0,,,,,,,,202.0,,,4705.0,,,,,4907.0,,,,,,,,0.04116568167923375,,,0.9588343183207663,,,,,1.0,,,,,,,,0.04116568167923375,,,0.07375648602467433,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,0.0,,,12.0,,,,
仁淀川町議会議員選挙（2014年01月19日投票）,仁淀川町議会議員選挙,高知県,仁淀川町,20140119.0,2014.0,1.0,19.0,20140114.0,80.3,10.0,12.0,1.2,,,,,任期満了,80.3,,,,仁淀川町議会議員選挙（2014年01月19日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6,0.4,0.0,0.642979704797048,0.35702029520295203,,0.080372463099631,0.08925507380073801,,4336.0,1.0,61.333333333333336,4.696334267868457,53.0,56.5,63.5,65.25,66.0,62.4,4.409081537009721,53.0,62.25,64.0,65.75,66.0,,,,,,,,,,,4336.0,,,,,4336.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,10.0,,,,
仁淀川町議会議員選挙（2018年01月21日投票）,仁淀川町議会議員選挙,高知県,仁淀川町,20180121.0,2018.0,1.0,21.0,20180116.0,75.07,10.0,11.0,1.1,5030.0,,,,任期満了,80.3,,,,仁淀川町議会議員選挙（2018年01月21日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.2727272727272727,0.0,0.8,0.2,0.0,0.7345580404685836,0.2654419595314164,,0.09181975505857295,0.08848065317713881,,3756.0,0.0,66.36363636363636,4.518099505377882,57.0,64.5,69.0,69.5,70.0,66.1,4.657252408878007,57.0,63.25,68.5,69.75,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佐川町議会議員選挙（2009年10月11日投票）,佐川町議会議員選挙,高知県,佐川町,20091011.0,2009.0,10.0,11.0,20091006.0,70.74,14.0,15.0,1.0714285714285714,11924.0,,,,任期満了,,,,,佐川町議会議員選挙（2009年10月11日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8,0.13333333333333333,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7504440730571804,0.1648000477497911,0.08475587919302853,0.06253700608809837,0.08240002387489555,0.08475587919302853,8377.0,3.0,62.53333333333333,7.319987856699096,46.0,61.0,62.0,68.5,72.0,61.857142857142854,7.109924078931031,46.0,61.0,62.0,67.75,71.0,,,736.0,,,,,825.0,,,6816.0,,,,,8377.0,,,0.0878596156141817,,,,,0.09848394413274442,,,0.8136564402530739,,,,,1.0,,,0.0878596156141817,,,,,0.04924197206637221,,,0.06780470335442283,,,,,,,1.0,,,,,2.0,,,12.0,,,,,,,1.0,,,,,2.0,,,11.0,,,,
佐川町議会議員選挙（2013年10月06日投票）,佐川町議会議員選挙,高知県,佐川町,20131006.0,2013.0,10.0,6.0,20131001.0,74.52,14.0,15.0,1.0714285714285714,,,,,任期満了,70.74,,,,佐川町議会議員選挙（2013年10月06日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.8,0.2,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7740452616690241,0.22595473833097596,,0.06450377180575201,0.07531824611032532,,8484.0,3.0,63.93333333333333,6.265957406671563,50.0,60.5,65.0,67.0,73.0,63.642857142857146,6.387567644116441,50.0,60.25,65.0,66.0,73.0,,,622.0,,,,,608.0,,,7254.0,,,,,8484.0,,,0.07331447430457332,,,,,0.07166430928807166,,,0.8550212164073551,,,,,1.0,,,0.07331447430457332,,,,,0.07166430928807166,,,0.06577086280056578,,,,,,,1.0,,,,,1.0,,,13.0,,,,,,,1.0,,,,,1.0,,,12.0,,,,
佐川町議会議員選挙（2017年10月08日投票）,佐川町議会議員選挙,高知県,佐川町,20171008.0,2017.0,10.0,8.0,20171003.0,,14.0,15.0,1.0714285714285714,,,,,任期満了,74.52,,,,佐川町議会議員選挙（2017年10月08日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.14285714285714285,0.8,0.2,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7327365728900256,0.2672634271099744,,0.0610613810741688,0.08908780903665814,,7038.0,0.0,66.6,5.174295443181935,54.0,64.5,69.0,69.0,75.0,67.28571428571429,4.65109159888563,54.0,65.5,69.0,69.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北川村議会議員選挙（2007年04月22日投票）,北川村議会議員選挙,高知県,北川村,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,8.0,8.0,1.0,1302.0,,,,任期満了,,,,,北川村議会議員選挙（2007年04月22日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,1.0,61.375,5.0974871260259205,51.0,59.5,61.5,64.75,68.0,61.375,5.0974871260259205,51.0,59.5,61.5,64.75,68.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,8.0,,,,
北川村議会議員選挙（2011年04月24日投票）,北川村議会議員選挙,高知県,北川村,20110424.0,2011.0,4.0,24.0,20110419.0,,8.0,9.0,1.125,1256.0,,,-46.0,任期満了,,,,,北川村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.875,0.125,0.0,0.7920310981535471,0.20796890184645286,,0.11314729973622102,0.10398445092322643,,1029.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1029.0,,,,,1029.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,8.0,,,,
北川村議会議員選挙（2015年04月26日投票）,北川村議会議員選挙,高知県,北川村,20150426.0,2015.0,4.0,26.0,20150421.0,84.25,8.0,10.0,1.25,,,,,任期満了,,,,,北川村議会議員選挙（2015年04月26日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.875,0.125,0.0,0.9029029029029029,0.0970970970970971,,0.11286286286286286,0.04854854854854855,,999.0,1.0,64.2,10.581115253129038,43.0,60.25,67.0,71.75,76.0,65.5,8.215838362577491,48.0,62.75,67.0,71.25,76.0,,,,,,,,,,,999.0,,,,,999.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,8.0,,,,
北川村議会議員選挙（2019年04月21日投票）,北川村議会議員選挙,高知県,北川村,20190421.0,2019.0,4.0,21.0,20190416.0,83.08,8.0,10.0,1.25,1129.0,,,,任期満了,84.25,,,,北川村議会議員選挙（2019年04月21日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.2,0.125,0.6,0.4,0.0,0.75,0.25,0.0,0.6761627444360095,0.3238372555639905,,0.11269379073933493,0.08095931389099763,,929.998,1.0,63.2,8.255906976220118,47.0,61.25,62.5,69.5,75.0,65.375,6.89089072616886,52.0,61.75,65.5,70.5,75.0,,,,,,,,,,,929.998,,,,,929.998,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.1,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,8.0,,,,
南国市議会議員補欠選挙（2021年07月18日投票）,南国市議会議員補欠選挙,高知県,南国市,20210718.0,2021.0,7.0,18.0,20210711.0,38.58,1.0,3.0,3.0,38936.0,18313.0,20623.0,,その他,,,,,南国市議会議員補欠選挙（2021年07月18日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,13827.0,1.0,50.0,2.449489742783178,47.0,48.5,50.0,51.5,53.0,53.0,0.0,53.0,53.0,53.0,53.0,53.0,,,,,,,,,,,13827.0,,,,,13827.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,,,
南国市議会議員選挙（1999年10月17日投票）,南国市議会議員選挙,高知県,南国市,19991017.0,1999.0,10.0,17.0,19991010.0,68.55,25.0,28.0,1.12,38628.0,,,,任期満了,,,,,南国市議会議員選挙（1999年10月17日投票）,1.0,28.0,25.0,1.12,0.0,0.0,0.0,0.14285714285714285,0.16,0.7857142857142857,0.21428571428571427,0.0,0.88,0.12,0.0,0.8167621229476899,0.18323787705231004,,0.03712555104307681,0.030539646175385005,,26190.0,4.0,58.107142857142854,8.068188350881883,47.0,51.0,56.0,62.5,81.0,58.96,8.111621292935217,47.0,52.0,58.0,64.0,81.0,,,2367.31,,,,,4653.6900000000005,1842.0,,17327.0,,,,,26190.0,,,0.09038984345169912,,,,,0.17768957617411227,0.07033218785796105,,0.6615883925162276,,,,,1.0,,,0.04519492172584956,,,,,0.035537915234822456,0.03516609392898053,,0.0348204417113804,,,,,,,2.0,,,,,5.0,2.0,,19.0,,,,,,,2.0,,,,,5.0,2.0,,16.0,,,,
南国市議会議員選挙（2003年10月19日投票）,南国市議会議員選挙,高知県,南国市,20031019.0,2003.0,10.0,19.0,20031012.0,64.74,23.0,27.0,1.173913043478261,39740.0,,,1112.0,任期満了,68.55,,,,南国市議会議員選挙（2003年10月19日投票）,1.0,27.0,23.0,1.173913043478261,0.0,0.0,0.0,0.14814814814814814,0.17391304347826086,0.6666666666666666,0.2962962962962963,0.037037037037037035,0.782608695652174,0.21739130434782608,0.0,0.6918313462311318,0.2871511636814629,0.02101749008740526,0.03843507479061844,0.03589389546018286,0.02101749008740526,25454.989999999998,4.0,60.666666666666664,8.29993306532582,45.0,55.0,59.0,66.0,85.0,61.47826086956522,8.63697594631156,45.0,55.0,60.0,66.0,85.0,,,2702.58,,,,,4500.17,,,16739.239999999998,1513.0,,,,25454.989999999998,,,0.1061709315148032,,,,,0.17678930535820286,,,0.6576015154592478,0.059438247667746094,,,,1.0,,,0.0530854657574016,,,,,0.03535786107164057,,,0.03653341752551377,0.029719123833873047,,,,,,2.0,,,,,5.0,,,18.0,2.0,,,,,,2.0,,,,,5.0,,,15.0,1.0,,,
