,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由党,当選者数_自由民主党
対馬市議会議員選挙（2013年05月19日投票）,対馬市議会議員選挙,長崎県,対馬市,20130519.0,2013.0,5.0,19.0,20130512.0,80.51,21.0,24.0,1.1428571428571428,27478.0,,,-1684.0,任期満了,87.18,,,,対馬市議会議員選挙（2013年05月19日投票）,1.0,24.0,21.0,1.1428571428571428,0.0,0.0,0.0,0.041666666666666664,0.047619047619047616,0.625,0.20833333333333334,0.16666666666666666,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.6517390107369001,0.2121684867394696,0.13609250252363037,0.04344926738246001,0.042433697347893914,0.03402312563090759,21794.0,3.0,63.166666666666664,7.503702789660285,45.0,59.5,64.0,67.25,77.0,62.285714285714285,7.303898874950981,45.0,58.0,64.0,66.0,76.0,1508.0,,,,,,17887.0,,,,2399.0,21794.0,0.0691933559695329,,,,,,0.8207304762778747,,,,0.11007616775259246,1.0,0.0691933559695329,,,,,,0.041036523813893735,,,,0.03669205591753082,1.0,,,,,,20.0,,,,3.0,1.0,,,,,,17.0,,,,3.0
対馬市議会議員選挙（2017年05月21日投票）,対馬市議会議員選挙,長崎県,対馬市,20170521.0,2017.0,5.0,21.0,20170514.0,79.86,,24.0,,26029.0,,,-1449.0,任期満了,80.51,,,,対馬市議会議員選挙（2017年05月21日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.08333333333333333,0.05263157894736842,0.75,0.20833333333333334,0.041666666666666664,0.7894736842105263,0.15789473684210525,0.05263157894736842,0.7875541705214978,0.16949895310902274,0.04294687636947948,0.043753009473416545,0.03389979062180455,0.04294687636947948,20537.0,0.0,65.375,6.88484144092416,49.0,61.5,67.0,69.25,80.0,65.26315789473684,5.388507314677453,52.0,62.5,67.0,68.5,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
対馬市議会議員選挙（2021年05月16日投票）,対馬市議会議員選挙,長崎県,対馬市,20210516.0,2021.0,5.0,16.0,20210509.0,75.87,19.0,23.0,1.2105263157894737,24513.0,11975.0,12538.0,-1516.0,任期満了,79.86,,,,対馬市議会議員選挙（2021年05月16日投票）,1.0,23.0,19.0,1.2105263157894737,0.0,0.0,0.0,0.043478260869565216,0.05263157894736842,0.6086956521739131,0.21739130434782608,0.17391304347826086,0.631578947368421,0.15789473684210525,0.21052631578947367,0.6155018506422817,0.19513389941214893,0.18936424994556936,0.04396441790302012,0.039026779882429787,0.04734106248639234,18372.0,3.0,65.69565217391305,7.255790986208104,52.0,62.0,67.0,71.5,78.0,64.84210526315789,7.610679186060216,52.0,58.5,66.0,71.0,78.0,1117.0,,,,,,12895.0,,,,4360.0,18372.0,0.060799042020465925,,,,,,0.7018833006749401,,,,0.23731765730459395,1.0,0.060799042020465925,,,,,,0.043867706292183756,,,,0.03955294288409899,1.0,,,,,,16.0,,,,6.0,1.0,,,,,,14.0,,,,4.0
小値賀町議会議員選挙（2007年04月22日投票）,小値賀町議会議員選挙,長崎県,小値賀町,20070422.0,2007.0,4.0,22.0,20070417.0,92.53,10.0,11.0,1.1,2717.0,,,,任期満了,,,,,小値賀町議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.09090909090909091,0.0,0.9,0.1,0.0,0.9195171026156942,0.08048289738430583,,0.09195171026156942,0.08048289738430583,,2485.0,1.0,57.54545454545455,6.372720788480685,49.0,53.5,57.0,59.0,71.0,56.6,5.902541825349482,49.0,52.75,56.5,58.0,71.0,,,,,,,2485.0,,,,,2485.0,,,,,,,1.0,,,,,1.0,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,,
小値賀町議会議員選挙（2011年04月24日投票）,小値賀町議会議員選挙,長崎県,小値賀町,20110424.0,2011.0,4.0,24.0,20110419.0,92.63,10.0,11.0,1.1,,,,,任期満了,92.53,,,,小値賀町議会議員選挙（2011年04月24日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.7,0.2,0.1,0.6504980511043742,0.18276310090948464,0.1667388479861412,0.0929282930149106,0.09138155045474232,0.0833694239930706,2309.0,1.0,,,,,,,,,,,,,,,,,,,,,2309.0,,,,,2309.0,,,,,,,1.0,,,,,1.0,,,,,,,0.09090909090909091,,,,,,,,,,,11.0,,,,,,,,,,,10.0,,,,
小値賀町議会議員選挙（2015年04月26日投票）,小値賀町議会議員選挙,長崎県,小値賀町,20150426.0,2015.0,4.0,26.0,20150421.0,91.29,8.0,9.0,1.125,2297.0,,,,任期満了,92.63,,,,小値賀町議会議員選挙（2015年04月26日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.75,0.125,0.125,0.7031325301204819,0.10650602409638554,0.19036144578313252,0.100447504302926,0.10650602409638554,0.19036144578313252,2075.0,1.0,,,,,,,,,,,,,,,,,,,,,2075.0,,,,,2075.0,,,,,,,1.0,,,,,1.0,,,,,,,0.1111111111111111,,,,,,,,,,,9.0,,,,,,,,,,,8.0,,,,
小値賀町議会議員選挙（2019年04月21日投票）,小値賀町議会議員選挙,長崎県,小値賀町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,8.0,8.0,1.0,,,,,任期満了,91.29,,,,小値賀町議会議員選挙（2019年04月21日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.125,0.125,0.75,0.125,0.125,,,,,,,0.0,1.0,68.0,8.031189202104505,53.0,63.25,68.5,74.5,79.0,68.0,8.031189202104505,53.0,63.25,68.5,74.5,79.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,8.0,,,,
島原市議会議員補欠選挙（2008年11月30日投票）,島原市議会議員補欠選挙,長崎県,島原市,20081130.0,2008.0,11.0,30.0,20081123.0,無投票,1.0,1.0,1.0,40368.0,,,,その他,,,,,島原市議会議員補欠選挙（2008年11月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,
島原市議会議員選挙（1999年05月30日投票）,島原市議会議員選挙,長崎県,島原市,19990530.0,1999.0,5.0,30.0,19990523.0,82.61,23.0,25.0,1.0869565217391304,31019.0,,,,任期満了,,,,,島原市議会議員選挙（1999年05月30日投票）,1.0,25.0,23.0,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.88,0.12,0.0,0.9130434782608695,0.08695652173913043,0.0,0.9073949149874055,0.09260508501259446,,0.04124522340851843,0.03086836167086482,,25408.0,5.0,57.36,8.67585154322041,33.0,51.0,57.0,65.0,71.0,56.82608695652174,8.815264300523879,33.0,51.0,54.0,63.5,71.0,1523.0,,,1034.0,,,10689.91,2133.19,,,10027.9,25408.0,0.05994175062972292,,,0.04069584382871536,,,0.42073008501259446,0.08395741498740554,,,0.3946749055415617,1.0,0.05994175062972292,,,0.04069584382871536,,,0.0382481895465995,0.04197870749370277,,,0.03946749055415617,1.0,,,1.0,,,11.0,2.0,,,10.0,1.0,,,1.0,,,9.0,2.0,,,10.0
島原市議会議員選挙（2003年05月25日投票）,島原市議会議員選挙,長崎県,島原市,20030525.0,2003.0,5.0,25.0,20030518.0,79.22,23.0,25.0,1.0869565217391304,31117.0,,,98.0,任期満了,82.61,,,,島原市議会議員選挙（2003年05月25日投票）,1.0,25.0,23.0,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.84,0.16,0.0,0.8260869565217391,0.17391304347826086,0.0,0.7642851270245827,0.23571487297541724,,0.036394529858313464,0.05892871824385431,,24326.0,5.0,58.12,10.199294093220374,35.0,53.0,57.0,64.0,75.0,57.17391304347826,10.054858976431088,35.0,53.0,57.0,63.5,75.0,1484.0,,,914.0,,,11998.449999999999,1689.55,,,8240.0,24326.0,0.06100468634382965,,,0.03757296719559319,,,0.49323563265641696,0.06945449313491737,,,0.3387322206692428,1.0,0.06100468634382965,,,0.03757296719559319,,,0.041102969388034746,0.03472724656745869,,,0.037636913407693644,1.0,,,1.0,,,12.0,2.0,,,9.0,1.0,,,1.0,,,11.0,2.0,,,8.0
島原市議会議員選挙（2007年05月27日投票）,島原市議会議員選挙,長崎県,島原市,20070527.0,2007.0,5.0,27.0,20070520.0,79.13,23.0,31.0,1.3478260869565215,40070.0,,,8953.0,任期満了,79.22,,,,島原市議会議員選挙（2007年05月27日投票）,1.0,31.0,23.0,1.3478260869565217,0.0,0.0,0.0,0.03225806451612903,0.043478260869565216,0.7096774193548387,0.2903225806451613,0.0,0.6956521739130435,0.30434782608695654,0.0,0.6996345652312194,0.30036543476878064,,0.031801571146873604,0.03337393719653118,,31442.0,5.0,55.193548387096776,7.9572217344704965,34.0,50.5,57.0,60.0,68.0,53.95652173913044,8.00259882173918,34.0,49.5,55.0,60.0,66.0,1822.0,,,979.46,,,20121.18,1016.0,,,7503.36,31442.0,0.05794796768653394,,,0.03115132625151072,,,0.6399459321926086,0.03231346606449972,,,0.23864130780484702,1.0,0.05794796768653394,,,0.03115132625151072,,,0.03199729660963043,0.03231346606449972,,,0.029830163475605877,1.0,,,1.0,,,20.0,1.0,,,8.0,1.0,,,1.0,,,15.0,1.0,,,5.0
島原市議会議員選挙（2011年05月29日投票）,島原市議会議員選挙,長崎県,島原市,20110529.0,2011.0,5.0,29.0,20110522.0,72.84,21.0,26.0,1.238095238095238,39062.0,,,-1008.0,任期満了,79.13,,,,島原市議会議員選挙（2011年05月29日投票）,1.0,26.0,21.0,1.2380952380952381,0.0,0.0,0.0,0.07692307692307693,0.0,0.8076923076923077,0.19230769230769232,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8507034267691981,0.14929657323080195,,0.04050968698900943,0.02985931464616039,,28219.0,4.0,55.53846153846154,9.443071408876252,35.0,50.25,57.5,63.0,70.0,56.04761904761905,8.968071356477672,38.0,51.0,58.0,63.0,70.0,1860.0,,,963.0,,,16622.0,,,,8774.0,28219.0,0.06591303731528403,,,0.034125943513235765,,,0.5890357560508876,,,,0.3109252631205925,1.0,0.06591303731528403,,,0.034125943513235765,,,0.03464916212064045,,,,0.04441789473151321,1.0,,,1.0,,,17.0,,,,7.0,1.0,,,1.0,,,12.0,,,,7.0
島原市議会議員選挙（2015年05月31日投票）,島原市議会議員選挙,長崎県,島原市,20150531.0,2015.0,5.0,31.0,20150524.0,66.54,19.0,21.0,1.1052631578947372,,,,,任期満了,72.84,,,,島原市議会議員選挙（2015年05月31日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.047619047619047616,0.05263157894736842,0.8095238095238095,0.19047619047619047,0.0,0.8947368421052632,0.10526315789473684,0.0,0.8109092686734505,0.18909073132654958,,0.04770054521608532,0.047272682831637394,,25160.989999999998,4.0,58.57142857142857,9.444431105766224,39.0,55.0,61.0,65.0,73.0,59.473684210526315,9.287050526363274,39.0,55.5,62.0,66.0,73.0,1638.0,,,749.0,,,12805.710000000001,,,,9968.28,25160.99,0.0651007770361977,,,0.02976830402937245,,,0.508950959401836,,,,0.3961799595325939,1.0,0.0651007770361977,,,0.02976830402937245,,,0.04626826903653054,,,,0.049522494941574235,1.0,,,1.0,,,11.0,,,,8.0,1.0,,,1.0,,,9.0,,,,8.0
島原市議会議員選挙（2019年06月02日投票）,島原市議会議員選挙,長崎県,島原市,20190602.0,2019.0,6.0,2.0,20190526.0,62.26,19.0,21.0,1.1052631578947372,37223.0,,,,任期満了,66.54,,,,島原市議会議員選挙（2019年06月02日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.047619047619047616,0.05263157894736842,0.8571428571428571,0.14285714285714285,0.0,0.8947368421052632,0.10526315789473684,0.0,0.8954014108698395,0.1045985891301606,,0.04974452282610219,0.0348661963767202,,22944.994,4.0,62.23809523809524,10.967070893859022,43.0,58.0,65.0,69.0,82.0,60.73684210526316,10.29993410946302,43.0,53.0,65.0,68.0,77.0,1463.0,,,713.0,,,8087.473,,,,12681.521,22944.994,0.06376118468368308,,,0.031074316253907063,,,0.3524722211738212,,,,0.5526922778885888,1.0,0.06376118468368308,,,0.031074316253907063,,,0.04405902764672765,,,,0.05024475253532625,1.0,,,1.0,,,8.0,,,,11.0,1.0,,,0.0,,,7.0,,,,11.0
川棚町議会議員補欠選挙（2005年01月16日投票）,川棚町議会議員補欠選挙,長崎県,川棚町,20050116.0,2005.0,1.0,16.0,20050111.0,73.97,1.0,3.0,3.0,12167.0,,,,その他,,,,,川棚町議会議員補欠選挙（2005年01月16日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,,0.1643562030075188,0.8356437969924813,,0.1643562030075188,0.41782189849624063,8512.0,1.0,58.0,0.816496580927726,57.0,57.5,58.0,58.5,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,,8512.0,,,,,8512.0,,,,,,,1.0,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,
川棚町議会議員選挙（2003年04月27日投票）,川棚町議会議員選挙,長崎県,川棚町,20030427.0,2003.0,4.0,27.0,20030422.0,78.02,18.0,23.0,1.2777777777777777,11963.0,,,,任期満了,,,,,川棚町議会議員選挙（2003年04月27日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.043478260869565216,0.05555555555555555,0.6956521739130435,0.2608695652173913,0.043478260869565216,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.6848682505399568,0.25689524838012956,0.058236501079913607,0.0428042656587473,0.042815874730021596,0.058236501079913607,9260.0,4.0,59.869565217391305,8.58868997363032,34.0,56.0,60.0,67.0,73.0,61.5,7.197607627229728,48.0,56.5,62.5,67.75,73.0,638.0,,,677.0,,,7495.27,449.73,,,,9260.0,0.06889848812095033,,,0.07311015118790497,,,0.8094244060475162,0.048566954643628514,,,,1.0,0.06889848812095033,,,0.036555075593952484,,,0.04260128452881664,0.048566954643628514,,,,1.0,,,2.0,,,19.0,1.0,,,,1.0,,,1.0,,,15.0,1.0,,,
川棚町議会議員選挙（2007年04月22日投票）,川棚町議会議員選挙,長崎県,川棚町,20070422.0,2007.0,4.0,22.0,20070417.0,70.31,16.0,19.0,1.1875,12161.0,,,198.0,任期満了,78.02,,,,川棚町議会議員選挙（2007年04月22日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.10526315789473684,0.125,0.631578947368421,0.3684210526315789,0.0,0.6875,0.3125,0.0,0.6769849543892904,0.32301504561070965,,0.0564154128657742,0.04614500651581566,,8441.0,3.0,60.78947368421053,9.023821966378017,32.0,57.5,61.0,66.5,72.0,60.5,9.740379869389079,32.0,55.75,61.5,67.75,72.0,648.0,,,541.0,,,7252.0,,,,,8441.0,0.07676815543182088,,,0.06409193223551712,,,0.859139912332662,,,,,1.0,0.07676815543182088,,,0.06409193223551712,,,0.05053764190192129,,,,,1.0,,,1.0,,,17.0,,,,,1.0,,,1.0,,,14.0,,,,
川棚町議会議員選挙（2011年04月24日投票）,川棚町議会議員選挙,長崎県,川棚町,20110424.0,2011.0,4.0,24.0,20110419.0,71.21,16.0,18.0,1.125,,,,,任期満了,70.31,,,,川棚町議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.5,0.4444444444444444,0.05555555555555555,0.5,0.4375,0.0625,0.440785534666507,0.42773320560411926,0.13148125972937372,0.048976170518500776,0.05346665070051491,0.13148125972937372,8351.0,3.0,,,,,,,,,,,,,,,496.0,,,390.0,,,7465.0,,,,,8351.0,0.05939408454077356,,,0.046700993892946956,,,0.8939049215662795,,,,,1.0,0.05939408454077356,,,0.046700993892946956,,,0.05586905759789247,,,,,1.0,,,1.0,,,16.0,,,,,1.0,,,1.0,,,14.0,,,,
川棚町議会議員選挙（2015年04月26日投票）,川棚町議会議員選挙,長崎県,川棚町,20150426.0,2015.0,4.0,26.0,20150421.0,63.23,14.0,15.0,1.0714285714285714,,,,,任期満了,71.21,,,,川棚町議会議員選挙（2015年04月26日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,0.8,0.13333333333333333,0.06666666666666667,0.8571428571428571,0.14285714285714285,0.0,0.8113809854267869,0.15697432338653713,0.03164469118667592,0.06761508211889891,0.07848716169326857,0.03164469118667592,7205.0,3.0,60.2,9.502280428051645,38.0,59.0,63.0,66.0,70.0,59.5,9.45477959250543,38.0,58.5,63.0,65.75,69.0,608.0,,,609.0,,,5988.0,,,,,7205.0,0.08438584316446912,,,0.08452463566967383,,,0.831089521165857,,,,,1.0,0.08438584316446912,,,0.08452463566967383,,,0.06392996316660439,,,,,1.0,,,1.0,,,13.0,,,,,1.0,,,1.0,,,12.0,,,,
川棚町議会議員選挙（2019年04月21日投票）,川棚町議会議員選挙,長崎県,川棚町,20190421.0,2019.0,4.0,21.0,20190416.0,61.09,14.0,16.0,1.1428571428571428,,,,,任期満了,63.23,,,,川棚町議会議員選挙（2019年04月21日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,6962.0,3.0,63.375,8.615937267645348,42.0,63.5,66.5,69.0,72.0,62.92857142857143,9.07480252216689,42.0,62.5,66.5,68.75,72.0,561.0,,,305.0,,,6096.0,,,,,6962.0,0.08058029301924734,,,0.04380925021545533,,,0.8756104567652974,,,,,1.0,0.08058029301924734,,,0.04380925021545533,,,0.0625436040546641,,,,,1.0,,,1.0,,,14.0,,,,,1.0,,,0.0,,,13.0,,,,
平戸市議会議員選挙（2005年11月06日投票）,平戸市議会議員選挙,長崎県,平戸市,20051106.0,2005.0,11.0,6.0,20051030.0,87.84,0.0,42.0,,31687.0,,,,その他,,,,,平戸市議会議員選挙（2005年11月06日投票）,4.0,42.0,27.0,1.5555555555555556,0.0,0.0,0.0,0.047619047619047616,0.037037037037037035,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.023809523809523808,,27326.5,2.0,55.73809523809524,6.8000683603339915,41.0,52.0,57.0,59.0,73.0,56.0,5.741338081228362,44.0,52.5,56.0,59.5,68.0,,,,,,,25006.97,,,,2319.5299999999997,27326.5,,,,,,,0.9151179258229192,,,,0.08488207417708085,1.0,,,,,,,0.023464562200587673,,,,0.028294024725693617,,,,,,,39.0,,,,3.0,,,,,,,25.0,,,,2.0
平戸市議会議員選挙（2009年10月18日投票）,平戸市議会議員選挙,長崎県,平戸市,20091018.0,2009.0,10.0,18.0,20091011.0,86.11,23.0,27.0,1.173913043478261,30106.0,,,-1581.0,任期満了,87.84,,,,平戸市議会議員選挙（2009年10月18日投票）,1.0,27.0,23.0,1.173913043478261,0.0,0.0,0.0,0.037037037037037035,0.0,0.7037037037037037,0.25925925925925924,0.037037037037037035,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.7365576659486979,0.2274916780888976,0.03595065596240454,0.03876619294466831,0.0324988111555568,0.03595065596240454,25535.0,3.0,57.925925925925924,7.428303858670246,30.0,55.0,59.0,62.0,71.0,57.608695652173914,7.900132802597482,30.0,54.0,59.0,62.0,71.0,,,,898.0,541.0,,24096.0,,,,,25535.0,,,,0.03516741727041316,0.021186606618366948,,0.9436459761112199,,,,,1.0,,,,0.03516741727041316,0.021186606618366948,,0.037745839044448795,,,,,,,,1.0,1.0,,25.0,,,,,,,,1.0,0.0,,22.0,,,,
平戸市議会議員選挙（2013年10月20日投票）,平戸市議会議員選挙,長崎県,平戸市,20131020.0,2013.0,10.0,20.0,20131013.0,,20.0,25.0,1.25,,,,,任期満了,86.11,,,,平戸市議会議員選挙（2013年10月20日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8,0.16,0.04,0.9,0.1,0.0,0.8159015531673391,0.15974094244055995,0.02435750439210091,0.04079507765836696,0.03993523561013999,0.02435750439210091,22580.309999999998,3.0,,,,,,,,59.15,8.861574352224327,34.0,55.5,62.5,65.0,68.0,,,,821.0,,,20903.309999999998,,,,856.0,22580.309999999998,,,,0.03635911110166336,,,0.9257317547899032,,,,0.03790913410843341,1.0,,,,0.03635911110166336,,,0.04024920672999579,,,,0.03790913410843341,,,,1.0,,,23.0,,,,1.0,,,,1.0,,,18.0,,,,1.0
平戸市議会議員選挙（2017年10月22日投票）,平戸市議会議員選挙,長崎県,平戸市,20171022.0,2017.0,10.0,22.0,20171015.0,73.84,18.0,19.0,1.0555555555555556,27412.0,,,,任期満了,,,,,平戸市議会議員選挙（2017年10月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.2631578947368421,0.0,0.7777777777777778,0.2222222222222222,0.0,0.8307537688442211,0.1692462311557789,,0.059339554917444366,0.033849246231155775,,19900.0,0.0,59.8421052631579,7.988565235086676,38.0,55.5,61.0,65.5,70.0,59.666666666666664,8.171767114754175,38.0,55.25,60.5,65.75,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新上五島町議会議員補欠選挙（2008年08月10日投票）,新上五島町議会議員補欠選挙,長崎県,新上五島町,20080810.0,2008.0,8.0,10.0,20080805.0,74.2,3.0,5.0,1.6666666666666667,19801.0,,,,その他,,,,,新上五島町議会議員補欠選挙（2008年08月10日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.6666666666666666,0.3333333333333333,,0.6083800488716401,0.3916199511283599,,0.20279334962388004,0.19580997556417995,13914.0,1.0,62.0,5.176871642217914,54.0,60.0,63.0,63.0,70.0,62.333333333333336,6.548960901462833,54.0,58.5,63.0,66.5,70.0,,,,,,,13914.0,,,,,13914.0,,,,,,,1.0,,,,,1.0,,,,,,,0.2,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,,,
新上五島町議会議員選挙（2009年04月12日投票）,新上五島町議会議員選挙,長崎県,新上五島町,20090412.0,2009.0,4.0,12.0,20090407.0,85.6,20.0,25.0,1.25,19373.0,,,,任期満了,,,,,新上五島町議会議員選挙（2009年04月12日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.12,0.15,0.76,0.08,0.16,0.7,0.1,0.2,0.7462577620845001,0.07591623036649214,0.17782600754900768,0.03927672432023685,0.03795811518324607,0.04445650188725192,16426.0,2.0,55.92,7.832853886036684,33.0,51.0,55.0,62.0,69.0,54.55,7.761926307302845,33.0,49.75,54.0,61.0,66.0,,,,,,,15886.0,,,,540.0,16426.0,,,,,,,0.9671252891756971,,,,0.03287471082430293,1.0,,,,,,,0.04029688704898738,,,,0.03287471082430293,,,,,,,24.0,,,,1.0,,,,,,,20.0,,,,0.0
新上五島町議会議員選挙（2013年04月14日投票）,新上五島町議会議員選挙,長崎県,新上五島町,20130414.0,2013.0,4.0,14.0,20130409.0,80.88,16.0,19.0,1.1875,18263.0,,,-1110.0,任期満了,85.6,,,,新上五島町議会議員選挙（2013年04月14日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.125,0.8421052631578947,0.05263157894736842,0.10526315789473684,0.8125,0.0625,0.125,0.8198496959759514,0.04768736762997882,0.13246293639406984,0.05124060599849696,0.04768736762997882,0.06623146819703492,14637.0,1.0,58.31578947368421,7.657487780830826,37.0,54.0,58.0,64.5,70.0,58.75,5.814851674806504,50.0,54.5,57.5,64.25,70.0,,,,,,,14637.0,,,,,14637.0,,,,,,,1.0,,,,,1.0,,,,,,,0.05263157894736842,,,,,,,,,,,19.0,,,,,,,,,,,16.0,,,,
新上五島町議会議員選挙（2017年04月16日投票）,新上五島町議会議員選挙,長崎県,新上五島町,20170416.0,2017.0,4.0,16.0,20170411.0,75.34,16.0,17.0,1.0625,17182.0,,,-1081.0,任期満了,80.88,,,,新上五島町議会議員選挙（2017年04月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.875,0.0625,0.0625,0.8366107091393175,0.0759523371429987,0.08743695371768385,0.05975790779566553,0.03797616857149935,0.08743695371768385,12836.998,0.0,61.94117647058823,5.0464966093005215,54.0,57.0,62.0,64.0,71.0,61.8125,5.17468296130304,54.0,57.0,62.0,65.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
