"","","","","/項目 コード","F1101","F110101","F110102","F1102","F110201","F110202","F1107","F1108","F2116","F2201","F2211","F2221","F2401","F2402","F2409","F2410","F2411","F2705","F2803"
"調査年 コード","調査年","地域 コード","地域","/項目","F1101_労働力人口【人】","F110101_労働力人口（男）【人】","F110102_労働力人口（女）【人】","F1102_就業者数【人】","F110201_就業者数（男）【人】","F110202_就業者数（女）【人】","F1107_完全失業者数【人】","F1108_非労働力人口【人】","F2116_就業者数（65歳以上）【人】","F2201_第1次産業就業者数【人】","F2211_第2次産業就業者数【人】","F2221_第3次産業就業者数【人】","F2401_雇用者数（国勢調査結果）【人】","F2402_役員数【人】","F2409_雇用者数（正規の職員・従業員）【人】","F2410_雇用者数（労働者派遣事業所の派遣社員）【人】","F2411_雇用者数（パート・アルバイト・その他）【人】","F2705_他市区町村への通勤者数【人】","F2803_他市区町村からの通勤者数【人】"
"1990100000","1990年度","26202","京都府 舞鶴市","","48652","***","***","47006","***","***","1646","***","***","3892","14452","28574","34009","1751","***","***","***","3532","3727"
"1990100000","1990年度","26203","京都府 綾部市","","22730","***","***","22326","***","***","404","***","***","4127","8775","9335","13931","734","***","***","***","3448","2899"
"1990100000","1990年度","26204","京都府 宇治市","","85338","***","***","82457","***","***","2881","***","***","685","28793","52175","66069","4286","***","***","***","46464","22397"
"1990100000","1990年度","26205","京都府 宮津市","","14090","***","***","13756","***","***","334","***","***","1617","3975","8157","8422","545","***","***","***","2400","2532"
"1990100000","1990年度","26206","京都府 亀岡市","","40099","***","***","39040","***","***","1059","***","***","2513","13875","22258","28441","1671","***","***","***","16561","5604"
"1990100000","1990年度","26207","京都府 城陽市","","40486","***","***","39421","***","***","1065","***","***","724","15193","23258","31860","1741","***","***","***","25325","7992"
"1990100000","1990年度","26208","京都府 向日市","","26742","***","***","25944","***","***","798","***","***","382","8943","16475","20477","1427","***","***","***","18746","7827"
"1990100000","1990年度","26209","京都府 長岡京市","","38111","***","***","37000","***","***","1111","***","***","467","13459","22941","30045","1954","***","***","***","22282","17776"
"1990100000","1990年度","26210","京都府 八幡市","","34953","***","***","33733","***","***","1220","***","***","891","11105","21163","27420","1496","***","***","***","23243","6639"
"1990100000","1990年度","26211","京都府 京田辺市","","22123","***","***","21451","***","***","672","***","***","919","7054","13353","17027","981","***","***","***","13549","7015"
"1990100000","1990年度","26212","京都府 京丹後市","","39407","***","***","38865","***","***","542","***","***","4964","19204","14657","18677","1004","***","***","***","-","-"
"1990100000","1990年度","26213","京都府 南丹市","","18476","***","***","18138","***","***","338","***","***","2712","6016","9314","11679","561","***","***","***","-","-"
"1990100000","1990年度","26214","京都府 木津川市","","22765","***","***","22274","***","***","491","***","***","1797","6242","13968","16646","946","***","***","***","-","-"
"1990100000","1990年度","26303","京都府 大山崎町","","8064","***","***","7858","***","***","206","***","***","83","2808","4927","6592","386","***","***","***","5554","4749"
"1990100000","1990年度","26322","京都府 久御山町","","9824","***","***","9544","***","***","280","***","***","827","4105","4595","7044","495","***","***","***","4441","13347"
"1990100000","1990年度","26343","京都府 井手町","","4357","***","***","4131","***","***","226","***","***","170","1881","2042","2993","172","***","***","***","2194","1127"
"1990100000","1990年度","26344","京都府 宇治田原町","","4284","***","***","4201","***","***","83","***","***","517","1402","2279","2809","181","***","***","***","1924","1204"
"1990100000","1990年度","26364","京都府 笠置町","","1100","***","***","1052","***","***","48","***","***","77","310","658","747","49","***","***","***","586","109"
"1990100000","1990年度","26365","京都府 和束町","","3031","***","***","2955","***","***","76","***","***","897","740","1313","1545","85","***","***","***","1119","267"
"1990100000","1990年度","26366","京都府 精華町","","8189","***","***","7916","***","***","273","***","***","546","2356","4978","6142","326","***","***","***","5377","1866"
"1990100000","1990年度","26367","京都府 南山城村","","2004","***","***","1977","***","***","27","***","***","528","465","983","1211","38","***","***","***","882","322"
"1990100000","1990年度","26407","京都府 京丹波町","","9787","***","***","9617","***","***","170","***","***","1630","3687","4256","6163","264","***","***","***","-","-"
"1990100000","1990年度","26463","京都府 伊根町","","2029","***","***","2002","***","***","27","***","***","723","636","633","879","24","***","***","***","281","136"
"1990100000","1990年度","26465","京都府 与謝野町","","15477","***","***","15234","***","***","243","***","***","803","8935","5490","6912","453","***","***","***","-","-"
"1990100000","1990年度","27100","大阪府 大阪市","","1423615","***","***","1345405","***","***","78210","***","***","1677","477135","855204","972936","88647","***","***","***","743203","1853132"
"1990100000","1990年度","27102","大阪府 大阪市 都島区","","51000","***","***","49150","***","***","1850","***","***","28","16154","31857","35593","3722","***","***","***","29435","37151"
"1990100000","1990年度","27103","大阪府 大阪市 福島区","","31810","***","***","30458","***","***","1352","***","***","11","9221","21055","21122","2840","***","***","***","14883","52682"
"1990100000","1990年度","27104","大阪府 大阪市 此花区","","37842","***","***","35277","***","***","2565","***","***","24","14366","20795","27961","1576","***","***","***","19554","28150"
"1990100000","1990年度","27106","大阪府 大阪市 西区","","33699","***","***","32365","***","***","1334","***","***","12","7448","24422","20361","4269","***","***","***","15757","141218"
"1990100000","1990年度","27107","大阪府 大阪市 港区","","49525","***","***","46107","***","***","3418","***","***","31","15178","30588","34801","2278","***","***","***","23875","29416"
"1990100000","1990年度","27108","大阪府 大阪市 大正区","","42871","***","***","40062","***","***","2809","***","***","10","15154","24736","30249","1973","***","***","***","19460","22777"
"1990100000","1990年度","27109","大阪府 大阪市 天王寺区","","29654","***","***","28609","***","***","1045","***","***","12","7148","20967","17114","3990","***","***","***","14674","67086"
"1990100000","1990年度","27111","大阪府 大阪市 浪速区","","26659","***","***","24648","***","***","2011","***","***","16","6168","17838","16156","2074","***","***","***","11759","57125"
"1990100000","1990年度","27113","大阪府 大阪市 西淀川区","","51050","***","***","48508","***","***","2542","***","***","40","21893","26345","38098","2201","***","***","***","24480","39762"
"1990100000","1990年度","27114","大阪府 大阪市 東淀川区","","96076","***","***","91285","***","***","4791","***","***","127","31418","58631","73596","4220","***","***","***","56924","39098"
"1990100000","1990年度","27115","大阪府 大阪市 東成区","","45084","***","***","42891","***","***","2193","***","***","19","17854","24827","27392","3341","***","***","***","21969","37340"
"1990100000","1990年度","27116","大阪府 大阪市 生野区","","84088","***","***","79576","***","***","4512","***","***","82","36146","43135","49533","4796","***","***","***","36707","32091"
"1990100000","1990年度","27117","大阪府 大阪市 旭区","","55919","***","***","53368","***","***","2551","***","***","30","18180","34733","39319","3306","***","***","***","33609","19159"
"1990100000","1990年度","27118","大阪府 大阪市 城東区","","84125","***","***","79924","***","***","4201","***","***","44","30441","49319","59225","4798","***","***","***","49181","42291"
"1990100000","1990年度","27119","大阪府 大阪市 阿倍野区","","54050","***","***","51582","***","***","2468","***","***","48","13584","37501","33870","4828","***","***","***","32565","39679"
"1990100000","1990年度","27120","大阪府 大阪市 住吉区","","85104","***","***","80120","***","***","4984","***","***","169","22534","56683","59288","5040","***","***","***","53755","25979"
"1990100000","1990年度","27121","大阪府 大阪市 東住吉区","","76061","***","***","72584","***","***","3477","***","***","195","24315","47183","50340","4665","***","***","***","43276","27221"
"1990100000","1990年度","27122","大阪府 大阪市 西成区","","86115","***","***","77339","***","***","8776","***","***","56","36561","40624","59347","2643","***","***","***","44520","27763"
"1990100000","1990年度","27123","大阪府 大阪市 淀川区","","90691","***","***","85900","***","***","4791","***","***","65","29281","55922","65204","5543","***","***","***","46903","97857"
"1990100000","1990年度","27124","大阪府 大阪市 鶴見区","","49343","***","***","47039","***","***","2304","***","***","139","20709","25974","35880","2391","***","***","***","27349","28031"
"1990100000","1990年度","27125","大阪府 大阪市 住之江区","","69917","***","***","65619","***","***","4298","***","***","34","21036","44365","51826","3086","***","***","***","39185","37425"
"1990100000","1990年度","27126","大阪府 大阪市 平野区","","106848","***","***","100502","***","***","6346","***","***","393","43590","56094","75774","4699","***","***","***","56011","37624"
"1990100000","1990年度","27127","大阪府 大阪市 北区","","50858","***","***","48734","***","***","2124","***","***","47","12247","34464","31797","4691","***","***","***","18131","367460"
"1990100000","1990年度","27128","大阪府 大阪市 中央区","","35226","***","***","33758","***","***","1468","***","***","45","6509","27146","19090","5677","***","***","***","9241","518747"
"1990100000","1990年度","27140","大阪府 堺市","","407810","***","***","393348","***","***","14462","***","***","2623","136516","247489","308409","21136","***","***","***","-","-"
"1990100000","1990年度","27141","大阪府 堺市 堺区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27142","大阪府 堺市 中区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27143","大阪府 堺市 東区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27144","大阪府 堺市 西区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27145","大阪府 堺市 南区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27146","大阪府 堺市 北区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27147","大阪府 堺市 美原区","","-","***","***","-","***","***","-","***","***","-","-","-","-","-","***","***","***","-","-"
"1990100000","1990年度","27202","大阪府 岸和田市","","92009","***","***","87859","***","***","4150","***","***","1654","33752","52167","66159","4260","***","***","***","39058","25495"
"1990100000","1990年度","27203","大阪府 豊中市","","205812","***","***","198851","***","***","6961","***","***","627","59446","135680","154882","15592","***","***","***","120825","64125"
"1990100000","1990年度","27204","大阪府 池田市","","51585","***","***","50030","***","***","1555","***","***","742","14059","34945","39570","3369","***","***","***","31562","23825"
"1990100000","1990年度","27205","大阪府 吹田市","","167811","***","***","163055","***","***","4756","***","***","377","44272","116233","131282","10960","***","***","***","105238","73527"
"1990100000","1990年度","27206","大阪府 泉大津市","","33446","***","***","31982","***","***","1464","***","***","104","13885","17771","23667","1639","***","***","***","16569","15254"
"1990100000","1990年度","27207","大阪府 高槻市","","173600","***","***","167518","***","***","6082","***","***","1073","58920","105440","140916","7890","***","***","***","99154","35745"
"1990100000","1990年度","27208","大阪府 貝塚市","","39514","***","***","37889","***","***","1625","***","***","820","16121","20643","28808","1586","***","***","***","18148","11048"
"1990100000","1990年度","27209","大阪府 守口市","","83166","***","***","79419","***","***","3747","***","***","150","32649","45679","59358","3526","***","***","***","41623","43114"
"1990100000","1990年度","27210","大阪府 枚方市","","184255","***","***","178290","***","***","5965","***","***","1324","63059","111479","147118","9232","***","***","***","102274","37802"
"1990100000","1990年度","27211","大阪府 茨木市","","125348","***","***","121590","***","***","3758","***","***","1207","39266","79772","100266","6311","***","***","***","70241","47970"
"1990100000","1990年度","27212","大阪府 八尾市","","139022","***","***","133784","***","***","5238","***","***","1796","55792","74541","98970","8333","***","***","***","67154","52404"
"1990100000","1990年度","27213","大阪府 泉佐野市","","44892","***","***","42900","***","***","1992","***","***","1656","17719","23233","30672","2144","***","***","***","18258","15906"
"1990100000","1990年度","27214","大阪府 富田林市","","50828","***","***","48958","***","***","1870","***","***","1150","15539","31827","38497","2912","***","***","***","30966","13375"
"1990100000","1990年度","27215","大阪府 寝屋川市","","132001","***","***","126570","***","***","5431","***","***","479","47056","78015","101461","5562","***","***","***","76945","32136"
"1990100000","1990年度","27216","大阪府 河内長野市","","48246","***","***","46965","***","***","1281","***","***","652","14347","31584","37704","2518","***","***","***","31011","8509"
"1990100000","1990年度","27217","大阪府 松原市","","67053","***","***","63388","***","***","3665","***","***","467","25373","37282","49318","2549","***","***","***","38448","17879"
"1990100000","1990年度","27218","大阪府 大東市","","63736","***","***","61017","***","***","2719","***","***","225","27317","32973","48567","2846","***","***","***","33402","27814"
"1990100000","1990年度","27219","大阪府 和泉市","","69286","***","***","66240","***","***","3046","***","***","1132","25749","39087","50600","2852","***","***","***","38287","13507"
"1990100000","1990年度","27220","大阪府 箕面市","","56814","***","***","55548","***","***","1266","***","***","602","13870","40087","42841","4807","***","***","***","38032","20168"
"1990100000","1990年度","27221","大阪府 柏原市","","37429","***","***","36228","***","***","1201","***","***","627","16061","19435","28140","1887","***","***","***","22229","12447"
"1990100000","1990年度","27222","大阪府 羽曳野市","","54639","***","***","52650","***","***","1989","***","***","909","18764","32687","40053","3292","***","***","***","35328","12579"
"1990100000","1990年度","27223","大阪府 門真市","","76840","***","***","73052","***","***","3788","***","***","258","31664","40666","56721","2913","***","***","***","38976","50799"
"1990100000","1990年度","27224","大阪府 摂津市","","45905","***","***","44245","***","***","1660","***","***","185","16979","26686","35685","1963","***","***","***","24630","31189"
"1990100000","1990年度","27225","大阪府 高石市","","30998","***","***","29993","***","***","1005","***","***","116","10225","19290","24006","1427","***","***","***","19258","12224"
"1990100000","1990年度","27226","大阪府 藤井寺市","","31962","***","***","30744","***","***","1218","***","***","200","11036","19298","23401","1807","***","***","***","20959","10585"
"1990100000","1990年度","27227","大阪府 東大阪市","","270515","***","***","260696","***","***","9819","***","***","1100","112887","143553","191078","15725","***","***","***","101600","108144"
"1990100000","1990年度","27228","大阪府 泉南市","","27539","***","***","26164","***","***","1375","***","***","993","9990","14936","19779","1025","***","***","***","13914","6752"
"1990100000","1990年度","27229","大阪府 四條畷市","","25278","***","***","24330","***","***","948","***","***","175","10555","13470","19225","1082","***","***","***","16297","6184"
"1990100000","1990年度","27230","大阪府 交野市","","30861","***","***","29987","***","***","874","***","***","426","11758","17556","24332","1368","***","***","***","20528","6506"
"1990100000","1990年度","27231","大阪府 大阪狭山市","","24793","***","***","23928","***","***","865","***","***","301","7059","16490","18897","1649","***","***","***","17282","8384"
"1990100000","1990年度","27232","大阪府 阪南市","","24277","***","***","23323","***","***","954","***","***","543","8870","13736","18683","810","***","***","***","14090","3643"
"1990100000","1990年度","27301","大阪府 島本町","","13880","***","***","13513","***","***","367","***","***","105","4264","9028","11545","635","***","***","***","9803","4098"
"1990100000","1990年度","27321","大阪府 豊能町","","9598","***","***","9430","***","***","168","***","***","238","2706","6337","7694","604","***","***","***","7562","817"
"1990100000","1990年度","27322","大阪府 能勢町","","5152","***","***","5088","***","***","64","***","***","566","1415","2864","3449","191","***","***","***","2174","753"
"1990100000","1990年度","27341","大阪府 忠岡町","","8897","***","***","8419","***","***","478","***","***","73","4009","4328","6161","348","***","***","***","4728","4986"
"1990100000","1990年度","27361","大阪府 熊取町","","17478","***","***","17031","***","***","447","***","***","451","6346","10175","13067","817","***","***","***","10910","3563"
"1990100000","1990年度","27362","大阪府 田尻町","","3373","***","***","3232","***","***","141","***","***","113","1172","1913","2399","88","***","***","***","2028","824"
"1990100000","1990年度","27366","大阪府 岬町","","9715","***","***","9342","***","***","373","***","***","289","2833","6187","7359","321","***","***","***","5382","1703"
"1990100000","1990年度","27381","大阪府 太子町","","5107","***","***","4968","***","***","139","***","***","392","1640","2895","3469","213","***","***","***","3158","871"
"1990100000","1990年度","27382","大阪府 河南町","","6500","***","***","6353","***","***","147","***","***","670","2118","3557","4211","373","***","***","***","4000","1870"
"1990100000","1990年度","27383","大阪府 千早赤阪村","","3488","***","***","3437","***","***","51","***","***","327","1154","1950","2490","132","***","***","***","2212","522"
"1990100000","1990年度","28100","兵庫県 神戸市","","703918","***","***","676441","***","***","27477","***","***","6594","187757","471235","525466","37368","***","***","***","411701","440840"
"1990100000","1990年度","28101","兵庫県 神戸市 東灘区","","91467","***","***","88780","***","***","2687","***","***","153","24877","62252","70140","6454","***","***","***","55762","38892"
"1990100000","1990年度","28102","兵庫県 神戸市 灘区","","64441","***","***","62042","***","***","2399","***","***","83","14824","45981","46425","3924","***","***","***","37585","30111"
"1990100000","1990年度","28105","兵庫県 神戸市 兵庫区","","64095","***","***","60869","***","***","3226","***","***","134","16759","42686","44319","2821","***","***","***","28820","61737"
"1990100000","1990年度","28106","兵庫県 神戸市 長田区","","68311","***","***","64152","***","***","4159","***","***","138","23488","39852","45865","3036","***","***","***","33960","34562"
"1990100000","1990年度","28107","兵庫県 神戸市 須磨区","","85726","***","***","82366","***","***","3360","***","***","229","24375","56724","66108","4427","***","***","***","59802","20618"
"1990100000","1990年度","28108","兵庫県 神戸市 垂水区","","107800","***","***","103866","***","***","3934","***","***","407","29461","72656","85895","5052","***","***","***","77897","12046"
"1990100000","1990年度","28109","兵庫県 神戸市 北区","","90894","***","***","88167","***","***","2727","***","***","1887","21677","63084","71820","4384","***","***","***","58791","11284"
"1990100000","1990年度","28110","兵庫県 神戸市 中央区","","60389","***","***","57580","***","***","2809","***","***","51","10928","45377","39727","4545","***","***","***","18411","197633"
"1990100000","1990年度","28111","兵庫県 神戸市 西区","","70795","***","***","68619","***","***","2176","***","***","3512","21368","42623","55167","2725","***","***","***","40673","33957"
"1990100000","1990年度","28201","兵庫県 姫路市","","244944","***","***","236262","***","***","8682","***","***","5088","91093","137722","179644","12481","***","***","***","-","-"
"1990100000","1990年度","28202","兵庫県 尼崎市","","257565","***","***","246772","***","***","10793","***","***","826","94753","146272","198014","10079","***","***","***","107506","84135"
"1990100000","1990年度","28203","兵庫県 明石市","","128553","***","***","123422","***","***","5131","***","***","2180","43915","76711","101708","4671","***","***","***","64082","39478"
"1990100000","1990年度","28204","兵庫県 西宮市","","207421","***","***","201513","***","***","5908","***","***","1019","52449","145189","159478","14807","***","***","***","121291","53065"
"1990100000","1990年度","28205","兵庫県 洲本市","","28291","***","***","27579","***","***","712","***","***","4546","7827","15123","16555","1079","***","***","***","-","-"
"1990100000","1990年度","28206","兵庫県 芦屋市","","41023","***","***","39859","***","***","1164","***","***","90","8536","30765","28852","5204","***","***","***","30541","10383"
"1990100000","1990年度","28207","兵庫県 伊丹市","","93921","***","***","91185","***","***","2736","***","***","943","35593","53394","75692","3733","***","***","***","46218","31806"
"1990100000","1990年度","28208","兵庫県 相生市","","16902","***","***","16180","***","***","722","***","***","471","6692","9005","12915","622","***","***","***","5698","4924"
"1990100000","1990年度","28209","兵庫県 豊岡市","","50511","***","***","49639","***","***","872","***","***","5453","17921","26217","30446","1849","***","***","***","-","-"
"1990100000","1990年度","28210","兵庫県 加古川市","","112861","***","***","109036","***","***","3825","***","***","1933","47967","58735","89199","3674","***","***","***","47414","26580"
"1990100000","1990年度","28212","兵庫県 赤穂市","","23801","***","***","22951","***","***","850","***","***","915","10199","11822","18072","802","***","***","***","5207","3183"
"1990100000","1990年度","28213","兵庫県 西脇市","","24684","***","***","24058","***","***","626","***","***","606","11695","11736","15160","1296","***","***","***","-","-"
"1990100000","1990年度","28214","兵庫県 宝塚市","","93007","***","***","90195","***","***","2812","***","***","1339","24828","63297","70982","7117","***","***","***","62228","18072"
"1990100000","1990年度","28215","兵庫県 三木市","","40443","***","***","39236","***","***","1207","***","***","1901","14540","22735","28845","1868","***","***","***","-","-"
"1990100000","1990年度","28216","兵庫県 高砂市","","43524","***","***","41935","***","***","1589","***","***","435","18621","22805","34734","1280","***","***","***","18875","16976"
"1990100000","1990年度","28217","兵庫県 川西市","","65829","***","***","63731","***","***","2098","***","***","737","21174","41456","50934","4188","***","***","***","43685","13627"
"1990100000","1990年度","28218","兵庫県 小野市","","23497","***","***","22916","***","***","581","***","***","855","11008","10977","16523","1010","***","***","***","8112","5492"
"1990100000","1990年度","28219","兵庫県 三田市","","28827","***","***","28248","***","***","579","***","***","1690","9481","16960","22170","1277","***","***","***","12856","8814"
"1990100000","1990年度","28220","兵庫県 加西市","","26451","***","***","25702","***","***","749","***","***","1620","13287","10769","17777","1178","***","***","***","6377","5729"
"1990100000","1990年度","28221","兵庫県 丹波篠山市","","22687","***","***","22334","***","***","353","***","***","4193","7608","10443","14105","639","***","***","***","-","-"
"1990100000","1990年度","28222","兵庫県 養父市","","16295","***","***","15879","***","***","416","***","***","2136","5978","7751","10258","520","***","***","***","-","-"
"1990100000","1990年度","28223","兵庫県 丹波市","","38021","***","***","37387","***","***","634","***","***","4671","15909","16766","23513","1284","***","***","***","-","-"
"1990100000","1990年度","28224","兵庫県 南あわじ市","","32575","***","***","31957","***","***","618","***","***","9809","8835","13293","15425","1005","***","***","***","-","-"
"1990100000","1990年度","28225","兵庫県 朝来市","","18352","***","***","17903","***","***","449","***","***","1796","7459","8647","12601","495","***","***","***","-","-"
"1990100000","1990年度","28226","兵庫県 淡路市","","27655","***","***","26987","***","***","668","***","***","6730","7506","12737","14432","677","***","***","***","-","-"
"1990100000","1990年度","28227","兵庫県 宍粟市","","23871","***","***","23302","***","***","569","***","***","1494","11503","10294","15571","814","***","***","***","-","-"
"1990100000","1990年度","28228","兵庫県 加東市","","19606","***","***","19177","***","***","429","***","***","1215","7943","10005","13661","827","***","***","***","-","-"
"1990100000","1990年度","28229","兵庫県 たつの市","","40017","***","***","38878","***","***","1139","***","***","2037","18958","17843","28948","1386","***","***","***","-","-"
"1990100000","1990年度","28301","兵庫県 猪名川町","","9029","***","***","8845","***","***","184","***","***","480","2355","5951","7062","423","***","***","***","6151","1581"
"1990100000","1990年度","28365","兵庫県 多可町","","13956","***","***","13703","***","***","253","***","***","709","7847","5093","7895","529","***","***","***","-","-"
"1990100000","1990年度","28381","兵庫県 稲美町","","14655","***","***","14273","***","***","382","***","***","867","6829","6541","11317","417","***","***","***","8363","5254"
"1990100000","1990年度","28382","兵庫県 播磨町","","14651","***","***","14142","***","***","509","***","***","107","6330","7656","11986","429","***","***","***","9362","6753"
"1990100000","1990年度","28442","兵庫県 市川町","","7458","***","***","7252","***","***","206","***","***","460","3680","3112","5235","238","***","***","***","3636","1233"
"1990100000","1990年度","28443","兵庫県 福崎町","","9269","***","***","8946","***","***","323","***","***","547","3778","4617","6525","286","***","***","***","3938","5430"
"1990100000","1990年度","28446","兵庫県 神河町","","7126","***","***","7000","***","***","126","***","***","325","3516","3153","5410","201","***","***","***","-","-"
"1990100000","1990年度","28464","兵庫県 太子町","","14873","***","***","14434","***","***","439","***","***","402","7371","6628","11845","416","***","***","***","8071","5490"
"1990100000","1990年度","28481","兵庫県 上郡町","","8919","***","***","8694","***","***","225","***","***","664","3444","4583","6544","283","***","***","***","3834","1209"
"1990100000","1990年度","28501","兵庫県 佐用町","","12193","***","***","11946","***","***","247","***","***","2100","4453","5367","7690","311","***","***","***","-","-"
"1990100000","1990年度","28585","兵庫県 香美町","","13528","***","***","13286","***","***","242","***","***","2853","4712","5718","7994","498","***","***","***","-","-"
"1990100000","1990年度","28586","兵庫県 新温泉町","","10378","***","***","10217","***","***","161","***","***","2015","3256","4936","6297","313","***","***","***","-","-"
"1990100000","1990年度","29201","奈良県 奈良市","","163497","***","***","159854","***","***","3643","***","***","4136","41380","111886","122661","11728","***","***","***","-","-"
"1990100000","1990年度","29202","奈良県 大和高田市","","32632","***","***","31189","***","***","1443","***","***","439","12779","17711","22346","1347","***","***","***","16020","11318"
"1990100000","1990年度","29203","奈良県 大和郡山市","","43974","***","***","42592","***","***","1382","***","***","1780","15908","24587","33365","1900","***","***","***","22239","22981"
"1990100000","1990年度","29204","奈良県 天理市","","32796","***","***","31817","***","***","979","***","***","2761","9088","19915","23204","1016","***","***","***","10670","10305"
"1990100000","1990年度","29205","奈良県 橿原市","","53500","***","***","51782","***","***","1718","***","***","1130","17815","32489","39265","2240","***","***","***","29650","14651"
"1990100000","1990年度","29206","奈良県 桜井市","","28219","***","***","27396","***","***","823","***","***","1391","9463","16212","18930","1160","***","***","***","12760","6389"
"1990100000","1990年度","29207","奈良県 五條市","","19331","***","***","18775","***","***","556","***","***","3281","5760","9551","11144","622","***","***","***","-","-"
"1990100000","1990年度","29208","奈良県 御所市","","16682","***","***","16043","***","***","639","***","***","1061","6475","8406","10451","576","***","***","***","7125","3342"
"1990100000","1990年度","29209","奈良県 生駒市","","44212","***","***","43229","***","***","983","***","***","501","12650","29800","32969","4297","***","***","***","32762","7762"
"1990100000","1990年度","29210","奈良県 香芝市","","23625","***","***","22832","***","***","793","***","***","254","9155","13232","17022","1461","***","***","***","15213","5013"
"1990100000","1990年度","29211","奈良県 葛城市","","15516","***","***","15091","***","***","425","***","***","892","6564","7489","10450","634","***","***","***","-","-"
"1990100000","1990年度","29212","奈良県 宇陀市","","19701","***","***","19298","***","***","403","***","***","2382","5969","10746","12587","528","***","***","***","-","-"
"1990100000","1990年度","29322","奈良県 山添村","","3032","***","***","3002","***","***","30","***","***","956","884","1161","1637","54","***","***","***","1122","695"
"1990100000","1990年度","29342","奈良県 平群町","","9038","***","***","8757","***","***","281","***","***","514","2922","5303","6715","564","***","***","***","6440","775"
"1990100000","1990年度","29343","奈良県 三郷町","","9998","***","***","9652","***","***","346","***","***","92","3259","6229","7712","501","***","***","***","7369","1510"
"1990100000","1990年度","29344","奈良県 斑鳩町","","12669","***","***","12372","***","***","297","***","***","307","4345","7667","9615","670","***","***","***","8466","2459"
"1990100000","1990年度","29345","奈良県 安堵町","","4025","***","***","3854","***","***","171","***","***","171","1641","2027","3026","121","***","***","***","2762","800"
"1990100000","1990年度","29361","奈良県 川西町","","4485","***","***","4345","***","***","140","***","***","144","1791","2407","3190","126","***","***","***","2716","2063"
"1990100000","1990年度","29362","奈良県 三宅町","","4146","***","***","4009","***","***","137","***","***","96","1903","1986","2866","129","***","***","***","2454","722"
"1990100000","1990年度","29363","奈良県 田原本町","","14752","***","***","14439","***","***","313","***","***","884","5138","8355","10217","558","***","***","***","8254","4891"
"1990100000","1990年度","29385","奈良県 曽爾村","","1367","***","***","1339","***","***","28","***","***","286","502","549","705","23","***","***","***","353","128"
"1990100000","1990年度","29386","奈良県 御杖村","","1569","***","***","1509","***","***","60","***","***","309","675","524","838","21","***","***","***","362","91"
"1990100000","1990年度","29401","奈良県 高取町","","3935","***","***","3799","***","***","136","***","***","232","1385","2167","2459","173","***","***","***","2008","1168"
"1990100000","1990年度","29402","奈良県 明日香村","","3274","***","***","3223","***","***","51","***","***","460","943","1810","2055","112","***","***","***","1758","554"
"1990100000","1990年度","29424","奈良県 上牧町","","9025","***","***","8562","***","***","463","***","***","62","3149","5296","6918","390","***","***","***","6635","1479"
"1990100000","1990年度","29425","奈良県 王寺町","","10753","***","***","10398","***","***","355","***","***","38","3415","6927","8214","573","***","***","***","7565","3962"
"1990100000","1990年度","29426","奈良県 広陵町","","11482","***","***","11206","***","***","276","***","***","427","4979","5761","7215","567","***","***","***","5777","2477"
"1990100000","1990年度","29427","奈良県 河合町","","8342","***","***","8049","***","***","293","***","***","98","2717","5192","6144","510","***","***","***","6103","1546"
"1990100000","1990年度","29441","奈良県 吉野町","","6459","***","***","6332","***","***","127","***","***","427","2494","3403","3464","219","***","***","***","2016","1370"
"1990100000","1990年度","29442","奈良県 大淀町","","8329","***","***","7927","***","***","402","***","***","383","2697","4836","5313","273","***","***","***","3611","2236"
"1990100000","1990年度","29443","奈良県 下市町","","4986","***","***","4891","***","***","95","***","***","526","1759","2605","2782","139","***","***","***","1892","891"
"1990100000","1990年度","29444","奈良県 黒滝村","","647","***","***","628","***","***","19","***","***","111","245","271","382","15","***","***","***","166","82"
"1990100000","1990年度","29446","奈良県 天川村","","1145","***","***","1126","***","***","19","***","***","197","301","627","606","26","***","***","***","63","60"
"1990100000","1990年度","29447","奈良県 野迫川村","","428","***","***","392","***","***","36","***","***","77","131","184","298","13","***","***","***","41","48"
"1990100000","1990年度","29449","奈良県 十津川村","","2446","***","***","2279","***","***","167","***","***","413","526","1339","1557","27","***","***","***","57","224"
"1990100000","1990年度","29450","奈良県 下北山村","","719","***","***","702","***","***","17","***","***","100","213","388","506","25","***","***","***","40","137"
"1990100000","1990年度","29451","奈良県 上北山村","","510","***","***","471","***","***","39","***","***","49","122","300","346","31","***","***","***","19","124"
"1990100000","1990年度","29452","奈良県 川上村","","1464","***","***","1439","***","***","25","***","***","370","499","570","1009","50","***","***","***","222","237"
"1990100000","1990年度","29453","奈良県 東吉野村","","1727","***","***","1691","***","***","36","***","***","395","541","749","943","43","***","***","***","389","136"
