"","","","","/項目 コード","B1101","B1103"
"調査年 コード","調査年","地域 コード","地域","/項目","B1101_総面積（北方地域及び竹島を除く）【ｈａ】","B1103_可住地面積【ｈａ】"
"1996100000","1996年度","34302","広島県 府中町","","1045","590"
"1996100000","1996年度","34304","広島県 海田町","","1381","707"
"1996100000","1996年度","34307","広島県 熊野町","","3351","1144"
"1996100000","1996年度","34309","広島県 坂町","","1529","750"
"1996100000","1996年度","34462","広島県 世羅町","","10936","3527"
"1996100000","1996年度","35201","山口県 下関市","","22398","11026"
"1996100000","1996年度","35202","山口県 宇部市","","21032","11216"
"1996100000","1996年度","35203","山口県 山口市","","35690","12356"
"1996100000","1996年度","35204","山口県 萩市","","13711","4470"
"1996100000","1996年度","35206","山口県 防府市","","18858","9221"
"1996100000","1996年度","35207","山口県 下松市","","8936","3393"
"1996100000","1996年度","35208","山口県 岩国市","","22115","6638"
"1996100000","1996年度","35210","山口県 光市","","5985","3008"
"1996100000","1996年度","35211","山口県 長門市","","15238","2782"
"1996100000","1996年度","35212","山口県 柳井市","","12786","5184"
"1996100000","1996年度","35213","山口県 美祢市","","22825","5713"
"1996100000","1996年度","35321","山口県 和木町","","1056","382"
"1996100000","1996年度","35341","山口県 上関町","","3473","1147"
"1996100000","1996年度","35343","山口県 田布施町","","5035","2444"
"1996100000","1996年度","35344","山口県 平生町","","3440","1944"
"1996100000","1996年度","35502","山口県 阿武町","","11606","1799"
"1996100000","1996年度","36201","徳島県 徳島市","","19123","13733"
"1996100000","1996年度","36202","徳島県 鳴門市","","13524","5755"
"1996100000","1996年度","36203","徳島県 小松島市","","4477","3754"
"1996100000","1996年度","36204","徳島県 阿南市","","25183","10170"
"1996100000","1996年度","36301","徳島県 勝浦町","","6980","2277"
"1996100000","1996年度","36302","徳島県 上勝町","","10968","1637"
"1996100000","1996年度","36321","徳島県 佐那河内村","","4230","1299"
"1996100000","1996年度","36341","徳島県 石井町","","2883","2602"
"1996100000","1996年度","36342","徳島県 神山町","","17331","3029"
"1996100000","1996年度","36383","徳島県 牟岐町","","5657","757"
"1996100000","1996年度","36401","徳島県 松茂町","","1310","1301"
"1996100000","1996年度","36402","徳島県 北島町","","877","877"
"1996100000","1996年度","36403","徳島県 藍住町","","1627","1627"
"1996100000","1996年度","36404","徳島県 板野町","","3618","1743"
"1996100000","1996年度","36405","徳島県 上板町","","3451","2160"
"1996100000","1996年度","37201","香川県 高松市","","19403","15291"
"1996100000","1996年度","37202","香川県 丸亀市","","6458","4430"
"1996100000","1996年度","37203","香川県 坂出市","","9245","6609"
"1996100000","1996年度","37204","香川県 善通寺市","","3988","2992"
"1996100000","1996年度","37205","香川県 観音寺市","","4909","3781"
"1996100000","1996年度","37322","香川県 土庄町","","7430","2606"
"1996100000","1996年度","37341","香川県 三木町","","7578","3748"
"1996100000","1996年度","37364","香川県 直島町","","1422","431"
"1996100000","1996年度","37386","香川県 宇多津町","","807","710"
"1996100000","1996年度","37403","香川県 琴平町","","846","628"
"1996100000","1996年度","37404","香川県 多度津町","","2433","1853"
"1996100000","1996年度","38201","愛媛県 松山市","","28935","16949"
"1996100000","1996年度","38202","愛媛県 今治市","","7482","5566"
"1996100000","1996年度","38203","愛媛県 宇和島市","","14327","4959"
"1996100000","1996年度","38204","愛媛県 八幡浜市","","9590","4241"
"1996100000","1996年度","38205","愛媛県 新居浜市","","16127","6062"
"1996100000","1996年度","38206","愛媛県 西条市","","22977","6222"
"1996100000","1996年度","38207","愛媛県 大洲市","","24099","7077"
"1996100000","1996年度","38210","愛媛県 伊予市","","5678","3491"
"1996100000","1996年度","38401","愛媛県 松前町","","2032","2032"
"1996100000","1996年度","38402","愛媛県 砥部町","","5720","2360"
"1996100000","1996年度","38422","愛媛県 内子町","","12117","3997"
"1996100000","1996年度","38442","愛媛県 伊方町","","2862","1600"
"1996100000","1996年度","38484","愛媛県 松野町","","9850","1551"
"1996100000","1996年度","39201","高知県 高知市","","14468","8889"
"1996100000","1996年度","39202","高知県 室戸市","","24819","3272"
"1996100000","1996年度","39203","高知県 安芸市","","31734","3904"
"1996100000","1996年度","39204","高知県 南国市","","12535","6423"
"1996100000","1996年度","39205","高知県 土佐市","","9158","4029"
"1996100000","1996年度","39206","高知県 須崎市","","13544","3541"
"1996100000","1996年度","39208","高知県 宿毛市","","28554","4863"
"1996100000","1996年度","39209","高知県 土佐清水市","","26677","3944"
"1996100000","1996年度","39301","高知県 東洋町","","7409","1084"
"1996100000","1996年度","39302","高知県 奈半利町","","2830","639"
"1996100000","1996年度","39303","高知県 田野町","","656","350"
"1996100000","1996年度","39304","高知県 安田町","","5303","1124"
"1996100000","1996年度","39305","高知県 北川村","","19618","1116"
"1996100000","1996年度","39306","高知県 馬路村","","16552","925"
"1996100000","1996年度","39307","高知県 芸西村","","3963","1185"
"1996100000","1996年度","39341","高知県 本山町","","13421","1555"
"1996100000","1996年度","39344","高知県 大豊町","","31494","3733"
"1996100000","1996年度","39363","高知県 土佐町","","21211","3042"
"1996100000","1996年度","39364","高知県 大川村","","9528","656"
"1996100000","1996年度","39401","高知県 中土佐町","","9278","1068"
"1996100000","1996年度","39402","高知県 佐川町","","10121","2933"
"1996100000","1996年度","39403","高知県 越知町","","11158","1714"
"1996100000","1996年度","39405","高知県 檮原町","","23651","2056"
"1996100000","1996年度","39410","高知県 日高村","","4488","1519"
"1996100000","1996年度","39424","高知県 大月町","","10303","2075"
"1996100000","1996年度","39427","高知県 三原村","","8535","1024"
"1996100000","1996年度","40100","福岡県 北九州市","","48315","28600"
"1996100000","1996年度","40130","福岡県 福岡市","","33759","22580"
"1996100000","1996年度","40202","福岡県 大牟田市","","8151","6479"
"1996100000","1996年度","40203","福岡県 久留米市","","12468","10078"
"1996100000","1996年度","40204","福岡県 直方市","","6178","3899"
"1996100000","1996年度","40205","福岡県 飯塚市","","7180","4203"
"1996100000","1996年度","40206","福岡県 田川市","","5452","3806"
"1996100000","1996年度","40207","福岡県 柳川市","","3723","3711"
"1996100000","1996年度","40210","福岡県 八女市","","3934","3675"
"1996100000","1996年度","40211","福岡県 筑後市","","4185","4179"
"1996100000","1996年度","40212","福岡県 大川市","","3361","3361"
"1996100000","1996年度","40213","福岡県 行橋市","","6980","5735"
"1996100000","1996年度","40214","福岡県 豊前市","","11111","4348"
"1996100000","1996年度","40215","福岡県 中間市","","1598","1509"
"1996100000","1996年度","40216","福岡県 小郡市","","4550","4237"
"1996100000","1996年度","40217","福岡県 筑紫野市","","8763","4206"
"1996100000","1996年度","40218","福岡県 春日市","","1415","1307"
"1996100000","1996年度","40219","福岡県 大野城市","","2688","1571"
"1996100000","1996年度","40220","福岡県 宗像市","","7682","4776"
"1996100000","1996年度","40221","福岡県 太宰府市","","2971","1683"
"1996100000","1996年度","40341","福岡県 宇美町","","3022","1135"
"1996100000","1996年度","40342","福岡県 篠栗町","","3890","1181"
"1996100000","1996年度","40343","福岡県 志免町","","870","862"
"1996100000","1996年度","40344","福岡県 須恵町","","1633","975"
"1996100000","1996年度","40345","福岡県 新宮町","","1887","1389"
"1996100000","1996年度","40348","福岡県 久山町","","3743","1165"
"1996100000","1996年度","40349","福岡県 粕屋町","","1412","1354"
"1996100000","1996年度","40381","福岡県 芦屋町","","1142","939"
"1996100000","1996年度","40382","福岡県 水巻町","","1103","979"
"1996100000","1996年度","40383","福岡県 岡垣町","","4851","2167"
"1996100000","1996年度","40384","福岡県 遠賀町","","2214","1818"
"1996100000","1996年度","40401","福岡県 小竹町","","1418","1050"
"1996100000","1996年度","40402","福岡県 鞍手町","","3558","2103"
"1996100000","1996年度","40421","福岡県 桂川町","","2007","1335"
"1996100000","1996年度","40503","福岡県 大刀洗町","","2283","2277"
"1996100000","1996年度","40522","福岡県 大木町","","1843","1840"
"1996100000","1996年度","40544","福岡県 広川町","","3791","2474"
"1996100000","1996年度","40601","福岡県 香春町","","4456","1632"
"1996100000","1996年度","40602","福岡県 添田町","","13210","2252"
"1996100000","1996年度","40604","福岡県 糸田町","","804","581"
"1996100000","1996年度","40605","福岡県 川崎町","","3612","1834"
"1996100000","1996年度","40608","福岡県 大任町","","1424","979"
"1996100000","1996年度","40609","福岡県 赤村","","3203","962"
"1996100000","1996年度","40621","福岡県 苅田町","","4607","2916"
"1996100000","1996年度","40642","福岡県 吉富町","","560","560"
"1996100000","1996年度","41201","佐賀県 佐賀市","","10376","9550"
"1996100000","1996年度","41202","佐賀県 唐津市","","12748","7665"
"1996100000","1996年度","41203","佐賀県 鳥栖市","","7173","4858"
"1996100000","1996年度","41204","佐賀県 多久市","","9693","5202"
"1996100000","1996年度","41205","佐賀県 伊万里市","","25494","12217"
"1996100000","1996年度","41206","佐賀県 武雄市","","12728","5745"
"1996100000","1996年度","41207","佐賀県 鹿島市","","11208","5962"
"1996100000","1996年度","41341","佐賀県 基山町","","2214","1362"
"1996100000","1996年度","41345","佐賀県 上峰町","","1279","1117"
"1996100000","1996年度","41387","佐賀県 玄海町","","3599","2555"
"1996100000","1996年度","41401","佐賀県 有田町","","2709","1073"
"1996100000","1996年度","41423","佐賀県 大町町","","1146","859"
"1996100000","1996年度","41424","佐賀県 江北町","","2448","2082"
"1996100000","1996年度","41425","佐賀県 白石町","","4615","4287"
"1996100000","1996年度","41441","佐賀県 太良町","","7408","3371"
"1996100000","1996年度","42201","長崎県 長崎市","","24116","11503"
"1996100000","1996年度","42202","長崎県 佐世保市","","24827","13738"
"1996100000","1996年度","42203","長崎県 島原市","","5896","2544"
"1996100000","1996年度","42204","長崎県 諫早市","","14547","8258"
"1996100000","1996年度","42205","長崎県 大村市","","12629","6581"
"1996100000","1996年度","42207","長崎県 平戸市","","16868","6826"
"1996100000","1996年度","42208","長崎県 松浦市","","9565","4902"
"1996100000","1996年度","42307","長崎県 長与町","","2875","1923"
"1996100000","1996年度","42308","長崎県 時津町","","2057","1284"
"1996100000","1996年度","42321","長崎県 東彼杵町","","7416","2793"
"1996100000","1996年度","42322","長崎県 川棚町","","3719","1550"
"1996100000","1996年度","42323","長崎県 波佐見町","","5597","2106"
"1996100000","1996年度","42383","長崎県 小値賀町","","2540","1522"
"1996100000","1996年度","42391","長崎県 佐々町","","3230","1378"
"1996100000","1996年度","43201","（旧）熊本県 熊本市","","26628","22586"
"1996100000","1996年度","43202","熊本県 八代市","","14671","10211"
"1996100000","1996年度","43203","熊本県 人吉市","","21055","5034"
"1996100000","1996年度","43204","熊本県 荒尾市","","5715","4749"
"1996100000","1996年度","43205","熊本県 水俣市","","16261","4093"
"1996100000","1996年度","43206","熊本県 玉名市","","9129","6787"
"1996100000","1996年度","43208","熊本県 山鹿市","","8702","5207"
"1996100000","1996年度","43210","熊本県 菊池市","","18260","5891"
"1996100000","1996年度","43211","熊本県 宇土市","","7412","4577"
"1996100000","1996年度","43364","熊本県 玉東町","","2440","1697"
"1996100000","1996年度","43367","熊本県 南関町","","6896","3489"
"1996100000","1996年度","43368","熊本県 長洲町","","1943","1910"
"1996100000","1996年度","43403","熊本県 大津町","","9909","4426"
"1996100000","1996年度","43404","熊本県 菊陽町","","3757","3191"
"1996100000","1996年度","43423","熊本県 南小国町","","11586","2118"
"1996100000","1996年度","43424","熊本県 小国町","","13700","2967"
"1996100000","1996年度","43425","熊本県 産山村","","6072","1487"
"1996100000","1996年度","43428","熊本県 高森町","","17490","4530"
"1996100000","1996年度","43432","熊本県 西原村","","7723","2980"
"1996100000","1996年度","43441","熊本県 御船町","","9900","4121"
"1996100000","1996年度","43442","熊本県 嘉島町","","1666","1666"
"1996100000","1996年度","43443","熊本県 益城町","","6567","4392"
"1996100000","1996年度","43444","熊本県 甲佐町","","5787","3065"
"1996100000","1996年度","43482","熊本県 芦北町","","20071","3786"
"1996100000","1996年度","43484","熊本県 津奈木町","","3397","1196"
"1996100000","1996年度","43501","熊本県 錦町","","8487","3520"
"1996100000","1996年度","43505","熊本県 多良木町","","16587","3436"
"1996100000","1996年度","43506","熊本県 湯前町","","4841","1106"
"1996100000","1996年度","43507","熊本県 水上村","","19211","1724"
"1996100000","1996年度","43510","熊本県 相良村","","9454","2225"
"1996100000","1996年度","43511","熊本県 五木村","","25294","882"
"1996100000","1996年度","43512","熊本県 山江村","","12120","1433"
"1996100000","1996年度","43513","熊本県 球磨村","","20773","2503"
"1996100000","1996年度","43531","熊本県 苓北町","","6697","2373"
"1996100000","1996年度","44201","大分県 大分市","","36059","20706"
"1996100000","1996年度","44202","大分県 別府市","","12513","3985"
"1996100000","1996年度","44203","大分県 中津市","","5554","5357"
"1996100000","1996年度","44204","大分県 日田市","","26921","5997"
"1996100000","1996年度","44205","大分県 佐伯市","","19732","4437"
"1996100000","1996年度","44206","大分県 臼杵市","","15183","4836"
"1996100000","1996年度","44207","大分県 津久見市","","7932","2917"
"1996100000","1996年度","44208","大分県 竹田市","","20083","7004"
"1996100000","1996年度","44209","大分県 豊後高田市","","12457","5601"
"1996100000","1996年度","44210","大分県 杵築市","","9019","5929"
"1996100000","1996年度","44211","大分県 宇佐市","","17830","11031"
"1996100000","1996年度","44322","大分県 姫島村","","678","425"
"1996100000","1996年度","44341","大分県 日出町","","7318","4032"
"1996100000","1996年度","44461","大分県 九重町","","27141","5828"
"1996100000","1996年度","44462","大分県 玖珠町","","28644","4672"
"1996100000","1996年度","45201","宮崎県 宮崎市","","28659","15158"
"1996100000","1996年度","45202","宮崎県 都城市","","30621","16297"
"1996100000","1996年度","45203","宮崎県 延岡市","","28377","8164"
"1996100000","1996年度","45204","宮崎県 日南市","","29429","6831"
"1996100000","1996年度","45205","宮崎県 小林市","","23076","8903"
"1996100000","1996年度","45206","宮崎県 日向市","","11733","4744"
"1996100000","1996年度","45207","宮崎県 串間市","","29491","6936"
"1996100000","1996年度","45208","宮崎県 西都市","","43856","10088"
"1996100000","1996年度","45209","宮崎県 えびの市","","28300","7948"
"1996100000","1996年度","45341","宮崎県 三股町","","11001","3020"
"1996100000","1996年度","45361","宮崎県 高原町","","8538","4140"
"1996100000","1996年度","45382","宮崎県 国富町","","13071","5311"
"1996100000","1996年度","45383","宮崎県 綾町","","9521","1922"
"1996100000","1996年度","45401","宮崎県 高鍋町","","4392","3560"
"1996100000","1996年度","45402","宮崎県 新富町","","6170","4946"
"1996100000","1996年度","45403","宮崎県 西米良村","","27156","1083"
"1996100000","1996年度","45404","宮崎県 木城町","","14602","2574"
"1996100000","1996年度","45405","宮崎県 川南町","","9026","5738"
"1996100000","1996年度","45406","宮崎県 都農町","","10233","3904"
"1996100000","1996年度","45421","宮崎県 門川町","","12048","2037"
"1996100000","1996年度","45429","宮崎県 諸塚村","","18759","928"
"1996100000","1996年度","45430","宮崎県 椎葉村","","53620","2073"
"1996100000","1996年度","45441","宮崎県 高千穂町","","23720","3053"
"1996100000","1996年度","45442","宮崎県 日之影町","","27780","2314"
"1996100000","1996年度","45443","宮崎県 五ヶ瀬町","","17177","1721"
"1996100000","1996年度","46201","鹿児島県 鹿児島市","","28976","15481"
"1996100000","1996年度","46203","鹿児島県 鹿屋市","","23437","11965"
"1996100000","1996年度","46204","鹿児島県 枕崎市","","7483","4293"
"1996100000","1996年度","46206","鹿児島県 阿久根市","","13426","5688"
"1996100000","1996年度","46208","鹿児島県 出水市","","22993","6591"
"1996100000","1996年度","46210","鹿児島県 指宿市","","7825","3801"
"1996100000","1996年度","46213","鹿児島県 西之表市","","20570","7973"
"1996100000","1996年度","46214","鹿児島県 垂水市","","16173","3836"
"1996100000","1996年度","46303","鹿児島県 三島村","","3136","248"
"1996100000","1996年度","46304","鹿児島県 十島村","","10135","2690"
"1996100000","1996年度","46404","鹿児島県 長島町","","4503","2033"
"1996100000","1996年度","46468","鹿児島県 大崎町","","10082","6298"
"1996100000","1996年度","46482","鹿児島県 東串良町","","2769","2443"
"1996100000","1996年度","46501","鹿児島県 中種子町","","13776","7173"
"1996100000","1996年度","46502","鹿児島県 南種子町","","11037","4665"
"1996100000","1996年度","46523","鹿児島県 大和村","","9004","1117"
"1996100000","1996年度","46524","鹿児島県 宇検村","","10303","1012"
"1996100000","1996年度","46525","鹿児島県 瀬戸内町","","23998","3216"
"1996100000","1996年度","46527","鹿児島県 龍郷町","","8203","1571"
"1996100000","1996年度","46529","鹿児島県 喜界町","","5687","4508"
"1996100000","1996年度","46530","鹿児島県 徳之島町","","10487","5036"
"1996100000","1996年度","46531","鹿児島県 天城町","","8034","4493"
"1996100000","1996年度","46532","鹿児島県 伊仙町","","6270","4387"
"1996100000","1996年度","46533","鹿児島県 和泊町","","4035","3773"
"1996100000","1996年度","46534","鹿児島県 知名町","","5329","4591"
"1996100000","1996年度","46535","鹿児島県 与論町","","2049","1938"
"1996100000","1996年度","47201","沖縄県 那覇市","","3874","3761"
"1996100000","1996年度","47205","沖縄県 宜野湾市","","1937","1792"
"1996100000","1996年度","47207","沖縄県 石垣市","","22885","11391"
"1996100000","1996年度","47208","沖縄県 浦添市","","1892","1734"
"1996100000","1996年度","47209","沖縄県 名護市","","21021","7542"
"1996100000","1996年度","47210","沖縄県 糸満市","","4584","4053"
"1996100000","1996年度","47211","沖縄県 沖縄市","","4899","3954"
"1996100000","1996年度","47301","沖縄県 国頭村","","19480","3407"
"1996100000","1996年度","47302","沖縄県 大宜味村","","6312","1491"
"1996100000","1996年度","47303","沖縄県 東村","","8179","2045"
"1996100000","1996年度","47306","沖縄県 今帰仁村","","3986","2623"
"1996100000","1996年度","47308","沖縄県 本部町","","5429","3335"
"1996100000","1996年度","47311","沖縄県 恩納村","","5066","1764"
"1996100000","1996年度","47313","沖縄県 宜野座村","","3127","1634"
"1996100000","1996年度","47314","沖縄県 金武町","","3757","1641"
"1996100000","1996年度","47315","沖縄県 伊江村","","2267","2094"
"1996100000","1996年度","47324","沖縄県 読谷村","","3517","2465"
"1996100000","1996年度","47325","沖縄県 嘉手納町","","1504","1233"
"1996100000","1996年度","47326","沖縄県 北谷町","","1362","1248"
"1996100000","1996年度","47327","沖縄県 北中城村","","1151","929"
"1996100000","1996年度","47328","沖縄県 中城村","","1546","1251"
"1996100000","1996年度","47329","沖縄県 西原町","","1524","1332"
"1996100000","1996年度","47348","沖縄県 与那原町","","426","363"
"1996100000","1996年度","47350","沖縄県 南風原町","","1072","937"
"1996100000","1996年度","47353","沖縄県 渡嘉敷村","","1918","180"
"1996100000","1996年度","47354","沖縄県 座間味村","","1674","293"
"1996100000","1996年度","47355","沖縄県 粟国村","","762","492"
"1996100000","1996年度","47356","沖縄県 渡名喜村","","374","134"
"1996100000","1996年度","47357","沖縄県 南大東村","","3057","2294"
"1996100000","1996年度","47358","沖縄県 北大東村","","1310","864"
"1996100000","1996年度","47359","沖縄県 伊平屋村","","2170","791"
"1996100000","1996年度","47360","沖縄県 伊是名村","","1530","949"
"1996100000","1996年度","47375","沖縄県 多良間村","","2189","1510"
"1996100000","1996年度","47381","沖縄県 竹富町","","33397","4189"
"1996100000","1996年度","47382","沖縄県 与那国町","","2888","1095"
"1995100000","1995年度","01100","北海道 札幌市","","112112","44711"
"1995100000","1995年度","01202","北海道 函館市","","34684","11443"
"1995100000","1995年度","01203","北海道 小樽市","","24300","8097"
"1995100000","1995年度","01204","北海道 旭川市","","74760","34719"
"1995100000","1995年度","01205","北海道 室蘭市","","8049","4688"
"1995100000","1995年度","01206","北海道 釧路市","","22156","11852"
"1995100000","1995年度","01207","北海道 帯広市","","61894","37705"
"1995100000","1995年度","01208","北海道 北見市","","42108","18375"
"1995100000","1995年度","01209","北海道 夕張市","","76336","9947"
"1995100000","1995年度","01210","北海道 岩見沢市","","20474","13893"
"1995100000","1995年度","01211","北海道 網走市","","47079","22520"
"1995100000","1995年度","01212","北海道 留萌市","","29726","5108"
"1995100000","1995年度","01213","北海道 苫小牧市","","56093","19009"
"1995100000","1995年度","01214","北海道 稚内市","","76580","30994"
"1995100000","1995年度","01215","北海道 美唄市","","27761","15700"
"1995100000","1995年度","01216","北海道 芦別市","","86507","13853"
"1995100000","1995年度","01217","北海道 江別市","","18755","16677"
"1995100000","1995年度","01218","北海道 赤平市","","12988","3489"
"1995100000","1995年度","01219","北海道 紋別市","","83036","17369"
"1995100000","1995年度","01220","北海道 士別市","","59728","23898"
"1995100000","1995年度","01221","北海道 名寄市","","31462","11620"
"1995100000","1995年度","01222","北海道 三笠市","","30264","5584"
"1995100000","1995年度","01223","北海道 根室市","","41268","19092"
"1995100000","1995年度","01224","北海道 千歳市","","59495","20271"
"1995100000","1995年度","01225","北海道 滝川市","","11582","10300"
"1995100000","1995年度","01226","北海道 砂川市","","8026","5039"
"1995100000","1995年度","01227","北海道 歌志内市","","5599","1410"
"1995100000","1995年度","01228","北海道 深川市","","52912","21552"
"1995100000","1995年度","01229","北海道 富良野市","","60083","18655"
"1995100000","1995年度","01230","北海道 登別市","","21211","3688"
"1995100000","1995年度","01231","北海道 恵庭市","","29487","10979"
"1995100000","1995年度","01233","北海道 伊達市","","17044","8718"
"1995100000","1995年度","01303","北海道 当別町","","42012","15427"
"1995100000","1995年度","01304","北海道 新篠津村","","7824","7631"
"1995100000","1995年度","01331","北海道 松前町","","29308","2829"
"1995100000","1995年度","01332","北海道 福島町","","18719","1279"
"1995100000","1995年度","01333","北海道 知内町","","19666","3488"
"1995100000","1995年度","01334","北海道 木古内町","","22186","2380"
"1995100000","1995年度","01337","北海道 七飯町","","21661","8318"
"1995100000","1995年度","01343","北海道 鹿部町","","11055","2096"
"1995100000","1995年度","01345","北海道 森町","","31142","5381"
"1995100000","1995年度","01346","北海道 八雲町","","73560","14099"
"1995100000","1995年度","01347","北海道 長万部町","","31075","7108"
"1995100000","1995年度","01361","北海道 江差町","","10957","2511"
"1995100000","1995年度","01362","北海道 上ノ国町","","54757","4970"
"1995100000","1995年度","01363","北海道 厚沢部町","","46042","8143"
"1995100000","1995年度","01364","北海道 乙部町","","16253","2449"
"1995100000","1995年度","01367","北海道 奥尻町","","14294","1381"
"1995100000","1995年度","01370","北海道 今金町","","56814","11987"
"1995100000","1995年度","01391","北海道 島牧村","","43725","4982"
"1995100000","1995年度","01392","北海道 寿都町","","9534","701"
"1995100000","1995年度","01393","北海道 黒松内町","","34547","4617"
"1995100000","1995年度","01394","北海道 蘭越町","","44968","8808"
"1995100000","1995年度","01395","北海道 ニセコ町","","19713","5893"
"1995100000","1995年度","01396","北海道 真狩村","","11443","3964"
"1995100000","1995年度","01397","北海道 留寿都村","","11992","3692"
"1995100000","1995年度","01398","北海道 喜茂別町","","18951","3406"
"1995100000","1995年度","01399","北海道 京極町","","23161","4191"
"1995100000","1995年度","01400","北海道 倶知安町","","26124","7402"
"1995100000","1995年度","01401","北海道 共和町","","30496","8843"
"1995100000","1995年度","01402","北海道 岩内町","","7059","1772"
"1995100000","1995年度","01403","北海道 泊村","","8228","539"
"1995100000","1995年度","01404","北海道 神恵内村","","14771","926"
"1995100000","1995年度","01405","北海道 積丹町","","23817","5372"
"1995100000","1995年度","01406","北海道 古平町","","18838","2518"
"1995100000","1995年度","01407","北海道 仁木町","","16795","4029"
"1995100000","1995年度","01408","北海道 余市町","","14054","4075"
"1995100000","1995年度","01409","北海道 赤井川村","","28011","2591"
"1995100000","1995年度","01423","北海道 南幌町","","8149","8003"
"1995100000","1995年度","01424","北海道 奈井江町","","8805","3956"
"1995100000","1995年度","01425","北海道 上砂川町","","3991","526"
"1995100000","1995年度","01427","北海道 由仁町","","13386","8392"
"1995100000","1995年度","01428","北海道 長沼町","","16836","14879"
"1995100000","1995年度","01429","北海道 栗山町","","20384","9499"
"1995100000","1995年度","01430","北海道 月形町","","15105","5646"
"1995100000","1995年度","01431","北海道 浦臼町","","10108","5131"
"1995100000","1995年度","01432","北海道 新十津川町","","49405","10796"
"1995100000","1995年度","01433","北海道 妹背牛町","","4849","4848"
"1995100000","1995年度","01434","北海道 秩父別町","","4726","4424"
"1995100000","1995年度","01436","北海道 雨竜町","","19091","6938"
"1995100000","1995年度","01437","北海道 北竜町","","15882","5599"
"1995100000","1995年度","01438","北海道 沼田町","","28321","8135"
"1995100000","1995年度","01439","（旧）北海道 幌加内町","","76703","14582"
"1995100000","1995年度","01452","北海道 鷹栖町","","13944","7579"
"1995100000","1995年度","01453","北海道 東神楽町","","6864","5387"
"1995100000","1995年度","01454","北海道 当麻町","","20495","6904"
"1995100000","1995年度","01455","北海道 比布町","","8729","4124"
"1995100000","1995年度","01456","北海道 愛別町","","24971","4374"
"1995100000","1995年度","01457","北海道 上川町","","104924","15394"
"1995100000","1995年度","01458","北海道 東川町","","24706","7254"
"1995100000","1995年度","01459","北海道 美瑛町","","67716","30682"
"1995100000","1995年度","01460","北海道 上富良野町","","23718","11484"
"1995100000","1995年度","01461","北海道 中富良野町","","10870","6640"
"1995100000","1995年度","01462","北海道 南富良野町","","66553","9761"
"1995100000","1995年度","01463","北海道 占冠村","","57133","4573"
"1995100000","1995年度","01464","北海道 和寒町","","22483","7727"
"1995100000","1995年度","01465","北海道 剣淵町","","13120","8869"
"1995100000","1995年度","01468","北海道 下川町","","64420","8030"
"1995100000","1995年度","01469","北海道 美深町","","67214","8804"
"1995100000","1995年度","01470","北海道 音威子府村","","27564","3407"
"1995100000","1995年度","01471","北海道 中川町","","59502","8361"
"1995100000","1995年度","01481","北海道 増毛町","","36963","4631"
"1995100000","1995年度","01482","北海道 小平町","","62728","7524"
"1995100000","1995年度","01483","北海道 苫前町","","45452","8690"
"1995100000","1995年度","01484","北海道 羽幌町","","47281","9331"
"1995100000","1995年度","01485","北海道 初山別村","","27900","5204"
"1995100000","1995年度","01486","北海道 遠別町","","59148","9483"
"1995100000","1995年度","01487","北海道 天塩町","","35348","15702"
"1995100000","1995年度","01488","（旧）北海道 幌延町","","57451","13833"
"1995100000","1995年度","01511","北海道 猿払村","","58572","12402"
"1995100000","1995年度","01512","北海道 浜頓別町","","40155","8626"
"1995100000","1995年度","01513","北海道 中頓別町","","39855","6660"
"1995100000","1995年度","01514","北海道 枝幸町","","50920","11987"
"1995100000","1995年度","01516","北海道 豊富町","","52013","21707"
"1995100000","1995年度","01517","北海道 礼文町","","8133","1536"
"1995100000","1995年度","01518","北海道 利尻町","","7649","2609"
"1995100000","1995年度","01519","北海道 利尻富士町","","10565","3509"
"1995100000","1995年度","01543","北海道 美幌町","","43852","16391"
"1995100000","1995年度","01544","北海道 津別町","","71588","10296"
"1995100000","1995年度","01545","北海道 斜里町","","73696","30447"
"1995100000","1995年度","01546","北海道 清里町","","40274","12720"
"1995100000","1995年度","01547","北海道 小清水町","","28704","14202"
"1995100000","1995年度","01549","北海道 訓子府町","","19089","8019"
"1995100000","1995年度","01550","北海道 置戸町","","52754","7324"
"1995100000","1995年度","01552","北海道 佐呂間町","","40499","11910"
"1995100000","1995年度","01555","北海道 遠軽町","","20987","5937"
"1995100000","1995年度","01559","北海道 湧別町","","34434","7951"
"1995100000","1995年度","01560","北海道 滝上町","","76689","9697"
"1995100000","1995年度","01561","北海道 興部町","","36241","6921"
"1995100000","1995年度","01562","北海道 西興部村","","30812","3312"
"1995100000","1995年度","01563","北海道 雄武町","","63691","15427"
"1995100000","1995年度","01571","北海道 豊浦町","","23354","3757"
"1995100000","1995年度","01575","北海道 壮瞥町","","20485","3555"
"1995100000","1995年度","01578","北海道 白老町","","42562","6447"
"1995100000","1995年度","01581","北海道 厚真町","","40448","9607"
"1995100000","1995年度","01601","北海道 日高町","","56393","7465"
"1995100000","1995年度","01602","北海道 平取町","","74318","11594"
"1995100000","1995年度","01604","北海道 新冠町","","58588","14354"
"1995100000","1995年度","01607","北海道 浦河町","","69423","11964"
"1995100000","1995年度","01608","北海道 様似町","","36429","2912"
"1995100000","1995年度","01609","北海道 えりも町","","28387","4030"
"1995100000","1995年度","01631","北海道 音更町","","46619","30675"
"1995100000","1995年度","01632","北海道 士幌町","","25852","17705"
